Player Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Source Report,Source League ID,BB/K,Spd,wRC+,HR/FB%,IFFB%,LD%,FB%,League Name,League Level,FGPts_est,Fantasy Points Formula,FGPts_per_game,BB_K_ratio,Speed_score,HR_IFFB_ratio,2B_3B_pct
Connor McGinnis,NYY,A+,22,17,56,64,11,9,1,1,0,6,6,8,0,17,0,0,0,3,0,0,0.196428571,sa3059979,standard,14,0.470588235,3.99154134625,72.65191078033662,0.0,0.166666666,0.256410256,0.307692307,South Atlantic League,A+,64.5,fantrax_hitting_categories,3.7941176470588234,0.47058823529411764,3.99154134625,0.0,0.03571428571428571
Diego Gonzalez,PHI,A+,22,10,27,30,6,5,0,0,1,4,8,1,0,6,0,1,1,1,0,0,0.222222222,sa3015583,standard,14,0.166666666,2.64285714,68.9079079944428,0.25,0.25,0.142857142,0.19047619,South Atlantic League,A+,57.5,fantrax_hitting_categories,5.75,0.16666666666666666,2.64285714,1.0,0.0
Dillon Lewis,NYY,A+,22,76,289,332,66,38,12,3,13,39,50,36,0,69,4,2,0,3,13,1,0.228373702,sa3025515,standard,14,0.52173913,6.6053487941700135,121.22665060137632,0.136842105,0.389473684,0.162895927,0.429864253,South Atlantic League,A+,610.0,fantrax_hitting_categories,8.026315789473685,0.5217391304347826,6.6053487941700135,0.3513513508655953,0.05190311418685121
Duce Gourson,PIT,A+,22,39,138,166,36,21,9,1,5,29,18,17,0,28,7,1,3,1,21,2,0.260869565,sa3025248,standard,14,0.607142857,8.627088624933554,136.71764876589177,0.121951219,0.219512195,0.2,0.372727272,South Atlantic League,A+,383.5,fantrax_hitting_categories,9.833333333333334,0.6071428571428571,8.627088624933554,0.5555555535308642,0.07246376811594203
Dylan Campbell,PHI,A+,22,58,213,243,47,27,11,2,7,30,35,22,0,58,4,3,1,5,15,4,0.220657276,sa3022751,standard,14,0.379310344,7.380551751312138,106.85993262551878,0.089743589,0.282051282,0.232258064,0.503225806,South Atlantic League,A+,433.5,fantrax_hitting_categories,7.474137931034483,0.3793103448275862,7.380551751312138,0.3181818156033058,0.06103286384976526
Dylan Dreiling,TEX,A+,22,110,420,483,95,58,21,4,12,50,62,58,2,101,1,4,0,5,15,5,0.226190476,sa3025251,standard,14,0.574257425,5.689075389402367,107.11523407246985,0.096,0.168,0.259375,0.390625,South Atlantic League,A+,773.0,fantrax_hitting_categories,7.027272727272727,0.5742574257425742,5.689075389402367,0.5714285714285714,0.05952380952380952
Eli Serrano III,NYM,A+,22,88,324,383,72,43,21,1,7,51,46,50,0,77,5,4,0,5,9,3,0.222222222,sa3025407,standard,14,0.649350649,5.113135194525965,113.19440328079044,0.084337349,0.204819277,0.261044176,0.333333333,South Atlantic League,A+,601.5,fantrax_hitting_categories,6.8352272727272725,0.6493506493506493,5.113135194525965,0.4117647041591696,0.06790123456790123
Emilien Pitre,TBR,A+,22,118,448,524,120,85,23,3,9,61,63,61,1,107,5,9,0,11,14,6,0.267857142,sa3025391,standard,14,0.570093457,5.018662256716571,121.5573382508358,0.078947368,0.149122807,0.215116279,0.331395348,South Atlantic League,A+,835.5,fantrax_hitting_categories,7.080508474576271,0.5700934579439252,5.018662256716571,0.5294117619446367,0.05803571428571429
Enmanuel Terrero,PIT,A+,22,36,102,118,21,15,2,0,4,15,17,8,0,39,2,3,3,0,8,1,0.205882352,sa3015591,standard,14,0.205128205,6.498177127720212,75.85307188181955,0.153846153,0.269230769,0.140625,0.40625,South Atlantic League,A+,198.5,fantrax_hitting_categories,5.513888888888889,0.20512820512820512,6.498177127720212,0.5714285687755103,0.0196078431372549
Estarling Mercado,NYM,A+,22,38,126,145,32,23,5,1,3,17,20,17,0,30,1,1,0,1,4,1,0.253968253,sa3022191,standard,14,0.566666666,5.570375179463097,122.36712475610604,0.12,0.24,0.191489361,0.265957446,South Atlantic League,A+,243.5,fantrax_hitting_categories,6.407894736842105,0.5666666666666667,5.570375179463097,0.5,0.047619047619047616
Fernando Caldera,HOU,A+,22,9,21,22,2,2,0,0,0,2,0,1,0,8,0,0,0,0,0,0,0.095238095,sa3015547,standard,14,0.125,2.64285714,-38.73004899498132,0.0,0.4,0.307692307,0.384615384,South Atlantic League,A+,3.0,fantrax_hitting_categories,0.3333333333333333,0.125,2.64285714,0.0,0.0
Griff O'Ferrall,BAL,A+,22,111,411,474,93,73,14,2,4,57,38,53,0,71,4,3,3,2,42,7,0.226277372,sa3025409,standard,14,0.746478873,7.003326202493854,90.37243559823126,0.033613445,0.25210084,0.272997032,0.353115727,South Atlantic League,A+,787.5,fantrax_hitting_categories,7.094594594594595,0.7464788732394366,7.003326202493854,0.1333333320111111,0.038929440389294405
Hudson White,BOS,A+,22,70,240,271,45,32,7,2,4,25,25,23,0,68,5,3,0,8,1,0,0.1875,sa3025357,standard,14,0.338235294,4.236747853022072,65.33948704148989,0.055555555,0.375,0.181286549,0.421052631,South Atlantic League,A+,282.0,fantrax_hitting_categories,4.0285714285714285,0.3382352941176471,4.236747853022072,0.14814814666666667,0.0375
Ivan Brethowr,PIT,A+,22,21,64,84,15,11,1,1,2,15,8,14,0,21,6,0,0,2,5,2,0.234375,sa3025415,standard,14,0.666666666,8.17007159623348,140.38418883402525,0.142857142,0.428571428,0.375,0.35,South Atlantic League,A+,147.5,fantrax_hitting_categories,7.023809523809524,0.6666666666666666,8.17007159623348,0.3333333317777778,0.03125
Jace Avina,NYY,A+,22,52,176,221,52,31,13,0,8,37,31,30,0,54,9,6,0,1,3,1,0.295454545,sa3018398,standard,14,0.555555555,3.858964666557688,168.04324357385843,0.13114754,0.163934426,0.241935483,0.491935483,South Atlantic League,A+,418.5,fantrax_hitting_categories,8.048076923076923,0.5555555555555556,3.858964666557688,0.7999999951200001,0.07386363636363637
Jack Crowder,BAL,A+,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3029607,standard,14,0.0,0.14285714,-100.0,,,,,South Atlantic League,A+,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Jackson Castillo,NYY,A+,22,91,351,406,85,63,16,1,5,49,47,48,0,81,4,3,0,6,21,1,0.242165242,sa3023111,standard,14,0.592592592,5.9202376773650585,106.3236141662497,0.052631578,0.147368421,0.222222222,0.351851851,South Atlantic League,A+,669.5,fantrax_hitting_categories,7.357142857142857,0.5925925925925926,5.9202376773650585,0.3571428508418367,0.04843304843304843
Jake Cunningham,BAL,A+,22,76,238,271,49,33,12,1,3,30,26,29,0,90,2,2,0,5,24,6,0.205882352,sa3023269,standard,14,0.322222222,6.932253642709277,82.88121496845677,0.066666666,0.222222222,0.229166666,0.3125,South Atlantic League,A+,397.5,fantrax_hitting_categories,5.230263157894737,0.32222222222222224,6.932253642709277,0.2999999973,0.0546218487394958
Jason Schiavone,HOU,A+,22,8,28,35,8,5,2,0,1,6,5,5,0,11,2,0,0,1,0,0,0.285714285,sa3025370,standard,14,0.454545454,2.1220238025,154.38049190869688,0.2,0.2,0.352941176,0.294117647,South Atlantic League,A+,60.5,fantrax_hitting_categories,7.5625,0.45454545454545453,2.1220238025,1.0,0.07142857142857142
Javier Rivas,PIT,A+,22,94,354,389,94,62,13,1,18,53,72,19,1,92,11,4,1,16,4,1,0.265536723,sa3015589,standard,14,0.206521739,4.43133266918327,121.44953637531208,0.216867469,0.313253012,0.186046511,0.321705426,South Atlantic League,A+,712.0,fantrax_hitting_categories,7.574468085106383,0.20652173913043478,4.43133266918327,0.6923076896065089,0.03954802259887006
Jefrey De Los Santos,NYM,A+,22,55,170,195,33,21,4,4,4,24,19,21,1,58,2,1,1,2,6,2,0.194117647,sa3015574,standard,14,0.362068965,7.327859797964606,91.26831151553128,0.086956521,0.173913043,0.205357142,0.410714285,South Atlantic League,A+,260.5,fantrax_hitting_categories,4.736363636363636,0.3620689655172414,7.327859797964606,0.499999997125,0.047058823529411764
Jhon Diaz,TBR,A+,22,98,332,369,62,39,9,4,10,40,40,31,0,89,3,3,0,5,13,3,0.186746987,sa3014710,standard,14,0.348314606,6.9970091540710655,74.87789626179698,0.125,0.25,0.165975103,0.331950207,South Atlantic League,A+,507.5,fantrax_hitting_categories,5.178571428571429,0.34831460674157305,6.9970091540710655,0.5,0.0391566265060241
Joel Dragoo,PHI,A+,22,28,83,96,14,8,5,1,0,6,7,11,0,20,1,0,1,2,2,1,0.168674698,sa3025437,standard,14,0.55,5.303850545220818,67.11617072264454,0.0,0.148148148,0.114754098,0.44262295,South Atlantic League,A+,97.0,fantrax_hitting_categories,3.4642857142857144,0.55,5.303850545220818,0.0,0.07228915662650602
John Spikerman,PHI,A+,22,24,83,106,18,14,3,1,0,6,7,18,1,30,2,2,1,1,15,0,0.216867469,sa3025197,standard,14,0.6,7.3618566513623485,102.2869926317139,0.0,0.157894736,0.188679245,0.358490566,South Atlantic League,A+,177.0,fantrax_hitting_categories,7.375,0.6,7.3618566513623485,0.0,0.04819277108433735
Jose Colmenares,WSN,A+,22,10,28,35,6,6,0,0,0,0,0,7,0,6,0,0,0,1,0,0,0.214285714,sa3009817,standard,14,1.166666666,0.14285714,96.05745837296789,0.0,0.0,0.409090909,0.045454545,South Atlantic League,A+,22.0,fantrax_hitting_categories,2.2,1.1666666666666667,0.14285714,,0.0
Joseph Sullivan,HOU,A+,22,75,262,341,61,33,11,2,15,51,35,65,0,91,14,0,0,1,34,8,0.232824427,sa3025413,standard,14,0.714285714,7.122882966781981,147.94404184745804,0.220588235,0.147058823,0.187134502,0.397660818,South Atlantic League,A+,706.5,fantrax_hitting_categories,9.42,0.7142857142857143,7.122882966781981,1.5000000033999998,0.04961832061068702
Josh Moylan,NYY,A+,22,114,376,452,83,52,21,3,7,46,50,64,0,134,8,4,0,7,9,2,0.22074468,sa3022865,standard,14,0.47761194,5.175507970170026,112.03310769629206,0.083333333,0.154761904,0.260330578,0.347107438,South Atlantic League,A+,616.0,fantrax_hitting_categories,5.4035087719298245,0.47761194029850745,5.175507970170026,0.5384615389585798,0.06382978723404255
Juan Chacon,BOS,A+,22,2,7,8,1,1,0,0,0,1,2,1,0,5,0,0,0,0,0,0,0.142857142,sa3014676,standard,14,0.2,2.64285714,28.291417803878467,0.0,0.0,0.0,0.0,South Atlantic League,A+,9.5,fantrax_hitting_categories,4.75,0.2,2.64285714,,0.0
Kelvin Diaz,BOS,A+,22,12,32,36,2,1,1,0,0,1,2,4,0,15,0,0,0,0,1,0,0.0625,sa3016122,standard,14,0.266666666,4.168787652464638,-12.514770586923962,0.0,0.571428571,0.117647058,0.411764705,South Atlantic League,A+,14.5,fantrax_hitting_categories,1.2083333333333333,0.26666666666666666,4.168787652464638,0.0,0.03125
Kodey Shojinaga,PHI,A+,22,15,46,58,11,9,2,0,0,9,2,10,0,8,2,0,0,2,0,0,0.239130434,sa3025412,standard,14,1.25,2.1964285649999997,120.51412273098538,0.0,0.166666666,0.27027027,0.162162162,South Atlantic League,A+,68.5,fantrax_hitting_categories,4.566666666666666,1.25,2.1964285649999997,0.0,0.043478260869565216
Lizandro Espinoza,ATL,A+,22,85,343,377,69,41,15,3,10,45,35,26,0,107,3,4,1,4,20,13,0.20116618,sa3015611,standard,14,0.242990654,7.124461934486387,87.40965786354337,0.096153846,0.326923076,0.18907563,0.436974789,South Atlantic League,A+,510.5,fantrax_hitting_categories,6.0058823529411764,0.24299065420560748,7.124461934486387,0.2941176474186851,0.052478134110787174
Logan Braunschweig,ATL,A+,22,26,85,101,25,21,3,1,0,12,9,14,0,18,2,0,0,0,4,2,0.294117647,sa3027614,standard,14,0.777777777,5.664703852158645,140.55467294579125,0.0,0.352941176,0.2,0.283333333,South Atlantic League,A+,158.5,fantrax_hitting_categories,6.096153846153846,0.7777777777777778,5.664703852158645,0.0,0.047058823529411764
Lonnie White Jr.,PIT,A+,22,82,282,329,62,38,11,1,12,52,39,36,1,118,10,0,1,6,23,5,0.219858156,sa3017628,standard,14,0.305084745,7.349185121031072,111.0850281486676,0.16,0.28,0.2125,0.46875,South Atlantic League,A+,566.0,fantrax_hitting_categories,6.902439024390244,0.3050847457627119,7.349185121031072,0.5714285714285714,0.0425531914893617
Lucas Spence,HOU,A+,22,63,234,270,56,30,18,2,6,38,34,30,0,70,5,1,0,2,10,4,0.239316239,sa3025371,standard,14,0.428571428,6.409201797998261,109.1645278369494,0.117647058,0.117647058,0.26380368,0.312883435,South Atlantic League,A+,454.0,fantrax_hitting_categories,7.2063492063492065,0.42857142857142855,6.409201797998261,1.0,0.08547008547008547
Luis Caicuto,PHI,A+,22,27,77,89,23,20,3,0,0,11,8,5,0,16,4,0,1,2,1,0,0.298701298,sa3016923,standard,14,0.3125,4.089205404494126,119.87294341228854,0.0,0.285714285,0.27118644,0.118644067,South Atlantic League,A+,119.0,fantrax_hitting_categories,4.407407407407407,0.3125,4.089205404494126,0.0,0.03896103896103896
Luis Durango,NYY,A+,22,40,97,112,25,24,1,0,0,15,9,9,0,22,5,0,1,1,17,7,0.257731958,sa3015232,standard,14,0.409090909,6.101794455131351,96.67697054429478,0.0,0.3125,0.194444444,0.222222222,South Atlantic League,A+,203.0,fantrax_hitting_categories,5.075,0.4090909090909091,6.101794455131351,0.0,0.010309278350515464
Luis Encarnacion,HOU,A+,22,22,72,81,17,13,2,1,1,5,4,8,0,22,0,1,0,1,1,0,0.236111111,sa3015548,standard,14,0.363636363,5.057841458221971,79.53175493549833,0.0625,0.25,0.333333333,0.31372549,South Atlantic League,A+,78.5,fantrax_hitting_categories,3.5681818181818183,0.36363636363636365,5.057841458221971,0.25,0.041666666666666664
Luke Davis,PHI,A+,22,37,98,132,14,12,0,0,2,14,7,33,0,27,1,0,0,3,0,0,0.142857142,sa3067039,standard,14,1.222222222,1.1845238025,96.84431023537316,0.083333333,0.166666666,0.214285714,0.342857142,South Atlantic League,A+,139.0,fantrax_hitting_categories,3.7567567567567566,1.2222222222222223,1.1845238025,0.5,0.0
Manuel Palencia,NYY,A+,22,16,60,63,15,12,3,0,0,11,8,3,0,12,0,0,0,3,0,1,0.25,sa3015659,standard,14,0.25,3.4221388873434524,76.881359917054,0.0,0.117647058,0.229166666,0.354166666,South Atlantic League,A+,85.0,fantrax_hitting_categories,5.3125,0.25,3.4221388873434524,0.0,0.05
Mason Guerra,ATL,A+,22,54,192,214,35,27,5,0,3,15,20,20,0,51,1,1,0,5,0,0,0.182291666,sa3025222,standard,14,0.392156862,0.9601648275,66.84813946079964,0.071428571,0.309523809,0.163120567,0.29787234,South Atlantic League,A+,206.5,fantrax_hitting_categories,3.824074074074074,0.39215686274509803,0.9601648275,0.23076922977514794,0.026041666666666668
Matt King,PIT,A+,22,6,21,21,4,1,3,0,0,2,1,0,0,2,0,0,0,0,1,0,0.19047619,sa3035409,standard,14,0.0,7.437751004016064,44.062124289673875,0.0,0.428571428,0.117647058,0.411764705,South Atlantic League,A+,25.5,fantrax_hitting_categories,4.25,0.0,7.437751004016064,0.0,0.14285714285714285
Max Holy,HOU,A+,22,26,82,102,14,10,3,0,1,14,6,20,0,36,0,0,0,1,10,4,0.170731707,sa3025362,standard,14,0.555555555,5.736384224271676,74.44977113484504,0.076923076,0.153846153,0.133333333,0.288888888,South Atlantic League,A+,142.0,fantrax_hitting_categories,5.461538461538462,0.5555555555555556,5.736384224271676,0.49999999675,0.036585365853658534
Micah Ottenbreit,PHI,A+,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3017860,standard,14,0.0,0.14285714,-100.0,,,,,South Atlantic League,A+,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Nelly Taylor,BOS,A+,22,108,384,473,83,49,24,3,7,62,41,81,2,133,4,4,0,5,29,12,0.216145833,sa3023426,standard,14,0.609022556,6.4414245851647465,111.13909035640684,0.06542056,0.242990654,0.208163265,0.436734693,South Atlantic League,A+,729.5,fantrax_hitting_categories,6.75462962962963,0.6090225563909775,6.4414245851647465,0.2692307663816568,0.0703125
Nick Roselli,NYM,A+,22,36,125,139,17,8,7,1,1,11,18,12,0,41,2,0,0,1,1,2,0.136,sa3025417,standard,14,0.292682926,4.490351194181221,46.18104072886327,0.033333333,0.2,0.142857142,0.357142857,South Atlantic League,A+,141.0,fantrax_hitting_categories,3.9166666666666665,0.2926829268292683,4.490351194181221,0.166666665,0.064
Paxton Kling,TEX,A+,22,11,45,50,11,8,3,0,0,6,2,4,0,10,1,0,0,1,1,1,0.244444444,sa3035512,standard,14,0.4,3.752384444842869,92.36103875888276,0.0,0.272727272,0.228571428,0.314285714,South Atlantic League,A+,53.0,fantrax_hitting_categories,4.818181818181818,0.4,3.752384444842869,0.0,0.06666666666666667
Quincy Scott,TEX,A+,22,78,234,273,54,41,9,0,4,29,23,32,0,79,3,2,2,3,15,3,0.23076923,sa3022656,standard,14,0.405063291,4.91633163156705,98.31882880171344,0.102564102,0.153846153,0.263157894,0.256578947,South Atlantic League,A+,378.5,fantrax_hitting_categories,4.852564102564102,0.4050632911392405,4.91633163156705,0.6666666666666666,0.038461538461538464
Robbie Burnett,NYY,A+,22,13,34,42,6,5,0,0,1,7,3,6,0,14,1,1,0,0,1,0,0.176470588,sa3069072,standard,14,0.428571428,5.637228909814497,82.70444074870306,0.09090909,0.09090909,0.19047619,0.523809523,South Atlantic League,A+,50.5,fantrax_hitting_categories,3.8846153846153846,0.42857142857142855,5.637228909814497,1.0,0.0
Roismar Quintana,WSN,A+,22,6,20,22,2,2,0,0,0,1,1,2,0,6,0,0,0,0,0,0,0.1,sa3014718,standard,14,0.333333333,1.08035714,-2.7623528431207074,0.0,0.5,0.142857142,0.428571428,South Atlantic League,A+,9.0,fantrax_hitting_categories,1.5,0.3333333333333333,1.08035714,0.0,0.0
Ryan Spikes,TBR,A+,22,64,232,251,60,38,9,1,12,36,40,11,0,67,5,3,0,6,11,6,0.258620689,sa3017792,standard,14,0.164179104,6.095766117379188,120.70205031544327,0.19047619,0.19047619,0.209876543,0.388888888,South Atlantic League,A+,462.0,fantrax_hitting_categories,7.21875,0.16417910447761194,6.095766117379188,1.0,0.04310344827586207
Ryan Stafford,BAL,A+,22,96,270,332,48,31,15,2,0,29,26,41,0,82,11,5,5,2,22,4,0.177777777,sa3025405,standard,14,0.5,7.017731882775559,76.50863605400326,0.0,0.28,0.216931216,0.396825396,South Atlantic League,A+,432.5,fantrax_hitting_categories,4.505208333333333,0.5,7.017731882775559,0.0,0.06296296296296296
Sam Antonacci,CHW,A+,22,64,226,288,63,45,10,4,4,48,29,39,2,37,19,1,3,3,27,7,0.278761061,35101,standard,14,1.054054054,8.509507328434092,153.83527243952983,0.068965517,0.137931034,0.205405405,0.313513513,South Atlantic League,A+,604.5,fantrax_hitting_categories,9.4453125,1.054054054054054,8.509507328434092,0.5,0.061946902654867256
Sam Petersen,WSN,A+,22,44,145,172,43,29,6,2,6,31,21,20,1,31,5,1,1,1,18,0,0.296551724,sa3025609,standard,14,0.64516129,8.780840661934153,161.42629498592677,0.153846153,0.076923076,0.21238938,0.345132743,South Atlantic League,A+,407.5,fantrax_hitting_categories,9.261363636363637,0.6451612903225806,8.780840661934153,2.000000013,0.05517241379310345
Seaver King,WSN,A+,22,45,179,194,47,35,6,3,3,28,17,9,0,42,3,1,2,3,12,1,0.262569832,sa3025414,standard,14,0.214285714,9.013133567045232,104.68259395256088,0.096774193,0.258064516,0.263157894,0.233082706,South Atlantic League,A+,315.5,fantrax_hitting_categories,7.011111111111111,0.21428571428571427,9.013133567045232,0.37499999806249995,0.05027932960893855
Tanner Smith,ATL,A+,22,3,9,12,2,1,1,0,0,2,0,3,0,4,0,0,0,0,0,0,0.222222222,sa3069139,standard,14,0.75,2.01785714,143.318909957016,0.0,0.0,0.5,0.25,South Atlantic League,A+,12.5,fantrax_hitting_categories,4.166666666666667,0.75,2.01785714,,0.1111111111111111
Titus Dumitru,PIT,A+,22,107,410,463,97,69,16,3,9,47,55,44,1,118,7,2,0,13,18,7,0.236585365,sa3025225,standard,14,0.372881355,5.6952008326845505,104.98327510242495,0.102272727,0.170454545,0.206896551,0.303448275,South Atlantic League,A+,680.5,fantrax_hitting_categories,6.359813084112149,0.3728813559322034,5.6952008326845505,0.5999999999999999,0.046341463414634146
Tyler Herron,TBR,A+,22,6,19,22,1,0,0,1,0,2,0,2,0,5,1,0,0,1,0,0,0.052631578,sa3025662,standard,14,0.4,5.14285714,11.755795856534949,0.0,0.285714285,0.142857142,0.5,South Atlantic League,A+,9.0,fantrax_hitting_categories,1.5,0.4,5.14285714,0.0,0.05263157894736842
Tyler Whitaker,HOU,A+,22,107,340,402,68,39,20,4,5,41,44,47,0,137,9,6,0,6,16,4,0.2,sa3017376,standard,14,0.343065693,7.0399759326429745,79.86447966498201,0.05376344,0.365591397,0.193236714,0.449275362,South Atlantic League,A+,531.5,fantrax_hitting_categories,4.9672897196261685,0.34306569343065696,7.0399759326429745,0.1470588215181661,0.07058823529411765
Tyler Wilson,NYY,A+,22,14,47,52,13,11,2,0,0,3,4,4,1,9,0,0,0,0,0,1,0.276595744,sa3025244,standard,14,0.444444444,1.4000800623434522,93.7643080608992,0.0,0.1,0.315789473,0.263157894,South Atlantic League,A+,54.5,fantrax_hitting_categories,3.892857142857143,0.4444444444444444,1.4000800623434522,0.0,0.0425531914893617
Vance Honeycutt,BAL,A+,22,101,374,436,64,41,12,6,5,48,24,56,0,178,3,0,2,0,32,7,0.171122994,sa3025526,standard,14,0.314606741,8.352995829602056,74.39434449062206,0.056179775,0.325842696,0.229166666,0.463541666,South Atlantic League,A+,505.5,fantrax_hitting_categories,5.0049504950495045,0.3146067415730337,8.352995829602056,0.1724137925743163,0.0481283422459893
Vincent Perozo,NYM,A+,22,20,60,68,10,8,2,0,0,7,4,5,0,19,3,0,0,0,2,2,0.166666666,sa3015188,standard,14,0.263157894,4.713628914966043,54.75531117129666,0.0,0.1,0.179487179,0.256410256,South Atlantic League,A+,58.0,fantrax_hitting_categories,2.9,0.2631578947368421,4.713628914966043,0.0,0.03333333333333333
Walker Janek,HOU,A+,22,92,358,399,94,59,21,2,12,58,46,30,0,106,9,2,0,2,30,2,0.262569832,sa3025254,standard,14,0.283018867,7.697826590400124,112.82906031846191,0.130434782,0.27173913,0.267489711,0.378600823,South Atlantic League,A+,746.5,fantrax_hitting_categories,8.11413043478261,0.2830188679245283,7.697826590400124,0.479999998528,0.06424581005586592
Wes Kath,CHW,A+,22,46,154,171,23,14,8,0,1,13,14,12,0,69,4,1,0,4,1,1,0.149350649,sa3017172,standard,14,0.173913043,2.8930704738260444,41.099159827565806,0.033333333,0.333333333,0.13095238,0.357142857,South Atlantic League,A+,115.0,fantrax_hitting_categories,2.5,0.17391304347826086,2.8930704738260444,0.0999999991,0.05194805194805195
Will Taylor,PIT,A+,22,64,234,280,54,33,10,1,10,44,43,33,0,76,11,1,1,1,15,7,0.23076923,sa3025403,standard,14,0.434210526,6.442088088280435,123.10449765886756,0.161290322,0.354838709,0.197368421,0.407894736,South Atlantic League,A+,531.5,fantrax_hitting_categories,8.3046875,0.4342105263157895,6.442088088280435,0.45454545377685956,0.04700854700854701
Will Turner,BOS,A+,22,43,124,163,20,13,4,0,3,15,14,36,0,36,0,3,0,0,4,1,0.161290322,sa3025313,standard,14,1.0,3.4192331986883975,92.6294755211058,0.073170731,0.31707317,0.21590909,0.46590909,South Atlantic League,A+,212.5,fantrax_hitting_categories,4.941860465116279,1.0,3.4192331986883975,0.23076922907100592,0.03225806451612903
Will Verdung,ATL,A+,22,81,287,339,80,68,10,2,0,32,22,44,1,57,3,5,0,6,6,4,0.278745644,sa3022512,standard,14,0.771929824,4.062147941216307,121.48851186338324,0.0,0.297619047,0.268722466,0.370044052,South Atlantic League,A+,424.0,fantrax_hitting_categories,5.234567901234568,0.7719298245614035,4.062147941216307,0.0,0.041811846689895474
Zach Ehrhard,BOS,A+,22,31,111,140,38,27,10,0,1,24,22,26,0,27,2,1,0,3,7,0,0.342342342,sa3025247,standard,14,0.962962962,5.414140817033223,175.15725913109236,0.045454545,0.409090909,0.390243902,0.268292682,South Atlantic League,A+,310.5,fantrax_hitting_categories,10.016129032258064,0.9629629629629629,5.414140817033223,0.11111111002469136,0.09009009009009009
Albert Feliz,BOS,A+,23,63,185,201,33,21,5,0,7,13,24,14,0,85,1,1,0,4,0,0,0.178378378,sa3008799,standard,14,0.164705882,0.45535714,62.9280261790368,0.155555555,0.355555555,0.141414141,0.454545454,South Atlantic League,A+,190.5,fantrax_hitting_categories,3.0238095238095237,0.16470588235294117,0.45535714,0.4374999991210938,0.02702702702702703
Alexander Vargas,NYY,A+,23,47,169,186,38,26,4,2,6,20,22,13,0,23,2,2,0,5,10,1,0.224852071,sa3008851,standard,14,0.565217391,7.115758986869079,96.81652178136032,0.105263157,0.298245614,0.201388888,0.395833333,South Atlantic League,A+,317.0,fantrax_hitting_categories,6.74468085106383,0.5652173913043478,7.115758986869079,0.35294117351211074,0.03550295857988166
Antonio Gomez,NYY,A+,23,6,19,20,6,4,0,0,2,2,6,1,0,7,0,0,0,1,0,0,0.315789473,sa3008746,standard,14,0.142857142,0.14285714,183.40358218015697,0.666666666,0.0,0.272727272,0.272727272,South Atlantic League,A+,48.0,fantrax_hitting_categories,8.0,0.14285714285714285,0.14285714,,0.0
Brendan Jones,NYY,A+,23,44,174,209,41,29,6,2,4,35,23,30,0,38,2,3,0,1,23,4,0.235632183,sa3025253,standard,14,0.789473684,8.516756954270205,116.29152860348262,0.0625,0.234375,0.18115942,0.463768115,South Atlantic League,A+,432.5,fantrax_hitting_categories,9.829545454545455,0.7894736842105263,8.516756954270205,0.26666666666666666,0.04597701149425287
Brock Vradenburg,PHI,A+,23,15,44,59,9,6,2,0,1,8,4,14,1,18,0,1,0,1,1,0,0.204545454,sa3022537,standard,14,0.777777777,3.9973752102792446,121.08107331809732,0.166666666,0.166666666,0.259259259,0.222222222,South Atlantic League,A+,77.0,fantrax_hitting_categories,5.133333333333334,0.7777777777777778,3.9973752102792446,1.0,0.045454545454545456
Bryan Broecker,TBR,A+,23,63,182,229,38,28,8,0,2,27,13,43,0,59,2,1,1,6,1,0,0.208791208,sa3022814,standard,14,0.728813559,2.6977154878445155,105.63137685672376,0.054054054,0.405405405,0.262295081,0.303278688,South Atlantic League,A+,254.0,fantrax_hitting_categories,4.031746031746032,0.7288135593220338,2.6977154878445155,0.13333333333333333,0.04395604395604396
Carlos Arroyo,ATL,A+,23,11,39,41,6,4,2,0,0,1,6,2,0,14,0,0,0,1,1,0,0.153846153,sa3005576,standard,14,0.142857142,3.689815121898953,28.77203470990785,0.0,0.0,0.25,0.375,South Atlantic League,A+,38.0,fantrax_hitting_categories,3.4545454545454546,0.14285714285714285,3.689815121898953,,0.05128205128205128
Coby Morales,NYY,A+,23,90,338,382,85,57,18,3,7,45,47,37,0,92,5,2,0,8,15,3,0.251479289,sa3022829,standard,14,0.402173913,6.268085524226303,115.30936295447782,0.085365853,0.085365853,0.272357723,0.333333333,South Atlantic League,A+,614.5,fantrax_hitting_categories,6.8277777777777775,0.40217391304347827,6.268085524226303,1.0,0.0621301775147929
Cole Urman,BAL,A+,23,18,47,50,8,7,0,1,0,4,1,2,0,24,0,0,1,0,0,0,0.170212765,sa3023270,standard,14,0.083333333,4.51785714,25.891112027823905,0.0,0.444444444,0.217391304,0.391304347,South Atlantic League,A+,17.5,fantrax_hitting_categories,0.9722222222222222,0.08333333333333333,4.51785714,0.0,0.02127659574468085
