Player Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Source Report,Source League ID,BB/K,Spd,wRC+,HR/FB%,IFFB%,LD%,FB%,League Name,League Level,FGPts_est,Fantasy Points Formula,FGPts_per_game,BB_K_ratio,Speed_score,HR_IFFB_ratio,2B_3B_pct
Austin Nola,COL,CPX,35,3,8,9,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.125,15941,standard,16,1.0,2.64285714,27.34614571389253,0.0,0.0,0.0,0.75,Arizona Complex League,CPX,12.0,fantrax_hitting_categories,4.0,,2.64285714,,0.125
Dexters Peralta,NYY,CPX,17,42,140,162,22,17,3,0,2,18,8,18,0,50,1,3,0,2,10,3,0.157142857,sa3023745,standard,17,0.36,5.813136931863079,39.27601853660959,0.0625,0.3125,0.211764705,0.376470588,Florida Complex League,CPX,167.5,fantrax_hitting_categories,3.988095238095238,0.36,5.813136931863079,0.2,0.02142857142857143
Jose Familia,PHI,CPX,17,46,146,160,24,20,4,0,0,8,8,12,0,61,2,0,0,1,3,1,0.164383561,sa3023879,standard,17,0.196721311,3.2652159326982697,31.305973624650925,0.0,0.28,0.253164556,0.316455696,Florida Complex League,CPX,91.0,fantrax_hitting_categories,1.9782608695652173,0.19672131147540983,3.2652159326982697,0.0,0.0273972602739726
Stiven Martinez,BAL,CPX,17,49,152,191,33,20,7,3,3,29,20,33,0,54,4,1,1,2,2,4,0.217105263,sa3024627,standard,17,0.611111111,5.656019690010282,106.50192446426912,0.065217391,0.217391304,0.134020618,0.474226804,Florida Complex League,CPX,276.0,fantrax_hitting_categories,5.63265306122449,0.6111111111111112,5.656019690010282,0.29999999907999997,0.06578947368421052
Adrian Garcia,PHI,CPX,18,44,130,143,34,24,6,4,0,13,8,10,0,28,3,0,0,2,3,2,0.261538461,sa3023986,standard,17,0.357142857,5.876724852834191,98.51044884774396,0.0,0.166666666,0.195652173,0.391304347,Florida Complex League,CPX,170.0,fantrax_hitting_categories,3.8636363636363638,0.35714285714285715,5.876724852834191,0.0,0.07692307692307693
Adriander Mejia,BAL,CPX,18,35,97,122,26,20,5,0,1,17,15,17,0,27,4,3,1,4,3,0,0.268041237,sa3021253,standard,17,0.629629629,4.853540377745031,109.69580242673928,0.03030303,0.181818181,0.159420289,0.478260869,Florida Complex League,CPX,196.0,fantrax_hitting_categories,5.6,0.6296296296296297,4.853540377745031,0.16666666575,0.05154639175257732
Alexander Mambel,BOS,CPX,18,17,44,53,11,5,4,0,2,7,9,4,0,15,4,1,0,0,0,1,0.25,sa3023730,standard,17,0.266666666,2.9693223398809523,124.48483430215572,0.153846153,0.076923076,0.133333333,0.433333333,Florida Complex League,CPX,89.5,fantrax_hitting_categories,5.264705882352941,0.26666666666666666,2.9693223398809523,2.000000013,0.09090909090909091
Anderson Fermin,BOS,CPX,18,48,138,185,39,29,7,3,0,32,14,42,0,35,3,2,0,4,25,6,0.282608695,sa3023759,standard,17,1.2,8.613309708625788,139.72898857893148,0.0,0.258064516,0.191919191,0.313131313,Florida Complex League,CPX,399.5,fantrax_hitting_categories,8.322916666666666,1.2,8.613309708625788,0.0,0.07246376811594203
Andres Arias,TOR,CPX,18,49,156,183,26,17,3,1,5,21,21,21,0,57,6,0,0,3,9,2,0.166666666,sa3025145,standard,17,0.368421052,6.9517466951618925,76.20725877608477,0.119047619,0.261904761,0.182795698,0.451612903,Florida Complex League,CPX,255.5,fantrax_hitting_categories,5.214285714285714,0.3684210526315789,6.9517466951618925,0.4545454559338843,0.02564102564102564
Andrew Tess,BAL,CPX,18,54,133,188,34,25,5,2,2,33,27,34,0,39,18,3,0,6,17,4,0.255639097,sa3067325,standard,17,0.871794871,8.558812924968569,140.9044609714923,0.066666666,0.1,0.195652173,0.326086956,Florida Complex League,CPX,402.5,fantrax_hitting_categories,7.453703703703703,0.8717948717948718,8.558812924968569,0.66666666,0.05263157894736842
Angel Feliz,WSN,CPX,18,53,193,228,51,39,7,4,1,37,28,30,0,44,2,2,1,3,10,7,0.264248704,sa3023892,standard,17,0.681818181,7.293390882562815,110.0226394047127,0.026315789,0.263157894,0.244444444,0.281481481,Florida Complex League,CPX,396.5,fantrax_hitting_categories,7.481132075471698,0.6818181818181818,7.293390882562815,0.09999999847999999,0.05699481865284974
Avinson Pinto,BOS,CPX,18,43,153,179,36,26,5,4,1,29,15,21,0,37,1,4,0,0,21,6,0.235294117,sa3023761,standard,17,0.567567567,9.263536354911416,83.9207515058461,0.028571428,0.085714285,0.216216216,0.315315315,Florida Complex League,CPX,334.0,fantrax_hitting_categories,7.767441860465116,0.5675675675675675,9.263536354911416,0.3333333294444444,0.058823529411764705
Bohan Adderley,NYM,CPX,18,49,160,189,28,21,3,1,3,19,15,25,0,59,3,1,0,2,21,6,0.175,sa3023728,standard,17,0.423728813,6.882062146892656,70.01871356790123,0.09090909,0.212121212,0.202127659,0.351063829,Florida Complex League,CPX,277.5,fantrax_hitting_categories,5.663265306122449,0.423728813559322,6.882062146892656,0.4285714245306122,0.025
Bralyn Brazoban,PIT,CPX,18,13,39,45,8,5,1,2,0,4,5,4,0,10,1,1,0,0,2,0,0.205128205,sa3023725,standard,17,0.4,8.047861498721296,81.00796497876227,0.0,0.3,0.233333333,0.333333333,Florida Complex League,CPX,65.5,fantrax_hitting_categories,5.038461538461538,0.4,8.047861498721296,0.0,0.07692307692307693
Carl Calixte,PIT,CPX,18,27,65,77,10,6,2,2,0,8,6,10,0,32,1,1,0,0,1,3,0.153846153,sa3067444,standard,17,0.3125,6.160714285714286,60.95376506938873,0.0,0.333333333,0.205882352,0.352941176,Florida Complex League,CPX,63.0,fantrax_hitting_categories,2.3333333333333335,0.3125,6.160714285714286,0.0,0.06153846153846154
Cesar Mujica,PHI,CPX,18,31,91,104,16,12,4,0,0,6,5,11,0,28,2,0,0,5,0,2,0.175824175,sa3023880,standard,17,0.392857142,1.81704571270192,53.55379326843443,0.0,0.333333333,0.137931034,0.362068965,Florida Complex League,CPX,65.0,fantrax_hitting_categories,2.096774193548387,0.39285714285714285,1.81704571270192,0.0,0.04395604395604396
Conrad Cason,BOS,CPX,18,2,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.25,sa3067316,standard,17,0.0,0.14285714,36.4970815092813,0.0,0.0,0.0,0.5,Florida Complex League,CPX,4.5,fantrax_hitting_categories,2.25,0.0,0.14285714,,0.0
DJ Layton,BAL,CPX,18,40,104,135,19,14,5,0,0,28,5,25,0,37,5,0,1,0,10,1,0.182692307,sa3067333,standard,17,0.675675675,6.641264962093464,84.52363381640625,0.0,0.166666666,0.222222222,0.38095238,Florida Complex League,CPX,199.0,fantrax_hitting_categories,4.975,0.6756756756756757,6.641264962093464,0.0,0.04807692307692308
Daiber De Los Santos,MIN,CPX,18,48,156,186,26,10,10,2,4,29,17,21,0,89,8,1,0,0,15,7,0.166666666,sa3023885,standard,17,0.235955056,8.795407529995863,88.33683623561744,0.121212121,0.181818181,0.095238095,0.523809523,Florida Complex League,CPX,257.0,fantrax_hitting_categories,5.354166666666667,0.23595505617977527,8.795407529995863,0.6666666685,0.07692307692307693
Eduardo Beltre,MIN,CPX,18,52,165,195,34,18,10,1,5,33,32,21,0,46,6,3,0,4,19,3,0.206060606,sa3024928,standard,17,0.456521739,8.364315139031927,99.69351619209144,0.087719298,0.245614035,0.132743362,0.504424778,Florida Complex League,CPX,412.0,fantrax_hitting_categories,7.923076923076923,0.45652173913043476,8.364315139031927,0.35714285627040815,0.06666666666666667
Edward Florentino,PIT,CPX,18,29,95,113,33,19,6,2,6,23,23,16,1,22,1,1,0,0,6,1,0.347368421,sa3023944,standard,17,0.727272727,7.889224629629341,193.4188363965247,0.166666666,0.138888888,0.138888888,0.5,Florida Complex League,CPX,308.5,fantrax_hitting_categories,10.637931034482758,0.7272727272727273,7.889224629629341,1.20000000288,0.08421052631578947
Edward Lantigua,NYM,CPX,18,49,153,194,44,34,6,1,3,23,27,33,0,29,7,1,0,7,13,10,0.287581699,sa3024476,standard,17,1.137931034,5.171580364476988,144.234319485151,0.096774193,0.225806451,0.163636363,0.281818181,Florida Complex League,CPX,375.0,fantrax_hitting_categories,7.653061224489796,1.1379310344827587,5.171580364476988,0.4285714273061224,0.0457516339869281
Edwin Brito,BOS,CPX,18,32,99,115,14,7,7,0,0,8,12,10,0,38,5,1,0,6,3,2,0.141414141,sa3023760,standard,17,0.263157894,4.213872077564474,37.07945494553998,0.0,0.259259259,0.13559322,0.457627118,Florida Complex League,CPX,101.5,fantrax_hitting_categories,3.171875,0.2631578947368421,4.213872077564474,0.0,0.0707070707070707
Efren Teran,BOS,CPX,18,28,83,97,17,16,1,0,0,11,6,13,0,13,1,0,0,0,2,3,0.204819277,sa3023769,standard,17,1.0,3.1759875196427902,61.73336753808275,0.0,0.23076923,0.20289855,0.376811594,Florida Complex League,CPX,108.0,fantrax_hitting_categories,3.857142857142857,1.0,3.1759875196427902,0.0,0.012048192771084338
Elvin Garcia,BAL,CPX,18,31,94,115,22,16,4,1,1,12,13,17,1,42,3,1,0,2,1,2,0.234042553,sa3024147,standard,17,0.404761904,4.511036750250739,96.73138335516128,0.05,0.1,0.137254901,0.392156862,Florida Complex League,CPX,140.0,fantrax_hitting_categories,4.516129032258065,0.40476190476190477,4.511036750250739,0.5,0.05319148936170213
Enddy Azocar,BOS,CPX,18,14,52,58,20,12,7,1,0,6,5,6,0,11,0,0,0,0,4,1,0.384615384,sa3023764,standard,17,0.545454545,6.97824177146058,171.39131577089978,0.0,0.461538461,0.256410256,0.333333333,Florida Complex League,CPX,115.0,fantrax_hitting_categories,8.214285714285714,0.5454545454545454,6.97824177146058,0.0,0.15384615384615385
Enmanuel Corniel,BAL,CPX,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3024647,standard,17,0.0,0.14285714,-100.0,,,,,Florida Complex League,CPX,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Feldi Tavarez,WSN,CPX,18,37,110,122,17,13,3,0,1,9,7,9,0,39,3,0,0,1,4,3,0.154545454,sa3023918,standard,17,0.23076923,4.12600378875795,36.35900484399528,0.05,0.5,0.19117647,0.294117647,Florida Complex League,CPX,93.5,fantrax_hitting_categories,2.527027027027027,0.23076923076923078,4.12600378875795,0.1,0.02727272727272727
Francisco Loreto,PHI,CPX,18,47,169,193,40,24,10,1,5,28,16,19,0,46,5,0,0,4,2,0,0.23668639,sa3023937,standard,17,0.413043478,5.544139014468849,106.46522447489896,0.111111111,0.288888888,0.146551724,0.387931034,Florida Complex League,CPX,269.0,fantrax_hitting_categories,5.723404255319149,0.41304347826086957,5.544139014468849,0.38461538541420115,0.0650887573964497
German Ramirez,HOU,CPX,18,48,163,191,40,22,11,4,3,26,29,20,1,41,5,3,0,7,4,2,0.245398773,sa3021092,standard,17,0.487804878,6.7577407493243875,116.3677524788389,0.088235294,0.294117647,0.252252252,0.306306306,Florida Complex League,CPX,328.0,fantrax_hitting_categories,6.833333333333333,0.4878048780487805,6.7577407493243875,0.29999999966,0.09202453987730061
Ilan Fernandez,BOS,CPX,18,38,111,130,26,20,4,1,1,21,9,15,0,27,2,2,0,1,13,2,0.234234234,sa3023766,standard,17,0.555555555,8.47023853032673,82.83529417275689,0.027777777,0.25,0.164556962,0.455696202,Florida Complex League,CPX,223.0,fantrax_hitting_categories,5.868421052631579,0.5555555555555556,8.47023853032673,0.111111108,0.04504504504504504
Jesus Lugo,BOS,CPX,18,7,20,24,4,3,0,1,0,2,4,4,0,5,0,0,0,0,2,0,0.2,sa3024324,standard,17,0.8,7.84650886841677,82.20031031090222,0.0,0.0,0.357142857,0.285714285,Florida Complex League,CPX,46.5,fantrax_hitting_categories,6.642857142857143,0.8,7.84650886841677,,0.05
Jesus Pinto,DET,CPX,18,21,83,91,17,11,3,0,3,15,11,7,0,17,1,0,0,2,6,3,0.204819277,sa3023973,standard,17,0.411764705,6.207719066255029,79.65554015353405,0.157894736,0.052631578,0.177419354,0.306451612,Florida Complex League,CPX,157.5,fantrax_hitting_categories,7.5,0.4117647058823529,6.207719066255029,3.000000038000001,0.03614457831325301
Jorge Julio,PHI,CPX,18,26,83,91,21,17,4,0,0,4,10,6,0,18,0,2,0,3,2,0,0.253012048,sa3021252,standard,17,0.333333333,3.3633369718817847,71.40405557116661,0.0,0.2,0.222222222,0.158730158,Florida Complex League,CPX,107.5,fantrax_hitting_categories,4.134615384615385,0.3333333333333333,3.3633369718817847,0.0,0.04819277108433735
Jose Dickson,DET,CPX,18,44,148,171,31,23,4,1,3,23,21,20,0,42,1,2,0,4,9,2,0.209459459,sa3023907,standard,17,0.476190476,6.8273687446736915,82.04600639545933,0.083333333,0.194444444,0.192307692,0.346153846,Florida Complex League,CPX,269.5,fantrax_hitting_categories,6.125,0.47619047619047616,6.8273687446736915,0.4285714278367347,0.033783783783783786
Jose Perdomo,ATL,CPX,18,54,215,233,48,40,7,0,1,20,18,14,0,45,2,2,0,12,4,2,0.223255813,sa3025104,standard,17,0.311111111,3.4743462250827797,60.140560623815155,0.02,0.32,0.148148148,0.308641975,Florida Complex League,CPX,237.0,fantrax_hitting_categories,4.388888888888889,0.3111111111111111,3.4743462250827797,0.0625,0.03255813953488372
Joshua Liranzo,BAL,CPX,18,24,72,94,21,16,2,2,1,13,10,18,0,19,3,0,1,2,3,5,0.291666666,sa3021198,standard,17,0.947368421,5.581081525556046,145.86711767722676,0.052631578,0.157894736,0.235294117,0.372549019,Florida Complex League,CPX,159.0,fantrax_hitting_categories,6.625,0.9473684210526315,5.581081525556046,0.3333333291111111,0.05555555555555555
Juan Garcia,BAL,CPX,18,4,4,6,1,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0.25,sa3024646,standard,17,1.0,1.60119047125,138.9424316216377,0.0,0.0,0.0,0.5,Florida Complex League,CPX,10.5,fantrax_hitting_categories,2.625,1.0,1.60119047125,,0.0
Juan Mateo,ATL,CPX,18,51,188,210,52,44,8,0,0,22,18,21,0,34,1,0,0,2,10,7,0.276595744,sa3024340,standard,17,0.617647058,3.9256368654392233,98.84673961814656,0.0,0.093023255,0.19047619,0.292517006,Florida Complex League,CPX,301.0,fantrax_hitting_categories,5.901960784313726,0.6176470588235294,3.9256368654392233,0.0,0.0425531914893617
Junior Aybar,BAL,CPX,18,29,85,101,25,20,4,1,0,19,11,15,0,23,0,0,1,0,5,6,0.294117647,sa3021607,standard,17,0.652173913,6.606096883029086,116.72920317804348,0.0,0.266666666,0.145454545,0.272727272,Florida Complex League,CPX,176.0,fantrax_hitting_categories,6.068965517241379,0.6521739130434783,6.606096883029086,0.0,0.058823529411764705
Justin Barry,BOS,CPX,18,26,82,91,18,9,6,0,3,16,16,7,0,31,1,1,0,0,7,0,0.219512195,sa3023716,standard,17,0.225806451,7.36227795630767,83.93620394375111,0.142857142,0.095238095,0.159090909,0.477272727,Florida Complex League,CPX,185.5,fantrax_hitting_categories,7.134615384615385,0.22580645161290322,7.36227795630767,1.49999999475,0.07317073170731707
Justin Gonzales,BOS,CPX,18,1,4,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,sa3023757,standard,17,0.0,0.14285714,-100.0,0.0,0.0,0.0,0.0,Florida Complex League,CPX,2.0,fantrax_hitting_categories,2.0,0.0,0.14285714,,0.0
Kendrick Herrera,PIT,CPX,18,52,175,208,41,34,5,1,1,26,18,28,0,42,4,0,1,2,5,1,0.234285714,sa3023776,standard,17,0.666666666,5.367674542569262,98.89764406308709,0.025,0.175,0.1953125,0.3125,Florida Complex League,CPX,284.0,fantrax_hitting_categories,5.461538461538462,0.6666666666666666,5.367674542569262,0.14285714285714288,0.03428571428571429
Leonardo Pineda,TBR,CPX,18,38,131,161,24,19,5,0,0,19,11,22,0,47,5,2,1,4,5,3,0.183206106,sa3023721,standard,17,0.468085106,4.4723636588656435,68.97924432987074,0.0,0.192307692,0.157894736,0.342105263,Florida Complex League,CPX,168.5,fantrax_hitting_categories,4.434210526315789,0.46808510638297873,4.4723636588656435,0.0,0.03816793893129771
Luis Fragoza,MIN,CPX,18,49,138,169,30,21,8,0,1,25,16,17,0,40,12,2,0,3,14,3,0.217391304,sa3023955,standard,17,0.425,6.801184869763103,100.7275514171706,0.034482758,0.172413793,0.161290322,0.311827956,Florida Complex League,CPX,273.5,fantrax_hitting_categories,5.581632653061225,0.425,6.801184869763103,0.19999999652,0.057971014492753624
Luis Leon,MIA,CPX,18,24,73,88,8,4,4,0,0,9,2,13,0,41,2,0,0,0,10,2,0.109589041,sa3067401,standard,17,0.31707317,6.560736215841871,43.250840680616825,0.0,0.583333333,0.172413793,0.413793103,Florida Complex League,CPX,85.0,fantrax_hitting_categories,3.5416666666666665,0.3170731707317073,6.560736215841871,0.0,0.0547945205479452
Manuel Dos Passos,ATL,CPX,18,41,126,155,28,17,10,0,1,22,13,22,0,34,6,1,0,3,4,2,0.222222222,sa3024344,standard,17,0.647058823,4.512031694515134,106.04371681820976,0.027027027,0.324324324,0.258823529,0.435294117,Florida Complex League,CPX,215.5,fantrax_hitting_categories,5.2560975609756095,0.6470588235294118,4.512031694515134,0.08333333333333333,0.07936507936507936
Mario Baez,ATL,CPX,18,44,106,134,22,19,3,0,0,15,12,20,0,15,7,0,0,1,13,4,0.207547169,sa3021286,standard,17,1.333333333,5.647079909839702,93.9590942268922,0.0,0.285714285,0.162790697,0.325581395,Florida Complex League,CPX,225.5,fantrax_hitting_categories,5.125,1.3333333333333333,5.647079909839702,0.0,0.02830188679245283
Merphy Hernandez,MIN,CPX,18,16,43,54,7,4,2,1,0,8,5,8,0,13,3,0,0,0,8,5,0.162790697,sa3023921,standard,17,0.615384615,8.533749082905356,89.33573880129889,0.0,0.0,0.107142857,0.357142857,Florida Complex League,CPX,96.0,fantrax_hitting_categories,6.0,0.6153846153846154,8.533749082905356,,0.06976744186046512
Meylin De Leon,PHI,CPX,18,40,112,125,13,9,3,0,1,9,7,10,0,29,2,1,0,1,1,0,0.116071428,sa3023878,standard,17,0.344827586,3.772153914922343,14.32311853859867,0.033333333,0.266666666,0.11392405,0.379746835,Florida Complex League,CPX,85.5,fantrax_hitting_categories,2.1375,0.3448275862068966,3.772153914922343,0.12499999906249999,0.026785714285714284
Michael Martinez,ATL,CPX,18,11,38,42,9,4,3,0,2,8,9,1,0,7,3,0,0,0,1,0,0.236842105,sa3024654,standard,17,0.142857142,6.157594097063608,116.69214005842184,0.153846153,0.0,0.148148148,0.481481481,Florida Complex League,CPX,93.0,fantrax_hitting_categories,8.454545454545455,0.14285714285714285,6.157594097063608,,0.07894736842105263
Michell Ojeda,PIT,CPX,18,32,108,122,20,14,2,1,3,18,13,12,0,34,2,0,0,0,4,3,0.185185185,sa3023737,standard,17,0.352941176,6.839569670128645,74.61545729615814,0.107142857,0.285714285,0.171428571,0.4,Florida Complex League,CPX,167.0,fantrax_hitting_categories,5.21875,0.35294117647058826,6.839569670128645,0.3750000004375,0.027777777777777776
Rainiel Rodriguez,STL,CPX,18,20,59,80,22,9,6,0,7,23,16,16,0,15,3,2,0,0,1,1,0.372881355,sa3023987,standard,17,1.066666666,3.8965161811095457,237.7773019619013,0.318181818,0.181818181,0.279069767,0.511627906,Florida Complex League,CPX,235.5,fantrax_hitting_categories,11.775,1.0666666666666667,3.8965161811095457,1.7500000068750001,0.1016949152542373
Ramiro Dominguez,MIN,CPX,18,49,145,172,36,18,15,0,3,26,24,20,0,18,7,0,0,3,16,2,0.248275862,sa3023985,standard,17,1.111111111,6.758885337336449,128.36260195194936,0.047619047,0.285714285,0.184873949,0.529411764,Florida Complex League,CPX,379.0,fantrax_hitting_categories,7.73469387755102,1.1111111111111112,6.758885337336449,0.16666666491666665,0.10344827586206896
Ricardo Paez,MIN,CPX,18,39,95,124,23,19,3,1,0,20,10,19,0,30,7,2,1,0,13,3,0.242105263,sa3023961,standard,17,0.633333333,8.32196376444594,118.08962092106668,0.0,0.161290322,0.184615384,0.476923076,Florida Complex League,CPX,221.5,fantrax_hitting_categories,5.67948717948718,0.6333333333333333,8.32196376444594,0.0,0.042105263157894736
Ronald Ramirez,DET,CPX,18,42,124,145,30,25,5,0,0,26,12,17,1,31,3,1,0,1,7,5,0.241935483,sa3024368,standard,17,0.548387096,5.230067906992421,89.9305081542159,0.0,0.25,0.168539325,0.449438202,Florida Complex League,CPX,212.5,fantrax_hitting_categories,5.059523809523809,0.5483870967741935,5.230067906992421,0.0,0.04032258064516129
Tavano Baker,BOS,CPX,18,33,92,117,20,11,6,2,1,17,12,21,0,27,3,0,0,0,14,0,0.217391304,sa3023762,standard,17,0.777777777,9.23727795630767,111.1384557121038,0.05,0.35,0.175438596,0.350877192,Florida Complex League,CPX,241.5,fantrax_hitting_categories,7.318181818181818,0.7777777777777778,9.23727795630767,0.14285714285714288,0.08695652173913043
Tejahari Wilson,BOS,CPX,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3024250,standard,17,0.0,0.14285714,-100.0,,,,,Florida Complex League,CPX,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Victor Leal,MIN,CPX,18,30,62,84,10,10,0,0,0,7,8,17,0,12,2,3,0,3,1,2,0.161290322,sa3023948,standard,17,1.416666666,2.1858465586309523,76.67679401131802,0.0,0.157894736,0.22,0.38,Florida Complex League,CPX,93.0,fantrax_hitting_categories,3.1,1.4166666666666667,2.1858465586309523,0.0,0.0
Yairo Padilla,STL,CPX,18,38,120,148,34,27,4,3,0,21,10,18,0,21,5,1,4,3,24,4,0.283333333,sa3023925,standard,17,0.857142857,9.060285372915816,119.4772296189412,0.0,0.346153846,0.193548387,0.279569892,Florida Complex League,CPX,320.5,fantrax_hitting_categories,8.43421052631579,0.8571428571428571,9.060285372915816,0.0,0.058333333333333334
Yan Cruz,BOS,CPX,18,43,129,164,20,13,4,1,2,14,12,34,0,79,1,0,0,0,11,4,0.155038759,sa3067328,standard,17,0.430379746,6.579208999766129,76.62937344142208,0.117647058,0.058823529,0.212765957,0.361702127,Florida Complex League,CPX,183.5,fantrax_hitting_categories,4.267441860465116,0.43037974683544306,6.579208999766129,2.0,0.03875968992248062
Agustin Marcano,WSN,CPX,19,14,26,35,4,4,0,0,0,3,2,5,0,10,1,1,1,1,0,0,0.153846153,sa3021621,standard,17,0.5,1.60119047125,52.75490086102166,0.0,0.428571428,0.235294117,0.411764705,Florida Complex League,CPX,26.0,fantrax_hitting_categories,1.8571428571428572,0.5,1.60119047125,0.0,0.0
Alberth Palma,TBR,CPX,19,44,129,171,41,36,1,4,0,27,24,33,0,17,4,3,2,4,15,9,0.317829457,sa3022924,standard,17,1.94117647,7.311343984330237,148.40675961073055,0.0,0.086956521,0.221153846,0.221153846,Florida Complex League,CPX,378.0,fantrax_hitting_categories,8.590909090909092,1.9411764705882353,7.311343984330237,0.0,0.03875968992248062
Aldo Gaxiola,TOR,CPX,19,58,198,225,51,41,7,1,2,25,17,25,0,40,1,0,0,5,3,1,0.257575757,sa3022373,standard,17,0.625,4.3100000408403485,100.45150476099222,0.038461538,0.173076923,0.186666666,0.346666666,Florida Complex League,CPX,289.5,fantrax_hitting_categories,4.991379310344827,0.625,4.3100000408403485,0.222222219654321,0.04040404040404041
Alfonzo Martinez,TBR,CPX,19,45,173,189,41,34,5,1,1,27,26,10,0,37,3,3,0,5,7,6,0.236994219,sa3021225,standard,17,0.27027027,6.053903518355111,66.31886519687023,0.022727272,0.227272727,0.157480314,0.346456692,Florida Complex League,CPX,281.0,fantrax_hitting_categories,6.2444444444444445,0.2702702702702703,6.053903518355111,0.09999999691999999,0.03468208092485549
Alfredo Rodriguez,TBR,CPX,19,24,61,68,13,8,3,0,2,9,12,7,0,17,0,0,0,2,0,1,0.213114754,sa3021207,standard,17,0.411764705,2.727694437343452,84.9055814998799,0.181818181,0.09090909,0.121951219,0.268292682,Florida Complex League,CPX,107.0,fantrax_hitting_categories,4.458333333333333,0.4117647058823529,2.727694437343452,2.000000011,0.04918032786885246
Alirio Ferrebus,PHI,CPX,19,25,90,106,24,14,5,1,4,15,18,11,0,17,4,1,0,2,0,1,0.266666666,sa3022306,standard,17,0.647058823,4.057027645535714,134.09421866652528,0.235294117,0.176470588,0.150684931,0.232876712,Florida Complex League,CPX,200.0,fantrax_hitting_categories,8.0,0.6470588235294118,4.057027645535714,1.3333333314444444,0.06666666666666667
Andru Arthur,STL,CPX,19,41,117,156,21,16,4,0,1,21,9,30,0,48,9,0,0,0,13,3,0.179487179,sa3021277,standard,17,0.625,5.847755856235025,98.06324502033917,0.04347826,0.391304347,0.196969696,0.348484848,Florida Complex League,CPX,222.0,fantrax_hitting_categories,5.414634146341464,0.625,5.847755856235025,0.11111110912345679,0.03418803418803419
Andy Acevedo,WSN,CPX,19,40,85,115,16,14,2,0,0,14,12,19,0,37,7,0,4,1,9,6,0.188235294,sa3021099,standard,17,0.513513513,5.212484391382894,94.0664498782334,0.0,0.357142857,0.170212765,0.29787234,Florida Complex League,CPX,167.0,fantrax_hitting_categories,4.175,0.5135135135135135,5.212484391382894,0.0,0.023529411764705882
Angel Nieblas,ATL,CPX,19,31,73,82,12,11,1,0,0,9,3,8,0,19,0,0,0,4,9,0,0.164383561,sa3021289,standard,17,0.421052631,7.145525718676163,33.85891095617172,0.0,0.347826086,0.08,0.46,Florida Complex League,CPX,99.5,fantrax_hitting_categories,3.2096774193548385,0.42105263157894735,7.145525718676163,0.0,0.0136986301369863
Anibal Salas,DET,CPX,19,47,151,182,35,21,7,3,4,29,19,23,0,49,6,2,0,2,8,2,0.231788079,sa3021102,standard,17,0.469387755,8.145862200196918,116.21410707993142,0.108108108,0.243243243,0.151515151,0.373737373,Florida Complex League,CPX,301.5,fantrax_hitting_categories,6.414893617021277,0.46938775510204084,8.145862200196918,0.4444444444444444,0.06622516556291391
Anthony Huezo,HOU,CPX,19,43,130,160,30,12,9,3,6,28,26,19,0,51,10,0,0,1,12,3,0.23076923,sa3022691,standard,17,0.372549019,9.278781914715282,143.6347772444795,0.272727272,0.09090909,0.333333333,0.305555555,Florida Complex League,CPX,342.0,fantrax_hitting_categories,7.953488372093023,0.37254901960784315,9.278781914715282,3.0000000220000005,0.09230769230769231
Ariel Castro,MIN,CPX,19,41,96,117,10,3,2,2,3,10,14,13,0,43,7,1,0,1,3,2,0.104166666,sa3021071,standard,17,0.302325581,6.875171512286242,61.90773976260215,0.125,0.166666666,0.12,0.48,Florida Complex League,CPX,127.5,fantrax_hitting_categories,3.1097560975609757,0.3023255813953488,6.875171512286242,0.750000003,0.041666666666666664
Arturo Flores,HOU,CPX,19,13,36,44,11,7,2,2,0,9,8,7,0,11,0,1,0,3,0,0,0.305555555,sa3067342,standard,17,0.636363636,5.14285714,149.94768717285302,0.0,0.2,0.136363636,0.454545454,Florida Complex League,CPX,87.5,fantrax_hitting_categories,6.730769230769231,0.6363636363636364,5.14285714,0.0,0.1111111111111111
Bracewell Taveras,STL,CPX,19,51,177,195,45,36,8,0,1,24,18,14,0,46,3,1,0,2,13,0,0.254237288,sa3021193,standard,17,0.304347826,6.174526672711709,80.92577908865078,0.027027027,0.27027027,0.229508196,0.303278688,Florida Complex League,CPX,298.0,fantrax_hitting_categories,5.8431372549019605,0.30434782608695654,6.174526672711709,0.1,0.04519774011299435
Brailer Guerrero,TBR,CPX,19,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,sa3021072,standard,17,0.0,0.14285714,-99.82723975917798,0.0,0.0,1.0,0.0,Florida Complex League,CPX,-1.0,fantrax_hitting_categories,-1.0,0.0,0.14285714,,0.0
