Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Ethan Frey,HOU,CPX,22,6,17,22,8,6,1,0,1,4,8,4,0,4,0,1,0,0,0,0,.471,sa3031717
Jose Monserrate,MIA,CPX,21,8,15,18,7,7,0,0,0,2,0,3,0,5,0,0,0,0,2,2,.467,sa3018646
Hedbert Perez,TOR,CPX,23,4,13,14,6,3,0,0,3,3,10,0,0,4,1,0,0,1,0,0,.462,sa3014692
Yasmil Bucce,BAL,CPX,21,4,11,14,5,4,1,0,0,2,0,2,0,3,1,0,0,0,0,0,.455,sa3015739
Slater de Brun,TBR,CPX,19,5,16,21,7,5,2,0,0,5,4,4,0,4,1,0,0,0,2,0,.438,sa3069257
Owen Gregg,TOR,CPX,19,16,46,52,20,15,3,1,1,16,11,4,0,9,1,0,1,2,3,0,.435,sa3076281
Jacob Reimer,NYM,CPX,22,3,7,10,3,2,0,0,1,1,2,2,0,1,1,0,0,0,0,0,.429,sa3020416
Alexi Quiroz,HOU,CPX,19,4,7,7,3,0,3,0,0,2,5,0,0,1,0,0,0,2,0,0,.429,sa3024119
Franklin Primera,BOS,CPX,19,32,103,134,44,30,6,0,8,30,29,22,0,13,7,1,0,1,4,1,.427,sa3067709
Jorgelys Mota,WSN,CPX,21,5,12,15,5,3,1,0,1,1,6,1,0,5,1,1,0,0,2,0,.417,sa3019465
Josueth Quinonez,DET,CPX,19,31,68,84,28,25,3,0,0,12,14,12,0,10,2,1,0,2,3,2,.412,sa3023882
Louis Andujar,BOS,CPX,18,15,52,60,21,10,8,0,3,14,12,7,0,14,1,0,0,0,6,1,.404,sa3068889
Luis Sanchez,ATL,CPX,22,3,10,10,4,3,1,0,0,1,3,0,0,3,0,0,0,0,1,2,.400,sa3018578
D'Andre Smith,NYM,CPX,25,2,5,6,2,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,.400,sa3020536
Arjun Nimmala,TOR,CPX,20,3,5,9,2,2,0,0,0,2,2,1,0,1,1,2,0,0,0,0,.400,sa3022892
Nazzan Zanetello,BOS,CPX,21,5,15,21,6,3,2,0,1,6,4,6,0,5,0,0,0,0,5,0,.400,sa3022893
Patrick Lee,DET,CPX,26,9,25,33,10,4,2,1,3,8,11,7,0,10,0,1,0,0,1,0,.400,sa3023666
Yairo Padilla,STL,CPX,19,4,10,13,4,2,1,0,1,4,4,3,0,2,0,0,0,0,0,0,.400,sa3023925
Cobb Hightower,BAL,CPX,21,4,15,16,6,3,1,0,2,4,7,1,0,1,0,0,0,0,0,0,.400,sa3066025
Josnaider Orellana,BAL,CPX,21,23,28,37,11,10,1,0,0,4,6,6,0,6,0,2,1,1,0,0,.393,sa3019404
DJ Newman,HOU,CPX,22,9,23,26,9,5,4,0,0,5,5,2,0,6,1,0,0,0,1,1,.391,sa3038808
Luis De Leon,HOU,CPX,19,38,118,141,46,34,8,0,4,27,23,21,0,16,1,1,0,4,5,1,.390,sa3067652
Luis Arana,MIA,CPX,18,17,54,65,21,19,1,1,0,11,5,9,0,6,1,1,0,0,14,3,.389,sa3067767
Jorwin Pulido,ATL,CPX,17,6,18,24,7,4,3,0,0,4,1,3,0,4,3,0,0,1,2,2,.389,sa3076639
Rey Cruz,PHI,CPX,18,6,13,18,5,4,1,0,0,5,3,5,0,3,0,0,0,0,1,0,.385,sa3068244
Brady Marget,TBR,CPX,23,16,55,66,21,16,4,0,1,13,16,8,0,6,2,1,0,0,0,0,.382,sa3025513
Maximus Martin,BOS,CPX,22,11,37,48,14,9,3,0,2,13,9,10,0,16,1,0,0,0,0,0,.378,sa3037194
Daz Cameron,TOR,CPX,29,2,8,8,3,1,2,0,0,2,0,0,0,2,0,0,0,1,1,0,.375,18353
Reed Trimble,BAL,CPX,26,6,16,21,6,4,2,0,0,4,5,3,0,3,1,1,0,0,0,0,.375,sa3017180
Michael Martinez,ATL,CPX,19,11,32,46,12,7,1,0,4,10,10,10,0,5,2,2,0,1,2,1,.375,sa3024654
Yeferson Portolatin,STL,CPX,18,10,27,41,10,9,1,0,0,10,1,14,0,3,0,0,0,0,4,1,.370,sa3068199
Branden Boissiere,WSN,CPX,26,7,19,23,7,4,2,0,1,5,4,4,0,5,0,0,0,1,0,0,.368,sa3017558
Elvin Garcia,BAL,CPX,19,12,38,42,14,12,2,0,0,8,3,3,0,9,1,0,0,1,0,0,.368,sa3024147
Robbie Burnett,NYY,CPX,23,6,19,22,7,2,2,0,3,7,6,2,0,5,1,0,0,0,0,0,.368,sa3069072
Giaconino Lasaracina,TOR,CPX,22,14,52,59,19,9,4,0,6,13,20,7,0,18,0,0,0,1,1,0,.365,sa3076418
Jaxson West,TOR,CPX,22,7,22,30,8,8,0,0,0,7,1,6,0,1,2,0,0,0,1,1,.364,sa3045032
Wilberson De Pena,NYY,CPX,19,56,226,248,81,43,20,2,16,46,67,17,0,49,4,1,0,2,23,7,.358,sa3025019
C.J. Stubbs,TOR,CPX,29,4,14,16,5,2,1,0,2,4,7,1,0,4,0,1,0,0,0,0,.357,25814
Woody Hadeen,DET,CPX,23,5,14,18,5,4,1,0,0,6,3,3,0,1,1,0,0,0,2,0,.357,sa3025602
Jaiden Lo Re,BAL,CPX,19,20,65,76,23,19,2,1,1,9,14,9,0,6,0,2,0,0,7,2,.354,sa3069280
Walker Janek,HOU,CPX,23,12,34,47,12,6,3,0,3,14,11,10,0,10,2,1,0,0,5,0,.353,sa3025254
Edgardo De Leon,MIA,CPX,19,22,57,76,20,11,5,0,4,17,20,15,0,14,1,3,0,2,7,1,.351,sa3024339
Victor Cardoza,PHI,CPX,20,11,40,46,14,11,0,1,2,4,13,3,0,5,0,3,0,0,0,1,.350,sa3021230
Deinys Gonzalez,TBR,CPX,19,15,46,55,16,10,5,0,1,9,7,4,0,9,3,2,0,1,2,0,.348,sa3023774
Juan Ortega,BAL,CPX,20,10,29,35,10,7,2,0,1,4,7,2,0,5,2,1,1,0,1,1,.345,sa3021239
Fredderick Ovalle,PIT,CPX,19,19,58,70,20,17,2,1,0,7,9,7,0,6,2,3,0,0,10,2,.345,sa3067718
Ronald Ramirez,DET,CPX,19,32,91,105,31,23,3,2,3,16,15,12,0,24,0,2,0,2,10,0,.341,sa3024368
Max Viera,TOR,CPX,25,19,59,69,20,12,5,2,1,15,12,8,0,13,1,1,0,2,7,0,.339,sa3077697
Gleyber Torres,DET,CPX,29,1,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,.333,16997
Jesús Sánchez,TOR,CPX,28,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.333,19913
Carlos Santana,ATL,CPX,40,2,3,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.333,2396
Ha-Seong Kim,ATL,CPX,30,3,6,9,2,1,0,0,1,3,2,3,0,2,0,0,0,1,0,0,.333,27506
Jack Brannigan,PIT,CPX,25,2,3,6,1,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,.333,31471
Eddinson Paulino,NYM,CPX,23,2,3,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,.333,sa3009538
Jesus Castillo,PIT,CPX,22,3,9,11,3,2,0,1,0,2,1,1,0,0,0,1,0,0,0,0,.333,sa3015587
Waner Luciano,HOU,CPX,21,6,12,16,4,3,0,0,1,4,7,4,0,2,0,0,0,1,2,0,.333,sa3018501
Alberto Hernandez,HOU,CPX,22,3,9,12,3,2,0,0,1,4,2,2,0,0,1,0,0,0,0,0,.333,sa3018582
Cade Doughty,TOR,CPX,25,4,15,16,5,3,1,0,1,2,4,1,0,2,0,0,0,0,0,0,.333,sa3020196
Jeron Williams,HOU,CPX,25,4,15,18,5,4,0,1,0,6,2,2,0,3,1,0,0,0,2,0,.333,sa3022566
Brady Cerkownyk,WSN,CPX,23,28,66,82,22,10,10,1,1,16,15,10,0,19,3,3,0,0,4,1,.333,sa3022929
Jayden Kim,PIT,CPX,19,18,48,60,16,15,0,1,0,8,6,10,0,13,1,1,0,2,4,0,.333,sa3024293
Austin Green,NYY,CPX,24,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,sa3025258
Jack Penney,DET,CPX,23,6,18,20,6,3,2,0,1,4,3,2,0,2,0,0,0,0,0,1,.333,sa3025481
Trey Snyder,NYM,CPX,20,6,15,18,5,5,0,0,0,1,2,3,0,2,0,0,0,0,0,2,.333,sa3025611
Nick Monistere,HOU,CPX,22,3,12,12,4,3,1,0,0,3,2,0,0,2,0,0,0,0,1,0,.333,sa3038233
James Quinn-Irons,TBR,CPX,23,1,3,3,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,.333,sa3040344
Brendan Summerhill,TBR,CPX,22,5,18,22,6,4,2,0,0,3,6,3,0,2,0,1,0,0,3,0,.333,sa3043325
Brent Iredale,PIT,CPX,22,9,27,35,9,5,1,1,2,6,11,6,0,10,0,2,0,0,1,0,.333,sa3059570
Pablo Castillo,MIN,CPX,18,12,27,32,9,8,1,0,0,5,3,4,0,7,1,0,0,0,0,0,.333,sa3068173
Taitn Gray,TBR,CPX,18,5,18,20,6,4,0,1,1,4,5,1,0,4,1,0,0,0,0,1,.333,sa3069266
Liosward Marin,BOS,CPX,20,29,79,97,26,14,7,0,5,20,20,16,0,18,1,1,0,1,13,3,.329,sa3021619
Jose Castro,NYY,CPX,20,42,125,166,41,28,5,1,7,39,28,30,0,40,10,1,0,1,31,9,.328,sa3022235
Vladi Gomez,NYM,CPX,20,48,116,139,38,29,6,2,1,25,16,15,0,21,7,1,0,2,32,6,.328,sa3021165
Danandres Colon,DET,CPX,19,13,31,42,10,9,1,0,0,10,1,7,0,8,2,0,2,0,4,1,.323,sa3076360
Elias Reyno,ATL,CPX,18,9,28,32,9,8,1,0,0,1,3,4,0,7,0,0,0,0,2,3,.321,sa3067741
David McCann,NYY,CPX,22,10,28,35,9,4,1,0,4,6,10,3,0,10,3,1,0,1,2,0,.321,sa3076393
Adriander Mejía,BAL,CPX,19,32,103,114,33,23,6,0,4,18,28,6,0,24,4,1,0,3,2,0,.320,sa3021253
Angel Brachi,MIA,CPX,19,22,50,63,16,14,2,0,0,14,6,11,0,11,2,0,0,0,5,1,.320,sa3023784
Hector Campusano,BAL,CPX,19,52,150,190,48,37,8,3,0,31,27,31,0,31,4,5,0,3,17,1,.320,sa3024148
Diego Flores,NYY,CPX,19,16,25,32,8,6,2,0,0,6,3,4,0,8,2,0,0,0,4,1,.320,sa3024641
Tre' Morgan,TBR,CPX,23,13,44,51,14,3,5,1,5,9,14,7,0,8,0,0,0,1,1,0,.318,sa3022919
Juan Alva,MIA,CPX,20,39,107,139,34,27,3,0,4,28,19,30,0,19,2,0,0,2,13,2,.318,sa3067708
Yovanny Duran,MIN,CPX,18,52,167,214,53,37,8,4,4,49,29,42,1,46,3,2,0,3,36,11,.317,sa3067747
Maikol Orozco,DET,CPX,20,47,146,167,46,37,5,2,2,25,22,15,0,42,5,1,0,4,1,2,.315,sa3021098
John Cristino,NYY,CPX,26,6,16,23,5,1,1,0,3,8,7,5,0,6,1,0,0,0,0,1,.313,sa3067467
Sam White,TOR,CPX,22,22,64,79,20,12,4,0,4,16,13,10,0,20,4,1,0,0,1,1,.313,sa3076280
Johan De Los Santos,PIT,CPX,17,31,113,138,35,29,0,4,2,39,10,22,0,11,2,0,1,0,26,5,.310,sa3066666
Manuel Campos,ATL,CPX,18,49,168,196,52,39,8,3,2,29,18,27,0,37,1,0,0,2,30,5,.310,sa3067815
Hyun Seung Lee,PIT,CPX,18,35,123,144,38,22,6,4,6,25,40,16,0,34,3,2,0,0,3,3,.309,sa3067735
Anyelo Encarnación,STL,CPX,22,5,13,18,4,1,3,0,0,4,0,2,0,5,3,0,0,1,1,0,.308,sa3016157
Alexander Mambel,BOS,CPX,19,10,26,28,8,8,0,0,0,4,2,2,0,11,0,0,0,0,1,0,.308,sa3023730
Alex Stone,TOR,CPX,24,4,13,14,4,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,.308,sa3025480
Junior Aybar,BAL,CPX,19,21,56,65,17,14,0,0,3,17,13,7,0,11,1,1,0,1,17,1,.304,sa3021607
Andres Torres,TBR,CPX,19,50,168,212,51,45,5,0,1,36,24,39,0,31,2,2,1,8,16,1,.304,sa3023781
Brock Tibbitts,TOR,CPX,23,10,33,39,10,6,1,0,3,11,11,6,0,5,0,0,0,1,1,0,.303,sa3025171
Angel De Los Santos,DET,CPX,18,51,179,204,54,38,7,3,6,42,27,16,0,36,6,3,0,2,20,4,.302,sa3067737
Brailer Guerrero,TBR,CPX,20,3,10,12,3,1,2,0,0,0,3,2,0,4,0,0,0,0,0,0,.300,sa3021072
Jeremy Rodriguez,NYM,CPX,19,8,30,34,9,7,0,1,1,3,7,4,0,7,0,0,0,0,3,1,.300,sa3021101
Bralyn Brazoban,PIT,CPX,19,19,70,81,21,12,1,6,2,15,23,9,0,28,1,1,0,0,2,0,.300,sa3023725
Edwin Darville,BOS,CPX,19,35,90,117,27,19,5,1,2,29,25,26,0,27,1,0,0,1,34,5,.300,sa3023790
Ismael Munguia,TOR,CPX,27,4,10,16,3,2,1,0,0,3,1,3,0,3,2,1,0,0,0,0,.300,sa917132
Carlos Tejera,PIT,CPX,17,9,27,35,8,6,0,0,2,5,5,7,0,9,0,0,0,0,1,1,.296,sa3076555
Jhomnardo Reyes,MIN,CPX,18,49,159,193,47,25,12,3,7,31,44,27,0,43,5,2,0,2,14,12,.296,sa3067700
Justin Ramirez,NYM,CPX,21,14,34,46,10,5,4,0,1,11,3,10,0,3,1,1,0,0,1,1,.294,sa3021324
Mathieu Vallee,TOR,CPX,25,6,17,22,5,5,0,0,0,6,2,3,0,2,1,1,0,1,7,1,.294,sa3076098
Francisco Loreto,PIT,CPX,19,32,89,107,26,14,6,1,5,21,16,12,0,36,5,1,0,0,4,0,.292,sa3023937
Luis Puello,NYY,CPX,20,7,24,26,7,4,1,0,2,6,4,1,0,5,1,0,0,0,2,1,.292,sa3021309
Cristofer Lebrón,STL,CPX,19,47,159,179,46,28,11,1,6,38,18,18,0,42,1,0,0,4,18,4,.289,sa3024314
Jorge Rodriguez,BOS,CPX,20,30,97,124,28,14,9,1,4,30,20,19,0,18,8,0,0,3,14,4,.289,sa3023974
Luis Cova,MIA,CPX,19,19,66,79,19,12,5,0,2,18,8,12,0,14,1,0,0,0,14,3,.288,sa3023723
Hemmanuel Rosario,HOU,CPX,25,5,14,20,4,2,2,0,0,4,4,4,0,1,2,0,0,0,0,0,.286,sa3005130
Alexis Hernandez,TOR,CPX,23,2,7,8,2,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,.286,sa3015642
Edwin Sanchez,HOU,CPX,21,5,7,10,2,1,1,0,0,0,0,2,0,4,1,0,0,0,0,0,.286,sa3018438
Enrique Jimenez,MIN,CPX,20,5,14,19,4,3,1,0,0,2,0,5,0,3,0,0,0,0,0,0,.286,sa3021091
Guillermo Batista,DET,CPX,19,13,35,45,10,4,4,1,1,7,6,10,0,9,0,0,0,1,3,0,.286,sa3024649
August Cuneo,HOU,CPX,18,19,42,70,12,7,4,0,1,16,13,23,0,14,5,0,0,0,2,2,.286,sa3076335
Kleiver Chauran,TBR,CPX,20,54,165,225,47,37,3,5,2,48,34,51,0,47,6,2,1,0,23,3,.285,sa3021221
Angel Guzman,TOR,CPX,19,54,204,245,58,38,11,2,7,50,42,33,0,43,4,4,0,2,13,4,.284,sa3023895
Cam Lee,BAL,CPX,20,36,102,130,29,23,5,1,0,27,16,20,0,10,3,1,4,1,30,2,.284,sa3069381
Jemone Nuel,BAL,CPX,19,50,145,196,41,22,12,4,3,38,28,45,0,33,3,2,1,1,29,5,.283,sa3024356
Richard Matic,NYY,CPX,18,58,223,264,63,39,17,3,4,61,28,36,0,61,5,0,0,4,15,4,.283,sa3023749
John Cruz,MIA,CPX,20,51,139,166,39,24,10,0,5,23,25,23,0,30,3,1,0,3,3,4,.281,sa3018573
Leni Done,NYY,CPX,19,53,189,226,53,35,9,3,6,39,35,23,0,44,12,2,0,2,29,8,.280,sa3067859
Yovanny Rodriguez,NYM,CPX,19,49,150,180,42,30,4,1,7,28,34,24,0,48,4,2,0,0,3,2,.280,sa3023720
Anderson Araujo,PHI,CPX,18,34,118,142,33,26,5,2,0,24,11,23,0,24,1,0,0,4,10,2,.280,sa3067663
Luis Rives,HOU,CPX,21,44,104,140,29,21,3,1,4,27,21,32,0,28,3,1,0,2,17,2,.279,sa3023624
Adrian Bello,MIA,CPX,20,41,126,149,35,23,10,0,2,17,25,20,1,28,2,1,0,2,12,3,.278,sa3021303
Carl Calixte,PIT,CPX,19,42,126,151,35,22,7,2,4,25,22,22,0,38,3,0,0,2,16,2,.278,sa3067444
Pablo Martinez,HOU,CPX,18,12,36,46,10,10,0,0,0,13,6,5,0,10,3,2,0,0,10,1,.278,sa3067792
Luis Aguilera,DET,CPX,19,43,105,118,29,26,1,2,0,17,11,11,0,14,2,0,0,3,4,1,.276,sa3024374
Luis Fragoza,MIN,CPX,19,10,29,36,8,4,4,0,0,7,1,4,0,7,3,0,0,1,4,0,.276,sa3023955
Christofer Reyes,NYY,CPX,18,22,69,77,19,16,3,0,0,14,7,6,0,19,1,1,0,2,7,2,.275,sa3023909
Jaeden Calderon,PHI,CPX,20,27,80,107,22,12,6,3,1,14,14,22,0,20,3,2,0,1,3,0,.275,sa3021274
Cris Rodriguez,DET,CPX,18,48,175,197,48,25,11,3,9,35,30,18,0,64,3,1,0,0,8,2,.274,sa3066593
Junior Tilien,ATL,CPX,23,8,22,28,6,6,0,0,0,3,0,5,0,4,1,0,0,2,0,0,.273,sa3015187
Roiner Quintana,HOU,CPX,21,39,110,134,30,23,2,2,3,26,23,19,0,29,3,2,0,4,9,3,.273,sa3019510
Raider Tello,PHI,CPX,25,3,11,12,3,2,1,0,0,2,0,1,0,2,0,0,0,0,0,0,.273,sa3025453
Santiago Pinto,DET,CPX,20,41,118,131,32,24,3,3,2,19,19,10,0,40,1,2,0,2,12,3,.271,sa3021265
Browm Martinez,WSN,CPX,19,39,107,137,29,20,5,0,4,22,17,24,0,34,6,0,0,0,7,7,.271,sa3024323
Cristian Perez,DET,CPX,19,47,144,175,39,14,12,1,12,39,35,25,0,47,3,1,0,2,4,0,.271,sa3022320
Maylerson Casanova,PHI,CPX,19,12,37,39,10,9,1,0,0,6,5,2,0,14,0,0,0,0,0,0,.270,sa3023876
Miguel Hernández,STL,CPX,18,49,148,191,40,22,6,3,9,39,38,39,0,40,4,0,0,2,11,5,.270,sa3067750
Bohan Adderley,NYM,CPX,19,53,174,189,47,34,9,0,4,33,18,14,0,58,0,1,0,2,28,3,.270,sa3023728
Johan Rodriguez,ATL,CPX,18,40,137,154,37,25,8,0,4,20,21,12,0,29,2,3,0,5,6,1,.270,sa3067860
Merphy Hernandez,MIN,CPX,19,10,26,36,7,5,0,1,1,8,7,9,0,6,1,0,0,0,6,0,.269,sa3023921
Carlos Taveras,MIN,CPX,18,28,93,112,25,18,5,1,1,16,16,18,0,23,0,1,0,2,2,1,.269,sa3067690
Carlos Matias,TBR,CPX,19,19,71,81,19,14,4,0,1,12,10,8,0,18,2,0,0,1,7,0,.268,sa3023744
Elian Soto,WSN,CPX,20,13,30,39,8,2,4,0,2,6,5,8,0,10,1,0,0,2,0,0,.267,sa3021228
Sam Shaw,TOR,CPX,21,5,15,21,4,1,2,0,1,6,2,4,0,5,2,0,0,0,1,0,.267,sa3022889
Rafael Flores,TOR,CPX,19,5,15,16,4,4,0,0,0,1,2,1,0,3,0,0,0,0,1,0,.267,sa3023915
Michael Dattalo,STL,CPX,22,4,15,15,4,2,0,1,1,1,4,0,0,3,0,0,0,0,0,0,.267,sa3029852
Conrad Cason,BOS,CPX,19,4,15,16,4,1,1,0,2,2,2,1,0,3,0,0,0,1,0,0,.267,sa3067316
Pascual Archila,TOR,CPX,19,55,169,232,45,28,10,0,7,48,31,55,1,58,4,1,3,3,17,2,.266,sa3023946
Franklin Rojas,TOR,CPX,19,44,143,179,38,22,12,1,3,26,29,34,0,39,2,0,0,4,0,0,.266,sa3025018
Kenly Hunter,STL,CPX,18,41,128,155,34,24,6,2,2,35,21,22,0,19,4,0,1,3,17,1,.266,sa3067701
Steven Madero,DET,CPX,19,49,151,168,40,23,10,0,7,18,30,12,0,36,2,2,0,4,0,0,.265,sa3023950
Sebastian Dos Santos,STL,CPX,18,27,87,112,23,9,6,2,6,23,16,22,0,27,3,0,0,1,10,3,.264,sa3067732
Edwin Díaz,HOU,CPX,30,6,19,25,5,2,0,0,3,7,7,3,0,9,1,2,0,0,0,0,.263,sa738152
Nauris De La Cruz,WSN,CPX,18,52,157,198,41,35,1,2,3,34,23,33,0,39,3,3,0,1,21,5,.261,sa3067878
Andreimi Antunez,TBR,CPX,19,53,192,238,50,33,8,2,7,40,40,35,0,31,9,1,1,10,12,1,.260,sa3067643
Victor Hurtado,WSN,CPX,19,32,81,105,21,15,3,0,3,20,18,19,0,20,3,2,0,0,8,4,.259,sa3023888
Yamvier Carrero,ATL,CPX,19,26,85,108,22,19,3,0,0,12,5,15,0,18,7,1,0,1,10,2,.259,sa3076211
Josue Brito,BOS,CPX,19,47,147,191,38,18,12,2,6,33,36,34,0,47,7,3,0,1,10,4,.259,sa3023763
Jean Joseph,TOR,CPX,21,10,31,40,8,3,2,0,3,4,5,7,0,7,2,0,0,2,0,0,.258,sa3018568
Yorber Semprun,NYM,CPX,18,25,62,72,16,11,1,2,2,9,8,7,0,18,2,0,1,2,7,1,.258,sa3068195
Breyias Dean,MIA,CPX,20,48,132,169,34,22,7,1,4,20,30,28,0,42,3,6,0,0,7,2,.258,sa3021294
Jonathan Rivero,PIT,CPX,20,32,105,116,27,19,6,2,0,13,15,11,0,16,0,0,0,3,0,0,.257,sa3021150
J.P. Cabrera,STL,CPX,19,39,113,136,29,19,9,0,1,17,32,13,0,26,3,3,0,4,3,0,.257,sa3024651
Queni Pineda,NYY,CPX,19,55,191,240,49,33,7,1,8,37,29,42,0,69,5,2,0,4,15,4,.257,sa3023920
Andrew Salas,MIA,CPX,18,29,86,105,22,12,2,1,7,19,18,19,0,28,0,0,0,0,8,4,.256,sa3067045
Darwin Almanzar,MIN,CPX,18,45,114,166,29,21,6,2,0,31,21,46,0,31,5,1,0,7,7,5,.254,sa3068186
Eyeksson Rojas,WSN,CPX,20,33,67,78,17,13,4,0,0,12,6,9,0,16,2,0,0,0,4,2,.254,sa3023872
Juan Rojas,HOU,CPX,18,44,115,162,29,20,7,1,1,27,21,34,0,36,5,3,5,1,7,4,.252,sa3067771
Pedro León,PHI,CPX,28,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,27781
Ricardo Pena,MIN,CPX,21,14,32,41,8,7,1,0,0,7,4,6,0,11,3,0,0,3,0,0,.250,sa3018593
Juanfel Peguero,TBR,CPX,21,11,32,38,8,8,0,0,0,7,5,5,0,5,0,0,1,3,2,1,.250,sa3020282
Manuel Cabrera,WSN,CPX,20,5,16,16,4,3,0,0,1,1,1,0,0,6,0,0,0,0,1,0,.250,sa3021096
David Guzman,TOR,CPX,20,34,80,103,20,15,2,0,3,15,18,21,0,13,2,0,0,2,5,1,.250,sa3021135
Felix Cotes,TBR,CPX,20,12,36,46,9,8,1,0,0,6,3,10,0,8,0,0,0,0,7,1,.250,sa3022053
Will Verdung,ATL,CPX,23,6,16,23,4,2,1,0,1,4,3,5,0,3,1,1,0,0,1,0,.250,sa3022512
Michell Ojeda,PIT,CPX,19,8,20,23,5,3,0,1,1,2,4,2,0,6,1,0,0,0,2,1,.250,sa3023737
Jack Barker,PHI,CPX,21,58,192,241,48,29,12,2,5,34,32,40,1,81,2,6,1,1,15,2,.250,sa3069173
Dean Moss,TBR,CPX,20,7,28,31,7,3,1,3,0,5,8,3,0,7,0,0,0,1,2,1,.250,sa3069262
Luis Leon,MIA,CPX,19,34,105,130,26,14,7,2,3,24,17,20,1,39,2,1,2,0,19,3,.248,sa3067401
Enderson Delgado,DET,CPX,21,34,97,117,24,19,2,0,3,13,14,13,0,15,5,2,0,2,0,0,.247,sa3018576
Andres Arias,TOR,CPX,19,48,146,183,36,22,8,2,4,27,29,32,0,42,4,0,0,3,6,1,.247,sa3025145
Marconi German,WSN,CPX,18,50,138,186,34,20,2,5,7,37,31,39,0,45,6,3,0,3,11,5,.246,sa3067715
Michael Oliveto,DET,CPX,19,22,69,83,17,11,4,1,1,7,9,14,0,12,0,0,0,2,0,0,.246,sa3069256
Ethan Wagner,HOU,CPX,20,17,49,65,12,5,3,3,1,13,15,13,0,12,3,0,0,1,6,1,.245,sa3066860
Omar Urbina,BAL,CPX,20,34,90,115,22,18,4,0,0,14,12,19,0,25,4,1,1,4,2,0,.244,sa3021204
Roybert Herrera,NYM,CPX,19,32,86,103,21,17,3,0,1,12,15,13,0,25,3,1,0,1,1,1,.244,sa3023940
Heriberto Rincon,NYM,CPX,20,41,123,132,30,23,3,0,4,15,22,3,0,32,4,2,0,2,16,2,.244,sa3021238
Christopher Alvarado,BOS,CPX,19,44,115,154,28,22,3,2,1,27,22,35,0,32,3,1,0,3,28,10,.243,sa3024337
Brayan Cortesia,WSN,CPX,18,46,144,176,35,33,2,0,0,31,14,26,0,52,6,0,0,3,20,4,.243,sa3067686
Harold Rivas,BOS,CPX,18,46,170,198,41,25,6,4,6,42,19,24,0,52,3,1,0,2,23,5,.241,sa3067705
