Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Seth Brown,NYY,AAA,33,208,11.1%,33.2%,0.33,.235,.327,.426,.753,.191,4.8,.324,0.2,27,-1.0,.338,97,18171
Daz Cameron,TOR,AAA,29,93,15.1%,19.4%,0.78,.367,.462,.582,1.045,.215,7.4,.448,0.8,22,9.4,.461,179,18353
Ronald Acuña Jr.,ATL,AAA,28,24,16.7%,16.7%,1.00,.263,.375,.263,.638,.000,5.0,.313,0.1,3,-0.6,.314,84,18401
P.J. Higgins,CIN,AAA,33,229,10.9%,15.3%,0.71,.222,.319,.283,.602,.061,2.0,.262,-1.3,20,-10.8,.289,66,18433
Ali Sánchez,NYY,AAA,29,147,12.2%,19.0%,0.64,.227,.327,.375,.702,.148,1.8,.245,-0.8,17,-2.7,.322,87,18551
Ke'Bryan Hayes,CIN,AAA,29,14,7.1%,7.1%,1.00,.583,.571,1.167,1.738,.583,2.6,.545,0.0,6,4.1,.687,320,18577
Ramón Urías,STL,AAA,32,52,3.8%,32.7%,0.12,.184,.231,.327,.557,.143,4.6,.233,0.1,3,-4.2,.249,40,18795
Andy Ibáñez,NYM,AAA,33,129,3.1%,14.7%,0.21,.269,.295,.429,.723,.160,1.7,.280,-0.2,14,-3.2,.314,78,18819
José Azócar,ATL,AAA,30,372,5.4%,17.5%,0.31,.256,.299,.343,.642,.087,5.9,.299,0.5,34,-16.5,.292,70,18821
Yohel Pozo,STL,AAA,29,86,3.5%,17.4%,0.20,.229,.256,.386,.641,.157,1.8,.246,-0.1,7,-4.6,.282,60,18848
Seby Zavala,DET,AAA,32,62,14.5%,30.6%,0.47,.280,.410,.380,.790,.100,0.9,.433,-0.2,10,1.6,.374,125,18887
Jake Fraley,TBR,AAA,31,45,11.1%,22.2%,0.50,.154,.267,.231,.497,.077,3.9,.179,-0.4,2,-3.8,.245,35,19260
Garrett Hampson,CIN,AAA,31,257,6.6%,23.3%,0.28,.230,.287,.345,.632,.115,5.9,.292,0.7,22,-12.3,.288,65,19262
Matt Thaiss,BOS,AAA,31,170,11.8%,15.3%,0.77,.201,.314,.313,.626,.111,3.6,.224,-0.6,16,-6.9,.296,69,19318
Jose Rojas,NYM,AAA,33,59,8.5%,13.6%,0.63,.226,.288,.358,.647,.132,3.8,.227,0.1,5,-2.7,.291,64,19331
Sean Murphy,ATL,AAA,31,62,8.1%,25.8%,0.31,.291,.355,.345,.700,.055,2.2,.400,-0.2,7,-1.0,.326,91,19352
Weston Wilson,BAL,AAA,31,47,10.6%,31.9%,0.33,.195,.298,.366,.664,.171,4.2,.250,-0.2,5,-1.6,.303,78,19358
Austin Hays,CHW,AAA,30,79,2.5%,21.5%,0.12,.250,.266,.513,.779,.263,1.2,.241,-0.1,10,-1.0,.329,82,19363
Zach McKinstry,DET,AAA,31,8,0.0%,12.5%,0.00,.125,.125,.500,.625,.375,0.1,.000,0.0,0,-0.7,.247,44,19392
Yonny Hernández,NYM,AAA,28,268,11.2%,12.3%,0.91,.305,.394,.385,.779,.080,4.5,.345,0.5,40,4.3,.362,109,19432
Andrew Knizner,BOS,AAA,31,94,14.9%,13.8%,1.08,.316,.426,.494,.919,.177,2.7,.359,0.0,18,5.4,.411,142,19514
TJ Friedl,CIN,AAA,30,81,9.9%,21.0%,0.47,.271,.370,.471,.842,.200,5.2,.320,0.2,13,2.3,.377,122,19522
Zack Short,DET,AAA,31,202,14.4%,23.8%,0.60,.224,.332,.353,.685,.129,2.5,.281,-1.3,23,-4.6,.317,81,19562
Chas McCormick,CHC,AAA,31,377,13.0%,20.4%,0.64,.272,.378,.447,.825,.175,4.4,.320,-0.3,60,9.6,.373,113,19599
Bryan De La Cruz,PHI,AAA,29,356,12.4%,20.8%,0.59,.269,.358,.448,.806,.179,1.9,.316,-1.1,53,5.2,.361,111,19600
Daniel Johnson,MIA,AAA,30,16,6.3%,43.8%,0.14,.067,.125,.067,.192,.000,2.6,.125,0.0,-1,-3.3,.104,-48,19643
Edward Olivares,TBR,AAA,30,10,10.0%,60.0%,0.17,.111,.200,.111,.311,.000,0.1,.333,0.0,0,-1.5,.166,-15,19698
Josh Rojas,KCR,AAA,32,258,8.9%,19.4%,0.46,.238,.307,.429,.736,.190,3.5,.264,-0.5,31,-4.0,.325,85,19734
Jason Delay,BOS,AAA,31,281,11.4%,22.8%,0.50,.228,.330,.359,.688,.131,4.5,.293,-0.9,32,-6.3,.317,83,19806
Joshua Palacios,PIT,AAA,30,132,9.1%,15.9%,0.57,.239,.311,.299,.610,.060,4.5,.286,0.7,11,-6.5,.286,66,19818
Chuckie Robinson,ATL,AAA,31,35,5.7%,20.0%,0.29,.258,.314,.419,.734,.161,0.9,.292,-0.1,4,-0.6,.324,90,19824
Abraham Toro,KCR,AAA,29,479,9.6%,20.0%,0.48,.274,.355,.486,.841,.212,4.7,.311,-1.6,76,11.1,.371,114,19844
René Pinto,PHI,AAA,29,63,3.2%,39.7%,0.08,.138,.177,.259,.436,.121,1.6,.212,-0.1,0,-8.1,.194,6,19859
Riley Adams,WSN,AAA,30,276,12.0%,25.7%,0.46,.277,.391,.524,.915,.247,2.8,.336,-1.0,52,14.4,.404,139,19864
Tristan Gray,MIN,AAA,30,111,6.3%,18.9%,0.33,.235,.297,.412,.709,.176,6.1,.260,0.2,12,-2.7,.316,79,19877
Gabe Klobosits,CHC,AAA,31,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,19881
Corbin Martin,CHC,AAA,30,1,0.0%,100.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,-0.3,.000,-100,19884
Jesús Sánchez,TOR,AAA,28,6,0.0%,0.0%,0.00,.600,.667,.800,1.467,.200,0.1,.600,0.0,2,1.6,.645,296,19913
Blake Perkins,CLE,AAA,29,122,19.7%,26.2%,0.75,.240,.385,.385,.771,.146,6.6,.317,-0.2,18,1.5,.358,111,19921
Luke Williams,ATL,AAA,29,334,11.4%,25.4%,0.45,.225,.320,.384,.704,.159,8.1,.286,4.7,38,-6.9,.319,87,19931
Cristian Pache,NYM,AAA,27,355,5.6%,31.8%,0.18,.232,.289,.356,.645,.124,8.0,.340,1.2,32,-16.2,.290,63,19948
Gavin Lux,TBR,AAA,28,119,21.0%,24.4%,0.86,.223,.387,.298,.684,.074,2.6,.313,-0.9,15,-0.6,.338,94,19955
Carter Kieboom,PHI,AAA,28,386,10.9%,18.1%,0.60,.279,.363,.404,.766,.125,2.0,.331,-1.4,54,2.1,.350,105,19958
Jared Oliva,NYM,AAA,30,17,11.8%,23.5%,0.50,.200,.294,.200,.494,.000,7.5,.273,0.8,1,-1.4,.249,37,19968
Tres Barrera,WSN,AAA,31,61,19.7%,18.0%,1.09,.255,.400,.340,.740,.085,3.0,.306,0.0,9,0.6,.355,107,19977
Luis Robert Jr.,NYM,AAA,28,21,14.3%,19.0%,0.75,.222,.333,.444,.778,.222,1.6,.231,0.0,3,0.1,.347,99,20043
Bligh Madris,STL,AAA,30,334,14.4%,22.5%,0.64,.253,.364,.462,.827,.209,3.9,.292,-1.2,52,7.2,.369,115,20054
J.C. Escarra,NYY,AAA,31,247,8.9%,12.1%,0.73,.301,.377,.505,.881,.204,2.7,.307,-0.4,43,9.5,.389,129,20084
Dylan Carlson,CHC,AAA,27,197,12.2%,20.3%,0.60,.180,.294,.317,.612,.138,3.8,.195,-0.2,17,-10.1,.284,61,20126
Ben Rortvedt,NYM,AAA,28,167,9.6%,21.0%,0.46,.234,.319,.414,.733,.179,3.4,.264,-0.4,20,-2.2,.328,87,20287
Corey Julks,DET,AAA,30,393,9.7%,19.8%,0.49,.268,.341,.455,.796,.187,4.6,.298,-0.5,56,3.0,.353,111,20311
Stuart Fairchild,CLE,AAA,30,176,14.8%,18.2%,0.81,.289,.417,.479,.896,.190,7.7,.340,0.4,33,9.2,.405,140,20321
Jared Young,NYM,AAA,30,16,0.0%,12.5%,0.00,.250,.250,.313,.563,.063,2.6,.286,0.0,1,-1.3,.251,38,20404
Royce Lewis,MIN,AAA,27,67,7.5%,19.4%,0.38,.333,.403,.900,1.303,.567,1.2,.270,-0.1,20,10.8,.531,215,20437
Brewer Hicklen,ATL,AAA,30,402,9.2%,23.1%,0.40,.302,.373,.520,.893,.218,8.2,.359,2.2,71,16.3,.391,133,20450
Drew Waters,KCR,AAA,27,409,8.1%,24.9%,0.32,.257,.318,.430,.748,.174,7.0,.322,1.2,51,-3.9,.332,90,20505
Nick Madrigal,TBR,AAA,29,211,10.4%,11.4%,0.92,.318,.410,.408,.817,.089,4.9,.355,-0.5,35,6.3,.379,120,20521
Nolan Jones,CLE,AAA,28,385,14.0%,24.7%,0.57,.255,.362,.442,.804,.187,5.0,.312,0.4,57,4.9,.359,107,20529
Vidal Bruján,NYM,AAA,28,208,13.5%,15.9%,0.85,.251,.365,.360,.725,.109,7.1,.298,0.4,27,-1.0,.338,94,20536
Alejo Lopez,KCR,AAA,30,100,9.0%,10.0%,0.90,.295,.357,.420,.778,.125,5.7,.312,-0.6,14,0.6,.350,101,21127
Lars Nootbaar,STL,AAA,28,23,13.0%,13.0%,1.00,.250,.348,.550,.898,.300,2.6,.200,-0.1,4,0.9,.388,128,21454
Bryan Torres,STL,AAA,28,166,17.5%,15.1%,1.16,.336,.454,.477,.931,.141,6.1,.390,0.5,33,11.1,.421,149,21464
Hayden Senger,NYM,AAA,29,228,7.9%,28.5%,0.28,.241,.311,.438,.750,.197,3.8,.297,-0.3,28,-2.3,.332,90,21489
Brandon Lockridge,MIL,AAA,29,72,12.5%,25.0%,0.50,.226,.319,.306,.626,.081,1.5,.295,-0.2,7,-3.0,.295,72,21496
Joey Bart,PIT,AAA,29,22,18.2%,22.7%,0.80,.353,.500,.647,1.147,.294,1.6,.455,-0.1,6,2.9,.499,201,21524
Connor Kaiser,KCR,AAA,29,90,12.2%,33.3%,0.37,.118,.236,.132,.368,.013,3.9,.191,-0.9,1,-11.4,.197,3,21535
Jackson Kowar,BAL,AAA,29,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,21549
Romy Gonzalez,BOS,AAA,29,99,8.1%,19.2%,0.42,.348,.394,.506,.900,.157,3.4,.406,-0.1,18,4.5,.397,133,21562
Kyle Isbel,KCR,AAA,29,34,8.8%,17.6%,0.50,.333,.412,.467,.878,.133,3.9,.417,-0.1,6,1.6,.398,131,21614
Griffin Conine,MIA,AAA,28,11,0.0%,18.2%,0.00,.400,.455,.700,1.155,.300,1.6,.429,0.0,3,1.5,.500,204,21626
Rafael Marchán,PHI,AAA,27,44,11.4%,20.5%,0.56,.184,.273,.184,.457,.000,1.1,.233,-0.1,2,-4.3,.230,28,21646
Oswaldo Cabrera,NYY,AAA,27,504,8.5%,20.2%,0.42,.290,.347,.440,.787,.150,4.7,.334,0.5,71,2.5,.349,104,21707
Oneil Cruz,PIT,AAA,27,7,28.6%,42.9%,0.67,.000,.286,.000,.286,.000,0.1,.000,0.0,0,-0.8,.211,18,21711
Enmanuel Valdez,PIT,AAA,27,446,9.2%,16.6%,0.55,.249,.326,.437,.762,.188,3.2,.264,-2.6,58,-2.2,.338,98,21716
Jair Camargo,ATL,AAA,26,218,3.7%,35.8%,0.10,.240,.276,.363,.639,.123,3.7,.358,-0.3,19,-10.9,.286,66,21730
Esteury Ruiz,MIA,AAA,27,19,10.5%,47.4%,0.22,.118,.211,.294,.505,.176,6.0,.143,0.2,1,-1.9,.230,33,21780
Andrés Chaparro,WSN,AAA,27,143,9.8%,18.2%,0.54,.260,.336,.465,.800,.205,3.0,.281,-0.6,21,1.2,.353,106,21797
Will Benson,CIN,AAA,28,200,11.0%,21.0%,0.52,.206,.300,.314,.614,.109,5.7,.252,1.6,17,-9.6,.287,65,21853
Bo Naylor,CLE,AAA,26,257,13.6%,24.1%,0.56,.241,.346,.468,.814,.227,5.0,.284,0.3,39,3.8,.361,113,21865
Christopher Morel,NYM,AAA,27,139,9.4%,23.7%,0.39,.309,.374,.659,1.033,.350,2.1,.325,-0.8,30,10.8,.434,156,21897
Payton Henry,NYY,AAA,29,244,7.4%,29.1%,0.25,.217,.291,.330,.621,.113,1.5,.292,-0.5,21,-11.9,.287,64,22164
Akil Baddoo,MIL,AAA,27,224,12.1%,24.6%,0.49,.249,.338,.472,.809,.223,5.9,.287,0.5,33,2.4,.356,111,22168
Mark Vientos,NYM,AAA,26,19,5.3%,15.8%,0.33,.500,.526,1.333,1.860,.833,2.6,.400,0.0,9,6.7,.752,357,22184
MJ Melendez,NYM,AAA,27,254,11.0%,27.2%,0.41,.257,.339,.588,.927,.332,5.5,.288,-2.2,45,11.1,.394,130,22197
Sam Huff,BAL,AAA,28,176,6.8%,32.4%,0.21,.200,.273,.319,.591,.119,0.8,.276,-0.3,13,-10.7,.273,58,22209
Jeremiah Jackson,BAL,AAA,26,64,0.0%,29.7%,0.00,.194,.219,.355,.574,.161,5.5,.225,0.3,4,-5.1,.251,44,22239
Jack Suwinski,TBR,AAA,27,108,7.4%,29.6%,0.25,.212,.278,.242,.520,.030,4.8,.313,0.3,6,-8.7,.250,38,22244
Nolan Gorman,STL,AAA,26,201,17.4%,36.3%,0.48,.182,.328,.430,.759,.248,2.9,.215,-0.2,27,-0.4,.341,98,22263
Raynel Delgado,TBR,AAA,26,253,8.3%,19.0%,0.44,.250,.320,.362,.682,.112,6.6,.299,0.5,27,-7.1,.311,77,22272
Cal Stevenson,DET,AAA,29,300,19.7%,25.3%,0.78,.250,.401,.428,.829,.178,5.9,.331,-0.8,49,8.9,.378,128,22411
Buddy Kennedy,WSN,AAA,27,23,8.7%,8.7%,1.00,.143,.217,.286,.503,.143,1.1,.111,0.0,1,-2.2,.230,28,22505
Johnathan Rodríguez,PIT,AAA,26,320,13.8%,20.0%,0.69,.287,.381,.415,.797,.129,2.2,.350,-0.6,49,5.5,.364,116,22530
George Valera,CLE,AAA,25,298,12.1%,18.8%,0.64,.248,.339,.415,.754,.167,3.9,.281,-0.3,39,-1.1,.339,99,22541
Michael Siani,DET,AAA,26,139,10.1%,30.2%,0.33,.134,.222,.227,.449,.092,7.2,.182,-0.6,3,-15.5,.213,21,22557
Jarred Kelenic,CHW,AAA,26,147,13.6%,28.6%,0.48,.224,.327,.448,.775,.224,7.5,.269,1.0,19,-0.9,.337,90,22558
Gabriel Arias,CLE,AAA,26,18,11.1%,16.7%,0.67,.333,.444,.933,1.378,.600,0.1,.222,0.0,6,3.3,.556,236,22563
Alejandro Kirk,TOR,AAA,27,10,10.0%,20.0%,0.50,.111,.200,.222,.422,.111,0.1,.143,0.0,0,-1.2,.201,13,22581
Steward Berroa,MIL,AAA,27,301,15.0%,22.6%,0.66,.251,.362,.367,.729,.116,5.9,.322,0.3,40,-1.0,.340,98,22766
Wenceel Pérez,DET,AAA,26,62,11.3%,19.4%,0.58,.204,.290,.370,.661,.167,5.6,.220,0.0,6,-2.5,.297,76,22857
Lenyn Sosa,TOR,AAA,26,42,9.5%,26.2%,0.36,.237,.310,.368,.678,.132,2.1,.308,-0.1,4,-1.3,.309,82,22896
David Bañuelos,MIN,AAA,29,167,7.2%,37.1%,0.19,.187,.257,.353,.611,.167,2.6,.253,-0.3,12,-10.1,.273,52,23250
Ryan Noda,BAL,AAA,30,336,14.9%,30.7%,0.49,.225,.366,.384,.750,.159,5.4,.321,0.1,47,1.7,.350,107,23312
Nelson Velázquez,STL,AAA,27,163,13.5%,29.4%,0.46,.232,.344,.420,.764,.188,4.4,.298,0.4,22,0.2,.345,101,23359
José Barrero,BAL,AAA,28,470,11.1%,28.5%,0.39,.208,.313,.407,.720,.199,4.6,.247,-2.6,55,-8.8,.322,89,23378
Eric Wagaman,NYM,AAA,28,186,12.9%,24.7%,0.52,.239,.339,.403,.741,.164,5.4,.300,0.4,24,-1.2,.336,92,23395
Luis Vázquez,BAL,AAA,26,202,5.0%,24.8%,0.20,.226,.271,.371,.642,.145,6.4,.275,-0.2,17,-10.0,.286,66,23442
Davis Schneider,TOR,AAA,27,198,26.3%,23.7%,1.11,.207,.444,.407,.852,.200,3.1,.250,-1.3,37,10.0,.403,141,23565
Everson Pereira,CHW,AAA,25,50,12.0%,30.0%,0.40,.233,.327,.535,.861,.302,1.6,.250,-0.1,8,1.2,.371,109,23695
Ronny Mauricio,NYM,AAA,25,268,4.5%,20.5%,0.22,.274,.317,.532,.849,.258,4.9,.281,0.0,41,4.4,.363,109,23698
Jordyn Adams,MIL,AAA,26,54,5.6%,37.0%,0.15,.204,.264,.306,.570,.102,9.8,.345,0.7,3,-3.8,.261,50,23788
Blaze Alexander,BAL,AAA,27,8,12.5%,37.5%,0.33,.286,.375,.429,.804,.143,1.6,.500,0.0,1,0.2,.365,117,23789
Will Banfield,CIN,AAA,26,296,5.4%,23.3%,0.23,.262,.306,.425,.732,.164,1.2,.311,-0.6,35,-5.0,.324,89,23790
Jordan Groshans,ATL,AAA,26,17,11.8%,17.6%,0.67,.200,.294,.400,.694,.200,1.1,.182,0.0,2,-0.5,.311,82,23794
Anthony Seigler,BOS,AAA,27,184,16.3%,16.3%,1.00,.278,.397,.430,.827,.152,4.9,.325,-1.1,30,5.4,.377,121,23802
Brandon Valenzuela,TOR,AAA,25,17,11.8%,17.6%,0.67,.200,.294,.400,.694,.200,1.1,.182,0.0,2,-0.5,.311,83,23813
Jihwan Bae,NYM,AAA,26,374,12.6%,20.3%,0.62,.261,.363,.381,.743,.119,7.9,.324,3.4,51,0.1,.344,97,23818
Carlos Santana,ATL,AAA,40,104,12.5%,18.3%,0.68,.292,.385,.382,.767,.090,3.7,.348,0.1,15,0.8,.352,108,2396
Junior Perez,CHW,AAA,24,183,13.1%,37.2%,0.35,.213,.320,.394,.714,.181,9.4,.337,1.8,22,-3.2,.323,79,23989
Eddys Leonard,MIL,AAA,25,288,9.7%,19.1%,0.51,.287,.371,.502,.873,.215,5.0,.324,-1.9,49,10.1,.384,129,24151
Jhonkensy Noel,BAL,AAA,24,120,8.3%,30.0%,0.28,.121,.217,.243,.460,.121,1.7,.147,-0.2,3,-12.9,.218,23,24257
Liover Peguero,WSN,AAA,25,332,12.0%,27.4%,0.44,.254,.350,.376,.727,.122,5.4,.361,1.1,43,-2.3,.336,95,24273
Max Schuemann,NYY,AAA,29,190,12.1%,16.3%,0.74,.273,.372,.422,.795,.149,4.8,.315,0.3,29,3.0,.362,112,24488
DaShawn Keirsey Jr.,ATL,AAA,29,415,7.2%,28.0%,0.26,.249,.306,.348,.654,.099,7.7,.341,5.7,40,-16.2,.298,74,24496
Eduardo Valencia,DET,AAA,26,354,9.9%,21.2%,0.47,.262,.347,.479,.826,.217,3.7,.291,-1.0,54,6.1,.364,118,24574
Jonathan Ornelas,NYY,AAA,26,297,7.7%,22.2%,0.35,.294,.358,.465,.823,.171,6.3,.361,-0.6,46,6.0,.367,116,24597
Ryan Jeffers,MIN,AAA,29,19,10.5%,10.5%,1.00,.375,.474,.813,1.286,.438,0.6,.333,-0.1,6,3.2,.538,220,24618
Willie MacIver,TOR,AAA,29,253,9.9%,28.1%,0.35,.270,.344,.459,.803,.189,6.3,.358,0.3,37,2.4,.355,111,24641
Owen Miller,CHC,AAA,29,443,6.1%,12.9%,0.47,.296,.348,.453,.801,.158,6.4,.328,-1.1,64,4.7,.356,102,24655
Mickey Gasper,BOS,AAA,30,242,17.4%,16.1%,1.08,.337,.450,.566,1.017,.230,4.3,.377,0.2,54,21.2,.446,164,24759
James Outman,DET,AAA,29,40,5.0%,37.5%,0.13,.147,.250,.265,.515,.118,1.6,.211,-0.1,2,-3.4,.244,43,24770
Heriberto Hernández,MIA,AAA,26,25,12.0%,4.0%,3.00,.273,.360,.364,.724,.091,7.3,.286,0.5,3,-0.1,.337,101,24878
David Fry,CLE,AAA,30,38,5.3%,13.2%,0.40,.294,.316,.853,1.169,.559,2.6,.160,0.0,9,3.7,.456,173,24934
Justin Dean,CHC,AAA,29,320,14.4%,25.0%,0.58,.214,.333,.308,.642,.094,7.7,.290,2.5,33,-10.4,.306,70,25005
