Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Marcus Semien,NYM,AA,35,3,0.0%,33.3%,0.00,.667,.667,1.667,2.333,1.000,0.1,1.000,0.0,2,1.6,.963,501,12533
Francisco Lindor,NYM,AA,32,4,0.0%,25.0%,0.00,.250,.250,.250,.500,.000,2.6,.333,0.0,0,-0.4,.228,36,12916
Jorge Polanco,NYM,AA,32,7,28.6%,42.9%,0.67,.400,.571,1.000,1.571,.600,1.6,1.000,0.0,3,1.7,.622,285,13152
Tyrone Taylor,NYM,AA,32,3,0.0%,0.0%,0.00,.667,.667,1.667,2.333,1.000,0.1,.500,0.0,2,1.6,.963,501,13675
Ryan McMahon,NYY,AA,31,3,0.0%,66.7%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,-0.9,.000,-100,15112
Mike Tauchman,NYM,AA,35,9,22.2%,22.2%,1.00,.429,.556,.429,.984,.000,0.1,.600,-0.1,2,1.0,.467,187,15274
Trent Grisham,NYY,AA,29,4,25.0%,0.0%,1.00,.333,.500,.667,1.167,.333,2.6,.333,0.0,1,0.6,.499,207,18564
Yohel Pozo,BAL,AA,29,8,0.0%,0.0%,0.00,.250,.250,.375,.625,.125,0.1,.250,0.0,1,-0.4,.272,53,18848
Conner Capel,COL,AA,29,254,10.2%,16.9%,0.60,.279,.361,.495,.857,.216,4.7,.298,-1.7,43,8.8,.376,124,19983
Luis Robert Jr.,NYM,AA,28,14,0.0%,28.6%,0.00,.462,.500,.692,1.192,.231,2.6,.625,-0.1,4,2.2,.521,221,20043
Mark Kolozsvary,PHI,AA,30,24,25.0%,37.5%,0.67,.118,.375,.118,.493,.000,1.1,.250,-0.1,2,-0.9,.291,66,21304
Romy Gonzalez,BOS,AA,29,9,11.1%,11.1%,1.00,.143,.333,.571,.905,.429,2.6,.000,0.0,2,0.4,.385,129,21562
Oneil Cruz,PIT,AA,27,18,5.6%,22.2%,0.25,.176,.222,.176,.399,.000,4.3,.231,0.1,0,-2.2,.193,8,21711
Mark Vientos,NYM,AA,26,6,16.7%,50.0%,0.33,.000,.167,.000,.167,.000,0.1,.000,0.0,0,-1.1,.122,-31,22184
Nick Sogard,BOS,AA,28,12,16.7%,33.3%,0.50,.111,.333,.111,.444,.000,1.6,.200,-0.1,1,-0.8,.261,51,25483
Marco Luciano,NYY,AA,24,117,11.1%,27.4%,0.41,.327,.410,.713,1.123,.386,5.2,.383,-0.2,29,13.4,.470,189,25616
Jared Triolo,PIT,AA,28,14,7.1%,21.4%,0.33,.385,.429,.615,1.044,.231,2.0,.444,-0.1,3,1.4,.454,173,25807
C.J. Stubbs,TOR,AA,29,12,0.0%,41.7%,0.00,.364,.364,.455,.818,.091,0.1,.667,0.0,2,0.3,.364,118,25814
Maverick Handley,BAL,AA,28,23,13.0%,30.4%,0.43,.333,.435,.444,.879,.111,0.9,.500,-0.1,4,1.2,.397,132,26106
Kenedy Corona,NYY,AA,26,87,9.2%,24.1%,0.38,.250,.333,.408,.741,.158,6.3,.302,1.1,12,-0.2,.333,102,26244
Angel Martínez,CLE,AA,24,9,11.1%,0.0%,1.00,.375,.444,.875,1.319,.500,0.1,.286,0.0,3,1.6,.543,235,26540
Robert Hassell III,PIT,AA,24,24,25.0%,16.7%,1.50,.222,.417,.278,.694,.056,4.8,.286,0.1,4,0.3,.350,107,27482
Anthony Volpe,NYY,AA,25,34,11.8%,14.7%,0.80,.241,.324,.241,.565,.000,6.2,.280,0.3,3,-1.8,.274,65,27647
Pedro León,PHI,AA,28,316,10.1%,27.5%,0.37,.282,.361,.479,.839,.196,5.6,.361,-1.5,52,9.5,.371,117,27781
Angel Genao,CLE,AA,22,110,20.0%,18.2%,1.10,.271,.418,.412,.830,.141,4.2,.313,-0.1,19,4.4,.383,133,28811
Samuel Basallo,BAL,AA,21,5,0.0%,40.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-1,-1.4,.000,-100,28824
James Wood,WSN,AA,23,7,14.3%,28.6%,0.50,.333,.429,.833,1.262,.500,2.6,.333,0.0,2,0.9,.481,196,29518
Heston Kjerstad,BAL,AA,27,6,0.0%,0.0%,0.00,.167,.167,.167,.333,.000,0.1,.167,0.0,0,-0.9,.152,-23,31166
Jack Brannigan,PIT,AA,25,141,10.6%,37.6%,0.28,.226,.319,.500,.819,.274,5.8,.317,-0.2,21,2.3,.355,110,31471
Dylan Beavers,BAL,AA,24,13,30.8%,0.0%,4.00,.000,.308,.000,.308,.000,1.1,.000,-0.1,1,-1.2,.225,23,31695
Jackson Holliday,BAL,AA,22,10,40.0%,30.0%,1.33,.000,.400,.000,.400,.000,1.1,.000,-0.1,1,-0.4,.292,65,31781
Roman Anthony,BOS,AA,22,14,14.3%,28.6%,0.50,.273,.357,.636,.994,.364,0.1,.286,0.0,3,0.8,.401,139,31812
Turner Hill,SFG,AA,27,42,19.0%,11.9%,1.60,.344,.476,.531,1.007,.188,8.0,.393,0.0,9,3.7,.438,166,32053
Shawn Ross,PIT,AA,26,77,23.4%,37.7%,0.62,.211,.403,.614,1.017,.404,1.4,.227,-0.3,17,6.1,.429,157,32054
Kyle Karros,COL,AA,23,17,11.8%,17.6%,0.67,.400,.471,.667,1.137,.267,4.2,.455,0.1,5,2.3,.491,197,33252
Jonah Cox,SFG,AA,24,183,8.7%,16.9%,0.52,.400,.453,.644,1.096,.244,8.3,.464,1.4,46,21.3,.472,187,33270
Drew Cavanaugh,SFG,AA,24,90,18.9%,23.3%,0.81,.279,.456,.515,.970,.235,4.9,.364,-0.7,20,7.4,.433,163,33380
George Lombard Jr.,NYY,AA,21,90,13.3%,21.1%,0.63,.312,.400,.571,.971,.260,4.8,.364,-0.9,19,6.4,.419,157,33433
John Peck,DET,AA,23,256,5.5%,25.0%,0.22,.285,.328,.511,.839,.226,8.6,.345,0.3,40,5.4,.360,118,33500
Brett Callahan,DET,AA,24,265,12.8%,20.8%,0.62,.268,.374,.504,.878,.237,7.7,.302,1.2,47,11.2,.385,133,33514
A.J. Ewing,NYM,AA,21,81,21.0%,18.5%,1.13,.349,.481,.571,1.053,.222,8.8,.426,1.6,20,8.7,.462,184,33656
Sean Keys,TOR,AA,23,209,13.4%,24.4%,0.55,.285,.411,.581,.993,.297,5.3,.327,0.0,45,16.5,.428,159,35094
Konnor Griffin,PIT,AA,20,7,14.3%,28.6%,0.50,.600,.714,1.600,2.314,1.000,5.1,1.000,0.0,4,3.1,.852,424,35376
Abrahan Gutierrez,NYY,AA,26,61,3.3%,16.4%,0.20,.305,.328,.373,.701,.068,1.7,.367,-0.2,7,-1.0,.316,92,sa3004263
Je'Von Ward,TOR,AA,26,27,11.1%,44.4%,0.25,.250,.333,.292,.625,.042,2.6,.500,-0.1,3,-0.9,.297,76,sa3004969
Viandel Pena,DET,AA,25,103,10.7%,28.2%,0.38,.196,.282,.315,.597,.120,6.2,.262,0.5,9,-5.3,.275,64,sa3005775
P.J. Hilson,PIT,AA,25,144,8.3%,27.8%,0.30,.195,.291,.252,.543,.057,6.0,.277,1.3,10,-9.1,.262,51,sa3007048
Max Burt,DET,AA,29,152,10.5%,23.7%,0.44,.237,.316,.370,.686,.133,5.5,.292,0.9,17,-3.2,.311,86,sa3007631
Onix Vega,NYM,AA,27,3,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,-0.9,.000,-100,sa3008007
Jaylen Palmer,NYM,AA,25,153,13.1%,35.9%,0.36,.192,.314,.315,.629,.123,5.5,.324,1.2,16,-5.1,.296,79,sa3008297
Jose Ramos,NYM,AA,25,387,13.4%,31.8%,0.42,.218,.331,.391,.722,.173,3.8,.295,-1.5,50,-2.5,.328,99,sa3008845
Leandro Pineda,WSN,AA,24,270,10.4%,17.8%,0.58,.237,.326,.360,.686,.123,5.7,.283,-1.5,31,-5.1,.314,90,sa3008905
Jorge Burgos,TOR,AA,23,292,11.6%,17.5%,0.67,.268,.354,.437,.791,.169,3.2,.308,-1.5,44,4.1,.352,111,sa3008929
Miguel Palma,NYY,AA,24,201,9.5%,20.9%,0.45,.225,.313,.399,.712,.174,2.1,.244,-0.6,25,-2.6,.320,94,sa3009279
Geovanny Planchart,TOR,AA,24,37,16.2%,29.7%,0.55,.276,.405,.276,.681,.000,0.4,.421,-0.2,5,0.0,.336,101,sa3009334
Eddinson Paulino,NYM,AA,23,6,16.7%,33.3%,0.50,.250,.400,.250,.650,.000,2.5,.500,-0.5,1,0.0,.329,100,sa3009538
Luke Ritter,PHI,AA,29,180,14.4%,29.4%,0.49,.235,.350,.349,.699,.114,2.9,.333,-0.5,23,-1.7,.325,88,sa3009878
DJ Gladney,NYY,AA,24,467,7.7%,34.0%,0.23,.265,.326,.496,.823,.232,6.6,.362,1.1,71,7.6,.355,116,sa3010043
GJ Hill,COL,AA,25,379,7.9%,30.6%,0.26,.239,.307,.454,.761,.215,7.4,.312,2.4,50,-1.0,.333,97,sa3010335
Aaron Antonini,DET,AA,27,117,12.0%,30.8%,0.39,.202,.316,.364,.680,.162,5.8,.279,-0.4,13,-2.5,.311,86,sa3010906
Kervin Pichardo,WSN,AA,24,419,13.4%,24.3%,0.55,.236,.341,.360,.701,.124,4.3,.296,-0.4,52,-4.8,.322,95,sa3011260
Cameron Barstad,CLE,AA,25,138,13.0%,35.5%,0.37,.217,.343,.330,.674,.113,1.8,.359,-0.5,17,-2.1,.318,93,sa3011350
Jamari Baylor,NYM,AA,25,41,9.8%,26.8%,0.36,.257,.341,.429,.770,.171,9.0,.333,0.3,6,0.2,.341,107,sa3011446
Wuilfredo Antunez,CLE,AA,24,330,7.9%,32.7%,0.24,.200,.261,.403,.664,.203,5.5,.253,-1.1,31,-13.3,.289,73,sa3011578
Erick Brito,PHI,AA,24,104,11.5%,20.2%,0.57,.302,.386,.407,.793,.105,6.3,.379,0.9,16,2.2,.361,110,sa3011753
Willy Vasquez,BAL,AA,24,134,11.2%,23.1%,0.48,.284,.366,.371,.736,.086,4.2,.365,-1.2,18,0.3,.339,95,sa3011821
Kevin Made,WSN,AA,23,24,12.5%,20.8%,0.60,.250,.333,.300,.633,.050,3.9,.313,0.1,2,-0.8,.296,78,sa3014679
Roberto Campos,DET,AA,23,71,16.9%,23.9%,0.71,.254,.380,.339,.719,.085,6.5,.357,0.1,10,0.3,.341,105,sa3014683
Hedbert Perez,TOR,AA,23,175,13.7%,29.1%,0.47,.227,.337,.420,.757,.193,3.5,.301,-0.7,24,0.7,.341,103,sa3014692
Aeverson Arteaga,SFG,AA,23,77,7.8%,28.6%,0.27,.318,.395,.500,.895,.182,7.9,.442,0.1,14,3.9,.395,139,sa3014707
