Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Jose Trevino,CIN,AAA,33,3,9,10,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,.111,16725
Chadwick Tromp,ATL,AAA,31,30,95,107,19,11,5,0,3,11,14,11,0,23,0,1,0,3,0,1,.200,16953
Gleyber Torres,DET,AAA,29,2,6,7,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.167,16997
Alex Jackson,MIN,AAA,30,24,88,95,21,11,3,0,7,16,15,6,0,31,1,0,0,3,1,0,.239,17276
Javy Guerra,ATL,AAA,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,17292
Michael Chavis,CIN,AAA,30,113,403,458,100,63,15,0,22,60,72,42,0,99,6,7,0,10,3,4,.248,17321
Eloy Jiménez,TOR,AAA,29,33,119,133,34,27,6,0,1,14,13,11,0,21,2,1,0,3,0,0,.286,17484
Kevin Newman,KCR,AAA,32,58,187,208,42,30,12,0,0,18,10,19,0,45,1,1,0,7,1,0,.225,17696
Scott Kingery,CHC,AAA,32,39,125,142,25,18,4,0,3,14,12,12,0,39,2,2,1,0,3,1,.200,17975
Paul DeJong,DET,AAA,32,29,85,110,16,6,4,0,6,14,13,21,0,28,2,2,0,0,0,1,.188,18015
Dylan Moore,PHI,AAA,33,81,292,333,72,47,16,1,8,50,30,33,0,86,5,3,0,5,19,3,.247,18042
Sam Haggerty,CIN,AAA,32,28,88,99,18,14,3,0,1,9,5,11,0,27,0,0,0,3,2,2,.205,18054
Garrett Stubbs,PHI,AAA,33,10,38,46,11,4,4,0,3,7,8,7,0,10,1,0,0,0,3,0,.289,18067
LaMonte Wade Jr.,CHW,AAA,32,46,152,201,38,23,8,0,7,27,26,45,1,43,1,2,1,3,2,0,.250,18126
Seth Brown,NYY,AAA,33,53,183,208,43,27,6,1,9,23,21,23,0,69,2,0,0,2,3,0,.235,18171
Daz Cameron,TOR,AAA,29,23,79,93,29,19,6,1,3,15,15,14,0,18,0,0,0,3,10,2,.367,18353
Ronald Acuña Jr.,ATL,AAA,28,6,19,24,5,5,0,0,0,3,1,4,0,4,0,1,0,0,1,0,.263,18401
P.J. Higgins,CIN,AAA,33,60,198,229,44,34,9,0,1,21,14,25,0,35,4,2,0,9,1,2,.222,18433
Ali Sánchez,NYY,AAA,29,40,128,147,29,22,1,0,6,18,11,18,0,28,1,0,0,7,0,1,.227,18551
Ke'Bryan Hayes,CIN,AAA,29,3,12,14,7,2,4,0,1,5,3,1,0,1,0,1,0,1,0,0,.583,18577
Ramón Urías,STL,AAA,32,16,49,52,9,6,1,0,2,5,6,2,0,17,1,0,0,1,1,0,.184,18795
Andy Ibáñez,NYM,AAA,33,31,119,129,32,21,7,0,4,15,18,4,0,19,2,4,0,1,0,0,.269,18819
José Azócar,ATL,AAA,30,97,344,372,88,70,11,2,5,35,38,20,0,65,3,4,1,8,23,7,.256,18821
Yohel Pozo,STL,AAA,29,21,83,86,19,12,4,0,3,10,8,3,0,15,0,0,0,6,0,0,.229,18848
Seby Zavala,DET,AAA,32,16,50,62,14,11,2,0,1,6,5,9,0,19,2,0,1,0,0,0,.280,18887
Jake Fraley,TBR,AAA,31,12,39,45,6,5,0,0,1,5,5,5,0,10,1,0,0,1,1,1,.154,19260
Garrett Hampson,CIN,AAA,31,74,235,257,54,36,13,1,4,27,23,17,0,60,2,0,3,5,8,1,.230,19262
Matt Thaiss,BOS,AAA,31,44,144,170,29,20,5,1,3,17,24,20,0,26,4,1,1,5,1,1,.201,19318
Jose Rojas,NYM,AAA,33,17,53,59,12,9,1,0,2,6,6,5,0,8,0,1,0,1,1,0,.226,19331
Sean Murphy,ATL,AAA,31,15,55,62,16,13,3,0,0,9,7,5,0,16,1,1,0,0,0,0,.291,19352
Weston Wilson,BAL,AAA,31,12,41,47,8,5,1,0,2,5,6,5,0,15,1,0,0,1,2,1,.195,19358
Austin Hays,CHW,AAA,30,20,76,79,19,11,2,0,6,10,17,2,0,17,0,1,0,5,0,0,.250,19363
Zach McKinstry,DET,AAA,31,2,8,8,1,0,0,0,1,1,3,0,0,1,0,0,0,1,0,0,.125,19392
Yonny Hernández,NYM,AAA,28,74,226,268,69,55,12,0,2,31,29,30,0,33,5,3,4,4,11,2,.305,19432
Andrew Knizner,BOS,AAA,31,21,79,94,25,15,8,0,2,9,16,14,1,13,1,0,0,5,1,0,.316,19514
TJ Friedl,CIN,AAA,30,18,70,81,19,11,5,0,3,13,5,8,0,17,3,0,0,0,2,0,.271,19522
Zack Short,DET,AAA,31,61,170,202,38,24,10,0,4,19,24,29,0,48,0,3,0,0,3,3,.224,19562
Chas McCormick,CHC,AAA,31,93,320,377,87,57,17,0,13,52,50,49,0,77,6,1,1,12,15,5,.272,19599
Bryan De La Cruz,PHI,AAA,29,84,308,356,83,52,19,0,12,45,56,44,0,74,0,3,0,4,1,1,.269,19600
Daniel Johnson,MIA,AAA,30,5,15,16,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0,.067,19643
Edward Olivares,TBR,AAA,30,3,9,10,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,.111,19698
Josh Rojas,KCR,AAA,32,64,231,258,55,30,15,1,9,26,39,23,0,50,1,2,1,2,2,1,.238,19734
Jason Delay,BOS,AAA,31,70,237,281,54,32,16,3,3,32,35,32,0,64,6,4,2,5,1,1,.228,19806
Joshua Palacios,PIT,AAA,30,35,117,132,28,21,7,0,0,9,16,12,0,21,1,2,0,5,5,0,.239,19818
Chuckie Robinson,ATL,AAA,31,10,31,35,8,5,2,0,1,3,4,2,0,7,1,1,0,1,0,0,.258,19824
Abraham Toro,KCR,AAA,29,117,420,479,115,69,22,5,19,73,70,46,0,96,9,4,0,9,2,2,.274,19844
René Pinto,PHI,AAA,29,16,58,63,8,3,4,0,1,4,5,2,0,25,1,1,1,3,0,0,.138,19859
Riley Adams,WSN,AAA,30,71,231,276,64,37,12,0,15,48,44,33,0,71,11,1,0,6,1,1,.277,19864
Tristan Gray,MIN,AAA,30,28,102,111,24,15,4,1,4,14,9,7,0,21,2,0,0,1,2,0,.235,19877
Gabe Klobosits,CHC,AAA,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,19881
Corbin Martin,CHC,AAA,30,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,19884
Jesús Sánchez,TOR,AAA,28,2,5,6,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,.600,19913
Blake Perkins,CLE,AAA,29,27,96,122,23,16,3,1,3,15,14,24,0,32,0,2,0,2,10,4,.240,19921
Luke Williams,ATL,AAA,29,95,289,334,65,38,17,1,9,61,29,38,1,85,3,1,3,2,34,3,.225,19931
Cristian Pache,NYM,AAA,27,93,323,355,75,49,17,4,5,43,41,20,1,113,6,1,4,6,16,3,.232,19948
Gavin Lux,TBR,AAA,28,28,94,119,21,16,4,0,1,13,12,25,0,29,0,0,0,2,2,2,.223,19955
Carter Kieboom,PHI,AAA,28,97,337,386,94,67,19,1,7,43,45,42,0,70,4,3,0,10,0,1,.279,19958
Jared Oliva,NYM,AAA,30,4,15,17,3,3,0,0,0,3,0,2,0,4,0,0,0,0,4,0,.200,19968
Tres Barrera,WSN,AAA,31,16,47,61,12,10,1,0,1,5,8,12,0,11,0,1,1,1,1,0,.255,19977
Luis Robert Jr.,NYM,AAA,28,5,18,21,4,2,1,0,1,3,2,3,0,4,0,0,0,0,0,0,.222,20043
Bligh Madris,STL,AAA,30,84,277,334,70,40,16,0,14,58,55,48,0,75,3,4,0,1,5,3,.253,20054
J.C. Escarra,NYY,AAA,31,55,216,247,65,41,14,0,10,35,45,22,0,30,6,3,0,4,1,0,.301,20084
Dylan Carlson,CHC,AAA,27,50,167,197,30,19,5,0,6,28,24,24,1,40,4,2,0,3,1,0,.180,20126
Ben Rortvedt,NYM,AAA,28,48,145,167,34,20,8,0,6,21,26,16,0,35,3,2,1,0,2,1,.234,20287
Corey Julks,DET,AAA,30,93,347,393,93,61,15,1,16,51,58,38,0,78,3,5,0,9,9,3,.268,20311
Stuart Fairchild,CLE,AAA,30,40,142,176,41,26,8,2,5,31,15,26,0,32,6,1,1,0,9,2,.289,20321
Jared Young,NYM,AAA,30,4,16,16,4,3,1,0,0,2,1,0,0,2,0,0,0,0,0,0,.250,20404
Royce Lewis,MIN,AAA,27,15,60,67,20,6,4,0,10,14,22,5,0,13,2,0,0,0,0,0,.333,20437
Brewer Hicklen,ATL,AAA,30,96,354,402,107,70,15,4,18,75,64,37,0,93,6,5,0,5,30,6,.302,20450
Drew Waters,KCR,AAA,27,100,374,409,96,58,23,3,12,61,49,33,0,102,1,1,0,5,17,3,.257,20505
Nick Madrigal,TBR,AAA,29,47,179,211,57,46,8,1,2,23,16,22,0,24,7,2,1,5,8,3,.318,20521
Nolan Jones,CLE,AAA,28,91,321,385,82,51,16,1,14,52,59,54,2,95,3,6,1,8,11,2,.255,20529
Vidal Bruján,NYM,AAA,28,54,175,208,44,31,9,2,2,28,22,28,1,33,4,1,0,4,14,4,.251,20536
Alejo Lopez,KCR,AAA,30,30,88,100,26,20,3,1,2,14,13,9,0,10,0,1,1,1,3,2,.295,21127
Lars Nootbaar,STL,AAA,28,6,20,23,5,3,0,0,2,5,6,3,0,3,0,0,0,0,0,0,.250,21454
Bryan Torres,STL,AAA,28,36,128,166,43,30,10,1,2,24,16,29,0,25,2,4,3,3,10,2,.336,21464
Hayden Senger,NYM,AAA,29,67,203,228,49,31,7,0,11,32,34,18,0,65,3,1,2,7,3,1,.241,21489
Brandon Lockridge,MIL,AAA,29,16,62,72,14,11,2,0,1,8,11,9,0,18,0,1,0,1,0,0,.226,21496
Joey Bart,PIT,AAA,29,5,17,22,6,3,2,0,1,4,2,4,0,5,1,0,0,0,0,0,.353,21524
Connor Kaiser,KCR,AAA,29,26,76,90,9,8,1,0,0,12,4,11,0,30,1,1,1,5,1,2,.118,21535
Jackson Kowar,BAL,AAA,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,21549
Romy Gonzalez,BOS,AAA,29,22,89,99,31,23,5,0,3,14,20,8,0,19,0,2,0,8,1,0,.348,21562
Kyle Isbel,KCR,AAA,29,9,30,34,10,7,2,1,0,4,5,3,0,6,1,0,0,0,0,0,.333,21614
Griffin Conine,MIA,AAA,28,3,10,11,4,3,0,0,1,2,4,0,0,2,1,0,0,0,0,0,.400,21626
Rafael Marchán,PHI,AAA,27,12,38,44,7,7,0,0,0,3,1,5,0,9,0,1,0,0,0,0,.184,21646
Oswaldo Cabrera,NYY,AAA,27,117,448,504,130,98,14,1,17,67,65,43,1,102,1,9,2,17,11,1,.290,21707
Oneil Cruz,PIT,AAA,27,2,5,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,.000,21711
Enmanuel Valdez,PIT,AAA,27,108,394,446,98,60,19,2,17,56,72,41,1,74,6,4,0,7,1,4,.249,21716
Jair Camargo,ATL,AAA,26,59,204,218,49,34,10,0,5,19,22,8,0,78,3,2,1,2,5,2,.240,21730
Esteury Ruiz,MIA,AAA,27,5,17,19,2,1,0,0,1,2,1,2,0,9,0,0,0,0,1,0,.118,21780
Andrés Chaparro,WSN,AAA,27,35,127,143,33,19,8,0,6,22,24,14,0,26,1,1,0,6,1,1,.260,21797
Will Benson,CIN,AAA,28,54,175,200,36,23,10,0,3,22,15,22,0,42,2,1,0,2,10,0,.206,21853
Bo Naylor,CLE,AAA,26,59,220,257,53,26,15,1,11,35,41,35,0,62,1,1,0,2,4,0,.241,21865
Christopher Morel,NYM,AAA,27,35,123,139,38,19,7,0,12,25,29,13,0,33,1,2,0,3,0,1,.309,21897
Payton Henry,NYY,AAA,29,69,221,244,48,35,7,0,6,25,23,18,0,71,5,0,0,7,0,0,.217,22164
Akil Baddoo,MIL,AAA,27,55,193,224,48,28,8,1,11,35,44,27,0,55,0,2,1,1,7,1,.249,22168
Mark Vientos,NYM,AAA,26,5,18,19,9,4,0,0,5,8,8,1,0,3,0,0,0,2,0,0,.500,22184
MJ Melendez,NYM,AAA,27,64,226,254,58,21,17,2,18,45,37,28,0,69,0,0,0,2,5,6,.257,22197
Sam Huff,BAL,AAA,28,47,160,176,32,23,4,0,5,13,18,12,0,57,4,0,0,3,0,0,.200,22209
Jeremiah Jackson,BAL,AAA,26,15,62,64,12,8,1,0,3,6,14,0,0,19,2,0,0,0,2,0,.194,22239
Jack Suwinski,TBR,AAA,27,28,99,108,21,18,3,0,0,9,8,8,0,32,1,0,0,0,5,1,.212,22244
Nolan Gorman,STL,AAA,26,46,165,201,30,15,2,0,13,30,29,35,0,73,1,0,0,2,1,0,.182,22263
Raynel Delgado,TBR,AAA,26,61,224,253,56,38,14,1,3,31,33,21,0,48,4,4,0,6,24,8,.250,22272
Cal Stevenson,DET,AAA,29,84,236,300,59,37,10,4,8,42,29,59,2,76,2,2,1,2,5,2,.250,22411
Buddy Kennedy,WSN,AAA,27,5,21,23,3,2,0,0,1,2,3,2,0,2,0,0,0,0,0,0,.143,22505
Johnathan Rodríguez,PIT,AAA,26,77,272,320,78,55,17,0,6,37,34,44,0,64,0,4,0,11,1,0,.287,22530
George Valera,CLE,AAA,25,70,258,298,64,40,14,1,9,32,44,36,0,56,1,3,0,6,4,1,.248,22541
Michael Siani,DET,AAA,26,39,119,139,16,11,1,2,2,15,10,14,0,42,0,2,4,3,3,2,.134,22557
Jarred Kelenic,CHW,AAA,26,35,125,147,28,15,5,1,7,22,24,20,2,42,0,2,0,1,9,1,.224,22558
Gabriel Arias,CLE,AAA,26,5,15,18,5,2,0,0,3,3,5,2,0,3,1,0,0,1,0,0,.333,22563
Alejandro Kirk,TOR,AAA,27,3,9,10,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,.111,22581
Steward Berroa,MIL,AAA,27,74,251,301,63,45,12,1,5,45,35,45,0,68,0,2,3,3,15,4,.251,22766
Wenceel Pérez,DET,AAA,26,13,54,62,11,6,3,0,2,9,5,7,0,12,0,1,0,3,3,1,.204,22857
Lenyn Sosa,TOR,AAA,26,10,38,42,9,6,2,0,1,6,6,4,0,11,0,0,0,3,0,0,.237,22896
David Bañuelos,MIN,AAA,29,49,150,167,28,17,4,0,7,25,22,12,0,62,3,2,0,5,0,0,.187,23250
Ryan Noda,BAL,AAA,30,93,271,336,61,39,11,1,10,47,22,50,0,103,11,1,3,3,7,1,.225,23312
Nelson Velázquez,STL,AAA,27,40,138,163,32,20,5,0,7,21,22,22,0,48,2,1,0,2,4,0,.232,23359
José Barrero,BAL,AAA,28,117,403,470,84,49,12,1,22,58,56,52,2,134,11,4,0,5,13,9,.208,23378
Eric Wagaman,NYM,AAA,28,46,159,186,38,23,9,1,5,21,26,24,0,46,1,2,0,0,4,0,.239,23395
Luis Vázquez,BAL,AAA,26,52,186,202,42,29,5,2,6,21,19,10,0,50,2,1,3,6,8,3,.226,23442
Davis Schneider,TOR,AAA,27,47,135,198,28,15,6,0,7,29,26,52,0,47,8,3,0,2,4,3,.207,23565
Everson Pereira,CHW,AAA,25,12,43,50,10,5,1,0,4,8,8,6,0,15,0,0,1,2,0,0,.233,23695
Ronny Mauricio,NYM,AAA,25,63,248,268,68,40,10,0,18,38,52,12,1,55,5,3,0,5,12,4,.274,23698
Jordyn Adams,MIL,AAA,26,15,49,54,10,7,1,2,0,7,6,3,0,20,1,0,1,1,4,0,.204,23788
Blaze Alexander,BAL,AAA,27,2,7,8,2,1,1,0,0,1,1,1,0,3,0,0,0,0,0,0,.286,23789
Will Banfield,CIN,AAA,26,79,275,296,72,49,12,0,11,32,46,16,0,69,2,1,2,13,0,0,.262,23790
Jordan Groshans,ATL,AAA,26,5,15,17,3,2,0,0,1,2,2,2,0,3,0,0,0,0,0,0,.200,23794
Anthony Seigler,BOS,AAA,27,42,151,184,42,27,10,2,3,21,27,30,0,30,1,2,0,5,4,3,.278,23802
Brandon Valenzuela,TOR,AAA,25,4,15,17,3,2,0,0,1,2,4,2,0,3,0,0,0,0,0,0,.200,23813
Jihwan Bae,NYM,AAA,26,92,318,374,83,60,14,3,6,60,35,47,0,76,5,2,2,6,36,6,.261,23818
Carlos Santana,ATL,AAA,40,27,89,104,26,22,2,0,2,11,18,13,1,19,1,1,0,3,2,0,.292,2396
Junior Perez,CHW,AAA,24,44,155,183,33,17,9,2,5,32,15,24,0,68,1,1,2,1,13,1,.213,23989
Eddys Leonard,MIL,AAA,25,69,251,288,72,44,14,2,12,38,46,28,1,55,6,1,2,5,8,6,.287,24151
Jhonkensy Noel,BAL,AAA,24,30,107,120,13,6,4,0,3,10,14,10,0,36,3,0,0,4,0,0,.121,24257
Liover Peguero,WSN,AAA,25,86,287,332,73,45,24,1,3,37,47,40,0,91,3,1,1,9,9,0,.254,24273
Max Schuemann,NYY,AAA,29,45,161,190,44,28,12,0,4,27,17,23,0,31,3,1,2,5,6,1,.273,24488
DaShawn Keirsey Jr.,ATL,AAA,29,106,382,415,95,72,14,3,6,47,36,30,1,116,2,1,0,5,40,3,.249,24496
Eduardo Valencia,DET,AAA,26,81,309,354,81,49,14,1,17,60,54,35,1,75,7,3,0,5,1,1,.262,24574
Jonathan Ornelas,NYY,AAA,26,80,269,297,79,54,13,3,9,44,40,23,0,66,4,0,1,6,10,4,.294,24597
Ryan Jeffers,MIN,AAA,29,5,16,19,6,3,1,0,2,3,2,2,0,2,1,0,0,0,0,0,.375,24618
Willie MacIver,TOR,AAA,29,60,222,253,60,35,15,3,7,31,44,25,0,71,2,4,0,2,4,0,.270,24641
Owen Miller,CHC,AAA,29,105,406,443,120,77,29,7,7,58,60,27,0,57,7,3,0,9,11,5,.296,24655
Mickey Gasper,BOS,AAA,30,54,196,242,66,39,18,0,9,41,42,42,1,39,1,3,0,5,7,1,.337,24759
James Outman,DET,AAA,29,10,34,40,5,3,1,0,1,3,5,2,0,15,3,1,0,2,0,0,.147,24770
Heriberto Hernández,MIA,AAA,26,5,22,25,6,4,2,0,0,8,2,3,0,1,0,0,0,0,3,0,.273,24878
David Fry,CLE,AAA,30,8,34,38,10,3,1,0,6,9,18,2,0,5,0,2,0,1,0,0,.294,24934
Justin Dean,CHC,AAA,29,79,266,320,57,40,12,2,3,47,35,46,0,80,3,3,2,8,21,2,.214,25005
Vinny Capra,BOS,AAA,29,101,366,434,101,70,21,1,9,78,54,56,0,84,5,6,1,13,11,2,.276,25040
Nate Eaton,BOS,AAA,29,84,312,363,79,51,16,3,9,58,44,37,0,81,6,6,2,2,18,3,.253,25055
Levi Jordan,WSN,AAA,30,9,28,30,7,6,1,0,0,5,1,2,0,7,0,0,0,0,1,0,.250,25138
Daniel Schneemann,CLE,AAA,29,25,92,116,30,17,10,0,3,32,10,23,0,17,0,1,0,0,4,0,.326,25180
Endy Rodríguez,PIT,AAA,26,36,120,144,26,18,7,0,1,11,17,19,0,30,1,3,0,4,0,0,.217,25332
Ronny Simon,PIT,AAA,26,115,422,499,141,99,33,2,7,61,72,65,2,85,6,5,1,8,35,10,.334,25346
Greg Jones,CHC,AAA,28,69,214,256,53,42,7,1,3,41,20,31,0,85,11,0,0,2,31,5,.248,25448
Will Robertson,BAL,AAA,28,10,33,37,4,4,0,0,0,2,1,4,0,11,0,0,0,0,0,0,.121,25467
Logan Driscoll,TBR,AAA,28,51,184,211,48,31,12,0,5,23,25,23,1,54,2,1,1,6,1,0,.261,25475
Nick Sogard,BOS,AAA,28,46,167,212,45,28,11,1,5,35,28,41,1,36,1,3,0,1,6,3,.269,25483
Aaron Schunk,ATL,AAA,28,87,316,354,75,47,21,1,6,44,43,28,0,81,5,5,0,10,9,2,.237,25524
Korey Lee,CHW,AAA,27,95,334,378,77,40,19,2,16,51,51,31,0,109,10,2,1,10,14,6,.231,25543
Marco Luciano,NYY,AAA,24,78,285,333,81,54,12,1,14,51,46,43,0,81,2,3,0,8,4,1,.284,25616
Bryan Ramos,BAL,AAA,24,92,278,339,59,44,11,0,4,33,22,42,0,75,6,2,1,3,9,7,.212,25621
Dustin Harris,CHW,AAA,26,45,157,183,49,35,6,2,6,32,26,19,0,35,4,2,1,0,9,4,.312,25705
Tyler Tolbert,KCR,AAA,28,20,73,86,19,17,2,0,0,11,5,12,0,21,0,0,1,1,8,0,.260,25779
Blake Sabol,TBR,AAA,28,98,320,358,80,55,14,0,11,44,41,34,1,101,3,1,0,4,11,2,.250,25805
Grae Kessinger,PIT,AAA,28,44,129,149,15,9,5,0,1,8,14,15,0,39,3,2,0,2,3,0,.116,25813
C.J. Stubbs,TOR,AAA,29,46,144,167,30,21,1,0,8,19,17,22,0,62,1,0,0,2,1,0,.208,25814
Braden Shewmake,NYY,AAA,28,10,32,36,8,6,2,0,0,5,1,1,0,6,2,0,1,0,1,0,.250,25817
Logan Davidson,TBR,AAA,28,106,337,397,72,44,13,2,13,40,48,51,0,121,6,2,1,7,13,4,.214,25844
Michael Toglia,CIN,AAA,27,97,344,402,94,45,26,1,22,49,65,56,0,103,0,2,0,10,4,1,.273,25845
Ryan Kreidler,MIN,AAA,28,26,94,113,25,13,7,0,5,15,15,19,0,34,0,0,0,2,3,3,.266,25867
Kerry Carpenter,DET,AAA,28,2,3,6,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,.333,25961
Kevin Alcántara,CHC,AAA,23,73,276,320,73,40,14,0,19,45,51,41,0,97,1,2,0,4,5,2,.264,25971
Riley Greene,DET,AAA,25,2,6,8,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,.167,25976
Matthew Lugo,KCR,AAA,25,53,207,226,56,26,17,2,11,36,36,14,0,58,2,2,1,2,3,4,.271,25980
Victor Mesa Jr.,TBR,AAA,24,23,88,101,27,14,8,1,4,17,12,13,0,24,0,0,0,1,1,6,.307,25999
Maverick Handley,ATL,AAA,28,19,55,65,12,9,1,0,2,7,6,8,0,12,2,0,0,2,2,0,.218,26106
Francisco Alvarez,NYM,AAA,24,4,13,14,3,1,2,0,0,1,1,1,0,4,0,0,0,0,0,0,.231,26121
Tristin English,ATL,AAA,29,17,49,55,8,6,1,0,1,5,4,3,0,12,2,1,0,4,1,1,.163,26148
Dominic Fletcher,CIN,AAA,28,66,215,246,63,43,10,2,8,43,32,26,0,39,3,1,1,4,3,0,.293,26149
Kyle Stowers,MIA,AAA,28,5,17,19,3,3,0,0,0,1,1,1,0,6,1,0,0,0,0,0,.176,26151
Andrew Vaughn,MIL,AAA,28,3,11,12,2,1,1,0,0,0,0,1,0,2,0,0,0,2,0,0,.182,26197
Tyler Fitzgerald,TOR,AAA,28,6,20,20,3,2,1,0,0,2,0,0,0,14,0,0,0,0,1,0,.150,26208
Kenedy Corona,NYY,AAA,26,73,218,260,57,36,11,1,9,40,40,31,0,56,3,2,6,4,14,6,.261,26244
John Rave,KCR,AAA,28,77,291,355,83,54,14,2,13,59,45,54,0,65,2,4,4,2,18,4,.285,26284
Adley Rutschman,BOS,AAA,28,2,5,7,1,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,.200,26288
Oliver Dunn,TBR,AAA,28,107,383,452,93,56,16,2,19,75,63,55,1,133,9,2,3,3,18,4,.243,26295
