Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Thayron Liranzo,DET,A,22,43,23.3%,16.3%,1.43,.323,.488,.387,.875,.065,1.7,.400,-0.1,9,3.0,.435,149,sa3015790
Samuel Escudero,PIT,A,22,34,11.8%,44.1%,0.27,.069,.176,.207,.383,.138,0.8,.071,0.0,0,-4.8,.188,0,sa3015807
Yohairo Cuevas,NYM,A,22,103,18.4%,20.4%,0.90,.308,.466,.551,1.017,.244,6.0,.393,-0.5,25,9.9,.467,166,sa3015826
Luis Pino,STL,A,22,64,6.3%,37.5%,0.17,.196,.270,.250,.520,.054,5.0,.333,-0.7,4,-5.2,.257,46,sa3015866
Willy Montero,NYY,A,21,323,9.6%,25.7%,0.37,.278,.350,.472,.822,.194,6.3,.349,1.5,52,6.0,.375,113,sa3015869
Anyelo Encarnación,STL,A,22,7,0.0%,42.9%,0.00,.286,.286,.286,.571,.000,3.0,.500,-0.3,1,-0.5,.272,55,sa3016157
Hans Montero,NYY,A,22,417,14.4%,23.7%,0.61,.234,.357,.425,.782,.191,8.4,.290,2.7,64,4.4,.366,107,sa3016321
Edward Duran,TOR,A,22,25,16.0%,24.0%,0.67,.238,.360,.286,.646,.048,6.4,.333,0.3,3,-0.6,.327,85,sa3016719
Chris Meyers,DET,A,27,31,16.1%,29.0%,0.56,.240,.387,.480,.867,.240,0.8,.333,-0.1,6,1.3,.402,130,sa3016956
Adam Hackenberg,TOR,A,26,140,8.6%,20.7%,0.41,.308,.379,.408,.787,.100,3.7,.383,-1.2,22,2.0,.370,110,sa3017041
Mike Jarvis,PIT,A,28,17,23.5%,23.5%,1.00,.167,.412,.167,.578,.000,6.5,.250,0.1,2,-0.2,.340,91,sa3017401
Jake Rucker,MIN,A,26,15,20.0%,6.7%,3.00,.583,.667,1.000,1.667,.417,0.9,.600,-0.1,7,4.6,.715,317,sa3017757
Yordany De Los Santos,PIT,A,21,22,4.5%,18.2%,0.25,.238,.273,.524,.797,.286,0.1,.200,0.0,3,-0.1,.347,95,sa3018408
Javier Osorio,DET,A,21,287,8.7%,23.3%,0.37,.251,.325,.414,.740,.163,5.9,.300,1.8,38,-3.0,.341,93,sa3018410
Jonathan Mejía,STL,A,21,321,18.4%,27.4%,0.67,.220,.368,.424,.791,.204,5.9,.277,-1.9,51,4.9,.371,114,sa3018411
Simon Juan,NYM,A,20,298,3.7%,32.6%,0.11,.215,.258,.362,.620,.147,5.5,.291,-1.5,25,-17.5,.284,57,sa3018412
Anthuan Valencia,CIN,A,21,137,11.7%,32.1%,0.36,.202,.314,.219,.533,.018,6.1,.315,0.3,11,-8.8,.278,54,sa3018422
Yilber Herrera,MIN,A,21,41,22.0%,39.0%,0.56,.167,.366,.333,.699,.167,5.1,.286,0.2,6,-0.2,.347,98,sa3018425
Bryan Acuña,MIN,A,20,167,16.2%,25.1%,0.64,.263,.383,.307,.690,.044,5.8,.371,0.3,23,-0.9,.347,98,sa3018427
Victor Ortega,MIA,A,22,201,18.9%,10.9%,1.73,.305,.458,.487,.945,.182,2.4,.331,-0.5,44,15.6,.445,156,sa3018439
David Beckles,TOR,A,22,100,16.0%,30.0%,0.53,.210,.350,.284,.634,.074,0.9,.314,-0.2,12,-2.7,.322,81,sa3018441
Angel Mata,PHI,A,21,131,8.4%,19.1%,0.44,.202,.292,.237,.529,.035,1.0,.256,-0.3,9,-9.4,.269,47,sa3018464
Nolan Beltran,PHI,A,21,405,13.8%,13.6%,1.02,.272,.385,.382,.767,.110,4.6,.308,-0.1,63,5.7,.370,107,sa3018466
Richard Ramirez,PIT,A,20,328,7.6%,28.4%,0.27,.268,.329,.525,.855,.258,3.6,.328,-0.6,54,7.1,.379,114,sa3018474
Estuar Suero,PIT,A,20,49,4.1%,46.9%,0.09,.234,.265,.362,.627,.128,1.6,.435,-0.6,4,-2.7,.288,60,sa3018481
Engelth Urena,NYY,A,21,311,14.5%,23.5%,0.62,.207,.331,.360,.691,.153,4.5,.258,-1.2,39,-5.7,.332,87,sa3018484
Yordalin Peña,STL,A,21,339,7.4%,29.5%,0.25,.272,.334,.520,.854,.248,7.9,.349,2.2,56,7.6,.380,119,sa3018489
Manolfi Jimenez,PHI,A,21,117,7.7%,27.4%,0.28,.219,.274,.314,.588,.095,2.5,.284,-1.0,9,-7.7,.276,51,sa3018492
Juan Villavicencio,PHI,A,21,304,12.2%,23.4%,0.52,.298,.383,.540,.922,.242,8.4,.363,1.9,59,15.5,.413,133,sa3018494
Enmanuel Tejeda,NYY,A,21,144,19.4%,20.8%,0.93,.232,.392,.384,.776,.152,7.2,.296,0.1,23,2.8,.376,113,sa3018497
Francisco Toledo,NYM,A,21,118,8.5%,24.6%,0.34,.189,.271,.311,.583,.123,4.9,.230,-0.6,9,-7.5,.279,54,sa3018519
Echedry Vargas,MIA,A,21,415,6.5%,21.9%,0.30,.323,.372,.611,.983,.288,5.2,.357,0.5,86,27.1,.430,148,sa3018565
Jean Joseph,TOR,A,21,67,11.9%,19.4%,0.62,.276,.358,.328,.686,.052,3.5,.348,-0.5,8,-1.1,.335,89,sa3018568
Enderson Delgado,DET,A,21,56,8.9%,21.4%,0.42,.240,.321,.320,.641,.080,4.8,.316,0.1,6,-2.0,.312,76,sa3018576
Franyerber Montilla,DET,A,21,1,100.0%,0.0%,1.00,.000,1.000,.000,1.000,.000,0.1,.000,0.0,0,0.4,.769,349,sa3018580
Josue Briceño,DET,A,21,25,20.0%,20.0%,1.00,.300,.440,.550,.990,.250,0.1,.357,-0.1,6,2.1,.452,160,sa3018584
Ricardo Pena,MIN,A,21,56,23.2%,32.1%,0.72,.077,.345,.179,.525,.103,2.8,.100,-0.4,6,-2.4,.303,72,sa3018593
Carlos Sanchez,MIA,A,21,102,18.6%,15.7%,1.19,.232,.382,.439,.821,.207,3.7,.230,0.0,17,2.6,.383,119,sa3018613
Santiago Gomez,NYY,A,22,74,9.5%,18.9%,0.50,.206,.311,.317,.628,.111,9.0,.260,0.6,8,-3.0,.305,71,sa3018616
Julio Henriquez,MIA,A,21,157,10.8%,24.8%,0.44,.233,.333,.361,.694,.128,6.9,.316,-0.3,19,-2.9,.332,89,sa3018622
Marco Vargas,NYM,A,21,34,20.6%,32.4%,0.64,.259,.412,.407,.819,.148,5.5,.400,0.1,6,1.2,.396,124,sa3018632
Byron Chourio,MIN,A,21,235,14.0%,23.4%,0.60,.285,.398,.440,.839,.155,6.7,.364,1.8,42,8.4,.396,127,sa3018644
Jose Monserrate,MIA,A,21,128,10.2%,25.8%,0.39,.214,.297,.295,.592,.080,8.4,.288,1.6,11,-7.2,.287,62,sa3018646
Abrahan Ramirez,MIA,A,21,189,15.3%,20.6%,0.74,.274,.386,.446,.832,.172,5.9,.325,-1.3,33,5.7,.389,123,sa3018943
Yasser Mercedes,MIN,A,21,98,17.3%,21.4%,0.81,.321,.439,.642,1.081,.321,9.3,.370,1.0,24,10.4,.478,176,sa3019557
Yoffry Solano,MIA,A,21,271,10.0%,16.6%,0.60,.256,.332,.314,.646,.058,4.7,.310,-0.5,30,-8.8,.315,79,sa3019638
Tony Blanco Jr.,PIT,A,21,7,0.0%,14.3%,0.00,.143,.143,.143,.286,.000,0.1,.167,0.0,0,-1.3,.136,-31,sa3019722
Jorel Ortega,MIN,A,25,34,8.8%,38.2%,0.23,.207,.324,.276,.599,.069,2.3,.375,-0.1,3,-1.4,.304,72,sa3020090
Peyton Williams,TOR,A,25,38,15.8%,21.1%,0.75,.345,.447,.586,1.034,.241,4.9,.409,-0.1,9,3.3,.457,162,sa3020099
Nick Cimillo,PIT,A,26,15,6.7%,33.3%,0.20,.286,.333,.500,.833,.214,5.2,.375,0.2,2,0.3,.375,112,sa3020129
Cade Doughty,TOR,A,25,11,18.2%,0.0%,2.00,.222,.364,.333,.697,.111,5.5,.222,0.2,1,-0.1,.345,95,sa3020196
Jacob Reimer,NYM,A,22,5,20.0%,0.0%,1.00,.333,.600,.667,1.267,.333,2.6,.333,0.0,2,0.9,.574,230,sa3020416
D'Andre Smith,NYM,A,25,12,8.3%,25.0%,0.33,.273,.333,.273,.606,.000,5.2,.375,0.2,1,-0.5,.302,68,sa3020536
Brando Mayea,NYY,A,20,316,8.9%,25.6%,0.35,.262,.342,.383,.725,.121,5.2,.342,0.2,42,-2.5,.344,94,sa3020679
Enmanuel Bonilla,TOR,A,20,127,9.4%,38.6%,0.24,.241,.323,.348,.671,.107,2.6,.393,-2.7,15,-3.5,.321,81,sa3020684
Yael Romero,CIN,A,20,12,25.0%,50.0%,0.50,.000,.250,.000,.250,.000,1.6,.000,0.0,0,-1.6,.192,3,sa3021062
Luis Escudero,NYY,A,20,202,22.3%,16.8%,1.32,.288,.455,.556,1.011,.268,6.0,.309,1.3,47,18.6,.462,164,sa3021063
Esmil Valencia,MIA,A,20,61,6.6%,32.8%,0.20,.236,.295,.364,.659,.127,6.0,.343,-1.2,6,-2.4,.306,73,sa3021082
Arnaldo Lantigua,CIN,A,20,415,15.2%,23.4%,0.65,.251,.371,.418,.789,.167,3.8,.311,-1.6,66,6.5,.372,110,sa3021084
Enrique Jimenez,MIN,A,20,49,26.5%,16.3%,1.63,.314,.490,.514,1.004,.200,2.1,.346,-0.7,12,4.8,.468,170,sa3021091
Jeremy Rodriguez,NYM,A,19,230,13.9%,20.0%,0.70,.216,.328,.242,.570,.026,4.6,.280,-1.4,21,-11.8,.293,63,sa3021101
Anibal Salas,DET,A,20,359,12.0%,26.2%,0.46,.247,.345,.406,.751,.159,5.7,.325,-1.2,51,-0.3,.352,100,sa3021102
Randy Guzman,NYM,A,21,247,11.3%,26.7%,0.42,.274,.377,.514,.891,.240,6.4,.338,0.0,46,10.5,.403,128,sa3021106
Yeycol Soriano,CIN,A,20,32,9.4%,37.5%,0.25,.172,.250,.172,.422,.000,3.0,.294,-0.6,1,-3.6,.221,20,sa3021109
Rafhlmil Torres,CIN,A,20,518,10.4%,18.0%,0.58,.251,.341,.323,.664,.072,5.2,.310,-2.4,61,-12.7,.325,82,sa3021118
Juan Rosas,TOR,A,20,44,15.9%,36.4%,0.44,.167,.318,.250,.568,.083,1.1,.263,-0.1,4,-2.2,.294,65,sa3021125
David Guzman,TOR,A,20,12,8.3%,16.7%,0.50,.300,.417,.400,.817,.100,2.1,.375,-0.5,2,0.5,.398,127,sa3021135
Anielson Buten,CIN,A,20,244,4.9%,29.5%,0.17,.261,.307,.305,.612,.044,6.9,.383,1.3,23,-12.0,.296,65,sa3021137
Juan Hernandez,DET,A,20,13,30.8%,46.2%,0.67,.222,.462,.333,.795,.111,6.6,.667,0.2,2,0.6,.410,135,sa3021152
Branny De Oleo,NYM,A,21,334,9.6%,27.5%,0.35,.242,.333,.398,.731,.156,4.4,.316,-2.2,45,-3.0,.343,92,sa3021160
Vladi Gomez,NYM,A,20,128,11.7%,24.2%,0.48,.211,.302,.275,.577,.064,6.5,.288,1.2,11,-7.4,.285,58,sa3021165
Gabriel Lara,NYY,A,20,89,14.6%,24.7%,0.59,.164,.315,.342,.657,.178,6.1,.188,0.3,10,-2.6,.319,79,sa3021177
Raimundo De Los Santos,TOR,A,21,238,14.3%,30.3%,0.47,.249,.366,.353,.719,.104,7.5,.368,0.5,33,-0.6,.351,98,sa3021202
Antonio Pimentel,PIT,A,20,420,9.5%,23.3%,0.41,.261,.341,.395,.736,.134,6.4,.332,1.1,57,-2.4,.347,95,sa3021214
Facundo Velásquez,STL,A,20,73,13.7%,42.5%,0.32,.159,.274,.365,.639,.206,6.2,.241,-1.2,7,-3.5,.298,70,sa3021227
Victor Cardoza,PHI,A,20,226,7.5%,31.4%,0.24,.262,.327,.351,.679,.089,6.6,.397,-0.1,27,-5.7,.324,79,sa3021230
Cristian Jauregui,PIT,A,20,324,9.0%,27.5%,0.33,.233,.328,.351,.679,.118,5.8,.316,-4.2,39,-7.6,.326,82,sa3021231
Julio Zayas,NYM,A,20,421,12.8%,25.4%,0.50,.238,.340,.367,.707,.129,2.4,.305,-0.9,54,-6.2,.336,88,sa3021234
Heriberto Rincon,NYM,A,20,4,0.0%,25.0%,0.00,.250,.250,.250,.500,.000,2.6,.333,0.0,0,-0.4,.238,30,sa3021238
Jaeden Calderon,PHI,A,20,151,11.9%,26.5%,0.45,.138,.245,.238,.483,.100,8.8,.178,1.6,7,-14.5,.240,30,sa3021274
Andres Valor,MIA,A,20,501,14.2%,33.5%,0.42,.213,.337,.380,.718,.167,9.0,.314,7.1,66,-5.2,.341,94,sa3021278
Luis Puello,NYY,A,20,316,8.5%,28.2%,0.30,.254,.327,.481,.808,.226,6.2,.320,-1.4,48,3.0,.365,106,sa3021309
Heriberto Caraballo,STL,A,21,179,11.2%,25.1%,0.44,.212,.324,.338,.662,.126,4.5,.262,-1.7,20,-5.1,.320,83,sa3021317
Jayson Bass,MIN,A,20,322,10.2%,24.2%,0.42,.244,.329,.444,.774,.201,7.8,.285,1.1,46,-0.1,.353,102,sa3021323
Carlos Caro,PIT,A,21,43,4.7%,34.9%,0.13,.308,.349,.641,.990,.333,6.8,.409,-0.4,9,2.6,.424,141,sa3021325
Kevin Verde,NYY,A,20,36,8.3%,33.3%,0.25,.152,.222,.273,.495,.121,6.2,.200,0.1,2,-3.6,.235,29,sa3021326
Edgleen Perez,PIT,A,20,335,12.2%,14.0%,0.87,.296,.385,.352,.737,.056,1.0,.343,-0.9,49,1.7,.360,102,sa3021330
Guillermo Rosario,PHI,A,21,24,8.3%,54.2%,0.15,.136,.208,.182,.390,.045,0.8,.333,0.0,0,-3.2,.198,4,sa3021586
Daniel Rojas,STL,A,20,21,0.0%,33.3%,0.00,.238,.238,.286,.524,.048,0.8,.357,0.0,1,-2.0,.243,38,sa3021613
Dameury Pena,TOR,A,20,323,9.3%,6.2%,1.50,.322,.393,.389,.781,.067,6.7,.340,-2.1,52,5.5,.373,113,sa3021624
Jeremy Almonte,MIA,A,20,148,10.1%,18.9%,0.54,.318,.401,.426,.828,.109,3.1,.388,-0.2,26,5.1,.394,126,sa3021632
Nixon Chirinos,MIA,A,20,113,17.7%,23.9%,0.74,.226,.363,.290,.653,.065,1.4,.308,-0.8,14,-2.1,.332,89,sa3022164
Dariel Ramon,TOR,A,20,279,12.2%,15.1%,0.81,.245,.373,.358,.731,.114,7.3,.284,2.1,41,0.8,.357,102,sa3022236
Alirio Ferrebus,PHI,A,20,307,5.2%,13.0%,0.40,.324,.375,.520,.895,.196,3.7,.339,-0.1,57,13.1,.404,127,sa3022306
Aldo Gaxiola,TOR,A,20,369,5.7%,27.4%,0.21,.263,.325,.487,.812,.224,4.3,.321,-0.4,56,3.8,.366,107,sa3022373
Chase Davis,STL,A,24,18,33.3%,22.2%,1.50,.250,.500,.500,1.000,.250,1.1,.286,-0.1,4,1.8,.473,175,sa3022426
Mitch Jebb,PIT,A,24,17,5.9%,11.8%,0.50,.333,.353,.467,.820,.133,6.5,.357,0.4,3,0.2,.367,107,sa3022565
Max Anderson,DET,A,24,16,12.5%,25.0%,0.50,.308,.375,.769,1.144,.462,5.2,.250,0.2,4,1.5,.465,167,sa3022567
Josh Rivera,TOR,A,25,14,7.1%,42.9%,0.17,.308,.357,.538,.896,.231,1.1,.500,0.0,3,0.6,.402,129,sa3022590
RJ Schreck,TOR,A,25,19,10.5%,15.8%,0.67,.235,.316,.588,.904,.353,2.6,.167,0.0,3,0.6,.392,123,sa3022602
Jay Harry,TOR,A,23,8,0.0%,0.0%,0.00,.286,.375,.286,.661,.000,2.6,.286,0.0,1,-0.1,.338,91,sa3022607
Keaton Anthony,PHI,A,25,27,14.8%,18.5%,0.80,.364,.444,.682,1.126,.318,0.8,.375,-0.1,7,3.1,.487,177,sa3022608
Aidan Miller,PHI,A,22,3,33.3%,33.3%,1.00,.500,.667,1.000,1.667,.500,2.6,1.000,0.0,1,0.9,.691,298,sa3022609
Sammy Stafura,PIT,A,21,48,20.8%,33.3%,0.63,.143,.375,.257,.632,.114,4.3,.222,0.2,6,-0.6,.338,90,sa3022612
Quinn McDaniel,MIN,A,23,27,0.0%,11.1%,0.00,.538,.519,.962,1.480,.423,8.3,.545,-0.2,10,6.4,.634,269,sa3022701
Poncho Ruiz,MIN,A,24,10,10.0%,40.0%,0.25,.222,.300,.222,.522,.000,2.6,.400,0.0,1,-0.7,.267,50,sa3022752
Bernard Moon,CIN,A,21,435,12.0%,22.3%,0.54,.253,.360,.413,.773,.160,4.1,.314,-1.9,66,3.8,.364,105,sa3022821
Sam Shaw,TOR,A,21,25,16.0%,28.0%,0.57,.300,.417,.450,.867,.150,5.1,.462,-0.1,5,1.2,.409,133,sa3022889
Arjun Nimmala,TOR,A,20,12,25.0%,25.0%,1.00,.222,.417,.222,.639,.000,2.0,.333,0.0,2,0.0,.351,99,sa3022892
Carson Rucker,DET,A,21,324,15.4%,34.9%,0.44,.260,.383,.430,.813,.170,6.6,.400,1.4,54,7.9,.382,118,sa3022926
Boston Baro,NYM,A,21,33,12.1%,12.1%,1.00,.241,.333,.310,.644,.069,6.2,.280,0.5,4,-1.0,.316,76,sa3022962
Kyle Henley,CIN,A,21,383,8.6%,32.4%,0.27,.261,.344,.356,.700,.095,9.1,.406,3.4,49,-5.5,.337,89,sa3023012
TJayy Walton,PHI,A,21,88,27.3%,22.7%,1.20,.238,.455,.365,.820,.127,4.0,.317,-0.8,17,4.4,.413,133,sa3023090
Raymond Mola,PIT,A,20,68,14.7%,39.7%,0.37,.140,.265,.158,.423,.018,3.6,.258,-0.5,3,-7.1,.230,25,sa3023109
Luke Scherrer,PIT,A,21,263,9.9%,26.6%,0.37,.232,.331,.335,.666,.103,4.5,.303,-1.4,30,-7.0,.322,80,sa3023140
Drew Davies,CIN,A,20,405,17.0%,22.0%,0.78,.278,.414,.415,.829,.136,4.2,.355,-2.0,73,14.9,.397,125,sa3023580
Travis Honeyman,STL,A,24,33,12.1%,15.2%,0.80,.192,.364,.346,.710,.154,4.1,.200,-0.4,5,0.0,.353,103,sa3023679
Ichiro Cano,CIN,A,21,447,15.2%,19.0%,0.80,.297,.412,.422,.835,.125,5.0,.367,-0.6,80,16.8,.398,125,sa3023708
Adolfo Sanchez,CIN,A,19,115,13.9%,28.7%,0.48,.175,.296,.351,.646,.175,1.0,.213,-0.2,12,-4.6,.307,71,sa3023709
Pablo Nunez,CIN,A,19,63,22.2%,9.5%,2.33,.178,.403,.178,.581,.000,2.6,.205,-0.2,8,-1.0,.335,88,sa3023710
Isael Arias,NYY,A,20,51,11.8%,37.3%,0.32,.222,.314,.267,.580,.044,6.1,.385,0.5,5,-2.7,.291,62,sa3023713
Yovanny Rodriguez,NYM,A,19,102,10.8%,35.3%,0.31,.225,.304,.461,.765,.236,3.9,.286,-0.3,14,-1.0,.342,91,sa3023720
Luis Cova,MIA,A,19,255,16.5%,22.7%,0.72,.184,.318,.285,.603,.101,6.3,.232,1.5,25,-11.5,.300,70,sa3023723
Bralyn Brazoban,PIT,A,19,241,12.4%,36.5%,0.34,.206,.311,.297,.608,.091,3.3,.339,-1.0,23,-11.0,.300,67,sa3023725
Bohan Adderley,NYM,A,19,50,8.0%,22.0%,0.36,.311,.380,.422,.802,.111,7.3,.394,1.3,8,1.1,.379,114,sa3023728
Jirvin Morillo,CIN,A,19,94,18.1%,23.4%,0.77,.260,.394,.403,.796,.143,3.7,.340,0.0,16,2.3,.383,116,sa3023751
Kendrick Herrera,PIT,A,19,35,17.1%,40.0%,0.43,.214,.371,.214,.586,.000,4.9,.429,0.3,4,-1.1,.318,78,sa3023776
Angel Brachi,MIA,A,19,18,5.6%,33.3%,0.17,.118,.167,.118,.284,.000,7.1,.182,0.2,-1,-3.1,.148,-21,sa3023784
Maylerson Casanova,PHI,A,19,4,0.0%,25.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-1,-1.2,.000,-100,sa3023876
