Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Rafael Ramirez Jr.,WSN,A,20,342,.351,1.37,23.8%,44.0%,32.1%,12.9%,11.3%,50.3%,26.7%,23.1%,9.5%,630,787,1417,sa3018476
Waner Luciano,HOU,A,21,303,.289,1.03,22.7%,39.2%,38.1%,20.3%,12.2%,57.5%,22.0%,20.5%,9.6%,501,749,1250,sa3018501
Edwin Amparo,BAL,A,21,235,.274,2.87,19.8%,59.5%,20.7%,26.1%,21.7%,43.8%,17.9%,38.4%,17.0%,407,580,987,sa3018526
Esteban Mejia,TEX,A,21,86,.341,1.54,23.3%,46.5%,30.2%,30.8%,23.1%,36.4%,25.0%,38.6%,9.5%,140,217,357,sa3018527
Ricardo Gonzalez,TBR,A,21,42,.367,1.20,26.7%,40.0%,33.3%,20.0%,0.0%,43.3%,20.0%,36.7%,12.2%,58,98,156,sa3018529
Angel Mateo,TBR,A,21,154,.301,1.54,26.8%,44.3%,28.9%,28.6%,17.9%,54.5%,24.2%,21.2%,12.4%,223,341,564,sa3018540
Nicandro Aybar,TBR,A,21,287,.267,1.78,25.8%,47.5%,26.7%,19.0%,0.0%,40.6%,23.0%,36.4%,8.7%,402,653,1055,sa3018544
Darlyn De Leon,CHC,A,21,237,.276,1.25,25.0%,41.7%,33.3%,21.2%,7.7%,42.8%,24.5%,32.7%,12.8%,298,544,842,sa3018548
Yeremy Cabrera,WSN,A,20,142,.423,0.73,30.7%,29.3%,40.0%,16.7%,23.3%,46.2%,33.3%,20.5%,14.1%,240,300,540,sa3018549
Alfredo Velásquez,BAL,A,21,27,.286,1.80,33.3%,42.9%,23.8%,60.0%,0.0%,38.1%,9.5%,52.4%,11.7%,35,59,94,sa3018556
Raylin Ramos,BAL,A,21,223,.280,1.90,19.2%,53.0%,27.8%,9.5%,9.5%,47.4%,23.1%,29.5%,17.0%,237,515,752,sa3018561
Andrés Nolaya,BAL,A,21,250,.329,1.52,25.9%,44.7%,29.4%,26.0%,10.0%,46.9%,21.7%,31.4%,9.9%,297,563,860,sa3018563
Roni Cabrera,KCR,A,20,393,.318,0.94,26.4%,35.6%,38.0%,35.4%,11.0%,45.4%,25.1%,29.5%,15.5%,563,983,1546,sa3018575
Luis Sanchez,ATL,A,22,56,.231,2.20,13.5%,59.5%,27.0%,70.0%,0.0%,30.8%,17.9%,51.3%,6.5%,97,148,245,sa3018578
Ivan Sosa,KCR,A,21,162,.226,0.68,23.9%,30.7%,45.5%,27.5%,20.0%,46.7%,29.3%,23.9%,26.9%,159,433,592,sa3018588
Josi Novas,KCR,A,21,66,.212,1.25,15.6%,46.9%,37.5%,41.7%,8.3%,44.1%,32.4%,23.5%,22.0%,88,167,255,sa3018594
Jairo Diaz,CHC,A,21,131,.295,1.00,23.8%,38.1%,38.1%,20.8%,8.3%,49.2%,14.3%,36.5%,10.5%,230,304,534,sa3018606
Wady Mendez,TEX,A,21,68,.286,3.50,25.0%,58.3%,16.7%,16.7%,16.7%,47.2%,25.0%,27.8%,12.6%,118,175,293,sa3018615
Leandro Alsinois,CHW,A,21,41,.217,2.00,4.5%,63.6%,31.8%,28.6%,0.0%,69.6%,4.3%,26.1%,18.8%,50,94,144,sa3018624
Jose Escobar,CHC,A,21,165,.339,3.14,27.8%,54.8%,17.5%,13.6%,9.1%,34.9%,24.6%,40.5%,9.1%,214,369,583,sa3018629
Alexander Albertus,CHW,A,21,347,.326,1.90,18.7%,53.3%,28.0%,17.5%,9.5%,43.0%,25.4%,31.6%,9.2%,536,759,1295,sa3018950
Reylin Perez,HOU,A,21,29,.143,2.33,16.7%,58.3%,25.0%,66.7%,0.0%,46.7%,13.3%,40.0%,19.5%,55,63,118,sa3019204
Jorgelys Mota,WSN,A,21,21,.375,1.50,0.0%,60.0%,40.0%,0.0%,50.0%,50.0%,30.0%,20.0%,19.0%,36,43,79,sa3019465
Luis Marquez,TEX,A,20,205,.269,1.24,22.0%,43.2%,34.7%,19.5%,4.9%,37.4%,26.0%,36.6%,15.1%,278,498,776,sa3019498
Edward Vargas,CHC,A,22,203,.300,1.48,25.6%,44.4%,30.1%,17.5%,2.5%,39.7%,20.6%,39.7%,12.2%,263,484,747,sa3019508
Larry Martinez,TBR,A,20,99,.392,1.70,28.9%,44.7%,26.3%,25.0%,10.0%,48.7%,21.1%,30.3%,18.3%,102,242,344,sa3019551
Geury Rodriguez,TEX,A,21,1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,4,2,6,sa3019581
Ricson Gonzalez,KCR,A,21,67,.340,1.29,36.0%,36.0%,28.0%,21.4%,0.0%,50.0%,18.0%,32.0%,6.9%,81,136,217,sa3019629
Carlos Cauro,HOU,A,21,271,.316,1.49,24.2%,45.3%,30.4%,28.6%,14.3%,32.1%,24.7%,43.2%,8.5%,435,623,1058,sa3019763
Keduar Trujillo,HOU,A,22,8,.333,4.00,0.0%,80.0%,20.0%,100.0%,0.0%,50.0%,50.0%,0.0%,22.2%,8,19,27,sa3019764
Ryan Cermak,TBR,A,25,31,.385,1.20,21.4%,42.9%,35.7%,0.0%,40.0%,33.3%,53.3%,13.3%,17.4%,46,69,115,sa3020204
Everett Cooper III,WSN,A,22,27,.111,2.00,16.7%,55.6%,27.8%,40.0%,0.0%,29.4%,23.5%,47.1%,7.0%,39,61,100,sa3020218
Hector Osorio,TEX,A,21,239,.301,0.78,18.2%,35.8%,46.1%,25.0%,17.1%,50.9%,22.8%,26.3%,6.7%,412,544,956,sa3020461
Luis Guanipa,ATL,A,20,422,.326,1.21,21.3%,43.1%,35.6%,18.4%,9.6%,42.0%,25.2%,32.8%,12.1%,499,911,1410,sa3020884
Jhosmmel Zue,KCR,A,22,282,.374,1.29,23.1%,43.4%,33.5%,17.2%,5.2%,31.3%,30.1%,38.6%,16.4%,308,672,980,sa3021049
Yannic Walther,MIL,A,22,125,.242,1.58,22.2%,47.6%,30.2%,21.1%,10.5%,51.6%,18.8%,29.7%,15.1%,211,318,529,sa3021064
Derniche Valdez,CHC,A,20,420,.274,1.81,24.6%,48.5%,26.8%,26.0%,13.7%,39.6%,23.6%,36.8%,19.4%,427,997,1424,sa3021068
Brailer Guerrero,TBR,A,20,206,.296,2.21,16.2%,57.7%,26.1%,20.7%,17.2%,47.8%,20.4%,31.9%,16.8%,337,488,825,sa3021072
Ludwing Espinoza,CHC,A,20,73,.286,2.36,14.0%,60.5%,25.6%,36.4%,9.1%,51.2%,9.3%,39.5%,11.8%,109,170,279,sa3021073
Camilo Diaz,HOU,A,20,206,.278,1.52,14.3%,51.6%,34.1%,19.4%,19.4%,37.8%,25.5%,36.7%,22.7%,323,528,851,sa3021074
Luis Almeyda,BAL,A,20,90,.242,1.56,22.0%,47.5%,30.5%,16.7%,0.0%,43.5%,25.8%,30.6%,13.4%,116,227,343,sa3021081
German Ramirez,HOU,A,19,373,.332,1.48,25.2%,44.7%,30.1%,35.5%,3.2%,37.1%,24.4%,38.5%,15.5%,508,935,1443,sa3021092
Filippo Di Turi,MIL,A,20,421,.244,0.93,22.9%,37.1%,40.0%,20.8%,4.2%,47.3%,24.5%,28.2%,13.6%,718,935,1653,sa3021093
Yerlin Luis,CLE,A,20,217,.203,1.41,11.4%,51.9%,36.7%,34.5%,3.4%,50.6%,18.5%,30.9%,12.4%,460,527,987,sa3021094
Manuel Cabrera,WSN,A,20,252,.289,0.86,17.7%,38.1%,44.2%,23.1%,7.7%,55.4%,20.9%,23.6%,14.8%,406,621,1027,sa3021096
Angel Ramirez,KCR,A,21,129,.280,1.23,15.9%,46.3%,37.8%,22.6%,6.5%,46.0%,23.0%,31.0%,10.2%,171,299,470,sa3021107
Juan Sierra,HOU,A,20,266,.286,1.39,21.3%,45.7%,32.9%,27.8%,18.5%,53.5%,21.2%,25.3%,16.1%,361,667,1028,sa3021146
Abraham Nunez,CHW,A,20,283,.337,1.25,21.1%,43.8%,35.1%,27.7%,7.7%,53.2%,18.4%,28.4%,10.9%,415,660,1075,sa3021156
Reiner Herrera,CLE,A,20,153,.292,1.12,23.4%,40.4%,36.2%,23.5%,20.6%,54.2%,22.9%,22.9%,9.9%,261,358,619,sa3021172
Andruw Musett,BOS,A,20,195,.356,1.00,31.1%,34.5%,34.5%,26.8%,9.8%,45.5%,19.5%,35.0%,11.3%,329,438,767,sa3021175
Félix Amparo,BAL,A,20,220,.329,2.47,22.9%,54.9%,22.2%,26.5%,2.9%,22.9%,26.1%,51.0%,11.1%,274,491,765,sa3021180
Yaikel Mijares,CLE,A,20,193,.250,2.09,21.1%,53.3%,25.6%,34.8%,4.3%,45.9%,18.4%,35.7%,17.1%,277,493,770,sa3021181
José Pirela,CLE,A,20,367,.272,0.73,19.4%,33.9%,46.7%,25.5%,10.4%,45.0%,25.3%,29.7%,11.9%,504,853,1357,sa3021191
Luis Merejo,CLE,A,20,8,.250,1.00,75.0%,25.0%,0.0%,0.0%,0.0%,75.0%,0.0%,25.0%,12.5%,12,20,32,sa3021196
Jonathan Martinez,CLE,A,19,253,.407,2.23,33.6%,45.8%,20.6%,0.0%,13.6%,33.9%,27.7%,38.4%,9.4%,534,570,1104,sa3021197
Joshua Liranzo,BAL,A,19,318,.273,1.75,23.7%,48.6%,27.7%,35.4%,6.3%,45.3%,22.7%,32.0%,10.4%,540,763,1303,sa3021198
Luiyin Alastre,MIL,A,20,61,.216,1.23,17.1%,45.7%,37.1%,15.4%,0.0%,35.1%,18.9%,45.9%,9.7%,91,145,236,sa3021210
Yirer Garcia,TBR,A,20,142,.250,3.47,16.7%,64.7%,18.6%,47.4%,0.0%,34.6%,17.3%,48.1%,5.0%,195,305,500,sa3021211
Starlyn Nunez,BOS,A,20,434,.277,0.88,24.9%,35.2%,39.9%,29.4%,11.0%,56.3%,22.0%,21.7%,15.3%,573,1011,1584,sa3021216
Jose Monzon,TBR,A,20,117,.286,1.68,25.0%,47.1%,27.9%,21.1%,0.0%,30.6%,25.0%,44.4%,9.4%,191,266,457,sa3021222
Miguel Rodríguez,BAL,A,20,246,.304,1.51,19.4%,48.5%,32.1%,32.1%,3.8%,42.9%,25.9%,31.2%,4.3%,421,552,973,sa3021226
Elian Soto,WSN,A,20,183,.398,1.69,25.5%,46.8%,27.7%,19.2%,11.5%,47.9%,22.9%,29.2%,17.6%,313,410,723,sa3021228
Braylin Morel,TEX,A,20,81,.240,2.31,14.0%,60.0%,26.0%,23.1%,15.4%,51.9%,19.2%,28.8%,17.1%,88,204,292,sa3021229
Luis Lameda,MIL,A,20,230,.345,1.38,32.1%,39.3%,28.6%,22.5%,5.0%,45.4%,19.9%,34.8%,9.2%,397,549,946,sa3021233
Deward Tovar,TEX,A,20,430,.304,1.02,24.4%,38.2%,37.4%,19.1%,20.2%,49.6%,24.0%,26.4%,15.9%,639,1048,1687,sa3021237
Juan Ortega,BAL,A,20,208,.276,1.64,22.1%,48.4%,29.5%,30.6%,5.6%,45.7%,24.0%,30.2%,11.1%,269,479,748,sa3021239
Kleyver Salazar,BOS,A,20,412,.328,1.14,25.8%,39.5%,34.7%,17.0%,12.8%,52.3%,23.8%,23.8%,12.3%,639,908,1547,sa3021241
Pablo Guerrero,TEX,A,19,156,.412,1.41,27.8%,42.2%,30.0%,29.6%,25.9%,39.8%,36.6%,23.7%,12.2%,239,358,597,sa3021249
Adriander Mejía,BAL,A,19,89,.339,1.53,18.6%,49.2%,32.2%,21.1%,0.0%,40.7%,18.6%,40.7%,11.2%,118,211,329,sa3021253
Pedro Ibarguen,MIL,A,19,335,.320,1.64,21.5%,48.7%,29.7%,32.8%,8.6%,45.5%,19.7%,34.8%,12.7%,531,750,1281,sa3021254
D'Angelo Tejada,CHW,A,20,99,.156,1.77,21.7%,50.0%,28.3%,23.1%,7.7%,59.6%,8.5%,31.9%,22.2%,121,231,352,sa3021263
John Estevez,ATL,A,20,23,.286,1.60,7.1%,57.1%,35.7%,0.0%,0.0%,35.7%,42.9%,21.4%,14.3%,40,65,105,sa3021287
Frederik Jimenez,BOS,A,21,141,.169,0.72,20.6%,33.3%,46.0%,31.0%,6.9%,37.3%,31.3%,31.3%,17.1%,237,355,592,sa3021288
Daniel Lopez,KCR,A,20,186,.313,4.31,22.7%,62.7%,14.5%,37.5%,6.3%,37.1%,23.3%,39.7%,12.2%,251,428,679,sa3021298
Marcelo Alcala,CHW,A,20,146,.277,0.74,18.4%,34.7%,46.9%,39.1%,13.0%,49.0%,15.7%,35.3%,18.7%,233,361,594,sa3021304
Dashyll Tejeda,WSN,A,20,302,.302,1.17,23.5%,41.2%,35.3%,35.0%,8.3%,49.1%,26.6%,24.3%,10.2%,531,728,1259,sa3021315
Derik Alcantara,CHC,A,21,170,.205,1.32,27.3%,41.3%,31.4%,23.7%,2.6%,40.7%,21.1%,38.2%,4.2%,243,383,626,sa3021322
Nick Peoples,WSN,A,21,264,.265,0.85,20.0%,36.7%,43.3%,28.8%,15.4%,46.3%,24.8%,28.9%,17.3%,447,637,1084,sa3021582
Hyungchan Um,KCR,A,22,276,.291,1.21,19.9%,43.9%,36.3%,14.5%,12.9%,38.3%,31.4%,30.3%,12.9%,407,662,1069,sa3021585
Pedro Dalmagro,CLE,A,20,79,.204,1.05,18.0%,42.0%,40.0%,20.0%,10.0%,59.6%,25.0%,15.4%,20.4%,83,187,270,sa3021601
Junior Aybar,BAL,A,19,211,.376,1.83,26.1%,47.8%,26.1%,30.0%,6.7%,35.3%,25.2%,39.5%,21.1%,264,526,790,sa3021607
Tyler Rodriguez,MIL,A,20,98,.236,1.15,21.8%,41.8%,36.4%,45.0%,10.0%,54.4%,21.1%,24.6%,8.0%,193,183,376,sa3021615
Jhocsuanth Vargas,TEX,A,19,39,.167,2.33,13.0%,60.9%,26.1%,33.3%,0.0%,58.3%,20.8%,20.8%,23.7%,39,100,139,sa3021631
Luis Parababire,ATL,A,20,10,.000,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,40.0%,40.0%,20.0%,12.1%,14,19,33,sa3021634
Stiven Flores,CHW,A,20,393,.294,1.25,21.0%,43.9%,35.2%,22.0%,2.8%,42.1%,26.9%,31.0%,8.0%,501,848,1349,sa3021638
Jhorvic Abreus,CLE,A,20,239,.252,0.96,22.1%,38.2%,39.7%,26.9%,7.7%,50.4%,19.3%,30.4%,10.8%,404,565,969,sa3021838
Juan Sulbaran,TEX,A,20,58,.159,1.64,29.3%,43.9%,26.8%,27.3%,0.0%,38.6%,31.8%,29.5%,10.1%,68,131,199,sa3021851
Javier Mogollon,CHW,A,20,241,.365,0.93,17.8%,39.5%,42.6%,12.7%,12.7%,42.5%,26.1%,31.3%,15.5%,417,636,1053,sa3021855
Adrian Gil,CHW,A,20,178,.205,0.58,15.5%,31.0%,53.6%,33.3%,8.9%,52.9%,31.0%,16.1%,13.1%,315,456,771,sa3021856
Jormy Nivar,TEX,A,23,2,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,8,4,12,sa3022022
Felix Cotes,TBR,A,20,81,.365,2.40,33.3%,47.1%,19.6%,30.0%,0.0%,44.2%,19.2%,36.5%,11.6%,123,170,293,sa3022053
Jose Perez,BAL,A,21,207,.320,0.69,21.7%,32.1%,46.2%,32.7%,14.3%,43.1%,26.6%,30.3%,20.7%,273,500,773,sa3022198
Junior Garcia,ATL,A,20,253,.322,1.29,24.3%,42.6%,33.0%,7.9%,10.5%,43.7%,26.9%,29.4%,16.4%,440,641,1081,sa3022283
Henniel Alcala,CHC,A,20,34,.263,0.89,15.0%,40.0%,45.0%,33.3%,11.1%,45.0%,25.0%,30.0%,13.1%,48,74,122,sa3022284
Alexey Lumpuy,CHC,A,22,366,.371,1.81,26.6%,47.2%,26.1%,30.8%,13.5%,51.5%,17.2%,31.4%,17.1%,505,869,1374,sa3022296
Yosweld Vasquez,HOU,A,21,168,.217,1.03,24.3%,38.3%,37.4%,40.0%,2.5%,49.5%,18.7%,31.8%,15.3%,212,408,620,sa3022361
Homer Bush Jr.,TBR,A,24,5,.000,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,66.7%,33.3%,0.0%,22.2%,4,14,18,sa3022480
Nehomar Ochoa Jr.,HOU,A,20,146,.354,1.07,25.3%,38.6%,36.1%,23.3%,16.7%,47.7%,21.6%,30.7%,13.5%,239,352,591,sa3022572
Jack Moss,HOU,A,24,11,.556,1.67,11.1%,55.6%,33.3%,0.0%,0.0%,44.4%,22.2%,33.3%,6.1%,18,31,49,sa3022598
Aidan Smith,TBR,A,21,13,.250,1.50,37.5%,37.5%,25.0%,50.0%,0.0%,50.0%,12.5%,37.5%,12.5%,16,24,40,sa3022611
Anthony Huezo,HOU,A,20,321,.321,1.19,22.5%,42.1%,35.4%,23.8%,22.2%,41.1%,30.6%,28.3%,16.0%,489,769,1258,sa3022691
Yahil Melendez,CHC,A,20,207,.286,2.13,21.9%,53.1%,25.0%,20.8%,8.3%,49.0%,26.0%,25.0%,14.7%,333,516,849,sa3022692
Stanley Tucker,BOS,A,24,115,.338,0.76,25.0%,32.5%,42.5%,23.5%,11.8%,44.0%,20.2%,35.7%,9.3%,161,258,419,sa3022818
Stone Russell,KCR,A,22,329,.330,1.33,22.7%,44.1%,33.2%,17.1%,4.3%,36.2%,22.0%,41.7%,10.5%,450,801,1251,sa3022819
Enrique Bradfield Jr.,BAL,A,24,20,.200,2.00,25.0%,50.0%,25.0%,100.0%,0.0%,33.3%,16.7%,50.0%,8.6%,44,49,93,sa3022917
Alberth Palma,TBR,A,20,483,.269,2.46,21.2%,56.0%,22.8%,35.1%,0.0%,42.0%,15.7%,42.3%,7.9%,743,1037,1780,sa3022924
Brady Cerkownyk,WSN,A,23,38,.320,1.22,23.1%,42.3%,34.6%,55.6%,11.1%,73.1%,7.7%,19.2%,11.3%,55,78,133,sa3022929
Johnny Tincher,BAL,A,24,15,.333,0.67,16.7%,33.3%,50.0%,33.3%,16.7%,46.2%,15.4%,38.5%,7.0%,9,34,43,sa3023072
Michael Carico,CHC,A,23,223,.344,0.83,23.0%,35.0%,42.0%,9.5%,16.7%,48.0%,27.0%,25.0%,7.6%,478,514,992,sa3023216
Joe Olsavsky,ATL,A,24,220,.273,1.33,27.4%,41.5%,31.1%,27.3%,3.0%,40.2%,24.1%,35.7%,9.6%,376,516,892,sa3023289
J.D. Gonzalez,TBR,A,20,229,.303,1.96,24.4%,50.0%,25.6%,24.4%,2.2%,37.3%,24.3%,38.4%,12.5%,257,580,837,sa3023546
Nate Rombach,WSN,A,25,22,.133,6.00,6.7%,80.0%,13.3%,50.0%,0.0%,93.3%,6.7%,0.0%,12.0%,33,50,83,sa3023620
Angel Arredondo,TEX,A,19,361,.291,0.90,24.7%,35.7%,39.6%,27.8%,8.9%,45.5%,23.8%,30.6%,7.2%,588,891,1479,sa3023647
Sebastian Baquera,TEX,A,19,163,.351,1.68,21.9%,49.0%,29.2%,35.7%,7.1%,45.0%,24.0%,31.0%,14.2%,220,378,598,sa3023707
Justin Barry,BOS,A,19,80,.324,1.50,30.6%,41.7%,27.8%,40.0%,10.0%,55.3%,26.3%,18.4%,14.4%,149,206,355,sa3023716
Paulino Santana,TEX,A,19,566,.347,1.70,28.6%,45.0%,26.4%,17.9%,17.9%,41.7%,22.4%,35.9%,12.7%,876,1273,2149,sa3023718
Curley Martha,TEX,A,19,184,.234,1.21,20.8%,43.3%,35.8%,30.2%,7.0%,38.0%,32.2%,29.8%,14.7%,206,407,613,sa3023722
Yolfran Castillo,TEX,A,19,537,.320,1.44,24.7%,44.4%,30.9%,23.7%,7.0%,42.9%,22.9%,34.3%,6.3%,827,1298,2125,sa3023726
Alexander Mambel,BOS,A,19,1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,4,0,4,sa3023730
Anderson Fermin,BOS,A,19,276,.348,2.03,35.1%,43.5%,21.4%,12.1%,3.0%,34.8%,33.5%,31.6%,12.3%,505,606,1111,sa3023759
Avinson Pinto,BOS,A,19,399,.258,1.84,21.2%,51.1%,27.7%,28.6%,6.5%,51.9%,20.8%,27.2%,12.6%,541,886,1427,sa3023761
Josue Brito,BOS,A,19,80,.286,1.06,18.6%,41.9%,39.5%,17.6%,11.8%,56.8%,20.5%,22.7%,11.9%,141,178,319,sa3023763
Enddy Azocar,BOS,A,19,180,.355,0.98,28.7%,35.2%,36.1%,25.0%,13.6%,46.1%,24.2%,29.7%,13.0%,239,414,653,sa3023764
Givian Sirvania,BOS,A,18,134,.305,2.00,17.5%,55.0%,27.5%,36.4%,4.5%,54.1%,16.5%,29.4%,15.0%,169,277,446,sa3023765
Ilan Fernandez,BOS,A,19,245,.307,1.02,26.6%,37.1%,36.4%,36.5%,7.7%,55.6%,18.1%,26.4%,13.4%,403,595,998,sa3023766
Efren Teran,CHW,A,19,279,.322,1.83,25.4%,48.3%,26.3%,24.1%,0.0%,37.8%,22.0%,40.2%,7.9%,395,620,1015,sa3023769
Andres Torres,TBR,A,19,47,.227,16.00,15.8%,84.2%,0.0%,0.0%,0.0%,36.4%,4.5%,59.1%,7.1%,91,105,196,sa3023781
Ivan Cespedes,CHC,A,20,104,.286,1.40,18.6%,47.5%,33.9%,30.0%,15.0%,55.9%,20.3%,23.7%,15.2%,162,253,415,sa3023901
Luis De La Cruz,CLE,A,19,315,.356,1.57,30.2%,42.7%,27.1%,25.9%,18.5%,40.0%,20.5%,39.5%,11.9%,450,680,1130,sa3023928
Yeiferth Castillo,CLE,A,19,455,.257,1.91,22.4%,50.9%,26.7%,27.0%,4.0%,36.9%,21.3%,41.8%,6.1%,491,1045,1536,sa3023931
Alejandro Blasco,CLE,A,19,105,.328,1.68,22.7%,48.5%,28.8%,21.1%,5.3%,48.5%,22.1%,29.4%,6.9%,186,265,451,sa3023938
Daniel Flames,TEX,A,19,357,.351,4.69,23.6%,63.0%,13.4%,13.8%,3.4%,41.2%,21.7%,37.2%,11.9%,509,872,1381,sa3023951
Jurdrick Profar,CHW,A,19,88,.264,1.05,18.9%,41.5%,39.6%,23.8%,4.8%,46.3%,20.4%,33.3%,19.2%,112,222,334,sa3023962
Christian Gonzalez,CHW,A,19,149,.256,0.81,20.7%,35.4%,43.9%,25.0%,2.8%,36.5%,31.8%,31.8%,12.2%,259,363,622,sa3023982
Jordan Sanchez,BAL,A,20,285,.297,1.24,22.9%,42.7%,34.4%,19.7%,12.1%,56.5%,18.1%,25.4%,17.9%,347,684,1031,sa3024112
Handelfry Encarnacion,MIL,A,19,531,.289,1.35,26.1%,42.4%,31.5%,24.0%,11.5%,52.2%,23.3%,24.5%,10.8%,852,1144,1996,sa3024124
Frederi Montero,MIL,A,19,457,.268,1.86,22.5%,50.4%,27.1%,22.9%,11.4%,44.7%,22.9%,32.3%,14.2%,707,1046,1753,sa3024125
Juan Martinez,MIL,A,19,79,.250,1.14,18.2%,43.6%,38.2%,28.6%,4.8%,41.1%,26.8%,32.1%,9.8%,120,166,286,sa3024128
Moises Polanco,MIL,A,19,33,.417,1.11,17.4%,43.5%,39.1%,22.2%,0.0%,37.5%,16.7%,45.8%,9.2%,39,81,120,sa3024129
Kevin Garcia,MIL,A,18,235,.282,0.76,27.4%,31.5%,41.1%,35.3%,11.8%,47.8%,19.4%,32.8%,19.3%,288,561,849,sa3024130
José Anderson,MIL,A,19,456,.232,0.53,22.3%,27.0%,50.7%,18.7%,21.5%,46.3%,29.6%,24.1%,17.7%,724,1169,1893,sa3024133
Elvin Garcia,BAL,A,19,252,.364,2.21,23.7%,52.5%,23.7%,17.9%,10.7%,43.8%,25.6%,30.6%,17.6%,370,632,1002,sa3024147
Hector Campusano,BAL,A,19,50,.269,2.60,30.8%,50.0%,19.2%,40.0%,0.0%,39.3%,25.0%,35.7%,13.9%,81,120,201,sa3024148
Luis Corobo,MIL,A,19,27,.462,1.25,25.0%,41.7%,33.3%,25.0%,0.0%,30.8%,15.4%,53.8%,7.6%,54,78,132,sa3024153
Hector Salas,HOU,A,22,202,.313,1.96,19.8%,53.1%,27.1%,15.4%,0.0%,39.0%,23.0%,38.0%,9.2%,412,499,911,sa3024156
