Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Juan Castillo,COL,A,23,14,21.4%,21.4%,1.00,.200,.429,.200,.629,.000,2.6,.286,0.0,2,0.0,.355,100,sa3015541
Jose D. Hernandez,LAD,A,23,81,18.5%,35.8%,0.52,.197,.346,.455,.800,.258,6.1,.273,-1.0,12,0.1,.360,101,sa3015557
Carlos Franco,OAK,A,23,9,33.3%,11.1%,3.00,.000,.333,.000,.333,.000,2.6,.000,0.0,1,-0.8,.256,35,sa3015580
George Feliz,SEA,A,23,274,7.7%,37.2%,0.21,.208,.281,.318,.599,.110,6.4,.326,-0.9,22,-19.8,.280,53,sa3015596
Luis Mendez,COL,A,23,261,12.3%,20.7%,0.59,.224,.326,.296,.622,.072,6.1,.286,-0.9,27,-13.2,.303,69,sa3015650
Starlin Aguilar,SEA,A,22,276,8.0%,26.8%,0.30,.272,.330,.453,.782,.181,1.3,.347,-1.0,40,-2.4,.349,95,sa3015722
Adrian De Leon,ARI,A,22,70,15.7%,35.7%,0.44,.145,.319,.345,.664,.200,5.2,.185,0.1,8,-2.7,.317,76,sa3015864
Cesar Quintas,SEA,A,23,417,9.4%,21.3%,0.44,.268,.350,.431,.781,.163,5.8,.326,0.1,62,-1.6,.355,98,sa3016109
Ricardo Cova,SEA,A,22,354,6.2%,14.1%,0.44,.290,.343,.461,.804,.171,7.9,.316,0.3,54,-0.1,.359,100,sa3016186
Jose Ramos,SFG,A,23,58,10.3%,27.6%,0.38,.184,.286,.306,.592,.122,7.9,.250,0.1,5,-4.1,.281,52,sa3016541
Jose Astudillo,SFG,A,22,199,6.5%,7.0%,0.93,.335,.388,.503,.891,.168,7.0,.338,0.7,38,7.3,.399,122,sa3016548
Moises Alcala,ARI,A,23,19,10.5%,21.1%,0.50,.235,.316,.647,.963,.412,2.6,.182,0.0,4,0.7,.396,124,sa3016628
Jakey Josepha,ARI,A,22,214,18.2%,25.7%,0.71,.249,.380,.361,.741,.112,5.5,.342,0.2,32,-1.2,.353,97,sa3017481
Carlos Pacheco,OAK,A,21,54,7.4%,14.8%,0.50,.191,.278,.234,.512,.043,6.2,.225,0.9,3,-5.1,.255,34,sa3018455
Ronny Ugarte,COL,A,21,121,12.4%,19.8%,0.63,.308,.388,.394,.783,.087,2.6,.375,-0.9,19,0.9,.367,107,sa3018460
Bryan Andrade,OAK,A,21,460,9.1%,21.5%,0.42,.245,.324,.381,.705,.136,7.1,.296,1.1,56,-14.9,.323,75,sa3018467
Jonathan Linares,LAA,A,21,165,15.8%,23.0%,0.68,.275,.415,.458,.873,.183,5.8,.348,0.0,32,6.7,.404,125,sa3018475
Derek Bernard,COL,A,20,334,13.2%,25.1%,0.52,.271,.368,.423,.791,.151,5.7,.352,-1.3,53,1.4,.364,105,sa3018477
Yerald Nin,ARI,A,20,207,9.7%,23.7%,0.41,.276,.350,.362,.712,.086,7.0,.370,0.0,27,-4.4,.336,87,sa3018479
Roynier Hernandez,COL,A,21,32,28.1%,15.6%,1.80,.364,.531,.591,1.122,.227,2.7,.412,-0.6,9,4.1,.501,186,sa3018495
Mairo Martinus,LAD,A,21,421,4.8%,21.6%,0.22,.317,.359,.537,.896,.220,9.2,.378,2.5,77,12.5,.391,119,sa3018505
Alejandro Rios,ARI,A,21,34,5.9%,55.9%,0.11,.100,.206,.100,.306,.000,0.8,.273,-0.1,0,-5.7,.175,-8,sa3018511
Oswaldo Osorio,LAD,A,21,223,13.5%,25.6%,0.53,.255,.363,.511,.874,.255,3.9,.292,-0.3,39,5.3,.385,116,sa3018560
Jose Alpuria,ARI,A,21,308,8.8%,23.7%,0.37,.307,.402,.556,.958,.249,8.9,.379,2.5,65,17.8,.422,139,sa3018562
Eliezer Rivero,LAA,A,21,35,2.9%,42.9%,0.07,.212,.257,.242,.500,.030,4.5,.389,0.1,2,-3.7,.242,29,sa3018937
Dervy Ventura,SEA,A,22,460,15.2%,26.3%,0.58,.247,.360,.362,.723,.115,6.8,.339,0.0,64,-6.7,.343,91,sa3019218
Cesar Gonzalez,OAK,A,21,244,12.7%,28.3%,0.45,.228,.352,.322,.674,.094,4.3,.321,-0.1,31,-6.7,.329,78,sa3019308
Abdias De La Cruz,ARI,A,21,385,12.5%,21.3%,0.59,.252,.344,.433,.776,.181,5.8,.297,-1.3,56,-3.0,.350,96,sa3019401
Cruzmel Arias,COL,A,22,27,3.7%,18.5%,0.20,.280,.333,.480,.813,.200,6.5,.316,-0.6,4,0.0,.360,102,sa3019527
Athanael Duarte,LAA,A,21,64,14.1%,34.4%,0.41,.148,.270,.222,.492,.074,3.8,.226,-0.5,3,-6.4,.249,33,sa3019630
Kevyn Castillo,LAA,A,21,438,14.2%,16.9%,0.84,.284,.394,.470,.864,.186,7.3,.325,-1.2,80,13.2,.392,118,sa3019771
Adrian Rodriguez,ARI,A,22,81,14.8%,25.9%,0.57,.143,.325,.206,.531,.063,8.0,.214,-0.1,7,-5.4,.286,58,sa3019899
Pedro Catuy,ARI,A,20,289,7.6%,28.0%,0.27,.240,.311,.388,.699,.147,7.4,.318,1.5,34,-10.5,.319,78,sa3021061
Joendry Vargas,LAD,A,20,554,4.9%,18.8%,0.26,.293,.333,.452,.785,.159,6.8,.344,-1.6,80,-4.5,.350,95,sa3021067
Felix Morrobel,LAA,A,20,111,12.6%,18.0%,0.70,.200,.297,.232,.529,.032,5.3,.247,-0.9,8,-9.4,.266,44,sa3021103
Yeiker Reyes,COL,A,20,133,11.3%,23.3%,0.48,.265,.344,.345,.689,.080,8.1,.345,0.1,16,-4.2,.324,82,sa3021126
Ramon Landaeta,OAK,A,20,125,10.4%,31.2%,0.33,.255,.336,.382,.718,.127,3.7,.371,-0.8,16,-3.0,.332,81,sa3021131
Jeremy Ciriaco,COL,A,19,272,9.2%,25.4%,0.36,.208,.292,.292,.585,.085,6.0,.281,-1.3,22,-19.5,.280,55,sa3021133
Carlos Virahonda,ARI,A,20,217,6.5%,18.4%,0.35,.273,.359,.508,.867,.235,5.3,.293,-0.4,38,4.7,.383,115,sa3021144
Yoiber Ocopio,SDP,A,21,262,9.9%,22.5%,0.44,.248,.351,.392,.743,.144,6.7,.314,0.5,37,-2.9,.347,94,sa3021159
José Mejía,ARI,A,20,136,19.9%,15.4%,1.29,.299,.449,.486,.935,.187,6.5,.349,-0.1,30,9.0,.432,145,sa3021169
Anyelo Marquez,LAA,A,20,458,9.4%,27.9%,0.34,.238,.318,.401,.719,.163,4.0,.307,-3.7,57,-13.3,.327,80,sa3021178
Victor Rodriguez,LAA,A,20,85,7.1%,38.8%,0.18,.190,.247,.392,.639,.203,4.6,.295,-0.1,7,-6.1,.279,51,sa3021183
Eliesbert Alejos,ARI,A,20,333,9.3%,22.2%,0.42,.213,.303,.271,.575,.058,3.2,.278,-1.4,28,-23.4,.282,55,sa3021195
Javier Herrera,LAD,A,21,276,14.5%,22.1%,0.66,.266,.376,.384,.760,.118,8.6,.345,1.0,42,-0.2,.358,100,sa3021203
Yosneiker Rivas,SFG,A,20,42,0.0%,23.8%,0.00,.293,.286,.390,.676,.098,2.8,.355,-0.6,4,-2.3,.299,62,sa3021262
Angel Guzman,SFG,A,20,152,15.8%,23.0%,0.69,.260,.397,.415,.812,.154,3.3,.333,-0.4,26,2.9,.380,110,sa3021268
Dario Reynoso,SFG,A,21,460,15.4%,33.3%,0.46,.274,.392,.483,.875,.209,7.2,.417,-0.1,86,15.7,.396,120,sa3021329
Abel Lorenzo,LAD,A,20,133,3.8%,25.6%,0.15,.210,.256,.298,.554,.089,7.7,.278,0.1,8,-12.4,.257,39,sa3021831
Kelvin Alcantara,SEA,A,20,15,6.7%,40.0%,0.17,.357,.400,.643,1.043,.286,2.0,.571,0.0,4,1.2,.450,154,sa3021837
Samil Dishmey,LAA,A,20,90,6.7%,36.7%,0.18,.256,.322,.439,.761,.183,6.8,.404,-0.4,12,-1.5,.341,88,sa3021841
Sebastian De Andrade,SEA,A,20,36,13.9%,25.0%,0.56,.207,.361,.276,.637,.069,4.6,.300,-0.4,4,-1.1,.325,80,sa3021842
Jose Gonzalez,LAD,A,21,19,5.3%,36.8%,0.14,.222,.263,.500,.763,.278,9.5,.300,0.2,2,-0.7,.321,78,sa3022196
Wilder Dalis,COL,A,19,328,13.4%,24.1%,0.56,.310,.409,.574,.983,.264,8.0,.378,2.2,72,21.3,.430,144,sa3022347
Enyervert Perez,ARI,A,20,393,11.2%,28.2%,0.40,.222,.328,.371,.699,.149,1.9,.294,-1.1,48,-11.9,.326,81,sa3022379
Jesus Freitez,COL,A,20,187,8.0%,13.9%,0.58,.248,.318,.329,.648,.081,6.3,.289,0.6,20,-9.0,.306,71,sa3022392
Lisbel Diaz,SFG,A,20,28,14.3%,17.9%,0.80,.250,.357,.625,.982,.375,2.2,.188,-0.1,6,1.4,.413,130,sa3022399
Alcides Hernandez,SDP,A,21,51,21.6%,25.5%,0.85,.263,.412,.289,.701,.026,2.2,.370,-0.2,8,-0.1,.356,99,sa3022446
Yimy Tovar,SDP,A,20,196,12.8%,14.8%,0.86,.240,.333,.353,.687,.114,7.4,.273,0.5,23,-6.6,.322,79,sa3022486
John Wimmer,LAA,A,21,220,12.3%,33.2%,0.37,.272,.384,.516,.900,.245,5.6,.392,0.3,42,8.3,.400,123,sa3022509
Nate Nankil,OAK,A,23,105,9.5%,16.2%,0.59,.264,.352,.363,.715,.099,5.4,.311,0.2,14,-2.0,.338,84,sa3022532
Myles Naylor,OAK,A,21,97,13.4%,37.1%,0.36,.274,.371,.476,.847,.202,6.7,.444,-0.2,17,2.0,.381,110,sa3022605
Bryan Gonzalez Garcia,LAD,A,20,89,9.0%,29.2%,0.31,.228,.303,.329,.632,.101,3.7,.333,-0.2,9,-5.0,.297,63,sa3022617
Kendall George,LAD,A,21,21,19.0%,23.8%,0.80,.294,.429,.353,.782,.059,6.7,.417,0.0,4,0.5,.385,116,sa3022660
Colton Vincent,SDP,A,26,10,30.0%,20.0%,1.50,.143,.400,.143,.543,.000,4.3,.200,0.2,1,-0.3,.324,80,sa3023089
Easton Shelton,LAD,A,20,486,14.6%,33.5%,0.44,.297,.403,.644,1.047,.346,4.2,.398,-1.3,113,38.2,.445,151,sa3023287
Jaron Elkins,LAD,A,21,332,9.9%,22.0%,0.45,.339,.421,.584,1.005,.245,9.1,.416,2.8,76,25.2,.442,150,sa3023288
Angel Arredondo,LAA,A,19,107,14.0%,18.7%,0.75,.283,.383,.391,.774,.109,4.7,.352,0.1,17,0.7,.366,103,sa3023647
Adriel Radney,ARI,A,19,117,12.0%,23.9%,0.50,.212,.328,.222,.550,.010,2.0,.296,-0.8,10,-7.8,.286,58,sa3023886
Emil Morales,LAD,A,19,179,8.4%,26.3%,0.32,.323,.385,.570,.955,.247,6.1,.417,-0.5,37,9.1,.415,133,sa3023887
Ashly Andujar,COL,A,18,361,7.2%,19.9%,0.36,.242,.301,.324,.625,.083,6.0,.298,-1.7,34,-21.7,.293,63,sa3023890
Joswa Lugo,LAA,A,19,116,6.9%,25.0%,0.28,.233,.302,.359,.661,.126,4.2,.288,0.0,12,-5.8,.304,66,sa3023894
Jhonny Level,SFG,A,19,217,7.8%,16.6%,0.47,.325,.392,.576,.968,.251,7.3,.351,0.7,45,12.0,.420,134,sa3023898
Juan Alvarez,ARI,A,20,12,0.0%,25.0%,0.00,.083,.083,.333,.417,.250,0.1,.000,0.0,0,-2.2,.158,-18,sa3023900
Hayden Alvarez,LAA,A,19,446,13.5%,20.2%,0.67,.296,.396,.479,.874,.183,8.8,.361,2.8,84,15.3,.397,121,sa3023906
Kyle Sinzza,ARI,A,19,62,11.3%,30.6%,0.37,.189,.283,.226,.510,.038,6.5,.294,0.5,4,-5.8,.257,41,sa3023908
Roldy Brito,COL,A,19,378,8.2%,16.9%,0.48,.327,.390,.506,.896,.179,7.6,.381,-1.6,72,14.3,.400,127,sa3023917
Marlon Quintero,LAA,A,19,374,5.1%,17.4%,0.29,.246,.284,.376,.660,.130,4.7,.276,0.6,36,-21.4,.296,61,sa3023936
Pedro Blanco,ARI,A,19,456,11.4%,37.7%,0.30,.233,.333,.442,.776,.210,5.0,.356,-0.4,65,-4.4,.348,95,sa3023945
Cristian Arguelles,COL,A,19,162,9.9%,11.7%,0.84,.246,.327,.366,.693,.120,5.6,.268,-0.4,19,-5.4,.322,80,sa3023968
Oliver Tejada,SFG,A,19,187,10.2%,28.3%,0.36,.215,.326,.399,.725,.184,5.4,.270,0.4,24,-4.5,.332,82,sa3023972
Jorge Quintana,SDP,A,19,443,11.7%,28.2%,0.42,.234,.328,.367,.695,.134,7.0,.320,1.7,53,-14.5,.323,79,sa3024107
Edgar Montero,OAK,A,19,449,16.3%,35.6%,0.46,.230,.365,.378,.743,.148,5.6,.365,0.6,65,-3.5,.350,91,sa3024109
Jose Ramos,OAK,A,19,45,11.1%,33.3%,0.33,.154,.244,.179,.424,.026,3.6,.240,-0.2,1,-5.8,.218,12,sa3024111
Juan Martinez,COL,A,19,104,11.5%,15.4%,0.75,.278,.365,.456,.821,.178,5.9,.324,-0.9,17,1.1,.371,109,sa3024128
Eduardo Rojas,LAD,A,19,4,0.0%,25.0%,0.00,.250,.250,.250,.500,.000,2.6,.333,0.0,0,-0.5,.234,26,sa3024143
Jesmaylin Arias,SDP,A,19,81,8.6%,23.5%,0.37,.208,.296,.306,.602,.097,7.7,.283,-0.1,7,-5.3,.288,58,sa3024311
Francisco Espinoza,LAD,A,19,133,11.3%,19.5%,0.58,.296,.383,.330,.714,.035,2.2,.378,-0.9,19,-1.3,.348,94,sa3024357
Carlos Renzullo,COL,A,19,354,12.1%,13.0%,0.93,.276,.370,.346,.716,.070,4.9,.316,-2.7,50,-4.8,.344,93,sa3024879
Dustin Crenshaw,SEA,A,24,309,11.0%,24.3%,0.45,.233,.328,.331,.659,.098,6.9,.309,-0.8,35,-12.7,.314,73,sa3025119
Robert Hipwell,SFG,A,23,12,16.7%,25.0%,0.67,.444,.500,.444,.944,.000,1.6,.571,0.0,3,0.9,.440,146,sa3025186
Ching-Hsien Ko,LAD,A,19,531,16.8%,24.1%,0.70,.260,.392,.470,.861,.209,4.5,.318,-1.6,96,14.9,.390,118,sa3025230
Jeremiah Jenkins,SFG,A,23,464,15.1%,29.1%,0.52,.226,.356,.439,.795,.213,3.3,.296,-0.9,72,1.0,.361,99,sa3025550
Slate Alford,LAA,A,23,177,13.0%,21.5%,0.61,.230,.333,.362,.695,.132,3.9,.279,-0.9,22,-5.3,.326,79,sa3025895
Bryan Arendt,OAK,A,23,118,7.6%,22.0%,0.35,.222,.308,.455,.762,.232,6.0,.225,0.4,15,-2.8,.333,81,sa3026168
Anson Aroz,LAD,A,23,104,17.3%,27.9%,0.62,.313,.452,.463,.914,.150,3.4,.440,-1.2,22,6.3,.426,140,sa3026234
Isaiah Barkett,SFG,A,22,341,11.4%,8.2%,1.39,.331,.411,.474,.886,.143,6.1,.350,-1.0,67,14.3,.405,125,sa3026572
Peyton Bonds,SFG,A,20,15,6.7%,26.7%,0.25,.286,.333,.286,.619,.000,2.0,.400,0.0,2,-0.8,.301,64,sa3027364
Damian Bravo,SFG,A,22,248,6.0%,21.4%,0.28,.291,.351,.509,.860,.218,7.0,.333,0.9,42,4.0,.376,108,sa3027616
Jake Brown,SEA,A,21,109,7.3%,11.0%,0.67,.313,.358,.444,.802,.131,4.6,.333,-1.0,17,0.3,.362,102,sa3027844
Daniel Bucciero,OAK,A,21,347,12.4%,24.8%,0.50,.309,.409,.481,.890,.172,7.1,.402,1.3,68,14.6,.405,124,sa3027937
Drew Burress,OAK,A,21,137,16.8%,27.7%,0.61,.291,.431,.591,1.022,.300,9.6,.385,1.9,32,10.8,.446,148,sa3028100
Ali Camarillo,OAK,A,23,96,9.4%,22.9%,0.41,.346,.427,.568,.995,.222,8.6,.431,1.4,21,6.7,.436,142,sa3028297
Luke Cantwell,SDP,A,23,160,16.3%,18.8%,0.87,.328,.475,.496,.971,.168,6.0,.419,-0.9,38,13.6,.452,156,sa3028378
Nu'u Contrades,SDP,A,22,98,13.3%,19.4%,0.68,.250,.357,.429,.786,.179,6.2,.290,0.1,15,0.1,.360,102,sa3029287
Kerrington Cross,SDP,A,24,228,20.2%,23.2%,0.87,.313,.467,.608,1.075,.295,8.0,.393,1.7,59,23.9,.474,169,sa3029598
Justin DeCriscio,SDP,A,23,117,6.0%,12.0%,0.50,.311,.363,.544,.907,.233,7.1,.333,-0.8,22,4.0,.396,123,sa3030012
Korbyn Dickerson,SEA,A,22,349,13.2%,24.9%,0.53,.276,.387,.425,.812,.150,6.6,.362,1.2,59,5.9,.378,111,sa3030281
Brayden Dowd,ARI,A,21,107,14.0%,19.6%,0.71,.165,.280,.253,.533,.088,4.0,.200,-0.3,7,-9.3,.263,44,sa3030520
Jake Duer,ARI,A,23,56,8.9%,19.6%,0.45,.224,.286,.347,.633,.122,4.0,.275,-0.1,5,-3.6,.287,59,sa3030609
Mason Eckelman,SEA,A,21,29,13.8%,20.7%,0.67,.200,.310,.400,.710,.200,2.6,.222,0.0,4,-0.9,.323,79,sa3030769
Henry Ford,SEA,A,21,56,12.5%,28.6%,0.44,.255,.375,.511,.886,.255,2.8,.296,-0.5,10,1.8,.394,121,sa3031540
Fernando Gonzalez,SFG,A,24,168,11.9%,8.3%,1.43,.232,.357,.304,.661,.072,3.6,.242,-0.2,21,-4.9,.327,79,sa3032413
Gavin Grahovac,LAA,A,21,107,12.1%,27.1%,0.45,.304,.402,.641,1.043,.337,8.8,.364,1.8,25,8.5,.446,151,sa3032567
Dylan Grego,SDP,A,22,158,10.1%,21.5%,0.47,.237,.318,.396,.714,.158,6.5,.284,-0.8,19,-4.8,.325,81,sa3032686
Nathan Hall,ARI,A,22,44,4.5%,20.5%,0.22,.357,.386,.643,1.029,.286,4.0,.400,-0.4,10,3.3,.442,151,sa3033038
Ryder Helfrick,ARI,A,21,110,11.8%,26.4%,0.45,.245,.327,.521,.849,.277,5.0,.286,-0.2,17,0.4,.363,104,sa3033556
Grant Jay,SEA,A,22,327,12.5%,37.0%,0.34,.225,.358,.434,.792,.210,6.8,.350,-0.2,51,1.0,.362,102,sa3034611
Eric Jeon,SEA,A,21,11,9.1%,9.1%,1.00,.556,.636,.778,1.414,.222,5.1,.625,0.0,4,2.7,.625,258,sa3034666
Caleb Johnson,LAD,A,22,96,11.5%,26.0%,0.44,.293,.375,.537,.912,.244,6.8,.352,1.1,18,3.4,.398,123,sa3034718
Carson Kerce,ARI,A,21,115,14.8%,19.1%,0.77,.295,.417,.421,.838,.126,6.0,.366,0.5,22,3.9,.396,124,sa3035297
Matt Klein,COL,A,22,194,22.2%,24.7%,0.90,.185,.376,.295,.671,.110,1.6,.240,-1.0,26,-3.4,.339,90,sa3035491
Cort MacDonald,COL,A,22,84,9.5%,7.1%,1.33,.288,.354,.466,.819,.178,5.6,.299,-0.5,13,0.5,.366,106,sa3036781
Cam Maldonado,SFG,A,22,323,10.5%,26.0%,0.40,.263,.341,.484,.825,.221,7.3,.317,0.6,50,0.9,.362,100,sa3036900
Tanner Mally,SFG,A,21,107,18.7%,15.0%,1.25,.383,.523,.494,1.017,.111,8.7,.470,0.7,28,11.7,.479,169,sa3036924
Roman Martin,OAK,A,21,122,13.1%,21.3%,0.62,.253,.410,.337,.747,.084,6.2,.343,1.1,20,1.4,.372,104,sa3037203
Chris McHugh,SDP,A,20,71,5.6%,23.9%,0.24,.286,.352,.413,.765,.127,2.9,.370,-1.4,10,-0.5,.351,96,sa3037627
Lorenzo Meola,SFG,A,22,547,9.5%,24.3%,0.39,.269,.353,.468,.821,.200,7.1,.338,-0.3,88,4.2,.367,103,sa3037876
Estevan Moreno,SEA,A,22,403,9.7%,33.0%,0.29,.272,.350,.514,.864,.242,7.7,.380,2.3,69,7.2,.379,112,sa3038350
Weber Neels,ARI,A,23,56,3.6%,23.2%,0.15,.365,.411,.750,1.161,.385,1.6,.444,-0.1,15,6.7,.490,179,sa3038721
Cameron Nelson,COL,A,22,368,19.0%,25.5%,0.74,.254,.408,.401,.809,.146,8.1,.351,0.0,65,8.6,.385,117,sa3038742
Ryan Niedzwiedz,COL,A,21,56,12.5%,28.6%,0.44,.143,.250,.224,.474,.082,3.8,.212,-0.1,2,-6.3,.236,29,sa3038865
Luke Nixon,SFG,A,21,54,13.0%,20.4%,0.64,.213,.315,.277,.591,.064,6.2,.278,0.3,5,-3.3,.291,58,sa3038891
Conner O'Neal,LAD,A,23,298,16.1%,32.6%,0.49,.238,.372,.406,.778,.168,1.9,.353,-1.0,47,1.4,.364,103,sa3039155
Ryan Picollo,SEA,A,24,232,9.1%,42.2%,0.21,.176,.254,.338,.592,.162,3.3,.265,-1.4,17,-18.9,.269,47,sa3039893
Broedy Poppell,SFG,A,24,310,12.3%,27.7%,0.44,.246,.359,.408,.767,.162,7.8,.333,1.8,47,-0.9,.356,96,sa3040084
Ace Reese,SEA,A,21,100,19.0%,12.0%,1.58,.440,.530,.667,1.197,.227,4.4,.462,0.1,30,14.5,.518,195,sa3040543
Zach Rogacki,COL,A,22,17,23.5%,17.6%,1.33,.308,.471,.615,1.086,.308,5.1,.333,0.2,4,1.8,.477,172,sa3041032
Logan Sauve,OAK,A,22,141,14.9%,15.6%,0.95,.252,.383,.330,.713,.078,4.0,.301,-0.5,21,-1.1,.350,91,sa3041610
Drew Smith,SFG,A,23,12,0.0%,25.0%,0.00,.333,.333,.667,1.000,.333,1.6,.375,0.0,3,0.7,.420,134,sa3042539
AJ Soldra,LAD,A,22,192,6.8%,32.3%,0.21,.298,.366,.520,.887,.222,6.4,.427,-1.9,35,5.3,.389,118,sa3042717
Alex Sosa,OAK,A,21,77,16.9%,15.6%,1.08,.290,.403,.500,.903,.210,3.3,.306,0.0,15,3.1,.403,123,sa3042760
Jack Spanier,ARI,A,21,65,7.7%,20.0%,0.38,.283,.338,.317,.655,.033,6.3,.362,0.4,7,-2.6,.314,75,sa3042795
Jared Sprague-Lott,OAK,A,24,120,12.5%,14.2%,0.88,.313,.403,.465,.868,.152,5.9,.333,0.5,22,3.9,.395,118,sa3042867
Tanner Thach,COL,A,22,338,8.9%,13.9%,0.64,.339,.414,.541,.955,.202,4.0,.368,-1.0,72,20.3,.425,141,sa3043649
Joe Tiroly,SDP,A,21,71,7.0%,19.7%,0.36,.323,.380,.692,1.073,.369,1.3,.318,-1.2,17,6.0,.451,155,sa3043858
Gavin Turley,OAK,A,22,352,14.5%,31.3%,0.46,.244,.364,.440,.803,.196,3.9,.329,-1.3,56,2.2,.366,101,sa3044148
Landyn Vidourek,COL,A,22,409,18.6%,36.7%,0.51,.158,.319,.294,.613,.136,6.5,.251,-1.4,41,-21.2,.302,67,sa3044483
Jaxon Willits,LAA,A,21,119,18.5%,23.5%,0.79,.305,.437,.474,.911,.168,6.0,.400,1.3,25,6.7,.421,135,sa3045313
Ryan Wynn,SEA,A,21,97,11.3%,30.9%,0.37,.244,.361,.366,.727,.122,6.3,.360,0.6,14,-1.1,.346,93,sa3045655
Hayden Yost,SEA,A,21,114,13.2%,22.8%,0.58,.298,.404,.596,.999,.298,5.3,.333,-0.6,25,7.5,.431,143,sa3045723
Brayden Corn,SEA,A,22,85,11.8%,38.8%,0.30,.194,.298,.250,.548,.056,5.8,.333,0.6,6,-6.7,.272,49,sa3058932
Alex Hernandez,OAK,A,20,77,5.2%,32.5%,0.16,.164,.208,.260,.468,.096,4.7,.234,-0.1,2,-10.1,.215,11,sa3059481
Augie Lopez,SDP,A,21,40,7.5%,27.5%,0.27,.111,.179,.306,.485,.194,4.3,.087,-0.6,1,-5.3,.213,14,sa3059845
Jack Natili,COL,A,21,67,9.0%,28.4%,0.32,.250,.348,.518,.866,.268,2.3,.294,-0.1,11,1.2,.378,113,sa3060122
Kyeler Thompson,LAD,A,21,22,9.1%,9.1%,1.00,.368,.455,.474,.928,.105,4.5,.412,-0.6,5,1.5,.433,144,sa3060747
Ryan Wideman,SDP,A,22,299,8.0%,19.4%,0.41,.314,.389,.504,.893,.189,9.0,.383,0.9,57,11.5,.401,126,sa3060916
Alex Conover,SDP,A,20,87,6.9%,16.1%,0.43,.263,.356,.395,.751,.132,6.8,.300,1.1,13,-0.6,.351,96,sa3065515
Daniel Jackson,COL,A,21,98,14.3%,22.4%,0.64,.309,.408,.593,1.001,.284,5.4,.345,0.4,22,6.6,.432,146,sa3065812
JD Dix,ARI,A,20,235,13.6%,22.6%,0.60,.253,.378,.468,.846,.216,8.8,.298,2.7,41,5.0,.382,115,sa3066859
Connor Dykstra,SEA,A,25,251,12.0%,29.9%,0.40,.245,.394,.362,.757,.117,5.8,.364,-1.7,40,1.8,.367,105,sa3067036
Kellon Lindsey,LAD,A,20,290,17.2%,25.9%,0.67,.288,.421,.507,.928,.218,8.5,.379,2.3,60,15.9,.419,136,sa3067042
Tommy Takayoshi,OAK,A,25,32,18.8%,34.4%,0.55,.167,.375,.167,.542,.000,1.1,.308,-0.6,4,-1.4,.311,68,sa3067091
Clayton Gray,COL,A,24,188,16.0%,23.4%,0.68,.316,.431,.432,.863,.116,4.3,.422,-0.8,37,8.1,.406,130,sa3067153
Chase Harlan,LAD,A,19,266,14.3%,19.2%,0.75,.329,.438,.571,1.009,.242,3.9,.388,-0.7,62,21.4,.447,153,sa3067256
Ben Newton,OAK,A,24,60,6.7%,25.0%,0.27,.145,.203,.164,.367,.018,3.1,.200,-0.6,0,-9.5,.185,-7,sa3067265
Brendan Tunink,LAD,A,20,352,13.1%,35.5%,0.37,.197,.313,.294,.607,.097,6.8,.324,2.7,34,-20.3,.296,62,sa3067275
