Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Oswaldo Linares,SDP,A+,23,40,130,145,22,15,5,0,2,14,14,12,0,31,2,0,1,2,1,3,.169,sa3015593
Carlos Rodriguez,SDP,A+,23,83,293,333,64,44,10,3,7,38,31,39,0,77,0,0,1,6,1,0,.218,sa3015594
Jose Cordoba,STL,A+,23,42,141,156,29,23,4,1,1,16,14,9,0,35,5,0,0,1,9,2,.206,sa3015614
Miguel Villarroel,STL,A+,24,17,58,68,18,13,3,0,2,12,14,8,0,19,2,0,0,1,4,2,.310,sa3015631
Dilan Granadillo,CHC,A+,25,10,31,39,2,2,0,0,0,6,1,6,0,17,2,0,0,0,0,0,.065,sa3015686
Cristian Santana,DET,A+,22,92,283,354,56,33,6,1,16,43,49,54,0,92,11,3,3,6,5,0,.198,sa3015697
Danny De Andrade,MIN,A+,22,108,399,446,96,57,18,6,15,63,50,36,0,123,8,3,0,14,9,4,.241,sa3015698
Jesus Galiz,LAD,A+,22,16,58,68,14,12,2,0,0,3,11,9,0,13,0,1,0,3,0,0,.241,sa3015700
Pedro Pineda,OAK,A+,22,77,277,306,70,48,13,2,7,42,39,24,0,95,4,1,0,5,15,4,.253,sa3015703
Victor Acosta,CIN,A+,22,48,140,166,36,22,6,4,4,29,18,11,0,32,10,2,2,1,5,2,.257,sa3015705
Ariel Almonte,CIN,A+,22,28,99,112,15,8,2,0,5,13,12,11,0,37,1,1,0,1,0,0,.152,sa3015708
Leonel Espinoza,CHC,A+,23,48,184,207,41,26,10,2,3,33,24,17,0,48,4,1,1,10,10,1,.223,sa3015735
Jesus Hernandez,MIA,A+,22,72,220,261,66,50,10,1,5,37,35,38,0,47,0,2,1,4,22,6,.300,sa3015736
Luis Castillo,MIL,A+,22,110,367,440,90,49,20,1,20,60,90,64,1,104,3,6,0,3,3,1,.245,sa3015801
Derlin Figueroa,KCR,A+,22,108,404,452,102,50,24,2,26,69,89,42,1,135,2,3,1,5,18,7,.252,sa3015851
Luis Pino,STL,A+,22,42,139,165,34,18,11,1,4,23,14,24,0,39,1,1,0,5,6,1,.245,sa3015866
José Suárez,STL,A+,21,95,360,391,93,60,21,2,10,52,47,19,0,122,9,3,0,11,26,6,.258,sa3016156
Anyelo Encarnación,STL,A+,22,70,218,263,51,32,8,2,9,38,34,37,0,84,5,3,0,7,18,3,.234,sa3016157
Edgardo Ordonez,MIL,A+,22,10,36,39,7,3,3,0,1,4,6,2,0,12,0,1,0,0,0,0,.194,sa3016553
Rayne Doncon,MIN,A+,22,50,175,198,24,12,7,0,5,21,25,20,0,37,1,1,1,4,2,0,.137,sa3016720
Diego Omana,CIN,A+,23,14,31,36,11,8,3,0,0,5,5,5,0,8,0,0,0,0,0,0,.355,sa3016824
Izaac Pacheco,DET,A+,23,3,6,9,3,0,0,0,3,3,7,3,0,1,0,0,0,0,0,0,.500,sa3016969
Geuri Lubo,CHC,A+,22,19,63,70,12,8,2,0,2,6,9,4,0,26,0,3,0,0,1,0,.190,sa3017122
Wilfredo Lara,MIA,A+,22,78,235,285,56,36,13,1,6,45,35,46,0,72,3,1,0,3,14,2,.238,sa3017123
Juan Benjamin,CLE,A+,23,31,103,118,24,15,7,0,2,13,14,14,0,32,0,1,0,3,4,3,.233,sa3017217
Christian Olivo,CHC,A+,22,80,258,306,57,37,13,2,5,53,42,38,0,59,8,2,0,6,18,1,.221,sa3017877
Mitch Myers,OAK,A+,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3018179
Wyatt Hoffman,SDP,A+,27,4,13,15,2,1,1,0,0,2,1,2,0,4,0,0,0,0,0,1,.154,sa3018219
Clayton Campbell,DET,A+,22,89,327,378,84,57,16,2,9,54,51,42,1,100,4,5,0,6,4,1,.257,sa3018386
Daniel Guilarte,MIL,A+,22,33,109,126,20,14,3,2,1,13,12,15,0,44,1,1,0,3,9,1,.183,sa3018388
Rosman Verdugo,SDP,A+,21,109,386,461,87,56,14,2,15,53,59,59,1,120,10,4,2,6,9,4,.225,sa3018393
Jaison Chourio,CLE,A+,21,22,82,102,26,17,7,0,2,16,7,18,0,18,0,2,0,1,10,4,.317,sa3018399
Andy Lugo,MIN,A+,22,68,189,232,32,21,5,1,5,32,22,30,0,66,6,3,0,1,6,3,.169,sa3018400
Samuel Munoz,LAD,A+,21,95,324,368,68,50,9,2,7,33,40,37,0,74,4,3,0,7,6,6,.210,sa3018407
Yilber Herrera,MIN,A+,21,4,12,16,3,2,0,1,0,2,2,2,0,5,1,1,0,0,0,1,.250,sa3018425
Victor Izturis,CLE,A+,21,6,20,23,3,2,1,0,0,3,0,3,0,8,0,0,0,0,0,0,.150,sa3018428
Esmith Pineda,CIN,A+,21,62,195,218,38,30,5,0,3,23,18,18,0,71,2,2,1,3,0,1,.195,sa3018435
Victor Ortega,MIA,A+,22,11,35,49,11,7,4,0,0,9,7,13,0,13,0,1,0,0,0,1,.314,sa3018439
Carlos Pacheco,OAK,A+,21,30,96,109,20,14,3,2,1,19,5,12,0,40,1,0,0,0,15,3,.208,sa3018455
Carlos Sanchez,CIN,A+,21,69,278,325,87,56,18,4,9,74,36,45,0,77,0,0,2,4,18,6,.313,sa3018465
Yordalin Peña,STL,A+,21,19,72,77,18,8,6,0,4,12,9,3,0,25,2,0,0,0,2,1,.250,sa3018489
Mairo Martinus,LAD,A+,21,29,115,118,31,21,3,1,6,16,23,3,0,34,0,0,0,1,2,4,.270,sa3018505
Jesús  Báez,STL,A+,21,54,219,243,54,29,11,0,14,38,41,18,0,39,1,5,0,4,5,3,.247,sa3018507
Victor Rodrigues,LAD,A+,21,77,258,308,53,39,12,0,2,29,29,43,0,54,3,3,0,10,1,0,.205,sa3018520
Juan Baez,MIL,A+,21,84,276,309,49,35,11,1,2,35,31,28,0,56,2,3,0,9,2,1,.178,sa3018525
Eduardo Guerrero,LAD,A+,21,113,399,467,111,89,15,2,5,51,57,59,0,90,2,6,1,5,15,6,.278,sa3018536
Enderson Delgado,DET,A+,21,6,22,23,4,3,1,0,0,2,3,1,0,7,0,0,0,2,1,0,.182,sa3018576
Ricardo Pena,MIN,A+,21,6,19,24,1,1,0,0,0,2,0,5,0,10,0,0,0,0,0,0,.053,sa3018593
Juan Matheus,MIA,A+,22,42,157,182,41,24,8,2,7,30,29,22,0,29,1,2,0,2,8,1,.261,sa3018611
Carlos Sanchez,MIA,A+,21,35,116,138,18,9,4,0,5,16,16,19,0,40,0,3,0,2,1,0,.155,sa3018613
Jose Escobar,CHC,A+,21,78,292,333,86,58,20,3,5,38,50,31,0,45,5,5,0,7,7,3,.295,sa3018629
Erick Torres,KCR,A+,21,88,321,361,87,76,6,2,3,36,43,27,0,54,2,7,4,4,15,5,.271,sa3018641
Byron Chourio,MIN,A+,21,26,76,94,23,15,4,1,3,11,17,14,0,20,2,1,1,2,12,0,.303,sa3018644
Joseilyn Gonzalez,LAD,A+,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3018910
Nestor Rios,MIA,A+,21,9,13,17,0,0,0,0,0,3,0,2,0,9,2,0,0,0,1,0,.000,sa3018918
Jeffrey Mercedes,CLE,A+,21,88,328,357,80,49,20,0,11,40,44,24,0,71,4,1,0,10,2,1,.244,sa3018942
Abrahan Ramirez,MIA,A+,21,43,143,165,33,24,7,0,2,15,23,18,0,30,1,3,0,1,13,3,.231,sa3018943
Samuel Gil,DET,A+,21,102,365,413,89,76,10,2,1,50,29,38,0,62,7,3,0,12,12,2,.244,sa3018963
Ricardo Hurtado,DET,A+,23,96,340,427,65,42,14,0,9,46,46,69,0,115,16,2,0,11,6,1,.191,sa3019200
Won-Bin Cho,STL,A+,22,56,193,233,52,28,14,2,8,37,39,37,0,58,3,0,0,3,23,6,.269,sa3019526
Yasser Mercedes,MIN,A+,21,88,345,394,80,44,23,1,12,47,48,39,0,116,7,3,0,2,41,6,.232,sa3019557
Ricson Gonzalez,KCR,A+,21,2,6,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.000,sa3019629
Tayden Hall,MIL,A+,23,88,292,371,77,45,18,2,12,52,53,68,0,85,9,2,0,6,13,5,.264,sa3019929
Logan Wagner,LAD,A+,22,58,231,254,60,25,19,0,16,47,46,18,0,71,1,3,0,2,4,2,.260,sa3019932
Jose Izarra,LAD,A+,24,56,175,204,40,28,8,2,2,31,19,21,0,54,3,3,2,4,10,2,.229,sa3019998
Sammy Hernandez,STL,A+,22,65,204,253,57,28,18,0,11,38,35,43,0,47,4,2,0,2,21,5,.279,sa3020141
Cameron Decker,LAD,A+,22,45,150,181,33,20,8,1,4,26,20,22,0,57,3,4,0,0,6,2,.220,sa3020223
Lamar King Jr.,SDP,A+,22,93,329,376,77,57,14,2,4,34,39,36,0,92,10,1,0,5,17,4,.234,sa3020279
Austin Charles,KCR,A+,22,45,165,186,47,28,11,1,7,28,25,16,0,36,2,1,2,2,10,2,.285,sa3020497
Yannic Walther,MIL,A+,22,31,101,121,24,16,6,0,2,15,12,17,0,42,0,2,1,1,0,0,.238,sa3021064
Alfredo Duno,CIN,A+,20,65,242,295,63,34,13,0,16,46,47,49,2,79,3,1,0,1,2,0,.260,sa3021066
Starlyn Caba,MIA,A+,20,82,296,373,70,46,13,4,7,50,47,71,0,90,4,2,0,6,21,1,.236,sa3021070
Angel Cepeda,CHC,A+,20,68,251,306,67,46,9,1,11,45,48,44,0,83,8,3,0,6,12,2,.267,sa3021080
Esmil Valencia,MIA,A+,20,52,182,200,38,19,12,1,6,22,29,10,0,47,4,4,0,7,8,4,.209,sa3021082
Welbyn Francisca,CLE,A+,20,65,253,289,70,39,13,1,17,46,49,32,0,64,1,3,0,4,11,2,.277,sa3021087
Enrique Jimenez,MIN,A+,20,24,88,106,18,11,3,0,4,19,9,18,0,29,0,0,0,1,0,0,.205,sa3021091
Filippo Di Turi,MIL,A+,20,4,11,15,2,2,0,0,0,2,2,4,0,5,0,0,0,0,0,0,.182,sa3021093
Juan Hernandez,DET,A+,20,80,272,296,58,47,7,1,3,39,32,21,0,99,2,1,0,10,1,1,.213,sa3021152
Yoiber Ocopio,SDP,A+,21,16,54,59,14,12,1,0,1,8,4,3,0,14,2,0,0,3,0,0,.259,sa3021159
José Pirela,CLE,A+,20,23,85,98,26,13,7,1,5,13,22,12,0,25,1,0,0,0,0,1,.306,sa3021191
Eduardo Quintero,LAD,A+,20,111,398,501,123,78,28,5,12,107,68,88,0,102,12,3,0,8,44,7,.309,sa3021208
Luiyin Alastre,MIL,A+,20,76,220,279,43,29,11,2,1,28,28,52,0,45,2,4,1,3,6,8,.195,sa3021210
Luis Lameda,MIL,A+,20,13,48,56,7,4,2,1,0,6,5,8,0,11,0,0,0,1,0,0,.146,sa3021233
Angel Acosta,KCR,A+,23,59,182,215,52,43,6,2,1,27,23,21,0,29,5,2,5,5,3,3,.286,sa3021290
Pedro Roque,KCR,A+,20,5,11,13,1,0,0,1,0,2,1,2,0,6,0,0,0,0,0,1,.091,sa3021300
Heriberto Caraballo,STL,A+,21,3,11,11,1,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,.091,sa3021317
Jayson Bass,MIN,A+,20,20,76,82,14,11,0,0,3,7,6,4,0,28,2,0,0,1,3,1,.184,sa3021323
Logun Clark,CLE,A+,23,30,85,118,14,11,2,0,1,17,10,25,0,25,8,0,0,0,0,0,.165,sa3021584
Hyungchan Um,KCR,A+,22,10,29,37,7,3,2,1,1,7,9,6,0,12,1,0,1,0,1,0,.241,sa3021585
Tyler Rodriguez,MIL,A+,20,41,140,171,34,25,7,0,2,20,10,25,0,35,6,0,0,5,7,5,.243,sa3021615
Dameury Pena,MIN,A+,20,25,98,110,24,19,3,2,0,15,16,8,0,11,3,0,1,4,1,0,.245,sa3021624
Ramon Ramirez,KCR,A+,21,85,323,372,90,53,23,1,13,68,78,39,0,85,5,3,1,8,10,1,.279,sa3021637
Asbel Gonzalez,KCR,A+,20,110,427,510,112,98,9,2,3,91,41,52,0,130,14,4,13,4,67,13,.262,sa3021639
Brian Sanchez,MIA,A+,21,23,72,85,19,9,6,0,4,9,17,11,0,20,0,2,0,1,1,1,.264,sa3021860
Eduardo Tait,MIN,A+,19,116,471,520,104,56,25,1,22,69,73,35,1,119,7,7,0,11,2,1,.221,sa3022162
Alfredo Alcantara,CIN,A+,20,104,373,433,80,54,11,1,14,56,46,50,0,112,6,2,2,19,4,3,.214,sa3022184
Alexey Lumpuy,CHC,A+,22,25,91,100,31,20,6,2,3,17,16,8,0,31,1,0,0,0,13,2,.341,sa3022296
Tre Richardson III,STL,A+,24,31,104,122,36,19,5,1,11,33,31,15,0,35,2,1,0,1,12,1,.346,sa3022428
Chase Adkison,LAD,A+,26,19,56,69,16,13,3,0,0,11,5,9,0,10,1,2,1,2,1,0,.286,sa3022433
Yimy Tovar,SDP,A+,20,10,37,41,8,6,1,0,1,6,6,4,0,10,0,0,0,1,0,0,.216,sa3022486
Jordan Thompson,LAD,A+,24,2,7,7,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,.143,sa3022497
Casey Yamauchi,OAK,A+,25,48,172,201,51,37,9,1,4,38,30,17,0,19,9,1,2,3,9,0,.297,sa3022528
Nate Nankil,OAK,A+,23,48,167,198,35,26,5,1,3,20,17,26,0,37,3,0,2,8,2,1,.210,sa3022532
Brian Kalmer,CHC,A+,25,8,27,29,7,5,2,0,0,2,1,1,0,11,0,1,0,0,1,0,.259,sa3022591
Trevor Werner,KCR,A+,25,39,135,156,29,10,11,1,7,19,20,17,0,43,3,0,1,3,1,2,.215,sa3022592
Drew Bowser,CHC,A+,24,54,184,218,39,23,11,0,5,29,35,23,0,72,11,0,0,8,9,0,.212,sa3022594
Jack Moss,CIN,A+,24,12,30,41,6,4,1,0,1,5,1,11,0,9,0,0,0,1,0,0,.200,sa3022598
Myles Naylor,OAK,A+,21,73,267,314,59,38,13,2,6,38,35,39,0,110,4,4,0,6,7,2,.221,sa3022605
Brandon Winokur,MIN,A+,21,74,278,331,70,45,13,2,10,51,43,43,0,97,6,2,0,6,19,6,.252,sa3022613
Bryan Gonzalez Garcia,LAD,A+,20,2,5,7,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,.200,sa3022617
Bennett Lee,DET,A+,24,1,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500,sa3022679
Luke Shliger,DET,A+,24,40,130,163,33,24,5,0,4,24,22,25,0,33,6,2,0,1,5,3,.254,sa3022694
Chase Jaworsky,MIA,A+,21,67,232,268,56,41,8,1,6,32,29,32,0,56,2,2,0,2,24,5,.241,sa3022700
Quinn McDaniel,MIN,A+,23,42,153,173,44,29,8,4,3,24,22,18,0,37,1,1,0,2,8,1,.288,sa3022701
Dillon Head,MIA,A+,21,90,359,403,89,60,18,4,7,62,36,38,0,84,3,3,0,2,41,5,.248,sa3022753
Blake Mitchell,KCR,A+,21,115,381,511,89,49,17,0,23,95,75,113,1,174,9,7,1,4,27,6,.234,sa3022756
Stone Russell,KCR,A+,22,17,51,61,11,6,4,0,1,6,8,6,0,19,2,1,1,2,2,1,.216,sa3022819
Carter Graham,CIN,A+,24,66,233,292,75,41,17,0,17,43,60,45,0,55,11,2,1,3,7,0,.322,sa3022824
Eric Bitonti,MIL,A+,20,111,400,489,108,57,25,1,25,93,88,81,1,161,2,5,0,3,24,1,.270,sa3022866
Carson Rucker,DET,A+,21,18,60,71,13,8,1,0,4,12,12,10,0,20,1,0,0,1,1,0,.217,sa3022926
Tai Peete,STL,A+,20,42,180,200,54,24,14,6,10,37,39,20,0,57,0,0,0,1,11,6,.300,sa3022966
Kyle Henley,CIN,A+,21,16,54,58,19,13,3,2,1,11,11,4,0,22,0,0,0,1,1,0,.352,sa3023012
Tommy Hawke,CLE,A+,23,85,337,417,98,76,17,3,2,76,36,72,0,70,3,4,1,2,43,8,.291,sa3023055
Jonah Advincula,CLE,A+,25,19,67,87,16,8,5,2,1,16,14,17,1,11,3,0,0,0,15,3,.239,sa3023056
Josh Adamczewski,MIL,A+,21,50,166,211,55,34,11,1,9,41,38,41,0,40,2,2,0,3,10,1,.331,sa3023168
Michael Carico,CHC,A+,23,24,73,99,12,7,4,0,1,10,6,25,0,32,1,0,0,1,2,0,.164,sa3023216
Jake Cunningham,SDP,A+,23,57,193,225,52,26,11,0,15,35,35,29,0,75,2,1,0,2,6,3,.269,sa3023269
Jaron Elkins,LAD,A+,21,32,118,143,30,26,4,0,0,19,14,20,0,34,4,1,0,3,7,0,.254,sa3023288
Cade Austin,MIA,A+,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3023372
Colby Shade,MIA,A+,24,66,226,265,63,43,9,2,9,56,35,26,0,72,11,2,0,1,34,1,.279,sa3023374
Chris Brito,KCR,A+,26,26,88,104,27,17,6,0,4,17,18,14,0,31,2,0,0,1,1,0,.307,sa3023486
John Michael Faile,CIN,A+,26,87,317,362,88,54,18,2,14,48,51,32,0,76,7,6,0,8,1,0,.278,sa3023579
Nico Perez,LAD,A+,21,83,300,358,81,50,17,5,9,65,62,48,0,82,7,3,0,5,35,6,.270,sa3023603
Patrick Lee,DET,A+,26,21,68,90,19,11,3,1,4,18,19,17,0,26,3,2,0,1,10,0,.279,sa3023666
Emil Morales,LAD,A+,19,81,313,368,88,49,19,0,20,51,84,48,0,93,4,3,0,8,7,3,.281,sa3023887
Irvin Nunez,MIN,A+,20,16,48,58,16,12,2,0,2,9,8,6,0,13,3,1,0,1,0,0,.333,sa3023899
Yairo Padilla,STL,A+,19,4,14,16,2,1,0,0,1,1,1,2,0,5,0,0,0,0,0,0,.143,sa3023925
Luis De La Cruz,CLE,A+,19,14,57,61,16,9,6,0,1,5,9,3,0,13,0,1,0,0,0,2,.281,sa3023928
Luis Fragoza,MIN,A+,19,14,44,58,13,12,1,0,0,6,1,9,0,18,3,0,0,1,5,0,.295,sa3023955
Ramiro Dominguez,MIN,A+,19,9,30,37,8,3,1,1,3,7,10,4,0,8,2,1,0,0,1,0,.267,sa3023985
Rainiel Rodriguez,STL,A+,19,28,106,128,33,20,8,1,4,23,21,19,0,24,3,0,0,1,4,1,.311,sa3023987
Luis Peña,MIL,A+,19,51,188,219,56,41,9,4,2,40,23,24,0,45,4,3,0,3,27,6,.298,sa3024134
Dauri Fernández,CLE,A+,19,15,62,67,14,3,7,2,2,10,11,5,0,13,0,0,0,2,8,2,.226,sa3024327
Juneiker Caceres,CLE,A+,18,22,82,100,21,16,3,1,1,12,9,12,0,23,6,0,0,2,0,0,.256,sa3024329
Juan Ortuno,MIL,A+,19,6,22,28,4,2,1,0,1,3,5,2,0,5,3,1,0,0,4,0,.182,sa3024330
Jose Cerice,KCR,A+,21,98,345,419,94,74,12,2,6,61,54,39,0,60,30,3,2,5,19,6,.272,sa3024375
Justin Riemer,OAK,A+,24,38,119,161,28,20,4,1,3,27,22,37,0,28,2,3,0,2,5,0,.235,sa3025086
Cade McGee,STL,A+,23,86,291,363,64,33,16,1,14,59,44,48,0,93,21,3,0,4,7,2,.220,sa3025153
Christian Martin,STL,A+,23,31,100,118,23,18,5,0,0,19,6,14,0,35,3,0,1,1,6,3,.230,sa3025155
Josh Kross,STL,A+,23,86,329,375,83,50,18,2,13,53,38,41,0,94,4,1,0,6,0,0,.252,sa3025158
Ian Petrutz,STL,A+,23,51,180,207,50,33,12,1,4,35,29,16,0,31,6,1,0,6,8,5,.278,sa3025159
Jacob Jenkins-Cowart,MIA,A+,23,64,193,213,42,23,9,1,9,27,32,16,0,65,2,2,0,4,5,0,.218,sa3025201
Carter Johnson,MIA,A+,20,50,194,214,46,29,10,1,6,26,26,16,0,52,4,0,0,2,8,4,.237,sa3025203
Connor Caskenette,MIA,A+,24,34,115,145,36,22,7,0,7,23,29,26,0,32,4,0,0,5,9,2,.313,sa3025240
Jack Costello,SDP,A+,25,88,288,340,67,35,17,2,13,44,51,38,1,60,11,2,1,11,7,4,.233,sa3025242
Jaime Ferrer,MIN,A+,23,39,119,146,33,20,4,0,9,27,24,21,0,33,6,0,0,3,0,0,.277,sa3025246
Khadim Diaw,MIN,A+,22,58,207,247,62,41,15,1,5,43,31,30,0,47,8,2,0,3,3,3,.300,sa3025259
Caden Kendle,MIN,A+,24,32,104,128,30,17,8,0,5,16,24,20,0,20,2,2,0,2,8,2,.288,sa3025262
Jay Thomason,MIN,A+,24,55,174,211,51,36,6,2,7,29,27,33,0,54,2,2,0,3,18,3,.293,sa3025265
Ryan McCrystal,CIN,A+,23,73,275,324,75,49,22,0,4,29,45,41,0,65,4,4,0,4,0,2,.273,sa3025334
Donovan Zsak,CLE,A+,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3025377
Rodney Green Jr.,OAK,A+,23,111,382,451,87,55,20,3,9,59,38,64,0,159,3,1,1,5,12,4,.228,sa3025384
Ryan Cesarini,CLE,A+,23,34,127,142,33,20,6,0,7,21,21,14,0,29,0,1,0,2,7,0,.260,sa3025440
Garrett Howe,CLE,A+,23,69,216,256,44,31,9,1,3,24,28,35,0,72,2,3,0,2,9,5,.204,sa3025441
Owen Ayers,CHC,A+,25,11,43,52,16,7,3,0,6,14,14,8,0,11,1,0,0,2,3,0,.372,sa3025449
Bennett Thompson,CLE,A+,23,53,171,231,53,33,11,1,8,45,29,57,0,38,2,1,0,2,1,0,.310,sa3025451
Jack Penney,DET,A+,23,1,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500,sa3025481
Davis Diaz,OAK,A+,23,29,106,127,32,18,11,0,3,21,21,19,0,16,2,0,0,4,1,0,.302,sa3025494
Marco Dinges,MIL,A+,22,61,220,266,59,38,10,0,11,44,41,41,0,52,4,1,0,8,2,0,.268,sa3025495
Peyton Stovall,CIN,A+,23,77,273,324,66,38,15,3,10,45,42,43,2,64,4,2,1,4,13,3,.242,sa3025512
Jackson Strong,DET,A+,22,98,359,435,71,40,12,2,17,57,55,68,0,130,1,6,1,4,22,5,.198,sa3025551
Cameron Sisneros,CHC,A+,25,35,123,158,33,22,6,0,5,22,30,34,1,32,0,1,0,4,2,0,.268,sa3025564
Garrett Pennington,DET,A+,25,56,226,252,66,34,17,1,14,40,53,22,0,49,4,0,0,11,1,2,.292,sa3025600
Woody Hadeen,DET,A+,23,57,212,263,67,51,15,1,0,58,27,40,1,47,8,3,0,1,16,2,.316,sa3025602
Zach MacDonald,DET,A+,22,4,16,17,4,3,0,0,1,3,1,1,0,7,0,0,0,0,1,0,.250,sa3025604
Cam Clayton,MIA,A+,23,79,215,273,46,27,13,1,5,45,23,50,0,57,5,2,1,5,24,6,.214,sa3025610
Braylon Payne,MIL,A+,19,77,310,357,86,46,15,2,23,71,55,42,1,105,3,0,2,5,22,9,.277,sa3025647
Beau Ankeney,DET,A+,23,27,97,115,28,12,6,1,9,16,23,16,0,28,1,1,0,2,0,0,.289,sa3026106
Bryan Arendt,OAK,A+,23,31,109,125,18,13,3,0,2,9,15,13,0,35,2,1,0,4,2,1,.165,sa3026168
Anson Aroz,LAD,A+,23,19,53,63,9,5,3,0,1,9,2,8,0,20,2,0,0,0,1,0,.170,sa3026234
Aiva Arquette,MIA,A+,22,14,58,63,16,8,4,2,2,8,14,4,0,17,1,0,0,1,5,1,.276,sa3026235
Emilio Barreras,MIA,A+,22,59,199,230,45,34,6,1,4,23,26,25,0,34,4,2,0,1,5,3,.226,sa3026631
Eric Becker,CIN,A+,21,21,83,95,17,9,5,0,3,11,11,6,0,21,5,0,1,0,1,2,.205,sa3026844
Bobby Boser,OAK,A+,23,31,127,150,37,26,6,0,5,24,20,17,0,40,4,2,0,2,2,1,.291,sa3027420
Daniel Bucciero,OAK,A+,21,45,158,192,34,23,6,2,3,30,23,32,0,50,2,0,0,4,4,3,.215,sa3027937
Ali Camarillo,OAK,A+,23,86,342,389,97,69,23,0,5,52,58,32,0,56,8,4,3,9,20,1,.284,sa3028297
Cam Cannarella,MIA,A+,22,19,71,82,28,22,2,1,3,15,22,8,0,10,0,3,0,2,2,0,.394,sa3028360
Luke Cantwell,SDP,A+,23,41,128,158,32,22,6,0,4,23,17,26,0,43,3,1,0,0,0,1,.250,sa3028378
Brandon Compton,MIA,A+,22,60,211,283,47,25,9,1,12,45,40,68,0,99,3,0,0,2,17,4,.223,sa3029229
