Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Ike Buxton,WSN,CPX,25,0,.000,,,,,,,,,,,,,,sa3020180
Kevin Velasco,BAL,CPX,20,0,.000,,,,,,,,,,,,,,sa3021524
Yoralbert Cadiz,NYM,CPX,21,0,.000,,,,,,,,,,,,,,sa3021822
Gerinton Mendez,MIA,CPX,19,0,.000,,,,,,,,,,,,,,sa3024543
Enixon Sanchez,NYY,CPX,18,0,.000,,,,,,,,,,,,,,sa3024569
Leonardo Leon,DET,CPX,20,0,.000,,,,,,,,,,,,,,sa3025347
Riley Stanford,TBR,CPX,23,0,.000,,,,,,,,,,,,,,sa3042934
Jake Dykhoff,BAL,CPX,27,0,.000,,,,,,,,,,,,,,sa3076437
Angel Castillo,TBR,CPX,24,0,.000,,,,,,,,,,,,,,sa3077378
Pascual Archila,TOR,CPX,19,232,.362,1.16,15.5%,45.5%,39.1%,23.3%,16.3%,39.3%,25.0%,35.7%,12.0%,423,485,908,sa3023946
Richard Matic,NYY,CPX,18,264,.373,1.00,26.3%,36.8%,36.8%,10.7%,7.1%,38.2%,28.7%,33.1%,9.5%,361,537,898,sa3023749
Emmanuel Cedeno,TBR,CPX,18,243,.255,1.90,18.7%,53.3%,28.0%,14.3%,2.4%,48.7%,21.2%,30.1%,5.8%,436,456,892,sa3067717
Kleiver Chauran,TBR,CPX,20,225,.381,1.05,29.8%,36.0%,34.2%,7.7%,5.1%,39.3%,29.1%,31.6%,11.9%,404,486,890,sa3021221
Jack Barker,PHI,CPX,21,241,.384,0.95,26.6%,35.8%,37.6%,4.9%,12.2%,38.4%,25.9%,35.7%,16.3%,343,515,858,sa3069173
Queni Pineda,NYY,CPX,19,240,.353,1.54,24.6%,45.8%,29.7%,28.6%,22.9%,57.5%,22.5%,20.0%,16.7%,375,476,851,sa3023920
Dexters Peralta,NYY,CPX,18,227,.313,0.46,17.0%,26.0%,57.0%,24.6%,22.8%,45.4%,25.9%,28.7%,16.9%,335,500,835,sa3023745
Angel Guzman,TOR,CPX,19,245,.323,1.91,17.6%,54.1%,28.3%,20.0%,15.6%,43.8%,27.8%,28.4%,10.1%,352,481,833,sa3023895
Andreimi Antunez,TBR,CPX,19,238,.277,1.11,17.8%,43.3%,38.9%,26.2%,11.5%,40.6%,26.3%,33.1%,8.8%,334,495,829,sa3067643
Israfell Bautista,TBR,CPX,19,207,.313,2.29,14.0%,59.8%,26.2%,10.7%,0.0%,32.5%,29.8%,37.7%,10.4%,351,458,809,sa3024116
Logan Dawson,PHI,CPX,20,227,.257,1.58,15.8%,51.5%,32.7%,9.1%,9.1%,40.7%,26.9%,32.4%,11.8%,365,440,805,sa3069204
Teilon Serrano,MIN,CPX,18,194,.342,0.77,13.9%,37.5%,48.6%,8.6%,8.6%,31.2%,29.9%,39.0%,11.7%,375,429,804,sa3067703
Andres Torres,TBR,CPX,19,212,.362,6.53,15.7%,73.1%,11.2%,0.0%,6.7%,35.8%,17.5%,46.7%,6.1%,366,435,801,sa3023781
Wilberson De Pena,NYY,CPX,19,248,.401,1.10,25.4%,39.1%,35.5%,20.0%,26.7%,48.3%,26.2%,25.6%,16.8%,276,506,782,sa3025019
Wilfri De La Cruz,BAL,CPX,18,188,.300,1.00,20.4%,39.8%,39.8%,17.9%,5.1%,48.5%,24.8%,26.7%,9.2%,349,426,775,sa3067682
Yovanny Duran,MIN,CPX,18,214,.412,0.92,15.3%,40.7%,44.1%,9.6%,7.7%,46.7%,27.9%,25.4%,11.9%,338,428,766,sa3067747
Josue Brito,BOS,CPX,19,191,.330,0.68,26.0%,30.0%,44.0%,18.2%,13.6%,50.5%,28.2%,21.4%,13.7%,340,406,746,sa3023763
Jase Mitchell,HOU,CPX,19,160,.304,1.77,28.0%,46.0%,26.0%,7.7%,0.0%,38.2%,30.9%,30.9%,10.1%,362,381,743,sa3069286
Jemone Nuel,BAL,CPX,19,196,.342,0.86,18.0%,37.8%,44.1%,20.4%,6.1%,58.6%,18.9%,22.5%,9.5%,337,389,726,sa3024356
Cris Rodriguez,DET,CPX,18,197,.379,0.93,30.6%,33.3%,36.0%,2.5%,22.5%,43.4%,34.5%,22.1%,17.8%,262,461,723,sa3066593
Harold Rivas,BOS,CPX,18,198,.310,1.13,15.0%,45.1%,39.8%,17.8%,13.3%,48.3%,24.6%,27.1%,11.7%,304,416,720,sa3067705
Jhomnardo Reyes,MIN,CPX,18,193,.360,1.02,21.6%,39.6%,38.7%,25.6%,16.3%,50.0%,30.5%,19.5%,12.2%,294,409,703,sa3067700
Nauris De La Cruz,WSN,CPX,18,198,.322,1.50,29.8%,42.1%,28.1%,43.8%,9.4%,42.7%,24.8%,32.5%,11.1%,301,402,703,sa3067878
Marconi German,WSN,CPX,18,186,.303,1.00,24.2%,37.9%,37.9%,25.0%,19.4%,48.4%,22.1%,29.5%,14.6%,328,373,701,sa3067715
Landon Arroyos,HOU,CPX,19,173,.235,0.85,23.7%,35.1%,41.2%,45.0%,5.0%,46.5%,17.8%,35.6%,6.7%,295,403,698,sa3069314
Leni Done,NYY,CPX,19,226,.333,1.12,21.4%,41.4%,37.1%,42.3%,11.5%,57.9%,24.1%,17.9%,14.5%,264,433,697,sa3067859
