Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Marcus Semien,NYM,AA,35,1,3,3,2,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0,.667,12533
Francisco Lindor,NYM,AA,32,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.250,12916
Jorge Polanco,NYM,AA,32,3,5,7,2,1,0,0,1,2,3,2,0,3,0,0,0,0,0,0,.400,13152
Tyrone Taylor,NYM,AA,32,1,3,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.667,13675
Ryan McMahon,NYY,AA,31,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,.000,15112
Mike Tauchman,NYM,AA,35,2,7,9,3,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,.429,15274
Trent Grisham,NYY,AA,29,1,3,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,.333,18564
Yohel Pozo,BAL,AA,29,2,8,8,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.250,18848
Conner Capel,COL,AA,29,64,222,254,62,39,10,1,12,41,34,26,0,43,3,1,0,3,5,4,.279,19983
Luis Robert Jr.,NYM,AA,28,3,13,14,6,5,0,0,1,4,2,0,0,4,1,0,0,0,0,0,.462,20043
Mark Kolozsvary,PHI,AA,30,6,17,24,2,2,0,0,0,2,0,6,0,9,1,0,0,0,0,0,.118,21304
Romy Gonzalez,BOS,AA,29,3,7,9,1,0,0,0,1,2,2,1,0,1,1,0,0,0,0,0,.143,21562
Oneil Cruz,PIT,AA,27,4,17,18,3,3,0,0,0,0,1,1,0,4,0,0,0,0,1,0,.176,21711
Mark Vientos,NYM,AA,26,2,5,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.000,22184
Nick Sogard,BOS,AA,28,3,9,12,1,1,0,0,0,1,0,2,0,4,1,0,0,0,0,0,.111,25483
Marco Luciano,NYY,AA,24,28,101,117,33,14,9,0,10,30,23,13,0,32,2,1,0,3,3,1,.327,25616
Jared Triolo,PIT,AA,28,3,13,14,5,4,0,0,1,3,3,1,0,3,0,0,0,0,0,0,.385,25807
C.J. Stubbs,TOR,AA,29,3,11,12,4,3,1,0,0,0,0,0,0,5,0,0,1,0,0,0,.364,25814
Maverick Handley,BAL,AA,28,5,18,23,6,4,2,0,0,2,3,3,0,7,1,1,0,1,0,0,.333,26106
Kenedy Corona,NYY,AA,26,22,76,87,19,13,3,0,3,12,12,8,0,21,2,1,0,2,7,0,.250,26244
Angel Martínez,CLE,AA,24,2,8,9,3,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,.375,26540
Robert Hassell III,PIT,AA,24,5,18,24,4,3,1,0,0,3,2,6,0,4,0,0,0,0,1,0,.222,27482
Anthony Volpe,NYY,AA,25,9,29,34,7,7,0,0,0,5,3,4,0,5,0,1,0,3,2,0,.241,27647
Pedro León,PHI,AA,28,68,280,316,79,54,9,2,14,38,44,32,0,87,3,1,0,9,17,8,.282,27781
Angel Genao,CLE,AA,22,24,85,110,23,17,3,0,3,17,11,22,0,20,1,2,0,2,2,0,.271,28811
Samuel Basallo,BAL,AA,21,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,28824
James Wood,WSN,AA,23,2,6,7,2,1,0,0,1,2,1,1,1,2,0,0,0,1,0,0,.333,29518
Heston Kjerstad,BAL,AA,27,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.167,31166
Jack Brannigan,PIT,AA,25,33,124,141,28,11,8,1,8,22,18,15,0,53,2,0,0,2,1,0,.226,31471
Dylan Beavers,BAL,AA,24,3,9,13,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,.000,31695
Jackson Holliday,BAL,AA,22,3,6,10,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,.000,31781
Roman Anthony,BOS,AA,22,4,11,14,3,1,1,0,1,1,3,2,0,4,0,1,0,0,0,0,.273,31812
Turner Hill,SFG,AA,27,9,32,42,11,7,2,2,0,12,8,8,1,5,1,1,0,0,1,0,.344,32053
Shawn Ross,PIT,AA,26,22,57,77,12,3,2,0,7,14,16,18,0,29,1,1,0,2,0,0,.211,32054
Kyle Karros,COL,AA,23,4,15,17,6,4,1,0,1,2,3,2,0,3,0,0,0,1,1,0,.400,33252
Jonah Cox,SFG,AA,24,44,160,183,64,42,11,5,6,31,35,16,0,31,1,2,4,1,27,7,.400,33270
Drew Cavanaugh,SFG,AA,24,22,68,90,19,9,7,0,3,22,12,17,1,21,5,0,0,2,3,2,.279,33380
George Lombard Jr.,NYY,AA,21,20,77,90,24,12,8,0,4,18,10,12,0,19,0,1,0,0,4,3,.312,33433
John Peck,DET,AA,23,58,235,256,67,37,17,3,10,46,44,14,0,64,3,4,0,2,19,6,.285,33500
Brett Callahan,DET,AA,24,60,224,265,60,33,13,2,12,48,39,34,0,55,5,2,0,2,20,4,.268,33514
A.J. Ewing,NYM,AA,21,18,63,81,22,13,6,1,2,16,7,17,0,15,0,1,0,1,12,1,.349,33656
Sean Keys,TOR,AA,23,49,172,209,49,26,9,0,14,43,34,28,2,51,9,0,0,2,6,1,.285,35094
Konnor Griffin,PIT,AA,20,2,5,7,3,1,0,1,1,3,3,1,0,2,1,0,0,0,0,0,.600,35376
Abrahan Gutierrez,NYY,AA,26,16,59,61,18,14,4,0,0,7,7,2,0,10,0,0,0,1,0,0,.305,sa3004263
Je'Von Ward,TOR,AA,26,6,24,27,6,5,1,0,0,6,2,3,0,12,0,0,0,0,0,0,.250,sa3004969
