Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
David García,MIL,AA,26,16,54,58,10,7,1,0,2,7,9,4,0,15,0,0,0,1,1,0,.185,sa3003197
Daniel Vellojin,TBR,AA,26,28,95,109,22,15,6,0,1,14,7,11,0,25,2,1,0,1,1,0,.232,sa3005587
Julio Carreras,CIN,AA,26,37,115,134,22,14,5,0,3,14,16,13,0,39,3,2,1,0,6,1,.191,sa3005598
Pablo Aliendo,CIN,AA,25,42,128,146,23,9,10,0,4,11,13,9,0,51,8,1,0,1,0,0,.180,sa3006220
Andy Weber,CHW,AA,28,34,117,132,28,21,3,1,3,21,14,12,0,25,2,1,0,2,1,3,.239,sa3008282
Eduardo Garcia,MIL,AA,23,52,171,197,38,29,5,0,4,22,21,20,0,50,4,2,0,2,14,5,.222,sa3008751
Alexander Ramirez,CHC,AA,23,1,3,5,2,1,1,0,0,2,1,2,0,0,0,0,0,0,2,0,.667,sa3008757
Alexander Vargas,CIN,AA,24,16,56,62,19,17,1,1,0,14,8,4,0,7,0,0,2,0,2,2,.339,sa3008851
J.J. D'Orazio,LAA,AA,24,44,147,165,36,26,3,0,7,17,22,13,0,35,2,3,0,1,1,1,.245,sa3008876
Jose Colmenares,CHW,AA,24,22,69,81,16,9,4,0,3,9,11,8,0,19,2,1,1,2,3,1,.232,sa3009309
J.T. Arruda,TBR,AA,28,21,78,94,25,18,6,0,1,17,15,12,0,24,0,3,1,0,3,2,.321,sa3010036
Joe Corbett,MIL,AA,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3010237
Darrien Miller,MIL,AA,25,55,155,209,34,16,8,1,9,32,25,36,0,46,15,3,0,0,1,0,.219,sa3011330
Ethan Hearn,CHC,AA,25,33,106,112,21,13,4,0,4,12,14,4,0,42,2,0,0,1,4,0,.198,sa3011502
Dasan Brown,MIL,AA,24,51,135,168,27,23,3,0,1,21,7,27,0,49,4,1,1,1,13,6,.200,sa3011717
Karson Simas,CHC,AA,25,111,396,446,86,64,12,5,5,59,35,40,0,129,8,1,1,9,43,6,.217,sa3011739
Shane Sasaki,CIN,AA,25,53,170,198,41,29,4,6,2,24,19,24,0,57,2,1,1,2,9,3,.241,sa3011754
Hayden Cantrelle,CHC,AA,27,46,124,156,37,28,5,3,1,23,14,26,0,33,3,2,1,1,18,2,.298,sa3014426
Carson Taylor,ATL,AA,27,32,112,133,26,16,5,0,5,22,19,18,0,33,2,1,0,0,0,1,.232,sa3014468
David Calabrese,LAA,AA,23,74,231,261,51,32,13,1,5,31,21,24,0,51,1,2,3,2,7,2,.221,sa3014507
Austin Hendrick,CIN,AA,25,52,188,206,43,29,7,0,7,24,35,16,0,61,2,0,0,1,2,1,.229,sa3014521
Jordan Nwogu,CHC,AA,27,35,123,151,33,27,4,1,1,18,13,21,0,27,6,1,0,2,9,0,.268,sa3014530
Ed Howard,CHC,AA,24,40,105,116,19,13,4,0,2,13,8,9,0,43,0,2,0,2,2,0,.181,sa3014540
Zavier Warren,CIN,AA,27,59,191,224,33,23,4,1,5,32,25,30,0,62,2,0,1,0,3,0,.173,sa3014549
Arol Vera,LAA,AA,23,4,9,13,2,1,1,0,0,3,1,4,0,3,0,0,0,0,1,0,.222,sa3014687
Ian Lewis Jr.,MIA,AA,23,66,235,268,49,33,5,1,10,38,37,25,1,43,2,3,3,2,26,6,.209,sa3014691
Alex Ramírez,CHC,AA,23,121,495,536,136,94,26,1,15,75,85,32,0,96,3,6,0,15,43,9,.275,sa3014695
Jhon Diaz,TBR,AA,23,42,143,160,24,13,5,2,4,20,16,15,0,50,1,0,1,1,2,3,.168,sa3014710
Elijah Dunham,LAA,AA,28,41,119,135,25,14,8,1,2,9,12,14,0,40,2,0,0,2,1,1,.210,sa3014827
Ethan Workinger,ATL,AA,24,41,127,149,26,19,3,0,4,10,18,19,0,35,0,2,0,4,5,0,.205,sa3015166
Yerlin Confidan,CIN,AA,23,48,170,186,44,30,6,1,7,19,24,14,0,46,1,1,0,6,2,2,.259,sa3015176
Wilfred Veras,CHW,AA,23,45,160,178,35,26,3,0,6,26,25,14,0,55,1,3,0,0,4,0,.219,sa3015178
Jheremy Vargas,MIL,AA,23,51,136,164,24,17,6,0,1,19,10,20,0,27,4,2,2,9,1,3,.176,sa3015353
Johnny Ascanio,CIN,AA,22,40,115,140,37,32,4,0,1,19,11,19,0,28,4,0,2,0,3,0,.322,sa3015526
Lizandro Espinoza,ATL,AA,23,37,126,156,35,20,7,3,5,33,19,22,1,38,6,2,0,4,26,5,.278,sa3015611
Cristian Hernández,MIA,AA,22,112,411,466,99,60,27,0,12,58,45,50,0,117,2,2,1,8,32,8,.241,sa3015696
Samuel Zavala,CHW,AA,21,112,367,460,84,56,16,0,12,63,37,86,0,107,4,1,2,8,12,7,.229,sa3015718
Leo Balcazar,CIN,AA,22,100,390,443,94,67,16,1,10,51,52,46,0,88,5,1,0,7,2,5,.241,sa3015798
Gregory Barrios,TBR,AA,22,107,391,419,100,83,11,3,3,59,45,19,0,57,2,3,4,7,40,6,.256,sa3015800
Jadher Areinamo,TBR,AA,22,71,280,303,72,46,13,0,13,35,44,18,0,58,1,2,2,4,9,3,.257,sa3015802
Edgardo Ordonez,MIL,AA,22,4,7,7,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.143,sa3016553
Diego Omana,CIN,AA,23,8,27,31,4,3,1,0,0,2,4,2,0,11,0,0,2,0,0,0,.148,sa3016824
Tyler Tolve,ATL,AA,25,19,55,57,9,4,4,0,1,3,9,2,0,21,0,0,0,2,0,0,.164,sa3016960
Michael Trautwein,CIN,AA,26,15,45,60,9,7,0,0,2,14,6,11,0,21,3,0,1,1,2,0,.200,sa3017043
Ruben Ibarra,CIN,AA,27,107,378,440,87,50,17,0,20,56,77,48,2,113,8,4,0,14,1,0,.230,sa3017053
Luke Waddell,ATL,AA,27,117,430,492,97,65,21,1,10,61,60,48,1,49,6,8,0,9,11,5,.226,sa3017075
Cal Conley,ATL,AA,26,32,101,117,24,12,5,2,5,21,16,12,0,35,3,0,1,3,4,1,.238,sa3017080
Sam Praytor,MIA,AA,27,4,13,14,5,3,1,0,1,3,2,1,0,5,0,0,0,0,1,0,.385,sa3017151
Juan Gonzalez,CHW,AA,25,5,17,20,4,3,1,0,0,1,1,1,0,6,2,0,0,1,1,1,.235,sa3017166
Damon Keith,MIL,AA,26,55,199,226,57,31,17,0,9,31,42,20,0,67,4,3,0,2,7,2,.286,sa3017179
Adam Zebrowski,ATL,AA,25,57,197,220,55,26,9,1,19,33,43,19,0,68,3,1,0,3,1,0,.279,sa3017221
Josh Crouch,LAA,AA,27,7,23,26,4,3,0,0,1,2,2,2,0,9,0,1,0,1,0,0,.174,sa3017370
Brenden Dixon,CHW,AA,25,27,86,97,16,7,4,0,5,13,12,8,0,26,2,0,1,1,1,1,.186,sa3017397
Jay Allen II,CIN,AA,23,90,321,377,90,56,18,1,15,62,45,35,0,80,15,3,3,1,17,5,.280,sa3017403
Carlos Colmenarez,TBR,AA,22,2,5,8,2,2,0,0,0,2,1,1,0,1,2,0,0,0,1,0,.400,sa3017480
Kay-Lan Nicasia,MIL,AA,24,12,36,42,3,3,0,0,0,5,1,6,0,19,0,0,0,1,5,0,.083,sa3017629
Ryan Spikes,TBR,AA,23,77,270,291,61,38,12,4,7,34,22,16,0,95,4,0,1,6,20,3,.226,sa3017792
Cooper Kinney,TBR,AA,23,52,206,237,63,38,13,1,11,44,44,23,0,55,3,5,0,1,2,3,.306,sa3017793
Anthony Scull,LAA,AA,22,39,135,145,35,24,6,1,4,17,11,6,0,39,2,1,1,2,1,3,.259,sa3017988
Jason Matthews,CHW,AA,29,8,18,25,3,1,0,0,2,4,2,7,0,9,0,0,0,0,0,0,.167,sa3018152
Daniel Guilarte,MIL,AA,22,16,49,57,9,5,1,1,2,5,4,7,0,10,0,0,1,2,1,0,.184,sa3018388
Randy De Jesus,LAA,AA,21,15,41,44,7,5,1,0,1,4,3,3,0,21,0,0,0,1,0,0,.171,sa3018426
Carlos Sanchez,CIN,AA,21,53,194,231,39,29,4,1,5,32,13,37,0,63,0,0,0,3,5,2,.201,sa3018465
Jeral Perez,CHW,AA,21,60,217,248,39,25,10,0,4,25,25,28,0,69,3,0,0,6,4,1,.180,sa3018557
Jefferson Rojas,CHC,AA,21,91,345,390,93,58,19,1,15,58,57,35,0,64,3,4,0,8,17,5,.270,sa3018571
Juan Matheus,MIA,AA,22,78,305,341,85,60,16,0,9,37,51,25,0,60,4,3,4,4,16,3,.279,sa3018611
Ryan Burrowes,CHW,AA,21,33,117,138,26,23,1,0,2,10,13,16,0,32,2,2,1,1,9,2,.222,sa3018619
Nestor Rios,MIA,AA,21,4,10,10,2,1,1,0,0,0,2,0,0,2,0,0,0,1,0,0,.200,sa3018918
Tucker Flint,LAA,AA,25,123,422,513,99,64,22,1,12,76,65,75,3,138,12,3,1,7,20,3,.235,sa3019856
Ben Gobbel,LAA,AA,26,14,47,54,12,7,2,1,2,6,12,5,1,11,2,0,0,1,0,1,.255,sa3019870
Kevin Kilpatrick Jr.,ATL,AA,25,92,266,298,64,45,12,1,6,39,25,27,0,80,4,1,0,3,28,7,.241,sa3019891
Keshawn Ogans,ATL,AA,24,22,60,66,10,9,1,0,0,4,5,4,0,21,0,2,0,2,1,1,.167,sa3019893
Ambioris Tavarez,ATL,AA,22,82,245,285,44,28,9,0,7,39,29,35,0,99,5,0,0,7,15,6,.180,sa3019895
Eric Brown Jr.,MIL,AA,25,54,178,212,38,26,6,1,5,26,27,31,0,52,3,0,0,7,7,3,.213,sa3019923
Matthew Wood,MIL,AA,25,92,294,372,76,45,12,2,17,59,64,66,0,49,4,6,1,3,3,2,.259,sa3019924
Jordan Sprinkle,CHW,AA,25,75,233,264,60,46,11,1,2,33,22,21,0,65,2,4,4,3,35,6,.258,sa3019925
Tayden Hall,MIL,AA,23,5,10,14,1,0,0,0,1,2,2,4,0,4,0,0,0,0,0,1,.100,sa3019929
Jacob Burke,CHW,AA,25,74,267,297,65,46,12,2,5,46,23,21,0,65,7,2,0,4,15,4,.243,sa3019934
Drake Logan,CHW,AA,25,23,69,77,16,9,4,0,3,9,11,6,0,32,1,0,1,0,3,0,.232,sa3019936
Jake Thompson,LAA,AA,28,37,107,128,31,20,7,0,4,14,29,17,0,16,3,1,0,3,2,1,.290,sa3019945
David McCabe,ATL,AA,26,53,188,220,53,29,8,0,16,32,45,29,0,54,2,1,0,3,0,1,.282,sa3019964
Spencer Bramwell,MIA,AA,27,3,6,7,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,.000,sa3020000
Trey Faltine,CIN,AA,25,38,77,83,9,3,5,0,1,8,1,5,0,42,0,0,1,1,0,1,.117,sa3020118
Cam Collier,CIN,AA,21,129,488,549,103,60,24,1,18,62,83,49,0,143,8,4,0,7,1,0,.211,sa3020131
Haydn McGeary,CHC,AA,26,10,35,38,5,4,1,0,0,1,1,3,0,14,0,0,0,0,0,0,.143,sa3020133
Brock Jones,TBR,AA,25,18,62,68,11,6,3,0,2,10,5,6,0,30,0,0,0,0,4,1,.177,sa3020190
Cade Hunter,CIN,AA,25,80,258,304,58,41,11,0,6,39,36,34,1,93,9,3,0,2,5,5,.225,sa3020199
Kamren James,TBR,AA,26,51,174,197,39,22,8,2,7,28,25,19,0,51,2,0,2,2,3,2,.224,sa3020201
Dylan O'Rae,MIL,AA,22,102,343,419,94,73,12,6,3,77,27,65,0,77,5,2,2,2,58,9,.274,sa3020220
Tatem Levins,TBR,AA,27,4,10,15,3,3,0,0,0,5,0,3,0,4,2,0,0,0,1,0,.300,sa3020278
Emaarion Boyd,MIA,AA,22,62,174,200,42,32,7,0,3,29,12,10,0,51,8,1,6,4,18,9,.241,sa3020281
Devin Ortiz,CHC,AA,27,32,100,117,12,8,1,0,3,15,15,13,0,31,2,2,0,2,2,2,.120,sa3020345
Matt Coutney,LAA,AA,26,2,2,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,.000,sa3020413
Andy Garriola,CHC,AA,26,109,404,459,105,65,17,1,22,56,81,30,0,108,8,6,0,14,1,1,.260,sa3020458
Xavier Isaac,TBR,AA,22,99,337,425,86,51,8,3,24,77,71,80,1,119,4,4,0,7,18,3,.255,sa3020498
Archer Brookman,ATL,AA,27,75,244,284,57,43,5,0,9,34,25,34,0,56,5,0,1,6,0,0,.234,sa3020950
Alfredo Duno,CIN,AA,20,27,99,115,31,21,7,0,3,18,12,16,0,20,0,0,0,0,2,0,.313,sa3021066
Juan Flores,LAA,AA,20,46,170,184,34,22,7,0,5,19,23,5,0,58,6,2,1,2,0,0,.200,sa3021185
Alfredo Rodriguez,TBR,AA,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,sa3021207
John Gil,ATL,AA,20,30,121,138,39,31,3,3,2,21,10,14,0,24,2,1,0,2,14,4,.322,sa3021284
Caleb Bartolero,LAA,AA,26,73,266,289,74,50,15,3,6,35,45,15,0,50,4,2,2,10,2,0,.278,sa3022423
Cole Fontenelle,LAA,AA,24,74,245,273,50,28,15,2,5,26,35,22,0,92,4,2,0,5,9,1,.204,sa3022429
Alberto Rios,LAA,AA,24,4,9,11,0,0,0,0,0,1,0,2,0,6,0,0,0,1,0,0,.000,sa3022441
Mac McCroskey,LAA,AA,26,98,273,325,58,45,9,1,3,44,22,43,0,102,2,1,6,3,16,6,.212,sa3022444
Jay Beshears,MIA,AA,24,73,236,276,52,23,16,2,11,48,37,32,0,70,6,1,1,6,11,0,.220,sa3022485
Drew Compton,ATL,AA,25,61,205,228,40,31,2,3,4,17,23,18,0,44,2,3,0,4,1,1,.195,sa3022495
Calvin Harris,CHW,AA,24,36,120,140,26,18,4,0,4,15,22,18,0,27,0,1,0,0,1,2,.217,sa3022496
Eddie Park,CHW,AA,24,5,15,16,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,.000,sa3022502
Raudi Rodriguez,LAA,AA,22,95,348,414,91,63,14,2,12,72,42,59,1,92,4,1,1,9,27,8,.261,sa3022506
Will Verdung,ATL,AA,23,49,162,184,33,24,6,1,2,19,12,19,0,39,1,1,1,3,7,2,.204,sa3022512
Will Simpson,TBR,AA,24,114,437,492,113,61,26,0,26,69,91,47,0,137,5,3,0,10,21,4,.259,sa3022530
Mark Coley II,MIL,AA,25,81,238,274,50,35,5,1,9,43,40,27,0,93,7,2,0,1,16,6,.210,sa3022534
Ryan Ignoffo,MIA,AA,25,74,264,296,65,44,15,3,3,30,37,24,0,47,3,3,2,11,15,4,.246,sa3022573
Drew Bowser,CHC,AA,24,29,89,96,21,17,0,1,3,12,13,5,0,35,2,0,0,1,2,0,.236,sa3022594
Ethan O'Donnell,MIA,AA,24,39,135,156,30,19,5,0,6,24,11,18,0,37,2,0,1,0,13,2,.222,sa3022616
Mike Boeve,MIL,AA,24,119,418,483,117,88,20,1,8,55,56,60,0,92,2,3,0,7,13,1,.280,sa3022658
Carter Trice,CHC,AA,23,122,442,507,108,63,28,2,15,59,61,55,1,130,4,6,0,7,18,7,.244,sa3022661
Dylan Campbell,CHW,AA,23,69,253,295,64,40,16,1,7,45,30,35,0,64,2,2,2,1,23,4,.253,sa3022751
Caden Connor,CHW,AA,25,10,41,46,10,7,2,0,1,5,10,4,0,10,0,1,0,1,0,0,.244,sa3022755
Ryan Galanie,CHW,AA,26,12,41,54,9,6,2,0,1,8,6,11,0,12,1,1,0,0,0,0,.220,sa3022759
Dominic Pitelli,CIN,AA,24,40,112,130,22,12,6,0,4,17,16,12,0,42,0,1,5,0,6,2,.196,sa3022809
Bryan Broecker,TBR,AA,24,5,13,19,4,4,0,0,0,4,1,6,0,5,0,0,0,0,1,0,.308,sa3022814
Garret Forrester,MIA,AA,24,25,73,96,20,9,5,0,6,18,12,21,0,14,2,0,0,3,5,0,.274,sa3022822
Carter Graham,CIN,AA,24,55,200,236,56,32,13,0,11,40,30,31,0,55,5,0,0,6,4,2,.280,sa3022824
Dylan Jasso,MIA,AA,23,66,199,240,50,35,10,1,4,34,25,30,0,53,4,7,0,2,4,0,.251,sa3022830
Mac Horvath,TBR,AA,24,113,441,491,115,80,20,4,11,76,54,40,1,122,3,4,3,7,49,5,.261,sa3022885
Adrian Santana,MIA,AA,20,26,107,122,29,21,8,0,0,22,12,13,0,16,1,0,1,2,6,0,.271,sa3022890
Arjun Nimmala,LAA,AA,20,22,80,101,17,8,5,0,4,13,11,21,0,24,0,0,0,2,1,3,.213,sa3022892
Brayden Taylor,TBR,AA,24,88,320,380,91,55,16,3,17,59,56,51,0,87,4,5,0,2,20,6,.284,sa3022921
Josh Adamczewski,MIL,AA,21,61,226,260,62,39,14,1,8,38,31,30,0,50,3,1,0,2,8,1,.274,sa3023168
Colby Shade,MIA,AA,24,28,83,95,20,11,4,0,5,15,13,9,0,22,2,1,0,2,15,0,.241,sa3023374
Noah Myers,TBR,AA,26,23,76,85,11,9,1,0,1,6,7,9,0,31,0,0,0,2,2,1,.145,sa3023377
Jesús Made,MIL,AA,19,119,479,544,129,87,24,5,13,84,88,56,1,78,2,7,0,9,36,14,.269,sa3024108
Luis Peña,MIL,AA,19,16,56,61,15,13,1,0,1,5,3,4,0,11,1,0,0,1,6,0,.268,sa3024134
Harold Coll,LAA,AA,24,61,203,234,35,23,7,2,3,16,28,20,0,60,6,4,1,6,12,6,.172,sa3025185
Michael Snyder,MIA,AA,25,28,91,117,14,9,2,2,1,14,8,22,0,29,1,2,1,2,6,1,.154,sa3025194
Payton Green,MIA,AA,23,65,208,238,50,28,11,1,10,28,24,24,1,79,5,0,1,3,16,3,.240,sa3025195
Fenwick Trimble,MIA,AA,23,84,327,369,86,50,21,0,15,50,49,34,0,77,7,1,0,6,19,8,.263,sa3025202
Gage Miller,MIA,AA,23,29,91,106,25,18,3,0,4,10,22,13,0,19,1,1,0,1,3,3,.275,sa3025205
Patrick Clohisy,ATL,AA,24,70,264,299,69,39,19,4,7,43,35,30,0,64,4,1,0,2,37,10,.261,sa3025223
Colby Jones,ATL,AA,22,4,11,13,2,0,1,1,0,1,1,2,0,6,0,0,0,0,3,0,.182,sa3025224
Connor Caskenette,MIA,AA,24,50,170,184,36,24,5,1,6,22,17,11,0,47,2,1,0,6,7,0,.212,sa3025240
Brendan Jones,MIA,AA,24,81,299,352,70,38,13,7,12,51,35,46,1,81,4,2,1,2,36,8,.234,sa3025253
Edgar Alvarez,CHC,AA,25,105,332,410,67,35,20,1,11,54,46,71,0,112,4,3,0,5,1,0,.202,sa3025269
Alec Briley,CHW,AA,25,119,468,523,115,59,25,3,28,77,84,45,3,145,3,7,0,5,14,5,.246,sa3025309
Eddie Micheletti Jr.,LAA,AA,24,24,81,95,14,5,4,1,4,10,13,10,0,20,4,0,0,2,2,0,.173,sa3025311
Ryan McCrystal,CIN,AA,23,30,113,123,28,19,6,1,2,16,13,9,0,28,1,0,0,1,0,1,.248,sa3025334
David Mershon,LAA,AA,23,11,29,36,3,3,0,0,0,8,3,5,0,7,0,2,0,1,2,0,.103,sa3025335
T.J. McCants,CHW,AA,25,17,57,62,11,8,2,0,1,5,7,4,0,27,0,1,0,0,4,0,.193,sa3025355
Blake Burke,MIL,AA,23,96,375,431,107,50,25,2,30,68,88,44,3,102,7,5,0,6,28,7,.285,sa3025381
Émilien Pitre,TBR,AA,23,37,130,163,42,28,9,2,3,25,10,30,1,17,1,1,1,3,11,7,.323,sa3025391
Connor Hujsak,TBR,AA,24,22,89,92,24,13,9,1,1,10,14,3,0,30,0,0,0,2,5,0,.270,sa3025393
Austin Overn,TBR,AA,23,61,246,282,76,48,8,5,15,54,41,30,1,89,5,0,1,0,48,4,.309,sa3025408
Jacob Cozart,LAA,AA,23,23,83,96,19,12,1,0,6,13,17,11,0,28,1,0,1,2,0,0,.229,sa3025434
Austin Machado,ATL,AA,25,3,10,12,1,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,.100,sa3025442
Owen Ayers,CHC,AA,25,65,230,278,70,37,16,1,16,42,48,42,1,69,4,2,0,3,3,1,.304,sa3025449
Ariel Armas,CHC,AA,23,103,364,416,85,60,18,1,6,49,36,42,0,85,6,3,1,9,7,2,.234,sa3025454
Marco Dinges,MIL,AA,22,15,52,58,7,4,2,0,1,3,4,6,0,18,0,0,0,4,2,0,.135,sa3025495
Peyton Stovall,CIN,AA,23,25,89,97,15,11,1,0,3,5,11,5,0,27,2,1,0,1,0,0,.169,sa3025512
Dillon Lewis,MIA,AA,23,84,318,346,75,43,11,4,17,41,46,27,0,106,1,0,0,4,19,2,.236,sa3025515
Cameron Sisneros,CHC,AA,25,14,43,57,11,8,2,0,1,7,7,12,0,9,0,2,0,1,0,0,.256,sa3025564
Theo Gillen,TBR,AA,20,55,211,252,62,38,11,4,9,42,43,36,1,50,3,1,1,4,16,5,.294,sa3025565
Braylon Payne,MIL,AA,19,20,78,85,21,11,6,2,2,12,6,6,0,24,0,0,0,1,2,0,.269,sa3025647
Aiva Arquette,MIA,AA,22,46,193,209,51,36,6,0,9,31,32,12,1,41,3,1,0,5,15,1,.264,sa3026235
Caden Bodine,TBR,AA,22,37,152,179,48,38,5,0,5,25,33,20,0,12,3,4,0,2,4,1,.316,sa3027305
Logan Braunschweig,ATL,AA,23,39,125,140,24,21,2,1,0,9,9,12,0,42,0,2,1,2,5,4,.192,sa3027614
Cam Cannarella,MIA,AA,22,34,122,150,42,28,5,0,9,29,23,23,0,20,3,2,0,0,8,4,.344,sa3028360
Brandon Compton,MIA,AA,22,50,187,216,62,25,15,1,21,38,54,27,2,68,2,0,0,1,5,2,.332,sa3029229
Anthony DePino,CHW,AA,23,93,338,392,88,53,14,2,19,42,60,46,1,102,6,2,0,6,2,1,.260,sa3030172
Andrew Fischer,MIL,AA,22,66,226,285,56,21,7,2,26,50,61,50,2,97,2,7,0,2,5,4,.248,sa3031366
Kane Kepley,CHC,AA,22,26,87,115,18,9,4,2,3,19,13,22,0,19,6,0,0,1,14,1,.207,sa3035293
Alex Lodise,ATL,AA,22,18,75,81,23,15,5,0,3,15,11,3,0,19,2,1,0,2,1,0,.307,sa3036445
Dalton McIntyre,ATL,AA,22,47,140,166,30,23,3,2,2,26,7,19,0,50,2,0,5,0,8,2,.214,sa3037634
Josiah Ragsdale,MIL,AA,22,26,96,119,28,13,3,0,12,28,21,23,0,35,0,0,0,0,7,1,.292,sa3040392
Nick Rodriguez,LAA,AA,23,119,453,522,115,82,29,1,3,66,54,52,0,110,3,7,7,9,14,10,.254,sa3041005
Colby Shelton,CHW,AA,23,91,329,374,71,32,20,2,17,48,52,35,1,91,4,4,2,9,8,3,.216,sa3042129
Boston Smith,CHW,AA,23,23,72,97,22,12,2,0,8,24,18,23,1,27,2,0,0,2,2,1,.306,sa3042491
Kien Vu,CIN,AA,22,48,156,179,27,16,5,1,5,22,21,17,1,55,5,0,1,1,5,2,.173,sa3044590
Dixon Williams,ATL,AA,22,6,21,24,4,0,2,0,2,5,3,2,0,5,1,0,0,0,0,0,.190,sa3045282
Max Williams,MIA,AA,21,3,14,14,4,1,0,0,3,3,6,0,0,2,0,0,0,0,1,0,.286,sa3045333
Jake Munroe,LAA,AA,22,57,213,253,67,46,14,0,7,38,35,27,0,47,10,3,0,3,6,2,.315,sa3060109
Eric Hartman,ATL,AA,20,29,114,134,23,17,3,1,2,19,9,17,0,40,3,0,0,2,14,2,.202,sa3067040
Caleb Bonemer,CHW,AA,20,65,242,291,61,29,12,2,18,45,48,42,2,73,5,2,0,5,7,2,.252,sa3067043
Owen Carey,ATL,AA,19,30,112,131,28,19,5,2,2,19,17,13,0,33,4,2,0,2,3,0,.250,sa3067044
Jorge Corona,CHW,AA,25,57,184,206,44,26,5,3,10,31,25,13,0,64,9,0,0,2,1,0,.239,sa3067209
Grant Magill,CHW,AA,25,41,140,156,28,18,6,1,3,11,21,12,0,57,2,2,0,2,1,0,.200,sa3067319
Miguel Useche,CHC,AA,25,42,141,161,44,26,12,0,6,21,23,18,0,31,0,2,0,2,3,1,.312,sa3068933
Matt Scannell,ATL,AA,24,10,28,33,6,4,2,0,0,0,4,4,1,12,0,1,0,0,0,0,.214,sa3069006
Tate Southisene,ATL,AA,19,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.000,sa3069150
James Taussig,CHW,AA,23,14,56,60,11,7,2,0,2,4,6,3,0,21,1,0,0,0,0,0,.196,sa3069162
Alex Madera,CHC,AA,25,70,205,242,63,54,8,1,0,39,22,33,0,53,0,3,1,2,12,3,.307,sa3075809
Adam Fogel,CHW,AA,27,23,80,91,20,9,6,0,5,14,17,7,0,24,2,1,1,3,1,1,.250,sa3076094
Colin Hynek,CHC,AA,23,6,12,13,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,.000,sa3077922
Dom Krupinski,CHC,AA,22,21,68,84,12,6,3,1,2,10,5,11,0,28,5,0,0,1,5,0,.176,sa3077937
