Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Ethan Hearn,CHC,AA,25,112,.283,1.17,21.9%,42.2%,35.9%,13.0%,17.4%,42.9%,30.2%,27.0%,22.2%,134,289,423,sa3011502
Dasan Brown,MIL,AA,24,168,.302,1.06,22.9%,39.8%,37.3%,19.4%,3.2%,37.6%,23.5%,38.8%,12.8%,276,388,664,sa3011717
Karson Simas,CHC,AA,25,446,.308,1.81,26.0%,47.7%,26.3%,23.2%,7.2%,37.8%,21.3%,40.8%,13.2%,589,1100,1689,sa3011739
Shane Sasaki,CIN,AA,25,198,.348,1.79,27.0%,46.8%,26.1%,17.2%,6.9%,38.9%,26.5%,34.5%,11.5%,300,501,801,sa3011754
Hayden Cantrelle,CHC,AA,27,156,.391,1.06,24.7%,38.7%,36.6%,35.3%,2.9%,44.7%,26.6%,28.7%,9.5%,270,370,640,sa3014426
Carson Taylor,ATL,AA,27,133,.280,1.00,16.5%,41.8%,41.8%,24.2%,15.2%,35.0%,27.5%,37.5%,11.4%,238,324,562,sa3014468
David Calabrese,LAA,AA,23,261,.260,1.09,20.7%,41.3%,38.0%,20.6%,7.4%,40.9%,27.1%,32.0%,11.6%,350,616,966,sa3014507
Austin Hendrick,CIN,AA,25,206,.300,0.82,26.8%,33.1%,40.2%,23.5%,13.7%,45.7%,27.6%,26.8%,17.2%,277,486,763,sa3014521
Jordan Nwogu,CHC,AA,27,151,.333,0.94,30.5%,33.7%,35.8%,14.7%,2.9%,37.1%,30.9%,32.0%,9.8%,247,373,620,sa3014530
Ed Howard,CHC,AA,24,116,.274,0.76,19.0%,34.9%,46.0%,31.0%,6.9%,32.8%,25.0%,42.2%,18.7%,139,295,434,sa3014540
Zavier Warren,CIN,AA,27,224,.226,0.65,28.9%,28.1%,43.0%,20.0%,9.1%,46.2%,26.2%,27.7%,10.9%,358,552,910,sa3014549
Arol Vera,LAA,AA,23,13,.333,0.33,20.0%,20.0%,60.0%,33.3%,0.0%,16.7%,33.3%,50.0%,9.0%,32,35,67,sa3014687
Ian Lewis Jr.,MIA,AA,23,268,.211,1.31,14.7%,48.4%,36.8%,27.1%,14.3%,36.3%,30.1%,33.7%,10.8%,340,603,943,sa3014691
Alex Ramírez,CHC,AA,23,536,.310,1.81,22.3%,50.0%,27.7%,16.5%,13.8%,37.5%,28.5%,34.0%,11.8%,687,1301,1988,sa3014695
Jhon Diaz,TBR,AA,23,160,.225,1.88,14.8%,55.7%,29.5%,26.9%,15.4%,36.7%,23.3%,40.0%,16.9%,205,403,608,sa3014710
Elijah Dunham,LAA,AA,28,135,.299,1.19,25.0%,40.8%,34.2%,7.7%,7.7%,46.1%,23.7%,30.3%,18.4%,206,337,543,sa3014827
Ethan Workinger,ATL,AA,24,149,.244,1.30,19.1%,45.7%,35.1%,15.2%,12.1%,55.8%,15.8%,28.4%,9.1%,257,383,640,sa3015166
Yerlin Confidan,CIN,AA,23,186,.314,2.63,21.6%,56.8%,21.6%,22.2%,25.9%,34.1%,27.0%,38.9%,13.8%,271,416,687,sa3015176
Wilfred Veras,CHW,AA,23,178,.284,2.00,22.8%,51.5%,25.7%,3.8%,23.1%,44.8%,21.9%,33.3%,19.7%,235,425,660,sa3015178
Jheremy Vargas,MIL,AA,23,164,.209,1.55,22.2%,47.2%,30.6%,15.2%,3.0%,41.1%,16.1%,42.9%,8.2%,264,374,638,sa3015353
Johnny Ascanio,CIN,AA,22,140,.419,3.92,25.6%,59.3%,15.1%,7.7%,7.7%,43.8%,25.8%,30.3%,8.9%,229,353,582,sa3015526
Lizandro Espinoza,ATL,AA,23,156,.353,0.82,20.2%,36.0%,43.8%,20.5%,12.8%,51.1%,21.1%,27.8%,14.7%,232,361,593,sa3015611
Cristian Hernández,MIA,AA,22,466,.306,1.51,22.3%,46.7%,31.0%,23.6%,13.5%,52.3%,28.5%,19.1%,14.9%,656,1139,1795,sa3015696
Samuel Zavala,CHW,AA,21,460,.289,1.43,21.7%,46.1%,32.2%,31.3%,14.5%,48.7%,25.7%,25.7%,10.5%,823,1062,1885,sa3015718
Leo Balcazar,CIN,AA,22,443,.287,1.32,25.4%,42.5%,32.1%,22.9%,10.4%,38.6%,31.4%,30.0%,11.5%,603,985,1588,sa3015798
Gregory Barrios,TBR,AA,22,419,.290,1.63,21.5%,48.6%,29.8%,28.9%,3.1%,37.7%,21.3%,41.0%,8.9%,414,902,1316,sa3015800
Jadher Areinamo,TBR,AA,22,303,.280,0.99,21.6%,39.0%,39.4%,20.2%,15.5%,49.3%,22.6%,28.1%,11.1%,383,781,1164,sa3015802
Edgardo Ordonez,MIL,AA,22,7,.250,2.00,25.0%,50.0%,25.0%,0.0%,0.0%,75.0%,25.0%,0.0%,23.1%,9,17,26,sa3016553
Diego Omana,CIN,AA,23,31,.250,1.20,26.7%,40.0%,33.3%,60.0%,0.0%,47.1%,5.9%,47.1%,20.3%,38,80,118,sa3016824
Tyler Tolve,ATL,AA,25,57,.242,1.42,12.1%,51.5%,36.4%,8.3%,8.3%,39.4%,21.2%,39.4%,23.8%,63,139,202,sa3016960
Michael Trautwein,CIN,AA,26,60,.318,1.83,29.2%,45.8%,25.0%,0.0%,33.3%,45.8%,29.2%,25.0%,17.5%,107,133,240,sa3017043
Ruben Ibarra,CIN,AA,27,440,.269,1.25,21.1%,43.8%,35.1%,30.1%,21.5%,51.3%,27.5%,21.2%,13.6%,661,1092,1753,sa3017053
Luke Waddell,ATL,AA,27,492,.230,1.04,24.4%,38.6%,37.0%,19.1%,7.1%,43.0%,25.6%,31.3%,5.9%,681,1122,1803,sa3017075
Cal Conley,ATL,AA,26,117,.311,1.23,23.4%,42.2%,34.4%,13.6%,22.7%,50.7%,28.4%,20.9%,16.0%,187,276,463,sa3017080
Sam Praytor,MIA,AA,27,14,.571,1.50,37.5%,37.5%,25.0%,0.0%,50.0%,75.0%,25.0%,0.0%,14.0%,19,38,57,sa3017151
Juan Gonzalez,CHW,AA,25,20,.364,1.25,18.2%,45.5%,36.4%,0.0%,0.0%,54.5%,36.4%,9.1%,8.8%,26,54,80,sa3017166
Damon Keith,MIL,AA,26,226,.381,1.36,21.5%,45.2%,33.3%,11.1%,20.0%,44.9%,28.7%,26.5%,15.8%,293,515,808,sa3017179
Adam Zebrowski,ATL,AA,25,220,.324,0.87,22.0%,36.2%,41.7%,15.1%,35.8%,40.8%,31.5%,27.7%,18.1%,285,522,807,sa3017221
Josh Crouch,LAA,AA,27,26,.214,4.00,28.6%,57.1%,14.3%,0.0%,50.0%,60.0%,6.7%,33.3%,14.8%,44,71,115,sa3017370
Brenden Dixon,CHW,AA,25,97,.200,0.65,25.9%,29.3%,44.8%,38.5%,19.2%,60.7%,19.7%,19.7%,16.0%,119,238,357,sa3017397
Jay Allen II,CIN,AA,23,377,.328,1.31,19.7%,45.6%,34.7%,22.9%,18.1%,42.0%,24.5%,33.5%,11.1%,524,886,1410,sa3017403
Carlos Colmenarez,TBR,AA,22,8,.500,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,14.3%,16,19,35,sa3017480
Kay-Lan Nicasia,MIL,AA,24,42,.176,0.75,17.6%,35.3%,47.1%,37.5%,0.0%,52.9%,23.5%,23.5%,27.0%,62,101,163,sa3017629
Ryan Spikes,TBR,AA,23,291,.321,1.57,23.6%,46.7%,29.7%,28.6%,14.3%,39.0%,23.3%,37.8%,18.4%,306,701,1007,sa3017792
Cooper Kinney,TBR,AA,23,237,.359,1.06,27.3%,37.3%,35.3%,20.8%,20.8%,47.1%,23.2%,29.7%,14.4%,312,566,878,sa3017793
Anthony Scull,LAA,AA,22,145,.333,1.21,24.7%,41.2%,34.0%,18.2%,12.1%,40.8%,24.5%,34.7%,19.1%,156,367,523,sa3017988
Jason Matthews,CHW,AA,29,25,.143,0.50,14.3%,28.6%,57.1%,50.0%,50.0%,28.6%,14.3%,57.1%,7.4%,44,51,95,sa3018152
Daniel Guilarte,MIL,AA,22,57,.189,1.83,12.8%,56.4%,30.8%,16.7%,16.7%,40.0%,35.0%,25.0%,11.8%,83,128,211,sa3018388
Randy De Jesus,LAA,AA,21,44,.316,0.86,35.0%,30.0%,35.0%,14.3%,14.3%,40.0%,30.0%,30.0%,21.7%,49,131,180,sa3018426
Carlos Sanchez,CIN,AA,21,231,.270,2.39,14.5%,60.3%,25.2%,15.2%,15.2%,49.6%,20.6%,29.8%,13.4%,417,613,1030,sa3018465
Jeral Perez,CHW,AA,21,248,.243,1.48,24.8%,44.8%,30.3%,15.9%,9.1%,45.9%,21.2%,32.9%,12.5%,369,661,1030,sa3018557
Jefferson Rojas,CHC,AA,21,390,.289,1.11,22.6%,40.6%,36.7%,26.0%,14.4%,49.3%,25.2%,25.5%,11.6%,496,906,1402,sa3018571
Juan Matheus,MIA,AA,22,341,.318,1.21,25.1%,41.0%,33.9%,27.2%,11.1%,48.8%,28.7%,22.5%,7.8%,425,794,1219,sa3018611
Ryan Burrowes,CHW,AA,21,138,.282,1.59,33.7%,40.7%,25.6%,9.1%,9.1%,30.7%,18.2%,51.1%,10.7%,193,328,521,sa3018619
Nestor Rios,MIA,AA,21,10,.250,1.00,14.3%,42.9%,42.9%,66.7%,0.0%,62.5%,37.5%,0.0%,19.4%,12,24,36,sa3018918
Tucker Flint,LAA,AA,25,513,.316,1.32,22.0%,44.3%,33.7%,16.8%,12.6%,43.2%,28.9%,27.9%,14.5%,813,1198,2011,sa3019856
Ben Gobbel,LAA,AA,26,54,.294,1.64,17.1%,51.4%,31.4%,18.2%,18.2%,41.7%,16.7%,41.7%,14.0%,64,115,179,sa3019870
Kevin Kilpatrick Jr.,ATL,AA,25,298,.320,2.59,22.7%,55.8%,21.5%,15.4%,15.4%,38.2%,19.4%,42.5%,12.8%,452,737,1189,sa3019891
Keshawn Ogans,ATL,AA,24,66,.244,0.69,30.8%,28.2%,41.0%,25.0%,0.0%,43.6%,20.5%,35.9%,13.6%,81,161,242,sa3019893
Ambioris Tavarez,ATL,AA,22,285,.266,3.86,25.2%,59.4%,15.4%,0.0%,31.8%,40.0%,22.8%,37.2%,17.0%,481,700,1181,sa3019895
Eric Brown Jr.,MIL,AA,25,212,.273,1.38,18.0%,47.5%,34.4%,35.7%,11.9%,50.0%,23.8%,26.2%,9.6%,331,481,812,sa3019923
Matthew Wood,MIL,AA,25,372,.252,0.78,25.9%,32.5%,41.6%,10.9%,16.8%,42.6%,24.5%,32.9%,6.2%,640,839,1479,sa3019924
Jordan Sprinkle,CHW,AA,25,264,.341,1.13,20.7%,42.1%,37.2%,32.8%,3.3%,40.6%,23.5%,35.9%,11.0%,350,604,954,sa3019925
Tayden Hall,MIL,AA,23,14,.000,0.20,0.0%,16.7%,83.3%,60.0%,20.0%,33.3%,16.7%,50.0%,9.8%,26,25,51,sa3019929
Jacob Burke,CHW,AA,25,297,.302,1.14,29.9%,37.3%,32.8%,25.8%,7.6%,53.0%,21.3%,25.7%,12.9%,403,723,1126,sa3019934
Drake Logan,CHW,AA,25,77,.382,0.86,23.5%,35.3%,41.2%,42.9%,21.4%,54.3%,20.0%,25.7%,20.2%,105,182,287,sa3019936
Jake Thompson,LAA,AA,28,128,.307,1.19,26.1%,40.2%,33.7%,22.6%,12.9%,41.3%,14.1%,44.6%,7.7%,213,334,547,sa3019945
David McCabe,ATL,AA,26,220,.311,1.59,24.6%,46.3%,29.1%,0.0%,41.0%,41.0%,38.1%,20.9%,11.3%,396,544,940,sa3019964
Spencer Bramwell,MIA,AA,27,7,.000,0.00,25.0%,0.0%,75.0%,0.0%,0.0%,0.0%,25.0%,75.0%,17.2%,9,20,29,sa3020000
Trey Faltine,CIN,AA,25,83,.235,1.08,26.5%,38.2%,35.3%,25.0%,8.3%,41.7%,25.0%,33.3%,20.8%,115,222,337,sa3020118
Cam Collier,CIN,AA,21,549,.257,1.28,22.0%,43.8%,34.2%,28.0%,15.3%,41.4%,26.7%,31.9%,12.9%,722,1393,2115,sa3020131
Haydn McGeary,CHC,AA,26,38,.238,0.55,15.0%,30.0%,55.0%,18.2%,0.0%,23.8%,28.6%,47.6%,14.4%,66,108,174,sa3020133
Brock Jones,TBR,AA,25,68,.300,0.85,20.0%,36.7%,43.3%,38.5%,15.4%,50.0%,28.1%,21.9%,21.1%,91,179,270,sa3020190
Cade Hunter,CIN,AA,25,304,.321,1.79,29.5%,45.2%,25.3%,11.9%,14.3%,47.9%,18.9%,33.1%,15.0%,466,722,1188,sa3020199
Kamren James,TBR,AA,26,197,.276,1.55,28.8%,43.2%,28.0%,24.2%,21.2%,43.1%,24.4%,32.5%,14.7%,250,473,723,sa3020201
Dylan O'Rae,MIL,AA,22,419,.343,2.83,22.3%,57.4%,20.3%,5.8%,5.8%,32.7%,19.4%,47.9%,5.5%,668,939,1607,sa3020220
Tatem Levins,TBR,AA,27,15,.500,2.00,50.0%,33.3%,16.7%,0.0%,0.0%,66.7%,16.7%,16.7%,10.5%,27,30,57,sa3020278
Emaarion Boyd,MIA,AA,22,200,.322,2.22,15.6%,58.2%,26.2%,28.1%,9.4%,43.5%,34.4%,22.1%,11.1%,239,480,719,sa3020281
Devin Ortiz,CHC,AA,27,117,.132,1.57,15.7%,51.4%,32.9%,21.7%,13.0%,43.7%,19.7%,36.6%,11.0%,181,299,480,sa3020345
Matt Coutney,LAA,AA,26,4,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,11.1%,9,9,18,sa3020413
Andy Garriola,CHC,AA,26,459,.296,1.04,22.4%,39.7%,38.0%,33.0%,19.6%,50.3%,22.1%,27.6%,14.5%,599,1144,1743,sa3020458
Xavier Isaac,TBR,AA,22,425,.313,1.07,17.2%,42.8%,40.0%,15.1%,27.9%,41.8%,33.6%,24.5%,16.8%,774,998,1772,sa3020498
Archer Brookman,ATL,AA,27,284,.268,1.58,26.4%,45.1%,28.6%,25.0%,17.3%,44.7%,26.1%,29.3%,10.0%,442,693,1135,sa3020950
Alfredo Duno,CIN,AA,20,115,.368,1.18,20.8%,42.9%,36.4%,39.3%,10.7%,46.8%,26.6%,26.6%,12.3%,189,273,462,sa3021066
Juan Flores,LAA,AA,20,184,.266,1.15,24.6%,40.4%,35.1%,25.0%,12.5%,35.1%,38.6%,26.3%,16.3%,216,471,687,sa3021185
Alfredo Rodriguez,TBR,AA,20,1,1.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,1,2,3,sa3021207
John Gil,ATL,AA,20,138,.385,1.26,21.4%,43.9%,34.7%,41.2%,5.9%,57.6%,19.2%,23.2%,10.3%,202,305,507,sa3021284
Caleb Bartolero,LAA,AA,26,289,.321,1.84,25.0%,48.6%,26.4%,17.9%,10.7%,30.0%,30.5%,39.5%,12.8%,360,664,1024,sa3022423
Cole Fontenelle,LAA,AA,24,273,.300,1.08,32.9%,34.9%,32.2%,25.0%,10.4%,38.2%,23.0%,38.8%,17.1%,391,688,1079,sa3022429
Alberto Rios,LAA,AA,24,11,.000,3.00,0.0%,100.0%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,12.2%,18,31,49,sa3022441
Mac McCroskey,LAA,AA,26,325,.325,1.49,21.9%,46.7%,31.4%,15.1%,5.7%,39.5%,31.1%,29.4%,14.9%,505,798,1303,sa3022444
Jay Beshears,MIA,AA,24,276,.263,0.84,27.5%,33.1%,39.4%,27.0%,17.5%,45.7%,24.4%,29.9%,12.1%,396,650,1046,sa3022485
Drew Compton,ATL,AA,25,228,.225,1.41,19.8%,46.9%,33.3%,16.7%,7.4%,51.9%,19.8%,28.4%,11.9%,278,480,758,sa3022495
Calvin Harris,CHW,AA,24,140,.244,0.73,22.8%,32.6%,44.6%,26.8%,9.8%,46.3%,23.2%,30.5%,8.9%,213,339,552,sa3022496
Eddie Park,CHW,AA,24,16,.000,7.00,0.0%,87.5%,12.5%,0.0%,0.0%,37.5%,37.5%,25.0%,19.4%,26,46,72,sa3022502
Raudi Rodriguez,LAA,AA,22,414,.322,1.86,26.2%,48.0%,25.8%,26.6%,18.8%,33.7%,21.8%,44.4%,12.8%,653,959,1612,sa3022506
Will Verdung,ATL,AA,23,184,.254,1.59,26.1%,45.4%,28.6%,14.7%,5.9%,41.0%,23.0%,36.1%,6.9%,273,422,695,sa3022512
Will Simpson,TBR,AA,24,492,.314,1.05,25.0%,38.4%,36.6%,18.7%,24.3%,50.2%,25.1%,24.7%,13.8%,716,1190,1906,sa3022530
Mark Coley II,MIL,AA,25,274,.297,0.98,22.9%,38.2%,38.9%,26.8%,16.1%,42.2%,27.2%,30.6%,17.9%,393,672,1065,sa3022534
Ryan Ignoffo,MIA,AA,25,296,.286,2.24,26.4%,50.9%,22.7%,36.7%,6.1%,47.2%,23.9%,28.9%,8.5%,389,648,1037,sa3022573
Drew Bowser,CHC,AA,24,96,.353,1.29,25.0%,42.3%,32.7%,23.5%,17.6%,45.3%,20.8%,34.0%,16.8%,125,226,351,sa3022594
Ethan O'Donnell,MIA,AA,24,156,.261,1.63,26.8%,45.4%,27.8%,7.4%,22.2%,44.4%,29.3%,26.3%,13.3%,204,396,600,sa3022616
Mike Boeve,MIL,AA,24,483,.340,1.92,21.1%,51.9%,27.0%,16.1%,9.2%,44.9%,26.0%,29.1%,7.9%,738,1158,1896,sa3022658
Carter Trice,CHC,AA,23,507,.307,0.88,19.1%,37.9%,43.0%,25.9%,11.1%,49.4%,23.9%,26.7%,11.8%,775,1238,2013,sa3022661
Dylan Campbell,CHW,AA,23,295,.310,0.95,22.2%,37.8%,40.0%,20.3%,9.5%,47.4%,29.9%,22.7%,10.7%,472,735,1207,sa3022751
Caden Connor,CHW,AA,25,46,.290,2.00,25.0%,50.0%,25.0%,12.5%,12.5%,43.8%,28.1%,28.1%,6.2%,68,126,194,sa3022755
Ryan Galanie,CHW,AA,26,54,.276,1.00,20.0%,40.0%,40.0%,33.3%,8.3%,56.7%,23.3%,20.0%,11.4%,92,118,210,sa3022759
Dominic Pitelli,CIN,AA,24,130,.269,0.93,25.7%,35.7%,38.6%,29.6%,14.8%,44.0%,29.3%,26.7%,14.4%,170,329,499,sa3022809
Bryan Broecker,TBR,AA,24,19,.500,2.00,25.0%,50.0%,25.0%,50.0%,0.0%,62.5%,37.5%,0.0%,5.1%,43,55,98,sa3022814
Garret Forrester,MIA,AA,24,96,.264,1.19,20.7%,43.1%,36.2%,28.6%,28.6%,42.4%,27.1%,30.5%,8.5%,177,209,386,sa3022822
Carter Graham,CIN,AA,24,236,.336,0.93,21.1%,38.0%,40.8%,20.7%,19.0%,44.8%,29.7%,25.5%,13.0%,363,536,899,sa3022824
Dylan Jasso,MIA,AA,23,240,.309,0.94,30.9%,33.6%,35.5%,7.4%,7.4%,51.3%,25.0%,23.7%,7.2%,399,623,1022,sa3022830
Mac Horvath,TBR,AA,24,491,.333,0.99,24.8%,37.5%,37.8%,17.6%,9.2%,45.2%,25.2%,29.5%,10.1%,692,1147,1839,sa3022885
Adrian Santana,MIA,AA,20,122,.319,2.33,27.7%,50.6%,21.7%,22.2%,0.0%,41.9%,26.7%,31.4%,5.3%,139,254,393,sa3022890
Arjun Nimmala,LAA,AA,20,101,.250,1.73,25.5%,47.3%,27.3%,20.0%,26.7%,53.6%,28.6%,17.9%,11.7%,185,235,420,sa3022892
Brayden Taylor,TBR,AA,24,380,.335,0.78,18.0%,36.0%,46.1%,22.9%,16.2%,49.8%,29.9%,20.3%,10.0%,608,908,1516,sa3022921
Josh Adamczewski,MIL,AA,21,260,.320,1.03,27.9%,36.6%,35.5%,14.8%,13.1%,51.4%,23.4%,25.1%,12.0%,408,627,1035,sa3023168
Colby Shade,MIA,AA,24,95,.263,0.82,32.2%,30.5%,37.3%,22.7%,22.7%,33.9%,32.3%,33.9%,11.2%,124,216,340,sa3023374
Noah Myers,TBR,AA,26,85,.227,1.13,22.0%,41.5%,36.6%,20.0%,6.7%,51.2%,12.2%,36.6%,13.0%,145,208,353,sa3023377
Jesús Made,MIL,AA,19,544,.294,1.96,21.0%,52.3%,26.7%,22.1%,12.5%,40.0%,27.0%,33.0%,8.6%,716,1188,1904,sa3024108
Luis Peña,MIL,AA,19,61,.318,0.88,31.8%,31.8%,36.4%,31.3%,6.3%,28.9%,33.3%,37.8%,14.2%,74,130,204,sa3024134
Harold Coll,LAA,AA,24,234,.222,1.04,20.0%,40.7%,39.3%,21.8%,5.5%,40.3%,29.9%,29.9%,12.0%,325,534,859,sa3025185
Michael Snyder,MIA,AA,25,117,.206,1.27,19.4%,45.2%,35.5%,18.2%,4.5%,32.3%,33.8%,33.8%,10.5%,196,278,474,sa3025194
Payton Green,MIA,AA,23,238,.336,0.72,26.2%,31.0%,42.9%,29.6%,18.5%,46.5%,29.5%,24.0%,14.7%,322,592,914,sa3025195
Fenwick Trimble,MIA,AA,23,369,.301,1.00,25.9%,37.0%,37.0%,22.2%,16.7%,44.8%,27.0%,28.2%,12.1%,507,884,1391,sa3025202
Gage Miller,MIA,AA,23,106,.304,0.85,13.7%,39.7%,46.6%,41.2%,11.8%,38.4%,31.5%,30.1%,11.5%,153,248,401,sa3025205
Patrick Clohisy,ATL,AA,24,299,.320,1.10,26.8%,38.4%,34.8%,8.7%,10.1%,42.0%,21.5%,36.5%,12.1%,420,703,1123,sa3025223
Colby Jones,ATL,AA,22,13,.400,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,40.0%,40.0%,20.0%,16.1%,23,39,62,sa3025224
Connor Caskenette,MIA,AA,24,184,.254,1.34,20.0%,45.8%,34.2%,19.5%,14.6%,47.9%,26.4%,25.6%,11.2%,237,449,686,sa3025240
Brendan Jones,MIA,AA,24,352,.279,0.50,20.7%,26.3%,53.1%,23.9%,10.6%,45.0%,32.6%,22.5%,12.3%,509,833,1342,sa3025253
Edgar Alvarez,CHC,AA,25,410,.264,1.06,19.7%,41.3%,39.0%,16.5%,12.9%,38.4%,24.2%,37.4%,12.0%,753,1052,1805,sa3025269
Alec Briley,CHW,AA,25,523,.288,1.19,25.0%,40.7%,34.3%,18.9%,25.2%,48.5%,23.0%,28.5%,17.7%,663,1288,1951,sa3025309
Eddie Micheletti Jr.,LAA,AA,24,95,.175,0.81,8.2%,41.0%,50.8%,22.6%,12.9%,44.3%,24.6%,31.1%,12.3%,127,207,334,sa3025311
