Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
George Lombard Jr.,NYY,CPX,21,6,50.0%,0.0%,3.00,.667,.833,2.667,3.500,2.000,3.5,.000,-0.6,5,3.6,1.042,467,sa3023233
Tommy Pham,PHI,CPX,38,7,28.6%,14.3%,2.00,.750,.714,1.750,2.464,1.000,2.6,.667,0.0,4,2.9,.831,353,2967
Boston Baro,NYM,CPX,21,5,0.0%,20.0%,0.00,.800,.800,.800,1.600,.000,0.1,1.000,0.0,3,1.8,.783,328,sa3022962
Jake Rucker,MIN,CPX,26,19,31.6%,5.3%,6.00,.583,.737,1.083,1.820,.500,9.5,.600,0.5,10,6.6,.760,319,sa3017757
Ryan Cermak,TBR,CPX,25,19,15.8%,21.1%,0.75,.538,.684,1.231,1.915,.692,6.1,.667,-0.3,10,6.7,.768,317,sa3020204
Brandon Butterworth,BAL,CPX,23,17,29.4%,5.9%,5.00,.667,.765,.917,1.681,.250,7.4,.727,-0.3,9,5.8,.755,303,sa3025264
Jack Brannigan,PIT,CPX,25,6,50.0%,0.0%,3.00,.333,.667,1.333,2.000,1.000,1.6,.000,0.0,3,1.9,.724,297,31471
Alan Roden,MIN,CPX,26,8,50.0%,12.5%,4.00,.500,.750,.750,1.500,.250,4.5,.667,0.1,4,2.3,.691,280,31564
Logan Driscoll,TBR,CPX,28,18,50.0%,5.6%,9.00,.556,.778,.667,1.444,.111,2.2,.625,-0.1,8,5.2,.695,276,25475
Edward Guribe,STL,CPX,19,4,0.0%,0.0%,0.00,.667,.750,.667,1.417,.000,2.6,.667,0.0,2,1.2,.699,276,sa3024799
Hedbert Perez,TOR,CPX,23,14,0.0%,28.6%,0.00,.462,.500,1.154,1.654,.692,0.1,.500,0.0,6,3.8,.680,271,sa3014692
Jacob Melton,TBR,CPX,25,16,18.8%,6.3%,3.00,.545,.667,.818,1.485,.273,6.8,.556,0.3,7,4.3,.672,263,31661
Braden Shewmake,HOU,CPX,28,8,12.5%,0.0%,1.00,.500,.625,.833,1.458,.333,7.5,.500,0.2,3,2.0,.655,260,25817
Brandon Forrester,HOU,CPX,22,15,13.3%,13.3%,1.00,.538,.600,.846,1.446,.308,10.0,.636,0.9,6,3.7,.650,257,sa3069109
Logan Maxwell,NYY,CPX,23,3,0.0%,0.0%,0.00,.667,.667,.667,1.333,.000,7.5,.667,0.2,1,0.7,.653,249,sa3076050
Jacob Reimer,NYM,CPX,22,10,20.0%,10.0%,2.00,.429,.600,.857,1.457,.429,0.1,.400,-0.1,4,2.3,.633,243,sa3020416
Alejandro Urias,NYM,CPX,24,3,33.3%,0.0%,1.00,.500,.667,.500,1.167,.000,0.1,.500,0.0,1,0.6,.596,222,sa3077860
Patrick Lee,DET,CPX,26,33,21.2%,30.3%,0.70,.400,.515,.920,1.435,.520,7.4,.538,0.1,12,6.4,.592,222,sa3023666
Ha-Seong Kim,ATL,CPX,30,9,33.3%,22.2%,1.50,.333,.556,.833,1.389,.500,2.6,.333,0.0,3,1.7,.591,220,27506
Yairo Padilla,STL,CPX,19,13,23.1%,15.4%,1.50,.400,.538,.800,1.338,.400,2.6,.429,-0.1,5,2.4,.585,212,sa3023925
John Cristino,NYY,CPX,26,23,21.7%,26.1%,0.83,.313,.500,.938,1.438,.625,4.0,.286,-0.7,8,4.3,.587,212,sa3067467
Nazzan Zanetello,BOS,CPX,21,21,28.6%,23.8%,1.20,.400,.571,.733,1.305,.333,7.2,.556,0.9,7,4.0,.587,210,sa3022893
Robbie Burnett,NYY,CPX,23,22,9.1%,22.7%,0.40,.368,.455,.947,1.402,.579,2.6,.364,-0.1,8,4.0,.580,208,sa3069072
Ethan Frey,HOU,CPX,22,22,18.2%,18.2%,1.00,.471,.545,.706,1.251,.235,1.2,.538,-0.1,7,3.6,.561,207,sa3031717
Alexi Quiroz,HOU,CPX,19,7,0.0%,14.3%,0.00,.429,.429,.857,1.286,.429,2.6,.500,0.0,2,1.2,.561,207,sa3024119
Jack Lines,TBR,CPX,20,13,38.5%,7.7%,5.00,.000,.692,.000,.692,.000,7.3,.000,0.3,4,2.2,.569,205,sa3066763
Franklin Primera,BOS,CPX,19,134,16.4%,9.7%,1.69,.427,.549,.718,1.267,.291,4.4,.434,-0.4,45,23.6,.573,202,sa3067709
Michael Martinez,ATL,CPX,19,46,21.7%,10.9%,2.00,.375,.522,.781,1.303,.406,4.1,.320,-0.4,15,7.4,.556,200,sa3024654
Slater de Brun,TBR,CPX,19,21,19.0%,19.0%,1.00,.438,.571,.563,1.134,.125,6.4,.583,0.3,7,3.3,.552,195,sa3069257
Walker Janek,HOU,CPX,23,47,21.3%,21.3%,1.00,.353,.511,.706,1.217,.353,7.0,.409,0.8,14,6.8,.538,194,sa3025254
Franyerber Montilla,DET,CPX,21,6,66.7%,16.7%,4.00,.000,.667,.000,.667,.000,2.6,.000,0.0,2,0.9,.540,192,sa3018580
Cobb Hightower,BAL,CPX,21,16,6.3%,6.3%,1.00,.400,.438,.867,1.304,.467,2.0,.333,0.0,5,2.6,.555,191,sa3066025
Alberto Hernandez,HOU,CPX,22,12,16.7%,0.0%,2.00,.333,.500,.667,1.167,.333,2.6,.250,-0.1,4,1.6,.527,188,sa3018582
Yasmil Bucce,BAL,CPX,21,14,14.3%,21.4%,0.67,.455,.571,.545,1.117,.091,1.3,.625,-0.1,4,2.2,.549,187,sa3015739
August Cuneo,HOU,CPX,18,70,32.9%,20.0%,1.64,.286,.571,.452,1.024,.167,3.9,.407,-1.1,21,9.3,.526,187,sa3076335
Jorwin Pulido,ATL,CPX,17,24,12.5%,16.7%,0.75,.389,.542,.556,1.097,.167,4.9,.500,-0.9,7,3.3,.533,187,sa3076639
Giaconino Lasaracina,TOR,CPX,22,59,11.9%,30.5%,0.39,.365,.441,.788,1.229,.423,4.3,.464,0.0,18,8.0,.529,186,sa3076418
Louis Andujar,BOS,CPX,18,60,11.7%,23.3%,0.50,.404,.483,.731,1.214,.327,6.5,.514,0.4,19,8.9,.542,184,sa3068889
Grae Kessinger,NYM,CPX,28,14,35.7%,21.4%,1.67,.222,.500,.667,1.167,.444,5.2,.200,-0.4,4,1.8,.519,179,25813
Jose Monserrate,MIA,CPX,21,18,16.7%,27.8%,0.60,.467,.556,.467,1.022,.000,3.4,.700,-0.9,5,2.2,.516,179,sa3018646
Jorgelys Mota,WSN,CPX,21,15,6.7%,33.3%,0.20,.417,.467,.750,1.217,.333,5.0,.571,0.3,4,1.9,.520,179,sa3019465
Maximus Martin,BOS,CPX,22,48,20.8%,33.3%,0.63,.378,.521,.622,1.142,.243,2.6,.632,-0.2,14,6.6,.531,178,sa3037194
Owen Gregg,TOR,CPX,19,52,7.7%,17.3%,0.44,.435,.490,.609,1.099,.174,8.9,.528,0.4,15,6.4,.514,178,sa3076281
Yeferson Portolatin,STL,CPX,18,41,34.1%,7.3%,4.67,.370,.585,.407,.993,.037,5.5,.417,0.0,12,5.4,.523,177,sa3068199
Waner Luciano,HOU,CPX,21,16,25.0%,12.5%,2.00,.333,.500,.583,1.083,.250,6.5,.333,0.3,4,1.8,.506,176,sa3018501
Rey Cruz,PHI,CPX,18,18,27.8%,16.7%,1.67,.385,.556,.462,1.017,.077,6.2,.500,0.1,5,2.2,.515,176,sa3068244
Tre' Morgan,TBR,CPX,23,51,13.7%,15.7%,0.88,.318,.412,.818,1.230,.500,6.5,.290,0.1,15,6.3,.516,175,sa3022919
Roberto Campos,DET,CPX,23,9,44.4%,11.1%,4.00,.200,.556,.400,.956,.200,6.2,.250,0.2,2,1.0,.505,173,sa3014683
Branden Boissiere,WSN,CPX,26,23,17.4%,21.7%,0.80,.368,.478,.632,1.110,.263,2.0,.462,-0.1,6,2.7,.508,172,sa3017558
Edgardo De Leon,MIA,CPX,19,76,19.7%,18.4%,1.07,.351,.474,.649,1.123,.298,6.1,.381,0.5,21,8.3,.499,170,sa3024339
Luis De Leon,HOU,CPX,19,141,14.9%,11.3%,1.31,.390,.482,.559,1.042,.169,4.6,.424,-0.2,37,14.3,.491,168,sa3067652
Sam Shaw,TOR,CPX,21,21,19.0%,23.8%,0.80,.267,.476,.600,1.076,.333,6.5,.333,0.1,6,2.2,.496,168,sa3022889
David McCann,NYY,CPX,22,35,8.6%,28.6%,0.30,.321,.429,.786,1.214,.464,5.3,.333,0.3,10,4.1,.509,168,sa3076393
C.J. Stubbs,TOR,CPX,29,16,6.3%,25.0%,0.25,.357,.375,.857,1.232,.500,2.6,.333,0.0,4,1.7,.494,167,25814
Anyelo Encarnación,STL,CPX,22,18,11.1%,27.8%,0.40,.308,.500,.538,1.038,.231,7.1,.500,0.1,5,2.0,.502,165,sa3016157
DJ Newman,HOU,CPX,22,26,7.7%,23.1%,0.33,.391,.462,.565,1.027,.174,4.6,.529,-0.5,7,2.5,.484,164,sa3038808
Josueth Quinonez,DET,CPX,19,84,14.3%,11.9%,1.20,.412,.506,.456,.962,.044,3.4,.475,-1.0,21,7.6,.479,159,sa3023882
Hemmanuel Rosario,HOU,CPX,25,20,20.0%,5.0%,4.00,.286,.500,.429,.929,.143,2.6,.308,-0.1,5,1.7,.474,158,sa3005130
Edwin Sanchez,HOU,CPX,21,10,20.0%,40.0%,0.50,.286,.500,.429,.929,.143,0.1,.667,0.0,2,0.9,.474,158,sa3018438
Jaxson West,TOR,CPX,22,30,20.0%,3.3%,6.00,.364,.533,.364,.897,.000,4.3,.381,-0.6,8,2.7,.479,158,sa3045032
Jose Castro,NYY,CPX,20,166,18.1%,24.1%,0.75,.328,.488,.552,1.040,.224,8.3,.430,0.2,44,17.0,.492,158,sa3022235
Jake Casey,TOR,CPX,23,11,9.1%,18.2%,0.50,.167,.455,.667,1.121,.500,2.5,.000,-0.6,3,1.0,.476,156,sa3028574
Brent Iredale,PIT,CPX,22,35,17.1%,28.6%,0.60,.333,.429,.667,1.095,.333,7.0,.412,0.1,9,2.9,.471,156,sa3059570
Jhonkensy Noel,BAL,CPX,24,4,0.0%,25.0%,0.00,.500,.500,.500,1.000,.000,2.6,.667,0.0,1,0.4,.490,154,24257
Woody Hadeen,DET,CPX,23,18,16.7%,5.6%,3.00,.357,.500,.429,.929,.071,6.9,.385,0.3,4,1.5,.472,154,sa3025602
Wilberson De Pena,NYY,CPX,19,248,6.9%,19.8%,0.35,.358,.411,.677,1.088,.319,7.3,.401,-0.2,63,22.8,.481,152,sa3025019
Jean Joseph,TOR,CPX,21,40,17.5%,17.5%,1.00,.258,.425,.613,1.038,.355,0.1,.238,-0.1,10,3.1,.466,151,sa3018568
Elian Soto,WSN,CPX,20,39,20.5%,25.6%,0.80,.267,.436,.600,1.036,.333,1.3,.333,-0.1,10,3.2,.470,151,sa3021228
Merphy Hernandez,MIN,CPX,19,36,25.0%,16.7%,1.50,.269,.472,.462,.934,.192,9.6,.316,1.0,8,2.6,.459,150,sa3023921
Brady Marget,TBR,CPX,23,66,12.1%,9.1%,1.33,.382,.470,.509,.979,.127,2.2,.408,-0.3,16,5.4,.469,149,sa3025513
Guillermo Batista,DET,CPX,19,45,22.2%,20.0%,1.11,.286,.444,.543,.987,.257,8.0,.360,0.4,11,3.4,.461,148,sa3024649
Juan Alva,MIA,CPX,20,139,21.6%,13.7%,1.58,.318,.475,.458,.933,.140,5.8,.357,0.8,33,10.2,.460,148,sa3067708
Ismael Munguia,TOR,CPX,27,16,18.8%,18.8%,1.00,.300,.500,.400,.900,.100,2.6,.375,-0.1,4,1.2,.461,148,sa917132
Liosward Marin,BOS,CPX,20,97,16.5%,18.6%,0.89,.329,.443,.608,1.051,.278,6.3,.368,0.5,24,8.6,.477,148,sa3021619
Gavin Dugas,WSN,CPX,26,7,57.1%,28.6%,2.00,.000,.571,.000,.571,.000,2.7,.000,-0.6,2,0.5,.463,147,sa3022667
Yovanny Duran,MIN,CPX,18,214,19.6%,21.5%,0.91,.317,.458,.485,.943,.168,9.2,.412,-0.1,49,14.3,.453,146,sa3067747
Sam White,TOR,CPX,22,79,12.7%,25.3%,0.50,.313,.430,.563,.993,.250,3.7,.390,-0.7,18,5.5,.457,146,sa3076280
Luis Arana,MIA,CPX,18,65,13.8%,9.2%,1.50,.389,.477,.444,.921,.056,8.4,.429,0.7,15,4.5,.456,146,sa3067767
Brock Tibbitts,TOR,CPX,23,39,15.4%,12.8%,1.20,.303,.410,.606,1.016,.303,5.6,.280,0.1,9,2.7,.456,145,sa3025171
Deniel Ortiz,STL,CPX,21,7,0.0%,0.0%,0.00,.500,.429,.667,1.095,.167,6.5,.429,0.4,2,0.6,.467,145,sa3066597
Carlos Tejera,PIT,CPX,17,35,20.0%,25.7%,0.78,.296,.441,.519,.960,.222,2.7,.375,-0.5,8,2.3,.452,145,sa3076555
Jack Penney,DET,CPX,23,20,10.0%,10.0%,1.00,.333,.400,.611,1.011,.278,3.7,.333,-0.6,5,1.4,.454,144,sa3025481
Justin Ramirez,NYM,CPX,21,46,21.7%,6.5%,3.33,.294,.457,.500,.957,.206,4.2,.290,-0.6,11,3.2,.456,144,sa3021324
Sebastian Dos Santos,STL,CPX,18,112,19.6%,24.1%,0.81,.264,.429,.586,1.015,.322,8.6,.315,-0.1,27,8.3,.461,142,sa3067732
Daz Cameron,TOR,CPX,29,8,0.0%,25.0%,0.00,.375,.375,.625,1.000,.250,7.5,.500,0.2,2,0.5,.449,142,18353
Luis Rives,HOU,CPX,21,140,22.9%,20.0%,1.14,.279,.457,.442,.899,.163,8.1,.342,1.6,31,8.2,.444,141,sa3023624
Reed Trimble,BAL,CPX,26,21,14.3%,14.3%,1.00,.375,.476,.500,.976,.125,2.3,.429,-0.1,5,1.7,.467,141,sa3017180
Jeron Williams,HOU,CPX,25,18,11.1%,16.7%,0.67,.333,.444,.467,.911,.133,9.6,.417,0.3,4,1.0,.443,141,sa3022566
Taitn Gray,TBR,CPX,18,20,5.0%,20.0%,0.25,.333,.400,.611,1.011,.278,6.6,.385,-0.6,5,1.4,.454,140,sa3069266
Brady Cerkownyk,WSN,CPX,23,82,12.2%,23.2%,0.53,.333,.427,.561,.987,.227,8.1,.429,0.0,19,5.3,.451,140,sa3022929
Max Viera,TOR,CPX,25,69,11.6%,18.8%,0.62,.339,.420,.542,.963,.203,9.6,.413,1.2,15,4.1,.445,139,sa3077697
Darwin Almanzar,MIN,CPX,18,166,27.7%,18.7%,1.48,.254,.482,.342,.824,.088,6.8,.345,-2.3,36,9.1,.440,139,sa3068186
Ethan Wagner,HOU,CPX,20,65,20.0%,18.5%,1.08,.245,.431,.490,.921,.245,9.3,.306,0.4,14,3.6,.440,139,sa3066860
Carlos Santana,ATL,CPX,40,4,25.0%,0.0%,1.00,.333,.500,.333,.833,.000,2.6,.333,0.0,1,0.2,.447,139,2396
Eddinson Paulino,NYM,CPX,23,4,25.0%,25.0%,1.00,.333,.500,.333,.833,.000,2.5,.500,-0.6,1,0.2,.447,139,sa3009538
Cristian Perez,DET,CPX,19,175,14.3%,26.9%,0.53,.271,.387,.618,1.005,.347,7.2,.314,0.3,39,10.2,.443,138,sa3022320
Edwin Díaz,HOU,CPX,30,25,12.0%,36.0%,0.33,.263,.360,.737,1.097,.474,2.6,.222,-0.1,5,1.3,.439,138,sa738152
Pascual Archila,TOR,CPX,19,232,23.7%,25.0%,0.95,.266,.454,.450,.904,.183,6.0,.362,1.3,51,13.3,.443,138,sa3023946
Jhomnardo Reyes,MIN,CPX,18,193,14.0%,22.3%,0.63,.296,.409,.541,.950,.245,7.3,.360,-4.8,42,10.2,.437,138,sa3067700
Jorge Rodriguez,BOS,CPX,20,124,15.3%,14.5%,1.06,.289,.444,.526,.969,.237,8.5,.320,0.0,29,8.9,.458,137,sa3023974
Enrique Jimenez,MIN,CPX,20,19,26.3%,15.8%,1.67,.286,.474,.357,.831,.071,0.9,.364,-0.1,4,1.0,.437,137,sa3021091
Miguel Hernández,STL,CPX,18,191,20.4%,20.9%,0.98,.270,.435,.534,.968,.264,7.7,.313,-1.4,44,12.6,.452,137,sa3067750
Francisco Loreto,PIT,CPX,19,107,11.2%,33.6%,0.33,.292,.402,.551,.952,.258,8.4,.429,0.5,23,5.5,.436,136,sa3023937
Hyun Seung Lee,PIT,CPX,18,144,11.1%,23.6%,0.47,.309,.396,.569,.965,.260,6.2,.376,-1.6,31,7.4,.436,136,sa3067735
