Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Francisco Acuna,SDP,AA,26,331,.247,1.15,25.5%,39.9%,34.6%,30.8%,9.2%,49.7%,25.7%,24.6%,11.4%,517,769,1286,sa3003291
Hemmanuel Rosario,HOU,AA,25,15,.400,3.00,33.3%,50.0%,16.7%,0.0%,100.0%,83.3%,0.0%,16.7%,28.6%,20,50,70,sa3005130
Keyber Rodriguez,TEX,AA,25,189,.397,1.44,27.5%,42.7%,29.8%,20.5%,12.8%,46.6%,22.1%,31.3%,10.0%,250,483,733,sa3005488
Jesus Valdez,ARI,AA,28,116,.206,1.19,32.4%,36.8%,30.9%,9.5%,9.5%,55.1%,23.2%,21.7%,12.6%,160,254,414,sa3005492
Alberto Rodriguez,KCR,AA,25,173,.278,3.05,15.6%,63.5%,20.8%,25.0%,10.0%,44.0%,21.0%,35.0%,13.0%,259,454,713,sa3005603
Orlando Martinez,TEX,AA,28,273,.342,1.06,25.0%,38.5%,36.5%,17.1%,4.3%,34.5%,26.3%,39.2%,10.9%,407,637,1044,sa3006664
Luis Verdugo,SDP,AA,25,377,.317,1.02,21.9%,39.5%,38.6%,15.9%,9.1%,44.9%,25.4%,29.7%,12.3%,590,931,1521,sa3006888
Frainyer Chavez,TEX,AA,27,506,.315,1.25,25.3%,41.5%,33.2%,14.7%,11.0%,38.7%,25.9%,35.4%,10.1%,829,1214,2043,sa3007019
Connor Scott,KCR,AA,26,328,.294,0.96,20.7%,38.9%,40.4%,29.3%,13.4%,44.9%,27.5%,27.5%,16.8%,421,787,1208,sa3008080
Jax Biggers,HOU,AA,29,122,.238,0.72,21.9%,32.8%,45.3%,44.8%,6.9%,42.6%,29.4%,27.9%,10.4%,215,297,512,sa3008251
Brayan Buelvas,OAK,AA,24,47,.348,0.58,26.9%,26.9%,46.2%,33.3%,25.0%,51.9%,29.6%,18.5%,11.1%,84,132,216,sa3008868
Euribiel Angeles,OAK,AA,24,297,.293,1.69,21.9%,49.1%,29.0%,32.3%,7.7%,52.0%,20.5%,27.5%,8.9%,340,681,1021,sa3008877
Albert Fabian,SDP,AA,24,405,.305,1.09,21.0%,41.2%,37.8%,16.4%,10.9%,45.2%,23.1%,31.6%,10.7%,545,976,1521,sa3008888
Frank Rodriguez,LAD,AA,24,261,.287,1.08,23.0%,39.9%,37.1%,30.3%,12.1%,43.9%,29.4%,26.7%,13.9%,356,615,971,sa3009330
Nelson Quiroz,LAD,AA,24,57,.333,3.43,27.9%,55.8%,16.3%,28.6%,14.3%,53.5%,18.6%,27.9%,13.4%,73,143,216,sa3009565
J.T. Arruda,SEA,AA,28,228,.341,1.43,21.5%,46.2%,32.3%,16.7%,11.9%,38.3%,31.6%,30.1%,11.7%,399,553,952,sa3010036
Omar Hernandez,KCR,AA,24,283,.352,1.51,25.4%,44.9%,29.7%,16.4%,9.1%,47.1%,23.6%,29.3%,11.8%,324,660,984,sa3010155
Joshua Mears,SDP,AA,25,10,.000,0.50,0.0%,33.3%,66.7%,50.0%,0.0%,100.0%,0.0%,0.0%,30.6%,8,28,36,sa3010162
Corey Joyce,TEX,AA,27,342,.293,0.95,25.2%,36.4%,38.3%,17.1%,15.9%,45.2%,24.4%,30.3%,11.7%,520,798,1318,sa3010596
Sammy Siani,SEA,AA,25,209,.279,1.43,20.3%,46.9%,32.9%,23.4%,10.6%,51.0%,26.2%,22.8%,11.2%,318,452,770,sa3010704
Marcus Lee Sang,TEX,AA,25,417,.390,2.60,27.4%,52.5%,20.2%,13.2%,28.3%,36.1%,24.9%,39.0%,13.8%,621,1059,1680,sa3011445
Jake Snider,TEX,AA,28,61,.333,6.00,27.6%,62.1%,10.3%,0.0%,0.0%,22.6%,38.7%,38.7%,15.2%,83,154,237,sa3011559
Carson Tucker,SDP,AA,24,310,.374,1.46,27.8%,42.8%,29.4%,24.6%,3.5%,31.0%,32.5%,36.5%,13.1%,414,756,1170,sa3014470
Jose Salas,MIN,AA,23,188,.242,1.47,20.0%,47.6%,32.4%,26.5%,20.6%,43.4%,20.8%,35.8%,18.1%,258,445,703,sa3014690
Jack Blomgren,TEX,AA,27,4,.000,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,50.0%,50.0%,9.1%,4,7,11,sa3014825
Nick Raposo,SEA,AA,28,213,.344,0.96,19.7%,39.4%,40.9%,36.5%,5.8%,49.2%,25.8%,25.0%,12.0%,324,524,848,sa3015018
José Davila,STL,AA,23,0,.000,,,,,,,,,,,,,,sa3015092
Junior Franco,ARI,AA,23,359,.343,1.39,19.4%,46.8%,33.8%,42.5%,8.8%,50.4%,22.5%,27.1%,12.2%,460,888,1348,sa3015170
Angel Ortiz,ARI,AA,23,309,.314,0.94,23.6%,36.9%,39.5%,19.5%,14.3%,46.0%,24.2%,29.8%,11.5%,451,804,1255,sa3015171
Yeiner Fernandez,LAD,AA,23,23,.118,1.40,25.0%,43.8%,31.3%,80.0%,0.0%,35.3%,23.5%,41.2%,13.8%,24,56,80,sa3015182
Jeremy Rivas,STL,AA,23,143,.284,1.31,19.6%,45.7%,34.8%,34.4%,15.6%,30.1%,29.0%,40.9%,12.7%,221,338,559,sa3015193
Kala'i Rosario,MIN,AA,23,251,.313,1.07,25.6%,38.4%,36.0%,22.2%,24.4%,55.6%,26.2%,18.3%,12.6%,474,606,1080,sa3015199
Ricardo Olivar,MIN,AA,24,137,.274,0.74,22.3%,33.0%,44.7%,14.3%,23.8%,46.8%,23.4%,29.8%,12.3%,179,332,511,sa3015234
Jean Walters,ARI,AA,24,168,.276,2.08,19.2%,54.5%,26.3%,26.9%,15.4%,35.8%,28.4%,35.8%,11.1%,242,395,637,sa3015236
Miguel Ugueto,STL,AA,23,334,.268,1.59,24.5%,46.4%,29.2%,26.5%,7.4%,44.9%,24.1%,31.0%,10.7%,382,808,1190,sa3015293
Miguel Briceno,MIN,AA,22,34,.208,1.67,33.3%,41.7%,25.0%,16.7%,0.0%,37.5%,20.8%,41.7%,16.2%,34,77,111,sa3015566
Oswaldo Linares,SDP,AA,23,11,.333,4.00,16.7%,66.7%,16.7%,0.0%,0.0%,83.3%,0.0%,16.7%,17.9%,13,26,39,sa3015593
Jose Cordoba,STL,AA,23,36,.217,1.44,18.5%,48.1%,33.3%,33.3%,44.4%,51.9%,25.9%,22.2%,19.0%,33,83,116,sa3015614
Miguel Villarroel,STL,AA,24,46,.448,3.40,26.7%,56.7%,16.7%,0.0%,20.0%,40.0%,23.3%,36.7%,10.6%,55,106,161,sa3015631
Danny De Andrade,MIN,AA,22,20,.417,4.50,8.3%,75.0%,16.7%,0.0%,0.0%,58.3%,16.7%,25.0%,23.3%,26,60,86,sa3015698
Pedro Pineda,OAK,AA,22,14,.333,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,28.6%,28.6%,42.9%,17.8%,16,29,45,sa3015703
Manuel Pena,ARI,AA,22,279,.317,0.92,20.4%,38.2%,41.4%,8.9%,32.9%,41.5%,29.0%,29.5%,16.5%,321,688,1009,sa3015715
Yeison Morrobel,TEX,AA,22,172,.381,2.06,25.8%,50.0%,24.2%,16.1%,9.7%,42.6%,24.0%,33.3%,12.3%,213,413,626,sa3015720
Danyer Cueva,TEX,AA,22,18,.231,2.67,15.4%,61.5%,23.1%,66.7%,0.0%,30.8%,30.8%,38.5%,16.4%,17,38,55,sa3015725
Hendry Mendez,MIN,AA,22,102,.318,2.06,19.1%,54.4%,26.5%,16.7%,22.2%,58.6%,17.1%,24.3%,9.3%,164,232,396,sa3015727
Yamal Encarnacion,HOU,AA,22,395,.320,2.51,23.9%,54.4%,21.7%,20.3%,8.5%,41.7%,21.2%,37.1%,10.1%,504,879,1383,sa3015781
Gleider Figuereo,TEX,AA,22,18,.600,2.00,45.5%,36.4%,18.2%,0.0%,50.0%,63.6%,27.3%,9.1%,15.0%,19,41,60,sa3015813
Anderdson Rojas,ARI,AA,22,71,.349,3.11,15.9%,63.6%,20.5%,55.6%,11.1%,42.2%,26.7%,31.1%,8.2%,98,181,279,sa3015818
Adrian De Leon,ARI,AA,22,86,.297,1.45,25.0%,44.4%,30.6%,36.4%,9.1%,28.2%,33.3%,38.5%,17.1%,131,214,345,sa3015864
Luis Pino,STL,AA,22,20,.000,0.83,0.0%,45.5%,54.5%,50.0%,0.0%,45.5%,27.3%,27.3%,12.1%,41,50,91,sa3015866
Daniel Vazquez,KCR,AA,22,486,.339,2.01,24.7%,50.3%,25.0%,15.8%,5.3%,40.4%,22.8%,36.9%,15.8%,649,1163,1812,sa3016143
Carlos Linarez,STL,AA,24,44,.375,1.83,26.1%,47.8%,26.1%,16.7%,0.0%,58.3%,12.5%,29.2%,17.9%,65,131,196,sa3016346
Caleb Roberts,MIN,AA,26,134,.231,0.88,26.9%,34.3%,38.8%,26.9%,11.5%,48.5%,17.6%,33.8%,6.1%,280,297,577,sa3016959
Aaron McKeithan,SEA,AA,26,120,.378,1.84,26.0%,47.9%,26.0%,26.3%,5.3%,42.1%,19.7%,38.2%,8.7%,201,272,473,sa3016977
Noah Mendlinger,STL,AA,25,199,.294,1.51,27.5%,43.7%,28.9%,12.2%,4.9%,39.3%,24.1%,36.6%,5.4%,340,462,802,sa3017001
Cody Morissette,MIN,AA,26,22,.250,1.25,30.8%,38.5%,30.8%,50.0%,25.0%,61.5%,15.4%,23.1%,8.9%,44,57,101,sa3017158
Ian Moller,TEX,AA,23,275,.284,0.96,24.3%,37.1%,38.6%,35.2%,14.8%,45.5%,29.0%,25.5%,13.5%,482,691,1173,sa3017171
Garrett Spain,MIN,AA,25,477,.301,0.92,21.1%,37.9%,41.1%,16.5%,19.1%,47.5%,25.5%,27.0%,13.7%,744,1161,1905,sa3017174
CJ Rodriguez,OAK,AA,25,86,.383,2.13,21.7%,53.3%,25.0%,20.0%,0.0%,38.3%,25.0%,36.7%,7.1%,149,189,338,sa3017283
Shane McGuire,OAK,AA,27,106,.281,3.00,22.4%,58.2%,19.4%,23.1%,23.1%,50.7%,20.9%,28.4%,9.4%,163,243,406,sa3017284
Tyler Whitaker,HOU,AA,23,408,.317,1.48,22.8%,46.1%,31.1%,18.3%,14.1%,47.6%,24.7%,27.7%,12.4%,638,969,1607,sa3017376
Jakey Josepha,ARI,AA,22,7,.750,2.00,25.0%,50.0%,25.0%,0.0%,0.0%,25.0%,25.0%,50.0%,13.3%,11,19,30,sa3017481
Tucker Mitchell,TEX,AA,25,34,.414,1.43,39.3%,35.7%,25.0%,28.6%,0.0%,37.9%,27.6%,34.5%,5.0%,34,66,100,sa3017511
Anthony Vilar,SDP,AA,27,49,.261,2.33,13.0%,60.9%,26.1%,16.7%,16.7%,40.0%,28.0%,32.0%,12.6%,79,112,191,sa3017660
Jake Rucker,MIN,AA,26,205,.285,0.85,26.2%,33.8%,40.0%,9.6%,19.2%,51.1%,27.8%,21.1%,9.6%,321,460,781,sa3017757
Gavin Conticello,ARI,AA,23,311,.321,1.55,22.9%,46.8%,30.2%,22.6%,17.7%,38.6%,24.6%,36.7%,12.3%,437,823,1260,sa3017770
Wyatt Hoffman,SDP,AA,27,110,.346,1.06,28.8%,36.5%,34.6%,27.8%,5.6%,54.7%,22.6%,22.6%,15.9%,146,263,409,sa3018219
Kenni Gomez,HOU,AA,21,68,.326,2.56,23.8%,54.8%,21.4%,11.1%,0.0%,39.5%,30.2%,30.2%,21.3%,59,171,230,sa3018430
Carlos Pacheco,OAK,AA,21,40,.346,0.60,27.3%,27.3%,45.5%,30.0%,0.0%,42.3%,34.6%,23.1%,14.9%,39,95,134,sa3018455
Luis Baez,HOU,AA,22,104,.233,2.41,20.5%,56.2%,23.3%,41.2%,0.0%,46.6%,27.4%,26.0%,15.3%,130,274,404,sa3018482
Jesús  Báez,STL,AA,21,235,.283,0.82,23.1%,34.6%,42.3%,19.5%,29.9%,57.7%,22.5%,19.8%,12.4%,273,526,799,sa3018507
Jansel Luis,ARI,AA,21,486,.335,1.81,25.3%,48.1%,26.5%,14.0%,18.6%,46.5%,26.6%,26.9%,13.9%,582,1157,1739,sa3018508
Alberto Hernandez,HOU,AA,22,95,.234,1.00,18.2%,40.9%,40.9%,37.0%,7.4%,48.5%,21.2%,30.3%,9.9%,134,220,354,sa3018582
Josue De Paula,LAD,AA,21,578,.320,1.31,27.8%,40.9%,31.3%,10.3%,20.6%,45.3%,27.6%,27.1%,6.6%,882,1313,2195,sa3018591
Alberto Barriga,ARI,AA,21,216,.273,1.12,27.2%,38.4%,34.4%,32.7%,7.7%,52.6%,24.0%,23.4%,12.0%,278,506,784,sa3018595
Alfred Morillo,ARI,AA,24,0,.000,,,,,,,,,,,,,,sa3018870
Cristofer Torin,ARI,AA,21,531,.294,1.23,26.0%,40.8%,33.3%,23.4%,10.9%,48.5%,25.2%,26.4%,6.0%,720,1286,2006,sa3018938
Alejandro Nuñez,HOU,AA,21,117,.325,2.10,15.6%,57.1%,27.3%,23.8%,4.8%,42.0%,19.8%,38.3%,15.3%,129,302,431,sa3018977
Griffin Lockwood-Powell,LAD,AA,28,216,.360,1.07,29.5%,36.4%,34.1%,13.3%,15.6%,45.5%,24.2%,30.3%,8.4%,373,546,919,sa3019303
Won-Bin Cho,STL,AA,22,208,.297,1.83,22.7%,50.0%,27.3%,22.9%,34.3%,51.5%,23.1%,25.4%,15.9%,337,470,807,sa3019526
Hogan Windish,SEA,AA,27,14,.500,0.80,18.2%,36.4%,45.5%,20.0%,20.0%,18.2%,45.5%,36.4%,15.0%,12,28,40,sa3019805
Brody Moore,STL,AA,25,95,.432,1.48,24.0%,45.3%,30.7%,17.4%,8.7%,36.8%,23.7%,39.5%,7.7%,125,250,375,sa3019839
Kai Murphy,SDP,AA,25,183,.248,1.87,27.0%,47.5%,25.4%,25.8%,9.7%,48.1%,17.8%,34.1%,13.7%,212,444,656,sa3019857
Braedon Karpathios,SDP,AA,23,510,.380,1.59,24.3%,46.5%,29.2%,10.8%,20.5%,41.0%,27.8%,31.3%,14.8%,835,1278,2113,sa3019863
Romeo Sanabria,SDP,AA,24,384,.367,1.63,27.9%,44.7%,27.5%,17.9%,11.9%,35.8%,24.0%,40.2%,10.6%,588,1006,1594,sa3019865
Sean McLain,LAD,AA,25,190,.359,0.77,27.8%,31.5%,40.7%,31.8%,13.6%,44.0%,27.5%,28.4%,15.5%,269,478,747,sa3019890
Kyle Nevin,LAD,AA,24,293,.330,1.83,24.6%,48.8%,26.6%,11.1%,11.1%,46.8%,20.0%,33.2%,10.7%,396,671,1067,sa3019894
Javier Vaz,KCR,AA,25,85,.255,1.25,29.4%,39.2%,31.4%,43.8%,6.3%,38.9%,14.8%,46.3%,6.9%,154,208,362,sa3019906
Taylor Young,LAD,AA,27,223,.392,2.14,21.1%,53.7%,25.2%,10.8%,10.8%,38.8%,22.4%,38.8%,5.6%,352,504,856,sa3019907
Logan Wagner,LAD,AA,22,108,.235,0.75,22.2%,33.3%,44.4%,50.0%,16.7%,54.5%,16.4%,29.1%,12.8%,203,282,485,sa3019932
Bill Knight,SEA,AA,26,304,.303,1.28,21.1%,44.2%,34.7%,39.1%,4.3%,35.6%,27.2%,37.1%,11.2%,407,678,1085,sa3019965
Danny Serretti,ARI,AA,26,282,.324,0.94,20.8%,38.4%,40.9%,13.8%,16.9%,42.8%,27.7%,29.6%,10.6%,493,660,1153,sa3019967
Chris Newell,LAD,AA,25,418,.269,1.01,22.0%,39.2%,38.8%,18.5%,27.2%,47.7%,26.4%,25.9%,19.1%,634,1053,1687,sa3019971
Clark Elliott,OAK,AA,25,437,.329,1.21,24.5%,41.4%,34.1%,18.7%,10.7%,47.1%,24.9%,28.0%,10.5%,817,1007,1824,sa3019972
Brennan Milone,OAK,AA,25,388,.323,0.49,26.6%,24.1%,49.3%,24.0%,9.0%,48.5%,26.2%,25.2%,10.3%,721,925,1646,sa3019974
Jose Izarra,LAD,AA,24,158,.257,1.05,20.0%,41.0%,39.0%,28.2%,2.6%,50.5%,23.3%,26.2%,11.5%,215,383,598,sa3019998
Blake Rambusch,SEA,AA,26,251,.310,2.21,22.0%,53.8%,24.3%,14.3%,2.4%,36.0%,23.4%,40.6%,7.9%,387,590,977,sa3020008
Tanner Schobel,MIN,AA,25,22,.273,2.00,18.2%,54.5%,27.3%,33.3%,0.0%,72.7%,9.1%,18.2%,6.0%,36,48,84,sa3020009
Connor Charping,SEA,AA,27,201,.301,1.51,30.7%,41.7%,27.6%,11.4%,17.1%,40.3%,24.0%,35.7%,10.3%,299,438,737,sa3020014
Jorel Ortega,MIN,AA,25,176,.209,0.86,25.8%,34.4%,39.8%,21.6%,10.8%,49.5%,27.4%,23.2%,19.0%,248,461,709,sa3020090
Tommy Sacco Jr.,HOU,AA,27,92,.234,1.00,19.2%,40.4%,40.4%,14.3%,23.8%,61.5%,15.4%,23.1%,13.7%,154,232,386,sa3020125
Gavin Logan,ARI,AA,26,229,.218,0.72,20.5%,33.3%,46.2%,16.4%,21.3%,39.6%,25.4%,35.1%,12.3%,386,565,951,sa3020191
Josh Hood,SEA,AA,25,279,.273,0.79,25.3%,32.9%,41.8%,23.0%,21.3%,63.2%,20.4%,16.4%,16.5%,429,744,1173,sa3020268
Murphy Stehly,MIN,AA,27,49,.222,1.10,16.0%,44.0%,40.0%,0.0%,10.0%,53.6%,25.0%,21.4%,18.2%,60,127,187,sa3020276
Max Wagner,TEX,AA,24,304,.336,0.89,25.2%,35.2%,39.6%,25.4%,33.3%,49.7%,27.6%,22.7%,19.2%,458,761,1219,sa3020415
John Garcia,HOU,AA,25,61,.212,0.94,6.1%,45.5%,48.5%,37.5%,12.5%,40.0%,37.1%,22.9%,15.2%,79,145,224,sa3020419
Andrew Cossetti,MIN,AA,26,445,.248,0.76,17.9%,35.4%,46.7%,26.2%,16.8%,42.2%,29.7%,28.0%,12.7%,786,1011,1797,sa3020493
Druw Jones,ARI,AA,22,488,.378,2.80,26.5%,54.1%,19.4%,9.3%,13.0%,41.5%,24.6%,33.8%,13.6%,728,1169,1897,sa3020676
Brett Squires,KCR,AA,26,139,.358,0.90,30.6%,32.9%,36.5%,19.4%,19.4%,52.9%,16.1%,31.0%,17.0%,226,332,558,sa3020714
Maddux Houghton,MIN,AA,27,195,.304,0.90,23.1%,36.5%,40.4%,28.6%,7.1%,50.5%,25.7%,23.8%,18.5%,265,485,750,sa3020716
Jack Pineda,KCR,AA,26,239,.413,2.38,24.1%,53.4%,22.4%,12.8%,17.9%,30.8%,29.2%,40.0%,8.3%,324,531,855,sa3020762
Demetrio Crisantes,ARI,AA,21,160,.369,1.13,19.0%,42.9%,38.1%,20.0%,12.5%,40.2%,29.0%,30.8%,9.6%,227,376,603,sa3021051
Sebastian Walcott,TEX,AA,20,148,.371,0.91,35.1%,30.9%,34.0%,42.4%,24.2%,46.4%,30.9%,22.7%,11.6%,202,323,525,sa3021069
Angel Acosta,KCR,AA,23,50,.189,2.10,16.2%,56.8%,27.0%,50.0%,0.0%,34.2%,18.4%,47.4%,10.4%,52,112,164,sa3021290
Hyungchan Um,KCR,AA,22,27,.438,0.75,6.7%,40.0%,53.3%,0.0%,0.0%,35.3%,35.3%,29.4%,17.5%,36,78,114,sa3021585
Jeremiah Boyd,ARI,AA,25,3,.000,0.00,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,26.7%,5,10,15,sa3022402
Chase Davis,STL,AA,24,156,.262,1.21,15.7%,46.1%,38.2%,14.7%,23.5%,45.2%,20.4%,34.4%,9.8%,292,354,646,sa3022426
Tre Richardson III,STL,AA,24,221,.352,1.26,33.3%,37.1%,29.5%,23.1%,20.5%,44.1%,25.0%,30.9%,13.9%,328,527,855,sa3022428
Dakota Harris,STL,AA,24,394,.298,1.18,23.8%,41.2%,35.0%,29.7%,13.2%,42.3%,24.9%,32.8%,14.2%,545,941,1486,sa3022431
Chase Adkison,STL,AA,26,18,.143,1.20,26.7%,40.0%,33.3%,20.0%,20.0%,40.0%,26.7%,33.3%,8.6%,20,38,58,sa3022433
Zach Levenson,STL,AA,24,343,.273,0.90,24.9%,35.6%,39.5%,25.9%,13.6%,43.9%,27.8%,28.3%,13.5%,525,852,1377,sa3022435
Trey Paige,STL,AA,25,250,.267,1.48,26.4%,43.9%,29.7%,11.4%,11.4%,37.9%,28.8%,33.3%,12.2%,386,612,998,sa3022440
Jared Sundstrom,SEA,AA,25,347,.255,0.94,21.5%,38.0%,40.5%,30.1%,15.7%,51.0%,21.9%,27.1%,20.0%,463,800,1263,sa3022442
Graysen Tarlow,STL,AA,24,135,.267,0.66,24.7%,29.9%,45.5%,14.3%,11.4%,49.4%,21.5%,29.1%,12.1%,206,324,530,sa3022443
Hunter Fitz-Gerald,SEA,AA,25,556,.354,1.00,27.6%,36.2%,36.2%,11.5%,22.1%,37.0%,30.5%,32.6%,18.0%,743,1418,2161,sa3022482
Charlie Pagliarini,SEA,AA,25,566,.354,1.14,26.4%,39.2%,34.4%,16.8%,23.4%,42.1%,25.9%,32.0%,14.2%,944,1423,2367,sa3022487
Joe Vetrano,LAD,AA,24,336,.276,1.43,18.2%,48.1%,33.7%,9.8%,19.7%,47.3%,21.5%,31.2%,17.9%,476,847,1323,sa3022501
Sam Mongelli,LAD,AA,25,41,.300,1.00,13.0%,43.5%,43.5%,30.0%,30.0%,43.5%,26.1%,30.4%,12.9%,49,98,147,sa3022511
Casey Yamauchi,OAK,AA,25,234,.306,2.43,22.6%,54.8%,22.6%,23.8%,11.9%,43.3%,27.8%,28.9%,5.4%,218,553,771,sa3022528
Luke Mann,OAK,AA,26,281,.299,1.21,23.0%,42.2%,34.8%,17.9%,25.0%,48.1%,30.2%,21.6%,16.5%,386,708,1094,sa3022529
Colby Halter,OAK,AA,24,169,.315,1.35,21.5%,45.2%,33.3%,3.2%,16.1%,39.6%,29.2%,31.3%,14.3%,283,422,705,sa3022531
Nate Nankil,OAK,AA,23,102,.306,2.41,21.6%,55.4%,23.0%,35.3%,17.6%,46.7%,14.7%,38.7%,10.8%,172,265,437,sa3022532
Ryan Lasko,OAK,AA,24,281,.275,2.07,22.0%,52.5%,25.4%,22.2%,13.3%,45.5%,25.3%,29.2%,17.7%,357,681,1038,sa3022539
Jack Hurley,ARI,AA,24,82,.261,1.32,12.0%,50.0%,38.0%,15.8%,21.1%,38.0%,30.0%,32.0%,18.8%,92,211,303,sa3022564
Jeron Williams,HOU,AA,25,63,.316,1.70,28.9%,44.7%,26.3%,0.0%,10.0%,30.8%,28.2%,41.0%,7.6%,85,166,251,sa3022566
Jake Gelof,LAD,AA,24,494,.300,0.58,24.0%,28.0%,48.0%,21.2%,24.2%,51.3%,24.4%,24.4%,13.4%,777,1223,2000,sa3022600
Avery Owusu-Asiedu,ARI,AA,23,115,.411,0.87,17.6%,38.2%,44.1%,13.3%,40.0%,33.8%,32.4%,33.8%,16.6%,172,268,440,sa3022604
Brandon Winokur,MIN,AA,21,216,.296,1.00,24.4%,37.8%,37.8%,23.5%,21.6%,43.4%,26.5%,30.1%,18.0%,280,542,822,sa3022613
Arturo Disla,TEX,AA,25,394,.358,1.60,26.6%,45.2%,28.2%,27.9%,23.5%,42.5%,23.9%,33.6%,15.8%,537,1011,1548,sa3022618
Caleb Cali,SEA,AA,25,498,.274,0.71,23.0%,32.0%,45.0%,33.1%,15.7%,53.9%,19.2%,26.9%,13.6%,764,1301,2065,sa3022651
