Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Jose Ramos,SFG,A+,23,126,.370,0.86,27.0%,33.8%,39.2%,13.8%,6.9%,40.0%,28.0%,32.0%,8.5%,233,282,515,sa3016541
Jose Astudillo,SFG,A+,22,71,.362,3.70,19.0%,63.8%,17.2%,30.0%,0.0%,37.9%,29.3%,32.8%,6.3%,99,169,268,sa3016548
Luis Suisbel,SEA,A+,23,433,.311,1.10,20.1%,41.8%,38.1%,27.9%,18.3%,48.6%,18.7%,32.7%,15.1%,578,1092,1670,sa3016717
Edward Duran,TOR,A+,22,181,.278,1.41,19.7%,47.0%,33.3%,45.5%,4.5%,39.3%,25.9%,34.8%,11.2%,218,434,652,sa3016719
Spencer Packard,SEA,A+,28,3,.000,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,5,4,9,sa3016803
Jakey Josepha,ARI,A+,22,237,.348,1.31,18.6%,46.2%,35.3%,20.0%,5.5%,35.0%,29.4%,35.6%,12.3%,339,629,968,sa3017481
Anthony Scull,LAA,A+,22,211,.333,1.58,26.9%,44.8%,28.4%,10.5%,28.9%,45.9%,27.4%,26.7%,18.9%,237,508,745,sa3017988
Randy De Jesus,LAA,A+,21,392,.340,0.94,23.4%,37.1%,39.5%,28.4%,23.5%,43.9%,25.7%,30.4%,18.8%,506,994,1500,sa3018426
Modeifi Marte,ARI,A+,23,274,.304,2.00,23.9%,50.7%,25.4%,26.9%,13.5%,48.6%,21.4%,30.0%,9.0%,319,604,923,sa3018445
Kendry Chirinos,TOR,A+,21,195,.275,2.46,20.2%,56.7%,23.1%,12.5%,12.5%,38.4%,21.4%,40.2%,14.2%,301,500,801,sa3018453
Ruben Santana,ARI,A+,21,33,.286,10.00,21.4%,71.4%,7.1%,0.0%,0.0%,57.1%,21.4%,21.4%,17.5%,55,82,137,sa3018468
Dario Laverde,LAA,A+,21,5,.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,18.2%,10,12,22,sa3018470
Kelvin Hidalgo,COL,A+,21,467,.331,2.08,19.9%,54.1%,26.0%,24.7%,16.4%,36.1%,26.7%,37.2%,15.4%,639,1158,1797,sa3018472
Capri Ortiz,LAA,A+,21,443,.292,1.24,24.9%,41.5%,33.6%,38.1%,8.2%,47.7%,24.2%,28.1%,16.9%,487,1005,1492,sa3018473
Derek Bernard,COL,A+,20,61,.303,5.25,24.2%,63.6%,12.1%,0.0%,25.0%,32.4%,32.4%,35.3%,15.1%,96,136,232,sa3018477
Yerald Nin,ARI,A+,20,270,.307,1.76,22.0%,49.7%,28.3%,16.3%,6.1%,39.7%,24.0%,36.3%,13.6%,365,668,1033,sa3018479
Roynier Hernandez,COL,A+,21,404,.327,2.98,26.2%,55.3%,18.5%,11.8%,11.8%,33.1%,22.1%,44.8%,6.4%,588,1032,1620,sa3018495
Jose Alpuria,ARI,A+,21,25,.214,2.67,21.4%,57.1%,21.4%,0.0%,33.3%,73.3%,13.3%,13.3%,9.2%,41,46,87,sa3018562
Jean Joseph,TOR,A+,21,81,.153,1.21,15.9%,46.0%,38.1%,16.7%,16.7%,41.3%,33.3%,25.4%,8.9%,100,191,291,sa3018568
Alberto Barriga,ARI,A+,21,168,.291,0.85,20.9%,36.4%,42.7%,36.2%,17.0%,56.3%,22.3%,21.4%,10.9%,272,436,708,sa3018595
Jean Carlos Sió,SFG,A+,22,65,.350,1.21,27.9%,39.5%,32.6%,28.6%,28.6%,50.0%,18.2%,31.8%,11.1%,86,148,234,sa3018648
Abdias De La Cruz,ARI,A+,21,58,.226,0.40,15.2%,24.2%,60.6%,20.0%,20.0%,45.7%,11.4%,42.9%,11.2%,106,163,269,sa3019401
Kevyn Castillo,LAA,A+,21,111,.294,1.00,25.7%,37.1%,37.1%,19.2%,11.5%,37.5%,29.2%,33.3%,9.4%,149,257,406,sa3019771
Curtis Washington Jr.,SEA,A+,26,194,.252,1.26,21.1%,44.0%,34.9%,21.1%,23.7%,45.1%,25.7%,29.2%,13.6%,301,479,780,sa3019803
Adrian Rodriguez,ARI,A+,22,151,.212,0.98,17.1%,41.0%,41.9%,31.8%,4.5%,48.6%,20.2%,31.2%,9.3%,209,353,562,sa3019899
Peyton Williams,TOR,A+,25,324,.309,1.39,21.6%,45.5%,32.9%,21.4%,15.7%,44.2%,27.0%,28.8%,11.3%,497,744,1241,sa3020099
Jancel Villarroel,SFG,A+,21,198,.351,2.13,27.0%,49.6%,23.4%,15.6%,21.9%,38.7%,28.2%,33.1%,12.6%,283,493,776,sa3020102
Tucker Toman,TOR,A+,22,336,.352,1.94,19.5%,53.2%,27.4%,11.5%,21.2%,36.3%,26.4%,37.3%,11.5%,551,791,1342,sa3020132
Matt Coutney,LAA,A+,26,337,.360,1.43,25.3%,44.0%,30.8%,23.2%,12.5%,40.1%,31.0%,28.9%,12.7%,519,809,1328,sa3020413
Demetrio Crisantes,ARI,A+,21,16,.333,2.00,25.0%,50.0%,25.0%,0.0%,100.0%,37.5%,50.0%,12.5%,11.3%,31,40,71,sa3021051
Robert Calaz,COL,A+,20,420,.324,2.03,23.6%,51.2%,25.2%,29.5%,19.7%,39.0%,26.9%,34.1%,15.7%,554,1024,1578,sa3021078
Carlos Virahonda,ARI,A+,20,213,.298,1.19,24.8%,40.9%,34.3%,23.4%,17.0%,43.9%,25.9%,30.2%,7.6%,291,540,831,sa3021144
José Mejía,ARI,A+,20,348,.278,1.59,23.8%,46.8%,29.4%,19.1%,5.9%,41.8%,25.4%,32.8%,7.4%,545,834,1379,sa3021169
Juan Flores,LAA,A+,20,195,.298,0.68,23.8%,31.0%,45.2%,24.6%,19.3%,44.8%,28.4%,26.9%,14.9%,222,443,665,sa3021185
Raimundo De Los Santos,TOR,A+,21,22,.353,1.14,11.8%,47.1%,41.2%,14.3%,0.0%,11.8%,41.2%,47.1%,16.3%,23,57,80,sa3021202
Dameury Pena,TOR,A+,20,49,.268,5.20,24.4%,63.4%,12.2%,40.0%,20.0%,45.2%,28.6%,26.2%,6.5%,50,104,154,sa3021624
Sebastian De Andrade,SEA,A+,20,6,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,19.2%,15,11,26,sa3021842
Dariel Ramon,TOR,A+,20,58,.222,1.27,5.6%,52.8%,41.7%,33.3%,0.0%,52.8%,27.8%,19.4%,7.5%,97,143,240,sa3022236
Yassel Soler,ARI,A+,20,451,.316,2.09,19.6%,54.4%,26.0%,27.3%,16.9%,56.4%,20.1%,23.4%,11.0%,649,1085,1734,sa3022281
Carlos Gutierrez,SFG,A+,21,357,.326,1.62,22.3%,48.0%,29.7%,10.3%,13.2%,37.2%,22.5%,40.3%,10.4%,572,770,1342,sa3022336
Wilder Dalis,COL,A+,19,61,.364,1.69,23.9%,47.8%,28.3%,15.4%,23.1%,42.6%,25.5%,31.9%,7.2%,88,163,251,sa3022347
Lisbel Diaz,SFG,A+,20,360,.289,1.18,21.0%,42.8%,36.2%,28.0%,21.0%,37.3%,29.9%,32.7%,13.5%,383,831,1214,sa3022399
Caleb Bartolero,LAA,A+,26,163,.364,1.37,24.5%,43.6%,31.8%,25.7%,14.3%,40.2%,25.9%,33.9%,10.6%,218,375,593,sa3022423
Peter Burns,LAA,A+,26,263,.291,1.54,27.0%,44.3%,28.7%,28.0%,8.0%,32.4%,22.3%,45.3%,8.9%,369,587,956,sa3022424
Alberto Rios,LAA,A+,24,90,.357,0.96,21.1%,38.6%,40.4%,21.7%,4.3%,57.4%,24.6%,18.0%,7.3%,152,205,357,sa3022441
Jacob Sharp,TOR,A+,24,196,.295,0.98,19.5%,39.8%,40.6%,27.8%,11.1%,61.0%,24.3%,14.7%,10.3%,305,453,758,sa3022489
Tevin Tucker,COL,A+,26,241,.363,0.75,28.2%,30.6%,41.1%,25.5%,3.9%,44.9%,30.7%,24.4%,10.4%,409,548,957,sa3022558
Brennan Orf,TOR,A+,24,132,.350,0.70,24.6%,31.1%,44.3%,18.5%,3.7%,44.3%,32.8%,23.0%,11.7%,262,321,583,sa3022570
Avery Owusu-Asiedu,ARI,A+,23,358,.238,0.74,23.5%,32.6%,43.9%,26.8%,13.4%,44.4%,28.9%,26.7%,13.0%,518,886,1404,sa3022604
Caleb Hobson,COL,A+,24,97,.279,2.25,7.1%,64.3%,28.6%,25.0%,0.0%,45.5%,18.2%,36.4%,14.8%,167,251,418,sa3022610
Jack Payton,SFG,A+,24,31,.278,0.88,25.0%,35.0%,40.0%,12.5%,25.0%,35.0%,25.0%,40.0%,9.5%,38,67,105,sa3022675
Ty Hanchey,SFG,A+,26,41,.391,1.25,25.0%,41.7%,33.3%,0.0%,25.0%,28.0%,28.0%,44.0%,12.3%,58,96,154,sa3022684
Jose Ortiz,SFG,A+,21,54,.233,3.50,30.8%,53.8%,15.4%,0.0%,0.0%,48.4%,9.7%,41.9%,18.4%,79,144,223,sa3022693
Luke Shliger,SFG,A+,24,10,.333,0.33,33.3%,16.7%,50.0%,0.0%,0.0%,33.3%,16.7%,50.0%,14.8%,5,22,27,sa3022694
Sam Shaw,TOR,A+,21,96,.244,0.75,17.6%,35.3%,47.1%,20.8%,25.0%,58.8%,15.7%,25.5%,6.6%,197,212,409,sa3022889
Arjun Nimmala,TOR,A+,20,105,.283,1.17,19.4%,43.5%,37.1%,30.4%,17.4%,45.3%,23.4%,31.3%,11.0%,179,230,409,sa3022892
Kevin Bruggeman,LAA,A+,24,146,.253,1.00,21.1%,39.5%,39.5%,10.0%,6.7%,42.5%,25.0%,32.5%,10.0%,241,328,569,sa3023073
Jonny Farmelo,SEA,A+,21,399,.341,1.12,23.9%,40.2%,35.9%,29.8%,15.5%,47.9%,21.6%,30.5%,12.1%,666,978,1644,sa3023362
Felnin Celesten,SEA,A+,20,364,.375,1.20,23.4%,41.7%,34.9%,17.1%,15.9%,44.8%,27.2%,28.0%,12.1%,532,822,1354,sa3023381
Walker Martin,SFG,A+,22,449,.324,2.49,17.1%,59.2%,23.8%,14.0%,31.6%,38.3%,28.4%,33.3%,19.3%,642,1065,1707,sa3023545
Jhonny Level,SFG,A+,19,331,.352,1.65,23.1%,47.9%,29.0%,21.7%,11.6%,47.3%,20.3%,32.4%,11.9%,386,766,1152,sa3023898
Hayden Alvarez,LAA,A+,19,105,.319,1.21,23.2%,42.0%,34.8%,16.7%,4.2%,50.0%,20.0%,30.0%,9.9%,178,255,433,sa3023906
Roldy Brito,COL,A+,19,175,.345,2.09,17.5%,55.8%,26.7%,25.0%,6.3%,38.7%,23.4%,37.9%,14.4%,216,425,641,sa3023917
Carter Dorighi,SEA,A+,23,390,.309,2.82,19.0%,59.9%,21.2%,15.8%,5.3%,38.5%,20.4%,41.1%,7.2%,595,1011,1606,sa3025120
Ryan Nicholson,LAA,A+,25,342,.321,1.29,20.4%,44.8%,34.8%,15.6%,11.7%,33.9%,29.0%,37.1%,13.2%,440,807,1247,sa3025167
Carter Cunningham,TOR,A+,25,223,.343,0.57,20.7%,28.8%,50.5%,17.9%,17.9%,51.8%,25.0%,23.2%,12.9%,358,562,920,sa3025170
Harold Coll,LAA,A+,24,254,.289,1.28,25.0%,42.1%,32.9%,26.1%,23.9%,49.3%,24.7%,26.0%,12.4%,443,552,995,sa3025185
Robert Hipwell,SFG,A+,23,252,.347,0.68,27.5%,29.4%,43.1%,14.9%,17.0%,38.7%,31.5%,29.7%,16.8%,432,638,1070,sa3025186
Austin St. Laurent,SEA,A+,23,328,.359,2.60,24.0%,54.9%,21.1%,14.0%,11.6%,40.3%,21.3%,38.4%,11.2%,479,738,1217,sa3025241
Brandon Eike,SEA,A+,24,485,.352,1.31,21.6%,44.5%,33.9%,17.6%,22.2%,42.2%,28.9%,28.9%,13.4%,634,1136,1770,sa3025243
Anthony Donofrio,SEA,A+,26,345,.271,1.88,19.9%,52.2%,27.9%,10.7%,19.6%,40.2%,21.6%,38.2%,11.8%,532,817,1349,sa3025266
J.R. Freethy,TOR,A+,23,366,.319,1.36,24.4%,43.5%,32.1%,20.9%,7.5%,37.6%,23.5%,39.0%,7.6%,648,924,1572,sa3025310
David Mershon,LAA,A+,23,254,.313,1.81,21.9%,50.3%,27.7%,20.9%,4.7%,40.5%,25.6%,33.9%,11.1%,384,586,970,sa3025335
Josh Caron,SEA,A+,22,293,.336,0.64,21.0%,30.9%,48.1%,30.8%,24.4%,53.3%,23.7%,23.1%,17.0%,429,697,1126,sa3025435
Alex Stone,TOR,A+,24,48,.243,1.33,24.3%,43.2%,32.4%,25.0%,16.7%,43.2%,29.7%,27.0%,10.6%,36,106,142,sa3025480
Zander Darby,SFG,A+,23,432,.378,1.06,22.8%,39.8%,37.4%,21.1%,18.9%,39.2%,29.8%,31.0%,17.3%,599,1099,1698,sa3025549
Tommy Hopfe,COL,A+,23,459,.309,2.06,20.1%,53.8%,26.1%,8.5%,15.9%,41.8%,24.3%,33.8%,12.0%,582,1070,1652,sa3025593
Dakota Jordan,SFG,A+,23,355,.359,1.51,21.4%,47.3%,31.3%,14.3%,25.7%,38.8%,23.8%,37.4%,16.1%,457,838,1295,sa3025601
Jakob Christian,SFG,A+,23,224,.358,0.77,24.5%,32.7%,42.7%,21.3%,19.1%,45.2%,31.3%,23.5%,20.4%,336,564,900,sa3025603
Slate Alford,LAA,A+,23,41,.476,1.50,31.8%,40.9%,27.3%,16.7%,16.7%,31.8%,9.1%,59.1%,12.4%,78,107,185,sa3025895
Isaiah Barkett,SFG,A+,22,42,.313,1.70,18.2%,51.5%,30.3%,20.0%,10.0%,42.4%,27.3%,30.3%,5.4%,61,106,167,sa3026572
Max Belyeu,COL,A+,22,281,.319,1.40,25.0%,43.8%,31.3%,20.0%,28.9%,45.6%,24.8%,29.5%,14.9%,434,689,1123,sa3026937
Damian Bravo,SFG,A+,22,75,.325,0.63,40.9%,22.7%,36.4%,6.3%,25.0%,43.2%,22.7%,34.1%,17.3%,102,187,289,sa3027616
Lorenzo Carrier,COL,A+,23,19,.529,1.20,35.3%,35.3%,29.4%,40.0%,0.0%,23.5%,29.4%,47.1%,8.2%,25,48,73,sa3028498
Jake Casey,TOR,A+,23,252,.302,1.68,21.9%,48.9%,29.2%,17.5%,30.0%,52.9%,23.2%,23.9%,16.8%,365,603,968,sa3028574
Bryce Chance,TOR,A+,23,103,.266,2.10,21.5%,53.2%,25.3%,15.0%,0.0%,38.0%,21.5%,40.5%,4.6%,163,268,431,sa3028732
Wallace Clark,ARI,A+,24,332,.255,1.24,24.5%,41.8%,33.7%,32.9%,8.6%,43.6%,17.5%,38.9%,10.1%,524,885,1409,sa3028999
Trevor Cohen,SFG,A+,22,380,.342,2.94,30.0%,52.2%,17.8%,10.4%,6.3%,34.2%,18.7%,47.1%,7.8%,540,862,1402,sa3029111
Brady Counsell,ARI,A+,23,284,.306,1.07,28.7%,36.9%,34.4%,43.6%,5.5%,51.2%,24.4%,24.4%,14.0%,405,700,1105,sa3029467
Korbyn Dickerson,SEA,A+,22,133,.338,1.19,27.8%,39.2%,32.9%,19.2%,23.1%,46.3%,22.5%,31.3%,11.9%,214,323,537,sa3030281
Alan Espinal,COL,A+,24,341,.330,0.89,20.3%,37.5%,42.2%,33.3%,9.9%,44.6%,23.3%,32.1%,15.7%,514,794,1308,sa3031022
Kevin Fitzer,COL,A+,24,309,.248,0.90,21.9%,37.1%,41.1%,16.1%,11.3%,46.1%,27.9%,26.0%,15.8%,513,760,1273,sa3031395
Dub Gleed,TOR,A+,23,202,.302,0.91,24.6%,35.8%,39.6%,34.0%,15.1%,47.1%,23.2%,29.7%,8.3%,300,483,783,sa3032302
Gage Harrelson,LAA,A+,22,229,.325,1.33,21.2%,44.9%,33.9%,15.0%,7.5%,33.6%,18.9%,47.5%,16.3%,346,564,910,sa3033254
Ethan Hedges,COL,A+,22,513,.330,1.30,24.4%,42.8%,32.8%,24.8%,15.2%,43.5%,29.8%,26.7%,12.6%,713,1299,2012,sa3033512
Chris Katz,ARI,A+,23,44,.357,1.13,39.3%,32.1%,28.6%,25.0%,12.5%,34.5%,31.0%,34.5%,11.7%,67,104,171,sa3035116
Kaeden Kent,SFG,A+,22,46,.278,0.93,25.0%,36.1%,38.9%,21.4%,14.3%,34.2%,18.4%,47.4%,12.8%,51,121,172,sa3035283
Gavin Kilen,SFG,A+,22,349,.306,0.99,24.4%,37.6%,38.0%,23.8%,8.9%,44.0%,20.9%,35.1%,8.7%,488,838,1326,sa3035353
Cam Maldonado,SFG,A+,22,96,.283,0.85,21.3%,36.1%,42.6%,19.2%,30.8%,47.5%,26.2%,26.2%,15.6%,152,240,392,sa3036900
Gable Mitchell,TOR,A+,22,109,.279,1.26,22.4%,43.3%,34.3%,26.1%,8.7%,42.9%,20.0%,37.1%,7.7%,179,277,456,sa3038166
Cameron Nelson,COL,A+,22,43,.370,3.00,14.3%,64.3%,21.4%,16.7%,16.7%,50.0%,21.4%,28.6%,13.7%,56,112,168,sa3038742
Ryan Slater,SFG,A+,24,0,.000,,,,,,,,,,,,,,sa3042417
Austin Smith,TOR,A+,23,116,.278,1.83,27.8%,46.7%,25.6%,30.4%,21.7%,54.2%,20.8%,25.0%,7.3%,145,265,410,sa3042481
Eric Snow,TOR,A+,22,167,.318,2.13,26.0%,50.4%,23.7%,16.1%,9.7%,43.0%,17.0%,40.0%,4.8%,235,375,610,sa3042680
Ryan Sprock,TOR,A+,21,139,.333,0.82,24.2%,34.1%,41.8%,10.5%,15.8%,43.6%,28.7%,27.7%,9.2%,226,340,566,sa3042879
Luke Stevenson,SEA,A+,21,474,.319,0.83,24.3%,34.3%,41.3%,22.1%,23.2%,46.4%,31.8%,21.9%,11.2%,893,1071,1964,sa3043081
Tanner Thach,COL,A+,22,230,.268,1.19,24.0%,41.3%,34.7%,10.3%,10.3%,47.1%,28.2%,24.7%,11.3%,291,587,878,sa3043649
Jaxson West,TOR,A+,22,97,.348,1.60,23.5%,47.1%,29.4%,35.0%,5.0%,34.3%,24.3%,41.4%,9.3%,143,223,366,sa3045032
Zane Zielinski,SFG,A+,24,184,.373,1.57,26.7%,44.8%,28.6%,20.0%,0.0%,38.1%,26.5%,35.4%,15.6%,229,465,694,sa3045857
Brayden Corn,SEA,A+,22,15,.500,3.00,25.0%,75.0%,0.0%,0.0%,0.0%,75.0%,0.0%,25.0%,21.2%,29,37,66,sa3058932
Jake Munroe,LAA,A+,22,239,.271,0.83,22.2%,35.3%,42.5%,29.2%,16.9%,48.1%,23.7%,28.2%,8.6%,387,547,934,sa3060109
Dalton Wentz,SFG,A+,20,57,.414,1.56,23.3%,46.7%,30.0%,11.1%,11.1%,36.7%,33.3%,30.0%,16.3%,89,163,252,sa3060904
Slade Caldwell,ARI,A+,20,465,.311,1.61,22.6%,47.7%,29.6%,13.9%,8.3%,40.4%,29.6%,30.0%,9.1%,811,1078,1889,sa3066460
Ty Southisene,TOR,A+,20,50,.303,1.82,8.8%,58.8%,32.4%,18.2%,9.1%,38.2%,20.6%,41.2%,7.3%,71,108,179,sa3066842
JD Dix,ARI,A+,20,251,.353,1.67,25.8%,46.4%,27.8%,7.1%,7.1%,36.6%,29.4%,34.0%,13.2%,396,638,1034,sa3066859
Matthew Ellis,SEA,A+,25,339,.315,2.30,21.5%,54.7%,23.8%,11.6%,39.5%,40.4%,23.5%,36.1%,11.9%,653,812,1465,sa3067076
Clayton Gray,COL,A+,24,81,.271,1.64,26.0%,46.0%,28.0%,7.1%,14.3%,44.0%,18.0%,38.0%,6.0%,151,181,332,sa3067153
Colin Summerhill,LAA,A+,24,5,.500,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,12.5%,5,11,16,sa3067171
Jacob Hinderleider,COL,A+,25,279,.343,2.03,21.1%,52.8%,26.1%,21.6%,18.9%,37.4%,27.9%,34.7%,16.9%,412,702,1114,sa3067230
Hayden Gilliland,TOR,A+,24,115,.290,0.80,16.9%,36.9%,46.2%,23.3%,10.0%,44.6%,26.2%,29.2%,10.7%,201,268,469,sa3067285
Trent Youngblood,ARI,A+,24,296,.344,1.65,25.1%,46.6%,28.3%,20.4%,9.3%,38.1%,25.9%,36.0%,7.2%,484,710,1194,sa3067290
Ivan Luciano,ARI,A+,19,51,.407,2.00,25.0%,50.0%,25.0%,28.6%,14.3%,37.9%,13.8%,48.3%,16.3%,78,137,215,sa3067397
Jo Oyama,SEA,A+,25,15,.429,0.50,14.3%,28.6%,57.1%,0.0%,0.0%,57.1%,14.3%,28.6%,11.4%,35,35,70,sa3068964
Matt Scannell,TOR,A+,24,161,.261,2.16,14.3%,58.6%,27.1%,36.8%,10.5%,52.1%,22.5%,25.4%,11.0%,302,415,717,sa3069006
Maddox Latta,TOR,A+,23,443,.290,1.30,22.5%,43.8%,33.7%,17.2%,9.7%,44.6%,25.3%,30.2%,8.8%,704,1003,1707,sa3069010
Daniel Rogers,SFG,A+,24,138,.352,1.21,26.4%,40.3%,33.3%,12.5%,8.3%,42.5%,30.1%,27.4%,14.3%,203,348,551,sa3069055
Aiden Taurek,SEA,A+,22,135,.364,1.57,26.3%,45.0%,28.7%,13.0%,17.4%,38.3%,23.5%,38.3%,11.8%,228,338,566,sa3069071
Kayson Cunningham,ARI,A+,20,283,.316,1.67,30.5%,43.5%,26.0%,6.5%,10.9%,42.8%,29.4%,27.8%,10.7%,488,701,1189,sa3069148
Jacob Humphrey,COL,A+,23,266,.352,2.02,25.3%,50.0%,24.7%,21.3%,17.0%,33.0%,28.8%,38.2%,8.3%,364,607,971,sa3069172
JoJo Parker,TOR,A+,19,97,.410,3.00,34.4%,49.2%,16.4%,30.0%,0.0%,49.2%,19.7%,31.1%,10.2%,180,231,411,sa3069248
Kendrey Maduro,LAA,A+,22,124,.386,0.82,19.8%,36.0%,44.2%,15.8%,10.5%,34.1%,35.2%,30.7%,21.6%,94,290,384,sa3075522
Jonny McGill,LAA,A+,24,53,.303,6.00,17.6%,70.6%,11.8%,0.0%,25.0%,52.9%,23.5%,23.5%,13.1%,80,126,206,sa3075761
Hayden Jatczak,SFG,A+,24,154,.313,1.41,29.3%,41.4%,29.3%,17.2%,10.3%,29.7%,24.8%,45.5%,7.9%,248,358,606,sa3076029
Mathieu Vallee,TOR,A+,25,68,.375,5.17,21.3%,66.0%,12.8%,0.0%,0.0%,28.6%,12.2%,59.2%,6.9%,100,162,262,sa3076098
Jack O'Dowd,COL,A+,25,153,.394,0.74,34.0%,28.2%,37.9%,10.3%,23.1%,57.3%,23.3%,19.4%,14.2%,235,350,585,sa3076117
Ryland Zaborowski,LAA,A+,24,42,.286,0.50,4.5%,31.8%,63.6%,28.6%,14.3%,30.4%,21.7%,47.8%,17.9%,60,102,162,sa3076279
Aaron Graeber,LAA,A+,23,151,.282,1.83,15.0%,55.0%,30.0%,16.7%,16.7%,40.2%,20.7%,39.0%,19.9%,188,404,592,sa3076333
Max Viera,TOR,A+,25,69,.273,1.08,26.5%,38.2%,35.3%,41.7%,16.7%,45.7%,28.6%,25.7%,19.1%,110,162,272,sa3077697
Parker Coddou,COL,A+,24,20,.133,1.50,6.3%,56.3%,37.5%,16.7%,16.7%,31.3%,37.5%,31.3%,4.1%,30,43,73,sa3077706
Blake Penso,COL,A+,24,22,.385,1.75,21.4%,50.0%,28.6%,25.0%,25.0%,42.9%,7.1%,50.0%,14.5%,31,45,76,sa3077842
Charlie Muniz,SFG,A+,24,17,.000,0.50,14.3%,28.6%,57.1%,0.0%,25.0%,28.6%,57.1%,14.3%,18.1%,27,45,72,sa3078100
Henry Kaczmar,SEA,A+,23,12,.444,5.00,33.3%,55.6%,11.1%,100.0%,0.0%,44.4%,11.1%,44.4%,7.7%,11,28,39,sa3078105
