Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Eryks Rivero,MIL,DSL,18,111,.360,0.67,25.5%,29.8%,44.7%,14.3%,0.0%,49.0%,20.4%,30.6%,15.0%,167,234,401,sa3067749
Adrian Valdez,BOS,DSL,18,107,.311,1.20,19.5%,43.9%,36.6%,26.7%,20.0%,43.2%,29.5%,27.3%,18.6%,152,230,382,sa3067755
Eliezer Alfonzo,BOS,DSL,18,81,.316,1.31,18.9%,45.9%,35.1%,0.0%,0.0%,55.3%,28.9%,15.8%,13.8%,147,165,312,sa3067757
Luis Sanchez,CHC,DSL,18,93,.213,0.87,10.4%,41.7%,47.9%,30.4%,4.3%,70.8%,20.8%,8.3%,17.7%,143,173,316,sa3067759
Lester Suarez,BOS,DSL,17,152,.299,1.43,17.1%,48.8%,34.1%,25.0%,10.7%,55.3%,17.6%,27.1%,13.3%,210,273,483,sa3067761
Jefer Lista,MIL,DSL,18,130,.337,1.00,22.0%,39.0%,39.0%,18.8%,9.4%,50.0%,24.4%,25.6%,8.5%,221,259,480,sa3067764
Omar Guadamuz,CIN,DSL,18,79,.258,2.29,11.5%,61.5%,26.9%,14.3%,0.0%,40.7%,7.4%,51.9%,13.4%,142,156,298,sa3067765
Matthew Moses,MIL,DSL,18,119,.266,0.78,18.6%,35.7%,45.7%,28.1%,18.8%,62.9%,17.1%,20.0%,10.1%,220,263,483,sa3067766
Kadil Rubio,TBR,DSL,18,117,.238,2.10,14.5%,57.9%,27.6%,28.6%,4.8%,46.9%,18.5%,34.6%,19.9%,100,207,307,sa3067768
Anthony Millan,HOU,DSL,18,176,.313,1.02,14.4%,43.3%,42.3%,34.1%,7.3%,51.5%,24.8%,23.8%,10.2%,320,337,657,sa3067769
Yelinson Betances,LAA,DSL,18,82,.326,0.70,10.5%,36.8%,52.6%,20.0%,0.0%,25.0%,13.6%,61.4%,15.7%,111,175,286,sa3067770
Diego Munoz,CIN,DSL,18,35,.375,0.46,20.8%,25.0%,54.2%,15.4%,7.7%,56.0%,24.0%,20.0%,11.9%,62,73,135,sa3067772
Junior Suriel,LAA,DSL,17,177,.342,1.36,22.0%,45.0%,33.0%,27.8%,2.8%,43.5%,26.1%,30.4%,11.0%,243,313,556,sa3067773
Geomaikel Martinez,BOS,DSL,18,191,.378,1.02,25.4%,37.7%,36.9%,16.7%,6.3%,46.2%,22.7%,31.1%,11.6%,226,326,552,sa3067774
Jhonny Osta,BOS,DSL,18,181,.368,1.37,16.4%,48.4%,35.2%,23.3%,4.7%,42.9%,23.0%,34.1%,11.2%,254,373,627,sa3067777
Sandor Feliciano,CIN,DSL,18,181,.381,1.14,14.8%,45.5%,39.8%,37.1%,5.7%,48.4%,22.0%,29.7%,12.1%,286,356,642,sa3067779
Isaac Garcia,CIN,DSL,18,182,.370,0.75,22.6%,33.0%,44.3%,31.4%,5.9%,52.6%,18.1%,29.3%,9.4%,250,337,587,sa3067782
Jesus Perez,MIA,DSL,18,129,.343,1.27,15.2%,47.5%,37.4%,18.9%,8.1%,47.5%,24.8%,27.7%,16.1%,119,235,354,sa3067785
Jose Martinez,CIN,DSL,18,113,.418,1.32,21.5%,44.6%,33.8%,9.1%,0.0%,28.4%,29.9%,41.8%,13.6%,169,206,375,sa3067786
Francis Sosa,MIL,DSL,18,31,.231,0.67,16.7%,33.3%,50.0%,33.3%,0.0%,61.5%,7.7%,30.8%,16.8%,55,52,107,sa3067787
Luis Santos,CHC,DSL,18,151,.296,0.81,21.2%,35.3%,43.5%,13.5%,0.0%,36.7%,25.6%,37.8%,7.7%,243,251,494,sa3067788
Rainer Espinoza,SFG,DSL,17,29,.267,0.88,0.0%,46.7%,53.3%,12.5%,12.5%,50.0%,37.5%,12.5%,21.9%,38,67,105,sa3067791
Pablo Martinez,HOU,DSL,18,35,.346,0.89,29.2%,33.3%,37.5%,33.3%,0.0%,33.3%,37.0%,29.6%,3.3%,63,59,122,sa3067792
Elias Perez,SEA,DSL,18,190,.333,0.64,19.0%,31.6%,49.4%,23.1%,5.1%,48.8%,16.7%,34.5%,14.2%,377,354,731,sa3067794
Miguel Welch,BOS,DSL,18,219,.325,1.56,24.7%,45.9%,29.5%,14.0%,7.0%,42.1%,27.0%,30.9%,5.6%,365,424,789,sa3067796
Krishan Ulacio,BOS,DSL,18,101,.375,0.46,19.6%,25.5%,54.9%,25.0%,0.0%,59.3%,25.9%,14.8%,14.2%,151,194,345,sa3067797
Cristian Montilla,MIL,DSL,18,126,.337,0.74,20.0%,34.1%,45.9%,20.5%,0.0%,40.2%,26.4%,33.3%,8.1%,172,221,393,sa3067798
Diego Rondon,LAA,DSL,18,76,.121,1.08,10.7%,46.4%,42.9%,16.7%,16.7%,62.5%,12.5%,25.0%,13.5%,150,138,288,sa3067800
Oliver Guerrero,TEX,DSL,18,195,.250,0.65,10.6%,35.1%,54.3%,17.6%,17.6%,48.5%,20.6%,30.9%,17.9%,342,395,737,sa3067805
Wandi Feliz,COL,DSL,18,88,.392,1.59,13.7%,52.9%,33.3%,23.5%,5.9%,59.6%,21.2%,19.2%,14.2%,145,192,337,sa3067806
Meykel Baro,BAL,DSL,17,209,.349,0.48,20.0%,26.0%,54.0%,24.1%,11.1%,55.3%,27.2%,17.5%,18.2%,293,403,696,sa3067807
Saivel Zayas,TEX,DSL,18,239,.369,0.60,20.4%,29.9%,49.7%,12.3%,11.0%,37.6%,30.9%,31.5%,10.6%,363,517,880,sa3067808
Bryan Rodriguez,COL,DSL,18,118,.292,1.14,12.7%,46.5%,40.8%,41.4%,6.9%,64.4%,12.3%,23.3%,9.8%,174,246,420,sa3067809
Orlando Patino,CHW,DSL,18,178,.387,1.36,26.4%,42.5%,31.1%,18.2%,6.1%,44.1%,24.3%,31.5%,10.8%,288,351,639,sa3067810
Raul Pereira,TEX,DSL,18,145,.306,1.33,15.7%,48.2%,36.1%,23.3%,0.0%,42.4%,22.4%,35.3%,14.2%,210,291,501,sa3067811
Yeison Acosta,BAL,DSL,18,198,.305,0.94,16.7%,40.4%,43.0%,16.3%,2.0%,58.8%,17.6%,23.5%,11.9%,293,348,641,sa3067812
Jhon Simon,TEX,DSL,18,90,.317,1.82,26.2%,47.6%,26.2%,54.5%,18.2%,54.5%,20.5%,25.0%,11.2%,164,194,358,sa3067816
Israel Alvarez,CLE,DSL,18,162,.320,1.07,26.4%,38.0%,35.5%,34.9%,2.3%,51.2%,17.1%,31.7%,7.1%,222,301,523,sa3067817
Ronald Terrero,BAL,DSL,18,104,.239,2.44,12.7%,61.9%,25.4%,0.0%,0.0%,45.5%,22.7%,31.8%,13.5%,131,188,319,sa3067818
Jose Riera,CLE,DSL,18,197,.319,1.24,24.3%,41.9%,33.8%,37.0%,2.2%,58.0%,15.4%,26.6%,11.4%,222,373,595,sa3067819
Wesly Castillo,TEX,DSL,18,226,.308,1.27,16.0%,47.1%,37.0%,22.7%,11.4%,50.0%,22.6%,27.4%,11.0%,386,471,857,sa3067821
Fabian Dorta,DET,DSL,18,95,.379,1.08,18.8%,42.2%,39.1%,12.0%,4.0%,59.7%,20.9%,19.4%,14.1%,132,180,312,sa3067823
Rayner Herrera,BAL,DSL,18,13,.222,0.60,0.0%,37.5%,62.5%,20.0%,0.0%,55.6%,33.3%,11.1%,10.5%,18,20,38,sa3067825
Rosniell De Paula,COL,DSL,17,171,.400,1.34,18.6%,46.6%,34.7%,24.4%,0.0%,46.0%,29.8%,24.2%,12.4%,212,345,557,sa3067827
Enny Rodriguez,DET,DSL,18,155,.308,0.65,17.4%,32.6%,50.0%,21.7%,10.9%,57.3%,20.8%,21.9%,15.7%,255,320,575,sa3067828
Luis Leon,CHC,DSL,18,78,.327,1.38,20.8%,45.8%,33.3%,31.3%,0.0%,56.0%,30.0%,14.0%,14.6%,88,124,212,sa3067830
Brainerh Palacios,TBR,DSL,18,170,.245,1.23,13.9%,47.5%,38.6%,33.3%,10.3%,38.1%,18.1%,43.8%,12.1%,207,274,481,sa3067831
Jhostin Genao,TEX,DSL,18,191,.300,1.55,21.5%,47.7%,30.8%,18.2%,0.0%,42.0%,24.1%,33.9%,12.1%,329,396,725,sa3067832
Enmanuel Figuereo,BOS,DSL,18,174,.289,1.60,16.1%,51.6%,32.3%,33.3%,6.7%,55.2%,22.9%,21.9%,13.1%,280,347,627,sa3067833
Robert Alvarez,CLE,DSL,18,133,.253,0.81,22.7%,34.7%,42.7%,40.6%,6.3%,56.3%,15.0%,28.7%,9.4%,241,282,523,sa3067835
Howard Reyes,DET,DSL,18,123,.290,0.77,18.5%,35.4%,46.2%,30.0%,13.3%,51.5%,17.6%,30.9%,16.8%,202,250,452,sa3067837
Jesus Ortega,KCR,DSL,18,44,.172,1.08,7.4%,48.1%,44.4%,33.3%,0.0%,53.3%,23.3%,23.3%,9.9%,82,89,171,sa3067842
Elaineiker Coronado,TOR,DSL,18,129,.347,1.38,18.4%,47.4%,34.2%,3.8%,7.7%,30.8%,33.3%,35.9%,5.8%,263,239,502,sa3067843
Luis Felipe,TOR,DSL,19,119,.347,1.37,13.5%,50.0%,36.5%,22.2%,3.7%,63.2%,14.5%,22.4%,11.0%,203,270,473,sa3067844
Alan Angulo,KCR,DSL,18,173,.350,1.36,17.1%,47.7%,35.1%,15.4%,2.6%,44.5%,24.4%,31.1%,6.7%,227,267,494,sa3067846
Ruben Castillo,NYY,DSL,18,103,.286,1.33,21.0%,45.2%,33.9%,33.3%,14.3%,54.5%,22.7%,22.7%,12.1%,141,174,315,sa3067849
Leudy Arache,COL,DSL,18,165,.333,0.83,22.1%,35.2%,42.6%,40.4%,1.9%,41.4%,27.3%,31.3%,10.2%,189,348,537,sa3067850
Richer Mata,KCR,DSL,18,145,.227,0.85,11.6%,40.6%,47.8%,36.4%,6.1%,57.1%,20.0%,22.9%,17.4%,244,347,591,sa3067851
Moises Acacio,LAD,DSL,18,28,.286,1.17,18.8%,43.8%,37.5%,16.7%,33.3%,70.6%,17.6%,11.8%,4.8%,55,49,104,sa3067852
Luis Morejon,COL,DSL,18,199,.368,0.92,19.7%,38.6%,41.7%,30.2%,3.8%,46.3%,27.9%,25.7%,6.0%,309,363,672,sa3067853
Elian Reyes,TOR,DSL,17,143,.197,0.72,11.4%,37.1%,51.4%,30.6%,8.3%,66.2%,17.6%,16.2%,19.6%,216,321,537,sa3067854
Luis Steven King,KCR,DSL,18,167,.266,1.07,13.1%,44.9%,42.1%,28.9%,6.7%,52.7%,24.5%,22.7%,7.7%,246,285,531,sa3067855
Ishel Comenencia,COL,DSL,18,104,.302,1.56,16.3%,51.0%,32.7%,12.5%,0.0%,54.9%,17.6%,27.5%,13.1%,177,242,419,sa3067856
Daniel Dominguez,TOR,DSL,18,8,.333,1.00,0.0%,50.0%,50.0%,33.3%,0.0%,66.7%,33.3%,0.0%,23.5%,6,11,17,sa3067857
Jose Rivas,LAD,DSL,18,126,.356,1.31,23.0%,43.7%,33.3%,17.2%,0.0%,39.8%,27.3%,33.0%,8.0%,184,216,400,sa3067858
Eddison Charles,NYY,DSL,18,63,.429,0.36,25.0%,20.0%,55.0%,27.3%,0.0%,52.4%,33.3%,14.3%,22.0%,105,145,250,sa3067861
Isaias Castillo,NYY,DSL,18,240,.386,0.50,23.1%,25.6%,51.2%,29.0%,22.6%,51.6%,25.4%,23.0%,15.3%,413,517,930,sa3067862
Alejandro Guerrero,KCR,DSL,18,165,.274,0.95,14.9%,41.4%,43.7%,39.5%,5.3%,52.1%,27.1%,20.8%,11.2%,242,295,537,sa3067863
Carlos Bello,NYY,DSL,18,210,.230,1.04,14.3%,43.8%,42.0%,25.5%,12.8%,46.1%,23.5%,30.4%,15.3%,310,429,739,sa3067864
Juan Macero,LAD,DSL,18,154,.304,1.05,14.0%,44.1%,41.9%,23.1%,0.0%,44.8%,25.0%,30.2%,9.7%,212,261,473,sa3067865
Jayln Pinder,TEX,DSL,18,120,.265,1.53,6.5%,56.5%,37.0%,52.9%,0.0%,45.1%,19.6%,35.3%,17.0%,213,239,452,sa3067867
Cesar Acosta,NYM,DSL,17,176,.385,0.93,18.9%,38.9%,42.1%,10.0%,5.0%,57.1%,26.5%,16.3%,18.0%,253,351,604,sa3067868
Sebastian Pena,SDP,DSL,18,187,.314,1.34,14.6%,49.0%,36.5%,17.1%,0.0%,40.6%,28.7%,30.7%,11.4%,352,410,762,sa3067869
Carlos Mota,COL,DSL,18,170,.327,0.83,23.6%,34.5%,41.8%,28.3%,13.0%,44.7%,25.4%,29.8%,13.8%,160,354,514,sa3067871
Yonaiker Hernandez,SDP,DSL,18,209,.259,1.52,17.7%,49.6%,32.6%,28.3%,2.2%,54.5%,20.0%,25.5%,12.5%,231,378,609,sa3067873
Darwin Nuñez,TOR,DSL,18,162,.337,0.69,18.2%,33.3%,48.5%,14.6%,6.3%,50.0%,23.1%,26.9%,8.7%,260,337,597,sa3067874
Fraimy Santa,TEX,DSL,18,78,.204,1.00,13.7%,43.1%,43.1%,27.3%,4.5%,47.3%,21.8%,30.9%,12.7%,98,138,236,sa3067875
Christian Colon,HOU,DSL,18,122,.275,1.04,17.7%,41.9%,40.3%,24.0%,4.0%,50.8%,20.0%,29.2%,12.2%,158,234,392,sa3067876
Abraham Bastidas,SDP,DSL,19,49,.333,1.33,26.3%,42.1%,31.6%,33.3%,50.0%,61.9%,4.8%,33.3%,12.2%,92,88,180,sa3067879
Cristian Benavides,SDP,DSL,18,156,.350,1.77,17.0%,53.0%,30.0%,23.3%,6.7%,50.5%,25.2%,24.3%,9.2%,246,333,579,sa3067880
Jose Flores,BAL,DSL,18,82,.366,1.00,12.8%,43.6%,43.6%,35.3%,0.0%,61.0%,14.6%,24.4%,13.4%,167,169,336,sa3067881
Sami Manzueta,HOU,DSL,17,197,.304,1.52,19.4%,48.5%,32.0%,12.1%,15.2%,48.6%,22.0%,29.4%,15.4%,289,394,683,sa3067882
Cesar Garcia,MIA,DSL,18,69,.265,0.69,15.6%,34.4%,50.0%,25.0%,0.0%,41.2%,35.3%,23.5%,12.4%,144,138,282,sa3067883
Santiago Figueroa,TBR,DSL,17,195,.219,1.30,18.2%,46.3%,35.5%,25.6%,2.3%,53.1%,13.3%,33.6%,8.9%,281,370,651,sa3067886
Santiago Mendoza,TBR,DSL,18,146,.427,1.95,18.1%,54.2%,27.8%,30.0%,0.0%,27.3%,26.0%,46.8%,9.4%,260,252,512,sa3067888
Daniel Liriano,KCR,DSL,19,116,.262,1.07,20.5%,41.0%,38.5%,20.0%,13.3%,40.5%,16.7%,42.9%,17.4%,188,191,379,sa3067889
Omar Bustamante,DET,DSL,20,168,.228,1.06,16.3%,43.0%,40.7%,25.7%,5.7%,63.8%,18.1%,18.1%,13.1%,267,335,602,sa3068171
Hanley Ramirez,PIT,DSL,19,145,.400,1.07,18.3%,42.3%,39.4%,14.3%,14.3%,46.6%,21.9%,31.5%,14.9%,235,268,503,sa3068177
Abel Valdes,TEX,DSL,19,80,.255,1.59,17.0%,50.9%,32.1%,5.9%,17.6%,50.0%,22.2%,27.8%,10.3%,116,127,243,sa3068178
Darwing Ozuna,OAK,DSL,18,212,.376,1.88,15.1%,55.4%,29.5%,24.4%,7.3%,31.7%,22.3%,46.0%,13.8%,262,406,668,sa3068179
Diomar Hidalgo,BOS,DSL,19,25,.313,1.40,20.0%,46.7%,33.3%,60.0%,0.0%,43.8%,25.0%,31.3%,5.4%,39,54,93,sa3068181
Jhonny Chaparro,STL,DSL,19,98,.303,0.74,20.3%,33.9%,45.8%,18.5%,3.7%,50.0%,21.0%,29.0%,15.5%,119,190,309,sa3068184
Armstrong Muhoozi,PIT,DSL,18,10,.125,0.60,0.0%,37.5%,62.5%,60.0%,0.0%,55.6%,11.1%,33.3%,0.0%,15,20,35,sa3068185
Rony Bello,WSN,DSL,18,136,.301,0.95,16.5%,40.7%,42.9%,23.1%,10.3%,60.6%,19.1%,20.2%,9.1%,183,247,430,sa3068187
Jonierbis Garces,WSN,DSL,18,134,.359,2.10,18.4%,55.3%,26.3%,30.0%,0.0%,57.0%,21.5%,21.5%,14.9%,200,275,475,sa3068188
Carlos Salmeron,OAK,DSL,18,75,.263,2.33,14.3%,60.0%,25.7%,44.4%,0.0%,60.5%,13.2%,26.3%,15.8%,106,159,265,sa3068189
Aiverson Barazarte,OAK,DSL,18,105,.234,2.53,10.2%,64.4%,25.4%,20.0%,0.0%,36.5%,25.4%,38.1%,10.5%,166,214,380,sa3068190
Steven Herrera,MIA,DSL,18,167,.244,0.46,8.8%,28.7%,62.5%,32.0%,16.0%,60.5%,17.4%,22.1%,17.4%,262,357,619,sa3068192
Roni Garcia,NYM,DSL,18,99,.214,0.89,10.0%,42.5%,47.5%,21.1%,0.0%,42.9%,14.3%,42.9%,21.1%,156,194,350,sa3068193
Yorber Semprun,NYM,DSL,18,26,.500,1.50,28.6%,42.9%,28.6%,25.0%,0.0%,28.6%,28.6%,42.9%,11.3%,50,47,97,sa3068195
Jeshua Mendez,ARI,DSL,18,33,.176,1.50,11.8%,52.9%,35.3%,16.7%,16.7%,55.6%,44.4%,0.0%,10.3%,52,65,117,sa3068196
Jesús  Pérez,STL,DSL,18,170,.316,1.14,13.0%,46.3%,40.7%,27.3%,6.8%,58.3%,19.1%,22.6%,13.4%,228,332,560,sa3068197
Johanderson Tarazona,MIL,DSL,18,51,.400,1.57,10.0%,55.0%,35.0%,0.0%,14.3%,47.6%,33.3%,19.0%,16.1%,105,112,217,sa3068198
Yeferson Portolatin,STL,DSL,18,90,.286,0.48,11.9%,28.6%,59.5%,28.0%,8.0%,41.9%,18.6%,39.5%,7.8%,166,153,319,sa3068199
Ire Garcia,HOU,DSL,18,145,.235,0.83,12.5%,39.8%,47.7%,23.8%,0.0%,35.9%,16.3%,47.8%,6.3%,226,263,489,sa3068200
Romano Donato,MIL,DSL,17,83,.152,0.82,11.1%,40.0%,48.9%,31.8%,4.5%,57.4%,17.0%,25.5%,10.8%,130,157,287,sa3068201
Juan Caricipe,CIN,DSL,18,201,.255,1.35,13.8%,49.5%,36.7%,20.0%,15.0%,44.8%,29.3%,25.9%,16.6%,319,424,743,sa3068203
Alexander Camacaro,SFG,DSL,18,176,.382,1.79,17.9%,52.6%,29.5%,7.1%,10.7%,42.6%,27.7%,29.7%,14.7%,260,340,600,sa3068205
Carlos Salazar,TBR,DSL,18,175,.289,1.12,13.3%,45.7%,41.0%,34.9%,2.3%,43.4%,19.5%,37.2%,12.0%,169,298,467,sa3068207
Jealmy Frias,CIN,DSL,18,144,.314,0.77,14.1%,37.5%,48.4%,19.4%,6.5%,57.6%,18.2%,24.2%,15.2%,215,253,468,sa3068208
Stiven De La Cruz,BOS,DSL,18,61,.138,1.45,6.9%,55.2%,37.9%,27.3%,0.0%,37.9%,20.7%,41.4%,23.1%,83,142,225,sa3068209
Deinis Chourio,CIN,DSL,17,47,.303,2.00,9.1%,60.6%,30.3%,30.0%,10.0%,55.9%,20.6%,23.5%,11.6%,54,93,147,sa3068211
Luis Aular,BOS,DSL,18,62,.241,0.39,13.8%,24.1%,62.1%,22.2%,5.6%,40.0%,16.7%,43.3%,15.9%,122,136,258,sa3068212
Jose De La Cruz,HOU,DSL,18,114,.317,1.14,21.1%,42.1%,36.8%,7.1%,21.4%,60.0%,27.5%,12.5%,19.7%,173,233,406,sa3068215
Carlos Martinez,MIA,DSL,18,93,.305,1.27,15.3%,47.5%,37.3%,18.2%,4.5%,53.2%,30.6%,16.1%,11.4%,162,188,350,sa3068216
Diego Natera,CHW,DSL,18,40,.476,0.50,18.2%,27.3%,54.5%,8.3%,8.3%,45.5%,27.3%,27.3%,22.3%,68,98,166,sa3068217
Jefferson Vargas,CLE,DSL,18,55,.212,0.53,21.2%,27.3%,51.5%,29.4%,0.0%,60.6%,15.2%,24.2%,11.1%,87,103,190,sa3068218
Rosnel Alarcon,TEX,DSL,18,100,.125,1.36,18.8%,46.9%,34.4%,31.8%,0.0%,38.5%,20.0%,41.5%,6.8%,162,190,352,sa3068219
Victor Saez,BAL,DSL,18,102,.344,0.73,29.6%,29.6%,40.7%,40.9%,0.0%,50.0%,19.6%,30.4%,13.3%,129,209,338,sa3068220
Angel Roso,DET,DSL,18,75,.293,1.54,13.2%,52.6%,34.2%,30.8%,0.0%,28.6%,16.7%,54.8%,7.8%,128,130,258,sa3068221
Manuel Vasquez,BAL,DSL,18,94,.279,0.69,18.3%,33.3%,48.3%,37.9%,3.4%,48.4%,21.0%,30.6%,10.1%,138,190,328,sa3068222
Daniel Meza,COL,DSL,18,121,.315,1.05,18.0%,42.0%,40.0%,30.0%,0.0%,37.0%,16.7%,46.3%,10.9%,225,244,469,sa3068224
Jorge Drullard,BAL,DSL,18,70,.222,1.00,18.5%,40.7%,40.7%,36.4%,0.0%,44.4%,25.9%,29.6%,15.3%,137,131,268,sa3068226
Fabian Cordero,BAL,DSL,18,180,.388,1.45,26.2%,43.7%,30.1%,12.9%,3.2%,44.8%,19.0%,36.2%,18.7%,257,375,632,sa3068227
Eliezer Adames,NYY,DSL,18,111,.370,1.10,22.2%,40.7%,37.0%,25.0%,5.0%,55.4%,8.9%,35.7%,21.4%,173,238,411,sa3068229
Emmanuel Martinez,KCR,DSL,18,80,.308,1.59,15.4%,51.9%,32.7%,41.2%,0.0%,54.7%,17.0%,28.3%,13.5%,92,138,230,sa3068230
Jhosman Theran,LAD,DSL,18,115,.333,1.47,13.0%,51.9%,35.2%,47.4%,0.0%,49.1%,14.0%,36.8%,18.3%,172,217,389,sa3068231
Roy Rivero,KCR,DSL,18,176,.379,2.39,14.5%,60.3%,25.2%,27.3%,0.0%,33.3%,19.3%,47.4%,7.2%,249,348,597,sa3068234
Maikol Rodriguez,SEA,DSL,19,162,.330,0.86,13.0%,40.2%,46.7%,30.2%,2.3%,55.2%,27.1%,17.7%,9.5%,248,268,516,sa3068236
Michael Cordero,STL,DSL,17,199,.312,0.80,16.7%,37.0%,46.3%,18.0%,8.0%,56.1%,19.3%,24.6%,14.7%,290,412,702,sa3068237
Bladimir Figueredo,TBR,DSL,18,196,.300,0.68,21.9%,31.6%,46.5%,28.3%,3.8%,47.0%,27.4%,25.6%,11.1%,249,343,592,sa3068238
Adrian Feliz,NYY,DSL,17,107,.309,1.07,12.1%,45.5%,42.4%,21.4%,3.6%,45.5%,27.3%,27.3%,11.1%,143,172,315,sa3068239
Alfiery Matos,NYY,DSL,18,179,.343,0.93,21.0%,38.0%,41.0%,34.1%,7.3%,54.8%,22.1%,23.1%,12.5%,295,336,631,sa3068241
Emmanuel Orozco,NYY,DSL,17,62,.333,1.67,20.0%,50.0%,30.0%,33.3%,0.0%,47.6%,23.8%,28.6%,10.0%,125,105,230,sa3068242
Andy Mata,DET,DSL,18,191,.375,2.59,21.8%,56.4%,21.8%,27.3%,4.5%,43.0%,21.5%,35.5%,11.5%,314,381,695,sa3068243
Alex Rodriguez,TEX,DSL,18,186,.250,1.27,13.4%,48.5%,38.1%,16.2%,8.1%,42.7%,23.3%,34.0%,9.6%,364,354,718,sa3068246
Diego Arce,TOR,DSL,18,116,.268,1.92,18.6%,53.5%,27.9%,16.7%,25.0%,53.3%,15.6%,31.1%,20.3%,171,243,414,sa3068247
Victor Garcia,CHC,DSL,18,94,.354,1.00,12.5%,43.8%,43.8%,4.8%,4.8%,38.8%,26.5%,34.7%,6.4%,189,173,362,sa3068328
Isaac Prince,MIA,DSL,18,0,.000,,,,,,,,,,,,,,sa3068346
Liordanys Menendez,LAA,DSL,18,9,.400,1.50,0.0%,60.0%,40.0%,0.0%,0.0%,40.0%,20.0%,40.0%,15.2%,18,15,33,sa3068394
Junior Castillo,WSN,DSL,18,106,.238,0.70,16.4%,34.4%,49.2%,10.0%,3.3%,44.3%,23.0%,32.8%,9.1%,190,196,386,sa3068397
Emile Torres,TBR,DSL,18,200,.354,1.17,15.2%,45.7%,39.1%,22.2%,8.3%,49.5%,20.4%,30.1%,23.4%,231,377,608,sa3068398
Rodrigo Gonzalez,ARI,DSL,18,67,.176,0.75,12.5%,37.5%,50.0%,18.8%,0.0%,50.0%,25.0%,25.0%,19.1%,103,143,246,sa3068399
Ismael Mejia,ARI,DSL,17,153,.360,1.75,16.3%,53.3%,30.4%,35.7%,3.6%,47.9%,16.7%,35.4%,13.5%,206,283,489,sa3068401
Gustavo Antunez,BOS,DSL,18,123,.226,0.91,22.1%,37.2%,40.7%,22.9%,5.7%,54.7%,15.1%,30.2%,15.5%,130,251,381,sa3068402
Wanderly De La Cruz,CIN,DSL,18,204,.318,1.72,17.1%,52.4%,30.5%,9.4%,9.4%,55.6%,20.4%,24.1%,10.6%,327,360,687,sa3068403
Julio Acosta,CHC,DSL,18,129,.292,0.64,22.9%,30.0%,47.1%,21.2%,21.2%,62.0%,22.5%,15.5%,21.2%,168,275,443,sa3068405
Ivan Torres,TBR,DSL,18,134,.357,1.22,20.2%,43.8%,36.0%,18.8%,3.1%,44.4%,14.4%,41.1%,7.8%,150,197,347,sa3068406
Luis Cuevas,OAK,DSL,18,102,.333,2.19,13.6%,59.3%,27.1%,18.8%,6.3%,42.6%,23.0%,34.4%,10.7%,168,224,392,sa3068407
Ricardo Chirinos,BAL,DSL,18,125,.179,0.68,14.9%,34.3%,50.7%,41.2%,2.9%,48.5%,25.0%,26.5%,10.6%,221,243,464,sa3068408
Frandy Guillen,BAL,DSL,18,128,.281,1.33,18.6%,46.5%,34.9%,26.7%,6.7%,51.2%,27.9%,20.9%,14.7%,141,220,361,sa3068409
Moises Rangel,LAD,DSL,18,88,.333,0.55,19.0%,28.6%,52.4%,36.4%,4.5%,22.2%,24.4%,53.3%,9.0%,150,139,289,sa3068410
Jose Montilla,KCR,DSL,18,59,.333,0.67,11.8%,35.3%,52.9%,33.3%,0.0%,55.6%,16.7%,27.8%,14.3%,130,135,265,sa3068411
Ezequiel Aparicio,LAD,DSL,18,106,.306,0.61,21.1%,29.8%,49.1%,21.4%,7.1%,55.0%,23.3%,21.7%,10.1%,156,199,355,sa3068412
Georwill Rodriguez,NYM,DSL,18,9,.200,2.00,25.0%,50.0%,25.0%,100.0%,0.0%,40.0%,20.0%,40.0%,8.1%,16,21,37,sa3068413
Angel Suarez,ARI,DSL,17,145,.294,1.21,16.9%,45.5%,37.7%,27.6%,0.0%,40.0%,24.7%,35.3%,7.4%,256,286,542,sa3068414
Abraham Elvira,COL,DSL,18,72,.345,0.75,25.0%,32.1%,42.9%,33.3%,0.0%,61.3%,9.7%,29.0%,13.0%,130,163,293,sa3068415
Angelmis De La Cruz,KCR,DSL,20,80,.405,3.50,28.9%,55.3%,15.8%,16.7%,33.3%,43.9%,41.5%,14.6%,14.6%,131,164,295,sa3068417
Diego Palacios,TBR,DSL,20,0,.000,,,,,,,,,,,,,,sa3068458
Eliomar Garces,TBR,DSL,18,248,.324,0.73,23.0%,32.6%,44.4%,20.0%,3.3%,35.6%,25.5%,38.9%,4.8%,422,397,819,sa3068523
Alfred Ciriaco,NYY,DSL,19,95,.357,0.73,19.6%,33.9%,46.4%,23.1%,7.7%,62.1%,15.5%,22.4%,6.8%,165,160,325,sa3068524
Albert Medina,ARI,DSL,18,57,.290,0.50,30.0%,23.3%,46.7%,57.1%,0.0%,48.4%,29.0%,22.6%,21.8%,66,113,179,sa3068525
Moises Morales,MIA,DSL,18,7,.250,0.33,0.0%,25.0%,75.0%,33.3%,0.0%,0.0%,50.0%,50.0%,9.5%,9,12,21,sa3068526
Jose Padilla,NYM,DSL,18,130,.333,0.72,27.1%,30.5%,42.4%,36.0%,4.0%,50.0%,21.0%,29.0%,22.6%,191,274,465,sa3068527
