Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Robert Hassell III,PIT,A,24,12,.222,0.50,14.3%,28.6%,57.1%,25.0%,0.0%,55.6%,11.1%,33.3%,17.6%,19,32,51,27482
Nick Yorke,PIT,A,24,22,.385,1.50,16.7%,50.0%,33.3%,25.0%,0.0%,23.1%,46.2%,30.8%,13.4%,42,55,97,27504
Trei Cruz,DET,A,27,19,.273,1.00,27.3%,36.4%,36.4%,0.0%,0.0%,72.7%,0.0%,27.3%,2.4%,36,47,83,27569
Pedro León,PHI,A,28,8,.000,0.25,0.0%,20.0%,80.0%,0.0%,50.0%,40.0%,60.0%,0.0%,15.4%,12,14,26,27781
Jhostynxon Garcia,PIT,A,23,25,.333,1.17,27.8%,38.9%,33.3%,16.7%,50.0%,33.3%,22.2%,44.4%,16.7%,23,61,84,28142
Tommy Pham,NYM,A,38,17,.200,0.50,14.3%,28.6%,57.1%,0.0%,0.0%,25.0%,12.5%,62.5%,7.0%,31,26,57,2967
Hao-Yu Lee,DET,A,23,12,.333,0.60,11.1%,33.3%,55.6%,0.0%,0.0%,33.3%,44.4%,22.2%,4.2%,17,31,48,30080
Jack Brannigan,PIT,A,25,19,1.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,21.9%,40,56,96,31471
Alan Roden,MIN,A,26,11,.400,0.00,20.0%,0.0%,80.0%,25.0%,25.0%,16.7%,16.7%,66.7%,4.2%,20,28,48,31564
Rhylan Thomas,TOR,A,26,18,.400,0.71,20.0%,33.3%,46.7%,42.9%,0.0%,40.0%,26.7%,33.3%,8.3%,24,48,72,31793
Gabriel Rincones Jr.,PHI,A,25,29,.294,3.33,27.8%,55.6%,16.7%,0.0%,33.3%,38.9%,33.3%,27.8%,8.3%,54,67,121,31958
John Peck,DET,A,23,8,.000,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,66.7%,33.3%,0.0%,20.0%,15,20,35,33500
Walker Jenkins,MIN,A,21,5,.750,0.50,40.0%,20.0%,40.0%,0.0%,50.0%,60.0%,20.0%,20.0%,0.0%,5,10,15,33571
Eddinson Paulino,NYM,A,23,29,.261,2.80,13.6%,63.6%,22.7%,20.0%,0.0%,50.0%,18.2%,31.8%,7.8%,42,74,116,sa3009538
Sergio Tapia,DET,A,23,95,.224,0.71,20.9%,32.8%,46.3%,38.7%,6.5%,42.0%,20.3%,37.7%,10.7%,136,227,363,sa3009763
Jamari Baylor,NYM,A,25,63,.290,2.57,21.9%,56.3%,21.9%,0.0%,57.1%,54.3%,20.0%,25.7%,15.6%,111,158,269,sa3011446
Roberto Campos,DET,A,23,17,.250,7.00,41.7%,58.3%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,9.6%,32,41,73,sa3014683
Hedbert Perez,TOR,A,23,12,.667,0.00,42.9%,0.0%,57.1%,0.0%,25.0%,14.3%,42.9%,42.9%,12.0%,19,31,50,sa3014692
Emmanuel Rodriguez,MIN,A,23,11,.667,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,66.7%,15.4%,19,33,52,sa3014693
Luis Durango,NYY,A,23,106,.353,3.19,16.3%,63.7%,20.0%,37.5%,0.0%,31.4%,23.3%,45.3%,4.7%,124,255,379,sa3015232
Adrian Pinto,TOR,A,23,41,.269,1.86,20.0%,52.0%,28.0%,0.0%,14.3%,37.0%,29.6%,33.3%,8.5%,73,91,164,sa3015542
Miguel Briceno,MIN,A,22,17,.200,1.00,40.0%,30.0%,30.0%,33.3%,0.0%,60.0%,20.0%,20.0%,18.3%,22,38,60,sa3015566
Jesus Castillo,PIT,A,22,6,.667,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,17.4%,9,14,23,sa3015587
Javier Rivas,PIT,A,23,10,.833,1.50,16.7%,50.0%,33.3%,0.0%,0.0%,33.3%,66.7%,0.0%,17.9%,10,18,28,sa3015589
Victor Arias,TOR,A,22,24,.154,2.67,15.4%,61.5%,23.1%,0.0%,0.0%,61.5%,15.4%,23.1%,11.7%,53,50,103,sa3015636
Johnfrank Salazar,STL,A,22,92,.410,3.89,24.1%,60.3%,15.5%,22.2%,11.1%,53.2%,17.7%,29.0%,11.9%,120,207,327,sa3015643
Newremberg Rondon,DET,A,22,71,.268,2.00,21.4%,52.4%,26.2%,36.4%,9.1%,53.5%,27.9%,18.6%,14.1%,83,158,241,sa3015653
Omar Alfonzo,PIT,A,22,4,.333,0.00,33.3%,0.0%,66.7%,50.0%,0.0%,0.0%,33.3%,66.7%,7.7%,7,6,13,sa3015665
Kevin Villavicencio,NYM,A,22,54,.146,1.82,20.5%,51.3%,28.2%,54.5%,0.0%,56.1%,17.1%,26.8%,11.3%,62,124,186,sa3015673
Jesus Hernandez,MIA,A,22,14,.000,0.40,22.2%,22.2%,55.6%,60.0%,0.0%,33.3%,22.2%,44.4%,3.4%,18,41,59,sa3015736
Thayron Liranzo,DET,A,22,43,.400,2.40,32.0%,48.0%,20.0%,20.0%,0.0%,60.0%,24.0%,16.0%,12.1%,81,93,174,sa3015790
Samuel Escudero,PIT,A,22,34,.071,0.33,20.0%,20.0%,60.0%,22.2%,11.1%,46.7%,26.7%,26.7%,19.5%,48,80,128,sa3015807
Yohairo Cuevas,NYM,A,22,103,.393,1.17,27.8%,38.9%,33.3%,22.2%,11.1%,45.6%,24.6%,29.8%,9.8%,186,241,427,sa3015826
Luis Pino,STL,A,22,64,.333,1.78,19.4%,51.6%,29.0%,44.4%,0.0%,45.5%,30.3%,24.2%,16.2%,92,155,247,sa3015866
Willy Montero,NYY,A,21,323,.349,1.21,18.8%,44.4%,36.7%,21.1%,15.8%,40.1%,24.2%,35.7%,16.1%,439,781,1220,sa3015869
Anyelo Encarnación,STL,A,22,7,.500,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,100.0%,0.0%,0.0%,8.3%,6,18,24,sa3016157
Hans Montero,NYY,A,22,417,.290,1.17,19.6%,43.3%,37.1%,24.7%,13.5%,51.6%,22.8%,25.6%,14.1%,607,933,1540,sa3016321
Edward Duran,TOR,A,22,25,.333,1.00,23.1%,38.5%,38.5%,40.0%,0.0%,46.7%,20.0%,33.3%,16.5%,37,54,91,sa3016719
Chris Meyers,DET,A,27,31,.333,0.83,31.3%,31.3%,37.5%,16.7%,16.7%,43.8%,25.0%,31.3%,8.9%,64,71,135,sa3016956
Adam Hackenberg,TOR,A,26,140,.383,1.10,27.8%,37.8%,34.4%,12.9%,3.2%,37.4%,23.1%,39.6%,13.5%,190,328,518,sa3017041
Mike Jarvis,PIT,A,28,17,.250,2.00,25.0%,50.0%,25.0%,50.0%,0.0%,50.0%,25.0%,25.0%,17.5%,24,39,63,sa3017401
Jake Rucker,MIN,A,26,15,.600,0.40,36.4%,18.2%,45.5%,0.0%,20.0%,54.5%,18.2%,27.3%,3.1%,26,38,64,sa3017757
Yordany De Los Santos,PIT,A,21,22,.200,1.33,17.6%,47.1%,35.3%,33.3%,33.3%,35.3%,41.2%,23.5%,12.5%,22,50,72,sa3018408
Javier Osorio,DET,A,21,287,.300,0.99,20.5%,39.5%,40.0%,28.4%,12.2%,48.1%,29.1%,22.8%,15.9%,378,683,1061,sa3018410
Jonathan Mejía,STL,A,21,321,.277,1.09,30.3%,36.4%,33.3%,32.7%,21.8%,45.6%,21.1%,33.3%,11.4%,578,802,1380,sa3018411
Simon Juan,NYM,A,20,298,.291,1.18,20.2%,43.3%,36.5%,27.7%,13.8%,55.4%,20.4%,24.2%,20.8%,299,697,996,sa3018412
Anthuan Valencia,CIN,A,21,137,.315,1.85,19.7%,52.1%,28.2%,25.0%,0.0%,39.7%,27.4%,32.9%,12.7%,228,329,557,sa3018422
Yilber Herrera,MIN,A,21,41,.286,1.17,13.3%,46.7%,40.0%,50.0%,16.7%,60.0%,6.7%,33.3%,9.8%,86,108,194,sa3018425
Bryan Acuña,MIN,A,20,167,.371,1.77,25.8%,47.4%,26.8%,30.8%,0.0%,34.7%,28.6%,36.7%,8.0%,279,419,698,sa3018427
Victor Ortega,MIA,A,22,201,.331,0.98,29.0%,35.1%,35.9%,23.4%,8.5%,38.8%,29.1%,32.1%,5.2%,354,416,770,sa3018439
David Beckles,TOR,A,22,100,.314,2.14,10.2%,61.2%,28.6%,14.3%,7.1%,38.5%,23.1%,38.5%,16.2%,162,234,396,sa3018441
Angel Mata,PHI,A,21,131,.256,1.92,20.5%,52.3%,27.3%,33.3%,0.0%,44.4%,22.2%,33.3%,12.6%,150,272,422,sa3018464
Nolan Beltran,PHI,A,21,405,.308,1.39,24.5%,43.9%,31.7%,28.4%,5.7%,38.6%,24.2%,37.2%,7.1%,600,988,1588,sa3018466
Richard Ramirez,PIT,A,20,328,.328,1.35,21.2%,45.3%,33.5%,17.6%,25.0%,44.9%,29.3%,25.9%,19.8%,379,764,1143,sa3018474
Estuar Suero,PIT,A,20,49,.435,2.00,25.0%,50.0%,25.0%,0.0%,16.7%,58.3%,25.0%,16.7%,20.2%,64,124,188,sa3018481
Engelth Urena,NYY,A,21,311,.258,0.78,18.8%,35.5%,45.7%,31.8%,8.2%,59.8%,21.2%,19.0%,9.5%,499,713,1212,sa3018484
Yordalin Peña,STL,A,21,339,.349,0.91,25.2%,35.6%,39.1%,27.8%,19.0%,47.8%,25.1%,27.1%,17.5%,437,844,1281,sa3018489
Manolfi Jimenez,PHI,A,21,117,.284,1.27,19.2%,45.2%,35.6%,46.2%,7.7%,50.0%,23.7%,26.3%,16.5%,132,273,405,sa3018492
Juan Villavicencio,PHI,A,21,304,.363,1.56,24.0%,46.4%,29.7%,17.5%,22.8%,41.3%,30.6%,28.1%,9.8%,442,700,1142,sa3018494
Enmanuel Tejeda,NYY,A,21,144,.296,1.07,25.3%,38.6%,36.1%,16.7%,6.7%,36.6%,35.4%,28.0%,9.9%,255,301,556,sa3018497
Francisco Toledo,NYM,A,21,118,.230,1.67,13.5%,54.1%,32.4%,29.2%,12.5%,52.6%,22.4%,25.0%,16.7%,141,279,420,sa3018519
Echedry Vargas,MIA,A,21,415,.357,0.99,23.2%,38.2%,38.6%,27.3%,24.5%,51.7%,24.8%,23.4%,14.7%,465,980,1445,sa3018565
Jean Joseph,TOR,A,21,67,.348,2.00,28.3%,47.8%,23.9%,54.5%,0.0%,52.2%,17.4%,30.4%,8.7%,105,158,263,sa3018568
Enderson Delgado,DET,A,21,56,.316,1.08,25.0%,38.9%,36.1%,23.1%,0.0%,50.0%,18.4%,31.6%,14.3%,67,122,189,sa3018576
Franyerber Montilla,DET,A,21,1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,4,0,4,sa3018580
Josue Briceño,DET,A,21,25,.357,1.25,40.0%,33.3%,26.7%,50.0%,25.0%,73.3%,20.0%,6.7%,6.5%,43,64,107,sa3018584
Ricardo Pena,MIN,A,21,56,.100,2.40,19.0%,57.1%,23.8%,20.0%,20.0%,47.6%,28.6%,23.8%,10.8%,109,114,223,sa3018593
Carlos Sanchez,MIA,A,21,102,.230,1.43,15.2%,50.0%,34.8%,8.7%,21.7%,43.9%,31.8%,24.2%,7.9%,174,219,393,sa3018613
Santiago Gomez,NYY,A,22,74,.260,0.44,25.0%,22.9%,52.1%,40.0%,0.0%,46.0%,24.0%,30.0%,9.8%,100,175,275,sa3018616
Julio Henriquez,MIA,A,21,157,.316,2.00,26.7%,48.9%,24.4%,18.2%,4.5%,34.7%,10.5%,54.7%,12.7%,212,370,582,sa3018622
Marco Vargas,NYM,A,21,34,.400,1.00,28.6%,35.7%,35.7%,20.0%,20.0%,37.5%,31.3%,31.3%,7.8%,49,79,128,sa3018632
Byron Chourio,MIN,A,21,235,.364,0.91,23.7%,36.3%,40.0%,14.8%,13.0%,55.0%,20.7%,24.3%,10.1%,378,569,947,sa3018644
Jose Monserrate,MIA,A,21,128,.288,1.60,15.6%,51.9%,32.5%,32.0%,4.0%,41.8%,22.8%,35.4%,10.3%,176,302,478,sa3018646
Abrahan Ramirez,MIA,A,21,189,.325,1.54,21.0%,47.9%,31.1%,27.0%,16.2%,44.2%,25.0%,30.8%,12.3%,306,452,758,sa3018943
Yasser Mercedes,MIN,A,21,98,.370,0.59,27.1%,27.1%,45.8%,18.5%,22.2%,49.2%,22.0%,28.8%,8.9%,189,258,447,sa3019557
Yoffry Solano,MIA,A,21,271,.310,2.89,25.4%,55.4%,19.2%,37.8%,2.7%,40.9%,21.7%,37.4%,9.2%,339,594,933,sa3019638
Tony Blanco Jr.,PIT,A,21,7,.167,0.25,16.7%,16.7%,66.7%,25.0%,0.0%,50.0%,33.3%,16.7%,4.3%,8,15,23,sa3019722
Jorel Ortega,MIN,A,25,34,.375,3.00,25.0%,56.3%,18.8%,0.0%,0.0%,56.3%,31.3%,12.5%,20.2%,50,79,129,sa3020090
Peyton Williams,TOR,A,25,38,.409,2.60,21.7%,56.5%,21.7%,20.0%,20.0%,34.8%,26.1%,39.1%,10.1%,61,78,139,sa3020099
Nick Cimillo,PIT,A,26,15,.375,1.00,11.1%,44.4%,44.4%,0.0%,25.0%,44.4%,33.3%,22.2%,11.9%,21,38,59,sa3020129
Cade Doughty,TOR,A,25,11,.222,2.50,22.2%,55.6%,22.2%,0.0%,0.0%,66.7%,22.2%,11.1%,2.1%,23,24,47,sa3020196
Jacob Reimer,NYM,A,22,5,.333,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,9,10,19,sa3020416
D'Andre Smith,NYM,A,25,12,.375,1.50,37.5%,37.5%,25.0%,0.0%,0.0%,37.5%,25.0%,37.5%,16.4%,20,35,55,sa3020536
Brando Mayea,NYY,A,20,316,.342,2.54,27.7%,51.8%,20.4%,25.6%,20.5%,46.8%,23.4%,29.9%,15.2%,463,791,1254,sa3020679
Enmanuel Bonilla,TOR,A,20,127,.393,1.58,21.0%,48.4%,30.6%,10.5%,15.8%,56.5%,21.0%,22.6%,21.3%,169,305,474,sa3020684
Yael Romero,CIN,A,20,12,.000,3.00,0.0%,100.0%,0.0%,0.0%,0.0%,66.7%,33.3%,0.0%,27.8%,22,32,54,sa3021062
Luis Escudero,NYY,A,20,202,.309,0.93,23.9%,36.8%,39.3%,32.6%,21.7%,48.3%,24.2%,27.5%,6.6%,367,420,787,sa3021063
Esmil Valencia,MIA,A,20,61,.343,1.33,20.0%,45.7%,34.3%,25.0%,8.3%,41.7%,22.2%,36.1%,18.1%,90,169,259,sa3021082
Arnaldo Lantigua,CIN,A,20,415,.311,1.55,24.6%,45.8%,29.6%,15.5%,16.9%,49.4%,25.1%,25.5%,11.4%,693,934,1627,sa3021084
Enrique Jimenez,MIN,A,20,49,.346,1.00,23.1%,38.5%,38.5%,30.0%,20.0%,42.3%,26.9%,30.8%,7.2%,86,109,195,sa3021091
Jeremy Rodriguez,NYM,A,19,230,.280,3.03,18.2%,61.5%,20.3%,26.7%,0.0%,44.4%,18.5%,37.1%,7.7%,351,520,871,sa3021101
Anibal Salas,DET,A,20,359,.325,2.02,29.1%,47.4%,23.5%,24.0%,16.0%,43.8%,27.2%,29.0%,11.1%,572,821,1393,sa3021102
Randy Guzman,NYM,A,21,247,.338,1.43,24.1%,44.7%,31.2%,18.2%,27.3%,51.7%,19.3%,29.0%,16.4%,360,595,955,sa3021106
Yeycol Soriano,CIN,A,20,32,.294,1.80,12.5%,56.3%,31.3%,0.0%,0.0%,35.3%,23.5%,41.2%,18.0%,41,81,122,sa3021109
Rafhlmil Torres,CIN,A,20,518,.310,1.96,22.7%,51.2%,26.2%,22.2%,2.2%,46.8%,23.2%,30.0%,11.7%,707,1193,1900,sa3021118
Juan Rosas,TOR,A,20,44,.263,1.25,10.0%,50.0%,40.0%,0.0%,12.5%,30.0%,40.0%,30.0%,17.9%,62,94,156,sa3021125
David Guzman,TOR,A,20,12,.375,5.00,37.5%,62.5%,0.0%,0.0%,0.0%,62.5%,12.5%,25.0%,8.3%,19,29,48,sa3021135
Anielson Buten,CIN,A,20,244,.383,2.90,16.6%,62.1%,21.4%,19.4%,0.0%,33.8%,24.5%,41.7%,17.5%,263,615,878,sa3021137
Juan Hernandez,DET,A,20,13,.667,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,66.7%,11.9%,27,32,59,sa3021152
Branny De Oleo,NYM,A,21,334,.316,0.71,25.3%,30.9%,43.8%,23.5%,11.8%,43.7%,32.0%,24.4%,15.6%,459,788,1247,sa3021160
Vladi Gomez,NYM,A,20,128,.288,1.58,21.5%,48.1%,30.4%,20.8%,0.0%,42.5%,23.8%,33.8%,10.6%,202,298,500,sa3021165
Gabriel Lara,NYY,A,20,89,.188,0.83,14.3%,38.8%,46.9%,13.0%,13.0%,53.8%,26.9%,19.2%,10.0%,145,204,349,sa3021177
Raimundo De Los Santos,TOR,A,21,238,.368,3.45,19.7%,62.3%,18.0%,0.0%,18.2%,41.6%,24.8%,33.6%,15.1%,354,568,922,sa3021202
Antonio Pimentel,PIT,A,20,420,.332,1.34,22.4%,44.5%,33.1%,25.6%,10.0%,42.4%,25.4%,32.2%,10.0%,595,1009,1604,sa3021214
Facundo Velásquez,STL,A,20,73,.241,1.08,16.7%,43.3%,40.0%,16.7%,25.0%,42.4%,24.2%,33.3%,25.6%,108,177,285,sa3021227
Victor Cardoza,PHI,A,20,226,.397,1.71,32.8%,42.4%,24.8%,19.4%,3.2%,43.3%,29.1%,27.6%,17.1%,252,536,788,sa3021230
Cristian Jauregui,PIT,A,20,324,.316,1.80,23.9%,48.9%,27.1%,29.4%,11.8%,32.1%,26.9%,40.9%,11.8%,455,804,1259,sa3021231
Julio Zayas,NYM,A,20,421,.305,1.19,23.6%,41.5%,35.0%,30.2%,12.8%,52.6%,20.3%,27.1%,12.0%,648,966,1614,sa3021234
Heriberto Rincon,NYM,A,20,4,.333,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,11.8%,7,10,17,sa3021238
Jaeden Calderon,PHI,A,20,151,.178,0.95,15.6%,41.1%,43.3%,25.6%,5.1%,32.6%,27.2%,40.2%,10.7%,209,368,577,sa3021274
Andres Valor,MIA,A,20,501,.314,1.07,20.7%,41.1%,38.2%,38.3%,14.9%,51.0%,23.7%,25.3%,15.8%,828,1215,2043,sa3021278
Luis Puello,NYY,A,20,316,.320,1.38,17.1%,48.1%,34.8%,18.5%,21.5%,46.2%,24.1%,29.7%,19.0%,369,723,1092,sa3021309
Heriberto Caraballo,STL,A,21,179,.262,1.70,21.4%,49.5%,29.1%,10.0%,16.7%,50.9%,30.6%,18.5%,11.4%,256,445,701,sa3021317
Jayson Bass,MIN,A,20,322,.285,1.16,25.1%,40.2%,34.7%,15.9%,18.8%,47.3%,22.4%,30.2%,14.6%,445,749,1194,sa3021323
Carlos Caro,PIT,A,21,43,.409,0.73,24.0%,32.0%,44.0%,27.3%,27.3%,44.0%,36.0%,20.0%,13.8%,63,97,160,sa3021325
Kevin Verde,NYY,A,20,36,.200,1.33,30.0%,40.0%,30.0%,50.0%,16.7%,47.6%,33.3%,19.0%,21.2%,36,82,118,sa3021326
Edgleen Perez,PIT,A,20,335,.343,2.69,26.6%,53.5%,19.9%,12.5%,4.2%,37.3%,24.2%,38.5%,6.8%,511,732,1243,sa3021330
Guillermo Rosario,PHI,A,21,24,.333,1.00,11.1%,44.4%,44.4%,0.0%,0.0%,33.3%,33.3%,33.3%,27.1%,35,72,107,sa3021586
Daniel Rojas,STL,A,20,21,.357,5.00,14.3%,71.4%,14.3%,50.0%,0.0%,64.3%,14.3%,21.4%,11.4%,24,55,79,sa3021613
Dameury Pena,TOR,A,20,323,.340,2.51,28.5%,51.2%,20.4%,24.5%,1.9%,42.9%,22.6%,34.6%,6.8%,407,645,1052,sa3021624
Jeremy Almonte,MIA,A,20,148,.388,2.00,24.2%,50.5%,25.3%,24.0%,12.0%,42.2%,25.5%,32.4%,15.4%,183,331,514,sa3021632
Nixon Chirinos,MIA,A,20,113,.308,1.59,31.3%,42.2%,26.6%,23.5%,5.9%,43.9%,24.2%,31.8%,13.2%,180,260,440,sa3022164
Dariel Ramon,TOR,A,20,279,.284,1.49,20.7%,47.5%,31.8%,29.8%,7.0%,58.8%,21.4%,19.8%,7.2%,394,566,960,sa3022236
Alirio Ferrebus,PHI,A,20,307,.339,1.82,21.5%,50.6%,27.8%,16.7%,16.7%,41.3%,23.8%,35.0%,10.5%,290,655,945,sa3022306
Aldo Gaxiola,TOR,A,20,369,.321,1.35,23.3%,44.1%,32.6%,13.5%,24.3%,44.4%,29.3%,26.3%,15.1%,459,886,1345,sa3022373
Chase Davis,STL,A,24,18,.286,1.50,37.5%,37.5%,25.0%,50.0%,50.0%,50.0%,12.5%,37.5%,8.0%,37,38,75,sa3022426
Mitch Jebb,PIT,A,24,17,.357,1.50,28.6%,42.9%,28.6%,0.0%,0.0%,35.7%,28.6%,35.7%,10.5%,18,39,57,sa3022565
Max Anderson,DET,A,24,16,.250,2.33,0.0%,70.0%,30.0%,0.0%,66.7%,50.0%,30.0%,20.0%,15.6%,25,39,64,sa3022567
Josh Rivera,TOR,A,25,14,.500,0.67,28.6%,28.6%,42.9%,0.0%,33.3%,28.6%,57.1%,14.3%,18.2%,20,35,55,sa3022590
RJ Schreck,TOR,A,25,19,.167,1.00,28.6%,35.7%,35.7%,80.0%,40.0%,50.0%,35.7%,14.3%,9.2%,31,45,76,sa3022602
Jay Harry,TOR,A,23,8,.286,0.50,14.3%,28.6%,57.1%,75.0%,0.0%,25.0%,37.5%,37.5%,4.5%,6,16,22,sa3022607
Keaton Anthony,PHI,A,25,27,.375,0.57,38.9%,22.2%,38.9%,42.9%,28.6%,33.3%,44.4%,22.2%,9.7%,46,67,113,sa3022608
Aidan Miller,PHI,A,22,3,1.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,12.5%,7,9,16,sa3022609
Sammy Stafura,PIT,A,21,48,.222,0.75,26.3%,31.6%,42.1%,25.0%,12.5%,31.6%,31.6%,36.8%,11.8%,95,117,212,sa3022612
Quinn McDaniel,MIN,A,23,27,.545,0.89,22.7%,36.4%,40.9%,11.1%,22.2%,25.0%,45.8%,29.2%,8.4%,23,60,83,sa3022701
Poncho Ruiz,MIN,A,24,10,.400,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,40.0%,40.0%,20.0%,15.2%,17,29,46,sa3022752
Bernard Moon,CIN,A,21,435,.314,1.23,24.2%,41.9%,34.0%,43.3%,11.1%,51.5%,22.8%,25.7%,11.2%,607,1018,1625,sa3022821
Sam Shaw,TOR,A,21,25,.462,0.60,38.5%,23.1%,38.5%,60.0%,0.0%,14.3%,21.4%,64.3%,11.4%,47,67,114,sa3022889
Arjun Nimmala,TOR,A,20,12,.333,3.00,40.0%,60.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,4.8%,30,33,63,sa3022892
Carson Rucker,DET,A,21,324,.400,1.17,32.5%,36.4%,31.2%,14.6%,22.9%,42.9%,28.8%,28.2%,16.6%,554,816,1370,sa3022926
Boston Baro,NYM,A,21,33,.280,2.00,40.0%,40.0%,20.0%,40.0%,0.0%,40.0%,12.0%,48.0%,4.0%,52,73,125,sa3022962
Kyle Henley,CIN,A,21,383,.406,4.96,18.9%,67.5%,13.6%,35.7%,7.1%,34.7%,21.6%,43.7%,14.6%,518,948,1466,sa3023012
TJayy Walton,PHI,A,21,88,.317,0.94,16.7%,40.5%,42.9%,22.2%,11.1%,46.5%,23.3%,30.2%,13.4%,177,212,389,sa3023090
Raymond Mola,PIT,A,20,68,.258,0.57,29.0%,25.8%,45.2%,7.1%,0.0%,32.3%,25.8%,41.9%,19.2%,113,174,287,sa3023109
Luke Scherrer,PIT,A,21,263,.303,1.44,21.3%,46.5%,32.3%,34.0%,12.0%,46.8%,25.3%,27.8%,8.7%,403,612,1015,sa3023140
Drew Davies,CIN,A,20,405,.355,1.15,24.8%,40.2%,35.0%,14.6%,8.5%,37.0%,25.6%,37.4%,9.7%,709,924,1633,sa3023580
