Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Luis Verdugo,SDP,AA,25,377,11.4%,25.7%,0.44,.244,.333,.350,.683,.106,3.9,.317,-0.1,43,-9.7,.317,90,sa3006888
Frainyer Chavez,TEX,AA,27,506,13.8%,18.4%,0.75,.268,.378,.411,.789,.143,5.2,.315,0.1,78,6.4,.361,107,sa3007019
Connor Scott,KCR,AA,26,328,7.0%,28.7%,0.24,.228,.287,.389,.676,.161,5.1,.294,-0.5,33,-12.8,.302,71,sa3008080
Jax Biggers,HOU,AA,29,122,17.2%,27.0%,0.64,.173,.325,.276,.601,.102,7.7,.238,0.3,12,-5.4,.296,71,sa3008251
Brayan Buelvas,OAK,AA,24,47,17.0%,27.7%,0.62,.282,.404,.590,.994,.308,5.6,.348,0.1,10,3.4,.430,150,sa3008868
Euribiel Angeles,OAK,AA,24,297,6.4%,15.5%,0.41,.260,.310,.368,.678,.108,5.0,.293,-1.1,31,-10.3,.307,74,sa3008877
Albert Fabian,SDP,AA,24,405,7.2%,19.3%,0.37,.271,.323,.435,.758,.163,4.6,.305,-0.2,53,-4.4,.334,101,sa3008888
Frank Rodriguez,LAD,AA,24,261,8.0%,20.7%,0.39,.248,.323,.391,.714,.143,3.4,.287,-0.5,32,-5.2,.324,88,sa3009330
Nelson Quiroz,LAD,AA,24,57,7.0%,17.5%,0.40,.288,.333,.442,.776,.154,1.6,.333,-0.1,8,-0.2,.344,101,sa3009565
J.T. Arruda,SEA,AA,28,228,15.8%,26.3%,0.60,.253,.370,.368,.738,.116,6.2,.341,2.5,32,-0.4,.345,111,sa3010036
Omar Hernandez,KCR,AA,24,283,6.0%,21.9%,0.27,.279,.336,.381,.716,.101,7.0,.352,0.8,35,-4.7,.328,87,sa3010155
Joshua Mears,SDP,AA,25,10,0.0%,60.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-2,-3.0,.000,-100,sa3010162
Corey Joyce,TEX,AA,27,342,9.6%,22.8%,0.42,.248,.332,.409,.742,.161,5.3,.293,0.3,45,-3.2,.336,92,sa3010596
Sammy Siani,SEA,AA,25,209,8.6%,22.0%,0.39,.235,.297,.364,.660,.128,8.1,.279,0.9,20,-9.0,.298,82,sa3010704
Marcus Lee Sang,TEX,AA,25,417,8.4%,25.7%,0.33,.303,.372,.471,.842,.168,5.7,.390,-1.2,70,10.9,.377,117,sa3011445
Jake Snider,TEX,AA,28,61,9.8%,37.7%,0.26,.192,.283,.192,.476,.000,5.4,.333,-0.1,3,-5.6,.241,33,sa3011559
Carson Tucker,SDP,AA,24,310,8.7%,27.7%,0.31,.270,.329,.363,.692,.094,6.3,.374,0.2,36,-8.1,.317,90,sa3014470
Jose Salas,MIN,AA,23,188,7.4%,33.5%,0.22,.187,.266,.343,.609,.157,6.3,.242,1.6,15,-11.6,.276,52,sa3014690
Jack Blomgren,TEX,AA,27,4,0.0%,50.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-1,-1.2,.000,-100,sa3014825
Nick Raposo,SEA,AA,28,213,13.6%,24.4%,0.56,.257,.371,.380,.751,.123,5.6,.344,-0.8,31,0.7,.351,114,sa3015018
José Davila,STL,AA,23,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3015092
Junior Franco,ARI,AA,23,359,9.7%,22.3%,0.44,.274,.351,.424,.775,.150,6.2,.343,-2.3,51,0.6,.349,85,sa3015170
Angel Ortiz,ARI,AA,23,309,10.0%,24.3%,0.41,.261,.336,.485,.821,.224,7.8,.314,0.4,46,2.9,.358,90,sa3015171
Yeiner Fernandez,LAD,AA,23,23,8.7%,17.4%,0.50,.095,.174,.143,.317,.048,2.6,.118,0.0,-1,-3.7,.160,-13,sa3015182
Jeremy Rivas,STL,AA,23,143,11.2%,21.7%,0.52,.246,.343,.410,.752,.164,6.0,.284,1.3,19,-0.7,.341,94,sa3015193
Kala'i Rosario,MIN,AA,23,251,16.7%,31.1%,0.54,.232,.375,.419,.793,.187,3.9,.313,-0.4,39,4.0,.365,107,sa3015199
Ricardo Olivar,MIN,AA,24,137,11.7%,19.0%,0.62,.277,.365,.613,.978,.336,3.2,.274,-0.9,27,8.2,.415,138,sa3015234
Jean Walters,ARI,AA,24,168,10.7%,23.2%,0.46,.223,.317,.367,.684,.144,7.0,.276,-0.1,19,-5.0,.313,62,sa3015236
Miguel Ugueto,STL,AA,23,334,4.5%,19.8%,0.23,.225,.278,.359,.638,.134,8.2,.268,1.2,30,-17.4,.287,61,sa3015293
Miguel Briceno,MIN,AA,22,34,5.9%,23.5%,0.25,.156,.206,.188,.393,.031,3.9,.208,0.1,0,-4.7,.190,-1,sa3015566
Oswaldo Linares,SDP,AA,23,11,9.1%,36.4%,0.25,.200,.273,.300,.573,.100,2.6,.333,0.0,1,-0.8,.267,59,sa3015593
Jose Cordoba,STL,AA,23,36,5.6%,16.7%,0.33,.273,.314,.667,.981,.394,7.1,.217,0.3,7,1.9,.408,135,sa3015614
Miguel Villarroel,STL,AA,24,46,6.5%,28.3%,0.23,.326,.370,.465,.835,.140,8.8,.448,0.5,8,1.1,.374,114,sa3015631
Danny De Andrade,MIN,AA,22,20,0.0%,40.0%,0.00,.250,.250,.250,.500,.000,2.0,.417,-0.1,1,-2.0,.231,24,sa3015698
Pedro Pineda,OAK,AA,22,14,0.0%,42.9%,0.00,.167,.231,.167,.397,.000,0.1,.333,0.0,0,-1.8,.202,9,sa3015703
Manuel Pena,ARI,AA,22,279,6.5%,23.3%,0.28,.311,.354,.673,1.027,.362,3.6,.317,0.0,59,19.9,.429,134,sa3015715
Yeison Morrobel,TEX,AA,22,172,4.7%,19.2%,0.24,.317,.355,.472,.827,.155,6.1,.381,-0.1,27,3.0,.367,111,sa3015720
Danyer Cueva,TEX,AA,22,18,5.6%,22.2%,0.25,.176,.222,.176,.399,.000,1.1,.231,0.0,0,-2.4,.195,4,sa3015725
Hendry Mendez,MIN,AA,22,102,8.8%,19.6%,0.45,.281,.363,.494,.857,.213,6.2,.318,-0.1,17,2.8,.378,116,sa3015727
Yamal Encarnacion,HOU,AA,22,395,9.4%,18.2%,0.51,.266,.336,.384,.720,.117,8.4,.320,3.7,49,-6.3,.329,92,sa3015781
Gleider Figuereo,TEX,AA,22,18,5.6%,27.8%,0.20,.438,.500,.750,1.250,.313,2.6,.600,-0.1,6,3.0,.539,217,sa3015813
Anderdson Rojas,ARI,AA,22,71,12.7%,21.1%,0.60,.271,.377,.356,.733,.085,6.6,.349,0.5,10,-0.3,.342,80,sa3015818
Adrian De Leon,ARI,AA,22,86,9.3%,40.7%,0.23,.164,.274,.233,.507,.068,3.8,.297,0.0,5,-7.2,.251,24,sa3015864
Luis Pino,STL,AA,22,20,20.0%,25.0%,0.80,.000,.200,.000,.200,.000,2.6,.000,0.0,-1,-3.4,.149,-25,sa3015866
Daniel Vazquez,KCR,AA,22,486,8.6%,25.9%,0.33,.248,.316,.326,.642,.079,4.5,.339,-0.5,48,-19.9,.300,69,sa3016143
Carlos Linarez,STL,AA,24,44,4.5%,38.6%,0.12,.220,.273,.293,.565,.073,6.9,.375,0.5,3,-3.2,.264,46,sa3016346
Caleb Roberts,MIN,AA,26,134,22.4%,17.9%,1.25,.196,.448,.326,.774,.130,5.4,.231,-0.1,24,5.1,.391,123,sa3016959
Aaron McKeithan,SEA,AA,26,120,15.8%,18.3%,0.86,.299,.433,.351,.784,.052,1.8,.378,-0.8,20,3.6,.381,133,sa3016977
Noah Mendlinger,STL,AA,25,199,16.1%,9.0%,1.78,.277,.402,.377,.779,.101,2.4,.294,-2.2,32,3.5,.367,110,sa3017001
Cody Morissette,MIN,AA,26,22,9.1%,27.3%,0.33,.211,.318,.421,.739,.211,2.6,.250,-0.1,3,-0.3,.333,88,sa3017158
Ian Moller,TEX,AA,23,275,14.2%,32.7%,0.43,.199,.321,.346,.667,.147,4.2,.284,-0.9,30,-8.3,.312,77,sa3017171
Garrett Spain,MIN,AA,25,477,11.3%,27.7%,0.41,.244,.340,.468,.808,.224,6.7,.301,-0.4,72,4.4,.358,103,sa3017174
CJ Rodriguez,OAK,AA,25,86,15.1%,15.1%,1.00,.324,.419,.338,.757,.014,2.1,.383,-0.8,13,1.2,.364,109,sa3017283
Shane McGuire,OAK,AA,27,106,13.2%,20.8%,0.64,.236,.358,.382,.741,.146,2.3,.281,-1.1,15,-0.1,.345,98,sa3017284
Tyler Whitaker,HOU,AA,23,408,12.0%,28.2%,0.43,.234,.346,.374,.721,.140,6.4,.317,-0.4,53,-4.4,.334,95,sa3017376
Jakey Josepha,ARI,AA,22,7,14.3%,28.6%,0.50,.500,.571,.500,1.071,.000,5.0,.750,0.4,2,0.9,.502,180,sa3017481
Tucker Mitchell,TEX,AA,25,34,8.8%,5.9%,1.50,.387,.441,.516,.957,.129,2.5,.414,-0.6,7,2.2,.423,145,sa3017511
Anthony Vilar,SDP,AA,27,49,22.4%,26.5%,0.85,.189,.375,.297,.672,.108,3.9,.261,-0.2,6,-0.9,.325,95,sa3017660
Jake Rucker,MIN,AA,26,205,13.2%,19.5%,0.68,.265,.373,.518,.890,.253,5.9,.285,-0.1,37,7.7,.390,123,sa3017757
Gavin Conticello,ARI,AA,23,311,10.9%,21.5%,0.51,.270,.357,.471,.828,.201,4.8,.321,-1.2,49,5.3,.367,96,sa3017770
Wyatt Hoffman,SDP,AA,27,110,6.4%,37.3%,0.17,.204,.306,.301,.607,.097,7.0,.346,-0.4,10,-5.5,.289,73,sa3018219
Kenni Gomez,HOU,AA,21,68,1.5%,32.4%,0.05,.215,.250,.308,.558,.092,7.0,.326,-0.4,4,-5.5,.254,45,sa3018430
Carlos Pacheco,OAK,AA,21,40,2.5%,27.5%,0.09,.250,.282,.333,.615,.083,9.2,.346,0.3,3,-2.4,.278,56,sa3018455
Luis Baez,HOU,AA,22,104,5.8%,24.0%,0.24,.177,.221,.219,.440,.042,3.4,.233,-1.3,2,-12.7,.207,16,sa3018482
Jesús  Báez,STL,AA,21,235,4.3%,16.2%,0.26,.316,.353,.674,1.028,.358,3.6,.283,-0.9,50,16.6,.428,148,sa3018507
Jansel Luis,ARI,AA,21,486,4.9%,25.1%,0.20,.270,.315,.444,.760,.174,8.1,.335,2.1,64,-4.9,.335,76,sa3018508
Alberto Hernandez,HOU,AA,22,95,10.5%,20.0%,0.53,.205,.284,.337,.622,.133,1.3,.234,-0.2,8,-5.3,.283,64,sa3018582
Josue De Paula,LAD,AA,21,578,13.5%,14.5%,0.93,.304,.400,.543,.942,.239,5.8,.320,-0.5,115,33.3,.413,144,sa3018591
Alberto Barriga,ARI,AA,21,216,7.9%,19.9%,0.40,.231,.296,.349,.645,.118,4.3,.273,-0.8,21,-9.8,.295,51,sa3018595
Alfred Morillo,ARI,AA,24,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3018870
Cristofer Torin,ARI,AA,21,531,8.3%,11.3%,0.73,.282,.347,.443,.790,.161,5.8,.294,-1.9,77,2.6,.353,87,sa3018938
Alejandro Nuñez,HOU,AA,21,117,5.1%,25.6%,0.20,.241,.287,.306,.593,.065,5.1,.325,0.2,9,-7.3,.275,58,sa3018977
Griffin Lockwood-Powell,LAD,AA,28,216,14.4%,22.2%,0.65,.294,.407,.486,.893,.192,1.4,.360,-0.7,41,10.2,.401,136,sa3019303
Won-Bin Cho,STL,AA,22,208,15.9%,21.2%,0.75,.270,.389,.511,.901,.241,3.9,.297,-0.4,39,9.6,.400,131,sa3019526
Hogan Windish,SEA,AA,27,14,0.0%,21.4%,0.00,.429,.429,.786,1.214,.357,0.8,.500,0.0,4,2.1,.518,218,sa3019805
Brody Moore,STL,AA,25,95,5.3%,14.7%,0.36,.386,.411,.511,.922,.125,6.2,.432,1.3,19,5.2,.409,137,sa3019839
Kai Murphy,SDP,AA,25,183,7.7%,20.2%,0.38,.206,.280,.285,.565,.079,4.8,.248,-0.1,13,-12.7,.267,59,sa3019857
Braedon Karpathios,SDP,AA,23,510,11.8%,31.8%,0.37,.268,.353,.444,.797,.176,4.0,.380,-3.1,76,4.6,.357,115,sa3019863
Romeo Sanabria,SDP,AA,24,384,12.5%,22.4%,0.56,.290,.382,.427,.809,.137,3.2,.367,-0.9,61,6.7,.367,121,sa3019865
Sean McLain,LAD,AA,25,190,7.4%,32.1%,0.23,.254,.332,.438,.769,.183,9.1,.359,1.3,26,-0.5,.344,101,sa3019890
Kyle Nevin,LAD,AA,24,293,8.9%,19.1%,0.46,.280,.352,.393,.745,.113,5.0,.330,0.4,40,-1.7,.340,99,sa3019894
Javier Vaz,KCR,AA,25,85,15.3%,18.8%,0.81,.206,.349,.382,.732,.176,6.9,.255,1.0,12,-0.4,.341,95,sa3019906
Taylor Young,LAD,AA,27,223,13.5%,16.6%,0.81,.328,.430,.450,.880,.122,6.9,.392,1.4,43,11.5,.406,139,sa3019907
Logan Wagner,LAD,AA,22,108,16.7%,31.5%,0.53,.180,.324,.348,.672,.169,3.3,.235,-0.1,12,-2.9,.316,83,sa3019932
Bill Knight,SEA,AA,26,304,8.2%,21.4%,0.38,.238,.332,.343,.676,.106,9.0,.303,1.8,35,-7.9,.317,94,sa3019965
Danny Serretti,ARI,AA,26,282,18.1%,22.7%,0.80,.268,.418,.486,.905,.218,5.4,.324,-1.1,54,14.8,.407,121,sa3019967
Chris Newell,LAD,AA,25,418,13.2%,34.4%,0.38,.207,.318,.420,.738,.213,5.9,.269,0.9,53,-6.0,.330,92,sa3019971
Clark Elliott,OAK,AA,25,437,20.4%,25.6%,0.79,.237,.412,.353,.765,.117,6.0,.329,0.7,71,9.0,.371,114,sa3019972
Brennan Milone,OAK,AA,25,388,18.0%,27.6%,0.65,.234,.379,.388,.767,.154,3.8,.323,-1.6,59,4.0,.359,106,sa3019974
Jose Izarra,LAD,AA,24,158,9.5%,24.1%,0.39,.193,.276,.271,.547,.079,5.0,.257,-0.3,10,-11.9,.261,49,sa3019998
Blake Rambusch,SEA,AA,26,251,13.9%,15.1%,0.92,.262,.371,.300,.671,.038,6.2,.310,1.5,31,-4.5,.326,99,sa3020008
Tanner Schobel,MIN,AA,25,22,13.6%,36.4%,0.38,.158,.273,.158,.431,.000,6.4,.273,0.1,1,-2.3,.228,22,sa3020009
Connor Charping,SEA,AA,27,201,11.9%,18.9%,0.63,.259,.383,.464,.847,.205,6.3,.301,-0.3,35,6.3,.383,134,sa3020014
Jorel Ortega,MIN,AA,25,176,8.5%,36.9%,0.23,.146,.222,.234,.456,.089,5.2,.209,1.1,5,-20.1,.216,15,sa3020090
Tommy Sacco Jr.,HOU,AA,27,92,15.2%,27.2%,0.56,.211,.337,.434,.771,.224,6.8,.234,1.2,13,-0.1,.346,102,sa3020125
Gavin Logan,ARI,AA,26,229,14.4%,24.9%,0.58,.207,.339,.436,.775,.229,3.6,.218,-0.5,33,0.4,.349,85,sa3020191
Josh Hood,SEA,AA,25,279,9.7%,35.5%,0.27,.206,.283,.427,.711,.222,7.3,.273,0.2,31,-8.7,.311,90,sa3020268
Murphy Stehly,MIN,AA,27,49,6.1%,34.7%,0.18,.159,.224,.227,.452,.068,5.7,.222,0.1,1,-5.7,.214,14,sa3020276
Max Wagner,TEX,AA,24,304,9.9%,34.9%,0.28,.255,.343,.539,.883,.285,3.0,.336,-1.1,52,9.4,.382,120,sa3020415
John Garcia,HOU,AA,25,61,8.2%,34.4%,0.24,.164,.230,.291,.520,.127,4.7,.212,0.3,3,-5.9,.237,35,sa3020419
Andrew Cossetti,MIN,AA,26,445,17.3%,27.9%,0.62,.202,.360,.390,.750,.188,2.9,.248,-2.2,63,0.4,.348,97,sa3020493
Druw Jones,ARI,AA,22,488,12.3%,28.5%,0.43,.267,.361,.373,.734,.106,7.1,.378,0.4,66,-2.6,.341,80,sa3020676
Brett Squires,KCR,AA,26,139,12.9%,23.7%,0.55,.294,.388,.538,.926,.244,5.6,.358,0.9,27,7.2,.406,135,sa3020714
Maddux Houghton,MIN,AA,27,195,7.2%,38.5%,0.19,.189,.251,.333,.585,.144,8.3,.304,2.4,13,-14.1,.264,44,sa3020716
Jack Pineda,KCR,AA,26,239,8.4%,13.0%,0.65,.371,.443,.548,.991,.176,6.8,.413,0.4,53,19.7,.442,157,sa3020762
Demetrio Crisantes,ARI,AA,21,160,11.9%,18.1%,0.66,.319,.413,.548,.961,.230,5.4,.369,-1.4,33,10.5,.422,130,sa3021051
Sebastian Walcott,TEX,AA,20,148,11.5%,22.3%,0.52,.315,.399,.600,.999,.285,6.7,.371,1.2,32,11.0,.433,151,sa3021069
Angel Acosta,KCR,AA,23,50,6.0%,16.0%,0.38,.159,.224,.159,.384,.000,5.6,.189,-0.2,0,-6.7,.193,3,sa3021290
Hyungchan Um,KCR,AA,22,27,7.4%,25.9%,0.29,.304,.360,.435,.795,.130,4.1,.438,-0.1,4,0.3,.358,105,sa3021585
Jeremiah Boyd,ARI,AA,25,3,0.0%,66.7%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,-0.9,.000,-100,sa3022402
Chase Davis,STL,AA,24,156,16.7%,24.4%,0.68,.231,.359,.446,.805,.215,5.3,.262,0.9,24,1.9,.361,106,sa3022426
Tre Richardson III,STL,AA,24,221,12.2%,25.3%,0.48,.276,.371,.448,.819,.172,7.1,.352,2.8,36,4.6,.371,113,sa3022428
Dakota Harris,STL,AA,24,394,10.9%,20.8%,0.52,.254,.341,.408,.749,.155,7.2,.298,3.1,53,-2.4,.340,93,sa3022431
Chase Adkison,STL,AA,26,18,0.0%,16.7%,0.00,.176,.167,.471,.637,.294,2.6,.143,0.0,1,-1.5,.249,37,sa3022433
Zach Levenson,STL,AA,24,343,12.8%,25.7%,0.50,.220,.330,.385,.715,.165,2.7,.273,-1.2,43,-5.6,.328,86,sa3022435
Trey Paige,STL,AA,25,250,14.8%,23.6%,0.63,.213,.336,.343,.679,.130,5.9,.267,0.9,29,-6.1,.319,80,sa3022440
Jared Sundstrom,SEA,AA,25,347,8.9%,29.1%,0.31,.207,.288,.387,.675,.180,5.8,.255,-0.8,35,-13.6,.302,84,sa3022442
Graysen Tarlow,STL,AA,24,135,11.9%,26.7%,0.44,.212,.326,.372,.698,.159,4.6,.267,0.5,16,-3.0,.321,82,sa3022443
Hunter Fitz-Gerald,SEA,AA,25,556,7.6%,29.9%,0.25,.276,.336,.518,.854,.242,5.1,.354,-0.6,89,11.1,.370,126,sa3022482
Charlie Pagliarini,SEA,AA,25,566,13.8%,29.5%,0.47,.266,.376,.495,.871,.229,5.2,.354,-1.7,99,19.7,.387,137,sa3022487
Joe Vetrano,LAD,AA,24,336,9.2%,34.2%,0.27,.200,.278,.360,.638,.160,5.0,.276,-1.2,30,-17.4,.288,66,sa3022501
Sam Mongelli,LAD,AA,25,41,7.3%,31.7%,0.23,.250,.341,.556,.897,.306,6.9,.300,-0.4,7,1.4,.386,127,sa3022511
Casey Yamauchi,OAK,AA,25,234,3.8%,9.0%,0.43,.294,.351,.412,.763,.118,7.3,.306,1.5,33,0.1,.347,99,sa3022528
Luke Mann,OAK,AA,26,281,8.9%,33.1%,0.27,.230,.300,.437,.737,.206,2.9,.299,-0.2,33,-6.3,.321,83,sa3022529
Colby Halter,OAK,AA,24,169,14.8%,27.8%,0.53,.237,.357,.403,.760,.165,6.1,.315,-0.1,24,-0.1,.346,98,sa3022531
Nate Nankil,OAK,AA,23,102,7.8%,16.7%,0.47,.275,.343,.407,.750,.132,3.8,.306,-0.1,14,-0.6,.340,95,sa3022532
Ryan Lasko,OAK,AA,24,281,4.6%,28.1%,0.16,.209,.275,.360,.635,.150,7.3,.275,-1.0,25,-15.0,.286,61,sa3022539
Jack Hurley,ARI,AA,24,82,6.1%,30.5%,0.20,.213,.272,.387,.658,.173,2.8,.261,-0.7,8,-3.8,.293,50,sa3022564
Jeron Williams,HOU,AA,25,63,7.9%,27.0%,0.29,.232,.317,.357,.675,.125,6.2,.316,0.3,7,-1.9,.312,81,sa3022566
Jake Gelof,LAD,AA,24,494,15.2%,27.9%,0.54,.261,.370,.552,.922,.291,4.2,.300,0.0,91,21.0,.396,133,sa3022600
Avery Owusu-Asiedu,ARI,AA,23,115,12.2%,26.1%,0.47,.372,.452,.851,1.303,.479,6.9,.411,0.4,34,17.9,.526,194,sa3022604
Brandon Winokur,MIN,AA,21,216,6.9%,27.8%,0.25,.250,.312,.453,.765,.203,6.7,.296,-0.4,28,-2.3,.335,88,sa3022613
Arturo Disla,TEX,AA,25,394,10.2%,25.9%,0.39,.287,.363,.507,.870,.220,3.5,.358,-1.1,66,11.0,.379,118,sa3022618
Caleb Cali,SEA,AA,25,498,11.4%,33.7%,0.34,.202,.295,.382,.677,.179,5.5,.274,2.4,52,-18.4,.304,86,sa3022651
Kendall George,LAD,AA,21,257,12.1%,19.1%,0.63,.332,.418,.399,.817,.067,8.5,.425,3.2,44,8.1,.383,125,sa3022660
Marcus Brown,HOU,AA,24,74,6.8%,36.5%,0.19,.164,.243,.224,.467,.060,5.6,.275,-0.4,3,-7.8,.227,28,sa3022676
Garret Guillemette,HOU,AA,24,188,10.6%,26.6%,0.40,.188,.298,.238,.535,.050,6.7,.261,0.7,13,-13.3,.266,53,sa3022677
Jared Dickey,OAK,AA,24,69,5.8%,21.7%,0.27,.215,.261,.415,.676,.200,5.6,.234,0.3,7,-3.1,.295,67,sa3022688
Spencer Nivens,KCR,AA,24,424,12.0%,17.2%,0.70,.277,.362,.440,.801,.162,6.4,.321,0.6,64,4.8,.360,107,sa3022697
Will Bush,HOU,AA,22,397,16.9%,33.8%,0.50,.237,.375,.385,.760,.148,3.8,.363,-1.7,59,3.2,.356,109,sa3022698
Quinn McDaniel,MIN,AA,23,104,20.2%,21.2%,0.95,.183,.356,.207,.563,.024,4.8,.250,0.0,10,-4.5,.298,66,sa3022701
Pascanel Ferreras,HOU,AA,24,119,11.8%,21.0%,0.56,.263,.359,.404,.763,.141,3.6,.315,-1.0,17,0.2,.349,104,sa3022702
Zyhir Hope,LAD,AA,21,425,10.6%,24.9%,0.42,.293,.369,.530,.899,.237,5.7,.347,1.0,76,16.2,.391,130,sa3022703
Carlos Rey,ARI,AA,24,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3022732
Poncho Ruiz,MIN,AA,24,89,11.2%,19.1%,0.59,.195,.292,.325,.617,.130,5.8,.220,0.4,8,-4.7,.286,58,sa3022752
Justin Johnson,KCR,AA,26,337,9.2%,24.6%,0.37,.203,.292,.392,.684,.189,5.1,.233,-0.4,36,-11.7,.307,74,sa3022758
