Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Jose Trevino,CIN,A+,33,3,33.3%,0.0%,1.00,1.000,1.000,1.000,2.000,.000,2.6,1.000,0.0,2,1.4,.880,417,16725
Ke'Bryan Hayes,CIN,A+,29,6,0.0%,0.0%,0.00,.167,.167,.167,.333,.000,2.6,.167,0.0,0,-1.0,.156,-21,18577
John Peck,DET,A+,23,10,10.0%,20.0%,0.50,.125,.300,.125,.425,.000,2.6,.167,0.0,1,-0.9,.249,43,33500
Cooper Pratt,MIL,A+,21,3,0.0%,0.0%,0.00,.500,.333,.500,.833,.000,2.6,.333,0.0,0,-0.1,.313,73,33530
Walker Jenkins,MIN,A+,21,12,8.3%,16.7%,0.50,.455,.500,.727,1.227,.273,2.0,.500,-0.1,4,1.9,.539,214,33571
Marcus Smith,CIN,A+,25,122,13.1%,32.8%,0.40,.233,.331,.456,.787,.223,7.1,.317,0.5,17,-0.4,.351,97,sa1169620
David García,MIL,A+,26,116,10.3%,25.9%,0.40,.216,.302,.304,.606,.088,2.1,.282,-0.3,10,-6.6,.290,59,sa3003197
Julio Carreras,CIN,A+,26,142,11.3%,16.9%,0.67,.294,.397,.479,.876,.185,7.0,.344,0.0,26,5.7,.400,127,sa3005598
Andrick Nava,MIL,A+,24,38,7.9%,28.9%,0.27,.294,.342,.471,.813,.176,3.2,.391,-0.6,6,0.2,.361,102,sa3010693
Roberto Campos,DET,A+,23,51,17.6%,21.6%,0.82,.333,.451,.381,.832,.048,4.5,.452,-0.7,10,2.2,.405,137,sa3014683
Jose Salas,MIN,A+,23,163,5.5%,31.3%,0.18,.214,.294,.414,.708,.200,7.4,.273,-0.2,19,-5.0,.320,80,sa3014690
Emmanuel Rodriguez,MIN,A+,23,27,22.2%,7.4%,3.00,.421,.593,.474,1.066,.053,0.1,.471,-0.2,8,3.9,.519,201,sa3014693
Reginald Preciado,CHC,A+,23,112,6.3%,35.7%,0.18,.262,.321,.388,.710,.126,4.4,.410,-0.1,14,-2.7,.328,84,sa3014702
Yerlin Confidan,CIN,A+,23,316,11.1%,21.8%,0.51,.251,.339,.382,.720,.131,4.4,.307,-1.2,40,-5.3,.335,87,sa3015176
Junior Tilien,DET,A+,23,192,8.9%,21.9%,0.40,.195,.271,.264,.535,.069,1.8,.252,-0.4,11,-16.5,.256,47,sa3015187
Blayberg Diaz,MIL,A+,23,157,7.0%,22.9%,0.31,.225,.293,.268,.561,.042,1.4,.299,-0.4,11,-11.2,.273,49,sa3015352
Diego Guzman,KCR,A+,22,102,10.8%,38.2%,0.28,.154,.245,.209,.454,.055,8.1,.269,0.1,3,-11.4,.227,24,sa3015365
Johnny Ascanio,CIN,A+,22,122,12.3%,20.5%,0.60,.210,.339,.260,.599,.050,1.9,.276,-0.4,12,-5.4,.304,68,sa3015526
Maick Collado,CLE,A+,23,136,8.8%,19.9%,0.44,.264,.331,.388,.719,.124,2.9,.312,-0.7,17,-2.8,.331,86,sa3015534
Esteban González,CLE,A+,23,321,11.2%,29.6%,0.38,.233,.338,.444,.781,.211,7.4,.304,2.1,46,0.0,.355,100,sa3015535
Kevin Rivas,CLE,A+,23,81,16.0%,50.6%,0.32,.074,.222,.147,.369,.074,1.0,.154,-0.2,1,-10.9,.201,7,sa3015539
Jose D. Hernandez,LAD,A+,23,125,12.8%,17.6%,0.73,.241,.344,.361,.705,.120,3.4,.277,-1.0,16,-2.2,.334,89,sa3015557
Jose Meza,LAD,A+,23,423,12.1%,24.3%,0.50,.245,.345,.366,.712,.121,4.7,.312,-2.2,54,-7.0,.336,90,sa3015558
Miguel Briceno,MIN,A+,22,173,10.4%,17.9%,0.58,.286,.358,.416,.774,.130,2.0,.328,-1.0,25,0.4,.357,103,sa3015566
Carlos Franco,OAK,A+,23,163,12.9%,14.7%,0.88,.173,.276,.281,.557,.108,2.7,.183,-0.2,11,-12.4,.268,35,sa3015580
Oswaldo Linares,SDP,A+,23,145,8.3%,21.4%,0.39,.169,.250,.254,.504,.085,3.1,.206,-1.6,7,-14.1,.244,34,sa3015593
Carlos Rodriguez,SDP,A+,23,333,11.7%,23.1%,0.51,.218,.310,.345,.655,.126,4.3,.273,-0.6,35,-13.6,.308,73,sa3015594
Jose Cordoba,STL,A+,23,156,5.8%,22.4%,0.26,.206,.277,.270,.547,.064,7.1,.267,0.4,10,-12.2,.265,45,sa3015614
Miguel Villarroel,STL,A+,24,68,11.8%,27.9%,0.42,.310,.412,.466,.877,.155,5.1,.432,-0.4,13,3.1,.406,131,sa3015631
Dilan Granadillo,CHC,A+,25,39,15.4%,43.6%,0.35,.065,.256,.065,.321,.000,2.6,.143,-0.1,1,-5.1,.206,10,sa3015686
Cristian Santana,DET,A+,22,354,15.3%,26.0%,0.59,.198,.345,.396,.740,.198,4.5,.225,0.0,48,-2.8,.346,101,sa3015697
Danny De Andrade,MIN,A+,22,446,8.1%,27.6%,0.29,.241,.314,.429,.742,.188,6.9,.307,-1.2,57,-7.9,.334,89,sa3015698
Jesus Galiz,LAD,A+,22,68,13.2%,19.1%,0.69,.241,.338,.276,.614,.034,0.3,.304,-0.2,7,-3.0,.304,71,sa3015700
Pedro Pineda,OAK,A+,22,306,7.8%,31.0%,0.25,.253,.320,.390,.710,.137,6.9,.358,0.2,37,-7.4,.327,71,sa3015703
Victor Acosta,CIN,A+,22,166,6.6%,19.3%,0.34,.257,.350,.443,.793,.186,7.9,.302,-0.4,25,0.9,.361,103,sa3015705
Ariel Almonte,CIN,A+,22,112,9.8%,33.0%,0.30,.152,.241,.323,.564,.172,1.9,.172,-0.2,7,-9.4,.259,41,sa3015708
Leonel Espinoza,CHC,A+,23,207,8.2%,23.2%,0.35,.223,.301,.348,.649,.125,8.2,.284,1.0,21,-9.4,.303,69,sa3015735
Jesus Hernandez,MIA,A+,22,261,14.6%,18.0%,0.81,.300,.400,.423,.823,.123,6.2,.359,0.5,45,6.9,.385,123,sa3015736
Luis Castillo,MIL,A+,22,440,14.5%,23.6%,0.62,.245,.357,.469,.825,.223,3.5,.281,-1.1,70,6.1,.370,108,sa3015801
Derlin Figueroa,KCR,A+,22,452,9.3%,29.9%,0.31,.252,.324,.515,.839,.262,6.1,.309,-0.9,70,4.3,.365,108,sa3015851
Luis Pino,STL,A+,22,165,14.5%,23.6%,0.62,.245,.358,.424,.782,.180,6.1,.309,0.3,25,0.8,.360,103,sa3015866
José Suárez,STL,A+,21,391,4.9%,31.2%,0.16,.258,.309,.411,.721,.153,7.3,.359,1.3,47,-9.7,.326,82,sa3016156
Anyelo Encarnación,STL,A+,22,263,14.1%,31.9%,0.44,.234,.354,.413,.766,.179,7.7,.328,1.3,38,-0.1,.354,99,sa3016157
Edgardo Ordonez,MIL,A+,22,39,5.1%,30.8%,0.17,.194,.231,.361,.592,.167,1.9,.250,-0.1,2,-3.2,.260,41,sa3016553
Rayne Doncon,MIN,A+,22,198,10.1%,18.7%,0.54,.137,.228,.263,.491,.126,4.3,.142,0.1,8,-21.0,.234,28,sa3016720
Diego Omana,CIN,A+,23,36,13.9%,22.2%,0.63,.355,.444,.452,.896,.097,1.5,.478,-0.1,7,2.1,.421,139,sa3016824
Izaac Pacheco,DET,A+,23,9,33.3%,11.1%,3.00,.500,.667,2.000,2.667,1.500,0.1,.000,0.0,6,4.3,.905,440,sa3016969
Geuri Lubo,CHC,A+,22,70,5.7%,37.1%,0.15,.190,.229,.317,.546,.127,3.9,.263,0.1,3,-6.8,.243,33,sa3017122
Wilfredo Lara,MIA,A+,22,285,16.1%,25.3%,0.64,.238,.368,.379,.747,.140,6.5,.316,0.9,41,0.1,.355,104,sa3017123
Juan Benjamin,CLE,A+,23,118,11.9%,27.1%,0.44,.233,.322,.359,.681,.126,3.8,.314,-1.0,13,-3.7,.319,78,sa3017217
Christian Olivo,CHC,A+,22,306,12.4%,19.3%,0.64,.221,.337,.345,.682,.124,7.9,.265,2.3,36,-7.8,.325,83,sa3017877
Mitch Myers,OAK,A+,27,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3018179
Wyatt Hoffman,SDP,A+,27,15,13.3%,26.7%,0.50,.154,.267,.231,.497,.077,4.6,.222,-0.5,1,-1.4,.250,37,sa3018219
Clayton Campbell,DET,A+,22,378,11.1%,26.5%,0.42,.257,.344,.401,.745,.144,5.0,.336,-0.7,51,-4.0,.343,99,sa3018386
Daniel Guilarte,MIL,A+,22,126,11.9%,34.9%,0.34,.183,.286,.275,.561,.092,8.4,.292,1.0,9,-9.1,.272,49,sa3018388
Rosman Verdugo,SDP,A+,21,461,12.8%,26.0%,0.49,.225,.340,.389,.728,.163,4.5,.282,-1.5,60,-6.5,.339,91,sa3018393
Jaison Chourio,CLE,A+,21,102,17.6%,17.6%,1.00,.317,.431,.476,.907,.159,5.2,.375,-0.4,20,5.6,.417,138,sa3018399
