Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Jarol Capellan,BAL,DSL,20,39,121,140,32,21,10,0,1,20,16,11,0,16,8,0,0,2,8,2,.264,sa3023884
Belfi Rivera,ARI,DSL,19,38,90,110,27,21,4,2,0,25,14,17,0,25,0,1,2,2,8,2,.300,sa3023891
Danny Cancro,COL,DSL,19,47,146,188,51,41,8,2,0,34,31,29,0,21,9,3,1,2,16,4,.349,sa3023903
Raily Liriano,ARI,DSL,19,8,29,34,7,3,1,0,3,6,9,3,0,6,2,0,0,2,1,0,.241,sa3023911
J.T. Bain,TOR,DSL,18,4,9,14,1,1,0,0,0,0,0,2,0,4,3,0,0,0,1,0,.111,sa3023913
Randy Soto,TOR,DSL,19,31,83,106,14,10,3,0,1,11,5,19,0,19,4,0,0,1,0,0,.169,sa3023923
Samuel Estevez,MIA,DSL,19,18,29,34,6,4,0,1,1,5,5,3,0,11,1,1,0,0,2,0,.207,sa3023924
Santiago Ustariz,CLE,DSL,19,23,44,62,8,5,2,1,0,6,4,15,0,14,3,0,0,0,0,0,.182,sa3023926
Diego Gonzalez,CHC,DSL,19,29,75,98,18,13,3,0,2,21,9,17,0,15,6,0,0,3,0,1,.240,sa3023939
Juarlin Soto,TOR,DSL,19,43,108,139,21,19,2,0,0,20,6,28,0,30,3,0,0,2,0,2,.194,sa3023947
Jose Marcano,TEX,DSL,19,30,98,119,30,23,4,0,3,21,19,14,0,7,3,4,0,5,1,0,.306,sa3023953
Leider Padilla,LAD,DSL,19,3,12,15,3,2,0,0,1,2,5,3,0,4,0,0,0,0,1,0,.250,sa3023958
Manni Ramirez,TEX,DSL,19,9,37,41,15,12,2,0,1,5,14,4,0,10,0,0,0,0,2,0,.405,sa3023959
David Carrera,NYY,DSL,19,52,165,225,55,32,12,2,9,52,41,52,0,41,6,2,0,0,8,5,.333,sa3023966
Kendrick Hernandez,DET,DSL,19,18,38,45,6,4,1,1,0,3,3,6,0,18,1,0,0,2,1,1,.158,sa3023976
Nayerich Waterfort,CIN,DSL,20,36,103,128,26,19,6,0,1,23,8,11,0,27,12,1,1,1,6,5,.252,sa3024114
Sebastian Rojas,OAK,DSL,19,38,111,154,33,24,6,1,2,31,17,31,0,18,11,1,0,2,1,1,.297,sa3024123
Yohandy Cruz,DET,DSL,19,33,44,58,8,7,1,0,0,17,3,11,0,12,2,1,0,0,4,0,.182,sa3024131
Angel Gonzalez,MIL,DSL,19,45,127,175,35,26,6,1,2,36,20,37,0,28,6,5,0,4,18,1,.276,sa3024132
Jose Camacho,LAA,DSL,19,44,112,163,28,16,9,1,2,31,19,40,0,28,10,1,0,1,6,1,.250,sa3024135
Angel Rodriguez,DET,DSL,19,29,51,75,18,13,4,0,1,14,14,22,0,15,2,0,0,0,3,1,.353,sa3024138
Eddson Martinez,SDP,DSL,18,12,43,60,19,9,9,1,0,19,18,14,0,7,2,1,0,0,3,1,.442,sa3024140
Boris Sarduy,SFG,DSL,19,40,95,128,22,17,4,0,1,24,10,28,0,39,4,1,0,0,12,4,.232,sa3024141
Alexander Rincon,BAL,DSL,19,30,86,101,25,19,1,3,2,9,22,9,0,16,0,2,4,0,6,4,.291,sa3024142
Yojackson Laya,LAD,DSL,19,6,12,14,3,1,2,0,0,4,2,2,0,3,0,0,0,0,1,0,.250,sa3024145
Argenis Valdez,BAL,DSL,19,43,115,130,32,21,7,2,2,20,16,13,0,25,1,0,1,2,7,2,.278,sa3024146
Vinicius Dos Santos,SFG,DSL,19,53,162,207,32,24,7,0,1,34,25,25,0,45,18,2,0,3,22,7,.198,sa3024150
Rafy Peguero,LAD,DSL,19,19,63,83,15,12,2,0,1,14,10,15,1,28,4,1,0,2,4,1,.238,sa3024151
Jose Sabino,CIN,DSL,19,26,73,97,21,11,8,1,1,18,16,19,0,19,1,4,0,1,0,1,.288,sa3024155
Neftali Taveras,KCR,DSL,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3024224
Ronnyel Espinoza,CHC,DSL,20,15,31,46,6,4,1,1,0,6,6,13,0,14,0,1,0,1,1,1,.194,sa3024306
Osmar Torrealba,CLE,DSL,19,33,87,115,24,17,4,2,1,23,18,20,0,13,8,0,0,3,5,2,.276,sa3024318
Edgar Jimenez,NYY,DSL,19,29,88,101,28,15,7,2,4,21,24,12,0,19,1,0,0,4,3,0,.318,sa3024328
Anthony Delgado,NYM,DSL,19,22,55,78,15,11,3,0,1,13,7,21,0,18,2,0,0,0,10,1,.273,sa3024333
Carlos Caripa,CLE,DSL,19,33,112,126,32,25,5,0,2,18,19,11,0,28,3,0,0,3,2,2,.286,sa3024335
Armando Lao,DET,DSL,19,28,44,53,9,9,0,0,0,8,3,7,0,12,2,0,0,1,0,0,.205,sa3024343
Brandon Vasquez,SFG,DSL,19,50,152,184,46,35,9,1,1,29,29,28,0,15,1,1,2,2,7,2,.303,sa3024346
Robert Lantigua,ARI,DSL,19,27,78,93,18,12,2,1,3,14,19,12,0,13,1,2,0,2,1,1,.231,sa3024348
Yorvin Morla,SDP,DSL,20,47,146,187,47,37,7,2,1,37,30,32,0,23,4,3,2,1,12,3,.322,sa3024350
Azaeel Pacheco,OAK,DSL,19,50,127,179,32,28,4,0,0,30,25,44,0,18,8,0,0,4,5,0,.252,sa3024353
Kevin Robledo,MIA,DSL,19,3,7,10,3,2,0,0,1,1,2,3,0,3,0,0,0,0,0,1,.429,sa3024360
Erny Orellana,LAD,DSL,19,44,152,181,39,18,14,3,4,36,39,22,0,24,4,3,0,2,6,1,.257,sa3024366
Darian Castillo,SDP,DSL,19,46,125,167,38,28,5,4,1,46,24,30,0,18,5,2,5,2,11,3,.304,sa3024367
Brayan Cota,OAK,DSL,19,50,121,160,25,19,4,0,2,19,21,30,0,24,6,0,3,5,1,2,.207,sa3024369
Jeiker Gudino,DET,DSL,19,32,48,73,11,9,2,0,0,11,5,13,0,12,11,0,1,1,1,0,.229,sa3024371
Endy Rios,SDP,DSL,19,46,137,163,45,35,8,2,0,24,21,21,0,29,1,0,4,2,9,3,.328,sa3024372
Ricardo Crespo,SFG,DSL,19,39,89,140,26,19,5,1,1,21,17,43,0,16,3,3,2,0,8,0,.292,sa3024373
Robinson Chacon,KCR,DSL,19,36,96,128,29,20,7,1,1,19,20,25,0,27,4,2,1,1,12,4,.302,sa3024382
Yoxander Benitez,SFG,DSL,19,51,159,205,45,32,10,2,1,41,16,42,0,29,0,4,0,1,8,5,.283,sa3024383
Marwin Rivero,KCR,DSL,19,29,70,83,17,13,4,0,0,11,14,9,0,15,0,1,3,1,7,1,.243,sa3024384
Dayquer Alfonzo,SDP,DSL,18,51,169,222,56,31,20,1,4,42,49,42,2,43,5,6,0,5,6,2,.331,sa3024479
Yadiel Ramon,COL,DSL,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3024600
Jonathan Moya,DET,DSL,19,48,141,173,36,27,6,0,3,28,29,21,0,40,10,1,0,1,4,1,.255,sa3024632
Wuinder Torres,CLE,DSL,19,9,29,36,14,8,6,0,0,6,6,7,0,3,0,0,0,0,1,0,.483,sa3024635
Yoneiker Lugo,MIL,DSL,19,24,64,83,13,12,1,0,0,7,2,17,0,14,2,0,0,1,0,0,.203,sa3024639
Manuel Baez,SEA,DSL,21,26,46,57,11,9,2,0,0,8,4,9,0,15,2,0,0,1,0,0,.239,sa3024640
Fernando Pena,SFG,DSL,19,28,80,114,26,18,5,0,3,21,16,21,0,17,10,2,1,2,1,1,.325,sa3024643
Anderson Garcia,KCR,DSL,19,31,89,109,22,18,2,1,1,19,20,17,1,41,2,1,0,3,0,0,.247,sa3024644
Anthony Longo,KCR,DSL,19,47,144,177,38,31,3,3,1,27,22,24,0,16,7,0,2,3,6,4,.264,sa3024652
Darling Reyes,WSN,DSL,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,sa3024770
Kegnnalex Seijas,MIL,DSL,20,12,28,39,5,2,2,0,1,5,5,10,0,8,0,1,0,1,0,0,.179,sa3024858
Gabriel Guanchez,SEA,DSL,19,32,97,121,29,19,7,0,3,23,22,18,0,28,2,4,0,1,0,0,.299,sa3024861
Emdys Rosillo,CIN,DSL,19,26,81,92,21,18,2,1,0,13,5,10,0,10,0,1,0,1,0,0,.259,sa3024898
Luis Plicet,OAK,DSL,19,22,5,6,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,.200,sa3024924
Joaquin Arias Jr.,TEX,DSL,19,3,13,15,7,5,2,0,0,3,5,2,0,2,0,0,0,0,1,0,.538,sa3024929
Christian Sáez,STL,DSL,19,25,69,86,12,10,1,0,1,13,6,16,0,23,1,0,0,0,0,0,.174,sa3024955
Frandy Lafond,MIL,DSL,19,44,146,180,47,34,8,0,5,33,33,24,0,28,6,2,0,2,23,3,.322,sa3024956
Jonnhan Sanchez,NYM,DSL,19,49,152,196,47,33,10,1,3,35,38,34,0,33,9,1,0,3,15,4,.309,sa3024971
Yeisy Celesten,TEX,DSL,21,41,146,192,49,32,7,3,7,37,41,38,0,33,5,3,0,2,3,0,.336,sa3025069
Juan Monso,CHC,DSL,19,26,56,71,7,5,1,0,1,9,5,12,0,23,2,1,0,0,5,1,.125,sa3025110
Jose Rodriguez,ARI,DSL,19,21,56,75,10,8,1,0,1,10,13,12,0,14,6,1,0,1,2,0,.179,sa3025229
Cristopher Polanco,TOR,DSL,18,50,149,202,33,24,6,1,2,44,28,48,0,46,3,2,0,2,7,4,.221,sa3067125
Djean Macares,SFG,DSL,18,53,176,238,51,35,15,1,0,53,38,41,0,23,11,5,3,1,26,5,.290,sa3067126
Liberts Aponte,CIN,DSL,18,33,111,150,39,28,6,3,2,24,18,30,0,25,5,4,0,1,11,4,.351,sa3067288
Warren Calcaño,KCR,DSL,18,41,133,174,36,26,6,3,1,40,23,33,0,34,3,2,3,3,18,4,.271,sa3067541
Jesus Guerrero,NYY,DSL,19,25,39,55,7,5,2,0,0,8,5,11,0,16,5,0,0,1,0,0,.179,sa3067560
Carlos Done,MIL,DSL,19,47,152,187,31,21,5,1,4,40,20,33,1,43,2,0,0,4,13,5,.204,sa3067642
Samuell Sanchez,DET,DSL,20,48,128,184,32,16,5,4,7,35,26,42,0,48,12,1,0,1,13,5,.250,sa3067644
Eric Mota,HOU,DSL,18,34,89,109,20,17,1,0,2,13,11,19,0,29,1,0,0,3,4,3,.225,sa3067645
Juan Torres,NYY,DSL,18,53,208,248,80,44,26,2,8,56,65,28,0,18,8,3,0,4,26,6,.385,sa3067646
Jhonael Cuello,NYM,DSL,18,54,185,211,48,27,11,6,4,32,33,19,0,33,3,4,0,3,28,8,.259,sa3067648
Luis Cruz,PIT,DSL,18,29,94,121,28,22,3,3,0,22,18,21,0,10,3,2,1,3,10,2,.298,sa3067650
Santiago Martinez,HOU,DSL,18,53,160,208,37,26,7,2,2,36,32,28,1,30,13,5,2,2,20,4,.231,sa3067651
Feliz Genao,ARI,DSL,18,54,159,206,42,30,12,0,0,38,24,38,0,28,6,3,0,5,6,0,.264,sa3067653
Victor Familia,PIT,DSL,19,30,63,87,13,10,2,1,0,18,12,15,0,18,7,1,1,3,3,0,.206,sa3067654
Yensi De La Cruz,HOU,DSL,19,54,153,201,32,15,4,8,5,39,34,45,0,28,0,3,0,3,36,2,.209,sa3067655
Leonard Rijo,MIL,DSL,18,6,18,25,7,5,0,1,1,10,6,5,0,2,2,0,0,0,1,1,.389,sa3067656
Angel Salio,CIN,DSL,18,53,200,241,65,46,10,6,3,44,46,32,0,35,6,3,0,8,23,10,.325,sa3067657
Jose Santana,LAA,DSL,18,17,21,29,1,1,0,0,0,2,2,7,0,12,1,0,0,0,2,3,.048,sa3067658
Johanse Gomez,BAL,DSL,18,52,172,213,52,36,10,4,2,39,36,36,0,45,5,0,0,0,20,5,.302,sa3067659
Yassel Pena,ATL,DSL,18,39,110,144,27,19,7,0,1,15,16,26,0,27,8,0,0,1,13,4,.245,sa3067661
Nieves Izaguirre,PHI,DSL,18,14,41,48,10,4,4,2,0,10,4,5,0,10,2,0,0,0,2,3,.244,sa3067665
Elian Adames,PHI,DSL,18,46,166,185,49,34,10,0,5,33,37,15,0,32,2,2,0,3,5,2,.295,sa3067670
Dayber Cruceta,PHI,DSL,18,43,122,155,24,19,3,1,1,26,20,27,0,28,5,1,0,2,11,2,.197,sa3067671
Cesar Paredes,LAA,DSL,18,44,126,166,27,14,6,2,5,34,29,28,0,41,6,3,3,0,20,7,.214,sa3067673
Kendry Martínez,SEA,DSL,18,42,119,167,21,17,3,1,0,26,17,44,0,43,2,2,0,1,2,1,.176,sa3067676
Mani Cedeno,NYY,DSL,17,27,101,126,23,12,8,0,3,29,23,22,0,38,1,2,0,0,9,2,.228,sa3067680
Ayden Johnson,OAK,DSL,18,38,107,134,25,21,3,1,0,18,14,24,0,39,2,1,0,2,5,1,.234,sa3067681
Maykel Coret,TBR,DSL,18,46,175,209,53,37,6,3,7,42,36,25,0,56,7,2,0,3,22,5,.303,sa3067683
Warel Solano,TBR,DSL,18,44,163,192,40,30,4,5,1,31,23,22,0,42,4,3,0,1,12,3,.245,sa3067685
Larry Suero,COL,DSL,18,47,163,217,43,24,9,2,8,51,30,31,1,46,19,0,4,2,10,2,.264,sa3067687
Heins Brito,CLE,DSL,18,40,154,182,41,29,10,2,0,27,28,19,0,30,6,2,1,0,9,3,.266,sa3067694
Raymer Medina,TBR,DSL,18,53,188,241,50,41,6,1,2,33,29,48,0,44,2,3,0,1,14,10,.266,sa3067696
Juan Brima,ARI,DSL,18,53,152,214,38,25,8,0,5,47,27,53,0,38,4,5,0,2,10,4,.250,sa3067698
Hiverson López,CLE,DSL,18,43,149,184,52,32,10,3,7,47,34,25,1,31,8,2,0,1,15,4,.349,sa3067699
Enry Torres,CIN,DSL,18,31,94,121,26,15,10,0,1,18,16,19,0,14,6,2,0,2,1,0,.277,sa3067706
David Ortiz Jr.,TEX,DSL,18,20,60,86,13,10,3,0,0,13,9,21,0,23,5,0,0,0,1,0,.217,sa3067707
Andruw Zambrano,BOS,DSL,20,16,36,48,3,1,0,1,1,2,3,10,0,17,1,1,0,1,0,0,.083,sa3067710
Antoni Urena,LAD,DSL,19,38,112,167,27,15,8,1,3,35,16,50,0,40,3,2,0,1,17,5,.241,sa3067711
Hendry Arvelo,LAD,DSL,19,47,144,183,34,27,6,1,0,23,31,30,0,22,4,4,1,0,9,2,.236,sa3067712
Stiven Marinez,NYY,DSL,18,54,200,250,63,40,8,7,8,67,42,41,0,31,7,2,0,1,39,7,.315,sa3067713
Carlos Benavides,DET,DSL,18,38,106,138,30,16,12,0,2,22,29,11,0,30,16,4,0,1,8,1,.283,sa3067714
Adrian Tusen,WSN,DSL,18,34,101,119,23,17,2,2,2,20,12,14,0,34,3,0,1,1,17,6,.228,sa3067719
Sandy Presbot,MIA,DSL,18,53,150,188,31,25,3,1,2,31,22,32,1,39,4,1,0,2,46,9,.207,sa3067721
Jose Pitre,ARI,DSL,18,44,128,149,35,24,8,1,2,22,26,13,0,27,3,5,0,1,10,3,.273,sa3067722
Limanol Payero,PIT,DSL,18,28,56,75,9,5,2,1,1,11,8,14,0,32,3,1,1,1,5,0,.161,sa3067723
Johan Machado,MIA,DSL,18,52,178,220,55,34,8,3,10,63,44,31,0,39,9,2,0,2,33,9,.309,sa3067724
Esnaider Vargas,WSN,DSL,18,46,146,166,44,28,11,2,3,27,23,16,0,28,0,4,0,2,16,4,.301,sa3067726
Yoander Santana,PIT,DSL,18,50,131,180,40,25,11,3,1,36,37,37,0,20,5,6,1,4,20,3,.305,sa3067727
Luis Garcia,CLE,DSL,18,47,148,208,40,24,8,4,4,42,47,52,0,35,3,5,0,4,18,8,.270,sa3067728
Anthony Abreu,MIA,DSL,18,41,116,160,22,14,2,1,5,27,17,38,0,45,4,2,0,0,15,1,.190,sa3067731
Ronny Suarez,ARI,DSL,18,32,97,125,24,14,10,0,0,19,20,26,0,28,0,2,0,0,17,4,.247,sa3067733
Alam Bruno,ARI,DSL,18,35,115,149,31,21,6,2,2,33,19,30,0,30,3,1,0,0,10,3,.270,sa3067738
Aaron Salazar,MIN,DSL,18,3,6,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,.000,sa3067739
Sterling Bazil,DET,DSL,18,38,117,147,35,27,3,0,5,34,25,26,0,32,2,1,1,0,25,2,.299,sa3067740
Elias Reyno,ATL,DSL,18,10,24,32,5,4,0,1,0,5,4,6,0,8,2,0,0,1,4,0,.208,sa3067741
Jose Ramirez,DET,DSL,18,47,141,179,34,26,4,1,3,36,16,27,0,52,10,1,0,2,25,6,.241,sa3067742
Victor Marquez,PIT,DSL,18,36,100,137,22,19,3,0,0,23,21,28,0,19,6,2,1,6,12,1,.220,sa3067743
Luis Galan,CLE,DSL,17,37,103,136,35,27,7,1,0,34,16,29,0,15,2,1,1,2,14,2,.340,sa3067744
Nicolas Barrios,MIL,DSL,18,17,41,58,7,6,1,0,0,9,4,16,0,13,0,1,0,1,5,1,.171,sa3067746
Freilyn Rodriguez,CLE,DSL,18,48,146,180,44,35,4,4,1,36,26,24,0,29,2,5,2,6,20,5,.301,sa3067748
Eryks Rivero,MIL,DSL,18,29,84,111,18,12,6,0,0,18,14,16,0,36,9,2,0,4,1,0,.214,sa3067749
Adrian Valdez,BOS,DSL,18,33,89,107,17,12,1,1,3,14,13,16,0,41,2,0,0,2,1,0,.191,sa3067755
Eliezer Alfonzo,BOS,DSL,18,25,61,81,12,8,4,0,0,8,5,17,0,25,1,2,0,1,2,1,.197,sa3067757
Luis Sanchez,CHC,DSL,18,29,66,93,11,6,3,1,1,16,6,20,0,20,5,2,0,0,5,0,.167,sa3067759
Lester Suarez,BOS,DSL,17,39,114,152,29,16,9,1,3,31,28,26,0,26,10,2,0,2,0,0,.254,sa3067761
Jefer Lista,MIL,DSL,18,34,101,130,31,19,9,0,3,23,24,25,0,17,2,2,0,5,2,2,.307,sa3067764
Omar Guadamuz,CIN,DSL,18,25,56,79,8,8,0,0,0,14,7,18,0,25,5,0,0,0,2,0,.143,sa3067765
Matthew Moses,MIL,DSL,18,33,96,119,23,13,4,0,6,20,33,23,0,26,0,0,0,0,6,1,.240,sa3067766
Kadil Rubio,TBR,DSL,18,38,100,117,20,13,5,1,1,19,18,9,0,22,3,3,2,2,1,0,.200,sa3067768
Anthony Millan,HOU,DSL,18,44,131,176,34,23,8,0,3,26,31,38,1,34,2,5,0,0,19,2,.260,sa3067769
Yelinson Betances,LAA,DSL,18,40,68,82,15,13,2,0,0,15,9,9,0,23,4,1,0,1,9,6,.221,sa3067770
Diego Munoz,CIN,DSL,18,9,30,35,10,4,5,0,1,1,7,4,0,6,0,1,0,1,0,0,.333,sa3067772
Junior Suriel,LAA,DSL,17,47,139,177,41,31,7,2,1,38,23,30,0,24,3,3,2,1,31,8,.295,sa3067773
Geomaikel Martinez,BOS,DSL,18,50,163,191,54,39,8,4,3,41,28,17,0,28,8,3,0,3,7,0,.331,sa3067774
Jhonny Osta,BOS,DSL,18,50,156,181,48,30,13,3,2,30,27,18,0,31,4,2,1,4,2,1,.308,sa3067777
Sandor Feliciano,CIN,DSL,18,42,140,181,39,32,3,2,2,39,18,33,1,41,8,0,0,0,28,2,.279,sa3067779
Isaac Garcia,CIN,DSL,18,42,143,182,47,35,9,0,3,31,29,28,1,23,9,2,0,0,4,1,.329,sa3067782
Jesus Perez,MIA,DSL,18,35,119,129,37,23,11,0,3,23,30,6,0,18,3,1,0,1,16,1,.311,sa3067785
Jose Martinez,CIN,DSL,18,29,85,113,28,21,5,2,0,23,21,23,0,21,1,3,1,0,6,3,.329,sa3067786
Francis Sosa,MIL,DSL,18,8,22,31,3,2,1,0,0,2,5,7,0,10,1,1,0,1,0,0,.136,sa3067787
Luis Santos,CHC,DSL,18,38,115,151,29,23,3,3,0,31,15,32,0,18,3,1,0,1,17,5,.252,sa3067788
Rainer Espinoza,SFG,DSL,17,9,26,29,5,3,1,0,1,5,4,2,0,11,0,1,0,1,0,0,.192,sa3067791
Pablo Martinez,HOU,DSL,18,10,27,35,9,7,1,1,0,5,4,6,0,1,1,0,1,0,6,0,.333,sa3067792
Elias Perez,SEA,DSL,18,49,125,190,29,14,11,2,2,34,30,59,0,44,4,2,0,0,16,2,.232,sa3067794
Miguel Welch,BOS,DSL,18,53,178,219,52,41,5,3,3,50,21,39,0,25,0,1,1,2,33,6,.292,sa3067796
Krishan Ulacio,BOS,DSL,18,30,82,101,21,13,6,2,0,23,12,15,0,26,4,0,0,1,1,0,.256,sa3067797
Cristian Montilla,MIL,DSL,18,35,100,126,30,23,7,0,0,26,16,19,0,14,4,3,0,2,10,4,.300,sa3067798
Diego Rondon,LAA,DSL,18,26,46,76,6,2,1,1,2,19,18,25,0,13,2,2,1,2,5,3,.130,sa3067800
Oliver Guerrero,TEX,DSL,18,43,143,195,31,14,8,0,9,31,30,41,0,51,6,5,0,4,1,1,.217,sa3067805
Wandi Feliz,COL,DSL,18,23,71,88,21,16,4,0,1,13,12,14,1,20,2,1,0,3,3,0,.296,sa3067806
Meykel Baro,BAL,DSL,17,50,164,209,43,28,7,2,6,36,42,33,0,58,5,6,1,2,16,6,.262,sa3067807
Saivel Zayas,TEX,DSL,18,51,195,239,60,34,17,1,8,42,39,28,0,52,10,6,0,4,10,6,.308,sa3067808
Bryan Rodriguez,COL,DSL,18,33,95,118,23,17,2,2,2,19,17,15,0,22,6,1,1,3,2,0,.242,sa3067809
Orlando Patino,CHW,DSL,18,48,143,178,45,30,11,2,2,32,20,28,0,31,4,1,2,3,10,2,.315,sa3067810
Raul Pereira,TEX,DSL,18,37,117,145,26,20,6,0,0,25,17,24,0,33,2,1,1,0,3,2,.222,sa3067811
Yeison Acosta,BAL,DSL,18,49,150,198,40,26,11,2,1,31,31,39,0,27,3,6,0,5,17,6,.267,sa3067812
Jhon Simon,TEX,DSL,18,20,62,90,15,12,1,0,2,18,8,24,0,19,4,0,0,3,2,0,.242,sa3067816
Israel Alvarez,CLE,DSL,18,43,142,162,41,26,10,4,1,33,26,15,0,18,2,2,1,0,12,4,.289,sa3067817
Ronald Terrero,BAL,DSL,18,37,89,104,17,11,6,0,0,17,4,12,0,18,2,0,1,4,3,1,.191,sa3067818
Jose Riera,CLE,DSL,18,47,163,197,47,35,10,1,1,40,32,22,1,22,7,4,1,2,25,7,.288,sa3067819
Wesly Castillo,TEX,DSL,18,47,167,226,41,28,7,1,5,44,41,43,1,47,11,2,1,4,16,3,.246,sa3067821
Fabian Dorta,DET,DSL,18,33,79,95,26,20,4,1,1,11,17,10,0,14,4,2,0,0,2,1,.329,sa3067823
Rayner Herrera,BAL,DSL,18,4,11,13,2,1,1,0,0,4,1,2,0,2,0,0,0,0,1,1,.182,sa3067825
Rosniell De Paula,COL,DSL,17,41,143,171,48,38,9,1,0,34,21,17,1,26,3,3,5,3,14,2,.336,sa3067827
Enny Rodriguez,DET,DSL,18,49,123,155,33,18,8,2,5,28,21,26,1,29,4,2,0,1,10,5,.268,sa3067828
