Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
Logan Driscoll,TBR,A,28,16,59,65,13,8,2,2,1,8,12,3,0,12,3,0,0,2,0,0,.220,25475
Victor Mesa Jr.,TBR,A,24,3,10,11,5,4,0,0,1,2,2,1,0,3,0,0,0,0,2,0,.500,25999
Justyn-Henry Malloy,TBR,A,26,3,9,12,2,1,0,0,1,2,5,3,0,4,0,0,0,0,1,0,.222,29606
Zach Cole,HOU,A,25,6,20,25,5,2,1,1,1,4,3,5,0,6,0,0,0,0,0,1,.250,31583
Kevin Made,WSN,A,23,8,26,31,7,6,1,0,0,3,5,4,0,4,1,0,0,0,0,1,.269,sa3014679
Junior Tilien,ATL,A,23,19,58,67,14,10,3,0,1,9,7,9,0,10,0,0,0,3,1,0,.241,sa3015187
Arxy Hernandez,CHW,A,22,31,114,123,27,20,5,0,2,8,18,6,0,29,1,2,0,2,0,0,.237,sa3015693
Maikol Hernández,BAL,A,22,3,10,13,3,2,1,0,0,3,4,3,0,3,0,0,0,0,0,0,.300,sa3015712
Danyer Cueva,TEX,A,22,3,10,10,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.200,sa3015725
Gabriel Silva,KCR,A,22,23,65,71,6,1,2,0,3,3,6,3,0,28,2,0,1,2,0,1,.092,sa3015865
Jose Perez,TBR,A,22,4,10,13,3,3,0,0,0,2,3,3,0,3,0,0,0,0,0,0,.300,sa3016162
Eric Martinez,MIL,A,22,9,19,22,3,2,1,0,0,1,0,3,0,9,0,0,0,1,1,0,.158,sa3017023
Geuri Lubo,CHC,A,22,38,132,152,25,10,8,1,6,22,23,14,0,36,4,2,0,1,2,1,.189,sa3017122
Reed Trimble,BAL,A,26,2,4,6,1,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,.250,sa3017180
Branden Boissiere,WSN,A,26,4,16,17,5,3,0,0,2,3,3,1,0,4,0,0,0,0,0,0,.313,sa3017558
Cristhian Vaquero,WSN,A,21,23,84,101,22,12,5,1,4,17,15,14,0,31,2,0,0,2,6,1,.262,sa3018403
Alexis Hernandez,CHC,A,21,110,404,486,96,67,21,4,4,61,41,75,0,125,2,4,0,8,27,9,.238,sa3018413
Victor Izturis,CLE,A,21,35,110,129,20,13,5,0,2,6,10,15,0,28,4,0,0,1,2,0,.182,sa3018428
Kenni Gomez,HOU,A,21,35,111,131,21,19,2,0,0,16,5,17,0,30,2,1,0,4,8,2,.189,sa3018430
Henry Ramos,KCR,A,21,99,372,426,96,73,10,6,7,67,41,45,0,84,4,3,2,8,20,12,.258,sa3018432
Marcos Torres,TEX,A,21,79,288,331,68,32,22,4,10,60,41,32,0,87,7,3,1,4,35,2,.236,sa3018449
Rafael Ramirez Jr.,WSN,A,20,89,269,342,73,40,25,1,7,67,38,64,0,76,7,2,0,3,5,4,.271,sa3018476
Waner Luciano,HOU,A,21,70,245,303,64,37,18,0,9,36,44,48,0,51,4,5,1,11,21,6,.261,sa3018501
Edwin Amparo,BAL,A,21,58,194,235,34,22,5,2,5,24,27,39,0,83,2,0,0,2,18,7,.175,sa3018526
Esteban Mejia,TEX,A,21,27,69,86,17,13,1,0,3,15,12,16,0,25,1,0,0,2,2,1,.246,sa3018527
Ricardo Gonzalez,TBR,A,21,11,38,42,11,8,2,1,0,5,3,4,0,8,0,0,0,0,6,2,.289,sa3018529
Angel Mateo,TBR,A,21,40,133,154,33,19,8,1,5,19,20,19,1,35,2,0,0,2,7,4,.248,sa3018540
Nicandro Aybar,TBR,A,21,71,251,287,58,48,8,2,0,35,25,28,0,38,2,4,0,5,10,4,.231,sa3018544
Darlyn De Leon,CHC,A,21,58,207,237,47,34,7,2,4,34,23,25,0,50,2,3,0,2,15,3,.227,sa3018548
Yeremy Cabrera,WSN,A,20,30,111,142,37,18,10,2,7,31,22,28,0,35,1,2,0,1,18,2,.333,sa3018549
Alfredo Velásquez,BAL,A,21,9,25,27,6,4,2,0,0,3,2,2,0,4,0,0,0,0,0,0,.240,sa3018556
Raylin Ramos,BAL,A,21,58,203,223,46,26,11,5,4,21,28,16,0,50,2,1,1,3,6,2,.227,sa3018561
Andrés Nolaya,BAL,A,21,63,213,250,61,43,11,2,5,37,32,26,0,40,6,2,3,5,13,2,.286,sa3018563
Roni Cabrera,KCR,A,20,104,330,393,77,50,14,4,9,57,45,47,0,112,7,5,4,3,21,10,.233,sa3018575
Luis Sanchez,ATL,A,22,15,46,56,9,9,0,0,0,7,4,9,0,7,1,0,0,5,2,1,.196,sa3018578
Ivan Sosa,KCR,A,21,45,152,162,27,14,5,0,8,14,25,5,0,62,1,2,0,1,2,2,.178,sa3018588
Josi Novas,KCR,A,21,25,60,66,8,5,2,0,1,5,4,5,0,27,0,1,0,2,2,0,.133,sa3018594
Jairo Diaz,CHC,A,21,39,104,131,20,14,4,0,2,10,13,23,0,43,2,2,0,3,0,0,.192,sa3018606
Wady Mendez,TEX,A,21,18,57,68,11,8,1,1,1,5,8,10,0,21,1,0,0,1,0,2,.193,sa3018615
