Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Rodolfo Durán,SDP,AAA,28,172,.291,1.50,29.2%,42.5%,28.3%,26.7%,16.7%,56.0%,21.1%,22.9%,9.8%,237,409,646,20958
Leo Rivas,SEA,AAA,28,106,.302,1.04,14.5%,43.6%,41.8%,34.8%,13.0%,52.6%,19.3%,28.1%,5.6%,213,250,463,21009
Alejo Lopez,SEA,AAA,30,146,.316,2.91,23.1%,57.3%,19.7%,13.0%,8.7%,46.2%,25.2%,28.6%,5.9%,172,333,505,21127
Luken Baker,ARI,AAA,29,211,.303,0.87,30.0%,32.5%,37.5%,33.3%,6.7%,44.6%,20.7%,34.7%,12.0%,375,543,918,21497
Cal Raleigh,SEA,AAA,29,17,.143,0.09,0.0%,8.3%,91.7%,9.1%,45.5%,41.7%,33.3%,25.0%,8.8%,21,36,57,21534
César Salazar,HOU,AAA,30,205,.295,1.33,26.3%,42.1%,31.6%,9.5%,11.9%,60.4%,19.4%,20.1%,8.6%,331,505,836,21587
Jeremy Peña,HOU,AAA,28,7,.167,2.00,0.0%,66.7%,33.3%,100.0%,0.0%,66.7%,16.7%,16.7%,15.4%,7,19,26,21636
Sebastián Rivero,LAA,AAA,27,90,.250,2.00,23.9%,50.7%,25.4%,23.5%,5.9%,40.0%,24.3%,35.7%,9.2%,84,219,303,21735
Freddy Fermin,SDP,AAA,31,13,.300,1.00,20.0%,40.0%,40.0%,25.0%,0.0%,40.0%,40.0%,20.0%,12.8%,15,32,47,21840
Nick Pratto,TEX,AAA,27,331,.291,1.05,28.6%,36.6%,34.7%,18.9%,14.9%,43.0%,26.2%,30.8%,11.0%,508,821,1329,22117
Luis Campusano,SDP,AAA,27,8,.333,1.00,50.0%,25.0%,25.0%,0.0%,100.0%,50.0%,50.0%,0.0%,16.0%,12,13,25,22217
Mason McCoy,SDP,AAA,31,534,.350,0.78,27.9%,31.6%,40.5%,22.0%,7.1%,41.3%,27.9%,30.7%,8.9%,737,1279,2016,22232
Jack Suwinski,LAD,AAA,27,402,.331,0.83,25.6%,33.9%,40.6%,18.4%,20.4%,42.6%,28.7%,28.7%,9.2%,676,1035,1711,22244
Raynel Delgado,HOU,AAA,26,171,.339,1.86,28.4%,46.6%,25.0%,13.8%,6.9%,40.7%,25.4%,33.9%,12.2%,205,385,590,22272
Samad Taylor,SDP,AAA,27,258,.376,1.17,27.8%,38.9%,33.3%,16.7%,14.8%,36.1%,30.2%,33.7%,8.8%,417,657,1074,22274
Nick Allen,HOU,AAA,27,7,.000,3.00,20.0%,60.0%,20.0%,100.0%,0.0%,83.3%,0.0%,16.7%,11.1%,9,18,27,22277
Buddy Kennedy,SFG,AAA,27,218,.342,0.97,24.2%,37.3%,38.6%,20.3%,13.6%,52.5%,21.5%,25.9%,6.1%,335,499,834,22505
Heliot Ramos,SFG,AAA,26,31,.500,2.33,41.2%,41.2%,17.6%,0.0%,33.3%,41.2%,29.4%,29.4%,15.1%,64,75,139,22515
Johnathan Rodríguez,OAK,AAA,26,69,.350,1.36,19.5%,46.3%,34.1%,0.0%,14.3%,28.6%,28.6%,42.9%,10.7%,111,180,291,22530
Tyler Freeman,COL,AAA,27,56,.310,1.43,20.9%,46.5%,32.6%,7.1%,7.1%,39.5%,20.9%,39.5%,8.6%,69,117,186,22532
Michael Siani,LAD,AAA,26,107,.339,2.75,18.2%,60.0%,21.8%,8.3%,0.0%,32.2%,30.5%,37.3%,10.7%,187,270,457,22557
Jarred Kelenic,TEX,AAA,26,162,.442,1.57,30.0%,42.7%,27.3%,3.3%,23.3%,50.0%,25.0%,25.0%,10.5%,237,374,611,22558
Gustavo Campero,LAA,AAA,28,96,.400,1.32,21.5%,44.6%,33.8%,13.6%,31.8%,49.3%,32.8%,17.9%,13.1%,130,252,382,22707
Eliezer Alfonzo,LAD,AAA,26,256,.325,1.55,25.4%,45.4%,29.3%,11.7%,3.3%,39.8%,25.7%,34.5%,3.4%,341,604,945,22741
Yainer Diaz,HOU,AAA,27,12,.222,2.00,33.3%,44.4%,22.2%,0.0%,0.0%,44.4%,33.3%,22.2%,10.4%,19,29,48,23003
Blake Hunt,SDP,AAA,27,156,.326,1.08,23.0%,40.0%,37.0%,16.2%,29.7%,50.5%,28.7%,20.8%,11.6%,219,378,597,23209
Jacob Amaya,ARI,AAA,27,293,.323,1.71,33.3%,42.1%,24.6%,4.8%,19.0%,39.0%,28.2%,32.8%,6.7%,504,715,1219,23296
Alek Thomas,LAD,AAA,26,265,.317,2.33,23.1%,53.8%,23.1%,23.9%,21.7%,41.6%,25.7%,32.7%,9.2%,335,611,946,23792
Carlos Santana,ARI,AAA,40,41,.080,2.00,19.2%,53.8%,26.9%,14.3%,14.3%,69.2%,11.5%,19.2%,9.2%,71,103,174,2396
Osleivis Basabe,SFG,AAA,25,311,.289,1.89,23.9%,49.8%,26.3%,31.3%,7.8%,48.0%,24.6%,27.5%,6.0%,439,735,1174,23985
Junior Perez,OAK,AAA,24,154,.282,2.10,25.3%,50.6%,24.1%,23.8%,23.8%,46.1%,22.5%,31.5%,14.0%,209,382,591,23989
Eddys Leonard,SFG,AAA,25,77,.163,0.96,15.1%,41.5%,43.4%,13.0%,17.4%,45.3%,24.5%,30.2%,11.1%,115,182,297,24151
Jonathan Ornelas,OAK,AAA,26,28,.533,1.00,29.4%,35.3%,35.3%,16.7%,33.3%,47.1%,23.5%,29.4%,10.2%,51,57,108,24597
Michael Helman,TEX,AAA,30,152,.241,0.84,21.3%,36.0%,42.7%,28.9%,13.2%,69.5%,13.7%,16.8%,13.1%,220,383,603,24605
Ryan Fitzgerald,LAD,AAA,32,565,.358,1.19,26.5%,40.0%,33.6%,19.7%,9.5%,44.9%,26.3%,28.7%,9.7%,732,1321,2053,24622
Willie MacIver,TEX,AAA,29,104,.270,1.18,26.2%,40.0%,33.8%,31.8%,9.1%,47.7%,20.0%,32.3%,12.7%,160,248,408,24641
Brendan Donovan,SEA,AAA,29,17,.154,1.00,23.1%,38.5%,38.5%,0.0%,20.0%,35.7%,35.7%,28.6%,3.3%,23,37,60,24679
Jonah Bride,TEX,AAA,30,506,.309,1.44,25.1%,44.2%,30.7%,22.3%,9.7%,45.6%,20.1%,34.3%,4.1%,913,1345,2258,24703
Logan O'Hoppe,TEX,AAA,26,92,.339,1.24,23.0%,42.6%,34.4%,19.0%,14.3%,57.1%,17.5%,25.4%,8.2%,132,187,319,24729
Bryan Lavastida,OAK,AAA,27,314,.267,2.11,23.0%,52.2%,24.8%,25.0%,10.7%,42.9%,26.0%,31.2%,9.4%,450,718,1168,24765
Drew Avans,COL,AAA,30,431,.281,1.69,24.3%,47.5%,28.1%,16.2%,4.1%,37.8%,24.3%,37.8%,8.6%,695,1019,1714,25183
Michael Stefanic,OAK,AAA,30,453,.315,2.00,26.6%,49.0%,24.5%,13.4%,7.3%,35.2%,23.4%,41.4%,2.3%,731,984,1715,25353
Omar Martinez,LAA,AAA,24,247,.305,1.28,23.4%,43.0%,33.6%,16.3%,25.6%,42.6%,30.2%,27.1%,15.1%,391,611,1002,25369
Will Wilson,SEA,AAA,27,61,.405,3.17,34.2%,50.0%,15.8%,33.3%,16.7%,47.4%,15.8%,36.8%,12.7%,94,143,237,25434
Brenton Doyle,COL,AAA,28,47,.469,2.00,29.4%,47.1%,23.5%,0.0%,25.0%,38.2%,23.5%,38.2%,11.9%,58,101,159,25479
Cade Marlowe,OAK,AAA,29,485,.394,1.19,28.1%,39.1%,32.8%,10.6%,10.6%,42.9%,27.3%,29.8%,13.0%,707,1148,1855,25505
Kyle McCann,COL,AAA,28,127,.286,2.86,18.2%,60.6%,21.2%,28.6%,21.4%,56.1%,22.7%,21.2%,17.6%,212,306,518,25575
Brady Basso,OAK,AAA,28,0,.000,,,,,,,,,,,,,,25582
Cody Freeman,TEX,AAA,25,118,.330,1.83,24.4%,48.9%,26.7%,8.3%,12.5%,58.2%,25.3%,16.5%,7.1%,161,274,435,25629
Will Brennan,SFG,AAA,28,375,.322,1.42,21.2%,46.3%,32.6%,25.0%,7.0%,45.8%,23.9%,30.3%,4.5%,447,874,1321,25660
Grant McCray,SFG,AAA,25,244,.297,1.17,22.6%,41.8%,35.6%,19.2%,7.7%,40.9%,27.5%,31.5%,10.4%,386,581,967,25690
Dustin Harris,SDP,AAA,26,135,.353,0.92,32.4%,32.4%,35.2%,2.7%,16.2%,48.6%,27.1%,24.3%,6.6%,187,327,514,25705
Blaine Crim,TEX,AAA,29,252,.302,1.00,26.9%,36.5%,36.5%,19.7%,16.4%,39.3%,28.3%,32.4%,9.6%,389,574,963,25714
Braden Shewmake,HOU,AAA,28,52,.259,1.20,18.5%,44.4%,37.0%,10.0%,0.0%,32.1%,39.3%,28.6%,14.4%,71,144,215,25817
Matt Gorski,LAD,AAA,28,114,.297,1.08,22.4%,40.3%,37.3%,16.0%,12.0%,34.8%,34.8%,30.3%,16.8%,156,285,441,25855
Matthew Lugo,LAA,AAA,25,21,.333,6.00,41.7%,50.0%,8.3%,0.0%,0.0%,41.7%,33.3%,25.0%,7.7%,32,46,78,25980
Vaughn Grissom,LAA,AAA,25,41,.387,7.00,22.6%,67.7%,9.7%,33.3%,0.0%,51.6%,16.1%,32.3%,7.0%,51,91,142,26031
Jase Bowen,SDP,AAA,25,222,.349,0.90,30.1%,33.1%,36.8%,10.0%,26.0%,37.9%,29.3%,32.9%,15.2%,298,530,828,26047
Tyler Fitzgerald,SFG,AAA,28,114,.286,1.00,16.4%,41.8%,41.8%,32.1%,21.4%,58.0%,20.3%,21.7%,12.5%,177,288,465,26208
Darell Hernaiz,OAK,AAA,24,217,.333,2.80,26.9%,53.8%,19.2%,23.3%,6.7%,43.9%,17.8%,38.2%,6.2%,301,517,818,26224
Josh Smith,TEX,AAA,28,110,.243,0.67,27.6%,28.9%,43.4%,27.3%,6.1%,38.2%,31.6%,30.3%,9.6%,154,284,438,26396
Kyren Paris,LAA,AAA,24,289,.411,1.55,27.3%,44.2%,28.6%,2.3%,29.5%,40.3%,27.3%,32.5%,14.2%,494,698,1192,26420
Victor Bericoto,SFG,AAA,24,201,.328,2.66,25.4%,54.2%,20.4%,10.3%,20.7%,44.4%,23.9%,31.7%,13.5%,286,493,779,26468
Jesus Rodriguez,SFG,AAA,24,225,.280,1.09,21.6%,40.9%,37.4%,12.5%,7.8%,43.9%,28.3%,27.7%,8.1%,311,490,801,26991
Ryan Ward,LAD,AAA,28,447,.267,1.34,21.2%,45.1%,33.7%,13.6%,16.5%,39.9%,24.7%,35.4%,8.2%,694,1070,1764,27449
Justin Foscue,TEX,AAA,27,140,.337,1.21,20.7%,43.5%,35.9%,33.3%,6.1%,55.3%,22.3%,22.3%,6.8%,249,327,576,27501
Edouard Julien,COL,AAA,27,46,.241,7.33,10.7%,78.6%,10.7%,0.0%,0.0%,51.7%,13.8%,34.5%,4.5%,86,116,202,27534
Gage Workman,SDP,AAA,26,93,.311,1.25,39.0%,33.9%,27.1%,12.5%,0.0%,41.9%,24.2%,33.9%,16.3%,118,238,356,27573
Alika Williams,OAK,AAA,27,10,.400,0.33,33.3%,16.7%,50.0%,0.0%,33.3%,33.3%,50.0%,16.7%,6.3%,21,27,48,27604
Christian Koss,SFG,AAA,28,10,.429,2.50,12.5%,62.5%,25.0%,50.0%,50.0%,25.0%,25.0%,50.0%,12.5%,9,23,32,27653
Zac Veen,COL,AAA,24,445,.373,1.15,26.5%,39.3%,34.2%,14.7%,23.5%,36.0%,30.4%,33.7%,12.4%,567,1065,1632,27770
Shay Whitcomb,SFG,AAA,27,355,.342,1.28,26.8%,41.1%,32.0%,20.3%,13.5%,51.9%,24.7%,23.4%,10.7%,513,842,1355,27789
Alejandro Osuna,TEX,AAA,23,195,.294,1.76,27.7%,46.1%,26.2%,10.8%,5.4%,31.8%,25.7%,42.6%,3.8%,309,488,797,27915
Adael Amador,COL,AAA,23,434,.276,1.44,20.1%,47.1%,32.8%,30.1%,10.7%,47.1%,22.2%,30.8%,6.2%,703,988,1691,27962
Jose Fernandez,ARI,AAA,22,243,.320,1.49,17.5%,49.4%,33.1%,19.6%,13.7%,47.8%,26.7%,25.5%,11.6%,330,608,938,28020
Denzer Guzman,LAA,AAA,22,268,.378,1.13,24.5%,40.1%,35.4%,23.5%,17.6%,41.2%,26.8%,32.0%,10.3%,376,600,976,28816
Bryce Teodosio,LAA,AAA,27,263,.342,1.08,19.6%,41.7%,38.7%,25.4%,11.1%,46.7%,24.2%,29.1%,16.6%,319,578,897,29524
Ryan Bliss,SEA,AAA,26,531,.319,1.43,27.2%,42.9%,29.9%,19.3%,7.3%,43.9%,26.1%,29.9%,11.2%,762,1299,2061,29547
Adrian Del Castillo,ARI,AAA,26,115,.324,1.07,24.3%,39.2%,36.5%,7.4%,18.5%,46.8%,26.0%,27.3%,9.7%,204,282,486,29554
Tim Tawa,ARI,AAA,27,88,.304,1.00,29.0%,35.5%,35.5%,4.5%,31.8%,50.8%,31.7%,17.5%,10.6%,134,178,312,29571
Connor Norby,COL,AAA,26,25,.429,1.17,18.8%,43.8%,37.5%,16.7%,33.3%,37.5%,31.3%,31.3%,12.3%,48,58,106,29592
Chad Stevens,COL,AAA,27,376,.453,1.88,30.9%,45.2%,24.0%,13.5%,11.5%,39.1%,26.4%,34.5%,12.8%,561,888,1449,29614
Joey Loperfido,HOU,AAA,27,239,.366,1.67,31.6%,42.8%,25.7%,12.8%,7.7%,34.4%,28.0%,37.6%,13.6%,347,578,925,29630
Will Wagner,SDP,AAA,27,297,.293,1.45,28.6%,42.2%,29.2%,30.4%,10.7%,34.3%,25.9%,39.8%,7.2%,486,716,1202,29634
Marcelo Mayer,SFG,AAA,23,19,.714,2.00,75.0%,25.0%,0.0%,0.0%,100.0%,37.5%,62.5%,0.0%,16.3%,30,50,80,29668
Braxton Fulford,COL,AAA,27,183,.337,0.70,21.3%,32.4%,46.3%,28.0%,14.0%,44.9%,28.0%,27.1%,14.2%,274,407,681,29704
Cam Cauley,TEX,AAA,23,406,.324,1.23,20.8%,43.6%,35.5%,13.0%,15.2%,39.7%,26.2%,34.1%,10.6%,604,952,1556,29710
Zack Gelof,OAK,AAA,26,70,.325,1.38,15.6%,48.9%,35.6%,18.8%,31.3%,46.7%,20.0%,33.3%,10.1%,131,157,288,29766
Max Muncy,OAK,AAA,23,77,.385,1.27,22.7%,43.2%,34.1%,20.0%,40.0%,40.0%,26.7%,33.3%,12.6%,114,180,294,29779
Niko Kavadas,LAA,AAA,27,240,.436,1.07,26.9%,37.8%,35.3%,4.8%,26.2%,53.3%,19.2%,27.5%,10.8%,469,591,1060,29782
Brett Harris,SFG,AAA,28,187,.404,2.60,20.4%,57.5%,22.1%,12.0%,20.0%,47.1%,21.8%,31.1%,7.7%,311,425,736,29788
Jack Winkler,OAK,AAA,27,414,.263,1.54,25.2%,45.3%,29.5%,26.3%,17.1%,50.6%,23.8%,25.7%,12.4%,569,1020,1589,29830
