Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Cayden Wallace,WSN,AA,24,318,.308,1.08,22.4%,40.2%,37.3%,20.0%,20.0%,43.0%,26.0%,31.0%,11.7%,407,770,1177,sa3019996
Jordan Dissin,PHI,AA,24,125,.256,1.83,12.8%,56.4%,30.8%,25.0%,4.2%,41.8%,22.8%,35.4%,11.3%,177,309,486,sa3020100
Jancel Villarroel,SFG,AA,21,124,.244,1.11,26.3%,38.8%,35.0%,10.7%,7.1%,42.4%,21.2%,36.5%,14.9%,182,302,484,sa3020102
Tucker Toman,TOR,AA,22,77,.286,2.17,20.8%,54.2%,25.0%,16.7%,8.3%,44.0%,24.0%,32.0%,11.9%,111,184,295,sa3020132
Dom Keegan,BAL,AA,25,154,.226,1.16,24.7%,40.4%,34.8%,12.9%,19.4%,48.9%,23.3%,27.8%,9.7%,274,395,669,sa3020194
Cade Doughty,TOR,AA,25,126,.338,1.33,18.2%,46.8%,35.1%,29.6%,7.4%,48.1%,21.5%,30.4%,12.1%,184,313,497,sa3020196
Cortland Lawson,WSN,AA,26,360,.355,1.01,29.1%,35.7%,35.2%,15.7%,8.6%,53.2%,21.9%,24.9%,13.5%,522,876,1398,sa3020202
Elijah Green,WSN,AA,22,101,.271,0.67,27.1%,29.2%,43.8%,23.8%,9.5%,44.0%,28.0%,28.0%,18.3%,167,248,415,sa3020210
Bryan Rincon,PHI,AA,22,514,.301,1.19,20.9%,43.0%,36.1%,17.4%,21.1%,48.4%,25.3%,26.3%,8.6%,916,1245,2161,sa3020221
Ryan McCarty,PIT,AA,27,94,.231,1.15,20.4%,42.6%,37.0%,5.0%,10.0%,47.3%,20.0%,32.7%,13.6%,151,217,368,sa3020244
Maxwell Romero Jr.,WSN,AA,25,229,.324,0.95,26.1%,36.0%,37.8%,16.7%,31.0%,55.9%,26.1%,18.0%,13.5%,410,573,983,sa3020271
Nate Baez,BOS,AA,25,379,.283,1.04,21.5%,40.1%,38.5%,24.2%,9.5%,44.5%,24.2%,31.3%,10.8%,539,979,1518,sa3020272
Cutter Coffey,TOR,AA,22,365,.323,1.60,23.9%,46.8%,29.3%,18.3%,6.7%,42.9%,21.5%,35.6%,14.2%,521,905,1426,sa3020280
Devin Ortiz,WSN,AA,27,104,.231,1.48,14.9%,50.7%,34.3%,21.7%,8.7%,44.8%,25.4%,29.9%,11.8%,168,265,433,sa3020345
Johnathon Thomas,WSN,AA,26,290,.299,1.37,18.6%,47.1%,34.3%,44.1%,6.8%,52.8%,25.0%,22.2%,17.7%,320,678,998,sa3020349
Caleb Farmer,WSN,AA,26,32,.167,0.64,10.0%,35.0%,55.0%,27.3%,18.2%,40.0%,45.0%,15.0%,9.0%,48,74,122,sa3020354
Jacob Reimer,NYM,AA,22,328,.301,0.97,26.0%,36.5%,37.5%,12.0%,9.3%,50.5%,26.2%,23.3%,10.8%,527,765,1292,sa3020416
Brooks Brannon,BOS,AA,22,377,.360,1.09,27.4%,37.9%,34.7%,21.1%,27.6%,43.8%,29.5%,26.8%,14.4%,583,917,1500,sa3020417
Seth Stephenson,DET,AA,25,450,.285,1.69,22.5%,48.7%,28.8%,33.0%,2.3%,48.0%,20.7%,31.3%,9.7%,561,1010,1571,sa3020495
Carter Young,BAL,AA,25,228,.346,1.50,23.4%,45.9%,30.6%,20.6%,11.8%,48.6%,29.7%,21.6%,16.9%,356,588,944,sa3020534
D'Andre Smith,NYM,AA,25,129,.259,1.09,22.1%,40.7%,37.2%,9.4%,6.3%,47.7%,30.2%,22.1%,10.9%,170,325,495,sa3020536
Kevin Parada,NYM,AA,24,254,.305,1.22,23.1%,42.3%,34.6%,16.7%,7.4%,44.9%,19.0%,36.1%,14.7%,375,611,986,sa3020575
Douglas Hodo III,BAL,AA,25,192,.275,0.96,20.4%,38.9%,40.7%,28.3%,17.4%,49.2%,23.7%,27.1%,14.5%,253,483,736,sa3020614
Joe Lampe,CLE,AA,25,163,.323,1.55,23.7%,46.4%,29.9%,41.4%,0.0%,51.0%,18.0%,31.0%,8.5%,265,394,659,sa3020642
Tyresse Turner,CLE,AA,26,97,.358,2.45,28.3%,50.9%,20.8%,27.3%,9.1%,37.7%,26.4%,35.8%,14.1%,151,232,383,sa3020759
Guy Lipscomb,CLE,AA,25,79,.315,1.73,21.2%,50.0%,28.8%,0.0%,0.0%,34.5%,25.5%,40.0%,7.0%,118,195,313,sa3020764
Yoeilin Cespedes,BOS,AA,20,95,.246,1.00,19.4%,40.3%,40.3%,48.0%,8.0%,63.5%,23.8%,12.7%,18.1%,117,236,353,sa3021085
David Guzman,TOR,AA,20,8,.167,0.67,16.7%,33.3%,50.0%,66.7%,0.0%,16.7%,33.3%,50.0%,9.1%,7,15,22,sa3021135
Branny De Oleo,NYM,AA,21,7,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,32.3%,9,22,31,sa3021160
Félix Amparo,BAL,AA,20,4,.500,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,7.7%,6,7,13,sa3021180
Raimundo De Los Santos,TOR,AA,21,11,.000,4.00,20.0%,80.0%,0.0%,0.0%,0.0%,40.0%,20.0%,40.0%,13.3%,18,27,45,sa3021202
Carlos Caro,PIT,AA,21,10,.000,3.00,25.0%,75.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,14.6%,25,23,48,sa3021325
Kevin Verde,NYY,AA,20,111,.254,2.00,32.0%,45.3%,22.7%,41.2%,23.5%,55.3%,19.7%,25.0%,17.5%,117,249,366,sa3021326
Logun Clark,CLE,AA,23,23,.300,3.00,20.0%,60.0%,20.0%,0.0%,0.0%,60.0%,10.0%,30.0%,18.5%,37,55,92,sa3021584
Guillermo Rosario,PHI,AA,21,4,.000,0.00,0.0%,0.0%,100.0%,0.0%,50.0%,0.0%,50.0%,50.0%,5.9%,5,12,17,sa3021586
Jhorvic Abreus,CLE,AA,20,10,.500,3.00,25.0%,75.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,28.2%,15,24,39,sa3021838
Franklin Arias,BOS,AA,20,332,.320,0.98,20.3%,39.4%,40.3%,17.9%,20.0%,45.2%,29.5%,25.3%,7.5%,503,765,1268,sa3021845
Lisbel Diaz,SFG,AA,20,75,.250,1.05,10.0%,46.0%,44.0%,36.4%,9.1%,48.0%,32.0%,20.0%,15.7%,82,192,274,sa3022399
Jacob Sharp,TOR,AA,24,28,.263,1.00,11.1%,44.4%,44.4%,25.0%,0.0%,47.4%,36.8%,15.8%,14.6%,33,70,103,sa3022489
Sabin Ceballos,SFG,AA,23,483,.237,0.80,24.1%,33.8%,42.1%,22.9%,13.0%,49.8%,24.6%,25.6%,10.0%,804,1144,1948,sa3022500
Tevin Tucker,COL,AA,26,33,.000,1.14,6.3%,50.0%,43.8%,14.3%,0.0%,38.9%,27.8%,33.3%,10.7%,49,82,131,sa3022558
Mitch Jebb,PIT,AA,24,62,.273,1.80,36.4%,40.9%,22.7%,10.0%,0.0%,45.5%,27.3%,27.3%,10.1%,92,145,237,sa3022565
Aidan Longwell,COL,AA,24,385,.301,0.92,22.4%,37.3%,40.3%,18.9%,9.4%,42.9%,24.6%,32.5%,12.8%,472,995,1467,sa3022574
Bryson Ware,PHI,AA,25,279,.322,1.18,23.5%,41.4%,35.2%,28.1%,24.6%,44.0%,25.9%,30.1%,17.5%,323,654,977,sa3022597
Ben McCabe,COL,AA,26,15,.429,6.00,0.0%,85.7%,14.3%,0.0%,0.0%,85.7%,14.3%,0.0%,22.7%,20,46,66,sa3022601
Jay Harry,TOR,AA,23,179,.392,1.21,26.2%,40.5%,33.3%,26.2%,19.0%,38.3%,27.3%,34.4%,14.5%,161,439,600,sa3022607
Jace Bohrofen,TOR,AA,24,197,.333,0.83,16.0%,38.0%,46.0%,26.1%,28.3%,48.5%,25.2%,26.2%,18.3%,294,489,783,sa3022653
Braylen Wimmer,COL,AA,25,296,.384,1.59,18.6%,50.0%,31.4%,8.2%,8.2%,45.1%,26.8%,28.0%,10.8%,467,697,1164,sa3022671
Elijah Nunez,WSN,AA,24,54,.182,2.00,18.2%,54.5%,27.3%,0.0%,0.0%,29.4%,26.5%,44.1%,6.7%,92,133,225,sa3022674
Jack Payton,SFG,AA,24,291,.342,1.51,28.1%,43.2%,28.6%,27.3%,5.5%,44.2%,24.6%,31.2%,11.4%,387,706,1093,sa3022675
Marcus Brown,WSN,AA,24,68,.271,1.79,20.4%,51.0%,28.6%,14.3%,7.1%,42.0%,28.0%,30.0%,10.6%,81,137,218,sa3022676
Bennett Lee,DET,AA,24,180,.260,1.69,15.7%,52.9%,31.4%,25.0%,6.3%,37.5%,29.8%,32.7%,14.1%,285,411,696,sa3022679
Ty Hanchey,SFG,AA,26,209,.345,1.58,12.0%,53.8%,34.2%,12.5%,10.0%,40.0%,25.0%,35.0%,12.6%,296,479,775,sa3022684
Nick Goodwin,TOR,AA,24,312,.306,1.11,24.1%,39.9%,36.0%,15.1%,13.7%,45.5%,19.3%,35.1%,9.7%,469,762,1231,sa3022685
Charlie Szykowny,SFG,AA,26,482,.293,1.02,26.7%,37.0%,36.4%,25.0%,11.7%,44.2%,23.9%,31.9%,9.5%,670,1100,1770,sa3022689
Luke Shliger,DET,AA,24,57,.459,0.52,20.0%,27.5%,52.5%,9.5%,14.3%,42.5%,40.0%,17.5%,10.4%,74,138,212,sa3022694
Scott Bandura,SFG,AA,24,174,.387,1.79,27.0%,46.8%,26.1%,0.0%,10.3%,35.7%,25.2%,39.1%,8.4%,256,425,681,sa3022699
Zyhir Hope,DET,AA,21,115,.328,1.08,26.5%,38.2%,35.3%,8.3%,20.8%,34.8%,34.8%,30.4%,12.3%,197,281,478,sa3022703
Jackson Hornung,TOR,AA,25,241,.329,2.90,23.1%,57.1%,19.7%,10.3%,13.8%,38.7%,25.3%,36.0%,13.5%,323,594,917,sa3022704
Bo Davidson,SFG,AA,23,315,.306,1.29,22.7%,43.5%,33.8%,8.6%,27.1%,35.2%,22.4%,42.4%,14.0%,400,784,1184,sa3022706
Drew Ehrhard,BOS,AA,27,45,.111,1.00,24.1%,37.9%,37.9%,18.2%,18.2%,50.0%,20.0%,30.0%,11.6%,51,104,155,sa3022748
Roc Riggio,COL,AA,24,380,.320,1.38,16.6%,48.4%,35.0%,17.1%,21.1%,57.1%,21.9%,21.0%,11.2%,620,885,1505,sa3022750
Dylan Campbell,PHI,AA,23,218,.261,0.91,22.4%,37.1%,40.6%,25.9%,12.1%,47.3%,28.1%,24.7%,12.7%,295,555,850,sa3022751
Landon Tomkins,PIT,AA,26,0,.000,,,,,,,,,,,,,,sa3022798
Garrett Martin,NYY,AA,26,291,.283,0.79,16.8%,36.6%,46.6%,30.3%,23.6%,54.1%,25.3%,20.6%,15.7%,380,658,1038,sa3022806
Tavian Josenberger,BAL,AA,24,409,.275,0.69,22.5%,31.7%,45.8%,34.5%,9.1%,51.4%,26.1%,22.4%,9.0%,670,975,1645,sa3022808
Nick Lorusso,NYM,AA,25,351,.274,0.69,22.0%,31.8%,46.2%,19.4%,18.4%,50.9%,23.2%,25.9%,11.3%,531,879,1410,sa3022810
Cole Gabrielson,NYY,AA,25,119,.333,0.93,27.8%,34.7%,37.5%,7.4%,18.5%,47.3%,28.4%,24.3%,10.5%,169,297,466,sa3022811
Kehden Hettiger,PHI,AA,22,246,.274,0.71,31.7%,28.3%,40.0%,27.1%,16.7%,39.7%,29.8%,30.6%,12.9%,463,648,1111,sa3022812
Stanley Tucker,BOS,AA,24,17,.455,1.00,27.3%,36.4%,36.4%,0.0%,25.0%,58.3%,16.7%,25.0%,9.1%,21,34,55,sa3022818
Coby Morales,NYY,AA,24,522,.348,1.42,25.9%,43.4%,30.6%,13.3%,21.4%,35.7%,28.0%,36.3%,12.8%,807,1314,2121,sa3022829
Josh Moylan,NYY,AA,23,235,.277,0.98,22.4%,38.5%,39.2%,21.4%,25.0%,50.3%,30.3%,19.3%,18.5%,321,567,888,sa3022865
Alfonsin Rosario,CLE,AA,22,283,.352,0.89,26.8%,34.4%,38.9%,29.5%,26.2%,52.2%,24.2%,23.6%,21.2%,373,657,1030,sa3022868
Arjun Nimmala,TOR,AA,20,138,.345,1.07,32.6%,34.8%,32.6%,13.8%,13.8%,42.9%,25.3%,31.9%,11.4%,171,313,484,sa3022892
Ralphy Velazquez,CLE,AA,21,169,.364,1.26,29.5%,39.3%,31.3%,22.9%,20.0%,36.0%,18.4%,45.6%,12.3%,272,384,656,sa3023013
Jonah Advincula,CLE,AA,25,33,.286,0.64,25.0%,29.2%,45.8%,18.2%,27.3%,70.8%,12.5%,16.7%,7.1%,47,79,126,sa3023056
Zane Morehouse,CLE,AA,26,0,.000,,,,,,,,,,,,,,sa3023062
Alex Mooney,CLE,AA,23,445,.276,1.09,22.7%,40.3%,37.1%,19.4%,9.7%,51.5%,23.7%,24.7%,14.0%,615,1008,1623,sa3023070
Johnny Tincher,BAL,AA,24,43,.214,1.18,11.1%,48.1%,40.7%,18.2%,0.0%,51.7%,17.2%,31.0%,11.9%,49,110,159,sa3023072
Jackson Castillo,NYY,AA,23,451,.286,1.20,25.1%,40.8%,34.1%,23.5%,8.8%,40.9%,20.1%,38.9%,8.9%,697,1027,1724,sa3023111
Ben Simon,NYM,AA,24,0,.000,,,,,,,,,,,,,,sa3023164
Sam Brown,WSN,AA,24,357,.298,1.34,23.9%,43.6%,32.6%,8.5%,12.7%,36.6%,20.3%,43.2%,11.9%,570,853,1423,sa3023367
Maui Ahuna,SFG,AA,24,444,.317,1.82,24.4%,48.8%,26.8%,7.5%,9.0%,37.2%,22.5%,40.3%,15.2%,695,1108,1803,sa3023373
Christian Knapczyk,CLE,AA,24,266,.233,1.19,24.5%,41.1%,34.4%,25.0%,3.8%,45.5%,24.4%,30.1%,10.5%,368,640,1008,sa3023425
Nelly Taylor,BOS,AA,23,371,.258,0.85,19.9%,36.9%,43.2%,37.1%,9.0%,52.4%,27.2%,20.4%,12.8%,598,930,1528,sa3023426
Caden Rose,BOS,AA,24,239,.311,1.27,23.1%,43.1%,33.8%,43.2%,4.5%,48.9%,16.8%,34.3%,14.6%,385,565,950,sa3023458
Tomas Frick,NYY,AA,25,65,.277,0.95,22.9%,37.5%,39.6%,26.3%,5.3%,41.7%,35.4%,22.9%,11.8%,82,163,245,sa3023485
Nate Rombach,WSN,AA,25,1,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0,1,1,sa3023620
Patrick Lee,DET,AA,26,139,.313,1.78,26.5%,47.1%,26.5%,11.1%,27.8%,47.8%,21.7%,30.4%,17.4%,200,339,539,sa3023666
Justin Gonzales,BOS,AA,19,68,.342,1.42,25.6%,43.6%,30.8%,8.3%,16.7%,43.9%,29.3%,26.8%,13.9%,101,158,259,sa3023757
Nick Lucky,NYM,AA,26,84,.375,1.53,20.8%,47.9%,31.3%,6.7%,0.0%,37.5%,20.8%,41.7%,12.7%,98,210,308,sa3024896
Aaron Parker,TOR,AA,23,333,.339,1.18,21.1%,42.8%,36.1%,24.6%,29.2%,53.3%,23.4%,23.4%,15.0%,501,842,1343,sa3025152
Carter Cunningham,TOR,AA,25,264,.363,0.58,28.5%,26.2%,45.4%,11.9%,15.3%,50.7%,24.6%,24.6%,15.6%,416,676,1092,sa3025170
Owen Cobb,NYY,AA,25,267,.306,1.47,18.7%,48.4%,33.0%,30.0%,5.0%,41.1%,24.5%,34.4%,9.3%,293,640,933,sa3025193
Carson DeMartini,PHI,AA,23,207,.339,1.14,25.0%,40.0%,35.0%,14.3%,16.7%,49.2%,27.0%,23.8%,10.3%,344,483,827,sa3025198
Titus Dumitru,PIT,AA,23,469,.294,1.59,25.4%,45.8%,28.8%,7.0%,17.4%,38.8%,28.6%,32.6%,12.1%,702,1060,1762,sa3025225
Duce Gourson,PIT,AA,23,337,.298,1.04,19.5%,41.1%,39.5%,21.9%,9.6%,49.2%,22.2%,28.6%,11.4%,554,739,1293,sa3025248
Billy Amick,NYM,AA,23,54,.350,0.50,11.1%,29.6%,59.3%,12.5%,43.8%,29.6%,44.4%,25.9%,12.6%,80,134,214,sa3025249
Jared Thomas,COL,AA,22,101,.377,1.92,29.6%,46.3%,24.1%,7.7%,23.1%,45.6%,24.6%,29.8%,17.2%,151,261,412,sa3025252
Derek Berg,PIT,AA,24,253,.385,1.19,28.5%,38.9%,32.6%,14.9%,17.0%,38.6%,26.8%,34.6%,13.5%,403,665,1068,sa3025263
Brandon Butterworth,BAL,AA,23,231,.321,0.77,23.7%,33.1%,43.2%,23.3%,16.7%,48.6%,27.9%,23.6%,10.5%,350,596,946,sa3025264
Parks Harber,SFG,AA,24,298,.347,0.96,25.8%,36.3%,37.9%,10.1%,17.4%,47.9%,30.3%,21.8%,9.6%,468,720,1188,sa3025308
J.R. Freethy,TOR,AA,23,105,.257,1.65,24.3%,47.1%,28.6%,5.0%,5.0%,26.8%,23.9%,49.3%,8.4%,154,253,407,sa3025310
Eddie Micheletti Jr.,TOR,AA,24,401,.275,1.30,24.7%,42.5%,32.7%,28.9%,15.6%,45.7%,20.1%,34.2%,8.7%,590,949,1539,sa3025311
Will Turner,BOS,AA,23,398,.227,0.75,23.2%,32.9%,44.0%,29.7%,16.5%,47.1%,23.3%,29.5%,7.8%,806,954,1760,sa3025313
Nick Mitchell,CLE,AA,22,449,.309,2.12,21.1%,53.6%,25.3%,22.1%,6.5%,46.5%,21.0%,32.6%,7.9%,670,1085,1755,sa3025315
Hudson White,BOS,AA,23,4,.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,0.0%,25.0%,4,12,16,sa3025357
Cole Messina,COL,AA,23,353,.298,1.44,21.3%,46.4%,32.2%,19.1%,11.8%,41.8%,24.4%,33.8%,10.3%,520,868,1388,sa3025359
Émilien Pitre,NYM,AA,23,44,.395,2.22,21.6%,54.1%,24.3%,11.1%,0.0%,29.7%,27.0%,43.2%,5.8%,54,102,156,sa3025391
Callan Moss,PIT,AA,22,507,.337,2.00,24.8%,50.2%,25.1%,22.9%,12.0%,44.4%,25.8%,29.7%,11.5%,704,1197,1901,sa3025392
Will Taylor,PIT,AA,23,431,.317,1.33,18.6%,46.5%,34.9%,28.9%,11.1%,47.0%,26.7%,26.3%,15.5%,572,1007,1579,sa3025403
Caleb Lomavita,WSN,AA,23,347,.279,1.44,23.1%,45.4%,31.4%,15.3%,19.4%,44.8%,28.4%,26.7%,14.5%,447,809,1256,sa3025404
Colin Tuft,BAL,AA,23,42,.158,1.00,23.8%,38.1%,38.1%,12.5%,37.5%,31.8%,27.3%,40.9%,15.4%,62,94,156,sa3025406
Eli Serrano III,NYM,AA,23,272,.244,0.81,22.2%,34.8%,43.0%,25.0%,7.4%,42.9%,24.2%,32.9%,11.8%,398,688,1086,sa3025407
Griff O'Ferrall,BAL,AA,23,458,.254,0.89,22.7%,36.3%,41.0%,25.2%,4.9%,42.8%,26.4%,30.9%,8.9%,671,1175,1846,sa3025409
Ethan Anderson,BAL,AA,22,331,.288,1.13,21.9%,41.4%,36.7%,23.4%,24.7%,47.7%,27.1%,25.2%,11.4%,513,783,1296,sa3025410
Dante Nori,PHI,AA,21,282,.282,1.79,28.9%,45.6%,25.5%,21.2%,5.8%,34.5%,20.9%,44.7%,9.9%,361,662,1023,sa3025411
Seaver King,WSN,AA,23,165,.394,1.48,32.1%,40.6%,27.4%,13.8%,17.2%,32.1%,27.5%,40.4%,9.5%,254,388,642,sa3025414
Ivan Brethowr,PIT,AA,23,210,.267,1.13,19.8%,42.5%,37.7%,20.0%,7.5%,43.1%,22.0%,34.9%,14.5%,372,505,877,sa3025415
Nick Roselli,NYM,AA,23,52,.273,1.55,15.2%,51.5%,33.3%,36.4%,0.0%,36.4%,30.3%,33.3%,16.0%,61,126,187,sa3025417
Jacob Cozart,CLE,AA,23,327,.296,0.97,25.0%,37.0%,38.0%,18.4%,13.2%,44.7%,25.7%,29.6%,14.9%,496,799,1295,sa3025434
Ryan Cesarini,CLE,AA,23,157,.311,0.88,22.4%,36.2%,41.4%,22.9%,27.1%,52.1%,27.4%,20.5%,9.2%,226,331,557,sa3025440
Corey Collins,NYM,AA,24,150,.307,0.91,17.3%,39.5%,43.2%,22.9%,22.9%,38.6%,37.3%,24.1%,12.0%,276,380,656,sa3025450
Bennett Thompson,CLE,AA,23,203,.318,0.86,31.1%,31.8%,37.1%,26.5%,10.2%,43.7%,31.9%,24.4%,8.0%,313,461,774,sa3025451
Raider Tello,PHI,AA,25,147,.416,2.47,27.5%,51.6%,20.9%,10.5%,15.8%,39.1%,21.7%,39.1%,12.5%,213,349,562,sa3025453
Alex Stone,TOR,AA,24,21,.368,3.67,26.3%,57.9%,15.8%,33.3%,0.0%,36.8%,21.1%,42.1%,6.6%,22,54,76,sa3025480
Duncan Pastore,NYY,AA,26,31,.455,2.75,28.6%,52.4%,19.0%,0.0%,0.0%,50.0%,13.6%,36.4%,12.2%,49,74,123,sa3025482
Kevin Bazzell,WSN,AA,23,43,.265,1.30,30.3%,39.4%,30.3%,30.0%,0.0%,65.7%,20.0%,14.3%,7.1%,60,96,156,sa3025511
Vance Honeycutt,BAL,AA,23,65,.410,1.62,19.0%,50.0%,31.0%,23.1%,23.1%,59.5%,31.0%,9.5%,8.9%,105,153,258,sa3025526
Zander Darby,SFG,AA,23,17,.375,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,50.0%,37.5%,12.5%,19.4%,23,44,67,sa3025549
Garrett Pennington,DET,AA,25,106,.365,1.60,22.4%,47.8%,29.9%,15.0%,20.0%,35.8%,32.8%,31.3%,16.6%,137,224,361,sa3025600
Dakota Jordan,SFG,AA,23,71,.364,2.08,9.1%,61.4%,29.5%,30.8%,7.7%,46.7%,17.8%,35.6%,16.7%,115,184,299,sa3025601
Woody Hadeen,DET,AA,23,94,.323,2.00,25.0%,50.0%,25.0%,0.0%,6.3%,34.3%,25.4%,40.3%,8.3%,143,206,349,sa3025602
Sam Petersen,WSN,AA,23,419,.333,0.91,22.6%,36.8%,40.6%,14.0%,15.1%,45.7%,24.7%,29.7%,14.3%,621,967,1588,sa3025609
Wehiwa Aloy,BAL,AA,22,140,.286,1.58,24.4%,46.3%,29.3%,20.8%,37.5%,38.4%,19.8%,41.9%,16.0%,169,344,513,sa3025961
Easton Carmichael,PIT,AA,22,128,.258,0.83,24.0%,34.4%,41.7%,25.0%,10.0%,45.4%,24.7%,29.9%,10.5%,153,277,430,sa3028459
Trevor Cohen,SFG,AA,22,206,.322,2.39,19.2%,57.0%,23.8%,14.6%,7.3%,33.9%,20.1%,46.0%,5.0%,275,462,737,sa3029111
Dean Curley,CLE,AA,22,174,.424,1.15,34.8%,34.8%,30.3%,22.2%,18.5%,35.6%,28.9%,35.6%,9.0%,294,430,724,sa3029706
Victor Figueroa,BAL,AA,22,132,.405,1.53,36.8%,38.2%,25.0%,0.0%,26.3%,39.2%,32.9%,27.8%,17.4%,192,331,523,sa3031322
Dub Gleed,TOR,AA,23,272,.317,1.18,24.4%,40.9%,34.7%,17.9%,16.4%,47.4%,29.9%,22.7%,10.4%,374,621,995,sa3032302
Henry Godbout,BOS,AA,22,84,.292,0.68,23.6%,30.9%,45.5%,24.0%,32.0%,57.1%,21.4%,21.4%,10.0%,120,229,349,sa3032331
Murf Gray,PIT,AA,22,173,.278,0.97,24.7%,37.1%,38.1%,21.6%,21.6%,58.2%,22.4%,19.4%,10.3%,286,432,718,sa3032619
Luke Hill,CLE,AA,22,127,.300,1.06,21.0%,40.7%,38.3%,22.6%,9.7%,41.0%,19.3%,39.8%,14.7%,176,286,462,sa3033826
Core Jackson,NYY,AA,22,76,.304,2.43,14.3%,60.7%,25.0%,28.6%,7.1%,40.4%,24.6%,35.1%,10.3%,101,181,282,sa3034485
Camden Janik,PIT,AA,23,23,.267,2.00,20.0%,53.3%,26.7%,25.0%,0.0%,46.7%,13.3%,40.0%,9.6%,27,56,83,sa3034572
Gavin Kilen,SFG,AA,22,135,.346,1.08,26.0%,38.5%,35.6%,24.3%,2.7%,41.0%,21.9%,37.1%,6.3%,179,313,492,sa3035353
Matt King,PIT,AA,23,204,.301,2.59,17.9%,59.3%,22.9%,46.9%,0.0%,39.3%,20.0%,40.7%,9.0%,274,529,803,sa3035409
Jace LaViolette,CLE,AA,22,99,.262,0.82,14.9%,38.3%,46.8%,13.6%,27.3%,56.3%,22.9%,20.8%,12.1%,160,268,428,sa3036058
Ethan Petry,WSN,AA,22,257,.299,1.05,22.1%,40.0%,37.9%,30.9%,27.3%,48.3%,25.5%,26.2%,16.1%,342,625,967,sa3039828
Carter Rustad,CLE,AA,25,0,.000,,,,,,,,,,,,,,sa3041350
Nolan Schubart,CLE,AA,22,174,.343,0.59,16.7%,31.0%,52.4%,11.4%,31.8%,51.8%,21.2%,27.1%,19.5%,289,429,718,sa3041794
Eric Snow,TOR,AA,22,110,.278,3.85,17.1%,65.8%,17.1%,38.5%,7.7%,35.8%,18.5%,45.7%,6.6%,149,258,407,sa3042680
Mitch Voit,NYM,AA,21,122,.438,1.00,35.8%,32.1%,32.1%,30.8%,7.7%,40.2%,25.6%,34.1%,8.5%,181,292,473,sa3044552
Aaron Walton,CLE,AA,22,177,.298,0.98,21.8%,38.6%,39.6%,25.0%,17.5%,56.4%,21.8%,21.8%,10.0%,301,411,712,sa3044756
Mason White,BOS,AA,22,113,.263,0.78,18.6%,35.6%,45.8%,25.9%,11.1%,48.3%,26.7%,25.0%,9.8%,180,278,458,sa3045125
Jack Winnay,BOS,AA,23,181,.313,0.80,22.0%,34.7%,43.2%,19.6%,11.8%,45.8%,27.5%,26.7%,9.9%,270,424,694,sa3045455
Zane Zielinski,SFG,AA,24,143,.321,1.83,17.7%,53.2%,29.1%,43.5%,8.7%,32.5%,30.1%,37.3%,14.7%,174,391,565,sa3045857
Connor McGinnis,NYY,AA,23,301,.296,1.34,22.7%,44.3%,33.0%,17.2%,15.6%,42.3%,31.1%,26.5%,10.5%,469,761,1230,sa3059979
Chris Veach,NYY,AA,24,0,.000,,,,,,,,,,,,,,sa3067067
Devin Fitz-Gerald,WSN,AA,20,262,.303,1.25,26.1%,41.0%,32.9%,24.5%,9.4%,38.8%,29.1%,32.1%,13.2%,322,613,935,sa3067320
Jimmy Obertop,COL,AA,26,160,.403,1.61,24.2%,46.8%,29.0%,11.1%,22.2%,53.8%,23.1%,23.1%,12.6%,312,424,736,sa3067392
Dayson Croes,SFG,AA,26,286,.305,1.83,24.8%,48.6%,26.6%,15.5%,3.4%,28.1%,26.8%,45.1%,5.6%,375,720,1095,sa3067396
John Cristino,NYY,AA,26,3,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,10.5%,6,13,19,sa3067467
Stephen Hrustich,DET,AA,24,24,.357,2.00,35.7%,42.9%,21.4%,0.0%,33.3%,46.7%,26.7%,26.7%,9.3%,49,59,108,sa3067530
Edgardo Figueroa,WSN,AA,18,1,1.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,2,1,3,sa3067716
Gabriel Flores,PHI,AA,18,1,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,16.7%,3,3,6,sa3068396
Renyel Campos,TOR,AA,19,1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,20.0%,4,1,5,sa3068709
John Bay,NYM,AA,25,138,.360,1.48,26.0%,44.2%,29.9%,17.4%,13.0%,44.2%,27.3%,28.6%,11.4%,200,344,544,sa3069004
