Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Carlos Pacheco,OAK,A,21,54,.225,1.50,10.3%,53.8%,35.9%,35.7%,0.0%,40.0%,25.0%,35.0%,11.9%,61,99,160,sa3018455
Ronny Ugarte,COL,A,21,121,.375,4.50,29.5%,57.7%,12.8%,10.0%,20.0%,25.6%,29.3%,45.1%,12.9%,192,282,474,sa3018460
Bryan Andrade,OAK,A,21,460,.296,1.28,18.1%,46.1%,35.9%,21.1%,9.2%,42.9%,24.8%,32.3%,13.7%,620,1119,1739,sa3018467
Jonathan Linares,LAA,A,21,165,.348,1.34,26.9%,41.9%,31.2%,20.7%,17.2%,46.8%,22.3%,30.9%,16.2%,251,361,612,sa3018475
Derek Bernard,COL,A,20,334,.352,2.38,18.2%,57.6%,24.2%,8.3%,16.7%,39.9%,24.1%,36.0%,13.1%,488,805,1293,sa3018477
Yerald Nin,ARI,A,20,207,.370,1.33,25.9%,42.2%,31.9%,30.2%,2.3%,40.9%,29.2%,29.9%,10.8%,317,492,809,sa3018479
Roynier Hernandez,COL,A,21,32,.412,1.80,22.2%,50.0%,27.8%,20.0%,20.0%,27.8%,38.9%,33.3%,6.1%,64,83,147,sa3018495
Mairo Martinus,LAD,A,21,421,.378,1.11,27.6%,38.1%,34.4%,20.8%,14.9%,50.7%,21.0%,28.3%,16.0%,451,1033,1484,sa3018505
Alejandro Rios,ARI,A,21,34,.273,1.20,0.0%,54.5%,45.5%,20.0%,0.0%,27.3%,36.4%,36.4%,20.0%,44,96,140,sa3018511
Oswaldo Osorio,LAD,A,21,223,.292,0.98,14.6%,42.3%,43.1%,17.9%,23.2%,40.6%,27.1%,32.3%,13.5%,383,514,897,sa3018560
Jose Alpuria,ARI,A,21,308,.379,1.25,21.1%,43.8%,35.1%,27.7%,20.0%,39.1%,30.7%,30.2%,10.9%,410,698,1108,sa3018562
Eliezer Rivero,LAA,A,21,35,.389,1.80,17.6%,52.9%,29.4%,20.0%,0.0%,50.0%,27.8%,22.2%,21.5%,39,91,130,sa3018937
Dervy Ventura,SEA,A,22,460,.339,1.50,27.7%,43.4%,28.9%,17.6%,9.5%,54.1%,20.7%,25.2%,11.7%,722,1003,1725,sa3019218
Cesar Gonzalez,OAK,A,21,244,.321,1.60,16.4%,51.5%,32.1%,11.6%,9.3%,50.7%,21.3%,27.9%,15.1%,363,569,932,sa3019308
Abdias De La Cruz,ARI,A,21,385,.297,0.76,21.8%,33.9%,44.4%,29.1%,10.0%,49.0%,25.5%,25.5%,11.6%,585,936,1521,sa3019401
Cruzmel Arias,COL,A,22,27,.316,6.00,26.3%,63.2%,10.5%,50.0%,50.0%,42.9%,23.8%,33.3%,15.2%,31,61,92,sa3019527
Athanael Duarte,LAA,A,21,64,.226,1.00,12.5%,43.8%,43.8%,21.4%,7.1%,37.5%,34.4%,28.1%,19.4%,88,139,227,sa3019630
Kevyn Castillo,LAA,A,21,438,.325,1.14,21.3%,41.9%,36.8%,28.0%,11.2%,41.0%,27.1%,31.9%,10.0%,675,1007,1682,sa3019771
Adrian Rodriguez,ARI,A,22,81,.214,0.65,21.4%,31.0%,47.6%,45.0%,0.0%,47.6%,26.2%,26.2%,9.5%,134,193,327,sa3019899
Pedro Catuy,ARI,A,20,289,.318,1.33,21.8%,44.7%,33.5%,24.6%,14.0%,45.3%,25.4%,29.3%,14.5%,389,737,1126,sa3021061
Joendry Vargas,LAD,A,20,554,.344,1.49,24.4%,45.2%,30.4%,22.0%,9.8%,41.4%,23.5%,35.1%,12.0%,619,1332,1951,sa3021067
Felix Morrobel,LAA,A,20,111,.247,2.75,20.0%,58.7%,21.3%,12.5%,0.0%,29.9%,28.6%,41.6%,10.5%,153,246,399,sa3021103
Yeiker Reyes,COL,A,20,133,.345,2.24,18.1%,56.6%,25.3%,9.5%,4.8%,36.8%,36.8%,26.4%,10.7%,203,311,514,sa3021126
Ramon Landaeta,OAK,A,20,125,.371,2.22,18.3%,56.3%,25.4%,16.7%,11.1%,43.1%,27.8%,29.2%,15.6%,185,297,482,sa3021131
Jeremy Ciriaco,COL,A,19,272,.281,1.28,18.0%,46.1%,35.9%,25.0%,3.3%,52.0%,25.4%,22.5%,11.8%,377,642,1019,sa3021133
Carlos Virahonda,ARI,A,20,217,.293,0.56,22.8%,27.6%,49.7%,27.8%,13.9%,39.3%,28.7%,32.0%,10.1%,258,534,792,sa3021144
Yoiber Ocopio,SDP,A,21,262,.314,1.03,22.5%,39.4%,38.1%,36.1%,8.2%,49.4%,19.8%,30.9%,11.5%,369,622,991,sa3021159
José Mejía,ARI,A,20,136,.349,1.54,28.2%,43.5%,28.2%,25.0%,12.5%,37.2%,22.1%,40.7%,5.8%,248,300,548,sa3021169
Anyelo Marquez,LAA,A,20,458,.307,1.00,24.8%,37.6%,37.6%,24.3%,14.6%,52.1%,27.0%,20.9%,13.2%,676,1064,1740,sa3021178
Victor Rodriguez,LAA,A,20,85,.295,1.58,31.1%,42.2%,26.7%,16.7%,16.7%,67.4%,15.2%,17.4%,23.9%,111,219,330,sa3021183
Eliesbert Alejos,ARI,A,20,333,.278,1.73,17.3%,52.4%,30.3%,12.7%,3.2%,36.5%,21.5%,42.0%,12.4%,410,828,1238,sa3021195
Javier Herrera,LAD,A,21,276,.345,1.95,25.3%,49.4%,25.3%,16.7%,7.1%,39.9%,28.3%,31.8%,12.2%,423,655,1078,sa3021203
Yosneiker Rivas,SFG,A,20,42,.355,1.33,34.4%,37.5%,28.1%,55.6%,11.1%,59.4%,25.0%,15.6%,19.9%,42,99,141,sa3021262
Angel Guzman,SFG,A,20,152,.333,1.69,18.6%,51.2%,30.2%,23.1%,15.4%,42.0%,21.6%,36.4%,11.1%,257,327,584,sa3021268
Dario Reynoso,SFG,A,21,460,.417,1.42,21.3%,46.2%,32.4%,19.2%,20.5%,43.5%,28.9%,27.6%,15.1%,836,1081,1917,sa3021329
Abel Lorenzo,LAD,A,20,133,.278,2.00,29.2%,47.2%,23.6%,28.6%,4.8%,41.8%,22.0%,36.3%,17.7%,138,296,434,sa3021831
Kelvin Alcantara,SEA,A,20,15,.571,2.00,25.0%,50.0%,25.0%,0.0%,50.0%,50.0%,37.5%,12.5%,16.7%,19,41,60,sa3021837
Samil Dishmey,LAA,A,20,90,.404,0.89,30.6%,32.7%,36.7%,16.7%,11.1%,46.9%,24.5%,28.6%,22.2%,115,218,333,sa3021841
Sebastian De Andrade,SEA,A,20,36,.300,1.00,26.3%,36.8%,36.8%,14.3%,0.0%,45.0%,30.0%,25.0%,5.3%,50,83,133,sa3021842
Jose Gonzalez,LAD,A,21,19,.300,1.50,9.1%,54.5%,36.4%,0.0%,25.0%,36.4%,36.4%,27.3%,9.3%,29,46,75,sa3022196
Wilder Dalis,COL,A,19,328,.378,1.55,25.3%,45.5%,29.3%,12.1%,27.6%,39.0%,31.0%,30.0%,10.2%,533,782,1315,sa3022347
Enyervert Perez,ARI,A,20,393,.294,1.46,21.7%,46.5%,31.8%,26.1%,15.9%,48.6%,22.1%,29.3%,14.7%,587,949,1536,sa3022379
Jesus Freitez,COL,A,20,187,.289,2.48,22.9%,55.0%,22.1%,24.1%,3.4%,38.7%,26.3%,35.0%,8.6%,243,447,690,sa3022392
Lisbel Diaz,SFG,A,20,28,.188,1.14,11.8%,47.1%,41.2%,28.6%,42.9%,57.9%,31.6%,10.5%,8.9%,46,66,112,sa3022399
Alcides Hernandez,SDP,A,21,51,.370,2.33,23.1%,53.8%,23.1%,50.0%,0.0%,29.6%,33.3%,37.0%,9.7%,104,113,217,sa3022446
Yimy Tovar,SDP,A,20,196,.273,1.28,16.8%,46.7%,36.5%,16.0%,4.0%,46.1%,27.7%,26.2%,9.9%,268,417,685,sa3022486
John Wimmer,LAA,A,21,220,.392,0.75,22.9%,33.0%,44.0%,16.7%,20.8%,51.3%,24.8%,23.9%,16.8%,354,516,870,sa3022509
Nate Nankil,OAK,A,23,105,.311,1.71,18.6%,51.4%,30.0%,19.0%,4.8%,50.0%,32.4%,17.6%,8.9%,152,231,383,sa3022532
Myles Naylor,OAK,A,21,97,.444,1.92,27.1%,47.9%,25.0%,33.3%,25.0%,33.3%,31.3%,35.4%,18.1%,157,247,404,sa3022605
Bryan Gonzalez Garcia,LAD,A,20,89,.333,0.76,18.5%,35.2%,46.3%,32.0%,0.0%,49.1%,21.8%,29.1%,13.5%,114,226,340,sa3022617
Kendall George,LAD,A,21,21,.417,1.25,18.2%,45.5%,36.4%,25.0%,0.0%,8.3%,25.0%,66.7%,8.8%,45,57,102,sa3022660
Colton Vincent,SDP,A,26,10,.200,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,40.0%,40.0%,20.0%,12.8%,20,19,39,sa3023089
Easton Shelton,LAD,A,20,486,.398,0.76,23.6%,33.1%,43.4%,19.0%,35.2%,36.9%,33.3%,29.7%,18.6%,799,1163,1962,sa3023287
Jaron Elkins,LAD,A,21,332,.416,1.12,23.9%,40.2%,35.9%,24.0%,17.3%,44.2%,29.3%,26.5%,14.9%,457,728,1185,sa3023288
Angel Arredondo,LAA,A,19,107,.352,0.83,23.6%,34.7%,41.7%,13.3%,3.3%,36.1%,27.8%,36.1%,9.7%,168,263,431,sa3023647
Adriel Radney,ARI,A,19,117,.296,2.06,25.7%,50.0%,24.3%,11.8%,0.0%,41.7%,19.4%,38.9%,11.2%,192,297,489,sa3023886
Emil Morales,LAD,A,19,179,.417,0.91,27.4%,34.5%,38.1%,7.0%,14.0%,50.9%,24.6%,24.6%,14.2%,242,427,669,sa3023887
Ashly Andujar,COL,A,18,361,.298,2.87,18.3%,60.6%,21.1%,34.0%,5.7%,38.6%,22.8%,38.6%,11.4%,438,840,1278,sa3023890
Joswa Lugo,LAA,A,19,116,.288,1.70,17.3%,52.0%,30.7%,21.7%,13.0%,35.5%,27.6%,36.8%,17.1%,131,254,385,sa3023894
Jhonny Level,SFG,A,19,217,.351,1.36,18.3%,47.1%,34.6%,15.1%,18.9%,42.4%,24.7%,32.9%,9.1%,304,476,780,sa3023898
Juan Alvarez,ARI,A,20,12,.000,1.67,11.1%,55.6%,33.3%,0.0%,33.3%,44.4%,22.2%,33.3%,17.5%,10,30,40,sa3023900
Hayden Alvarez,LAA,A,19,446,.361,1.15,20.0%,42.8%,37.2%,28.3%,10.4%,48.8%,23.7%,27.5%,9.6%,702,1084,1786,sa3023906
Kyle Sinzza,ARI,A,19,62,.294,2.00,22.6%,51.6%,25.8%,50.0%,0.0%,33.3%,22.2%,44.4%,12.3%,100,160,260,sa3023908
Roldy Brito,COL,A,19,378,.381,1.94,21.2%,52.0%,26.8%,19.4%,11.1%,40.8%,21.7%,37.5%,12.3%,454,837,1291,sa3023917
Marlon Quintero,LAA,A,19,374,.276,1.20,24.9%,40.9%,34.2%,19.8%,8.3%,47.9%,22.9%,29.2%,9.9%,431,833,1264,sa3023936
Pedro Blanco,ARI,A,19,456,.356,0.71,24.0%,31.7%,44.3%,18.4%,18.4%,48.4%,26.9%,24.7%,18.2%,676,1131,1807,sa3023945
Cristian Arguelles,COL,A,19,162,.268,2.13,19.8%,54.5%,25.6%,19.4%,6.5%,48.8%,12.8%,38.4%,5.5%,227,358,585,sa3023968
Oliver Tejada,SFG,A,19,187,.270,0.93,20.6%,38.3%,41.1%,38.6%,15.9%,45.8%,29.0%,25.2%,13.7%,279,431,710,sa3023972
Jorge Quintana,SDP,A,19,443,.320,1.93,19.6%,52.9%,27.5%,24.3%,12.9%,36.6%,26.3%,37.0%,13.8%,682,1060,1742,sa3024107
Edgar Montero,OAK,A,19,449,.365,1.66,21.1%,49.3%,29.7%,11.3%,19.4%,42.8%,27.4%,29.8%,15.1%,775,1060,1835,sa3024109
Jose Ramos,OAK,A,19,45,.240,4.00,20.0%,64.0%,16.0%,0.0%,0.0%,36.0%,28.0%,36.0%,21.0%,58,109,167,sa3024111
Juan Martinez,COL,A,19,104,.324,1.57,27.0%,44.6%,28.4%,28.6%,4.8%,56.0%,21.3%,22.7%,9.9%,147,237,384,sa3024128
Eduardo Rojas,LAD,A,19,4,.333,1.00,33.3%,33.3%,33.3%,100.0%,0.0%,33.3%,33.3%,33.3%,12.5%,1,7,8,sa3024143
Jesmaylin Arias,SDP,A,19,81,.283,1.11,26.9%,38.5%,34.6%,16.7%,0.0%,43.4%,11.3%,45.3%,11.8%,102,194,296,sa3024311
Francisco Espinoza,LAD,A,19,133,.378,2.80,13.6%,63.6%,22.7%,40.0%,0.0%,46.7%,26.7%,26.7%,11.6%,202,297,499,sa3024357
Carlos Renzullo,COL,A,19,354,.316,2.14,22.0%,53.1%,24.8%,25.4%,3.2%,36.8%,27.6%,35.6%,5.2%,493,778,1271,sa3024879
Dustin Crenshaw,SEA,A,24,309,.309,1.63,21.5%,48.7%,29.8%,19.3%,5.3%,41.0%,28.2%,30.8%,13.3%,422,719,1141,sa3025119
Robert Hipwell,SFG,A,23,12,.571,0.50,14.3%,28.6%,57.1%,25.0%,0.0%,28.6%,57.1%,14.3%,12.8%,20,27,47,sa3025186
Ching-Hsien Ko,LAD,A,19,531,.318,1.10,28.0%,37.7%,34.3%,10.7%,20.4%,35.1%,28.6%,36.4%,12.8%,876,1278,2154,sa3025230
Jeremiah Jenkins,SFG,A,23,464,.296,0.86,20.7%,36.8%,42.6%,18.4%,16.5%,43.6%,24.8%,31.6%,14.6%,788,1127,1915,sa3025550
Slate Alford,LAA,A,23,177,.279,1.88,14.4%,55.9%,29.7%,18.2%,12.1%,55.7%,22.6%,21.7%,14.8%,282,432,714,sa3025895
Bryan Arendt,OAK,A,23,118,.225,0.50,17.8%,27.4%,54.8%,27.5%,15.0%,47.4%,33.3%,19.2%,11.0%,172,291,463,sa3026168
Anson Aroz,LAD,A,23,104,.440,0.71,30.8%,28.8%,40.4%,19.0%,14.3%,45.3%,34.0%,20.8%,16.1%,184,244,428,sa3026234
Isaiah Barkett,SFG,A,22,341,.350,1.25,27.0%,40.5%,32.4%,17.9%,6.0%,38.5%,23.0%,38.5%,4.6%,511,781,1292,sa3026572
Peyton Bonds,SFG,A,20,15,.400,3.50,10.0%,70.0%,20.0%,100.0%,0.0%,40.0%,20.0%,40.0%,8.3%,21,51,72,sa3027364
Damian Bravo,SFG,A,22,248,.333,0.68,24.1%,30.6%,45.3%,19.5%,13.0%,39.5%,28.5%,32.0%,13.9%,295,575,870,sa3027616
Jake Brown,SEA,A,21,109,.333,1.58,27.9%,44.2%,27.9%,16.7%,8.3%,47.7%,21.6%,30.7%,12.8%,131,237,368,sa3027844
Daniel Bucciero,OAK,A,21,347,.402,1.41,28.3%,42.0%,29.8%,8.2%,16.4%,31.6%,33.5%,34.9%,9.9%,572,846,1418,sa3027937
Drew Burress,OAK,A,21,137,.385,0.73,19.7%,33.8%,46.5%,15.2%,21.2%,43.1%,34.7%,22.2%,11.2%,244,299,543,sa3028100
Ali Camarillo,OAK,A,23,96,.431,1.05,22.4%,39.7%,37.9%,22.7%,13.6%,41.9%,29.0%,29.0%,9.3%,146,231,377,sa3028297
Luke Cantwell,SDP,A,23,160,.419,3.00,16.5%,62.6%,20.9%,15.8%,10.5%,38.3%,18.1%,43.6%,8.2%,254,344,598,sa3028378
Nu'u Contrades,SDP,A,22,98,.290,1.36,18.8%,46.9%,34.4%,4.5%,13.6%,47.7%,24.6%,27.7%,12.7%,143,218,361,sa3029287
Kerrington Cross,SDP,A,24,228,.393,0.88,22.7%,36.1%,41.2%,16.3%,22.4%,41.1%,32.3%,26.6%,12.2%,426,494,920,sa3029598
Justin DeCriscio,SDP,A,23,117,.333,0.94,22.2%,37.8%,40.0%,19.4%,8.3%,55.9%,21.5%,22.6%,9.5%,159,274,433,sa3030012
Korbyn Dickerson,SEA,A,22,349,.362,1.17,29.9%,37.7%,32.4%,30.3%,13.6%,39.4%,30.8%,29.8%,12.1%,579,821,1400,sa3030281
Brayden Dowd,ARI,A,21,107,.200,1.95,15.7%,55.7%,28.6%,20.0%,5.0%,39.4%,23.9%,36.6%,8.6%,176,266,442,sa3030520
Jake Duer,ARI,A,23,56,.275,2.75,25.0%,55.0%,20.0%,25.0%,0.0%,20.0%,30.0%,50.0%,7.3%,82,151,233,sa3030609
Mason Eckelman,SEA,A,21,29,.222,4.00,21.1%,63.2%,15.8%,33.3%,33.3%,31.6%,21.1%,47.4%,8.3%,55,66,121,sa3030769
Henry Ford,SEA,A,21,56,.296,0.39,19.4%,22.6%,58.1%,22.2%,22.2%,32.3%,38.7%,29.0%,15.4%,99,142,241,sa3031540
Fernando Gonzalez,SFG,A,24,168,.242,1.26,22.1%,43.4%,34.4%,28.6%,4.8%,45.2%,21.4%,33.3%,7.5%,241,357,598,sa3032413
Gavin Grahovac,LAA,A,21,107,.364,1.09,25.8%,38.7%,35.5%,18.2%,36.4%,46.0%,23.8%,30.2%,14.2%,154,248,402,sa3032567
Dylan Grego,SDP,A,22,158,.284,0.98,16.3%,41.3%,42.3%,20.5%,9.1%,32.7%,30.8%,36.4%,13.4%,220,393,613,sa3032686
Nathan Hall,ARI,A,22,44,.400,0.92,30.3%,33.3%,36.4%,16.7%,25.0%,42.4%,36.4%,21.2%,9.2%,55,97,152,sa3033038
Ryder Helfrick,ARI,A,21,110,.286,0.77,19.1%,35.3%,45.6%,29.0%,16.1%,52.9%,24.3%,22.9%,11.8%,174,275,449,sa3033556
Grant Jay,SEA,A,22,327,.350,0.42,25.9%,21.8%,52.4%,26.0%,15.6%,48.0%,28.7%,23.3%,18.2%,533,796,1329,sa3034611
Eric Jeon,SEA,A,21,11,.625,0.67,37.5%,25.0%,37.5%,0.0%,0.0%,12.5%,62.5%,25.0%,4.5%,16,28,44,sa3034666
Caleb Johnson,LAD,A,22,96,.352,0.61,23.7%,28.8%,47.5%,21.4%,17.9%,42.4%,25.4%,32.2%,16.2%,141,229,370,sa3034718
Carson Kerce,ARI,A,21,115,.366,1.50,29.6%,42.3%,28.2%,20.0%,10.0%,46.6%,31.5%,21.9%,6.7%,210,265,475,sa3035297
Matt Klein,COL,A,22,194,.240,1.69,20.4%,50.0%,29.6%,6.9%,13.8%,41.4%,34.3%,24.2%,9.1%,381,439,820,sa3035491
Cort MacDonald,COL,A,22,84,.299,1.50,25.4%,44.8%,29.9%,30.0%,5.0%,34.3%,22.9%,42.9%,7.6%,94,170,264,sa3036781
Cam Maldonado,SFG,A,22,323,.317,0.92,22.4%,37.2%,40.3%,17.7%,17.7%,50.7%,26.1%,23.2%,14.2%,475,817,1292,sa3036900
Tanner Mally,SFG,A,21,107,.470,3.00,26.2%,55.4%,18.5%,25.0%,0.0%,33.3%,22.7%,43.9%,6.8%,189,225,414,sa3036924
Roman Martin,OAK,A,21,122,.343,2.06,24.6%,50.7%,24.6%,17.6%,0.0%,42.9%,17.1%,40.0%,9.1%,216,280,496,sa3037203
Chris McHugh,SDP,A,20,71,.370,0.89,24.4%,35.6%,40.0%,22.2%,5.6%,36.2%,36.2%,27.7%,12.3%,95,166,261,sa3037627
Lorenzo Meola,SFG,A,22,547,.338,1.21,26.0%,40.5%,33.4%,17.7%,13.3%,43.6%,23.8%,32.7%,11.4%,797,1349,2146,sa3037876
Estevan Moreno,SEA,A,22,403,.380,0.76,24.8%,32.6%,42.7%,28.0%,19.4%,42.9%,28.3%,28.8%,19.7%,585,1006,1591,sa3038350
Weber Neels,ARI,A,23,56,.444,0.69,30.8%,28.2%,41.0%,18.8%,18.8%,56.4%,20.5%,23.1%,13.9%,72,137,209,sa3038721
Cameron Nelson,COL,A,22,368,.351,1.05,19.8%,41.1%,39.1%,20.0%,9.3%,38.4%,28.3%,33.3%,8.7%,646,843,1489,sa3038742
Ryan Niedzwiedz,COL,A,21,56,.212,0.63,21.2%,30.3%,48.5%,31.3%,0.0%,27.3%,30.3%,42.4%,11.6%,85,140,225,sa3038865
Luke Nixon,SFG,A,21,54,.278,1.90,19.4%,52.8%,27.8%,20.0%,0.0%,38.9%,30.6%,30.6%,9.4%,74,129,203,sa3038891
Conner O'Neal,LAD,A,23,298,.353,0.65,23.3%,30.1%,46.6%,26.5%,13.2%,39.3%,28.0%,32.7%,15.3%,565,763,1328,sa3039155
Ryan Picollo,SEA,A,24,232,.265,0.87,24.3%,35.1%,40.5%,15.6%,22.2%,32.1%,32.1%,35.7%,22.9%,337,586,923,sa3039893
Broedy Poppell,SFG,A,24,310,.333,1.33,25.9%,42.4%,31.8%,37.0%,14.8%,50.0%,24.7%,25.3%,13.2%,506,741,1247,sa3040084
Ace Reese,SEA,A,21,100,.462,1.17,40.0%,32.3%,27.7%,0.0%,16.7%,42.6%,26.5%,30.9%,8.3%,189,246,435,sa3040543
Zach Rogacki,COL,A,22,17,.333,0.40,30.0%,20.0%,50.0%,20.0%,20.0%,11.1%,55.6%,33.3%,7.1%,38,47,85,sa3041032
Logan Sauve,OAK,A,22,141,.301,2.13,18.5%,55.4%,26.1%,25.0%,4.2%,39.4%,23.4%,37.2%,8.5%,231,333,564,sa3041610
Drew Smith,SFG,A,23,12,.375,1.50,44.4%,33.3%,22.2%,0.0%,50.0%,66.7%,11.1%,22.2%,14.3%,10,32,42,sa3042539
AJ Soldra,LAD,A,22,192,.427,1.18,21.3%,42.6%,36.1%,10.3%,17.9%,35.5%,25.5%,39.1%,19.2%,246,493,739,sa3042717
Alex Sosa,OAK,A,21,77,.306,0.69,15.4%,34.6%,50.0%,11.5%,11.5%,36.5%,34.6%,28.8%,12.9%,118,153,271,sa3042760
Jack Spanier,ARI,A,21,65,.362,2.50,25.5%,53.2%,21.3%,10.0%,0.0%,36.2%,29.8%,34.0%,7.0%,99,157,256,sa3042795
Jared Sprague-Lott,OAK,A,24,120,.333,1.03,14.8%,43.2%,42.0%,26.5%,11.8%,47.7%,20.9%,31.4%,7.2%,191,278,469,sa3042867
Tanner Thach,COL,A,22,338,.368,1.27,28.9%,39.8%,31.3%,19.5%,14.3%,40.2%,27.7%,32.1%,8.7%,462,825,1287,sa3043649
Joe Tiroly,SDP,A,21,71,.318,0.37,26.0%,20.0%,54.0%,11.1%,25.9%,56.9%,21.6%,21.6%,12.1%,90,174,264,sa3043858
Gavin Turley,OAK,A,22,352,.329,0.75,18.3%,35.0%,46.7%,28.6%,17.9%,36.2%,23.2%,40.5%,15.0%,555,869,1424,sa3044148
Landyn Vidourek,COL,A,22,409,.251,0.78,16.9%,36.5%,46.6%,28.9%,10.8%,45.8%,23.5%,30.7%,12.3%,796,1025,1821,sa3044483
Jaxon Willits,LAA,A,21,119,.400,0.70,40.0%,24.6%,35.4%,13.0%,13.0%,48.5%,20.6%,30.9%,9.7%,191,254,445,sa3045313
Ryan Wynn,SEA,A,21,97,.360,1.91,38.5%,40.4%,21.2%,9.1%,18.2%,28.8%,17.3%,53.8%,11.2%,157,255,412,sa3045655
Hayden Yost,SEA,A,21,114,.333,1.22,27.1%,40.0%,32.9%,17.4%,30.4%,39.1%,36.2%,24.6%,10.8%,196,267,463,sa3045723
Brayden Corn,SEA,A,22,85,.333,2.50,28.2%,51.3%,20.5%,12.5%,12.5%,29.3%,31.7%,39.0%,16.2%,132,201,333,sa3058932
Alex Hernandez,OAK,A,20,77,.234,1.71,19.1%,51.1%,29.8%,7.1%,7.1%,31.3%,39.6%,29.2%,12.9%,124,193,317,sa3059481
Augie Lopez,SDP,A,21,40,.087,0.50,4.0%,32.0%,64.0%,25.0%,12.5%,42.3%,30.8%,26.9%,13.2%,45,106,151,sa3059845
