Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Enrique Hernández,LAD,AAA,34,72,6.9%,19.4%,0.36,.258,.306,.394,.699,.136,4.4,.308,-0.1,7,-3.1,.313,75,10472
Carlos Pérez,HOU,AAA,35,238,10.1%,19.7%,0.51,.222,.303,.396,.699,.175,2.1,.247,-0.2,24,-10.4,.313,80,10642
Yolmer Sánchez,LAA,AAA,34,458,11.6%,22.7%,0.51,.275,.375,.408,.783,.132,5.6,.354,0.1,66,-0.4,.360,95,11602
Max Kepler,ARI,AAA,33,24,12.5%,16.7%,0.75,.286,.375,.333,.708,.048,3.7,.353,0.1,3,-0.4,.341,80,12144
James McCann,ARI,AAA,36,12,0.0%,16.7%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-2,-3.9,.000,-100,12859
Teoscar Hernández,LAD,AAA,33,16,12.5%,25.0%,0.50,.214,.313,.857,1.170,.643,2.6,.000,0.0,4,1.3,.453,162,13066
Patrick Wisdom,SEA,AAA,34,299,11.4%,25.4%,0.45,.299,.385,.724,1.109,.425,4.4,.299,-0.7,69,26.0,.457,163,13602
Mookie Betts,LAD,AAA,33,6,16.7%,33.3%,0.50,.400,.500,.400,.900,.000,1.6,.667,0.0,1,0.4,.437,152,13611
Jeimer Candelario,LAA,AAA,32,387,12.4%,29.2%,0.42,.281,.377,.509,.886,.228,5.4,.382,-1.7,67,10.9,.392,115,13621
Chris Taylor,LAA,AAA,35,132,15.2%,26.5%,0.57,.255,.382,.321,.702,.066,4.7,.370,-0.2,17,-2.1,.343,85,13757
Rob Refsnyder,SEA,AAA,35,32,9.4%,25.0%,0.38,.207,.281,.310,.592,.103,1.9,.250,-0.1,2,-2.5,.276,51,13770
Eric Haase,SFG,AAA,33,40,5.0%,32.5%,0.15,.250,.300,.472,.772,.222,2.3,.318,-0.1,5,-1.0,.332,92,14111
Andrew Velazquez,ARI,AAA,31,167,8.4%,23.4%,0.36,.274,.335,.390,.726,.116,5.4,.352,-0.3,20,-4.4,.332,74,14196
Joey Meneses,OAK,AAA,34,515,8.5%,11.5%,0.75,.314,.373,.483,.855,.168,2.1,.327,-1.0,83,8.5,.379,102,14366
Trey Mancini,LAA,AAA,34,224,14.3%,21.9%,0.65,.273,.377,.464,.841,.191,4.6,.328,0.2,36,3.1,.376,105,15149
Adam Frazier,LAA,AAA,34,25,8.0%,12.0%,0.67,.217,.280,.304,.584,.087,1.3,.250,0.0,2,-2.0,.273,41,15223
Austin Wynns,TEX,AAA,35,77,10.4%,19.5%,0.53,.309,.390,.529,.919,.221,4.3,.347,0.2,14,3.2,.406,129,15271
J.P. Crawford,SEA,AAA,31,16,6.3%,18.8%,0.33,.267,.313,.467,.779,.200,1.1,.273,0.0,2,-0.3,.341,91,15491
Tyler Wade,TEX,AAA,31,73,11.0%,17.8%,0.62,.226,.315,.242,.557,.016,3.9,.275,-0.9,5,-5.6,.277,52,15730
Wander Suero,OAK,AAA,34,1,0.0%,100.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,-0.3,.000,-100,15855
Pablo Reyes,LAA,AAA,32,438,12.8%,12.8%,1.00,.340,.426,.514,.940,.174,6.3,.375,1.1,88,24.0,.422,132,16357
Danny Jansen,TEX,AAA,31,17,11.8%,11.8%,1.00,.333,.412,.333,.745,.000,1.3,.385,0.0,3,0.0,.363,106,16535
Connor Joe,SEA,AAA,33,318,13.2%,19.5%,0.68,.264,.365,.420,.785,.156,3.7,.310,-2.0,46,-0.7,.359,102,16572
Luis Urías,ARI,AAA,29,117,6.0%,7.7%,0.78,.361,.393,.546,.939,.185,4.5,.367,0.0,22,5.3,.411,123,16622
Brian O'Keefe,SEA,AAA,32,150,8.7%,26.0%,0.33,.241,.307,.409,.715,.168,1.9,.309,0.0,16,-5.5,.321,79,16680
Aramis Garcia,ARI,AAA,33,112,12.5%,25.9%,0.48,.237,.351,.495,.846,.258,5.1,.283,0.0,17,0.8,.368,97,16925
Chadwick Tromp,LAD,AAA,31,33,27.3%,36.4%,0.75,.167,.394,.208,.602,.042,4.5,.333,0.1,4,-0.9,.330,85,16953
Jose Herrera,TEX,AAA,29,155,14.2%,20.0%,0.71,.229,.344,.321,.665,.092,2.3,.286,-0.1,17,-5.7,.320,79,17040
Chad Wallach,OAK,AAA,34,146,8.9%,24.0%,0.37,.228,.315,.354,.669,.126,4.3,.286,-0.1,14,-6.8,.310,59,17161
Jose Siri,LAA,AAA,30,140,7.9%,26.4%,0.30,.288,.353,.504,.857,.216,7.2,.369,0.6,22,1.8,.375,105,17452
Vimael Machín,COL,AAA,32,488,10.9%,13.9%,0.78,.290,.371,.445,.816,.155,4.7,.319,-1.1,74,2.6,.367,96,17684
Richie Martin Jr.,COL,AAA,31,215,11.2%,23.7%,0.47,.210,.319,.326,.645,.116,6.2,.264,1.2,21,-10.5,.307,68,17736
Jakson Reetz,SEA,AAA,30,175,9.7%,16.0%,0.61,.250,.343,.349,.692,.099,1.1,.287,-0.4,20,-5.5,.326,82,17837
Harrison Bader,SFG,AAA,32,23,13.0%,21.7%,0.60,.222,.391,.556,.947,.333,6.5,.182,0.2,4,1.1,.414,143,18030
Jake Cronenworth,SDP,AAA,32,12,0.0%,16.7%,0.00,.250,.250,.583,.833,.333,2.6,.222,0.0,2,-0.2,.342,81,18036
LaMonte Wade Jr.,HOU,AAA,32,13,15.4%,46.2%,0.33,.100,.308,.100,.408,.000,1.6,.250,0.0,1,-1.3,.249,41,18126
Victor Robles,SEA,AAA,29,54,16.7%,24.1%,0.69,.256,.389,.349,.738,.093,6.1,.355,0.3,8,-0.3,.355,100,18363
Andy Ibáñez,SEA,AAA,33,71,7.0%,15.5%,0.45,.262,.310,.415,.725,.154,0.8,.283,-0.1,8,-2.5,.322,80,18819
Seby Zavala,LAD,AAA,32,62,11.3%,29.0%,0.39,.196,.323,.353,.676,.157,5.1,.250,-0.1,6,-2.6,.316,77,18887
Will Smith,LAD,AAA,31,16,0.0%,25.0%,0.00,.250,.250,.563,.813,.313,0.1,.273,0.0,2,-0.4,.335,89,19197
Lourdes Gurriel Jr.,ARI,AAA,32,33,9.1%,27.3%,0.33,.107,.182,.107,.289,.000,0.6,.143,0.0,-1,-6.2,.154,-37,19238
Cavan Biggio,HOU,AAA,31,524,18.9%,20.8%,0.91,.234,.392,.429,.821,.195,6.5,.269,0.5,84,7.9,.378,121,19252
Nick Senzel,LAD,AAA,31,96,11.5%,20.8%,0.55,.179,.271,.274,.545,.095,0.8,.206,-0.2,5,-8.8,.260,42,19293
Nick Solak,SDP,AAA,31,465,7.1%,12.0%,0.59,.316,.379,.505,.884,.188,5.5,.332,-0.6,81,13.0,.392,112,19294
Donovan Walton,LAA,AAA,32,168,19.0%,12.5%,1.52,.282,.429,.481,.909,.198,5.9,.286,0.2,32,7.7,.412,127,19314
Matt Krook,OAK,AAA,31,1,0.0%,0.0%,0.00,1.000,1.000,1.000,2.000,.000,0.1,1.000,0.0,1,0.5,.930,446,19315
Matt Thaiss,HOU,AAA,31,47,8.5%,21.3%,0.40,.209,.277,.302,.579,.093,1.4,.273,-0.1,3,-3.8,.271,54,19318
Nicky Lopez,COL,AAA,31,62,9.7%,11.3%,0.86,.333,.387,.519,.906,.185,6.9,.354,-0.2,11,2.0,.396,114,19339
Weston Wilson,SEA,AAA,31,10,10.0%,10.0%,1.00,.667,.700,.778,1.478,.111,7.1,.750,0.4,4,2.8,.667,294,19358
Trenton Brooks,HOU,AAA,30,246,17.1%,16.3%,1.05,.253,.381,.374,.755,.121,3.0,.293,-1.8,35,-0.9,.357,108,19384
Brian Serven,OAK,AAA,31,262,11.8%,26.0%,0.46,.308,.401,.538,.939,.231,3.6,.399,-0.5,50,12.3,.413,123,19422
Tommy Edman,LAD,AAA,31,57,10.5%,28.1%,0.38,.275,.351,.392,.743,.118,7.6,.382,0.1,7,-1.0,.342,93,19470
Andrew Knizner,COL,AAA,31,140,10.7%,18.6%,0.58,.279,.371,.590,.962,.311,3.5,.279,0.0,27,6.6,.413,124,19514
Nate Mondou,SDP,AAA,31,160,10.6%,23.8%,0.45,.254,.333,.442,.775,.188,5.7,.306,-0.1,21,-2.4,.344,83,19563
Daniel Johnson,HOU,AAA,30,56,5.4%,16.1%,0.33,.192,.232,.308,.540,.115,5.7,.209,-0.2,2,-6.0,.242,36,19643
Dairon Blanco,TEX,AAA,33,73,8.2%,23.3%,0.35,.230,.324,.295,.619,.066,6.7,.311,0.2,7,-4.1,.300,66,19779
Jhonny Pereda,SEA,AAA,30,210,11.0%,11.9%,0.92,.319,.402,.440,.841,.121,3.8,.355,0.1,35,4.7,.386,119,19802
Chuckie Robinson,LAD,AAA,31,126,12.7%,19.0%,0.67,.229,.333,.440,.774,.211,3.6,.250,-0.2,17,-1.7,.347,96,19824
Luis Rengifo,SDP,AAA,29,27,7.4%,18.5%,0.40,.320,.370,.560,.930,.240,6.0,.333,0.3,5,1.1,.404,120,19858
Pavin Smith,ARI,AAA,30,164,17.7%,24.4%,0.73,.286,.409,.474,.882,.188,4.7,.360,-0.2,30,5.7,.399,116,19892
Diego Castillo,TEX,AAA,28,405,10.1%,10.6%,0.95,.304,.374,.422,.796,.117,4.3,.331,-2.6,60,1.1,.364,106,19906
Josh Lowe,LAA,AAA,28,126,14.3%,26.2%,0.55,.299,.397,.617,1.014,.318,5.1,.348,1.0,26,7.6,.428,137,19953
Mickey Moniak,COL,AAA,28,13,0.0%,23.1%,0.00,.077,.077,.154,.231,.077,2.6,.100,0.0,-1,-3.1,.097,-72,19956
Taylor Trammell,HOU,AAA,28,45,24.4%,24.4%,1.00,.226,.455,.548,1.003,.323,7.9,.278,-0.3,10,3.5,.447,164,19960
Jared Oliva,SFG,AAA,30,60,6.7%,23.3%,0.29,.241,.288,.315,.603,.074,6.2,.317,0.6,4,-4.5,.279,59,19968
Conner Capel,COL,AAA,29,185,7.0%,14.6%,0.48,.228,.282,.377,.659,.150,5.6,.254,0.2,16,-11.1,.295,51,19983
Santiago Espinal,TEX,AAA,31,88,6.8%,18.2%,0.38,.304,.356,.430,.787,.127,6.5,.365,-0.4,12,-0.4,.356,96,19997
Bryce Johnson,SDP,AAA,30,220,13.6%,22.3%,0.61,.251,.363,.383,.745,.131,8.4,.333,2.1,30,-2.4,.349,85,20002
Miles Mastrobuoni,SEA,AAA,30,193,13.0%,17.1%,0.76,.253,.347,.404,.751,.151,6.3,.295,0.0,25,-3.1,.343,93,20017
Gilberto Celestino,TEX,AAA,27,205,11.7%,20.5%,0.57,.275,.363,.393,.756,.118,6.0,.343,0.1,28,-2.0,.350,98,20233
Jake Meyers,HOU,AAA,30,132,7.6%,22.0%,0.34,.231,.295,.347,.643,.116,3.9,.289,-1.0,11,-7.8,.295,70,20308
Stuart Fairchild,SEA,AAA,30,128,10.9%,15.6%,0.70,.288,.413,.548,.961,.260,9.3,.316,1.3,26,7.2,.423,142,20321
Nick Madrigal,LAA,AAA,29,168,10.7%,4.8%,2.25,.275,.353,.366,.719,.092,5.5,.270,0.2,20,-4.1,.334,79,20521
Nolan Jones,SEA,AAA,28,88,10.2%,26.1%,0.39,.221,.295,.442,.737,.221,3.0,.250,-0.2,9,-3.6,.316,75,20529
Jose F Miranda,SDP,AAA,28,120,3.3%,21.7%,0.15,.268,.308,.482,.790,.214,3.0,.305,-0.2,15,-2.0,.343,82,20538
CJ Alexander,HOU,AAA,29,364,11.5%,29.7%,0.39,.256,.343,.525,.868,.269,3.7,.318,-0.7,57,4.4,.374,119,20557
Logan Porter,SFG,AAA,30,187,9.6%,22.5%,0.43,.211,.305,.329,.634,.118,3.2,.254,-0.3,16,-10.9,.296,60,20626
Rodolfo Durán,SDP,AAA,28,172,9.3%,24.4%,0.38,.235,.324,.396,.720,.161,6.3,.291,0.3,19,-5.6,.325,71,20958
Leo Rivas,SEA,AAA,28,106,20.8%,21.7%,0.96,.241,.429,.367,.796,.127,4.3,.302,-0.3,18,2.6,.388,121,21009
Alejo Lopez,SEA,AAA,30,146,8.9%,6.8%,1.30,.302,.379,.419,.798,.116,4.4,.316,-0.7,22,1.0,.369,108,21127
Luken Baker,ARI,AAA,29,211,13.3%,28.0%,0.47,.218,.327,.352,.679,.134,4.2,.303,-0.9,22,-8.4,.317,65,21497
Cal Raleigh,SEA,AAA,29,17,11.8%,11.8%,1.00,.429,.529,1.500,2.029,1.071,2.6,.143,0.0,8,6.0,.751,347,21534
César Salazar,HOU,AAA,30,205,13.2%,17.1%,0.77,.257,.382,.395,.778,.138,5.5,.295,-0.3,30,0.6,.364,112,21587
Jeremy Peña,HOU,AAA,28,7,0.0%,14.3%,0.00,.143,.143,.286,.429,.143,0.1,.167,0.0,0,-1.1,.180,-2,21636
Sebastián Rivero,LAA,AAA,27,90,6.7%,16.7%,0.40,.220,.267,.293,.559,.073,2.6,.250,-0.7,5,-8.3,.259,32,21735
Freddy Fermin,SDP,AAA,31,13,7.7%,15.4%,0.50,.250,.308,.250,.558,.000,0.1,.300,0.0,1,-1.0,.273,38,21840
Nick Pratto,TEX,AAA,27,331,12.7%,22.1%,0.58,.246,.344,.428,.772,.182,6.5,.291,1.6,45,-3.6,.349,89,22117
Luis Campusano,SDP,AAA,27,8,25.0%,25.0%,1.00,.333,.500,.833,1.333,.500,0.1,.333,0.0,2,1.3,.545,207,22217
Mason McCoy,SDP,AAA,31,534,9.9%,21.5%,0.46,.280,.357,.405,.763,.125,7.6,.350,3.5,72,-5.4,.350,86,22232
Jack Suwinski,LAD,AAA,27,402,12.9%,22.1%,0.58,.291,.386,.562,.947,.271,5.6,.331,0.2,76,17.5,.409,135,22244
Raynel Delgado,HOU,AAA,26,171,8.8%,20.5%,0.43,.270,.343,.395,.738,.125,6.7,.339,0.2,21,-4.2,.334,94,22272
Samad Taylor,SDP,AAA,27,258,11.6%,20.9%,0.56,.307,.397,.482,.878,.174,6.9,.376,0.4,46,8.2,.396,115,22274
Nick Allen,HOU,AAA,27,7,0.0%,14.3%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-1,-2.3,.000,-100,22277
Buddy Kennedy,SFG,AAA,27,218,12.4%,12.4%,1.00,.321,.424,.543,.967,.223,6.0,.342,0.5,45,13.5,.429,153,22505
Heliot Ramos,SFG,AAA,26,31,16.1%,29.0%,0.56,.346,.452,.577,1.029,.231,2.4,.500,-0.1,7,2.7,.456,169,22515
Johnathan Rodríguez,OAK,AAA,26,69,8.7%,26.1%,0.33,.267,.362,.467,.829,.200,1.4,.350,-0.1,11,0.8,.373,99,22530
Tyler Freeman,COL,AAA,27,56,7.1%,8.9%,0.80,.298,.393,.447,.840,.149,6.7,.310,0.5,9,1.2,.384,106,22532
Michael Siani,LAD,AAA,26,107,15.9%,28.0%,0.57,.225,.355,.303,.659,.079,7.6,.339,-0.3,12,-3.7,.323,81,22557
Jarred Kelenic,TEX,AAA,26,162,11.1%,19.1%,0.58,.373,.447,.655,1.102,.282,8.3,.442,-0.4,40,16.7,.475,175,22558
Gustavo Campero,LAA,AAA,28,96,6.3%,21.9%,0.29,.356,.406,.655,1.061,.299,3.9,.400,0.0,22,7.7,.450,151,22707
Eliezer Alfonzo,LAD,AAA,26,256,10.9%,8.2%,1.33,.302,.378,.409,.787,.107,2.5,.325,-0.9,38,0.3,.362,106,22741
Yainer Diaz,HOU,AAA,27,12,8.3%,16.7%,0.50,.182,.250,.182,.432,.000,1.6,.222,0.0,0,-1.6,.218,22,23003
Blake Hunt,SDP,AAA,27,156,10.3%,23.1%,0.44,.301,.381,.617,.997,.316,4.2,.326,-0.3,31,8.6,.422,131,23209
Jacob Amaya,ARI,AAA,27,293,14.3%,24.9%,0.58,.253,.361,.420,.781,.167,5.7,.323,-0.2,41,-1.6,.355,88,23296
Alek Thomas,LAD,AAA,26,265,9.1%,14.7%,0.62,.294,.359,.517,.876,.223,6.0,.317,0.0,44,5.5,.384,119,23792
Carlos Santana,ARI,AAA,40,41,12.2%,24.4%,0.50,.083,.195,.167,.362,.083,2.2,.080,0.0,-1,-6.6,.184,-18,2396
Osleivis Basabe,SFG,AAA,25,311,9.6%,10.9%,0.88,.268,.344,.388,.732,.120,4.7,.289,1.3,39,-6.7,.337,95,23985
Junior Perez,OAK,AAA,24,154,8.4%,33.1%,0.25,.210,.273,.384,.657,.174,7.9,.282,0.1,12,-9.9,.290,47,23989
Eddys Leonard,SFG,AAA,25,77,11.7%,19.5%,0.60,.176,.273,.382,.655,.206,1.7,.163,-0.1,6,-4.7,.293,68,24151
Jonathan Ornelas,OAK,AAA,26,28,14.3%,21.4%,0.67,.435,.536,.783,1.318,.348,6.1,.533,0.3,9,5.1,.562,216,24597
Michael Helman,TEX,AAA,30,152,9.9%,25.7%,0.38,.198,.291,.344,.634,.145,5.6,.241,0.8,13,-9.4,.293,62,24605
Ryan Fitzgerald,LAD,AAA,32,565,7.3%,17.2%,0.42,.310,.370,.468,.838,.159,5.7,.358,-0.7,89,6.7,.374,113,24622
