Player Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Source Report,Source League ID,Level_advanced,PA_advanced,BB%,K%,BB/K,AVG_advanced,OBP_advanced,SLG,OPS_advanced,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,Source Report_advanced,Level_batted,PA_batted,BABIP_batted,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB%,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,Source Report_batted,League Name,League Level,FGPts_est,Fantasy Points Formula,FGPts_per_game,AB_per_game,BA,OBP,SLP,OPS,BB_K_ratio,BB_pct,K_pct,Approach_score,Speed_score,HR_FB_pct,Estimated BIP,Estimated FB,Team League Max G,Player Team Game Share
Nick Becker,SEA,A,18,6,24,28,5,5,0,0,0,5,2,4,0,9,0,0,0,1,2,0,0.208333333,sa3069151,standard,8,A,28.0,0.142857142,0.321428571,0.444444444,0.208333333,0.321428571,0.208333333,0.529761904,0.0,6.683587573411891,0.333333333,0.3035006215795874,2.333038288089374,-1.38948557999458,0.2841215069804872,66.01922157161836,advanced,A,28.0,0.333333333,1.0,0.142857142,0.428571428,0.428571428,0.166666666,0.0,0.64285714,0.07142857,0.28571429,0.19417476,42.0,61.0,103.0,batted,California League,A,38.5,fantrax_hitting_categories,6.416666666666667,4.0,0.20833333333333334,0.32142857142857145,0.20833333333333334,0.5297619047619048,0.4444444444444444,0.142857142,0.321428571,0.23809523866666665,6.683587573411891,0.0,15.0,6.42857142,123,0.04878048780487805
Roldy Brito,COL,A,18,33,136,156,51,42,7,1,1,26,17,14,0,27,3,1,2,2,13,7,0.375,sa3023917,standard,8,A,156.0,0.089743589,0.173076923,0.518518518,0.375,0.441558441,0.463235294,0.904793735,0.088235294,6.358396580828572,0.458715596,-1.3281639395281672,31.854365958612416,11.114590122144673,0.4371946047652851,155.65735892869822,advanced,A,156.0,0.458715596,2.904761904,0.24074074,0.564814814,0.194444444,0.142857142,0.047619047,0.45454545,0.25454545,0.29090909,0.1344086,205.0,353.0,558.0,batted,California League,A,324.0,fantrax_hitting_categories,9.818181818181818,4.121212121212121,0.375,0.44155844155844154,0.4632352941176471,0.9047937356760887,0.5185185185185185,0.089743589,0.173076923,0.382241216,6.358396580828572,0.047619047,109.0,21.194444395999998,116,0.28448275862068967
Truitt Madonna,SDP,A,18,14,54,60,10,6,3,1,0,4,5,6,0,23,0,0,0,1,0,0,0.185185185,sa3069152,standard,8,A,60.0,0.1,0.383333333,0.260869565,0.185185185,0.266666666,0.277777777,0.544444443,0.092592592,3.58035714,0.322580645,-0.1286658458411693,4.348211526353191,-3.62862533382671,0.2703776816527048,55.147624936902574,advanced,A,60.0,0.322580645,2.714285714,0.161290322,0.612903225,0.225806451,0.285714285,0.0,0.23333333,0.23333333,0.53333333,0.18644068,87.0,149.0,236.0,batted,California League,A,49.0,fantrax_hitting_categories,3.5,3.857142857142857,0.18518518518518517,0.26666666666666666,0.2777777777777778,0.5444444444444445,0.2608695652173913,0.1,0.383333333,0.13478260878260867,3.58035714,0.0,31.0,6.999999980999999,107,0.1308411214953271
Ty Harvey,SDP,A,18,7,23,30,4,4,0,0,0,3,1,7,0,12,0,0,0,0,0,0,0.173913043,sa3069181,standard,8,A,30.0,0.233333333,0.4,0.583333333,0.173913043,0.366666666,0.173913043,0.540579709,0.0,1.22240259,0.363636363,-0.1179436920210719,3.119726755926469,-0.8686916741634816,0.3102957506974538,78.8876977295825,advanced,A,30.0,0.363636363,4.0,0.0,0.8,0.2,0.0,0.0,0.45454545,0.27272727,0.27272727,0.15254237,49.0,69.0,118.0,batted,California League,A,22.0,fantrax_hitting_categories,3.142857142857143,3.2857142857142856,0.17391304347826086,0.36666666666666664,0.17391304347826086,0.5405797101449274,0.5833333333333334,0.233333333,0.4,0.2138888890833333,1.22240259,0.0,11.0,2.2,107,0.06542056074766354
Wilder Dalis,COL,A,18,31,116,137,28,18,7,0,3,17,22,16,0,26,1,2,2,0,6,3,0.24137931,sa3022347,standard,8,A,137.0,0.116788321,0.189781021,0.615384615,0.24137931,0.333333333,0.379310344,0.712643677,0.137931034,4.5004289442546614,0.280898876,-0.5876568956300616,17.943598314854444,-0.2701791825563321,0.3444688589484603,100.51150623278652,advanced,A,137.0,0.280898876,1.212121212,0.17977528,0.449438202,0.370786516,0.151515151,0.09090909,0.39784946,0.32258065,0.27956989,0.09920635,203.0,301.0,504.0,batted,California League,A,254.0,fantrax_hitting_categories,8.193548387096774,3.7419354838709675,0.2413793103448276,0.3333333333333333,0.3793103448275862,0.7126436781609196,0.6153846153846154,0.116788321,0.189781021,0.4267265587692308,4.5004289442546614,0.09090909,89.0,32.999999924,116,0.2672413793103448
Carlos Virahonda,ARI,A,19,33,129,153,33,26,4,0,3,13,14,13,0,34,9,1,1,1,1,0,0.255813953,sa3021144,standard,8,A,153.0,0.08496732,0.222222222,0.382352941,0.255813953,0.361842105,0.356589147,0.718431252,0.100775194,2.5691358460168714,0.322580645,-0.3146633803844452,21.61918576283091,1.2782517693721624,0.3575466722249985,107.56914699997986,advanced,A,153.0,0.322580645,1.176470588,0.212765957,0.425531914,0.361702127,0.323529411,0.088235294,0.53061224,0.21428571,0.25510204,0.10969793,218.0,411.0,629.0,batted,California League,A,194.0,fantrax_hitting_categories,5.878787878787879,3.909090909090909,0.2558139534883721,0.3618421052631579,0.35658914728682173,0.7184312525499796,0.38235294117647056,0.08496732,0.222222222,0.26489811629411764,2.5691358460168714,0.088235294,93.0,33.638297811,105,0.3142857142857143
Derek Bernard,COL,A,19,72,252,290,76,52,17,1,6,46,33,32,0,70,3,1,2,2,13,6,0.301587301,sa3018477,standard,8,A,290.0,0.110344827,0.24137931,0.457142857,0.301587301,0.385416666,0.448412698,0.833829364,0.146825397,5.502381579612571,0.395480225,-1.1575904032215476,50.61820399023483,12.063492499365315,0.3996467161923647,133.32687979321443,advanced,A,290.0,0.395480225,3.548387096,0.207865168,0.617977528,0.174157303,0.129032258,0.193548387,0.38586957,0.25543478,0.35869565,0.14689781,414.0,682.0,1096.0,batted,California League,A,528.0,fantrax_hitting_categories,7.333333333333333,3.5,0.30158730158730157,0.3854166666666667,0.44841269841269843,0.8338293650793651,0.45714285714285713,0.110344827,0.24137931,0.2963546802285714,5.502381579612571,0.193548387,177.0,30.825842631000004,116,0.6206896551724138
Dylan Fien,OAK,A,19,73,295,337,69,53,11,2,3,35,38,27,0,70,10,5,0,6,0,0,0.233898305,sa3067509,standard,8,A,337.0,0.080118694,0.207715133,0.385714285,0.233898305,0.314540059,0.315254237,0.629794296,0.081355932,2.91839477125,0.290748898,-0.9649938438087702,35.437992025404846,-9.365241672605595,0.3117728314696858,75.46369050615087,advanced,A,337.0,0.290748898,1.413333333,0.199115044,0.469026548,0.331858407,0.226666666,0.04,0.37826087,0.24782609,0.37391304,0.10993177,473.0,846.0,1319.0,batted,California League,A,422.5,fantrax_hitting_categories,5.787671232876712,4.041095890410959,0.23389830508474577,0.314540059347181,0.3152542372881356,0.6297942966353166,0.38571428571428573,0.080118694,0.207715133,0.2746926667285714,2.91839477125,0.04,227.0,75.331858389,93,0.7849462365591398
Eduardo Quintero,LAD,A,19,81,317,395,97,59,18,6,14,73,53,65,1,88,6,6,0,4,35,11,0.30599369,sa3021208,standard,8,A,395.0,0.164556962,0.22278481,0.738636363,0.30599369,0.426395939,0.533123028,0.959518967,0.227129338,8.194862881339436,0.37556561,0.4381099855527282,83.88751774474132,31.373341748556964,0.4475523146964211,158.48549931996513,advanced,A,395.0,0.37556561,0.89010989,0.235555555,0.36,0.404444444,0.186813186,0.153846153,0.4212766,0.25106383,0.32765957,0.07951248,710.0,1013.0,1723.0,batted,California League,A,922.5,fantrax_hitting_categories,11.38888888888889,3.9135802469135803,0.305993690851735,0.4263959390862944,0.5331230283911672,0.9595189674774616,0.7386363636363636,0.164556962,0.22278481,0.45253164568181814,8.194862881339436,0.153846153,221.0,89.38222212400001,117,0.6923076923076923
Edwardo Espinal,LAA,A,19,52,170,194,36,27,9,0,0,20,13,15,0,57,4,1,2,0,4,0,0.211764705,sa3022414,standard,8,A,194.0,0.077319587,0.293814432,0.263157894,0.211764705,0.289473684,0.264705882,0.554179566,0.052941177,4.89568309560906,0.315789473,0.3067809361964464,15.558243971024124,-10.233528543557556,0.2801631431830557,60.5263751250916,advanced,A,194.0,0.315789473,1.113636363,0.169642857,0.4375,0.392857142,0.295454545,0.0,0.44827586,0.22413793,0.32758621,0.15994437,247.0,472.0,719.0,batted,California League,A,196.5,fantrax_hitting_categories,3.7788461538461537,3.269230769230769,0.21176470588235294,0.2894736842105263,0.2647058823529412,0.5541795665634675,0.2631578947368421,0.077319587,0.293814432,0.16549104763157893,4.89568309560906,0.0,114.0,44.785714188,125,0.416
Enyervert Perez,ARI,A,19,27,105,117,26,23,2,0,1,11,12,9,0,32,1,2,0,4,1,1,0.247619047,sa3022379,standard,8,A,117.0,0.076923076,0.273504273,0.28125,0.247619047,0.307692307,0.295238095,0.602930402,0.047619048,2.461218736755731,0.337837837,-0.6246249163523316,11.089108871130858,-4.465723006219949,0.2986293669439788,72.52984901810652,advanced,A,117.0,0.337837837,2.352941176,0.229729729,0.54054054,0.229729729,0.235294117,0.058823529,0.46666667,0.22666667,0.30666667,0.15186916,158.0,270.0,428.0,batted,California League,A,129.5,fantrax_hitting_categories,4.796296296296297,3.888888888888889,0.24761904761904763,0.3076923076923077,0.29523809523809524,0.602930402930403,0.28125,0.076923076,0.273504273,0.18269230809374998,2.461218736755731,0.058823529,74.0,16.999999946,105,0.2571428571428571
Felnin Celesten,SEA,A,19,93,383,424,109,83,19,2,5,52,55,37,0,96,2,2,0,7,20,8,0.2845953,sa3023381,standard,8,A,424.0,0.08726415,0.226415094,0.385416666,0.2845953,0.349056603,0.38381201,0.732868613,0.09921671,5.540437738460605,0.366197183,-1.0744534526020288,59.081329684601215,2.711682539329922,0.3550656406946902,108.21111458880698,advanced,A,424.0,0.366197183,1.417582417,0.23076923,0.451048951,0.318181818,0.241758241,0.054945054,0.40972222,0.26736111,0.32291667,0.13004484,607.0,954.0,1561.0,batted,California League,A,716.5,fantrax_hitting_categories,7.704301075268817,4.118279569892473,0.2845953002610966,0.3490566037735849,0.3838120104438642,0.7328686142174491,0.3854166666666667,0.08726415,0.226415094,0.26451945804166666,5.540437738460605,0.054945054,284.0,90.363636312,123,0.7560975609756098
JD Dix,ARI,A,19,50,188,230,49,39,7,2,1,34,15,38,0,51,3,1,0,3,19,4,0.260638297,sa3066859,standard,8,A,230.0,0.165217391,0.22173913,0.745098039,0.260638297,0.391304347,0.335106382,0.726410729,0.074468085,7.397946531203352,0.350364963,1.0590523779392242,34.448959088482376,3.8710844577927577,0.3682810197705808,113.95307784163391,advanced,A,230.0,0.350364963,1.191489361,0.219696969,0.424242424,0.356060606,0.042553191,0.021276595,0.35507246,0.29710145,0.34782609,0.08549784,391.0,533.0,924.0,batted,California League,A,385.5,fantrax_hitting_categories,7.71,3.76,0.26063829787234044,0.391304347826087,0.3351063829787234,0.7264107308048104,0.7450980392156863,0.165217391,0.22173913,0.45677749415686275,7.397946531203352,0.021276595,137.0,48.780303022,105,0.47619047619047616
Jesus Fernandez,OAK,A,19,20,72,77,13,11,2,0,0,4,6,3,0,11,1,0,1,4,1,1,0.180555555,sa3021123,standard,8,A,77.0,0.038961038,0.142857142,0.272727272,0.180555555,0.22368421,0.208333333,0.432017543,0.027777778,2.6766773118537186,0.213114754,-0.4316261475905776,2.354187614099749,-7.882753023131125,0.2173198343891846,19.290606991910835,advanced,A,77.0,0.213114754,2.466666666,0.133333333,0.616666666,0.25,0.533333333,0.0,0.44444444,0.31746032,0.23809524,0.06225681,83.0,174.0,257.0,batted,California League,A,64.5,fantrax_hitting_categories,3.225,3.6,0.18055555555555555,0.2236842105263158,0.20833333333333334,0.43201754385964913,0.2727272727272727,0.038961038,0.142857142,0.22314049636363634,2.6766773118537186,0.0,61.0,15.25,93,0.21505376344086022
Jesus Freitez,COL,A,19,4,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,sa3022392,standard,8,A,7.0,0.0,0.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714,0.0,0.0,-0.9872061973673272,-1.917837164388316,0.0,-100.0,advanced,A,7.0,0.0,2.0,0.333333333,0.666666666,0.0,0.0,0.0,0.33333333,0.33333333,0.33333333,0.09677419,11.0,20.0,31.0,batted,California League,A,-4.0,fantrax_hitting_categories,-1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.0,0.14285714,0.0,3.0,0.0,116,0.034482758620689655
Jesus Superlano,OAK,A,19,18,53,57,13,8,5,0,0,9,2,3,0,14,0,0,1,2,1,0,0.245283018,sa3021128,standard,8,A,57.0,0.052631578,0.245614035,0.214285714,0.245283018,0.285714285,0.339622641,0.625336926,0.094339623,5.435685084109598,0.333333333,0.0820563109591603,5.5038887108262085,-2.0741063063446976,0.3008845139827047,68.98819066569092,advanced,A,57.0,0.333333333,3.125,0.153846153,0.641025641,0.205128205,0.125,0.0,0.425,0.275,0.3,0.140625,59.0,133.0,192.0,batted,California League,A,63.0,fantrax_hitting_categories,3.5,2.9444444444444446,0.24528301886792453,0.2857142857142857,0.33962264150943394,0.6253369272237197,0.21428571428571427,0.052631578,0.245614035,0.15037594007142857,5.435685084109598,0.0,39.0,7.9999999950000005,93,0.1935483870967742
Joendry Vargas,LAD,A,19,29,122,137,27,19,3,1,4,14,22,11,0,41,1,3,0,2,17,2,0.221311475,sa3021067,standard,8,A,137.0,0.08029197,0.299270072,0.268292682,0.221311475,0.284671532,0.360655737,0.645327269,0.139344262,7.506058337929137,0.2875,2.126025595702231,13.850450042295408,-4.363327455115364,0.3066323912926834,74.67760681411019,advanced,A,137.0,0.2875,1.058823529,0.156626506,0.433734939,0.409638554,0.235294117,0.117647058,0.37647059,0.28235294,0.34117647,0.1796875,174.0,338.0,512.0,batted,California League,A,274.5,fantrax_hitting_categories,9.46551724137931,4.206896551724138,0.22131147540983606,0.2846715328467153,0.36065573770491804,0.6453272705516333,0.2682926829268293,0.08029197,0.299270072,0.16645896434146343,7.506058337929137,0.117647058,80.0,32.77108432,117,0.24786324786324787
Kale Fountain,SDP,A,19,34,123,148,24,20,2,0,2,16,16,17,0,34,5,3,0,4,9,1,0.195121951,sa3067321,standard,8,A,148.0,0.114864864,0.229729729,0.5,0.195121951,0.31081081,0.260162601,0.570973411,0.06504065,5.628214840507995,0.244444444,0.8788757231086493,13.533035619880204,-6.143161968563554,0.29440047773155,69.43446148092903,advanced,A,148.0,0.244444444,1.34375,0.137931034,0.494252873,0.367816091,0.40625,0.0625,0.44565217,0.20652174,0.34782609,0.09803922,215.0,346.0,561.0,batted,California League,A,214.0,fantrax_hitting_categories,6.294117647058823,3.6176470588235294,0.1951219512195122,0.3108108108108108,0.2601626016260163,0.5709734124368271,0.5,0.114864864,0.229729729,0.3277027035,5.628214840507995,0.0625,90.0,33.10344819,107,0.3177570093457944
Kayson Cunningham,ARI,A,19,11,47,52,12,11,1,0,0,2,4,3,0,15,1,1,0,1,1,1,0.255319148,sa3069148,standard,8,A,52.0,0.057692307,0.288461538,0.2,0.255319148,0.307692307,0.276595744,0.584288051,0.021276596,1.9750862409774743,0.363636363,-0.4316261475905776,4.641447023757811,-2.2718115883981036,0.2916386528657033,68.37233175681241,advanced,A,52.0,0.363636363,1.8,0.151515151,0.545454545,0.303030303,0.0,0.0,0.27272727,0.33333333,0.39393939,0.08173077,80.0,128.0,208.0,batted,California League,A,45.5,fantrax_hitting_categories,4.136363636363637,4.2727272727272725,0.2553191489361702,0.3076923076923077,0.2765957446808511,0.5842880523731588,0.2,0.057692307,0.288461538,0.130769231,1.9750862409774743,0.0,33.0,9.999999999,105,0.10476190476190476
Kellon Lindsey,LAD,A,19,28,118,142,33,24,7,0,2,29,19,22,0,45,1,1,0,0,10,2,0.279661016,sa3067042,standard,8,A,142.0,0.154929577,0.316901408,0.488888888,0.279661016,0.394366197,0.389830508,0.784196705,0.110169492,6.245282962913937,0.430555555,0.5544711137190461,23.29294916661282,4.414435264187054,0.3863359089468566,122.078880378259,advanced,A,142.0,0.430555555,1.52173913,0.205479452,0.479452054,0.315068493,0.260869565,0.086956521,0.36486486,0.33783784,0.2972973,0.12230216,228.0,328.0,556.0,batted,California League,A,284.0,fantrax_hitting_categories,10.142857142857142,4.214285714285714,0.2796610169491525,0.39436619718309857,0.3898305084745763,0.7841967056576749,0.4888888888888889,0.154929577,0.316901408,0.2582159628888889,6.245282962913937,0.086956521,72.0,22.684931496,117,0.23931623931623933
Lisbel Diaz,SFG,A,19,122,516,561,139,93,32,4,10,79,72,33,1,105,7,4,1,11,26,6,0.269379844,sa3022399,standard,8,A,561.0,0.058823529,0.187165775,0.314285714,0.269379844,0.319642857,0.405038759,0.724681616,0.135658915,6.823409556173768,0.318518518,0.9599127136170864,73.0093616967917,-1.5740629458903674,0.343413047585803,95.85705324567256,advanced,A,561.0,0.318518518,1.212328767,0.196517412,0.440298507,0.363184079,0.369863013,0.06849315,0.48792271,0.23671498,0.27536232,0.11615901,672.0,1265.0,1937.0,batted,California League,A,987.5,fantrax_hitting_categories,8.094262295081966,4.229508196721311,0.2693798449612403,0.3196428571428571,0.4050387596899225,0.7246816168327797,0.3142857142857143,0.058823529,0.187165775,0.23697479017142858,6.823409556173768,0.06849315,405.0,147.089551995,122,1.0
Rayner Arias,SFG,A,19,7,25,30,1,1,0,0,0,1,2,2,0,9,1,2,0,2,1,0,0.04,sa3021076,standard,8,A,30.0,0.066666666,0.3,0.222222222,0.04,0.133333333,0.04,0.173333333,0.0,5.7795578365840825,0.055555555,0.1571113876998424,-1.603388986386186,-5.591807416476136,0.1109160184860229,-42.41357273884433,advanced,A,30.0,0.055555555,1.285714285,0.058823529,0.529411764,0.411764705,0.428571428,0.0,0.44444444,0.27777778,0.27777778,0.15454545,42.0,68.0,110.0,batted,California League,A,11.5,fantrax_hitting_categories,1.6428571428571428,3.5714285714285716,0.04,0.13333333333333333,0.04,0.17333333333333334,0.2222222222222222,0.066666666,0.3,0.14074074088888888,5.7795578365840825,0.0,18.0,7.41176469,122,0.05737704918032787
