Player Name,Team,League Name,Source League ID,Age,AB,PA,Estimated BIP,Estimated FB,wRC+,LD% Weighted+,HR/FB% Weighted+,BB/K Weighted+,FB Quality+ K=100,LD + HR/FB Weighted+,LD + HR/FB + BB/K Weighted+
Chase Harlan,LAD,California League,8,18,104,123,69.0,25.628571399,103.224458083134,73.63059225651419,114.63628726565648,101.08547254608423,98.64323329107296,94.13343976108533,96.45078402275163
Ching-Hsien Ko,LAD,California League,8,18,114,138,82.0,26.320987628,88.36651374597396,110.10085507240328,79.1634089297084,111.33310692200345,79.1634089297084,94.63213200105584,100.19912364137171
Emil Morales,LAD,California League,8,18,124,143,87.0,29.325842637,160.01222323758677,120.86116894265604,133.57782007641265,98.18826666397837,112.60376471950327,127.21949450953434,117.54241856101568
Ethan Holliday,COL,California League,8,18,71,84,36.0,12.315789468,108.15341857165387,101.15895653995291,114.14461591569234,89.68153833494725,100.0,107.65178622782263,101.66170359686417
Hayden Alvarez,LAA,California League,8,18,62,76,54.0,13.245282972,156.12593645382117,94.45690514795368,88.30389873697882,119.74793818245854,88.30389873697882,91.38040194246625,100.83624735579701
Ivan Luciano,ARI,California League,8,18,14,14,9.0,1.999999998,76.09015592746803,105.38890364976565,98.03921568819685,95.23809523809524,100.0,101.71405966898125,99.55540485868592
Jhonny Level,SFG,California League,8,18,127,147,95.0,29.30851061,89.2527981289719,84.6868023664023,112.23459461134648,101.28571537131323,102.01893187551315,98.46069848887439,99.40237078302067
Jorge Quintana,SDP,California League,8,18,83,101,50.0,14.000000000000002,69.68525108507838,96.41447665290359,100.77597718072585,93.74688492840838,96.63570040269727,98.59522691681471,96.97911292067927
Marlon Quintero,LAA,California League,8,18,62,70,57.0,18.321428547,50.00783382504848,92.62326822701421,84.51554484087191,94.13260582901401,84.51554484087191,88.56940653394307,90.42380629896672
Max Durrington,OAK,California League,8,18,173,197,139.0,38.275362202,67.02530436550325,94.07840616941336,94.00441589448843,101.9466030928916,102.46563907925821,94.0414110319509,96.67647505226448
Nick Becker,SEA,California League,8,18,24,28,15.0,6.42857142,66.01922157161836,96.1949719899845,93.95973155119138,97.88149671965762,93.95973155119138,95.07735177058794,96.01206675361117
Roldy Brito,COL,California League,8,18,136,156,109.0,21.194444396,155.65735892869822,110.09605797861254,94.90734902878134,98.59927442400586,95.20916949624541,102.50170350369694,101.20089381046658
Truitt Madonna,SDP,California League,8,18,54,60,31.0,6.999999980999999,55.147624936902574,95.25942104271299,93.45794394182899,88.2846821220423,93.45794394182899,94.35868249227099,92.33401570219475
Ty Harvey,SDP,California League,8,18,23,30,11.0,2.2,78.8876977295825,90.09009009009009,97.84735812133073,101.13053662731106,100.0,93.96872410571041,96.35599494624397
Wilder Dalis,COL,California League,8,18,116,137,89.0,32.999999924,100.51150623278652,94.88227137565838,108.76228703705806,103.83450711588097,107.61455891816446,101.82227920635822,102.4930218428658
Carlos Virahonda,ARI,California League,8,19,129,153,93.0,33.638297811,107.56914699997986,102.64480804965065,107.88733736769184,90.46807031327104,89.78154021849235,105.26607270867125,100.33340524353785
Derek Bernard,COL,California League,8,19,252,290,177.0,30.825842631000004,133.32687979321443,101.95459886369164,144.3185473582123,91.87854121279355,153.42148374938347,123.13657311095197,112.71722914489915
Dylan Fien,OAK,California League,8,19,295,337,227.0,75.331858389,75.46369050615087,99.11185954174806,82.61557649525847,85.62450185088503,73.5496745601602,90.86371801850326,89.11731262929719
Eduardo Quintero,LAD,California League,8,19,317,395,221.0,89.38222212400001,158.48549931996513,111.5578856690919,160.88098303429277,121.52234386652478,137.4633661471498,136.21943435169234,131.32040418996982
Edwardo Espinal,LAA,California League,8,19,170,194,114.0,44.785714188,60.5263751250916,91.53437665215368,69.06758761444719,78.36110994139588,69.06758761444719,80.30098213330044,79.65435806933225
Enyervert Perez,ARI,California League,8,19,105,117,74.0,16.999999946,72.52984901810652,105.91118468962125,98.1919777580222,85.93444369917859,93.38216762524442,102.05158122382173,96.67920204894068
Felnin Celesten,SEA,California League,8,19,383,424,284.0,90.363636312,108.21111458880698,110.66083741917092,91.3528609669519,83.3035154345765,76.02979022424132,101.00684919306141,95.1057379402331
JD Dix,ARI,California League,8,19,188,230,137.0,48.780303022,113.95307784163391,105.15921275006279,77.5965785297243,117.31750955310174,102.92047828194616,91.37789563989355,100.02443361096294
Jesus Fernandez,OAK,California League,8,19,72,77,61.0,15.25,19.290606991910835,87.15826645443632,86.76789587852494,93.86747409648288,86.76789587852494,86.96308116648063,89.26454547648139
Jesus Freitez,COL,California League,8,19,7,7,3.0,0.0,-100.0,101.90094012240924,100.0,96.15384615384616,100.0,100.95047006120461,99.35159542541847
Jesus Superlano,OAK,California League,8,19,53,57,39.0,7.999999995,68.98819066569092,93.3437480738302,92.59259259687929,91.18554041465298,92.59259259687929,92.96817033535474,92.3739603617875
Joendry Vargas,LAD,California League,8,19,122,137,80.0,32.77108432,74.67760681411019,90.0688558466385,118.53971388340341,82.63804618145215,102.19858032729647,104.30428486502095,97.08220530383134
Kale Fountain,SDP,California League,8,19,123,148,90.0,33.10344819,69.43446148092903,85.02483834713567,98.26623949871815,97.22488476556813,83.46362575070863,91.6455389229269,93.505320870474
Kayson Cunningham,ARI,California League,8,19,47,52,33.0,9.999999999,68.37233175681241,93.82694854955787,90.90909090991735,90.34611078715946,100.0,92.36801972973761,91.69405008221156
Kellon Lindsey,LAD,California League,8,19,118,142,72.0,22.684931496,122.078880378259,100.78532809887506,105.44198758865004,95.8852569465595,94.93455353171512,103.11365784376255,100.7041908780282
Lisbel Diaz,SFG,California League,8,19,516,561,405.0,147.089551995,95.85705324567256,97.94108467396137,101.16046149351378,75.46874578628626,64.4827734076743,99.55077308373757,91.5234306512538
Rayner Arias,SFG,California League,8,19,25,30,18.0,7.41176469,-42.41357273884433,89.19458770358956,93.09967142669053,94.13260582901401,93.09967142669053,91.14712956514005,92.1422883197647
Raynerd Ortega,LAD,California League,8,19,87,95,47.0,28.775510159,70.54022427565076,97.14314312928276,122.00170265417182,79.47161093543372,110.10238816599515,109.57242289172729,99.5388189062961
Robert Calaz,COL,California League,8,19,371,424,256.0,89.256704768,105.52864651350254,82.73020296280397,129.97937425206885,77.23300408355335,106.9042184511091,106.3547886074364,96.64752709947538
Slade Caldwell,ARI,California League,8,19,163,216,99.0,23.76,160.9928240915273,119.31401112382642,116.52173869080914,115.5775386247431,112.16437253737946,117.91787490731778,117.13776281312623
Yassel Soler,ARI,California League,8,19,342,403,245.0,85.896414205,106.9043501318948,92.10878305834015,147.5798655071898,91.84364234878441,96.92692456484572,119.84432428276497,110.51076363810478
Yeiker Reyes,COL,California League,8,19,329,381,233.0,67.74449323399999,74.94445633949975,92.6875837643583,77.83032223721419,89.13544361834907,74.2754283646074,85.25895300078625,86.55111653997386
Yerald Nin,ARI,California League,8,19,394,457,297.0,83.97931014000001,83.9220830203542,104.48712642780677,62.63959602275972,92.89164798621161,60.20240543081738,83.56336122528324,86.67279014559271
Yimy Tovar,SDP,California League,8,19,22,23,19.0,5.2777777630000005,169.86490738388966,101.62491096088681,94.98680740119603,98.50726877807983,94.98680740119603,98.30585918104143,98.37299571338757
Abdias De La Cruz,ARI,California League,8,20,352,409,249.0,110.999999868,75.10805578734832,89.74001093703275,61.50200387046563,88.2206843763353,55.29578739163662,75.62100740374919,79.82089972794456
Alberto Barriga,ARI,California League,8,20,341,410,221.0,86.999999918,83.4356536182169,105.29049213120135,85.31468217922114,88.9257427289864,65.75913276938404,95.30258715521124,93.17697234646964
Bryan Andrade,OAK,California League,8,20,129,152,100.0,30.927835,82.57301516569906,111.33569059104585,88.09812121711053,112.38983860648216,83.72828909145554,99.71690590407819,103.94121680487952
Carlos Gutierrez,SFG,California League,8,20,248,293,206.0,46.450980376,150.46920568671956,117.7588052650909,88.80861185293534,130.36472915288937,88.02110242663137,103.28370855901312,112.31071542363854
Carlos Pacheco,OAK,California League,8,20,115,141,73.0,31.430555515,68.71179928340796,89.76596459181546,87.56817934343435,97.71216320787045,79.34135097225399,88.6670719676249,91.68210238104008
Cesar Gonzalez,OAK,California League,8,20,39,46,29.0,10.999999976,37.853194431605495,92.89292500367937,90.09009010956903,96.58347008452229,90.09009010956903,91.4915075566242,93.1888283992569
Cobb Hightower,SDP,California League,8,20,159,190,127.0,38.919354724,99.53025955075834,97.74011462786845,82.95800510722012,124.41725008485595,77.06942523397207,90.34905986754428,101.70512327331484
Dario Laverde,LAA,California League,8,20,334,374,251.0,88.052419201,73.22472797976111,108.54839016626988,85.22021651776646,84.20228784065425,73.57430975614561,96.88430334201817,92.65696484156354
Dario Reynoso,SFG,California League,8,20,47,57,25.0,8.0,45.160739263517215,107.76462265382114,92.5925925925926,95.985340461733,92.5925925925926,100.17860762320686,98.78085190271558
Eduardo Guerrero,LAD,California League,8,20,257,330,206.0,70.019704262,104.20153546062896,86.9381960798317,85.46877012750844,167.52592453776896,85.7277212189511,86.20348310367007,113.31096358170304
Eliezer Rivero,LAA,California League,8,20,15,16,9.0,2.25,31.005833827965123,101.97745756407234,97.79951100244499,95.4594528860305,100.0,99.88848428325866,98.4121404841826
Emil Turbi,SDP,California League,8,20,7,7,3.0,0.999999999,-23.140356568601497,101.90094012240924,99.0099009910793,96.15384615384616,100.0,100.45542055674427,99.0215624224449
German Ortiz,OAK,California League,8,20,111,126,76.0,21.71428566,57.437546933553016,90.4615383196506,82.1596244497895,89.68065366152541,82.1596244497895,86.31058138472005,87.43393881032183
Jaron Elkins,LAD,California League,8,20,447,515,291.0,111.696969453,110.02552711723696,116.27108331156505,109.2388014909202,69.42978583563456,98.95357665449643,112.75494240124263,98.31322354603994
John Wimmer,LAA,California League,8,20,321,359,188.0,65.03783766,80.3274180133086,102.95011948830107,88.08765342760054,64.53021983766536,112.09386271287853,95.5188864579508,85.18933091785566
Jonathan Linares,LAA,California League,8,20,106,122,68.0,26.22857138,77.99172809577989,96.79289105256645,113.58602610424126,87.4126448313759,147.10982585469446,105.18945857840384,99.2638539960612
Jose Alpuria,ARI,California League,8,20,246,297,165.0,46.28048766,81.81102654384182,99.85305461650238,99.07413061018246,83.67684425462792,87.15618940324936,99.46359261334243,94.20134316043759
Jose Ortiz,SFG,California League,8,20,52,66,40.0,9.4736842,134.4861122071816,123.61771166583577,91.34615385493713,101.13053662731106,91.34615385493713,107.48193276038646,105.364800716028
Juan Perez,SFG,California League,8,20,201,237,131.0,33.269841142999994,54.08626254782365,99.0769815515036,75.03573137203557,84.49710333730994,75.03573137203557,87.05635646176958,86.20327208694971
Kelvin Hidalgo,COL,California League,8,20,449,506,324.0,80.747663292,85.20278148597869,90.85975349842703,96.88568563470263,71.7648972932281,80.93290869729452,93.87271956656483,86.50344547545258
Kevyn Castillo,LAA,California League,8,20,158,192,119.0,19.669421464,124.6505791325352,112.45687354455274,108.0285783754421,112.75474063547763,97.88396751129363,110.24272595999741,111.08006418515748
Luis Rodriguez,LAA,California League,8,20,3,6,,,78.24282660938499,100.0,100.0,101.06561792667388,100.0,100.0,100.35520597555796
Luke Stevenson,SEA,California League,8,20,75,100,55.0,18.333333315,154.08651241033022,110.12706823276903,97.31852529110634,136.14740099731628,89.32789664781133,103.72279676193769,114.53099817373055
Mairoshendrick Martinus,LAD,California League,8,20,348,394,243.0,94.610655666,83.97101886357042,104.01100200986963,97.08701078064664,76.95541261826784,157.27616163300803,100.54900639525813,92.68447513626137
Myles Naylor,OAK,California League,8,20,287,345,144.0,60.164383535999995,78.0973722406586,97.09894513553293,126.59806251765391,81.00979950743987,98.23224950727042,111.84850382659343,101.56893572020891
Nico Perez,LAD,California League,8,20,207,251,155.0,70.45454537,117.1478969202038,99.88041200737055,85.03369679759888,107.96516160518804,72.88195907209926,92.45705440248472,97.62642347005249
Oswaldo Osorio,LAD,California League,8,20,159,201,85.0,45.919540225,69.38592717028068,93.32966522698042,118.36125197976341,97.83549851743075,94.89413740672236,105.84545860337192,103.17547190805821
Roynier Hernandez,COL,California League,8,20,287,323,240.0,42.59740248,105.84224192363472,109.70888343600855,70.1275046114711,102.85496269333073,70.1275046114711,89.91819402373983,94.2304502469368
Ruben Santana,ARI,California League,8,20,316,366,212.0,79.13364046800001,94.10279973790294,95.70285462536334,120.76637539021405,84.42255628777589,101.10490696928295,108.2346150077887,100.29726210111777
Ryan Reckley,SFG,California League,8,20,146,170,100.0,28.282828199999997,43.90688833759495,100.08048818731001,77.95275595584351,93.46729480673402,77.95275595584351,89.01662207157676,90.5001796499625
Samuel Munoz,LAD,California League,8,20,375,451,273.0,107.634408336,109.89798488047434,94.44234801457361,125.3210703448346,109.69768670737419,102.16289405217921,109.8817091797041,109.82036835559414
Victor Rodrigues,LAD,California League,8,20,240,312,201.0,54.630769071,133.28567979290693,104.53218941288691,74.59227061937902,193.17790652240046,69.80042410928911,89.56223001613296,124.10078885155546
Yendry Rojas,SDP,California League,8,20,231,266,180.0,54.9152541,59.9617219947624,100.54002159971103,64.55142237668124,97.73094285341791,64.55142237668124,82.54572198819614,87.60746227660339
Yoiber Ocopio,SDP,California League,8,20,42,50,28.0,14.0,77.13978966772561,111.49594061460424,87.71929824561404,93.53149803834594,87.71929824561404,99.60761943010914,97.58224563285474
Adrian De Leon,ARI,California League,8,21,194,240,123.0,56.999999982,70.49891782566591,100.42565379312879,92.13620472912076,89.3898677662851,79.51013119787154,96.28092926112478,93.98390876284488
Adrian Rodriguez,ARI,California League,8,21,277,329,192.0,67.047619008,75.21265534677397,104.96688869754868,77.96684324791741,93.01471084632783,69.06569864890199,91.46686597273305,91.9828142639313
Aiden Taurek,SEA,California League,8,21,110,124,96.0,33.032258016,130.38467078312502,105.8550808001185,75.16973814574571,108.24145514449037,75.16973814574571,90.5124094729321,96.42209136345154
Alexander Benua,ARI,California League,8,21,172,204,119.0,36.999999911,102.85533925471849,118.10729980748388,105.58674610796587,91.21730856330583,84.02256455707995,111.84702295772487,104.97045149291853
Andy Perez,COL,California League,8,21,46,49,32.0,9.696969696,46.7190778530626,101.25309700455063,117.47556079457956,89.45339912662833,103.99646220201629,109.3643288995651,102.72735230858616
Angel Diaz,LAD,California League,8,21,129,147,86.0,30.57777773,86.7529322791761,117.44105066838667,120.15237609837784,88.21079586300667,178.5954376062195,118.79671338338225,108.60140754325705
Cam Maldonado,SFG,California League,8,21,59,71,42.0,11.99999997,92.33876958015746,108.82933200917715,89.28571430963011,102.7380972162715,89.28571430963011,99.05752315940363,100.28438117835958
Cameron Decker,LAD,California League,8,21,20,25,16.0,5.0,91.35771926247152,103.30333907254996,95.23809523809524,100.75112435660269,95.23809523809524,99.2707171553226,99.76418622241596
Cardell Thibodeaux,SDP,California League,8,21,65,74,48.0,21.0,11.1388099970101,80.96748192218274,82.64462809917356,99.41861332283526,82.64462809917356,81.80605501067815,87.67690778139718
Carlos Avila,LAD,California League,8,21,18,21,14.0,2.9999999959999997,188.93995635222808,100.76658330990051,97.08737864454709,102.46473424881955,100.0,98.92698097722379,100.1062320677557
Charles Davalan,LAD,California League,8,21,34,37,28.0,5.999999991999999,243.4431381789957,105.23888931037219,108.38171132511422,100.75112435660269,100.0,106.81030031774321,104.79057499736304
Daniel Montesino,SDP,California League,8,21,12,12,4.0,1.0,-38.69099469157213,96.15384615384616,99.00990099009901,92.5925925925926,100.0,97.58187357197258,95.91877991217926
Dervy Ventura,SEA,California League,8,21,366,440,271.0,89.318351794,117.21433869899818,108.3381941895706,76.76108101102119,114.98356822650166,76.53556121791762,92.5496376002959,100.02761447569782
Devin Taylor,OAK,California League,8,21,106,129,64.0,31.058823488,134.68421137781243,92.27411841833931,140.43639784046064,101.53687358752933,138.24396924783673,116.35525812939997,111.41579661544309
Dylan Grego,SDP,California League,8,21,122,138,88.0,28.999999952000003,94.6484414588208,84.83809564564834,112.13476111147673,93.79647372870423,102.00245752212966,98.48642837856254,96.9231101619431
Edgar Alfonso,LAA,California League,8,21,12,16,10.0,5.0,154.68827963561742,99.92357878370815,95.23809523809524,108.35002128739717,100.0,97.58083701090169,101.17056510306685
Felix Tena,COL,California League,8,21,178,202,140.0,30.21582732,34.820667001811195,95.76440244684139,88.3085411639974,88.94237836603827,89.43125495963142,92.0364718054194,91.0051073256257
Gavin Kilen,SFG,California League,8,21,39,43,34.0,6.999999968,57.6234961883195,115.32660560636356,93.45794395318369,100.75112435660269,93.45794395318369,104.39227477977363,103.17855797204999
Gavin Turley,OAK,California League,8,21,107,125,71.0,36.459459423000006,105.7934835810202,94.64362851231752,115.14389344764386,92.08207477580137,99.14679603560516,104.8937609799807,100.62319891192094
George Bilecki,SDP,California League,8,21,47,53,30.0,14.4827586,20.4313353289894,100.59507417675299,87.34939760614748,93.41570594320962,87.34939760614748,93.97223589145023,93.78672590870336
Gio Cueto,LAD,California League,8,21,88,110,56.0,17.309090904,123.52583354819636,122.350024166936,98.16395509010695,100.21592048544578,90.60136000333203,110.25698962852147,106.90996658082958
Jake Munroe,LAA,California League,8,21,45,56,36.0,12.342857112,96.5017293749871,88.5283075185886,89.01322484642276,104.14057162233932,89.01322484642276,88.77076618250568,93.89403466245022
Jakey Josepha,ARI,California League,8,21,234,276,163.0,43.99999995,99.75143872520336,96.46274456188992,121.12713189992948,97.20073223038744,106.41920741676988,108.79493823090971,104.9302028974023
Jean Carlos Sio,SFG,California League,8,21,334,385,284.0,81.286219004,128.6656316607722,118.03636018198264,96.35925457433964,140.0425039140671,85.68176655954866,107.19780737816114,118.14603955679645
Jorge Ruiz,LAA,California League,8,21,478,550,389.0,99.535247797,103.91268675887964,97.6836223712785,57.69296087012362,96.38179826820326,54.29545148151282,77.68829162070107,83.91946050320179
Jose Astudillo,SFG,California League,8,21,70,78,62.0,18.999999944,107.59986152338833,104.57503484330248,84.03361348492338,98.92828030588437,84.03361348492338,94.30432416411293,95.84564287803674
Kasen Wells,SDP,California League,8,21,193,227,151.0,38.743420997,115.3483638225768,102.63394549628961,93.39064643876146,111.53444951937384,83.1343556247343,98.01229596752555,102.5196804848083
Korbyn Dickerson,SEA,California League,8,21,7,9,5.0,3.0,219.17796346950936,99.95996983908523,97.0873786407767,99.76068395179942,97.0873786407767,98.52367423993097,98.93601081055378
Lamar King Jr.,SDP,California League,8,21,311,359,243.0,91.999999989,118.24557521197138,108.65546866848048,83.09294537114216,101.328364775288,75.27659346036728,95.87420701981132,97.69225960497022
Landyn Vidourek,LAD,California League,8,21,67,74,41.0,18.547619032,130.1173897318645,105.24766995800545,96.61115015512662,88.21787881533662,91.17002842524342,100.92941005656604,96.69223297615623
Lorenzo Meola,SFG,California League,8,21,66,70,46.0,14.375,108.66682680844596,97.78251839398327,124.84657089974957,90.14079972483182,169.558649956617,111.31454464686641,104.25662967285488
Matt Klein,COL,California League,8,21,22,28,14.0,2.9999999959999997,115.0227372585298,92.06839324674709,97.08737864454709,99.11965882269074,100.0,94.5778859456471,96.09181023799498
Nomar Diaz,SFG,California League,8,21,42,52,26.0,7.42857141,77.51036711323349,97.6342369890198,118.81648705453037,106.02308267606824,100.61594304100385,108.22536202177508,107.49126890653947
Pedro Pineda,OAK,California League,8,21,190,222,116.0,44.19047608,119.3490742192612,94.8995424313084,164.3887730046261,88.6202195745612,130.03851639006385,129.64415771796726,115.96951167016523
Raudi Rodriguez,LAA,California League,8,21,481,560,342.0,130.937142564,130.262226358694,102.63777441086411,131.47366200652584,92.72750652844499,176.29871231688605,117.05571820869497,108.9463143152783
Ricardo Cova,SEA,California League,8,21,344,377,269.0,87.298112969,100.25801979026949,89.83985263065526,101.79265588104866,74.07907896472477,85.45032643298754,95.81625425585196,88.57052915880956
Roger Lasso,LAD,California League,8,21,125,144,91.0,30.333333303,71.01748991681987,102.22412588630321,76.72634272885446,87.4126448313759,76.72634272885446,89.47523430757883,88.78770448217786
Ryan Wideman,SDP,California League,8,21,96,112,65.0,9.43548385,77.89276929357537,98.40875167426385,91.37803981117044,90.47815914853295,91.37803981117044,94.89339574271715,93.42165021132242
Spence Coffman,SDP,California League,8,21,16,17,11.0,2.999999992,23.382100396932582,94.55672818149532,97.08737864831747,96.41773922290822,97.08737864831747,95.82205341490639,96.02061535090701
Starlin Aguilar,SEA,California League,8,21,136,148,81.0,31.3875,36.61386363258325,94.07690668093079,87.58114090773178,72.69784608221406,83.54422411043095,90.82902379433128,84.7852978902922
Tanner Thach,COL,California League,8,21,68,80,48.0,16.999999968,119.62333002709212,94.3673962767979,110.91387001858286,95.17217752718153,101.2942497423872,102.64063314769038,100.1511479408541
Trevor Cohen,SFG,California League,8,21,107,130,92.0,13.849462328,139.173398078297,113.39154384779117,100.76864834265676,137.52932112748587,101.08357001912425,107.08009609522396,117.2298377726446
Victor Figueroa,SDP,California League,8,21,195,232,142.0,52.520547846,129.18352648186735,103.09344667882728,132.00694409104284,114.67537566202954,140.56965930840042,117.55019538493505,116.59192214396654
Walker Martin,SFG,California League,8,21,406,482,258.0,87.622641378,105.98934006928486,106.13580470811961,145.98303508397518,94.91963255824834,188.9290303455823,126.05941989604739,115.6794907834477
Ali Camarillo,OAK,California League,8,22,311,354,253.0,97.868312575,79.86037193302846,92.67082060030097,58.37071476040184,97.45339456170625,55.92537248334756,75.52076768035141,82.83164330746969
Austin St. Laurent,SEA,California League,8,22,443,521,346.0,82.42941172399999,101.97617820098093,102.74165772893171,88.02809444696359,120.30958018567334,74.4993463876916,95.38487608794765,103.69311078718954
Bobby Blandford,OAK,California League,8,22,105,130,64.0,25.043478208,124.20492524517994,105.84092921283728,135.17705718845673,97.01693308070999,134.5016609144855,120.50899320064701,112.67830649400133
Bobby Boser,OAK,California League,8,22,114,144,70.0,27.60563379,96.52924161345044,87.5772810382428,101.36695317879453,98.49917048255512,91.82962266812324,94.47211710851866,95.81446823319747
Bradley Frye,SDP,California League,8,22,44,50,29.0,5.999999979,29.263596797989795,96.73631134908801,94.33962266019935,90.34611078715946,94.33962266019935,95.53796700464369,93.80734826548228
Bryan Arendt,OAK,California League,8,22,59,71,38.0,12.324324312,42.26699266287587,83.53326261600652,102.6375200313447,94.18710941039487,96.99419514296925,93.08539132367562,93.45263068591537
Carlos Franco,OAK,California League,8,22,231,250,187.0,65.59685858,70.76823653581786,87.27464518645539,86.78829056679123,86.79765370628459,78.87655354256157,87.03146787662331,86.95352981984372
Carlos Jimenez,SEA,California League,8,22,418,489,292.0,116.026489956,118.45718587689208,102.55337308171846,139.55901591188848,96.77870899327829,155.47855105863536,121.05619449680347,112.96369932896175
Carlos Rodriguez,SDP,California League,8,22,152,189,114.0,43.380530922,138.19440558856442,95.81248913613769,111.63673594249862,123.29816794105147,107.40222434714467,103.72461253931814,110.24913100656259
Carter Dorighi,SEA,California League,8,22,304,348,238.0,53.11587967,117.76554929233671,110.4957320404805,65.31001240075364,95.85106534258206,65.31001240075364,87.90287222061707,90.55226992793872
Cesar Quintas,SEA,California League,8,22,294,352,214.0,85.19431271,114.78510014455038,92.70111737346923,94.75518712656084,83.58777972462372,74.0374748754611,93.72815225001503,90.3480280748846
Christian Moore,LAA,California League,8,22,11,16,8.0,3.555555552,289.3553364874779,100.75385732688316,109.34301636465601,123.48057833718666,100.0,105.04843684576959,111.19248400957527
Dakota Jordan,SFG,California League,8,22,370,416,265.0,81.462962855,135.37342854639837,103.38925581018326,167.81695669944787,83.78135460739875,207.2133513074407,135.60310625481557,118.32918903900998
Davis Diaz,OAK,California League,8,22,152,190,127.0,48.528455267000005,109.71774134300038,93.66628512256013,67.32716624584592,132.71978904298118,67.32716624584592,80.49672568420303,97.90441347046242
Diosfran Cabeza,ARI,California League,8,22,137,160,104.0,25.490196056,97.70808954821511,91.14613597758103,91.78124894197322,101.08547254608423,86.00802363471455,91.46369245977712,94.67095248854616
Elian Rayo,SFG,California League,8,22,142,165,105.0,50.970873765,63.963733389750786,90.69369374351803,86.3393502020022,86.75791704350507,84.6226460168566,88.5165219727601,87.9303203296751
Elijah Hainline,LAD,California League,8,22,235,291,163.0,47.707316938,141.38381978542537,109.22205284420103,107.76407007385956,113.4465305616692,93.2836602108335,108.49306145903029,110.1442178265766
Francisco Garcia,COL,California League,8,22,138,149,91.0,35.159090876,20.194424072555243,84.5674762199995,96.76307165811411,75.03599657574229,88.15199908588326,90.66527393905682,85.45551481795196
George Feliz,SEA,California League,8,22,152,165,90.0,33.37078644,74.04907945982998,105.40711408020513,97.55038338054018,69.97562080567435,85.87886183644191,101.47874873037266,90.97770608880656
Jackson Nicklaus,LAD,California League,8,22,170,210,87.0,35.373626322,83.11572948302705,81.3584983151985,115.91724726782047,93.6906448703698,106.39297632380266,98.6378727915095,96.98879681779626
Jacob Humphrey,COL,California League,8,22,30,39,22.0,10.476190472,110.9552209265958,107.51178056444508,90.51724138274376,111.52647788830717,90.51724138274376,99.01451097359441,103.185166611832
Jakob Christian,SFG,California League,8,22,272,318,179.0,66.403225639,119.29354306617604,99.11863457490331,146.1776974267747,80.91318469222452,349.82528466624547,122.64816600083901,108.73650556463417
Javier Francisco,SFG,California League,8,22,8,9,7.0,2.9999999959999997,-57.17335845622095,93.45794392523365,97.08737864454709,101.63856793510249,100.0,95.27266128489038,97.39463016829443
Jeremiah Jenkins,SFG,California League,8,22,187,217,146.0,55.85234891,92.8183543178907,95.94634836001309,101.59596307705579,106.09935728704642,82.52981351480604,98.77115571853443,101.21388957470509
Johan Macias,LAA,California League,8,22,407,475,343.0,126.693693567,97.95827562864248,91.7407168912192,57.638655820033335,104.95829611898273,50.19896632548404,74.68968635562626,84.77922294341175
Jose D. Hernandez,LAD,California League,8,22,10,11,7.0,0.875,384.409695484386,105.62118398969967,112.04365533176531,99.76068395179942,100.0,108.83241966073248,105.8085077577548
Jose Meza,LAD,California League,8,22,428,531,302.0,118.607260446,100.29338801046546,90.02614055689331,100.0350662783007,111.75077300773044,82.10641007965786,95.030603417597,100.60399328097482
Jose Ramos,SFG,California League,8,22,107,130,75.0,30.999999975,97.06445251003834,110.97222752331488,110.4227801256195,113.25922228418239,87.38102068335617,110.69750382446719,111.55140997770559
Joseph Rodriguez,OAK,California League,8,22,20,21,11.0,1.999999991,-5.49816234623669,99.02336632203357,98.03921569492503,92.76330267363866,100.0,98.5312910084793,96.60862823019909
Juan Castillo,COL,California League,8,22,222,250,166.0,54.345238032,78.00311495090001,91.00353441646465,93.3765435275216,91.93064480858354,80.12842765266714,92.19003897199312,92.10357425085658
Juan Corniel,ARI,California League,8,22,139,164,99.0,24.244897941,79.26708998120675,108.13913374664963,80.48620237708823,92.00183361092934,80.48620237708823,94.31266806186893,93.54238991155573
Justin DeCriscio,SDP,California League,8,22,42,49,35.0,10.606060605,67.54886665135949,85.75952120209381,104.68387651017187,105.24952411105478,100.85414230113183,95.22169885613283,98.56430727444014
Kavares Tears,SDP,California League,8,22,410,475,265.0,77.94117645499999,95.68308262989385,116.064391187,162.14358571518383,84.87047724731934,262.91255225398817,139.1039884510919,121.02615138316771
Luis Freitez,OAK,California League,8,22,187,219,129.0,37.880952297,66.79560443383451,90.21673305282256,94.63092401482483,94.7866479186962,87.48677320620625,92.4238285338237,93.21143499544786
Luis Mendez,COL,California League,8,22,23,25,13.0,1.18181817,10.86317022275138,109.23687471945922,98.83198563598218,93.21929210050486,98.83198563598218,104.03443017772071,100.42938415198209
Mario Gomez,OAK,California League,8,22,11,13,6.0,1.999999998,-37.60735441313389,99.01695123698832,98.03921568819685,96.41773922290822,98.03921568819685,98.52808346259258,97.82463538269779
Mike Sirota,LAD,California League,8,22,99,115,67.0,22.971428514,197.15161402040053,111.0291685535653,162.4173324169708,102.89719394689605,366.139092557676,136.72325048526804,125.44789830581071
Modeifi Marte,ARI,California League,8,22,210,237,169.0,51.303571332,103.0990230917234,107.62982960506925,75.98843293881131,101.94636719296035,74.29852212841546,91.80913127194029,95.1882099122803
