Source League ID,League Name,League Level,Age,Players,Total G,Total PA,Total AB,FGPts_per_game,BB_K_ratio,Speed_score,HR_IFFB_ratio,LD%,2B_3B_pct,wRC+
2,International League,AAA,20,3.0,129.0,506.0,435.0,7.51937984496124,0.5040650406504065,3.2667607246147288,1.6262845824857972,0.19542211488537548,0.06206896551724138,119.79607139862149
2,International League,AAA,21,17.0,590.0,2584.0,2242.0,8.235593220338982,0.5705882352941176,4.7143897143343905,1.4247438328491397,0.24025369405611458,0.06289027653880463,122.07382157178924
2,International League,AAA,22,28.0,1622.0,6955.0,6052.0,7.6424167694204685,0.4701492537313433,5.579877861332879,1.085324354296504,0.2402072785525521,0.054692663582286846,109.60588089066758
2,International League,AAA,23,54.0,2523.0,10357.0,9015.0,6.759413396749901,0.44797458300238285,4.945822226191418,0.9000092524940475,0.2431859166284638,0.05701608430393788,101.53621115955436
2,International League,AAA,24,80.0,3464.0,13646.0,11792.0,6.563366050808314,0.4796147672552167,5.032347768296449,0.8096164175132217,0.2327972390831013,0.05418928086838535,102.76032908917148
2,International League,AAA,25,83.0,3745.0,14691.0,12827.0,6.365554072096129,0.4302162313956754,4.82957927525322,0.7571510090528839,0.2440642486892655,0.056833242379356046,99.66550468313757
2,International League,AAA,26,87.0,4274.0,16695.0,14479.0,6.4195133364529715,0.46266029670605985,5.115625690048185,0.8702611450529973,0.2382338436460018,0.054354582498791354,99.95295010891705
2,International League,AAA,27,77.0,3719.0,13740.0,11874.0,6.071390158644797,0.4866013071895425,5.090708090756607,0.7212563823314396,0.23419656082365356,0.05566784571332323,96.77679005368326
2,International League,AAA,28,53.0,2129.0,8323.0,7236.0,6.18529826209488,0.4243452958292919,4.97477307510523,0.7109304499151343,0.23619313062994116,0.05002763957987839,93.81335294480986
2,International League,AAA,29,54.0,1961.0,7442.0,6438.0,6.297807241203468,0.504920049200492,4.848866727431142,0.5739788787999842,0.23362338548011286,0.05265610438024231,97.09211839214923
2,International League,AAA,30,37.0,1630.0,6241.0,5407.0,6.126073619631902,0.5067567567567568,3.9753897082576155,0.615952952297451,0.2268839392209582,0.05159977806547068,97.62511373583372
2,International League,AAA,31,21.0,1135.0,4404.0,3901.0,6.055947136563876,0.4171717171717172,3.8495478480944607,1.1960511208544384,0.23671061071457766,0.05511407331453474,91.1106273785136
