Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Chris Martin,TEX,AA,40,1.0,.500,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.0%,28.6%,4,10,14,11847
Josh Hader,HOU,AA,32,5.0,.250,1.25,0.0%,55.6%,44.4%,0.0%,25.0%,77.8%,11.1%,11.1%,20.5%,27,51,78,14212
José Leclerc,SDP,AA,32,8.1,.458,0.73,29.6%,29.6%,40.7%,18.2%,27.3%,48.1%,40.7%,11.1%,14.0%,54,103,157,14524
Lucas Giolito,SDP,AA,31,10.0,.278,1.64,19.4%,50.0%,30.6%,0.0%,9.1%,50.0%,25.0%,25.0%,9.9%,50,102,152,15474
Jordan Montgomery,TEX,AA,33,3.0,.167,1.50,16.7%,50.0%,33.3%,0.0%,0.0%,16.7%,16.7%,66.7%,18.2%,8,25,33,16511
Cristian Javier,HOU,AA,29,0.2,1.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,14.3%,12,16,28,17606
Josh Sborz,TEX,AA,32,2.0,.167,0.25,16.7%,16.7%,66.7%,0.0%,0.0%,50.0%,16.7%,33.3%,16.3%,19,24,43,18323
Enyel De Los Santos,HOU,AA,30,2.0,.250,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,25.0%,25.0%,50.0%,10.0%,3,17,20,18403
Ronel Blanco,HOU,AA,32,7.2,.286,0.45,27.3%,22.7%,50.0%,45.5%,9.1%,45.5%,18.2%,36.4%,14.5%,34,76,110,19407
CD Pelham,OAK,AA,31,13.2,.281,6.25,12.1%,75.8%,12.1%,0.0%,25.0%,48.5%,12.1%,39.4%,14.3%,77,133,210,19820
Nate Pearson,HOU,AA,29,2.0,.571,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,28.6%,42.9%,28.6%,13.2%,25,28,53,20160
