Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Derek Law,ARI,AAA,35,6.1,.294,2.25,23.5%,52.9%,23.5%,25.0%,0.0%,58.8%,5.9%,35.3%,15.7%,21,49,70,13133
Jordan Weems,LAD,AAA,33,13.2,.340,1.60,20.4%,49.0%,30.6%,13.3%,26.7%,49.0%,25.5%,25.5%,10.4%,129,178,307,13190
Michael Fulmer,SFG,AAA,33,43.0,.296,0.87,31.8%,31.8%,36.4%,23.1%,2.6%,41.7%,31.5%,26.9%,12.5%,267,478,745,13218
Blake Snell,LAD,AAA,33,11.2,.269,1.50,31.0%,41.4%,27.6%,12.5%,37.5%,27.6%,27.6%,44.8%,13.9%,80,129,209,13543
Lance McCullers Jr.,HOU,AAA,32,11.0,.300,2.14,26.7%,50.0%,23.3%,14.3%,0.0%,60.0%,16.7%,23.3%,6.1%,67,112,179,14120
Josh Hader,HOU,AAA,32,3.2,.273,0.43,16.7%,25.0%,58.3%,0.0%,28.6%,15.4%,30.8%,53.8%,15.0%,32,48,80,14212
Tyler Glasnow,LAD,AAA,32,11.2,.111,1.43,5.6%,55.6%,38.9%,28.6%,0.0%,38.9%,22.2%,38.9%,13.6%,72,119,191,14374
José Leclerc,SDP,AAA,32,7.2,.484,0.92,24.2%,36.4%,39.4%,7.7%,15.4%,27.3%,42.4%,30.3%,6.3%,77,99,176,14524
Edwin Díaz,LAD,AAA,32,2.2,.500,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,50.0%,16.7%,33.3%,14.1%,28,36,64,14710
Germán Márquez,SDP,AAA,31,17.2,.269,1.16,24.1%,40.7%,35.2%,5.3%,10.5%,33.3%,33.3%,33.3%,9.5%,113,171,284,15038
Austin Voth,TEX,AAA,34,5.0,.308,0.38,26.7%,20.0%,53.3%,50.0%,25.0%,46.7%,26.7%,26.7%,14.9%,21,53,74,15047
Keynan Middleton,LAD,AAA,32,30.1,.337,1.39,25.6%,43.3%,31.1%,25.0%,3.6%,48.9%,23.3%,27.8%,10.1%,206,329,535,15264
Nick Pivetta,SDP,AAA,33,4.1,.286,0.00,42.9%,0.0%,57.1%,0.0%,0.0%,14.3%,42.9%,42.9%,6.3%,20,44,64,15454
Marco Gonzales,SDP,AAA,34,69.0,.367,1.27,29.8%,39.2%,31.0%,22.8%,19.0%,39.7%,26.3%,34.0%,8.2%,422,781,1203,15467
Rob Kaminsky,LAA,AAA,31,38.0,.328,2.96,27.2%,54.4%,18.4%,8.7%,4.3%,42.7%,24.4%,32.8%,11.7%,222,384,606,15792
Wander Suero,OAK,AAA,34,50.1,.340,0.84,26.3%,33.5%,40.1%,22.4%,13.4%,39.4%,30.0%,30.6%,11.3%,367,619,986,15855
Jordan Romano,COL,AAA,33,8.2,.095,0.42,22.7%,22.7%,54.5%,25.0%,25.0%,33.3%,25.0%,41.7%,16.2%,42,88,130,16122
John Curtiss,ARI,AAA,33,15.2,.222,1.00,27.7%,36.2%,36.2%,17.6%,23.5%,40.8%,24.5%,34.7%,10.9%,107,177,284,16128
Tyler Mahle,SFG,AAA,31,3.0,.167,0.67,16.7%,33.3%,50.0%,0.0%,0.0%,33.3%,33.3%,33.3%,1.6%,30,33,63,16358
Brent Honeywell,SDP,AAA,31,4.0,.333,1.00,28.6%,35.7%,35.7%,20.0%,0.0%,50.0%,14.3%,35.7%,10.5%,23,53,76,16466
Jordan Montgomery,TEX,AAA,33,21.0,.394,1.60,26.8%,45.1%,28.2%,20.0%,5.0%,48.6%,29.2%,22.2%,11.0%,124,220,344,16511
Austin Gomber,TEX,AAA,32,33.2,.346,1.31,17.4%,46.8%,35.8%,25.6%,10.3%,46.8%,25.2%,27.9%,10.6%,224,398,622,16561
Brock Stewart,LAD,AAA,34,4.2,.429,2.50,0.0%,71.4%,28.6%,50.0%,0.0%,42.9%,0.0%,57.1%,17.6%,28,46,74,16727
Domingo Acevedo,COL,AAA,32,31.0,.296,1.10,24.7%,39.5%,35.8%,24.1%,6.9%,47.6%,32.9%,19.5%,12.8%,234,368,602,17092
Gabe Speier,SEA,AAA,31,1.0,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,22.2%,1,8,9,17170
Matt Gage,SFG,AAA,33,2.2,.500,2.50,36.4%,45.5%,18.2%,0.0%,0.0%,46.2%,30.8%,23.1%,3.7%,20,34,54,17381
Jonathan Hernández,LAD,AAA,29,11.1,.333,3.40,35.3%,50.0%,14.7%,40.0%,20.0%,59.5%,13.5%,27.0%,13.3%,76,112,188,17464
Jimmy Herget,COL,AAA,32,2.1,.167,0.80,10.0%,40.0%,50.0%,0.0%,80.0%,80.0%,20.0%,0.0%,11.1%,17,28,45,17556
Cristian Javier,HOU,AAA,29,17.0,.263,0.43,25.0%,22.5%,52.5%,28.6%,9.5%,45.0%,22.5%,32.5%,10.1%,106,161,267,17606
Evan Phillips,LAD,AAA,31,10.0,.333,2.00,12.5%,58.3%,29.2%,0.0%,14.3%,36.0%,28.0%,36.0%,8.5%,73,116,189,17734
Angel Perdomo,LAA,AAA,32,12.0,.400,0.88,25.6%,34.9%,39.5%,23.5%,17.6%,35.7%,38.1%,26.2%,9.1%,139,159,298,17759
Patrick Weigel,COL,AAA,31,44.1,.339,1.32,25.2%,42.5%,32.3%,17.1%,17.1%,43.8%,28.9%,27.3%,10.6%,369,509,878,17792
Dillon Tate,LAA,AAA,32,25.2,.247,2.53,11.8%,63.2%,25.0%,15.8%,10.5%,39.2%,24.1%,36.7%,8.6%,175,280,455,17796
Dennis Santana,ARI,AAA,30,1.2,.600,1.00,66.7%,16.7%,16.7%,0.0%,100.0%,66.7%,16.7%,16.7%,16.1%,8,23,31,17878
Tayler Saucedo,LAA,AAA,33,38.1,.292,3.19,17.0%,63.2%,19.8%,14.3%,23.8%,43.1%,23.9%,33.0%,13.1%,270,455,725,17888
Peter Lambert,HOU,AAA,29,14.2,.244,2.00,19.5%,53.7%,26.8%,18.2%,9.1%,57.1%,21.4%,21.4%,10.2%,72,133,205,17969
Logan Webb,SFG,AAA,29,3.1,.200,6.00,30.0%,60.0%,10.0%,0.0%,0.0%,20.0%,50.0%,30.0%,6.5%,28,34,62,17995
Triston McKenzie,SDP,AAA,28,16.1,.419,1.29,28.9%,40.0%,31.1%,21.4%,28.6%,34.8%,37.0%,28.3%,8.2%,250,226,476,18000
Carson Fulmer,SEA,AAA,32,78.0,.337,1.51,21.9%,46.9%,31.2%,12.3%,18.5%,47.9%,27.2%,24.9%,9.0%,480,781,1261,18311
Josh Sborz,TEX,AAA,32,37.0,.250,1.11,24.5%,39.6%,35.8%,28.9%,26.3%,51.9%,27.4%,20.8%,8.7%,291,410,701,18323
Nick Anderson,OAK,AAA,35,16.2,.171,1.27,19.0%,45.2%,35.7%,20.0%,13.3%,27.9%,27.9%,44.2%,9.3%,88,169,257,18337
Michael Soroka,ARI,AAA,28,4.0,.214,2.33,23.1%,53.8%,23.1%,33.3%,0.0%,42.9%,28.6%,28.6%,7.0%,20,37,57,18383
Scott Effross,SEA,AAA,32,12.1,.333,2.00,21.7%,52.2%,26.1%,8.3%,8.3%,43.5%,19.6%,37.0%,5.8%,52,104,156,18384
Enyel De Los Santos,HOU,AAA,30,2.1,.000,0.25,16.7%,16.7%,66.7%,25.0%,0.0%,0.0%,66.7%,33.3%,6.1%,14,19,33,18403
Sam Hentges,SFG,AAA,29,8.1,.143,1.00,23.8%,38.1%,38.1%,37.5%,0.0%,47.6%,14.3%,38.1%,12.8%,64,77,141,18548
Logan Allen,LAD,AAA,29,53.1,.352,1.66,23.4%,47.8%,28.8%,15.1%,15.1%,43.3%,25.1%,31.6%,7.4%,374,583,957,18555
Cole Irvin,LAD,AAA,32,124.1,.297,1.27,24.4%,42.2%,33.3%,19.3%,5.2%,42.2%,22.8%,35.0%,7.1%,766,1254,2020,19244
Thomas Hatch,ARI,AAA,31,51.2,.250,1.29,18.4%,46.0%,35.6%,15.5%,17.2%,46.7%,18.2%,35.2%,10.0%,279,484,763,19264
Justin Dunn,LAA,AAA,30,39.2,.357,1.15,28.2%,38.5%,33.3%,10.3%,12.8%,40.8%,30.8%,28.3%,9.4%,345,472,817,19268
Nick Hernandez,OAK,AAA,31,53.0,.365,0.73,32.3%,28.7%,39.0%,17.2%,10.9%,51.8%,26.5%,21.7%,12.9%,432,626,1058,19281
Zac Gallen,ARI,AAA,30,1.2,.250,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,25.0%,25.0%,21.1%,16,22,38,19291
Cal Quantrill,TEX,AAA,31,14.0,.263,0.92,35.9%,30.8%,33.3%,23.1%,7.7%,41.0%,17.9%,41.0%,11.6%,77,130,207,19312
Matt Krook,OAK,AAA,31,29.0,.347,3.58,21.4%,61.4%,17.1%,8.3%,0.0%,52.1%,21.1%,26.8%,15.2%,198,316,514,19315
Joey Lucchesi,LAA,AAA,33,33.1,.329,1.68,25.3%,46.8%,27.8%,18.2%,13.6%,35.4%,34.1%,30.5%,10.9%,221,375,596,19320
A.J. Puk,ARI,AAA,31,1.2,.500,2.00,25.0%,50.0%,25.0%,0.0%,0.0%,75.0%,0.0%,25.0%,6.3%,16,16,32,19343
Corbin Burnes,ARI,AAA,31,2.0,.000,4.00,16.7%,66.7%,16.7%,0.0%,0.0%,50.0%,0.0%,50.0%,0.0%,7,10,17,19361
Ronel Blanco,HOU,AAA,32,13.2,.341,1.73,31.8%,43.2%,25.0%,27.3%,27.3%,50.0%,27.3%,22.7%,8.8%,83,168,251,19407
Dane Dunning,SEA,AAA,31,40.1,.298,0.76,23.7%,33.1%,43.2%,21.6%,11.8%,60.5%,22.7%,16.8%,9.8%,293,438,731,19409
Shaun Anderson,LAA,AAA,31,44.2,.315,1.11,27.9%,38.0%,34.1%,13.6%,13.6%,42.1%,31.6%,26.3%,10.7%,315,500,815,19453
Michael Rucker,SEA,AAA,32,22.2,.375,2.00,28.8%,47.5%,23.7%,21.4%,7.1%,43.1%,26.2%,30.8%,10.9%,148,229,377,19454
Kyle Funkhouser,TEX,AAA,32,3.2,.111,1.67,0.0%,62.5%,37.5%,33.3%,0.0%,22.2%,55.6%,22.2%,6.0%,30,37,67,19456
Aaron Civale,OAK,AAA,31,4.1,.000,0.25,16.7%,16.7%,66.7%,50.0%,0.0%,33.3%,50.0%,16.7%,8.9%,18,38,56,19479
Tyler Ferguson,OAK,AAA,32,11.2,.250,0.56,24.3%,27.0%,48.6%,27.8%,5.6%,29.7%,27.0%,43.2%,9.6%,74,123,197,19481
Jason Foley,SFG,AAA,30,17.0,.380,1.57,29.4%,43.1%,27.5%,7.1%,7.1%,43.1%,31.4%,25.5%,7.5%,101,179,280,19531
Geoff Hartlieb,OAK,AAA,32,48.1,.351,1.84,30.5%,45.0%,24.4%,28.1%,9.4%,42.5%,27.6%,29.9%,14.1%,247,490,737,19558
Nate Mondou,SDP,AAA,31,1.0,.667,3.00,55.6%,33.3%,11.1%,0.0%,0.0%,44.4%,22.2%,33.3%,3.4%,8,21,29,19563
Kyle Hart,SDP,AAA,33,14.2,.385,2.40,19.0%,57.1%,23.8%,10.0%,30.0%,53.5%,27.9%,18.6%,11.9%,92,161,253,19646
Jason Alexander,HOU,AAA,33,72.2,.326,1.77,24.6%,48.2%,27.2%,16.1%,9.7%,49.1%,20.3%,30.6%,8.4%,443,769,1212,19666
Patrick Murphy,TEX,AAA,31,11.1,.258,1.30,28.1%,40.6%,31.3%,20.0%,20.0%,42.4%,21.2%,36.4%,9.9%,80,122,202,19712
Reiver Sanmartin,SFG,AAA,30,27.2,.273,3.43,19.5%,62.3%,18.2%,21.4%,21.4%,40.0%,26.3%,33.8%,12.6%,127,261,388,19754
Keegan Thompson,COL,AAA,31,69.0,.351,1.15,25.2%,40.0%,34.8%,17.5%,12.5%,46.4%,28.9%,24.7%,9.4%,455,749,1204,19795
CD Pelham,OAK,AAA,31,20.1,.316,1.73,24.1%,48.1%,27.8%,46.7%,0.0%,38.6%,22.8%,38.6%,8.1%,123,209,332,19820
Charlie Barnes,LAD,AAA,30,47.0,.331,1.56,21.1%,48.1%,30.8%,17.1%,9.8%,46.8%,28.4%,24.8%,9.5%,326,487,813,19865
Brandon Bielak,HOU,AAA,30,24.2,.293,3.21,28.0%,54.9%,17.1%,7.1%,28.6%,50.6%,24.7%,24.7%,6.3%,154,261,415,19866
Griffin Canning,SDP,AAA,30,15.0,.297,1.90,21.6%,51.4%,27.0%,30.0%,20.0%,40.0%,22.5%,37.5%,12.6%,120,173,293,19867
Alex Faedo,LAA,AAA,30,15.1,.318,0.57,25.0%,27.3%,47.7%,4.8%,4.8%,31.8%,38.6%,29.5%,11.7%,101,147,248,19874
Ryder Ryan,LAD,AAA,31,69.2,.327,1.43,23.1%,45.3%,31.6%,19.4%,14.9%,42.2%,31.2%,26.6%,10.2%,426,707,1133,19891
Diego Castillo,TEX,AAA,28,1.0,.250,0.33,0.0%,25.0%,75.0%,0.0%,0.0%,75.0%,25.0%,0.0%,0.0%,3,8,11,19906
Joel Kuhnel,OAK,AAA,31,3.0,.000,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,100.0%,0.0%,0.0%,14.3%,17,32,49,19995
Wyatt Mills,LAD,AAA,31,37.1,.277,1.30,24.4%,42.7%,32.9%,18.5%,0.0%,43.4%,19.3%,37.3%,12.6%,213,397,610,20010
Kaleb Ort,LAA,AAA,34,54.2,.377,0.94,32.7%,32.7%,34.6%,22.2%,14.8%,37.0%,25.3%,37.7%,10.6%,393,663,1056,20061
Nate Pearson,HOU,AAA,29,6.2,.188,1.40,20.0%,46.7%,33.3%,0.0%,0.0%,56.3%,31.3%,12.5%,12.1%,58,83,141,20160
Ben Bowden,OAK,AAA,31,47.1,.324,0.89,25.2%,35.3%,39.5%,19.1%,19.1%,42.1%,28.9%,28.9%,13.4%,289,474,763,20198
Jhonathan Díaz,SEA,AAA,29,125.2,.322,1.18,22.4%,42.0%,35.6%,13.1%,15.2%,50.7%,25.1%,24.2%,7.6%,787,1381,2168,20298
Brusdar Graterol,LAD,AAA,27,3.1,.300,2.33,9.1%,63.6%,27.3%,0.0%,33.3%,45.5%,27.3%,27.3%,2.7%,31,44,75,20367
Eli Villalobos,SDP,AAA,29,15.2,.238,1.00,15.6%,42.2%,42.2%,31.6%,21.1%,43.5%,28.3%,28.3%,10.8%,89,162,251,20408
Ryan Walker,SFG,AAA,30,27.2,.243,1.60,24.6%,46.4%,29.0%,35.0%,5.0%,38.0%,26.8%,35.2%,8.9%,152,262,414,20423
Huascar Ynoa,LAA,AAA,28,60.0,.375,1.40,28.8%,41.5%,29.7%,17.5%,7.9%,40.6%,31.1%,28.3%,8.3%,447,678,1125,20468
Nick Sandlin,LAA,AAA,29,6.1,.222,3.25,5.6%,72.2%,22.2%,50.0%,0.0%,52.9%,29.4%,17.6%,8.5%,43,63,106,20517
Logan Porter,SFG,AAA,30,1.0,.571,0.33,42.9%,14.3%,42.9%,0.0%,0.0%,28.6%,28.6%,42.9%,0.0%,2,10,12,20626
Yusei Kikuchi,LAA,AAA,35,5.0,.667,2.00,30.8%,46.2%,23.1%,0.0%,33.3%,23.1%,53.8%,23.1%,14.3%,52,74,126,20633
Miguel Yajure,HOU,AAA,28,0.2,.500,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,8.6%,21,14,35,21111
Alejo Lopez,SEA,AAA,30,1.0,.000,1.50,0.0%,60.0%,40.0%,0.0%,100.0%,50.0%,33.3%,16.7%,4.3%,11,12,23,21127
Alexis Díaz,TEX,AAA,29,40.1,.255,1.27,23.6%,42.7%,33.7%,30.0%,3.3%,50.0%,25.5%,24.5%,13.9%,319,456,775,21132
Brooks Kriske,OAK,AAA,32,16.0,.333,5.75,12.9%,74.2%,12.9%,0.0%,25.0%,54.8%,19.4%,25.8%,19.0%,116,174,290,21189
J.P. France,HOU,AAA,31,47.0,.362,1.33,29.1%,40.4%,30.5%,14.0%,11.6%,39.2%,25.2%,35.7%,9.8%,384,520,904,21212
Parker Mushinski,COL,AAA,30,54.0,.257,1.61,22.3%,48.0%,29.7%,13.6%,18.2%,52.7%,23.0%,24.3%,12.3%,345,542,887,21324
Bennett Sousa,HOU,AAA,31,4.0,.111,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,55.6%,22.2%,22.2%,12.5%,14,34,48,21345
Ryan Feltner,COL,AAA,29,5.0,.429,1.67,42.9%,35.7%,21.4%,33.3%,0.0%,42.9%,35.7%,21.4%,14.9%,23,44,67,21446
Kris Bubic,LAD,AAA,28,3.0,.000,1.50,16.7%,50.0%,33.3%,50.0%,0.0%,66.7%,16.7%,16.7%,11.9%,18,24,42,21455
Luken Baker,ARI,AAA,29,2.1,.000,0.25,28.6%,14.3%,57.1%,75.0%,25.0%,14.3%,28.6%,57.1%,0.0%,12,23,35,21497
Nolan Kingham,SEA,AAA,29,61.2,.343,1.14,25.1%,39.9%,35.0%,14.1%,17.2%,44.6%,25.8%,29.6%,10.9%,406,667,1073,21573
Tristan Beck,SFG,AAA,30,37.2,.308,0.97,28.6%,35.2%,36.2%,15.8%,7.9%,36.2%,30.5%,33.3%,12.4%,243,411,654,21584
César Salazar,HOU,AAA,30,2.0,.167,0.25,28.6%,14.3%,57.1%,50.0%,25.0%,42.9%,42.9%,14.3%,0.0%,4,13,17,21587
Jake Cousins,LAD,AAA,31,2.0,.500,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,25.0%,25.0%,50.0%,10.3%,20,19,39,21620
Elvis Alvarado,OAK,AAA,27,12.0,.259,1.33,25.0%,42.9%,32.1%,22.2%,11.1%,44.4%,22.2%,33.3%,17.2%,74,124,198,21662
Mason Thompson,TEX,AAA,28,39.2,.313,1.18,29.1%,38.5%,32.5%,13.2%,7.9%,47.9%,32.5%,19.7%,12.3%,287,429,716,21850
Gregory Santos,SFG,AAA,26,15.2,.302,1.71,26.9%,46.2%,26.9%,35.7%,7.1%,44.4%,18.5%,37.0%,8.0%,101,173,274,21894
Joel Peguero,SFG,AAA,29,9.1,.261,0.90,20.8%,37.5%,41.7%,10.0%,10.0%,33.3%,29.2%,37.5%,11.4%,66,92,158,21951
Cole Winn,TEX,AAA,26,0.2,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,25.0%,8,8,16,22113
Hagen Danner,LAA,AAA,27,5.0,.421,4.50,42.1%,47.4%,10.5%,50.0%,50.0%,36.8%,15.8%,47.4%,2.0%,41,61,102,22116
Nick Pratto,TEX,AAA,27,0.1,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,2,1,3,22117
Ryan Miller,COL,AAA,30,59.0,.342,0.91,31.2%,32.7%,36.1%,23.0%,12.2%,40.3%,28.6%,31.1%,7.5%,434,721,1155,22187
Hans Crouse,SDP,AAA,27,11.1,.406,0.85,27.3%,33.3%,39.4%,7.7%,15.4%,44.1%,20.6%,35.3%,10.0%,111,139,250,22192
Jeremiah Estrada,SDP,AAA,27,2.2,.200,0.00,20.0%,0.0%,80.0%,25.0%,0.0%,20.0%,20.0%,60.0%,16.4%,24,31,55,22210
Matt Sauer,OAK,AAA,27,15.0,.393,1.60,31.6%,42.1%,26.3%,0.0%,20.0%,49.2%,20.3%,30.5%,4.4%,153,185,338,22284
Logan Gillaspie,SDP,AAA,29,79.1,.328,1.64,26.6%,45.6%,27.8%,16.7%,25.0%,42.5%,27.4%,30.1%,9.7%,389,882,1271,22461
Michel Otañez,TEX,AAA,28,51.0,.243,1.03,25.0%,38.0%,37.0%,20.0%,17.5%,43.8%,23.2%,33.0%,13.7%,369,541,910,22533
Gerardo Carrillo,ARI,AAA,27,44.1,.261,2.24,29.2%,49.0%,21.9%,14.3%,23.8%,48.5%,21.6%,29.9%,13.9%,293,448,741,22754
Carlos Vargas,SEA,AAA,26,3.2,.286,4.00,28.6%,57.1%,14.3%,0.0%,0.0%,42.9%,14.3%,42.9%,16.1%,19,37,56,22915
Eduarniel Núñez,OAK,AAA,27,11.1,.438,0.83,31.3%,31.3%,37.5%,8.3%,0.0%,28.1%,21.9%,50.0%,10.4%,111,139,250,23162
Michael Plassmeyer,SEA,AAA,29,15.2,.423,1.41,25.5%,43.6%,30.9%,23.5%,23.5%,46.4%,23.2%,30.4%,7.5%,107,186,293,23191
Cody Bolton,HOU,AAA,28,9.2,.296,1.11,32.1%,35.7%,32.1%,11.1%,22.2%,37.9%,20.7%,41.4%,8.0%,51,99,150,23265
Jacob Amaya,ARI,AAA,27,0.2,.600,1.00,60.0%,20.0%,20.0%,0.0%,0.0%,40.0%,40.0%,20.0%,0.0%,2,7,9,23296
Robert Garcia,TEX,AAA,30,1.0,.500,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.0%,31.3%,6,10,16,23363
JP Sears,SDP,AAA,30,77.2,.388,1.31,31.0%,39.1%,29.8%,20.3%,14.9%,39.3%,24.2%,36.5%,9.6%,563,901,1464,23429
Tom Cosgrove,HOU,AAA,30,29.1,.253,1.04,23.0%,39.2%,37.8%,25.0%,7.1%,43.6%,20.5%,35.9%,8.8%,220,317,537,23443
Hunter Stratton,SDP,AAA,29,14.2,.275,2.10,22.5%,52.5%,25.0%,30.0%,0.0%,52.5%,22.5%,25.0%,10.7%,98,163,261,23455
Keaton Winn,SFG,AAA,28,1.0,.000,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,7.1%,7,7,14,23499
Randy Dobnak,SEA,AAA,31,70.0,.316,3.32,22.0%,59.9%,18.1%,31.7%,9.8%,51.1%,19.7%,29.2%,7.1%,397,652,1049,23798
Omar Cruz,SDP,AAA,27,4.0,.538,2.00,40.0%,40.0%,20.0%,0.0%,66.7%,66.7%,26.7%,6.7%,10.3%,53,64,117,23875
Valente Bellozo,COL,AAA,26,105.0,.321,0.80,25.7%,33.0%,41.4%,16.5%,17.1%,48.1%,26.6%,25.3%,6.6%,745,1202,1947,23899
Wilkin Ramos,SFG,AAA,25,55.1,.325,2.50,22.2%,55.6%,22.2%,19.4%,11.1%,38.9%,22.2%,38.9%,7.8%,383,608,991,23988
Luis Peralta,COL,AAA,25,7.1,.500,0.36,11.8%,23.5%,64.7%,27.3%,18.2%,27.8%,33.3%,38.9%,11.4%,93,109,202,24203
Kai-Wei Teng,HOU,AAA,27,10.1,.278,0.50,25.0%,25.0%,50.0%,20.0%,20.0%,35.0%,35.0%,30.0%,14.5%,65,107,172,24282
Justin Martinez,ARI,AAA,24,2.0,.000,0.50,0.0%,33.3%,66.7%,0.0%,0.0%,33.3%,33.3%,33.3%,21.1%,5,14,19,24453
Carlos Duran,LAD,AAA,24,42.2,.307,1.08,24.5%,39.2%,36.3%,27.0%,5.4%,34.3%,34.3%,31.4%,12.3%,308,496,804,24458
Grayson Rodriguez,LAA,AAA,26,5.1,.267,2.00,35.7%,42.9%,21.4%,33.3%,0.0%,20.0%,13.3%,66.7%,6.4%,22,56,78,24492
Simeon Woods Richardson,SEA,AAA,25,1.2,.667,0.00,33.3%,0.0%,66.7%,0.0%,0.0%,16.7%,16.7%,66.7%,13.9%,14,22,36,24494
Drew Rom,OAK,AAA,26,4.1,.167,1.00,45.5%,27.3%,27.3%,0.0%,0.0%,25.0%,58.3%,16.7%,8.2%,27,34,61,24602
Victor Vodnik,COL,AAA,26,2.0,.000,1.00,0.0%,50.0%,50.0%,100.0%,0.0%,0.0%,50.0%,50.0%,13.5%,15,22,37,24614
Ryan Weiss,HOU,AAA,29,59.2,.337,1.96,28.0%,47.6%,24.3%,26.1%,19.6%,46.4%,22.9%,30.7%,10.7%,468,685,1153,24621
Ryan Fitzgerald,LAD,AAA,32,1.0,.500,0.67,16.7%,33.3%,50.0%,0.0%,0.0%,16.7%,16.7%,66.7%,0.0%,12,10,22,24622
Luis Curvelo,TEX,AAA,25,35.2,.298,0.83,31.8%,30.9%,37.3%,17.1%,17.1%,56.4%,26.4%,17.3%,12.3%,271,431,702,24710
Mike Burrows,HOU,AAA,26,13.1,.265,1.78,21.9%,50.0%,28.1%,0.0%,22.2%,44.4%,27.8%,27.8%,10.4%,79,143,222,24728
Cooper Criswell,SEA,AAA,29,2.2,.167,1.50,28.6%,42.9%,28.6%,0.0%,50.0%,85.7%,14.3%,0.0%,2.0%,22,28,50,24975
Shawn Dubin,ARI,AAA,30,2.0,.556,1.67,11.1%,55.6%,33.3%,33.3%,0.0%,22.2%,33.3%,44.4%,7.5%,18,35,53,24977
Jacob Lopez,OAK,AAA,28,15.0,.386,2.50,27.1%,52.1%,20.8%,20.0%,40.0%,47.9%,18.8%,33.3%,12.3%,77,176,253,25098
Domingo Gonzalez,SEA,AAA,26,55.0,.255,1.41,18.1%,47.9%,34.0%,12.2%,16.3%,46.9%,16.6%,36.6%,10.6%,324,590,914,25241
Peyton Gray,TEX,AAA,31,12.2,.286,1.00,21.4%,39.3%,39.3%,9.1%,0.0%,39.3%,25.0%,35.7%,14.5%,48,124,172,25310
Roddery Muñoz,HOU,AAA,26,48.0,.272,2.73,26.1%,54.1%,19.8%,13.6%,13.6%,48.7%,23.1%,28.2%,15.5%,261,514,775,25311
Michael Stefanic,OAK,AAA,30,2.0,.375,0.60,11.1%,33.3%,55.6%,40.0%,20.0%,33.3%,44.4%,22.2%,7.4%,12,15,27,25353
Jhony Brito,SDP,AAA,28,42.1,.291,1.97,26.9%,48.5%,24.6%,21.2%,15.2%,45.3%,28.1%,26.6%,6.0%,194,411,605,25386
