Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Daniel Guerra,TOR,CPX,22,2.2,13.50,3.37,4.00,0.00,40.0%,10.0%,30.0%,.111,0.75,.200,50.0%,3.37,2.36,1.01,,sa3019786
T.J. Brock,TOR,CPX,26,1.0,27.00,18.00,1.50,0.00,60.0%,40.0%,20.0%,.000,2.00,.000,100.0%,0.00,4.24,-4.24,,sa3020079
Landon Harmon,WSN,CPX,19,1.2,5.40,0.00,1.00,0.00,14.3%,0.0%,14.3%,.286,1.20,.333,50.0%,5.40,3.04,2.36,,sa3069265
Albert Polanco,MIA,CPX,21,0.1,0.00,108.00,0.00,27.00,0.0%,50.0%,-50.0%,1.000,24.00,1.000,60.6%,108.00,79.24,28.77,44.24,sa3019660
Gabriel Rosado,DET,CPX,20,0.2,13.50,54.00,0.25,13.50,16.7%,66.7%,-50.0%,.500,7.50,.000,100.0%,13.50,38.74,-25.24,21.24,sa3067423
Garrett Acton,MIN,CPX,28,0.2,13.50,40.50,0.33,13.50,16.7%,50.0%,-33.3%,.333,6.00,.000,38.5%,40.50,34.24,6.26,18.74,27583
Malvin Fernandez,ATL,CPX,17,1.1,0.00,6.75,0.00,6.75,0.0%,7.7%,-7.7%,.636,6.00,.600,26.3%,47.25,18.49,28.76,17.74,sa3067745
Jake Faherty,MIA,CPX,23,3.0,9.00,36.00,0.25,0.00,10.7%,42.9%,-32.1%,.385,5.67,.500,30.0%,42.00,17.24,24.76,17.68,sa3025331
Ray Kerr,ATL,CPX,31,1.0,0.00,18.00,0.00,0.00,0.0%,33.3%,-33.3%,.000,2.00,.000,100.0%,0.00,13.24,-13.24,17.24,23809
Estivenzon Montero,NYY,CPX,19,0.2,0.00,27.00,0.00,0.00,0.0%,40.0%,-40.0%,.333,4.50,.333,100.0%,0.00,13.24,-13.24,17.24,sa3023916
Eduar Gonzalez,TOR,CPX,20,1.0,9.00,27.00,0.33,0.00,9.1%,27.3%,-18.2%,.500,7.00,.571,14.3%,36.00,11.24,24.76,16.57,sa3020993
Santiago Castellanos,MIN,CPX,17,1.2,5.40,32.40,0.17,0.00,11.1%,66.7%,-55.6%,.000,3.60,.000,66.7%,10.80,13.84,-3.04,15.44,sa3068480
Sandro Pereira,HOU,CPX,20,1.1,0.00,27.00,0.00,0.00,0.0%,57.1%,-57.1%,.000,3.00,.000,75.0%,6.75,13.24,-6.49,15.24,sa3021140
Anthony Steele,BAL,CPX,23,3.1,13.50,24.30,0.56,0.00,16.1%,29.0%,-12.9%,.333,4.50,.462,21.1%,27.00,12.94,14.06,14.94,sa3076307
Chris Lopez,STL,CPX,21,2.0,4.50,22.50,0.20,0.00,8.3%,41.7%,-33.3%,.286,3.50,.333,57.1%,9.00,10.74,-1.74,13.40,sa3021648
Jhon Cabral,MIA,CPX,20,3.1,8.10,24.30,0.33,2.70,13.6%,40.9%,-27.3%,.231,3.60,.222,37.7%,18.90,14.44,4.46,12.94,sa3019299
Yordani Martinez,MIA,CPX,19,2.0,0.00,18.00,0.00,0.00,0.0%,40.0%,-40.0%,.333,3.00,.333,83.3%,0.00,10.24,-10.24,12.90,sa3023738
Robinson Narciso,ATL,CPX,21,13.2,3.95,21.07,0.19,1.98,6.3%,33.3%,-27.1%,.316,3.66,.313,43.6%,20.41,14.77,5.64,12.89,sa3069142
Omar Montano,MIN,CPX,20,5.2,7.94,23.82,0.33,0.00,11.4%,34.1%,-22.7%,.414,4.76,.500,44.4%,22.24,10.41,11.82,12.53,sa3025468
Carter Rasmussen,BOS,CPX,22,16.0,11.81,23.06,0.51,0.56,20.4%,39.8%,-19.4%,.232,3.38,.353,56.3%,14.06,11.24,2.83,11.76,sa3040470
Ixan Henderson,STL,CPX,24,1.2,0.00,16.20,0.00,0.00,0.0%,23.1%,-23.1%,.500,4.80,.500,50.0%,21.60,9.64,11.96,11.24,sa3022953
Curtis Hebert,HOU,CPX,22,4.0,6.75,18.00,0.38,0.00,12.0%,32.0%,-20.0%,.267,3.00,.333,64.3%,11.25,10.24,1.01,11.24,sa3033501
Waner Perez,BAL,CPX,20,1.0,9.00,27.00,0.33,0.00,12.5%,37.5%,-25.0%,.400,5.00,.500,80.0%,9.00,11.24,-2.24,11.24,sa3068799
Jeison Payano,BOS,CPX,20,13.0,11.77,21.46,0.55,1.38,19.8%,36.0%,-16.3%,.189,3.15,.235,49.8%,11.08,11.24,-0.16,11.18,sa3024609
Patrick Crotty,PHI,CPX,18,9.1,5.79,13.50,0.43,2.89,10.0%,23.3%,-13.3%,.310,2.89,.303,37.3%,17.36,12.91,4.44,11.17,sa3076409
Yoelvin Chirino,BOS,CPX,21,23.0,6.65,16.04,0.41,0.78,12.2%,29.5%,-17.3%,.290,2.96,.338,47.0%,14.48,9.89,4.59,11.02,sa3022303
Janzen Keisel,TBR,CPX,23,13.2,7.24,15.80,0.46,0.66,13.8%,30.0%,-16.2%,.271,2.71,.333,59.6%,12.51,10.60,1.91,10.92,sa3035165
Eddison Septimo,BOS,CPX,19,6.1,8.53,21.32,0.40,1.42,16.7%,41.7%,-25.0%,.200,3.00,.231,53.8%,14.21,11.97,2.24,10.76,sa3068790
Alexi Quiroz,HOU,CPX,19,0.2,0.00,13.50,0.00,0.00,0.0%,25.0%,-25.0%,.333,3.00,.333,100.0%,0.00,8.74,-8.74,10.74,sa3024119
Fabian Lopez,MIA,CPX,20,2.1,3.86,11.57,0.33,3.86,6.7%,20.0%,-13.3%,.500,3.86,.500,52.6%,19.29,12.81,6.48,10.67,sa3021276
Yoandys Veraza,BOS,CPX,19,11.0,8.18,18.00,0.45,0.00,15.4%,33.8%,-18.5%,.200,2.73,.267,69.7%,7.36,9.24,-1.87,10.57,sa3024251
Kendrick Herrera,PIT,CPX,19,1.1,0.00,6.75,0.00,0.00,0.0%,12.5%,-12.5%,.429,3.00,.429,25.0%,13.50,6.49,7.01,10.49,sa3023776
