Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Samuel Vásquez,MIA,AA,26,0,0,9.00,4,0,0,0,2,0,0,3.0,16,2,3,3,0,5,0,0,1,0,2,sa3005849
Julio Robaina,ATL,AA,25,3,3,3.23,16,13,0,0,0,0,0,61.1,255,57,26,22,5,20,0,2,1,2,58,sa3006817
Steffon Moore,CIN,AA,29,3,2,4.24,19,0,0,0,2,1,1,23.1,107,14,13,11,3,25,1,0,2,0,39,sa3007857
Irvin Machuca,CIN,AA,26,0,0,8.38,14,0,0,0,1,0,2,19.1,93,19,19,18,7,16,0,1,1,0,21,sa3008641
Juan Carela,CHW,AA,24,2,3,5.67,9,9,0,0,0,0,0,33.1,156,37,26,21,7,19,0,1,0,1,32,sa3009237
Luis Vargas,ATL,AA,24,5,3,3.23,44,0,0,0,4,1,11,61.1,254,45,23,22,4,32,0,1,6,0,96,sa3009592
Stephen Jones,MIA,AA,28,2,1,3.24,10,0,0,0,0,0,0,16.2,74,10,7,6,1,13,0,0,0,0,19,sa3009935
Luis Moreno,MIA,AA,27,6,7,7.36,24,15,0,0,0,0,1,84.1,397,96,71,69,13,50,0,7,5,4,56,sa3009950
Joe Corbett,MIL,AA,29,0,0,10.80,5,0,0,0,0,0,0,5.0,24,8,6,6,2,1,0,0,1,1,6,sa3010237
Jose Atencio,LAA,AA,24,1,0,0.00,1,0,0,0,0,0,0,4.0,15,3,0,0,0,1,0,1,0,0,0,sa3010304
Jacob Wallace,CHC,AA,27,1,1,6.05,16,0,0,0,1,0,1,19.1,84,28,15,13,2,4,0,0,2,2,23,sa3010374
Edwin Jimenez,MIL,AA,24,1,2,4.18,33,0,0,0,3,2,5,47.1,202,47,23,22,12,14,1,3,3,0,45,sa3010800
Justin Yeager,TBR,AA,28,0,1,2.40,9,0,0,0,0,0,1,15.0,58,8,5,4,2,6,1,0,0,0,21,sa3010825
Josh Hejka,MIA,AA,29,0,0,6.85,15,0,0,0,0,0,0,22.1,116,38,25,17,5,10,0,2,1,0,15,sa3011152
Ryan Garcia,CIN,AA,28,0,4,6.47,7,7,0,0,0,0,0,32.0,147,38,25,23,9,11,0,3,1,0,27,sa3011190
Aidan Anderson,CHW,AA,29,0,0,0.00,3,0,0,0,0,0,2,4.0,13,1,0,0,0,1,0,1,0,0,2,sa3011250
Taylor Floyd,CIN,AA,28,3,3,4.21,32,1,0,0,4,0,2,68.1,284,53,36,32,10,27,1,3,0,0,63,sa3011367
Ryan Jensen,CHC,AA,28,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,sa3011496
Nestor Lorant,CIN,AA,24,1,0,2.01,6,4,0,0,0,0,0,22.1,89,16,7,5,2,6,0,0,1,0,30,sa3011640
Lucas Knowles,LAA,AA,28,1,2,5.08,13,5,0,0,0,1,0,39.0,170,43,25,22,5,15,0,1,1,0,33,sa3011676
Jace Beck,CHC,AA,26,6,2,2.87,20,6,0,0,0,1,0,59.2,260,49,21,19,6,30,0,4,2,0,102,sa3011811
Tyler Schlaffer,CHC,AA,25,1,7,4.09,30,12,0,0,2,0,5,83.2,359,73,47,38,5,44,0,8,5,1,100,sa3011815
Jared Kelley,CHW,AA,24,1,1,12.06,12,0,0,0,0,0,1,15.2,87,25,25,21,2,14,0,2,3,1,15,sa3014471
Koen Moreno,CHC,AA,24,0,0,7.00,4,1,0,0,0,0,0,9.0,42,9,8,7,2,7,0,0,0,0,8,sa3014509
Blane Abeyta,ATL,AA,27,1,4,5.66,41,0,0,0,5,3,4,47.2,221,47,34,30,14,27,1,2,4,1,57,sa3014975
Jack Dashwood,ATL,AA,28,1,0,6.59,10,6,0,0,0,0,1,27.1,121,28,20,20,2,12,0,1,1,0,28,sa3015035
Leonard Garcia,LAA,AA,22,1,2,4.39,35,0,0,0,1,1,11,41.0,171,29,22,20,7,16,0,8,0,0,61,sa3015156
Elison Joseph,ATL,AA,25,0,0,3.06,14,0,0,0,2,1,1,17.2,87,9,6,6,1,26,0,2,2,1,18,sa3015306
Jose Acuna,CIN,AA,23,4,5,3.54,15,15,0,0,0,0,0,84.0,335,55,36,33,11,33,0,1,3,1,90,sa3015331
Nicolo Pinazzi,LAA,AA,26,2,1,0.66,11,0,0,0,1,0,0,13.2,55,8,4,1,0,9,0,1,3,0,20,sa3015335
Jheremy Vargas,MIL,AA,23,0,1,9.00,4,0,0,0,0,0,0,4.0,23,7,5,4,0,5,0,2,0,0,0,sa3015353
Jose Gonzalez,LAA,AA,24,4,4,5.52,30,10,0,0,0,1,0,88.0,378,82,61,54,15,32,0,9,3,1,96,sa3015415
Stiven Cruz,MIL,AA,24,4,2,5.46,35,1,0,0,4,3,1,61.0,259,63,41,37,11,17,0,2,0,0,70,sa3015938
Alexander Alberto,TBR,AA,24,2,1,2.20,21,0,0,0,1,0,3,28.2,113,18,8,7,0,9,1,6,3,0,39,sa3015986
Kenyi Perez,CHC,AA,24,1,1,2.76,14,0,0,0,0,1,0,16.1,87,16,8,5,1,19,0,4,2,1,25,sa3016008
Junior William,TBR,AA,26,1,1,5.65,9,0,0,0,0,1,1,14.1,63,13,9,9,0,8,0,0,1,2,16,sa3016072
Jaydenn Estanista,MIA,AA,24,2,1,4.86,9,0,0,0,0,0,1,16.2,78,16,9,9,3,11,0,1,1,0,18,sa3016230
Jarold Rosado,CHW,AA,23,4,4,8.49,32,0,0,0,0,3,2,35.0,181,47,37,33,4,31,0,4,6,0,37,sa3016502
Patricio Aquino,MIL,AA,23,0,0,5.06,6,0,0,0,1,0,0,10.2,46,7,6,6,0,10,0,1,1,1,7,sa3016510
Kenyon Yovan,LAA,AA,28,5,2,2.92,45,0,0,0,14,2,2,52.1,219,35,23,17,3,21,1,9,2,1,65,sa3016839
Kyle Whitten,TBR,AA,27,2,0,9.64,8,1,0,0,0,0,0,9.1,53,17,13,10,1,8,0,0,6,0,13,sa3016936
Gabe Bierman,MIA,AA,26,6,3,5.55,32,1,0,0,0,0,4,58.1,253,49,41,36,9,33,0,2,3,1,74,sa3016939
Samuel Strickland,ATL,AA,27,1,3,6.39,32,1,0,0,2,2,4,50.2,226,69,40,36,7,12,0,1,2,3,50,sa3017139
Tommy McCollum,TBR,AA,27,3,9,7.33,37,0,0,0,6,3,2,46.2,220,55,40,38,13,22,1,7,9,0,55,sa3017204
Jake Smith,MIA,AA,26,0,0,10.80,5,0,0,0,0,0,0,5.0,36,6,8,6,2,11,0,3,0,0,6,sa3017258
Ryan Costeiu,LAA,AA,25,7,7,5.97,19,19,0,0,0,0,0,86.0,381,90,59,57,15,31,0,7,7,1,96,sa3017260
Holt Jones,MIA,AA,27,3,0,2.82,25,0,0,0,5,0,4,44.2,178,30,15,14,1,17,0,2,5,0,59,sa3017368
Brenden Dixon,CHW,AA,25,0,0,27.00,1,0,0,0,0,0,0,0.1,3,1,1,1,0,1,0,0,0,0,0,sa3017397
Marino Santy,CHC,AA,24,2,3,3.71,36,0,0,0,7,5,4,51.0,224,36,25,21,3,34,1,4,3,2,71,sa3017422
Zane Mills,CHC,AA,25,0,0,9.00,1,1,0,0,0,0,0,3.0,17,6,3,3,1,3,0,0,0,0,4,sa3017535
Tyler Santana,CHC,AA,28,2,2,3.82,18,0,0,0,2,0,0,33.0,144,35,14,14,1,12,1,1,2,0,37,sa3017542
Hunter Parks,CIN,AA,25,1,0,0.00,11,0,0,0,3,0,2,15.0,60,6,1,0,0,9,0,0,0,0,24,sa3017640
Tyler Ras,CHC,AA,26,5,0,2.26,39,0,0,0,7,0,2,63.2,253,45,18,16,4,21,0,6,5,0,63,sa3017718
Thomas Farr,CIN,AA,27,1,2,6.59,28,0,0,0,1,1,1,41.0,180,48,30,30,7,17,1,1,0,1,23,sa3017720
Frankie Scalzo Jr.,CHC,AA,26,4,1,4.57,30,4,0,0,0,1,6,45.1,208,51,23,23,4,23,1,5,1,0,47,sa3017724
Juan Reynoso,MIA,AA,22,0,0,0.00,2,0,0,0,0,0,1,5.0,16,0,0,0,0,1,0,0,0,0,10,sa3017790
Houston Harding,LAA,AA,28,0,0,13.50,2,0,0,0,0,0,0,4.0,20,6,6,6,3,2,0,0,0,0,4,sa3017820
Chase Watkins,CHW,AA,26,1,0,7.11,12,0,0,0,0,0,1,19.0,88,24,15,15,4,5,1,2,1,3,19,sa3017842
Kevin Abel,CIN,AA,27,3,8,6.00,23,16,1,0,0,1,1,93.0,433,95,67,62,13,60,0,7,9,1,98,sa3017879
Jonny Cuevas,TBR,AA,25,4,1,3.96,22,0,0,0,2,1,1,36.1,155,33,21,16,3,18,0,1,1,3,26,sa3017931
Johnathan Lavallee,CIN,AA,26,3,3,2.88,29,0,0,0,7,1,3,40.2,164,35,16,13,4,9,0,2,3,0,53,sa3017993
Christian MacLeod,MIA,AA,26,1,0,4.72,17,1,0,0,0,0,0,26.2,119,23,18,14,3,22,0,1,7,2,28,sa3018005
Braden Scott,ATL,AA,28,3,2,4.54,9,8,0,0,0,0,0,39.2,173,27,20,20,6,26,0,2,0,0,40,sa3018143
Orlando Ortiz-Mayr,MIA,AA,28,3,4,6.06,22,20,0,0,0,0,1,87.2,398,97,63,59,4,40,0,10,4,0,88,sa3018181
Javi Rivera,CIN,AA,26,4,9,6.67,19,19,1,1,0,0,0,85.0,397,102,67,63,25,45,0,6,3,0,69,sa3018184
Ben Wereski,CIN,AA,28,2,1,3.79,3,3,0,0,0,0,0,19.0,75,10,8,8,4,7,0,0,0,1,22,sa3018234
Jack Hartman,TBR,AA,27,1,0,3.37,3,0,0,0,0,0,0,2.2,13,4,1,1,0,3,0,1,0,0,1,sa3018250
Justin King,MIA,AA,28,1,0,2.70,7,0,0,0,0,1,1,10.0,42,8,3,3,0,5,0,0,0,0,18,sa3018278
Eybersson Polanco,LAA,AA,22,5,8,4.17,30,15,0,0,0,0,1,95.0,399,83,45,44,6,38,0,5,3,2,93,sa3018301
Jose Montero,CIN,AA,22,2,1,5.20,20,6,0,0,0,0,0,55.1,247,59,36,32,8,25,0,2,4,3,43,sa3018312
Yorman Galindez,MIL,AA,23,2,3,6.23,18,11,0,0,0,2,0,47.2,218,53,37,33,5,29,1,2,3,4,39,sa3018322
Yenrri Rojas,CHC,AA,22,6,6,6.72,26,9,0,0,0,1,1,68.1,308,68,55,51,10,32,0,8,2,3,57,sa3018366
Kevin Valdez,CHC,AA,24,2,1,4.19,7,7,0,0,0,0,0,34.1,142,31,17,16,6,11,0,3,0,2,31,sa3019052
Anyer Laureano,CIN,AA,23,0,0,16.20,2,0,0,0,0,0,0,1.2,9,2,3,3,1,2,0,0,0,0,0,sa3019123
Wande Torres,MIL,AA,21,1,0,0.00,1,0,0,0,0,0,0,5.0,19,1,0,0,0,3,1,1,0,0,3,sa3019165
Eliazar Dishmey,MIA,AA,21,4,1,3.30,16,16,0,0,0,0,0,71.0,284,46,26,26,4,29,0,3,8,0,92,sa3019181
Manuel Rodriguez,MIL,AA,20,12,4,4.86,25,24,0,0,0,0,0,124.0,515,117,70,67,31,29,0,3,2,2,106,sa3019291
Jhancarlos Lara,ATL,AA,23,1,0,8.22,15,0,0,0,0,2,2,15.1,87,11,15,14,1,29,0,1,9,0,21,sa3019367
Anthony Flores,MIL,AA,21,5,2,8.35,30,1,0,0,1,0,1,46.1,234,52,46,43,7,41,0,7,6,1,42,sa3019377
Santiago Suarez,TBR,AA,21,9,4,4.65,24,23,0,0,0,0,0,120.0,501,127,65,62,22,19,0,4,4,1,94,sa3019386
Carlos Espinosa,LAA,AA,24,3,1,3.70,37,1,0,0,0,1,2,65.2,278,46,29,27,11,29,0,3,7,0,84,sa3019549
Erian Rodriguez,CHC,AA,24,3,1,6.23,17,0,0,0,1,1,1,34.2,177,37,30,24,4,32,0,7,4,0,25,sa3019625
Michael Perez,MIA,AA,23,0,0,5.14,5,0,0,0,0,1,0,7.0,28,7,4,4,2,0,0,0,0,0,8,sa3019721
Joel Hurtado,LAA,AA,25,6,4,3.63,20,20,0,0,0,0,0,101.2,423,85,51,41,16,38,0,6,2,2,83,sa3019774
Dylan Phillips,LAA,AA,27,1,1,6.00,7,0,0,0,0,0,0,12.0,60,16,10,8,1,8,0,0,0,0,15,sa3019862
Tristan Stevens,MIA,AA,28,0,0,1.13,5,0,0,0,0,0,0,8.0,25,3,1,1,1,1,0,1,0,0,5,sa3019881
Kevin Kilpatrick Jr.,ATL,AA,25,0,0,11.57,2,0,0,0,0,0,0,2.1,11,3,3,3,1,1,0,0,0,0,2,sa3019891
Ian Mejia,ATL,AA,26,0,9,7.63,20,15,0,0,0,0,0,63.2,304,81,58,54,18,32,0,3,3,1,53,sa3019911
Roman Phansalkar,LAA,AA,28,0,0,108.00,2,0,0,0,0,0,0,0.1,10,1,4,4,0,6,0,2,1,0,0,sa3019949
Evan Taylor,CHC,AA,26,3,1,2.36,31,2,0,0,3,1,2,49.2,216,38,16,13,1,28,0,5,2,0,71,sa3019950
Cameron Wagoner,MIL,AA,25,0,1,2.02,19,0,0,0,7,0,0,26.2,106,15,6,6,3,6,0,6,0,0,39,sa3019952
Nick Merkel,MIL,AA,27,2,1,6.04,20,0,0,0,2,1,0,25.1,109,26,18,17,3,10,2,1,1,1,24,sa3019962
Jacob Miller,MIA,AA,22,1,5,4.71,17,17,0,0,0,0,0,63.0,281,61,40,33,7,30,0,2,3,0,54,sa3020111
Grant Kipp,CHC,AA,26,1,4,4.03,12,11,0,0,0,0,0,51.1,215,43,24,23,5,16,0,3,2,0,60,sa3020185
Easton Sikorski,CIN,AA,26,1,1,6.66,14,1,0,0,0,0,2,24.1,109,29,18,18,6,7,0,1,2,0,19,sa3020250
Roel Garcia III,TBR,AA,27,2,1,7.23,27,0,0,0,1,0,0,42.1,188,40,41,34,10,20,0,1,3,0,29,sa3020253
Alex Williams,MIA,AA,26,4,8,6.11,18,17,1,0,0,0,1,81.0,358,77,60,55,13,37,0,6,2,0,80,sa3020314
Cedric De Grandpre,ATL,AA,24,4,1,3.48,6,6,0,0,0,0,0,31.0,125,20,12,12,1,12,0,3,2,1,39,sa3020315
Bryce Hubbart,CIN,AA,25,1,2,6.89,19,1,0,0,0,2,1,32.2,137,27,26,25,7,16,0,0,1,2,41,sa3020323
Marcus Johnson,TBR,AA,25,0,2,7.24,5,4,0,0,0,0,0,13.2,58,20,12,11,6,1,0,0,0,0,12,sa3020324
Livan Reinoso,MIA,AA,27,1,0,6.20,31,0,0,0,0,0,1,45.0,204,39,34,31,7,27,0,10,4,3,41,sa3020331
Shane Murphy,CHW,AA,25,4,1,3.21,9,8,0,0,0,0,0,53.1,215,48,22,19,3,12,0,3,0,1,44,sa3020389
Jake Christianson,MIA,AA,26,0,0,4.91,3,0,0,0,0,0,2,3.2,15,4,2,2,1,0,0,0,2,0,4,sa3020410
Joseph Menefee,CIN,AA,26,0,1,9.24,12,0,0,0,0,0,0,12.2,75,18,13,13,2,19,0,0,3,1,18,sa3020443
Brody Jessee,CIN,AA,25,4,0,6.75,24,0,0,0,0,0,1,44.0,201,51,33,33,15,18,1,2,5,0,46,sa3020447
Johnathan Harmon,CIN,AA,25,8,4,5.40,21,20,0,0,0,0,0,101.2,432,109,62,61,20,33,0,3,5,4,78,sa3020452
Jared Lyons,CIN,AA,25,4,3,3.74,14,6,0,0,0,0,1,53.0,215,45,27,22,7,10,0,2,4,0,50,sa3020483
Jacob Edwards,CIN,AA,25,0,1,3.38,2,0,0,0,0,0,0,5.1,23,5,2,2,2,2,0,0,0,0,4,sa3020491
Brandon White,MIA,AA,26,2,1,3.00,7,6,0,0,0,0,0,33.0,129,26,11,11,2,5,0,1,2,0,39,sa3020589
Eric Adler,CHW,AA,25,1,1,23.32,9,0,0,0,0,1,0,7.1,52,22,19,19,5,9,0,1,0,0,4,sa3020592
Brody McCullough,CHC,AA,26,1,4,3.38,8,8,0,0,0,0,0,37.1,150,27,17,14,5,12,0,4,1,0,38,sa3020599
Connor McCullough,CHW,AA,26,1,7,4.29,25,25,0,0,0,0,0,98.2,422,98,52,47,9,30,0,2,5,2,108,sa3020603
Mark McLaughlin,CHW,AA,25,1,0,9.14,16,0,0,0,0,0,0,21.2,109,35,22,22,2,13,0,0,3,3,19,sa3020604
Karson Milbrandt,MIA,AA,22,4,1,1.34,9,9,0,0,0,0,0,47.0,183,30,12,7,4,17,0,1,3,0,70,sa3020659
Mason Vinyard,MIA,AA,27,3,1,2.82,11,0,0,0,2,0,1,22.1,93,16,7,7,3,10,0,2,0,1,16,sa3020753
Jackson Kelley,CHW,AA,26,1,2,2.24,46,0,0,0,9,4,9,68.1,283,51,24,17,3,28,3,5,3,1,74,sa3020755
Bryce Osmond,LAA,AA,25,2,3,8.46,29,8,0,0,1,0,0,60.2,291,70,60,57,17,33,0,4,4,0,61,sa3020800
Nate Peterson,CIN,AA,26,5,4,4.30,21,11,0,0,0,1,1,75.1,332,72,43,36,9,38,0,1,8,0,71,sa3020804
Dylan Cumming,CHW,AA,27,4,9,6.02,20,19,0,0,0,0,0,95.2,428,110,67,64,14,35,0,9,2,0,75,sa3020818
Luis Rujano,CHC,AA,23,1,2,7.62,15,0,0,0,1,1,1,28.1,140,31,26,24,3,25,0,2,0,2,25,sa3020904
Gary Gill Hill,TBR,AA,21,4,3,4.43,15,15,0,0,0,0,0,81.1,345,99,42,40,10,14,0,6,4,1,61,sa3020972
Jackson Lancaster,TBR,AA,27,0,1,9.95,19,0,0,0,1,0,1,25.1,126,34,30,28,5,20,0,1,6,0,21,sa3021468
Will Childers,MIL,AA,25,1,1,1.50,5,0,0,0,1,1,0,6.0,23,4,4,1,1,0,0,0,1,0,7,sa3021720
Cameron Cotter,CIN,AA,27,0,0,5.40,4,0,0,0,1,0,0,6.2,30,8,4,4,1,3,0,0,1,0,8,sa3021726
Mac McCroskey,LAA,AA,26,0,0,0.00,2,0,0,0,0,0,0,2.0,8,1,0,0,0,0,0,1,0,0,0,sa3022444
Calvin Harris,CHW,AA,24,0,0,0.00,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,sa3022496
Camden Minacci,LAA,AA,24,4,4,3.45,36,0,0,0,2,3,7,44.1,190,38,19,17,1,18,0,0,6,1,58,sa3022728
Luke Bell,CHW,AA,25,1,1,9.92,10,0,0,0,0,0,0,16.1,82,23,20,18,2,9,0,0,2,0,10,sa3022731
Andrew Lindsey,TBR,AA,26,3,1,5.02,19,0,0,0,0,1,2,28.2,127,29,16,16,2,14,1,3,1,0,34,sa3022734
Justin Storm,MIA,AA,24,2,0,11.25,3,0,0,0,0,0,0,4.0,20,4,6,5,3,4,0,0,0,0,3,sa3022797
Carson Jacobs,CHW,AA,24,1,2,3.98,30,0,0,0,0,0,1,40.2,185,29,18,18,2,38,0,1,4,1,59,sa3022872
Chris Clark,TBR,AA,24,4,2,4.35,27,8,0,0,1,1,0,72.1,291,62,36,35,8,28,1,4,3,0,68,sa3022874
Jesús Broca,MIL,AA,22,3,6,5.27,36,0,0,0,1,4,2,56.1,261,64,46,33,8,31,0,0,10,2,55,sa3022905
Riley Frey,ATL,AA,24,0,0,0.00,3,0,0,0,0,0,0,5.2,22,4,0,0,0,1,0,0,0,0,7,sa3022909
Shay Schanaman,ATL,AA,26,5,7,5.58,32,7,0,0,0,2,2,59.2,263,57,41,37,11,27,0,5,2,1,58,sa3022933
Jack Sellinger,MIA,AA,26,2,3,3.42,32,0,0,0,8,5,6,52.2,230,41,23,20,1,26,0,6,6,2,66,sa3022934
K.C. Hunt,TBR,AA,25,1,1,3.31,10,2,0,0,0,0,1,32.2,133,25,12,12,5,16,0,0,0,0,26,sa3022937
Ryan Bourassa,ATL,AA,26,3,0,6.35,11,0,0,0,0,0,1,17.0,77,13,12,12,4,13,0,0,1,0,21,sa3022947
Riley Gowens,CHW,AA,26,0,1,3.27,6,1,0,0,1,1,0,11.0,45,9,4,4,1,3,0,1,0,0,12,sa3022948
Seth Keener,CHW,AA,24,0,0,0.00,1,0,0,0,0,0,0,0.2,10,3,5,0,0,4,0,0,0,0,1,sa3022949
Christian Oppor,CHW,AA,21,0,4,9.49,8,8,0,0,0,0,0,24.2,129,18,27,26,2,36,0,6,9,0,18,sa3022950
Morris Austin,CHW,AA,26,1,2,6.14,21,0,0,0,2,0,2,29.1,132,27,21,20,4,16,0,4,2,0,31,sa3022955
Lucas Braun,ATL,AA,24,3,4,3.20,9,8,0,0,0,0,0,50.2,203,51,18,18,3,11,0,1,0,0,51,sa3022996
Jake Bockenstedt,CHW,AA,26,1,1,9.58,8,0,0,0,0,0,0,10.1,49,12,11,11,1,5,0,1,0,0,9,sa3023007
Lucas Gordon,CHW,AA,24,3,7,5.18,26,26,0,0,0,0,0,114.2,495,99,68,66,19,58,0,6,3,6,121,sa3023036
TJ Nichols,TBR,AA,24,2,5,5.99,19,19,1,0,0,0,0,85.2,371,89,59,57,17,37,0,3,2,0,79,sa3023039
Hayden Snelsire,TBR,AA,25,6,3,3.33,34,0,0,0,4,1,4,54.0,219,44,25,20,10,14,1,1,4,0,62,sa3023138
Will Schomberg,MIA,AA,25,0,1,6.14,3,3,0,0,0,0,0,7.1,36,6,5,5,0,6,0,3,1,0,12,sa3023160
LJ McDonough,ATL,AA,26,5,3,7.59,35,0,0,0,1,4,4,42.2,218,43,45,36,5,45,1,5,10,2,58,sa3023172
Cody Adcock,CIN,AA,24,5,2,3.60,22,0,0,0,4,1,0,35.0,154,24,15,14,4,20,0,3,7,0,45,sa3023175
Nigel Belgrave,MIA,AA,24,5,5,4.06,39,0,0,0,9,8,3,64.1,272,58,36,29,5,25,0,2,8,0,77,sa3023180
Isaac Gallegos,ATL,AA,23,3,0,3.82,16,2,0,0,1,0,1,30.2,129,24,13,13,1,12,0,1,3,0,32,sa3023183
T.J. Fondtain,TBR,AA,25,3,2,6.13,26,0,0,0,1,2,2,39.2,171,31,28,27,6,23,0,5,6,0,32,sa3023271
Grayson Moore,CHC,AA,24,2,2,8.18,8,0,0,0,1,0,2,11.0,48,14,10,10,3,1,0,0,0,0,12,sa3023275
Owen Wild,TBR,AA,23,1,3,3.43,16,0,0,0,5,0,2,21.0,80,9,9,8,1,9,0,0,1,0,33,sa3023278
Luis Martinez-Gomez,CHC,AA,23,1,3,4.86,12,8,0,0,2,1,0,46.1,200,37,27,25,9,21,0,5,1,2,48,sa3023285
Drue Hackenberg,ATL,AA,24,2,0,0.90,4,4,0,0,0,0,0,20.0,76,10,5,2,1,3,0,4,2,0,17,sa3023304
Garrett Baumann,ATL,AA,21,6,4,4.26,14,14,1,0,0,0,0,76.0,325,74,42,36,7,32,0,4,2,2,81,sa3023310
Simon Miller,CIN,AA,25,1,0,4.66,6,0,0,0,0,2,1,9.2,40,8,7,5,2,2,0,0,0,0,11,sa3023311
Ty Cummings,TBR,AA,24,0,0,1.69,3,0,0,0,0,0,1,5.1,18,1,1,1,1,1,0,0,1,0,6,sa3023365
Brett Wichrowski,MIL,AA,23,4,2,6.42,10,7,0,0,0,0,0,47.2,211,52,35,34,12,20,0,3,2,2,52,sa3023366
Kade Bragg,MIA,AA,24,7,2,4.04,30,1,0,0,1,0,8,49.0,216,34,22,22,1,41,0,4,8,0,64,sa3023408
Tommy Vail,CHW,AA,27,0,0,4.50,3,0,0,0,0,0,0,6.0,29,8,3,3,0,3,0,0,0,0,4,sa3023413
Josh Knoth,MIL,AA,20,0,0,4.50,2,2,0,0,0,0,0,8.0,30,5,4,4,3,2,0,0,0,0,6,sa3023420
Garrett Wright,CHW,AA,24,0,0,7.00,7,0,0,0,0,0,0,9.0,44,10,7,7,2,7,0,0,3,0,12,sa3023446
