Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Caleb Thielbar,CHC,A+,39,1.0,.500,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,50.0%,4.3%,9,14,23,10078
Jameson Taillon,CHC,A+,34,3.1,.333,0.80,25.0%,33.3%,41.7%,40.0%,0.0%,41.7%,33.3%,25.0%,13.3%,13,32,45,11674
José Leclerc,SDP,A+,32,3.0,.125,0.40,12.5%,25.0%,62.5%,20.0%,0.0%,50.0%,12.5%,37.5%,15.8%,17,21,38,14524
Ben Lively,CLE,A+,34,8.1,.471,2.10,18.4%,55.3%,26.3%,10.0%,50.0%,48.7%,30.8%,20.5%,9.4%,57,113,170,14932
Matthew Boyd,CHC,A+,35,4.0,.286,0.67,16.7%,33.3%,50.0%,0.0%,0.0%,71.4%,28.6%,0.0%,23.7%,19,40,59,15440
Brandon Woodruff,MIL,A+,33,5.1,.308,0.80,30.8%,30.8%,38.5%,0.0%,20.0%,28.6%,21.4%,50.0%,12.2%,27,55,82,16162
John Means,KCR,A+,33,3.0,.333,1.00,0.0%,50.0%,50.0%,50.0%,16.7%,38.5%,30.8%,30.8%,10.9%,15,31,46,16269
Josh Staumont,CIN,A+,32,3.1,.167,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,50.0%,50.0%,0.0%,15.5%,26,32,58,18335
JoJo Romero,MIL,A+,29,2.0,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,15.4%,10,16,26,19574
Bailey Ober,MIN,A+,30,3.1,.429,0.57,26.7%,26.7%,46.7%,0.0%,14.3%,66.7%,13.3%,20.0%,5.3%,19,38,57,21224
DL Hall,MIL,A+,27,2.0,.333,1.00,0.0%,50.0%,50.0%,0.0%,50.0%,25.0%,25.0%,50.0%,21.4%,8,20,28,22207
Tarik Skubal,DET,A+,29,5.0,.182,3.00,27.3%,54.5%,18.2%,50.0%,0.0%,45.5%,27.3%,27.3%,29.6%,10,44,54,22267
Abner Uribe,MIL,A+,26,2.0,.000,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,0.0%,33.3%,66.7%,9.7%,11,20,31,25327
Ty Adcock,SDP,A+,29,6.0,.400,0.67,16.7%,33.3%,50.0%,11.1%,33.3%,38.9%,44.4%,16.7%,15.3%,54,70,124,25651
Cole Waites,DET,A+,28,2.0,.000,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,26.3%,13,25,38,25665
Quinn Priester,MIL,A+,25,1.1,.833,4.00,33.3%,66.7%,0.0%,0.0%,0.0%,50.0%,16.7%,33.3%,6.4%,24,23,47,25977
Nick Lodolo,CIN,A+,28,5.0,.200,7.00,11.1%,77.8%,11.1%,0.0%,0.0%,70.0%,10.0%,20.0%,17.6%,12,39,51,26378
Jose Franco,CIN,A+,25,2.0,.000,1.50,0.0%,60.0%,40.0%,0.0%,0.0%,60.0%,20.0%,20.0%,10.0%,14,16,30,27014
Carson Spiers,CIN,A+,28,3.2,.222,1.33,30.0%,40.0%,30.0%,33.3%,33.3%,50.0%,30.0%,20.0%,24.2%,18,48,66,27685
Kyle Harrison,MIL,A+,24,5.2,.091,8.00,18.2%,72.7%,9.1%,0.0%,0.0%,36.4%,18.2%,45.5%,16.2%,24,44,68,27758
Julian Aguiar,CIN,A+,25,10.2,.267,1.09,23.3%,40.0%,36.7%,9.1%,18.2%,56.3%,9.4%,34.4%,9.9%,53,109,162,30031
Jackson Jobe,DET,A+,23,4.0,.417,2.50,41.7%,41.7%,16.7%,50.0%,0.0%,25.0%,16.7%,58.3%,14.5%,25,44,69,30203
Andrew Sears,DET,A+,23,11.2,.323,2.50,32.3%,48.4%,19.4%,16.7%,0.0%,48.4%,29.0%,22.6%,14.1%,70,122,192,33664
Luis Carrasco,OAK,A+,24,43.1,.324,2.79,25.9%,54.5%,19.6%,17.9%,14.3%,38.6%,20.7%,40.7%,9.1%,276,472,748,sa1172127
Victor Santos,STL,A+,25,3.0,.333,0.29,10.0%,20.0%,70.0%,28.6%,14.3%,40.0%,20.0%,40.0%,4.3%,19,27,46,sa3003083
Inohan Paniagua,DET,A+,26,22.2,.229,0.62,16.0%,32.0%,52.0%,23.1%,7.7%,54.0%,22.0%,24.0%,10.9%,169,217,386,sa3006417
Troy Watson,DET,A+,29,9.0,.200,0.80,28.0%,32.0%,40.0%,0.0%,0.0%,52.0%,32.0%,16.0%,10.3%,46,70,116,sa3007249
Kohl Franklin,CHC,A+,26,10.1,.313,3.60,28.1%,56.3%,15.6%,60.0%,0.0%,53.1%,3.1%,43.8%,11.6%,72,100,172,sa3008335
Andrick Nava,MIL,A+,24,2.0,.538,1.33,46.2%,30.8%,23.1%,0.0%,0.0%,30.8%,7.7%,61.5%,0.0%,13,19,32,sa3010693
Jose Dicochea,OAK,A+,25,52.2,.273,0.77,17.3%,36.0%,46.7%,22.9%,12.9%,45.9%,24.5%,29.6%,8.5%,362,542,904,sa3011497
Matt Canterino,MIN,A+,28,1.0,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,20.0%,8,7,15,sa3011530
Yehizon Sanchez,MIN,A+,25,57.0,.355,3.07,25.0%,56.6%,18.4%,32.1%,10.7%,42.2%,25.3%,32.5%,11.3%,430,650,1080,sa3011574
Nestor Lorant,CIN,A+,24,40.2,.244,0.71,23.1%,31.9%,45.1%,29.3%,14.6%,47.8%,22.8%,29.3%,14.3%,255,414,669,sa3011640
Koen Moreno,CHC,A+,24,48.1,.310,1.04,20.3%,40.6%,39.1%,11.5%,15.4%,46.0%,28.5%,25.5%,11.9%,322,502,824,sa3014509
José Davila,STL,A+,23,19.1,.388,1.86,18.4%,53.1%,28.6%,14.3%,7.1%,40.0%,32.0%,28.0%,15.0%,148,219,367,sa3015092
Franklin Sanchez,MIA,A+,25,6.0,.467,4.00,37.5%,50.0%,12.5%,0.0%,50.0%,50.0%,25.0%,25.0%,13.2%,69,90,159,sa3015157
Javier Chacon,SDP,A+,23,50.0,.265,0.94,20.2%,38.7%,41.2%,28.6%,14.3%,46.7%,19.7%,33.6%,13.6%,384,503,887,sa3015312
Yerlin Rodriguez,MIL,A+,24,38.0,.326,1.71,32.3%,42.7%,25.0%,29.2%,12.5%,46.9%,23.5%,29.6%,11.5%,399,465,864,sa3015362
Diego Guzman,KCR,A+,22,1.2,.143,1.50,16.7%,50.0%,33.3%,50.0%,0.0%,42.9%,14.3%,42.9%,7.3%,20,21,41,sa3015365
Miguelangel Boadas,MIN,A+,23,7.0,.421,0.56,30.0%,25.0%,45.0%,22.2%,22.2%,33.3%,42.9%,23.8%,13.3%,52,83,135,sa3015427
Brayan Mendoza,MIA,A+,22,94.2,.269,1.49,18.4%,48.8%,32.8%,28.0%,15.9%,43.6%,24.9%,31.5%,10.4%,586,938,1524,sa3015477
Jose Romero,CHC,A+,25,9.2,.381,4.00,28.6%,57.1%,14.3%,33.3%,0.0%,52.4%,14.3%,33.3%,13.8%,101,102,203,sa3015483
Rayner Castillo,DET,A+,22,87.1,.311,1.58,19.2%,49.4%,31.4%,12.5%,23.8%,45.9%,27.4%,26.6%,10.3%,560,970,1530,sa3015487
Miguel Mendez,SDP,A+,23,2.0,.429,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,20.0%,3,7,10,sa3015506
Carlos Marcano,DET,A+,22,50.2,.254,0.96,20.6%,39.0%,40.4%,21.1%,17.5%,45.1%,24.3%,30.6%,9.5%,378,500,878,sa3015509
Kevin Rivas,CLE,A+,23,3.0,.200,1.00,0.0%,50.0%,50.0%,40.0%,0.0%,50.0%,20.0%,30.0%,4.3%,20,27,47,sa3015539
Jose D. Hernandez,LAD,A+,23,2.0,.000,0.25,16.7%,16.7%,66.7%,0.0%,25.0%,28.6%,42.9%,28.6%,23.8%,6,15,21,sa3015557
Cristian Santana,DET,A+,22,0.1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,40.0%,2,3,5,sa3015697
Kenyi Perez,CHC,A+,24,20.1,.214,0.85,17.2%,37.9%,44.8%,38.5%,7.7%,55.2%,13.8%,31.0%,15.1%,168,222,390,sa3016008
Reynardo Cruz,CIN,A+,24,71.2,.271,1.58,21.0%,48.4%,30.6%,19.3%,17.5%,52.4%,23.0%,24.6%,12.0%,551,712,1263,sa3016032
Jawilme Ramírez,STL,A+,24,36.0,.337,0.68,22.2%,31.5%,46.3%,20.0%,14.0%,35.2%,34.3%,30.6%,9.1%,282,423,705,sa3016204
Darlin Pinales,OAK,A+,23,39.0,.396,1.87,21.8%,50.9%,27.3%,13.3%,6.7%,43.4%,23.0%,33.6%,10.4%,303,445,748,sa3016211
Gerardo Salas,STL,A+,23,62.2,.287,1.00,16.6%,41.7%,41.7%,26.0%,16.4%,44.1%,23.2%,32.8%,14.2%,421,646,1067,sa3016216
