Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
José Marte,NYM,A,30,0,0,9.00,2,0,0,0,0,0,1,2.0,10,3,2,2,1,1,0,0,0,0,3,21761
Yerry Rodríguez,NYY,A,28,0,1,2.25,6,3,0,0,0,0,1,8.0,33,8,2,2,0,1,0,1,0,0,7,21955
Josh Winckowski,TOR,A,28,1,0,1.42,3,2,0,0,0,0,0,6.1,27,4,1,1,1,3,0,1,0,0,8,22387
Dedniel Núñez,NYM,A,30,0,0,5.40,2,1,0,0,0,0,0,1.2,10,4,3,1,0,0,0,0,0,0,3,23055
Eduardo Salazar,MIN,A,28,0,0,6.75,2,0,0,0,0,0,0,2.2,12,5,2,2,0,0,0,0,3,0,1,23135
Michael Mercado,PHI,A,27,1,0,0.00,2,0,0,0,0,0,0,2.1,9,0,0,0,0,1,0,1,0,0,4,23223
Joey Gerber,NYM,A,29,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,24591
Lazaro Estrada,TOR,A,27,0,0,13.50,1,1,0,0,0,0,0,2.0,10,3,3,3,0,1,0,0,0,0,2,24914
Austin Warren,NYM,A,30,1,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,1,0,0,0,0,1,24937
Cole Waites,DET,A,28,0,0,0.00,2,0,0,0,0,0,1,2.0,8,1,0,0,0,1,0,0,0,0,0,25665
Tyler Owens,DET,A,25,1,0,1.69,5,0,0,0,0,0,1,5.1,20,4,1,1,0,1,0,0,0,0,3,26030
Sawyer Gipson-Long,DET,A,28,0,0,0.00,1,1,0,0,0,0,0,1.2,9,2,4,0,0,0,0,1,0,0,2,26048
Beau Brieske,DET,A,28,0,0,0.00,2,2,0,0,0,0,0,2.0,7,0,0,0,0,1,0,0,0,0,2,26079
Jackson Rutledge,PHI,A,27,0,0,0.00,3,0,0,0,0,0,0,3.0,14,3,1,0,0,2,0,0,2,0,4,26215
Nick Lodolo,CIN,A,28,0,0,0.00,1,1,0,0,0,0,0,2.2,8,0,0,0,0,0,0,0,0,0,4,26378
Garrett Acton,MIN,A,28,0,0,0.00,2,0,0,0,0,0,0,3.0,9,0,0,0,0,0,0,0,0,0,2,27583
Bailey Horn,DET,A,28,0,0,0.00,2,2,0,0,0,0,0,1.2,6,1,1,0,0,0,0,0,0,0,2,27753
Jared Jones,PIT,A,24,0,0,0.00,1,1,0,0,0,0,0,3.0,9,0,0,0,0,0,0,0,0,0,5,27863
Noah Murdock,PIT,A,27,0,1,2.08,4,0,0,0,0,0,2,4.1,18,4,1,1,0,0,0,2,0,0,4,27908
Kendry Rojas,MIN,A,23,0,1,0.00,1,1,0,0,0,0,0,1.1,7,2,2,0,0,2,0,0,0,0,2,29423
Andrew Hoffmann,PHI,A,26,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,29633
Grant Holman,PHI,A,26,0,0,4.50,2,0,0,0,0,0,0,2.0,9,3,1,1,1,0,0,0,1,0,4,30002
Nate Lavender,NYM,A,26,0,1,6.43,6,0,0,0,0,1,0,7.0,29,5,5,5,0,4,0,0,0,0,11,30109
Brant Hurter,DET,A,27,0,1,81.00,1,1,0,0,0,0,0,0.1,4,1,3,3,0,1,0,0,1,0,1,30133
Ricky Tiedemann,TOR,A,23,0,0,0.00,2,0,0,0,0,0,0,2.0,7,1,0,0,0,0,0,0,0,0,3,30165
Travis Adams,MIN,A,26,0,0,0.00,2,0,0,0,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,3,30180
Jackson Jobe,DET,A,23,0,0,6.75,1,1,0,0,0,0,0,1.1,6,2,1,1,0,0,0,0,1,0,1,30203
Michael Darrell-Hicks,PIT,A,28,0,0,10.12,2,0,0,0,0,0,0,2.2,12,3,3,3,0,1,0,0,0,0,2,31501
Troy Melton,DET,A,25,0,1,1.86,3,3,0,0,0,0,0,9.2,34,4,3,2,0,0,0,0,1,1,13,31807
Kodai Senga,NYM,A,33,0,0,5.40,1,1,0,0,0,0,0,3.1,15,4,2,2,0,1,0,0,1,0,2,31838
Cooper Hjerpe,STL,A,25,0,0,7.71,3,3,0,0,0,0,0,4.2,19,3,4,4,1,2,0,1,0,0,4,31853
Jake Bloss,TOR,A,25,0,0,3.97,3,3,0,0,0,0,0,11.1,46,12,5,5,3,2,0,0,0,0,14,33168
Dylan Ross,NYM,A,25,1,0,0.00,2,0,0,0,0,0,0,2.0,9,1,1,0,0,1,0,0,0,0,2,35309
Trey Yesavage,TOR,A,22,0,0,8.44,2,1,0,0,0,0,0,5.1,23,5,5,5,1,2,0,0,0,0,9,35456
Craig Kimbrel,NYM,A,38,0,0,0.00,1,0,0,0,0,0,1,1.0,3,0,0,0,0,0,0,0,0,0,1,6655
Patrick Corbin,TOR,A,36,1,0,0.00,1,1,0,0,0,0,0,5.0,20,4,1,0,0,1,0,0,0,0,9,9323
Luis Quiñones,MIN,A,28,0,0,0.00,1,1,0,0,0,0,0,1.0,4,0,0,0,0,1,0,0,0,0,2,sa1170867
Marco Jimenez,DET,A,26,0,0,1.17,6,0,0,0,0,0,2,7.2,28,4,1,1,0,0,0,1,1,0,5,sa3002926
Victor Santos,STL,A,25,1,0,0.00,2,0,0,0,1,0,0,1.1,5,1,0,0,0,0,0,0,0,0,1,sa3003083
Felix Cepeda,NYM,A,25,0,0,11.57,2,0,0,0,0,0,0,2.1,12,3,3,3,0,2,0,0,0,0,2,sa3005445
Inohan Paniagua,DET,A,26,0,0,9.00,1,0,0,0,0,0,0,1.0,7,2,1,1,0,2,0,0,0,0,3,sa3006417
Angel Obando,TOR,A,27,2,0,5.01,12,0,0,0,2,1,0,23.1,105,22,19,13,6,11,0,0,1,0,29,sa3006637
Troy Watson,DET,A,29,0,0,0.00,1,1,0,0,0,0,0,1.1,7,2,0,0,0,1,0,0,0,0,3,sa3007249
Dominic Pipkin,PIT,A,26,0,0,0.00,1,0,0,0,0,0,0,1.0,4,1,0,0,0,1,0,0,0,0,0,sa3007896
Antonio Gomez,NYY,A,24,1,0,7.94,6,0,0,0,0,0,2,5.2,24,5,5,5,1,2,0,0,0,0,9,sa3008746
Sergio Tapia,DET,A,23,0,0,0.00,2,0,0,0,0,0,0,1.1,10,2,3,0,2,2,0,0,0,1,1,sa3009763
Luis Velasquez,NYY,A,24,1,0,0.00,2,0,0,0,0,0,1,2.1,9,0,0,0,0,1,0,0,0,0,5,sa3010135
Jarod Bayless,PIT,A,29,1,0,3.86,2,0,0,0,0,0,0,2.1,8,1,1,1,0,0,0,0,0,0,1,sa3010236
Jake Walkinshaw,MIA,A,29,0,0,27.00,1,0,0,0,0,0,0,1.0,7,2,4,3,1,2,0,0,0,0,0,sa3010317
Sem Robberse,STL,A,24,0,1,9.00,3,3,0,0,0,0,0,6.0,27,11,6,6,1,0,0,0,1,0,7,sa3011735
Alexander Cornielle,NYY,A,24,0,1,2.45,1,1,0,0,0,0,0,3.2,14,2,1,1,0,2,0,0,0,0,3,sa3011779
Po-Yu Chen,PIT,A,24,0,0,22.50,1,0,0,0,0,0,0,2.0,13,4,5,5,1,3,0,0,1,0,4,sa3014699
José Davila,STL,A,23,0,0,8.10,3,0,0,0,0,0,0,3.1,19,4,3,3,1,3,0,3,1,0,3,sa3015092
Franklin Sanchez,MIA,A,25,0,0,18.00,1,0,0,0,0,0,0,1.0,7,1,2,2,0,3,0,1,0,0,0,sa3015157
Jan Caraballo,DET,A,22,2,5,7.04,29,0,0,0,1,6,1,46.0,209,52,39,36,10,23,1,0,6,1,45,sa3015485
Joel Díaz,NYM,A,22,0,2,7.11,4,3,0,0,0,0,1,6.1,30,7,6,5,0,5,0,0,1,0,5,sa3015500
Newremberg Rondon,DET,A,22,0,0,4.50,1,0,0,0,0,0,0,2.0,9,3,1,1,0,0,0,0,0,0,0,sa3015653
Kevin Villavicencio,NYM,A,22,0,0,27.00,1,0,0,0,0,0,0,1.0,8,3,3,3,0,0,0,1,0,0,1,sa3015673
Antoni Cuello,STL,A,23,0,0,4.91,29,0,0,0,4,1,1,33.0,158,33,20,18,5,27,0,7,4,0,30,sa3015947
Pedro Rodriguez,NYY,A,23,2,2,5.52,29,0,0,0,3,2,4,29.1,129,25,18,18,4,15,0,2,11,1,34,sa3015962
Estibenzon Jimenez,PHI,A,24,0,0,2.25,2,0,0,0,0,0,0,4.0,16,4,1,1,0,1,0,0,0,0,6,sa3015983
Jorge De Leon,NYM,A,23,1,0,15.95,11,0,0,0,0,0,1,7.1,46,8,13,13,2,16,0,0,3,1,9,sa3016059
Henry Lalane,NYY,A,22,4,1,2.74,13,12,0,0,0,0,0,62.1,247,40,20,19,1,22,0,4,4,1,81,sa3016066
Allen Facundo,NYY,A,23,1,0,1.20,3,3,0,0,0,0,0,15.0,59,6,2,2,0,7,0,2,2,0,25,sa3016071
Jose Olivares,MIN,A,23,0,0,0.00,1,1,0,0,0,0,0,3.0,9,0,0,0,0,0,0,0,0,0,4,sa3016267
Yendy Gomez,DET,A,22,8,3,2.81,39,0,0,0,3,2,1,57.2,247,52,21,18,2,25,2,1,2,2,52,sa3016287
Giussepe Velasquez,PHI,A,23,1,0,2.16,8,1,0,0,0,0,2,16.2,72,15,4,4,1,8,0,1,0,0,21,sa3016463
Isaias Uribe,PIT,A,23,0,0,0.00,4,0,0,0,0,0,0,6.0,24,2,0,0,0,2,0,2,0,0,7,sa3016486
Alessandro Ercolani,PIT,A,22,1,0,2.08,2,0,0,0,0,0,1,4.1,17,2,1,1,0,2,0,1,0,0,5,sa3016714
Yondrei Rojas,TOR,A,23,0,0,0.00,1,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,3,sa3016783
Luis Alvarez,NYM,A,23,2,0,7.92,19,0,0,0,1,1,0,25.0,130,23,24,22,7,28,0,1,10,0,42,sa3016847
Luis R. Rodriguez,NYM,A,23,0,0,13.50,2,2,0,0,0,0,0,1.1,10,2,4,2,0,3,0,0,1,0,4,sa3017275
Jordarlin Mendoza,NYY,A,22,4,3,8.05,37,0,0,0,3,2,4,38.0,191,43,37,34,6,27,0,8,9,1,49,sa3017321
Justin Armbruester,NYM,A,27,1,0,0.00,5,0,0,0,0,0,1,5.2,22,3,1,0,0,2,0,1,0,0,6,sa3017548
Dameivi Tineo,MIA,A,22,2,5,2.94,18,18,0,0,0,0,0,82.2,356,57,40,27,6,57,0,2,11,1,128,sa3017726
Brian Arias,NYY,A,22,2,3,10.38,13,0,0,0,0,1,3,17.1,95,25,23,20,2,16,0,2,1,1,15,sa3017768
Yenfri Sosa,MIA,A,22,1,2,7.04,5,0,0,0,0,0,0,7.2,41,8,12,6,4,9,1,0,3,0,11,sa3017823
Micah Ottenbreit,PHI,A,23,0,0,4.00,5,0,0,0,0,0,2,9.0,39,8,5,4,0,4,0,1,1,0,7,sa3017860
Christian McGowan,PHI,A,26,2,0,4.70,6,0,0,0,0,0,1,7.2,34,7,4,4,2,3,0,2,0,0,7,sa3017896
Greiber Mendez,PIT,A,22,4,1,6.48,26,0,0,0,0,4,1,41.2,197,57,39,30,6,16,0,5,2,0,37,sa3018041
Calvin Ziegler,NYM,A,23,0,0,27.00,2,0,0,0,0,0,0,1.0,11,3,3,3,0,4,0,1,2,0,2,sa3018142
Sean Sullivan,PIT,A,25,0,0,3.38,4,0,0,0,0,0,0,5.1,25,6,2,2,0,3,0,1,2,0,5,sa3018185
Candido Cuevas,NYM,A,22,0,0,10.80,7,0,0,0,0,0,0,6.2,33,7,8,8,2,7,0,1,3,0,12,sa3018305
Luis Ramirez,MIA,A,24,3,3,3.00,19,0,0,0,1,0,1,30.0,134,20,12,10,1,20,0,5,2,1,41,sa3018353
Luis Cesar,MIA,A,22,2,1,5.40,12,0,0,0,1,1,0,18.1,97,14,14,11,1,23,0,6,1,2,23,sa3018368
Riskiel Tineo,MIA,A,23,0,0,7.20,3,0,0,0,1,0,0,5.0,24,4,4,4,0,4,0,1,0,0,8,sa3018375
Javier Osorio,DET,A,21,0,0,0.00,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,sa3018410
Anthuan Valencia,CIN,A,21,0,0,9.00,1,0,0,0,0,0,0,2.0,11,4,2,2,0,1,0,0,0,0,1,sa3018422
Santiago Gomez,NYY,A,22,0,0,40.50,1,0,0,0,0,0,0,0.2,6,2,3,3,0,2,0,0,0,0,1,sa3018616
Jaiker Garcia,PIT,A,21,0,4,5.61,10,9,0,0,0,0,0,33.2,150,33,24,21,7,16,0,1,4,1,36,sa3018626
Ernesto Mercedes,NYM,A,22,3,3,5.84,35,0,0,0,0,2,1,44.2,208,40,36,29,3,34,1,2,10,3,73,sa3018835
Jovi Gálvez,STL,A,21,1,0,3.21,13,0,0,0,1,1,1,14.0,70,10,5,5,0,16,0,7,5,0,16,sa3018837
Pitterson Rosa,PIT,A,21,1,0,3.00,7,0,0,0,0,0,0,9.0,47,8,10,3,0,11,0,1,4,1,10,sa3018839
Jorger Petri,DET,A,21,0,0,1.35,3,0,0,0,1,0,0,6.2,25,3,1,1,0,2,0,0,4,0,9,sa3018855
Cesar Rivera,NYM,A,21,0,0,45.00,2,0,0,0,0,0,0,1.0,9,1,5,5,0,5,0,0,0,0,1,sa3018856
Jose Chirinos,NYM,A,21,3,1,2.36,9,7,0,0,0,0,0,42.0,169,34,16,11,3,10,0,2,2,0,48,sa3018859
Pedro Garcia,DET,A,24,4,5,5.75,34,0,0,0,1,2,1,56.1,271,59,44,36,7,42,1,4,10,4,51,sa3018872
Adolfo Oviedo,PIT,A,21,7,0,1.49,19,0,0,0,1,3,1,36.1,141,26,9,6,2,7,0,1,2,0,24,sa3018882
Xiomer Guacache,DET,A,22,4,3,5.22,19,0,0,0,2,1,0,29.1,136,24,21,17,3,23,0,2,1,1,24,sa3018887
Franklyn Moreta,MIA,A,22,4,2,8.40,17,0,0,0,0,1,1,30.0,151,30,32,28,4,30,0,9,7,2,25,sa3018888
Antonio Florido,DET,A,21,0,3,10.32,10,0,0,0,0,1,3,11.1,64,10,19,13,1,20,0,1,4,1,15,sa3018890
Juan Amarante,PHI,A,22,0,0,13.50,2,0,0,0,0,0,0,1.1,9,4,2,2,0,1,0,0,0,0,2,sa3019048
Diego Dominguez,TOR,A,21,4,2,6.06,23,0,0,0,0,1,0,35.2,165,35,33,24,5,28,1,1,4,1,29,sa3019063
Anyer Laureano,CIN,A,23,0,3,6.91,9,3,0,0,0,1,0,27.1,129,28,21,21,2,24,0,0,3,0,41,sa3019123
Ramon Sanchez,MIA,A,24,0,0,3.81,20,0,0,0,1,1,2,26.0,118,11,13,11,2,25,0,6,7,1,27,sa3019132
Nelfy Ynfante,STL,A,21,2,2,4.01,21,1,0,0,4,1,2,42.2,177,37,22,19,6,11,0,3,2,0,45,sa3019149
Inmer Lobo,PIT,A,22,1,0,0.00,2,0,0,0,0,0,0,2.2,11,1,0,0,0,2,0,0,0,0,4,sa3019151
Juan De La Cruz,MIA,A,21,0,1,8.76,19,0,0,0,1,1,2,24.2,134,33,25,24,3,28,0,2,4,0,38,sa3019171
Wilmer Blanco,PHI,A,22,0,0,4.91,22,0,0,0,2,0,3,33.0,145,36,20,18,4,17,0,2,0,0,26,sa3019184
Josbel Garcia,TOR,A,22,4,5,5.48,23,0,0,0,1,3,3,44.1,200,45,32,27,7,18,0,4,3,1,43,sa3019250
Lisnerkin Lantigua,CIN,A,21,6,4,6.82,24,1,0,0,3,0,1,67.1,317,73,53,51,5,54,0,4,9,3,61,sa3019258
Nelfri Payano,CIN,A,21,0,0,12.86,6,0,0,0,0,0,1,7.0,43,10,16,10,1,12,0,0,3,2,6,sa3019260
Omar Victorino,NYM,A,21,1,3,13.89,5,2,0,0,0,1,0,11.2,65,13,21,18,0,15,0,3,2,1,9,sa3019273
Walin Castillo,MIA,A,21,2,7,5.43,17,15,0,0,0,0,0,71.1,321,78,48,43,8,37,0,4,1,4,61,sa3019280
Jonas Uzcategui,MIA,A,21,1,2,4.68,13,8,0,0,0,0,1,32.2,149,25,21,17,3,26,0,6,6,1,42,sa3019281
Luis Victorino,TOR,A,23,1,3,6.39,20,0,0,0,0,1,0,31.0,159,43,37,22,4,19,0,4,3,3,24,sa3019289
Yoan Valdez,DET,A,20,0,1,4.91,3,0,0,0,1,0,0,3.2,18,3,3,2,1,4,0,0,0,1,1,sa3019292
Edinzo Marquez,NYY,A,21,3,2,3.62,6,5,0,0,0,0,0,27.1,114,24,14,11,3,10,0,0,0,0,26,sa3019300
Sabier Marte,NYY,A,22,0,3,9.57,7,6,0,0,0,0,0,26.1,130,37,32,28,10,14,0,1,2,5,21,sa3019431
Engel Peralta,MIA,A,22,0,2,10.80,14,0,0,0,1,0,2,18.1,97,22,23,22,3,14,0,5,1,0,23,sa3019538
Julio Mendez,MIA,A,21,7,0,2.89,17,14,0,0,0,0,1,71.2,301,55,26,23,6,35,0,6,2,2,99,sa3019580
Yordy Herrera,STL,A,21,1,0,9.28,11,0,0,0,1,0,1,10.2,60,7,12,11,1,17,0,3,3,2,14,sa3019643
Ovis Portes,CIN,A,21,1,1,3.18,5,5,0,0,0,0,0,22.2,95,19,9,8,2,8,0,0,0,0,34,sa3019644
Eliseo Mota,DET,A,23,2,1,3.00,21,0,0,0,2,1,2,33.0,137,21,12,11,2,16,0,2,2,0,43,sa3019718
Michael Perez,MIA,A,23,2,2,2.65,8,0,0,0,0,0,0,17.0,72,12,6,5,1,8,1,2,0,0,30,sa3019721
Jesus Colina,CIN,A,21,1,0,4.05,9,0,0,0,3,1,0,13.1,50,9,8,6,2,5,0,0,2,0,15,sa3019776
Daniel Guerra,TOR,A,22,0,0,0.00,1,1,0,0,0,0,0,3.1,12,1,0,0,0,1,0,0,0,0,5,sa3019786
Braulio Salas,MIA,A,21,7,4,3.81,31,0,0,0,3,4,2,49.2,214,40,26,21,3,31,1,1,7,1,49,sa3019820
Tristan Stevens,MIA,A,28,1,0,2.08,3,0,0,0,0,0,1,4.1,16,3,1,1,1,1,0,0,0,0,3,sa3019881
T.J. Brock,TOR,A,26,0,0,9.00,2,0,0,0,0,1,0,2.0,10,4,2,2,1,0,0,0,0,0,5,sa3020079
Logan Tanner,CIN,A,25,2,0,4.96,9,0,0,0,0,0,0,16.1,71,15,9,9,1,5,0,1,2,1,21,sa3020117
Ramon Suarez,TOR,A,22,1,1,7.36,8,0,0,0,0,1,1,7.1,41,6,9,6,3,11,0,2,6,1,12,sa3020237
Bryce Hubbart,CIN,A,25,0,0,6.75,2,0,0,0,0,0,1,4.0,18,4,3,3,1,1,0,0,0,0,3,sa3020323
Michael Walsh,PIT,A,25,0,0,0.00,3,0,0,0,0,0,0,5.0,16,0,0,0,0,1,0,0,0,0,7,sa3020337
Joe Miller,DET,A,26,1,0,0.00,1,0,0,0,0,0,0,2.0,9,2,0,0,0,1,0,0,1,0,4,sa3020393
Jake Miller,DET,A,25,0,0,0.00,2,2,0,0,0,0,0,5.0,18,2,0,0,0,1,0,0,0,0,5,sa3020408
Derek Diamond,PIT,A,25,0,0,2.25,2,0,0,0,0,1,0,4.0,17,3,2,1,0,1,0,1,0,0,5,sa3020470
Abraham Gaitan,CIN,A,22,5,2,6.71,30,0,0,0,2,5,2,60.1,276,71,47,45,4,25,1,4,6,2,45,sa3020492
Max Alba,DET,A,26,0,0,2.84,2,2,0,0,0,0,0,6.1,25,7,2,2,1,0,0,0,0,0,4,sa3020525
Lluveres Severino,TOR,A,22,2,4,4.83,27,0,0,0,4,3,1,41.0,198,39,31,22,2,27,0,8,1,0,41,sa3020601
Kevin Stevens,NYY,A,28,0,0,2.70,3,0,0,0,0,0,1,3.1,16,5,3,1,1,1,0,0,0,0,4,sa3020613
Chase Hampton,NYY,A,24,0,1,4.15,3,3,0,0,0,0,0,8.2,36,6,6,4,2,2,0,1,1,0,8,sa3020682
Brandon Barriera,TOR,A,22,0,3,4.22,12,12,0,0,0,0,0,32.0,144,29,17,15,2,22,0,5,4,0,33,sa3020683
Cory Lewis,MIN,A,25,0,0,54.00,1,1,0,0,0,0,0,0.1,5,2,2,2,0,2,0,0,0,0,0,sa3020702
Pete Hansen,STL,A,25,0,0,1.35,2,2,0,0,0,0,0,6.2,24,3,1,1,0,3,0,0,1,0,7,sa3020798
Dominic Perachi,PIT,A,25,0,1,16.87,1,1,0,0,0,0,0,2.2,14,5,5,5,3,1,0,0,0,0,0,sa3020841
Joseph King,STL,A,25,1,0,3.24,5,0,0,0,0,0,2,8.1,33,8,4,3,0,1,0,0,1,0,12,sa3020857
Thomas Balboni Jr.,NYY,A,25,1,0,3.37,3,0,0,0,0,0,0,2.2,11,2,1,1,1,1,0,1,0,0,2,sa3020861
Wen-Hui Pan,PHI,A,23,2,0,5.40,6,0,0,0,0,0,1,6.2,31,9,4,4,0,3,0,0,1,0,14,sa3020878
Franyel Diaz,NYM,A,21,1,0,9.00,4,0,0,0,0,0,0,6.0,30,6,6,6,1,8,0,1,1,0,4,sa3020976
Luis De La Cruz,MIA,A,23,3,2,2.88,20,0,0,0,1,0,2,40.2,174,27,14,13,4,29,0,2,7,3,53,sa3020981
Eduar Gonzalez,TOR,A,20,0,0,5.73,6,0,0,0,0,0,1,11.0,54,11,9,7,1,7,0,2,3,0,11,sa3020993
Elwis Mijares,NYM,A,20,4,4,4.91,31,0,0,0,3,2,2,51.1,226,48,32,28,4,28,0,4,4,4,55,sa3021009
Hamlet Garcia,MIA,A,20,0,2,5.23,7,1,0,0,0,1,1,10.1,47,6,7,6,1,10,0,2,4,0,14,sa3021022
Duque Hebbert,DET,A,24,0,0,7.20,4,0,0,0,0,0,0,5.0,29,8,4,4,0,2,0,3,1,0,5,sa3021026
Clevari Tejada,PIT,A,21,0,1,1.93,4,3,0,0,1,0,0,14.0,59,3,4,3,0,12,0,0,1,0,14,sa3021040
Luis Escudero,NYY,A,20,0,0,0.00,1,0,0,0,0,0,0,0.2,4,0,0,0,0,2,0,1,0,0,0,sa3021063
Janero Miller,MIA,A,20,2,1,28.42,9,1,0,0,1,1,0,6.1,49,18,20,20,5,10,0,0,1,1,9,sa3021077
Hendry Chivilli,MIN,A,20,2,1,5.35,15,3,0,0,1,0,0,33.2,148,36,25,20,5,8,0,5,4,2,26,sa3021095
Juan Rosas,TOR,A,20,0,0,0.00,2,0,0,0,0,0,0,1.2,4,0,0,0,0,0,0,0,0,0,0,sa3021125
Raimundo De Los Santos,TOR,A,21,0,0,0.00,2,0,0,0,0,0,0,2.0,11,1,2,0,0,2,0,1,0,0,1,sa3021202
Julio Zayas,NYM,A,20,0,0,14.54,3,0,0,0,0,0,0,4.1,24,11,7,7,1,1,0,1,1,0,0,sa3021234
Heriberto Caraballo,STL,A,21,0,0,6.75,1,0,0,0,0,0,0,1.1,7,3,1,1,1,0,0,0,0,0,0,sa3021317
Kevin Verde,NYY,A,20,0,0,0.00,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,sa3021326
Nolan Perry,TOR,A,22,0,0,1.71,5,4,0,0,0,0,0,21.0,78,8,5,4,1,6,0,2,1,0,32,sa3021476
Carlos Castillo,PIT,A,20,0,1,7.71,1,1,0,0,0,0,0,2.1,10,3,2,2,0,2,0,0,1,0,0,sa3021500
Giovanni Vargas,STL,A,20,1,0,0.00,1,0,0,0,0,0,0,2.0,9,2,0,0,0,1,0,0,1,0,1,sa3021515
Dariel Francia,PIT,A,19,2,3,5.40,21,1,0,0,0,0,2,41.2,204,32,29,25,5,45,0,2,10,0,53,sa3021526
Kelvis Salcedo,DET,A,20,0,3,3.53,12,10,0,0,0,0,0,35.2,152,31,17,14,3,10,0,2,1,0,54,sa3021531
Yadiel Batista,STL,A,22,5,4,4.71,33,1,0,0,1,2,4,65.0,285,79,37,34,6,22,0,3,2,0,56,sa3021558
Frenny Grant,DET,A,22,1,0,1.38,7,0,0,0,1,0,0,13.0,54,7,2,2,0,7,0,1,1,0,23,sa3021572
Jeter Martinez,PIT,A,20,2,7,6.02,19,16,0,0,0,0,0,64.1,296,67,43,43,8,40,0,4,6,1,61,sa3021738
Jonawel Valdez,MIA,A,22,0,2,7.59,8,0,0,0,0,0,1,10.2,55,13,11,9,4,9,0,0,0,0,10,sa3021755
David Matoma,PIT,A,20,2,5,9.08,33,0,0,0,1,4,2,36.2,195,43,40,37,3,47,0,1,1,2,43,sa3021761
Cristian Hernandez,MIN,A,21,0,1,4.91,5,5,0,0,0,0,0,14.2,68,18,9,8,0,7,0,4,2,1,17,sa3021788
Keyner Benitez,MIA,A,20,0,0,2.79,5,4,0,0,0,0,0,19.1,77,7,8,6,2,9,0,1,2,2,24,sa3021795
Luis Sotillo,NYM,A,21,0,0,11.81,4,0,0,0,0,0,0,5.1,29,3,7,7,1,9,0,1,2,1,5,sa3021804
Luis Avila,PHI,A,23,0,1,2.45,19,0,0,0,2,1,1,25.2,101,16,8,7,3,11,0,0,1,1,31,sa3021805
