Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Blake Adams,COL,AA,25,27.1,6.26,1.65,3.80,0.99,17.4%,4.6%,12.8%,.223,1.02,.247,68.5%,3.62,4.29,-0.67,4.90,31492
Alex McFarlane,PHI,AA,25,35.0,12.09,4.63,2.61,0.51,32.9%,12.6%,20.3%,.185,1.17,.280,79.1%,2.06,3.28,-1.23,3.60,31773
Kodai Senga,NYM,AA,33,6.0,7.50,1.50,5.00,1.50,23.8%,4.8%,19.0%,.053,0.33,.000,100.0%,1.50,5.10,-3.60,4.79,31838
Shawn Ross,PIT,AA,26,1.2,0.00,0.00,0.00,5.40,0.0%,0.0%,0.0%,.286,1.20,.167,100.0%,5.40,11.40,-6.00,9.17,32054
Jake Bloss,TOR,AA,25,3.2,14.73,4.91,3.00,2.45,37.5%,12.5%,25.0%,.286,1.64,.429,65.2%,7.36,5.51,1.86,3.99,33168
Jared Simpson,WSN,AA,26,39.2,10.89,6.35,1.71,0.68,27.9%,16.3%,11.6%,.182,1.36,.250,82.7%,2.04,4.35,-2.31,4.21,33458
Andrew Sears,DET,AA,23,35.0,9.00,2.83,3.18,0.51,24.3%,7.6%,16.7%,.214,1.11,.277,78.5%,2.57,3.45,-0.88,4.67,33664
Matt Wilkinson,SFG,AA,23,43.1,10.18,2.70,3.77,0.42,29.9%,7.9%,22.0%,.153,0.83,.212,76.0%,1.87,2.90,-1.04,4.15,33760
Woo-Suk Go,DET,AA,27,13.2,14.49,1.32,11.00,0.66,44.9%,4.1%,40.8%,.109,0.51,.174,100.0%,0.66,1.99,-1.33,2.12,33827
Khristian Curtis,PIT,AA,24,53.1,11.31,4.22,2.68,1.18,29.1%,10.9%,18.3%,.212,1.28,.279,59.8%,4.73,4.31,0.42,4.20,33865
Zac Thornton,NYM,AA,24,25.0,9.72,3.24,3.00,0.36,25.7%,8.6%,17.1%,.250,1.32,.338,72.8%,3.60,3.04,0.56,4.52,33891
Shinnosuke Ogasawara,WSN,AA,28,46.0,9.98,2.15,4.64,0.98,28.0%,6.0%,22.0%,.193,0.96,.243,78.4%,2.15,3.51,-1.36,3.39,35324
Jackson Kent,WSN,AA,23,30.2,11.15,2.35,4.75,0.88,32.2%,6.8%,25.4%,.174,0.88,.235,84.0%,2.35,3.27,-0.92,3.33,35462
Beau Philip,TOR,AA,27,15.1,7.04,2.93,2.40,1.76,18.2%,7.6%,10.6%,.233,1.24,.244,63.3%,3.52,5.75,-2.23,5.02,sa1169595
Marco Jimenez,DET,AA,26,7.2,11.74,3.52,3.33,2.35,23.3%,7.0%,16.3%,.462,2.74,.593,67.7%,10.57,5.95,4.62,4.49,sa3002926
Danis Correa,NYM,AA,26,18.1,12.76,4.91,2.60,0.98,32.5%,12.5%,20.0%,.246,1.47,.366,71.4%,3.93,3.98,-0.05,4.48,sa3002980
Max Green,NYM,AA,30,35.0,7.20,2.06,3.50,1.03,18.8%,5.4%,13.4%,.279,1.34,.324,66.0%,4.89,4.25,0.63,5.10,sa3004092
Bryce Conley,NYM,AA,31,88.1,9.88,3.57,2.77,1.73,25.1%,9.1%,16.1%,.268,1.44,.328,65.6%,6.11,5.36,0.75,4.94,sa3004704
Sam Carlson,PHI,AA,27,4.0,11.25,2.25,5.00,0.00,27.8%,5.6%,22.2%,.133,0.75,.200,100.0%,0.00,3.35,-3.35,4.74,sa3005015
Gerald Ogando,BAL,AA,25,21.1,13.08,4.22,3.10,0.00,33.3%,10.8%,22.6%,.200,1.22,.327,65.5%,3.80,2.52,1.28,3.82,sa3005026
Matt Turner,NYM,AA,26,14.2,11.66,3.07,3.80,1.23,31.1%,8.2%,23.0%,.218,1.16,.294,85.5%,2.45,4.01,-1.55,2.99,sa3005029
Felix Cepeda,NYM,AA,25,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.60,-3.60,7.31,sa3005445
Jorge Juan,BOS,AA,27,1.2,5.40,27.00,0.20,0.00,7.7%,38.5%,-30.8%,.167,3.60,.200,37.5%,27.00,15.00,12.00,16.11,sa3005826
Yeuris Jimenez,WSN,AA,25,1.2,5.40,16.20,0.33,0.00,8.3%,25.0%,-16.7%,.444,4.20,.500,14.3%,32.40,7.80,24.60,8.91,sa3006386
Jeisson Cabrera,BAL,AA,27,49.1,11.31,5.47,2.07,0.55,28.8%,14.0%,14.9%,.209,1.38,.299,77.8%,3.28,3.88,-0.60,4.63,sa3006501
Valentin Linarez,WSN,AA,26,13.2,10.54,7.90,1.33,1.98,23.9%,17.9%,6.0%,.231,1.76,.273,65.8%,5.27,7.40,-2.13,6.86,sa3006557
Angel Obando,TOR,AA,27,26.1,9.91,4.78,2.07,1.37,26.4%,12.7%,13.6%,.189,1.22,.226,54.7%,6.15,5.08,1.07,4.94,sa3006637
Aaron Shortridge,WSN,AA,29,22.2,9.93,3.18,3.13,1.19,26.3%,8.4%,17.9%,.218,1.19,.271,65.8%,4.76,4.17,0.59,4.33,sa3006759
Gabriel Rodriguez,NYM,AA,27,46.1,13.21,8.94,1.48,1.36,31.5%,21.3%,10.2%,.190,1.68,.269,65.5%,5.24,5.73,-0.49,5.29,sa3007219
Dominic Pipkin,PIT,AA,26,38.1,9.16,7.04,1.30,0.70,23.4%,18.0%,5.4%,.193,1.46,.247,72.5%,4.46,5.08,-0.62,5.91,sa3007896
Joander Suarez,NYM,AA,26,15.1,7.04,4.70,1.50,0.00,17.9%,11.9%,6.0%,.246,1.43,.311,75.0%,3.52,3.99,-0.47,6.05,sa3008263
Lenny Torres Jr.,PHI,AA,25,5.0,14.40,1.80,8.00,0.00,47.1%,5.9%,41.2%,.125,0.60,.250,100.0%,0.00,1.00,-1.00,1.37,sa3008329
Brian Metoyer,NYM,AA,29,39.0,13.38,4.62,2.90,0.23,34.5%,11.9%,22.6%,.201,1.26,.329,54.3%,4.38,2.80,1.58,3.37,sa3008361
Richard Guasch,BAL,AA,28,21.1,13.08,4.64,2.82,2.53,33.0%,11.7%,21.3%,.207,1.31,.244,63.1%,4.22,6.03,-1.82,3.86,sa3008434
Carlos Peña,DET,AA,27,99.0,10.18,1.91,5.33,1.45,27.3%,5.1%,22.2%,.253,1.19,.316,70.6%,4.36,4.22,0.14,3.72,sa3009519
Gabriel Barbosa,PHI,AA,24,21.1,8.44,2.53,3.33,3.80,20.4%,6.1%,14.3%,.326,1.69,.333,72.6%,7.59,8.05,-0.46,5.18,sa3009593
Reidis Sena,BOS,AA,25,41.2,12.31,7.13,1.73,1.08,29.5%,17.1%,12.4%,.247,1.73,.354,65.7%,4.75,4.94,-0.19,4.54,sa3009626
Richard Gallardo,TOR,AA,24,38.0,7.82,1.89,4.13,1.18,21.0%,5.1%,15.9%,.233,1.11,.269,68.4%,3.79,4.44,-0.65,4.34,sa3009990
Luis Velasquez,NYY,AA,24,13.1,8.10,5.40,1.50,0.00,20.7%,13.8%,6.9%,.204,1.35,.270,52.6%,2.70,3.82,-1.12,5.08,sa3010135
Jarod Bayless,PIT,AA,29,26.2,9.79,2.70,3.63,0.34,27.1%,7.5%,19.6%,.204,1.05,.279,65.2%,2.70,2.92,-0.22,4.17,sa3010236
Connor Van Scoyoc,WSN,AA,26,63.2,9.19,2.83,3.25,1.13,24.3%,7.5%,16.9%,.250,1.27,.310,74.2%,3.82,4.27,-0.46,3.95,sa3010243
Tyrone Yulie,PIT,AA,24,9.2,7.45,13.03,0.57,1.86,14.8%,25.9%,-11.1%,.333,2.79,.379,47.6%,14.90,9.29,5.61,8.90,sa3010246
Chase Chaney,NYY,AA,26,63.1,6.82,3.41,2.00,1.56,17.0%,8.5%,8.5%,.241,1.34,.258,63.5%,4.55,5.76,-1.21,5.58,sa3010369
Morgan McSweeney,BOS,AA,28,17.1,11.94,2.08,5.75,1.04,29.9%,5.2%,24.7%,.306,1.50,.426,49.6%,7.79,3.31,4.48,3.52,sa3010781
Erik Rivera,BOS,AA,25,58.0,13.50,6.21,2.18,0.93,32.5%,14.9%,17.5%,.221,1.53,.333,61.2%,5.12,4.32,0.80,4.16,sa3010867
Aaron Antonini,DET,AA,27,2.1,0.00,0.00,0.00,3.86,0.0%,0.0%,0.0%,.429,2.57,.385,35.7%,11.57,10.45,1.12,8.06,sa3010906
Colin Peluse,PHI,AA,28,24.2,9.85,1.82,5.40,2.55,23.9%,4.4%,19.5%,.324,1.62,.378,49.7%,8.03,5.71,2.32,4.20,sa3011126
Sandy Gaston,WSN,AA,24,51.1,12.62,7.19,1.76,1.58,29.9%,17.0%,12.9%,.219,1.64,.296,67.6%,5.08,5.70,-0.62,4.69,sa3011136
Seth Shuman,WSN,AA,28,12.1,4.38,3.65,1.20,0.73,12.5%,10.4%,2.1%,.163,0.97,.167,84.9%,1.46,4.89,-3.44,5.50,sa3011187
Dan Hammer,NYM,AA,28,13.0,11.77,2.77,4.25,1.38,31.5%,7.4%,24.1%,.146,0.85,.172,78.4%,2.77,4.37,-1.60,3.94,sa3011525
Yosber Sanchez,DET,AA,25,45.0,9.00,5.40,1.67,1.00,21.5%,12.9%,8.6%,.301,1.78,.381,65.8%,6.00,5.24,0.76,5.20,sa3011636
Brendan Cellucci,TOR,AA,28,1.2,21.60,5.40,4.00,0.00,66.7%,16.7%,50.0%,.000,0.60,.000,100.0%,0.00,0.60,-0.60,1.71,sa3011710
Alexander Cornielle,NYY,AA,24,4.1,10.38,2.08,5.00,2.08,33.3%,6.7%,26.7%,.214,0.92,.250,100.0%,2.08,4.98,-2.90,4.55,sa3011779
Brad Deppermann,SFG,AA,30,12.0,12.00,3.00,4.00,2.25,29.1%,7.3%,21.8%,.280,1.50,.355,74.3%,5.25,5.43,-0.18,4.04,sa3011801
R.J. Dabovich,SFG,AA,27,3.1,10.80,8.10,1.33,0.00,26.7%,20.0%,6.7%,.167,1.50,.250,60.0%,5.40,3.90,1.50,6.12,sa3014431
Sam Weatherly,COL,AA,27,51.0,10.76,6.35,1.69,3.00,24.3%,14.3%,10.0%,.311,2.00,.366,65.3%,9.00,7.83,1.17,5.83,sa3014455
Zach Peek,NYM,AA,28,37.0,10.46,4.38,2.39,1.22,25.4%,10.7%,14.8%,.253,1.49,.327,73.6%,4.38,4.89,-0.52,4.59,sa3014469
Jeremy Wu-Yelland,BOS,AA,27,27.2,12.36,7.81,1.58,0.33,28.1%,17.8%,10.4%,.266,1.92,.400,54.1%,7.81,4.14,3.67,4.81,sa3014520
Po-Yu Chen,PIT,AA,24,26.0,6.92,4.85,1.43,1.73,16.9%,11.9%,5.1%,.296,1.65,.329,57.1%,8.31,6.87,1.44,6.22,sa3014699
Esmerlin Vinicio,SFG,AA,23,11.2,10.80,7.71,1.40,0.00,26.4%,18.9%,7.5%,.119,1.29,.179,62.5%,4.63,4.03,0.60,5.93,sa3014708
Blake Brown,WSN,AA,27,10.1,8.71,5.23,1.67,0.87,20.8%,12.5%,8.3%,.310,1.84,.387,73.9%,5.23,4.66,0.56,4.84,sa3014847
Holden Powell,WSN,AA,26,45.0,10.20,4.80,2.13,1.00,26.4%,12.4%,14.0%,.223,1.36,.291,82.5%,3.20,4.58,-1.38,4.53,sa3014854
Billy Sullivan,WSN,AA,27,9.0,11.00,12.00,0.92,2.00,22.0%,24.0%,-2.0%,.250,2.33,.304,59.4%,9.00,8.71,0.29,7.47,sa3014918
Kyle Brnovich,PHI,AA,28,74.1,7.51,3.39,2.21,2.30,18.6%,8.4%,10.2%,.277,1.49,.292,63.8%,6.66,6.58,0.08,5.61,sa3014923
Adam Seminaris,PHI,AA,27,132.1,10.68,2.04,5.23,1.36,28.3%,5.4%,22.9%,.260,1.24,.336,70.1%,4.22,4.05,0.17,3.46,sa3015010
Geison Urbaez,TOR,AA,25,33.0,8.18,7.09,1.15,1.91,18.4%,16.0%,2.5%,.284,1.94,.320,73.4%,6.27,7.17,-0.90,6.61,sa3015135
Manuel Mercedes,SFG,AA,23,46.0,8.02,5.28,1.52,1.17,17.1%,11.3%,5.8%,.353,2.17,.419,61.5%,8.02,5.66,2.36,5.22,sa3015214
Alberto Pacheco,COL,AA,23,17.2,9.68,8.66,1.12,3.57,20.7%,18.5%,2.2%,.333,2.32,.370,49.7%,13.75,9.99,3.76,7.15,sa3015421
Jean Cabrera,PHI,AA,24,60.1,6.86,3.58,1.92,1.64,16.2%,8.5%,7.7%,.327,1.77,.365,63.5%,6.86,5.93,0.93,5.99,sa3015433
Yoniel Curet,DET,AA,23,23.1,10.80,6.56,1.65,0.39,25.0%,15.2%,9.8%,.253,1.71,.355,65.7%,5.79,4.45,1.33,5.81,sa3015446
Johan Simon,DET,AA,24,53.2,11.74,5.70,2.06,0.67,28.0%,13.6%,14.4%,.233,1.55,.331,63.5%,4.53,4.19,0.33,4.33,sa3015481
Yaqui Rivera,BAL,AA,22,24.2,12.77,2.92,4.38,0.73,36.8%,8.4%,28.4%,.151,0.85,.224,72.9%,2.92,2.91,0.01,3.06,sa3015504
Miguel Mendez,SFG,AA,23,9.0,12.00,3.00,4.00,0.00,30.8%,7.7%,23.1%,.257,1.33,.391,69.2%,4.00,2.26,1.74,4.53,sa3015506
Onil Perez,SFG,AA,23,2.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.500,2.50,.500,60.0%,9.00,3.60,5.40,4.53,sa3015610
Samuel Escudero,PIT,AA,22,4.0,6.75,6.75,1.00,2.25,15.0%,15.0%,0.0%,.294,2.00,.308,60.6%,9.00,7.60,1.40,6.20,sa3015807
Estibenzon Jimenez,PHI,AA,24,29.2,10.31,3.34,3.09,0.91,26.0%,8.4%,17.6%,.220,1.25,.284,92.0%,2.12,3.93,-1.81,4.06,sa3015983
John Stankiewicz,DET,AA,27,9.2,11.17,4.66,2.40,1.86,24.0%,10.0%,14.0%,.356,2.17,.452,49.5%,7.45,5.36,2.09,4.97,sa3016001
Felipe De La Cruz,NYM,AA,25,39.1,11.67,5.03,2.32,0.23,30.7%,13.3%,17.5%,.204,1.30,.311,81.4%,2.52,3.17,-0.65,4.11,sa3016065
Ahbram Liendo,BOS,AA,22,2.1,0.00,11.57,0.00,3.86,0.0%,18.8%,-18.7%,.250,2.57,.182,53.6%,7.71,14.31,-6.60,11.92,sa3016173
Victor Juarez,COL,AA,23,32.2,9.64,3.31,2.92,0.55,23.6%,8.1%,15.5%,.278,1.50,.365,58.9%,4.68,3.63,1.06,4.42,sa3016226
Juan Rojas,BAL,AA,22,24.1,12.21,7.40,1.65,0.37,27.3%,16.5%,10.7%,.237,1.77,.349,63.6%,6.66,4.38,2.28,5.67,sa3016285
Giussepe Velasquez,PHI,AA,23,3.0,3.00,12.00,0.25,9.00,6.7%,26.7%,-20.0%,.273,2.33,.000,100.0%,12.00,19.93,-7.93,10.02,sa3016463
Alessandro Ercolani,PIT,AA,22,20.2,7.40,6.97,1.06,2.18,17.0%,16.0%,1.0%,.296,1.94,.322,61.1%,8.71,7.86,0.85,6.87,sa3016714
Yondrei Rojas,TOR,AA,23,42.1,8.08,3.61,2.24,1.06,20.3%,9.1%,11.2%,.259,1.42,.309,61.4%,5.53,4.83,0.70,5.26,sa3016783
Andrew Moore,PIT,AA,26,2.0,13.50,4.50,3.00,0.00,37.5%,12.5%,25.0%,.143,1.00,.250,100.0%,0.00,2.10,-2.10,2.10,sa3016795
Douglas Orellana,NYM,AA,24,58.0,10.86,5.12,2.12,0.78,27.6%,13.0%,14.6%,.228,1.43,.313,62.8%,4.81,4.11,0.70,4.82,sa3016817
Raudelis Martinez,BOS,AA,24,1.1,0.00,27.00,0.00,0.00,0.0%,36.4%,-36.4%,.571,6.00,.571,62.5%,13.50,12.60,0.90,15.38,sa3016835
Tyler McDonough,BOS,AA,27,1.0,0.00,0.00,0.00,9.00,0.0%,0.0%,0.0%,.400,2.00,.250,0.0%,9.00,16.60,-7.60,7.31,sa3016869
Justice Bigbie,DET,AA,27,2.0,0.00,4.50,0.00,0.00,0.0%,8.3%,-8.3%,.400,2.50,.400,66.7%,9.00,6.60,2.40,10.31,sa3016971
Michael Arias,NYY,AA,24,48.1,9.50,4.47,2.13,1.49,22.9%,10.8%,12.1%,.263,1.55,.319,64.0%,5.77,5.44,0.33,5.09,sa3017036
Austin Smith,COL,AA,27,45.2,9.66,7.09,1.36,0.59,23.6%,17.3%,6.3%,.196,1.51,.259,72.7%,3.94,4.93,-0.99,6.11,sa3017071
Wyatt Young,NYM,AA,26,9.0,0.00,1.00,0.00,3.00,0.0%,2.6%,-2.6%,.368,1.67,.314,64.8%,4.00,8.26,-4.26,7.44,sa3017081
Saul Garcia,NYM,AA,23,49.2,11.96,3.44,3.47,1.45,31.6%,9.1%,22.5%,.226,1.25,.302,74.8%,3.99,4.18,-0.19,3.92,sa3017106
Andrew Baker,COL,AA,26,25.0,14.04,3.96,3.55,0.00,38.2%,10.8%,27.5%,.200,1.16,.353,66.7%,2.52,1.92,0.60,2.88,sa3017196
Nick Dombkowski,PIT,AA,27,28.0,9.96,1.61,6.20,0.96,29.0%,4.7%,24.3%,.196,0.89,.250,72.1%,2.89,3.31,-0.42,4.04,sa3017201
Justin Meis,PIT,AA,26,11.1,11.91,4.76,2.50,0.00,29.4%,11.8%,17.6%,.209,1.32,.321,76.5%,3.18,3.07,0.11,5.36,sa3017207
Eric Torres,BAL,AA,26,21.1,11.81,8.02,1.47,1.27,26.7%,18.1%,8.6%,.269,1.88,.383,68.5%,7.17,6.60,0.57,6.42,sa3017262
Alaska Abney,CLE,AA,26,28.2,7.22,4.71,1.53,0.94,17.6%,11.5%,6.1%,.241,1.47,.279,57.4%,4.40,5.34,-0.95,5.47,sa3017308
Evan Gates,PHI,AA,28,54.0,8.83,3.00,2.94,1.00,23.0%,7.8%,15.2%,.249,1.30,.307,82.0%,3.17,4.25,-1.08,4.14,sa3017311
Sean Hunley,DET,AA,26,33.1,7.29,4.32,1.69,1.89,16.9%,10.0%,6.9%,.303,1.77,.333,58.6%,7.29,6.33,0.96,5.60,sa3017316
Patrick Halligan,BOS,AA,26,56.2,12.39,3.81,3.25,1.27,32.4%,10.0%,22.4%,.205,1.20,.279,71.4%,4.29,4.06,0.23,3.92,sa3017319
Moises Rodriguez,DET,AA,24,41.2,7.56,4.10,1.84,0.65,20.7%,11.2%,9.5%,.172,1.06,.206,64.7%,3.02,4.58,-1.56,5.07,sa3017389
Tristan Garnett,PHI,AA,28,38.1,8.92,4.93,1.81,1.17,21.7%,12.0%,9.7%,.242,1.51,.291,61.5%,5.17,5.03,0.13,5.03,sa3017473
Lael Lockhart,DET,AA,28,38.1,9.86,4.70,2.10,1.17,25.6%,12.2%,13.4%,.177,1.17,.213,70.7%,3.76,4.90,-1.15,4.51,sa3017502
Carlos Tavera,BAL,AA,27,13.2,11.85,5.27,2.25,2.63,29.0%,12.9%,16.1%,.250,1.54,.300,80.5%,5.93,6.96,-1.04,4.92,sa3017536
Daniel Lloyd,BAL,AA,25,25.2,7.71,5.61,1.38,1.75,17.2%,12.5%,4.7%,.333,2.06,.381,57.4%,8.42,6.40,2.01,6.11,sa3017538
Justin Armbruester,NYM,AA,27,15.1,11.74,1.76,6.67,0.00,33.9%,5.1%,28.8%,.182,0.85,.286,85.7%,0.59,1.77,-1.18,3.71,sa3017548
Alex Pham,BAL,AA,26,36.0,12.00,4.25,2.82,0.75,31.8%,11.3%,20.5%,.189,1.17,.272,75.4%,2.75,3.60,-0.85,4.16,sa3017550
