Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Yujanyer Herrera,COL,A+,22,82.0,9.11,5.38,1.69,1.76,21.0%,12.4%,8.6%,.303,1.85,.361,63.4%,7.13,6.25,0.89,5.39,sa3015370
Alberto Pacheco,COL,A+,23,7.0,3.86,6.43,0.60,0.00,9.1%,15.2%,-6.1%,.286,1.86,.320,53.8%,6.43,5.01,1.42,6.87,sa3015421
Brayan Palencia,SFG,A+,23,30.1,6.53,5.34,1.22,1.78,15.7%,12.9%,2.9%,.294,1.75,.319,69.3%,5.93,6.92,-0.99,6.43,sa3016011
Gerelmi Maldonado,SFG,A+,22,32.1,12.53,12.25,1.02,1.39,27.8%,27.2%,0.6%,.164,1.95,.212,84.5%,3.90,7.22,-3.32,6.82,sa3016018
Jordy Vargas,COL,A+,22,109.0,10.24,5.45,1.88,0.99,24.9%,13.3%,11.7%,.261,1.61,.343,70.2%,5.20,4.94,0.26,5.20,sa3016052
Ricardo Yan,ARI,A+,23,3.0,9.00,33.00,0.27,0.00,10.7%,39.3%,-28.6%,.429,5.67,.545,50.0%,30.00,15.72,14.28,18.20,sa3016056
Henry Lalane,SFG,A+,22,21.2,6.65,3.32,2.00,0.83,16.8%,8.4%,8.4%,.247,1.34,.284,60.3%,4.57,4.83,-0.26,5.17,sa3016066
Johan Macias,LAA,A+,23,2.2,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.467,2.62,.467,57.1%,10.12,3.72,6.40,7.20,sa3016095
Ismael Luciano,COL,A+,23,23.1,8.10,8.49,0.95,1.16,16.9%,17.7%,-0.8%,.316,2.27,.378,51.1%,11.57,6.94,4.63,7.02,sa3016227
Keythel Key,LAA,A+,22,34.2,11.42,7.27,1.57,1.56,26.2%,16.7%,9.5%,.228,1.70,.291,64.1%,7.01,6.21,0.80,5.40,sa3016282
Jose Geraldo,SEA,A+,26,47.0,10.34,4.40,2.35,1.34,26.5%,11.3%,15.2%,.210,1.28,.261,72.5%,4.21,5.15,-0.94,5.19,sa3016295
Bryan Perez,COL,A+,22,18.1,7.36,6.87,1.07,2.45,15.2%,14.1%,1.0%,.366,2.40,.403,62.5%,10.31,8.42,1.89,6.79,sa3016515
Pedro Da Costa Lemos,SEA,A+,23,23.0,10.57,1.57,6.75,1.17,30.7%,4.5%,26.1%,.171,0.78,.212,75.9%,3.13,3.86,-0.72,4.66,sa3016781
Adam Smith,SEA,A+,26,27.0,10.33,1.67,6.20,1.00,28.7%,4.6%,24.1%,.210,0.96,.273,84.7%,1.67,3.76,-2.10,3.90,sa3017147
Nick Jones,LAA,A+,27,23.0,10.96,4.70,2.33,0.39,28.9%,12.4%,16.5%,.235,1.39,.339,78.4%,3.13,3.42,-0.29,4.71,sa3017419
Michael Hobbs,SEA,A+,26,1.1,6.75,6.75,1.00,0.00,16.7%,16.7%,0.0%,.200,1.50,.250,50.0%,6.75,4.47,2.28,4.47,sa3017498
Houston Harding,LAA,A+,28,4.0,4.50,6.75,0.67,2.25,10.0%,15.0%,-5.0%,.353,2.25,.357,65.8%,9.00,8.22,0.78,7.29,sa3017820
Jacob Steinmetz,ARI,A+,22,21.0,12.00,6.00,2.00,0.43,31.5%,15.7%,15.7%,.149,1.19,.222,77.2%,0.43,3.82,-3.39,5.14,sa3017976
Angel Jimenez,COL,A+,22,21.1,9.70,5.06,1.92,3.38,23.0%,12.0%,11.0%,.318,1.88,.351,59.0%,9.70,8.13,1.57,5.08,sa3018287
Mauricio Estrella,SFG,A+,22,28.1,10.80,5.08,2.13,1.27,26.2%,12.3%,13.8%,.261,1.59,.342,70.8%,4.76,5.17,-0.41,4.91,sa3018857
Wellington Aracena,ARI,A+,21,76.1,9.55,5.19,1.84,0.47,24.0%,13.1%,11.0%,.258,1.56,.345,66.7%,4.83,4.09,0.74,4.55,sa3019265
Eminen Flores,TOR,A+,23,16.2,7.56,7.02,1.08,0.54,18.9%,17.6%,1.4%,.197,1.50,.239,67.8%,4.86,5.16,-0.30,5.28,sa3019632
Daniel Guerra,TOR,A+,22,59.0,11.90,4.42,2.69,0.61,31.3%,11.6%,19.7%,.225,1.32,.331,76.6%,3.20,3.54,-0.33,4.01,sa3019786
Dylan Phillips,LAA,A+,27,46.2,11.96,2.51,4.77,0.58,32.8%,6.9%,25.9%,.213,1.07,.312,71.1%,3.47,2.87,0.60,3.74,sa3019862
Alexis Liebano,ARI,A+,23,10.0,18.90,5.40,3.50,0.90,48.8%,14.0%,34.9%,.135,1.10,.267,52.1%,5.40,2.62,2.78,2.25,sa3019885
Max Gieg,LAA,A+,25,41.0,10.98,10.54,1.04,0.88,23.8%,22.9%,1.0%,.242,2.10,.330,59.7%,7.90,6.43,1.47,6.75,sa3019954
Adonys Perez,ARI,A+,22,23.1,9.26,1.54,6.00,0.77,26.4%,4.4%,22.0%,.198,0.90,.250,72.9%,3.09,3.42,-0.34,3.34,sa3020114
Billy Corcoran,ARI,A+,26,5.2,9.53,4.76,2.00,0.00,30.0%,15.0%,15.0%,.176,1.06,.273,66.7%,3.18,3.20,-0.02,4.18,sa3020172
Liam Simon,SFG,A+,25,47.1,12.93,7.61,1.70,1.14,29.3%,17.2%,12.1%,.282,1.96,.412,71.1%,5.51,5.29,0.23,4.62,sa3020256
Juanmi Vasquez,TOR,A+,22,23.0,13.70,6.26,2.19,1.17,32.7%,15.0%,17.8%,.256,1.70,.385,64.2%,5.87,4.59,1.28,4.51,sa3020344
Hayden Wynja,SFG,A+,27,3.0,6.00,6.00,1.00,0.00,15.4%,15.4%,0.0%,.182,1.33,.222,50.0%,3.00,4.39,-1.39,5.63,sa3020464
Caleb Franzen,SEA,A+,25,17.0,9.53,1.06,9.00,1.59,25.7%,2.9%,22.9%,.209,0.94,.239,62.5%,4.76,4.43,0.33,3.88,sa3020531
Brandon Barriera,TOR,A+,22,4.1,6.23,10.38,0.60,0.00,10.0%,16.7%,-6.7%,.348,3.00,.400,46.7%,12.46,7.19,5.28,9.33,sa3020683
Will Mabrey,ARI,A+,25,4.1,8.31,2.08,4.00,0.00,19.0%,4.8%,14.3%,.316,1.62,.400,37.5%,6.23,3.26,2.97,4.98,sa3020709
Adam Maier,SEA,A+,24,92.2,7.96,2.82,2.83,1.26,20.1%,7.1%,13.0%,.270,1.39,.316,66.8%,5.24,5.01,0.24,4.99,sa3020883
Jackson Cox,COL,A+,22,55.1,12.69,2.77,4.59,1.46,32.8%,7.1%,25.6%,.244,1.27,.338,74.9%,4.23,4.16,0.07,3.65,sa3020899
Mason McGwire,LAA,A+,22,19.2,10.53,3.20,3.29,0.46,25.8%,7.9%,18.0%,.282,1.47,.389,75.9%,4.12,3.72,0.39,4.48,sa3020961
Gilberto Batista,TOR,A+,21,87.0,6.93,4.55,1.52,1.97,16.8%,11.0%,5.8%,.302,1.74,.328,57.0%,7.86,6.61,1.25,5.90,sa3020987
Francis Texido,LAA,A+,21,67.2,8.11,4.92,1.65,1.20,20.5%,12.4%,8.1%,.241,1.46,.283,64.2%,4.66,5.47,-0.81,5.47,sa3021028
Sandro Santana,ARI,A+,21,30.2,14.38,4.11,3.50,0.59,37.4%,10.7%,26.7%,.217,1.27,.359,78.5%,2.93,2.94,-0.01,2.94,sa3021030
Yeferson Vargas,LAA,A+,21,99.0,7.18,5.09,1.41,1.27,17.6%,12.5%,5.1%,.295,1.72,.341,61.4%,6.45,5.85,0.61,5.54,sa3021044
Raimundo De Los Santos,TOR,A+,21,1.0,0.00,9.00,0.00,0.00,0.0%,20.0%,-20.0%,.250,2.00,.250,100.0%,0.00,6.72,-6.72,12.29,sa3021202
Nolan Perry,TOR,A+,22,30.2,13.50,3.23,4.18,0.88,36.5%,8.7%,27.8%,.237,1.24,.369,77.6%,3.23,3.17,0.06,3.29,sa3021476
Alix Hernandez,SFG,A+,21,16.1,9.37,4.41,2.13,1.65,23.6%,11.1%,12.5%,.219,1.35,.250,67.4%,4.41,5.50,-1.09,4.93,sa3021479
Yordin Chalas,ARI,A+,22,9.0,8.00,4.00,2.00,0.00,25.8%,12.9%,12.9%,.111,0.78,.158,100.0%,0.00,3.28,-3.28,4.72,sa3021508
Ubert Mejias,SFG,A+,25,36.0,9.00,2.50,3.60,1.75,22.1%,6.1%,16.0%,.320,1.64,.382,63.0%,7.00,5.09,1.91,4.41,sa3021562
Junior Sanchez,ARI,A+,20,41.1,12.19,2.18,5.60,0.87,35.0%,6.3%,28.7%,.188,0.92,.270,77.8%,2.61,3.07,-0.46,3.29,sa3022009
Franly Urena,TOR,A+,22,12.2,8.53,6.39,1.33,0.71,20.7%,15.5%,5.2%,.271,1.74,.343,78.7%,3.55,5.22,-1.67,6.69,sa3022050
Walter Ford,SEA,A+,21,102.1,5.45,2.46,2.21,2.73,12.9%,5.8%,7.1%,.345,1.79,.348,59.9%,7.92,7.39,0.53,5.81,sa3022190
Joangel Gonzalez,ARI,A+,21,61.0,10.92,7.52,1.45,1.48,24.7%,17.0%,7.7%,.245,1.82,.311,61.4%,7.08,6.13,0.95,6.01,sa3022242
Bryson Hammer,COL,A+,24,85.0,9.85,4.02,2.45,0.64,24.5%,10.0%,14.5%,.255,1.45,.338,67.7%,4.34,4.08,0.26,4.34,sa3022664
Kelena Sauer,TOR,A+,23,17.1,12.46,3.63,3.43,0.52,32.4%,9.5%,23.0%,.254,1.38,.381,70.8%,2.60,2.92,-0.32,3.88,sa3022665
Austin Emener,COL,A+,24,39.2,8.39,5.67,1.48,1.59,21.4%,14.5%,6.9%,.216,1.44,.240,69.9%,5.45,6.04,-0.60,5.99,sa3022799
Benny Thompson,LAA,A+,24,58.0,12.10,8.84,1.37,1.24,27.6%,20.1%,7.4%,.233,1.86,.323,69.4%,6.05,6.14,-0.09,6.39,sa3022873
Luis De La Torre,SFG,A+,22,100.2,11.26,7.33,1.54,1.07,27.2%,17.7%,9.5%,.206,1.58,.275,64.6%,5.81,5.45,0.36,5.54,sa3022880
Zane Russell,ARI,A+,26,16.1,8.27,5.51,1.50,2.76,18.8%,12.5%,6.3%,.290,1.84,.306,62.5%,8.82,7.89,0.93,5.95,sa3022907
Stu Flesland III,COL,A+,25,17.1,9.87,3.63,2.71,0.52,26.0%,9.6%,16.4%,.227,1.27,.304,72.8%,3.63,3.49,0.14,5.21,sa3023000
Jacob Bresnahan,SFG,A+,21,98.2,10.76,3.47,3.11,1.19,29.7%,9.6%,20.2%,.183,1.04,.232,74.3%,2.92,4.32,-1.40,4.19,sa3023066
Sam Whiting,SEA,A+,25,42.2,10.55,3.80,2.78,1.05,27.5%,9.9%,17.6%,.253,1.38,.336,81.5%,3.59,4.31,-0.72,4.35,sa3023078
Junior Ciprian,ARI,A+,21,32.2,8.82,5.51,1.60,0.55,23.0%,14.4%,8.6%,.185,1.29,.235,56.1%,4.68,4.40,0.29,5.65,sa3023107
Isaiah Coupet,COL,A+,23,16.0,5.63,6.19,0.91,1.13,13.5%,14.9%,-1.4%,.242,1.63,.260,49.6%,7.31,6.35,0.96,7.74,sa3023156
Caden Grice,ARI,A+,24,82.2,9.36,5.44,1.72,0.87,23.3%,13.6%,9.8%,.213,1.42,.268,70.4%,3.59,4.90,-1.31,5.26,sa3023166
Carson Pierce,TOR,A+,24,21.1,7.59,8.86,0.86,0.42,18.8%,21.9%,-3.1%,.208,1.69,.264,79.8%,3.80,6.02,-2.22,6.98,sa3023179
Connor O'Halloran,TOR,A+,23,22.1,6.45,6.04,1.07,0.81,15.7%,14.7%,1.0%,.256,1.66,.294,79.5%,3.63,5.61,-1.98,5.77,sa3023219
Hunter Mann,COL,A+,24,57.2,9.52,3.75,2.54,0.62,26.1%,10.3%,15.8%,.201,1.13,.266,64.2%,4.06,4.07,-0.01,4.26,sa3023231
Cole Hillier,SFG,A+,25,52.2,9.57,4.44,2.15,1.20,23.4%,10.9%,12.6%,.260,1.52,.324,61.2%,5.98,5.09,0.89,5.30,sa3023232
Aaron Munson,TOR,A+,24,10.1,14.81,6.10,2.43,0.00,34.7%,14.3%,20.4%,.244,1.65,.417,72.2%,4.35,2.76,1.60,3.83,sa3023257
Trey Dillard,SFG,A+,27,8.2,11.42,11.42,1.00,0.00,25.6%,25.6%,0.0%,.194,1.96,.300,66.7%,6.23,5.34,0.89,7.05,sa3023309
Landen Maroudis,TOR,A+,21,96.2,7.54,4.93,1.53,1.49,18.5%,12.1%,6.4%,.272,1.61,.310,63.3%,6.14,6.06,0.08,5.54,sa3023351
Rio Britton,ARI,A+,23,97.2,11.70,5.34,2.19,1.11,29.1%,13.3%,15.8%,.245,1.54,.339,77.3%,4.33,4.63,-0.29,4.36,sa3023379
Austin Strickland,SFG,A+,24,34.1,9.44,8.65,1.09,1.31,20.0%,18.3%,1.7%,.288,2.13,.357,62.2%,8.65,7.10,1.55,6.61,sa3023380
Jack White,SEA,A+,26,13.0,13.15,15.23,0.86,1.38,23.8%,27.5%,-3.7%,.283,2.85,.406,53.6%,13.85,9.03,4.81,7.89,sa3023404
Sam Knowlton,ARI,A+,26,8.1,6.48,15.12,0.43,0.00,13.6%,31.8%,-18.2%,.179,2.28,.227,66.7%,6.48,8.04,-1.56,8.49,sa3023467
Nate Savino,ARI,A+,24,41.1,7.84,3.92,2.00,1.09,19.5%,9.7%,9.7%,.303,1.65,.363,61.9%,6.53,5.01,1.53,5.01,sa3023565
Ryan Vanderhei,SFG,A+,25,26.1,10.59,2.73,3.88,0.34,30.4%,7.8%,22.5%,.130,0.76,.183,77.7%,1.71,3.00,-1.29,3.92,sa3023671
Silvano Hechavarria,TOR,A+,23,49.0,7.53,3.31,2.28,1.47,18.2%,8.0%,10.2%,.294,1.59,.335,55.9%,6.43,5.46,0.97,5.65,sa3024856
Carter Dorighi,SEA,A+,23,0.1,0.00,0.00,0.00,27.00,0.0%,0.0%,0.0%,.800,12.00,.750,38.5%,0.00,42.73,-42.73,14.85,sa3025120
Jaren Warwick,LAA,A+,24,14.0,7.07,9.64,0.73,0.64,16.4%,22.4%,-6.0%,.204,1.79,.243,75.2%,3.86,6.94,-3.08,7.20,sa3025164
Evan Truitt,SEA,A+,23,109.0,8.09,2.23,3.63,1.98,20.0%,5.5%,14.5%,.296,1.49,.332,70.9%,5.12,5.72,-0.61,4.87,sa3025236
Austin St. Laurent,SEA,A+,23,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.250,1.00,.250,100.0%,0.00,3.72,-3.72,5.58,sa3025241
Jay Schueler,TOR,A+,25,39.2,7.26,3.18,2.29,2.04,20.0%,8.8%,11.3%,.201,1.08,.194,55.6%,4.99,6.27,-1.28,5.43,sa3025300
Fulton Lockhart,LAA,A+,22,10.1,14.81,6.10,2.43,0.00,35.4%,14.6%,20.8%,.268,1.74,.458,38.9%,6.97,2.47,4.50,3.36,sa3025301
Colby Holcombe,TOR,A+,23,18.1,7.36,6.38,1.15,1.47,17.9%,15.5%,2.4%,.261,1.69,.294,72.9%,5.89,6.67,-0.78,6.67,sa3025302
Justin Loer,COL,A+,23,65.0,9.14,6.92,1.32,1.38,22.1%,16.8%,5.4%,.235,1.65,.281,64.3%,6.09,6.23,-0.14,6.06,sa3025306
David Mershon,LAA,A+,23,1.1,0.00,6.75,0.00,6.75,0.0%,16.7%,-16.7%,.200,1.50,.000,100.0%,6.75,15.72,-8.97,10.15,sa3025335
Chase Centala,SEA,A+,24,69.1,8.96,2.60,3.45,0.78,22.3%,6.5%,15.9%,.297,1.49,.377,62.1%,5.84,4.16,1.68,4.37,sa3025431
Luke Craig,ARI,A+,24,13.1,8.10,4.05,2.00,0.00,18.8%,9.4%,9.4%,.220,1.28,.289,80.0%,2.70,5.07,-2.37,6.74,sa3025433
Nathan Blasick,COL,A+,25,49.1,10.03,3.47,2.89,0.55,26.7%,9.2%,17.5%,.196,1.11,.262,63.2%,3.10,3.62,-0.52,3.58,sa3025491
Peyton Olejnik,LAA,A+,23,106.2,9.37,4.30,2.18,0.76,23.3%,10.7%,12.6%,.238,1.40,.305,70.5%,4.47,4.57,-0.10,5.38,sa3025492
Mason Marriott,ARI,A+,23,13.2,12.51,1.98,6.33,0.00,37.3%,5.9%,31.4%,.167,0.80,.276,54.5%,3.29,1.60,1.69,2.28,sa3025505
Rocco Reid,ARI,A+,23,33.1,10.80,6.75,1.60,0.54,24.8%,15.5%,9.3%,.271,1.80,.379,63.9%,5.94,4.98,0.96,4.87,sa3025546
Jonathan Todd,TOR,A+,24,45.0,8.80,5.80,1.52,1.00,22.9%,15.1%,7.8%,.173,1.27,.204,68.6%,3.80,5.21,-1.41,6.04,sa3025575
Hunter Omlid,COL,A+,26,34.1,8.13,5.24,1.55,2.88,17.7%,11.4%,6.3%,.302,1.89,.318,54.0%,10.22,8.36,1.87,7.32,sa3025589
Brock Moore,SEA,A+,26,16.0,18.00,1.69,10.67,0.56,58.2%,5.5%,52.7%,.078,0.44,.167,60.6%,1.13,1.29,-0.16,1.29,sa3025654
Joe Ariola,ARI,A+,22,16.1,16.53,3.86,4.29,1.10,42.9%,10.0%,32.9%,.238,1.35,.419,72.9%,2.76,2.93,-0.17,2.25,sa3026188
Kyle Ayers,ARI,A+,23,102.0,6.88,2.21,3.12,1.41,17.7%,5.7%,12.0%,.281,1.37,.314,61.5%,5.47,5.15,0.32,5.20,sa3026337
Trace Baker,TOR,A+,22,26.1,11.96,4.44,2.69,1.03,29.2%,10.8%,18.3%,.238,1.44,.328,55.9%,5.47,4.26,1.21,4.25,sa3026451
Sam Bower,SFG,A+,25,4.2,5.79,3.86,1.50,1.93,10.3%,6.9%,3.4%,.481,3.21,.522,51.5%,13.50,6.51,6.99,5.71,sa3027483
Brody Brecht,COL,A+,23,20.2,13.50,6.53,2.07,0.00,34.4%,16.7%,17.8%,.187,1.40,.318,58.6%,5.23,2.90,2.32,3.80,sa3027632
Tyler Bremner,LAA,A+,22,48.1,11.92,3.54,3.37,0.93,31.4%,9.3%,22.1%,.249,1.34,.353,69.0%,4.28,3.60,0.68,3.56,sa3027644
Dawson Brown,ARI,A+,25,15.2,11.49,4.60,2.50,0.00,27.8%,11.1%,16.7%,.246,1.47,.366,61.5%,4.60,3.28,1.32,4.34,sa3027812
Austin Cates,TOR,A+,23,24.0,9.00,4.13,2.18,1.88,23.8%,10.9%,12.9%,.244,1.38,.279,92.3%,3.38,5.81,-2.43,5.19,sa3028648
Everett Catlett,COL,A+,23,123.2,9.02,4.29,2.10,1.53,22.3%,10.6%,11.7%,.279,1.59,.335,70.8%,5.53,5.41,0.12,5.19,sa3028650
Seth Clausen,COL,A+,23,11.1,11.91,12.71,0.94,1.59,23.8%,25.4%,-1.6%,.261,2.47,.345,49.6%,10.32,7.87,2.45,6.56,sa3029003
Chris Cortez,LAA,A+,23,17.1,6.75,13.50,0.50,0.52,15.1%,30.2%,-15.1%,.203,2.19,.244,79.8%,4.67,7.65,-2.97,8.29,sa3029417
Dylan Crooks,COL,A+,23,20.1,7.52,4.87,1.55,2.66,20.2%,13.1%,7.1%,.233,1.38,.220,81.6%,5.31,7.51,-2.20,5.68,sa3029583
Brian Curley,ARI,A+,23,69.2,11.63,2.20,5.29,1.16,29.5%,5.6%,23.9%,.285,1.42,.386,70.6%,4.52,3.55,0.97,3.36,sa3029705
Luke Dotson,ARI,A+,22,32.1,10.58,4.18,2.53,0.84,26.0%,10.3%,15.8%,.282,1.61,.378,75.3%,3.62,3.97,-0.35,4.49,sa3030498
Patrick Forbes,ARI,A+,21,27.2,12.36,2.28,5.43,0.98,34.5%,6.4%,28.2%,.204,0.98,.298,82.7%,2.93,3.69,-0.76,3.35,sa3031537
Marty Gair,SFG,A+,22,8.0,14.63,4.50,3.25,0.00,41.9%,12.9%,29.0%,.074,0.75,.143,50.0%,2.25,1.97,0.28,2.44,sa3031829
David Hagaman,ARI,A+,23,71.1,10.85,4.16,2.61,0.88,28.0%,10.7%,17.3%,.221,1.30,.298,76.6%,3.03,4.10,-1.08,4.15,sa3032946
Tyler Hampu,COL,A+,23,43.2,10.31,9.89,1.04,1.44,21.7%,20.9%,0.9%,.306,2.36,.390,58.8%,9.07,6.95,2.12,7.08,sa3033115
Sawyer Hawks,ARI,A+,23,43.1,13.92,4.36,3.19,1.66,34.9%,10.9%,24.0%,.220,1.34,.312,76.3%,4.36,4.69,-0.33,3.75,sa3033436
Casey Hintz,SEA,A+,22,55.0,10.96,3.11,3.53,1.15,27.1%,7.7%,19.4%,.260,1.40,.342,69.3%,4.25,4.25,0.00,3.91,sa3033864
Fisher Jameson,COL,A+,23,41.1,7.40,3.05,2.43,1.09,20.0%,8.2%,11.8%,.247,1.26,.287,87.2%,2.61,4.81,-2.20,4.77,sa3034551
Antoine Jean,COL,A+,24,1.1,6.75,0.00,1.00,0.00,16.7%,0.0%,16.7%,.333,1.50,.400,100.0%,0.00,2.22,-2.22,5.01,sa3034614
Lebarron Johnson Jr.,COL,A+,24,65.0,7.75,3.74,2.07,1.52,19.1%,9.2%,9.9%,.301,1.65,.347,60.0%,6.65,5.45,1.20,5.36,sa3034782
Christian Little,SEA,A+,22,53.0,11.55,4.42,2.62,1.02,30.9%,11.8%,19.1%,.168,1.09,.222,68.4%,3.23,4.27,-1.05,4.06,sa3036393
Wyatt Lunsford-Shenkman,SEA,A+,23,49.2,7.97,6.16,1.29,0.91,20.2%,15.6%,4.6%,.199,1.41,.235,81.8%,2.54,5.50,-2.96,5.94,sa3036703
Lucas Mahlstedt,LAA,A+,23,2.2,23.62,0.00,7.00,0.00,58.3%,0.0%,58.3%,.333,1.50,.800,50.0%,6.75,-1.53,8.28,0.56,sa3036871
Aiden May,COL,A+,23,22.1,5.24,2.82,1.86,0.40,13.4%,7.2%,6.2%,.270,1.39,.307,62.1%,4.43,4.22,0.22,4.71,sa3037366
Niko Mazza,SFG,A+,24,95.1,10.38,5.19,2.00,0.76,26.5%,13.3%,13.3%,.211,1.35,.284,72.8%,4.15,4.55,-0.40,4.84,sa3037404
Tayler Montiel,ARI,A+,23,19.2,14.64,4.58,3.20,2.29,37.2%,11.6%,25.6%,.227,1.37,.316,95.2%,3.66,5.45,-1.79,3.28,sa3038267
Colton Shaw,SEA,A+,23,111.2,9.75,1.53,6.37,0.89,26.1%,4.1%,22.0%,.251,1.15,.323,60.9%,4.43,3.59,0.84,3.72,sa3042084
Chase Shores,LAA,A+,22,63.1,9.52,4.41,2.16,0.71,24.2%,11.2%,13.0%,.257,1.47,.337,68.1%,4.83,4.34,0.49,4.69,sa3042212
Ryan Slater,SFG,A+,24,32.0,10.97,3.38,3.25,1.13,29.5%,9.1%,20.5%,.208,1.16,.273,66.9%,3.66,4.04,-0.38,4.21,sa3042417
Nate Snead,LAA,A+,22,35.1,9.93,1.53,6.50,0.25,28.7%,4.4%,24.3%,.225,0.99,.315,72.3%,2.80,2.48,0.32,3.16,sa3042668
Tyler Switalski,SFG,A+,23,74.2,11.33,3.50,3.24,1.57,29.7%,9.2%,20.6%,.228,1.26,.292,77.1%,4.22,4.72,-0.50,4.09,sa3043424
Danny Thompson Jr.,TOR,A+,23,47.1,12.93,4.56,2.83,0.76,33.8%,11.9%,21.9%,.198,1.25,.295,71.2%,3.80,3.47,0.33,3.67,sa3043750
Sam Tookoian,LAA,A+,23,43.2,9.69,7.01,1.38,0.41,23.2%,16.7%,6.4%,.220,1.60,.296,76.2%,3.92,4.85,-0.93,5.95,sa3043930
Cade Vernon,SFG,A+,24,75.2,4.88,4.28,1.14,0.59,11.8%,10.4%,1.4%,.274,1.57,.304,68.1%,4.52,5.20,-0.69,5.67,sa3044462
