Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Gerrit Cole,NYY,A+,35,0,1,6.23,2,2,0,0,0,0,0,8.2,38,12,7,6,3,0,0,1,0,0,8,13125
Clay Holmes,NYM,A+,33,1,0,5.06,1,1,0,0,0,0,0,5.1,23,7,4,3,0,0,0,0,0,0,3,13649
Kevin Herget,NYM,A+,35,0,1,3.00,4,0,0,0,0,1,1,6.0,25,6,2,2,0,1,0,1,2,0,3,15369
Erick Mejia,WSN,A+,31,1,0,0.00,2,0,0,0,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,2,15817
Carlos Rodón,NYY,A+,33,0,0,0.00,1,1,0,0,0,0,0,4.1,16,1,0,0,0,1,0,1,0,0,4,16137
Trevor Williams,WSN,A+,34,0,0,8.10,1,1,0,0,0,0,0,3.1,17,6,3,3,0,2,0,0,0,0,3,16977
Adbert Alzolay,NYM,A+,31,0,0,0.00,3,0,0,0,0,0,2,3.0,12,2,1,0,0,2,0,0,0,1,1,17859
A.J. Minter,NYM,A+,32,0,0,0.00,2,1,0,0,0,1,0,1.2,7,2,1,0,0,0,0,0,1,0,1,18655
Kodi Whitley,TBR,A+,31,0,0,6.00,2,0,0,0,0,0,0,3.0,14,4,2,2,1,2,0,0,0,0,3,19731
Luis Gil,NYY,A+,28,0,0,0.00,2,2,0,0,0,0,0,3.0,12,2,0,0,0,1,0,0,0,0,3,21052
Bryce Montes de Oca,WSN,A+,30,0,1,33.75,2,0,0,0,0,1,0,1.1,12,0,6,5,0,5,0,2,0,0,2,21319
Yerry Rodríguez,NYY,A+,28,1,0,0.00,3,0,0,0,0,1,0,3.2,14,3,0,0,0,0,0,0,2,0,4,21955
Hans Crouse,BAL,A+,27,1,0,4.50,7,1,0,0,0,0,1,6.0,30,8,5,3,1,5,0,0,2,0,10,22192
Michael Mercado,PHI,A+,27,0,1,1.80,3,2,0,0,0,0,0,5.0,19,2,1,1,0,2,0,0,0,0,1,23223
Max Lazar,PHI,A+,27,0,0,6.75,2,1,0,0,0,0,0,1.1,8,2,1,1,0,1,0,1,0,0,1,23426
Ray Kerr,ATL,A+,31,0,0,2.45,3,0,0,0,0,0,1,3.2,15,2,1,1,0,2,0,0,1,0,6,23809
Josiah Gray,WSN,A+,28,1,1,8.10,3,0,0,0,0,0,1,3.1,17,5,4,3,0,2,0,0,0,0,3,24580
John Rooney,TBR,A+,29,0,0,0.00,3,0,0,0,0,0,2,3.1,12,1,0,0,0,0,0,1,0,1,6,24590
Austin Warren,NYM,A+,30,0,0,0.00,2,0,0,0,0,0,1,2.0,7,0,0,0,0,0,0,1,0,0,1,24937
Joe Jacques,NYM,A+,31,1,0,1.59,6,0,0,0,0,0,2,5.2,25,3,1,1,1,5,0,1,1,0,8,25178
Yaramil Hiraldo,BAL,A+,30,0,1,9.00,1,0,0,0,0,0,0,1.0,5,1,1,1,1,1,0,0,0,0,0,25215
Connor Thomas,ATL,A+,28,1,0,2.38,5,0,0,0,1,0,1,11.1,46,10,3,3,1,4,0,1,0,0,13,25873
Wikelman González,CHW,A+,24,0,0,0.00,2,1,0,0,0,0,0,2.1,7,0,0,0,0,0,0,0,0,0,4,26641
Spencer Strider,ATL,A+,27,0,0,0.00,1,1,0,0,0,0,0,3.1,13,1,0,0,0,2,0,0,0,0,3,27498
Tanner McDougal,CHW,A+,23,1,0,13.50,2,0,0,0,0,0,0,2.0,10,3,3,3,1,1,0,0,0,0,4,29887
Tyler Uberstine,BOS,A+,27,0,0,5.14,4,1,0,0,0,0,0,7.0,32,8,4,4,1,3,0,1,1,0,11,29961
Nate Lavender,NYM,A+,26,0,0,3.00,3,0,0,0,0,0,0,3.0,13,3,1,1,0,1,0,0,0,0,6,30109
Mason Adams,CHW,A+,26,0,1,2.45,4,4,0,0,0,0,0,11.0,44,12,3,3,2,2,0,2,1,0,11,31663
Shane Smith,CHW,A+,26,0,1,5.79,2,2,0,0,0,0,0,4.2,20,4,3,3,0,2,0,0,0,0,8,31687
David Sandlin,CHW,A+,25,0,0,0.00,2,2,0,0,0,0,0,4.1,22,3,0,0,0,5,0,0,3,0,9,31743
Blake Burkhalter,ATL,A+,25,0,0,2.25,3,0,0,0,0,0,0,4.0,19,5,5,1,1,1,0,0,0,0,9,31809
Cameron Foster,BAL,A+,27,0,0,12.00,3,0,0,0,0,1,0,3.0,15,4,4,4,3,2,0,0,0,0,4,31942
Drew Thorpe,CHW,A+,25,0,0,13.50,1,1,0,0,0,0,0,2.0,10,2,3,3,1,2,0,0,0,0,2,31967
Dylan Ross,NYM,A+,25,0,0,0.00,2,2,0,0,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,1,35309
Robert Stock,NYM,A+,36,0,0,3.21,6,4,0,0,0,0,0,14.0,55,10,6,5,0,1,0,1,1,1,22,6576
Freuddy Batista,HOU,A+,26,0,0,36.00,1,0,0,0,0,0,0,1.0,10,3,4,4,0,4,0,0,0,1,1,sa3002866
Danis Correa,NYM,A+,26,1,0,2.08,9,1,0,0,1,0,1,8.2,36,4,2,2,0,4,0,1,0,1,13,sa3002980
Osvaldo Berrios,BOS,A+,26,0,1,5.23,5,0,0,0,0,0,1,10.1,45,11,6,6,1,4,0,0,0,0,11,sa3004702
Blayne Enlow,ATL,A+,27,0,0,4.09,7,2,0,0,0,0,0,11.0,45,11,8,5,0,3,0,0,0,0,12,sa3005117
Felix Cepeda,NYM,A+,25,0,2,3.68,7,0,0,0,0,1,0,7.1,33,9,7,3,1,2,1,0,1,0,5,sa3005445
Yeuris Jimenez,WSN,A+,25,0,1,3.96,40,2,0,0,7,1,7,52.1,233,39,26,23,1,33,0,8,9,0,62,sa3006386
Aaron Shortridge,WSN,A+,29,0,0,6.14,5,0,0,0,0,1,0,7.1,32,9,6,5,0,1,0,0,1,0,5,sa3006759
Eiker Huizi,WSN,A+,25,7,5,4.14,44,0,0,0,4,4,3,54.1,241,53,30,25,5,30,0,6,7,0,63,sa3007842
Richard Guasch,BAL,A+,28,0,0,4.91,3,0,0,0,0,0,2,3.2,14,1,2,2,0,2,0,0,0,0,6,sa3008434
Juan Carela,CHW,A+,24,0,0,4.15,4,4,0,0,0,0,0,13.0,53,12,6,6,0,5,0,1,2,0,12,sa3009237
Gabriel Barbosa,PHI,A+,24,1,1,2.35,9,0,0,0,1,1,0,15.1,63,15,7,4,0,3,0,0,1,1,21,sa3009593
Luis Velasquez,NYY,A+,24,0,1,3.00,10,0,0,0,1,0,2,12.0,50,10,4,4,0,4,0,0,2,0,16,sa3010135
Jacob Wallace,ATL,A+,27,0,0,3.00,2,0,0,0,0,0,0,3.0,11,2,1,1,0,0,0,0,0,0,2,sa3010374
Michael Cuevas,HOU,A+,25,2,1,4.76,14,0,0,0,1,0,0,22.2,102,22,14,12,7,11,0,1,2,0,24,sa3011437
D.J. McCarty,TEX,A+,23,3,5,5.46,15,13,0,0,0,0,0,64.1,289,55,44,39,14,31,0,16,2,1,78,sa3015222
Anthony Hoopii-Tuionetoa,TEX,A+,25,0,0,0.00,6,0,0,0,2,1,0,9.0,34,3,0,0,0,2,0,2,0,0,5,sa3015298
Elison Joseph,ATL,A+,25,1,0,6.00,6,0,0,0,0,0,1,6.0,29,3,4,4,0,8,0,0,1,1,6,sa3015306
Kai Wynyard,TEX,A+,24,4,3,6.22,35,0,0,0,3,3,1,50.2,226,53,35,35,14,28,2,2,6,0,64,sa3015311
Aidan Curry,TEX,A+,23,2,1,3.48,7,7,0,0,0,0,0,31.0,136,27,13,12,5,18,0,1,1,0,42,sa3015334
Adrian Rodriguez,TEX,A+,25,1,1,8.36,13,0,0,0,0,2,1,14.0,69,15,14,13,3,13,0,1,9,0,15,sa3015385
Hansel Rincon,NYY,A+,23,2,5,3.48,40,0,0,0,3,2,6,44.0,200,35,23,17,3,23,0,7,6,2,61,sa3015450
Yordanny Monegro,BOS,A+,23,0,0,4.91,2,2,0,0,0,0,0,3.2,17,2,2,2,1,4,0,0,0,0,7,sa3015476
Junior Flores,PIT,A+,24,0,0,0.00,5,0,0,0,2,0,1,4.0,15,0,0,0,0,3,0,0,1,0,6,sa3015479
Jose Garces,PIT,A+,22,1,4,9.20,38,0,0,0,1,1,3,46.0,230,55,53,47,15,36,0,6,9,1,50,sa3015490
Joel Díaz,NYM,A+,22,0,6,6.23,13,10,0,0,0,0,0,47.2,221,51,33,33,3,35,0,3,0,0,45,sa3015500
Danyony Pulido,PHI,A+,23,2,4,5.92,33,0,0,0,2,1,0,38.0,184,25,27,25,4,40,0,8,4,2,44,sa3015502
Eurys Martich,HOU,A+,23,2,2,17.23,17,0,0,0,1,3,0,15.2,104,23,31,30,3,30,1,7,9,0,19,sa3015933
Estibenzon Jimenez,PHI,A+,24,1,0,1.35,3,0,0,0,0,0,0,6.2,25,2,1,1,0,5,0,0,0,0,5,sa3015983
