Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Jheremy Vargas,MIL,AA,23,4.0,0.00,11.25,0.00,0.00,0.0%,21.7%,-21.7%,.438,3.00,.438,64.3%,9.00,8.81,0.19,11.20,sa3015353
Jose Gonzalez,LAA,AA,24,88.0,9.82,3.27,3.00,1.53,25.4%,8.5%,16.9%,.243,1.30,.296,60.8%,5.52,4.99,0.53,4.73,sa3015415
Stiven Cruz,MIL,AA,24,61.0,10.33,2.51,4.12,1.62,27.0%,6.6%,20.5%,.263,1.31,.327,61.6%,5.46,4.54,0.92,4.14,sa3015938
Alexander Alberto,TBR,AA,24,28.2,12.24,2.83,4.33,0.00,34.5%,8.0%,26.5%,.184,0.94,.305,75.8%,2.20,2.41,-0.21,3.27,sa3015986
Kenyi Perez,CHC,AA,24,16.1,13.78,10.47,1.32,0.55,28.7%,21.8%,6.9%,.250,2.14,.395,82.4%,2.76,5.52,-2.76,6.13,sa3016008
Junior William,TBR,AA,26,14.1,10.05,5.02,2.00,0.00,25.4%,12.7%,12.7%,.236,1.47,.333,57.1%,5.65,3.00,2.65,4.34,sa3016072
Jaydenn Estanista,MIA,AA,24,16.2,9.72,5.94,1.64,1.62,23.1%,14.1%,9.0%,.242,1.62,.289,79.8%,4.86,5.90,-1.04,5.40,sa3016230
Jarold Rosado,CHW,AA,23,35.0,9.51,7.97,1.19,1.03,20.4%,17.1%,3.3%,.322,2.23,.410,58.9%,8.49,5.93,2.56,6.30,sa3016502
Patricio Aquino,MIL,AA,23,10.2,5.91,8.44,0.70,0.00,15.2%,21.7%,-6.5%,.200,1.59,.250,66.7%,5.06,5.34,-0.28,8.03,sa3016510
Kenyon Yovan,LAA,AA,28,52.1,11.18,3.61,3.10,0.52,29.7%,9.6%,20.1%,.185,1.07,.264,69.1%,2.92,3.54,-0.61,4.18,sa3016839
Kyle Whitten,TBR,AA,27,9.1,12.54,7.71,1.63,0.96,24.5%,15.1%,9.4%,.378,2.68,.516,50.8%,9.64,4.73,4.91,4.98,sa3016936
Gabe Bierman,MIA,AA,26,58.1,11.42,5.09,2.24,1.39,29.2%,13.0%,16.2%,.225,1.41,.296,60.2%,5.55,4.82,0.73,4.36,sa3016939
Samuel Strickland,ATL,AA,27,50.2,8.88,2.13,4.17,1.24,22.1%,5.3%,16.8%,.324,1.60,.397,58.2%,6.39,4.15,2.25,4.17,sa3017139
Tommy McCollum,TBR,AA,27,46.2,10.61,4.24,2.50,2.51,25.0%,10.0%,15.0%,.288,1.65,.341,66.9%,7.33,6.68,0.64,4.42,sa3017204
Jake Smith,MIA,AA,26,5.0,10.80,19.80,0.55,3.60,16.7%,30.6%,-13.9%,.273,3.40,.286,69.8%,10.80,14.76,-3.96,11.86,sa3017258
Ryan Costeiu,LAA,AA,25,86.0,10.05,3.24,3.10,1.57,25.2%,8.1%,17.1%,.262,1.41,.323,64.5%,5.97,4.92,1.05,4.63,sa3017260
Holt Jones,MIA,AA,27,44.2,11.89,3.43,3.47,0.20,33.1%,9.6%,23.6%,.189,1.05,.293,71.4%,2.82,2.48,0.34,3.48,sa3017368
Brenden Dixon,CHW,AA,25,0.1,0.00,27.00,0.00,0.00,0.0%,33.3%,-33.3%,.500,6.00,.500,50.0%,27.00,12.56,14.44,18.31,sa3017397
Marino Santy,CHC,AA,24,51.0,12.53,6.00,2.09,0.53,31.7%,15.2%,16.5%,.194,1.37,.295,70.2%,3.71,3.77,-0.07,4.29,sa3017422
Zane Mills,CHC,AA,25,3.0,12.00,9.00,1.33,3.00,23.5%,17.6%,5.9%,.429,3.00,.556,78.9%,9.00,8.22,0.78,5.17,sa3017535
Tyler Santana,CHC,AA,28,33.0,10.09,3.27,3.08,0.27,25.7%,8.3%,17.4%,.267,1.42,.366,73.0%,3.82,2.89,0.93,3.89,sa3017542
Hunter Parks,CIN,AA,25,15.0,14.40,5.40,2.67,0.00,40.0%,15.0%,25.0%,.118,1.00,.222,93.3%,0.00,2.16,-2.16,2.92,sa3017640
Tyler Ras,CHC,AA,26,63.2,8.91,2.97,3.00,0.57,24.9%,8.3%,16.6%,.199,1.04,.258,81.3%,2.26,3.67,-1.40,4.75,sa3017718
Thomas Farr,CIN,AA,27,41.0,5.05,3.73,1.35,1.54,12.8%,9.4%,3.3%,.296,1.59,.311,64.1%,6.59,5.97,0.61,5.90,sa3017720
Frankie Scalzo Jr.,CHC,AA,26,45.1,9.33,4.57,2.04,0.79,22.6%,11.1%,11.5%,.283,1.63,.364,76.3%,4.57,4.48,0.08,5.37,sa3017724
Juan Reynoso,MIA,AA,22,5.0,18.00,1.80,10.00,0.00,62.5%,6.3%,56.3%,.000,0.20,.000,100.0%,0.00,0.16,-0.16,0.54,sa3017790
Houston Harding,LAA,AA,28,4.0,9.00,4.50,2.00,6.75,20.0%,10.0%,10.0%,.333,2.00,.273,52.6%,13.50,12.81,0.69,6.41,sa3017820
Chase Watkins,CHW,AA,26,19.0,9.00,2.37,3.80,1.89,21.6%,5.7%,15.9%,.296,1.53,.345,63.0%,7.11,5.40,1.71,5.18,sa3017842
Kevin Abel,CIN,AA,27,93.0,9.48,5.81,1.63,1.26,22.6%,13.9%,8.8%,.260,1.67,.322,66.1%,6.00,5.43,0.57,5.59,sa3017879
Jonny Cuevas,TBR,AA,25,36.1,6.44,4.46,1.44,0.74,16.8%,11.6%,5.2%,.243,1.40,.280,64.9%,3.96,4.77,-0.80,5.65,sa3017931
Johnathan Lavallee,CIN,AA,26,40.2,11.73,1.99,5.89,0.89,32.3%,5.5%,26.8%,.229,1.08,.323,74.3%,2.88,3.04,-0.16,3.36,sa3017993
Christian MacLeod,MIA,AA,26,26.2,9.45,7.42,1.27,1.01,23.5%,18.5%,5.0%,.240,1.69,.308,67.0%,4.72,5.51,-0.78,5.48,sa3018005
Braden Scott,ATL,AA,28,39.2,9.08,5.90,1.54,1.36,23.1%,15.0%,8.1%,.186,1.34,.212,75.1%,4.54,5.62,-1.09,5.83,sa3018143
Orlando Ortiz-Mayr,MIA,AA,28,87.2,9.03,4.11,2.20,0.41,22.1%,10.1%,12.1%,.279,1.56,.363,59.4%,6.06,3.85,2.20,4.92,sa3018181
Javi Rivera,CIN,AA,26,85.0,7.31,4.76,1.53,2.65,17.4%,11.3%,6.0%,.295,1.73,.306,72.9%,6.67,7.56,-0.89,6.35,sa3018184
Ben Wereski,CIN,AA,28,19.0,10.42,3.32,3.14,1.89,29.3%,9.3%,20.0%,.147,0.89,.143,78.9%,3.79,5.08,-1.29,4.16,sa3018234
Jack Hartman,TBR,AA,27,2.2,3.37,10.12,0.33,0.00,7.7%,23.1%,-15.4%,.444,2.62,.500,87.5%,3.37,7.31,-3.93,8.74,sa3018250
Justin King,MIA,AA,28,10.0,16.20,4.50,3.60,0.00,42.9%,11.9%,31.0%,.216,1.30,.421,76.9%,2.70,1.46,1.24,2.22,sa3018278
Eybersson Polanco,LAA,AA,22,95.0,8.81,3.60,2.45,0.57,23.3%,9.5%,13.8%,.233,1.27,.300,68.9%,4.17,3.78,0.39,4.63,sa3018301
Jose Montero,CIN,AA,22,55.1,6.99,4.07,1.72,1.30,17.4%,10.1%,7.3%,.268,1.52,.302,66.8%,5.20,5.35,-0.14,5.34,sa3018312
Yorman Galindez,MIL,AA,23,47.2,7.36,5.48,1.34,0.94,17.9%,13.3%,4.6%,.283,1.72,.336,61.0%,6.23,5.23,1.00,5.52,sa3018322
Yenrri Rojas,CHC,AA,22,68.1,7.51,4.21,1.78,1.32,18.5%,10.4%,8.1%,.254,1.46,.289,56.4%,6.72,5.55,1.17,5.41,sa3018366
Kevin Valdez,CHC,AA,24,34.1,8.13,2.88,2.82,1.57,21.8%,7.7%,14.1%,.242,1.22,.275,76.5%,4.19,5.25,-1.05,4.54,sa3019052
Anyer Laureano,CIN,AA,23,1.2,0.00,10.80,0.00,5.40,0.0%,22.2%,-22.2%,.286,2.40,.167,38.5%,16.20,14.96,1.24,11.76,sa3019123
Wande Torres,MIL,AA,21,5.0,5.40,5.40,1.00,0.00,15.8%,15.8%,0.0%,.067,0.80,.083,100.0%,0.00,4.76,-4.76,6.29,sa3019165
Eliazar Dishmey,MIA,AA,21,71.0,11.66,3.68,3.17,0.51,32.4%,10.2%,22.2%,.183,1.06,.269,71.8%,3.30,3.05,0.25,3.88,sa3019181
Manuel Rodriguez,MIL,AA,20,124.0,7.69,2.10,3.66,2.25,20.6%,5.6%,15.0%,.242,1.18,.249,74.8%,4.86,5.87,-1.01,5.22,sa3019291
Jhancarlos Lara,ATL,AA,23,15.1,12.33,17.02,0.72,0.59,24.1%,33.3%,-9.2%,.193,2.61,.286,65.7%,8.22,7.53,0.68,7.94,sa3019367
Anthony Flores,MIL,AA,21,46.1,8.16,7.96,1.02,1.36,17.9%,17.5%,0.4%,.280,2.01,.328,59.9%,8.35,6.82,1.54,6.26,sa3019377
Santiago Suarez,TBR,AA,21,120.0,7.05,1.43,4.95,1.65,18.8%,3.8%,15.0%,.266,1.22,.290,71.3%,4.65,4.95,-0.30,4.48,sa3019386
Carlos Espinosa,LAA,AA,24,65.2,11.51,3.97,2.90,1.51,30.2%,10.4%,19.8%,.187,1.14,.232,78.3%,3.70,4.64,-0.94,4.42,sa3019549
Erian Rodriguez,CHC,AA,24,34.2,6.49,8.31,0.78,1.04,14.1%,18.1%,-4.0%,.268,1.99,.303,65.3%,6.23,6.99,-0.76,8.09,sa3019625
Michael Perez,MIA,AA,23,7.0,10.29,0.00,8.00,2.57,28.6%,0.0%,28.6%,.250,1.00,.278,71.4%,5.14,4.98,0.16,2.91,sa3019721
Joel Hurtado,LAA,AA,25,101.2,7.35,3.36,2.18,1.42,19.6%,9.0%,10.6%,.224,1.21,.246,73.2%,3.63,5.27,-1.64,4.69,sa3019774
Dylan Phillips,LAA,AA,27,12.0,11.25,6.00,1.88,0.75,25.0%,13.3%,11.7%,.308,2.00,.417,61.9%,6.00,4.14,1.86,4.81,sa3019862
Tristan Stevens,MIA,AA,28,8.0,5.63,1.13,5.00,1.13,20.0%,4.0%,16.0%,.130,0.50,.118,100.0%,1.13,4.68,-3.56,4.49,sa3019881
Kevin Kilpatrick Jr.,ATL,AA,25,2.1,7.71,3.86,2.00,3.86,18.2%,9.1%,9.1%,.300,1.71,.286,38.5%,11.57,8.70,2.87,5.59,sa3019891
Ian Mejia,ATL,AA,26,63.2,7.49,4.52,1.66,2.54,17.4%,10.5%,6.9%,.301,1.77,.318,63.9%,7.63,7.22,0.42,6.01,sa3019911
Roman Phansalkar,LAA,AA,28,0.1,0.00,162.00,0.00,0.00,0.0%,60.0%,-60.0%,.500,21.00,.500,55.6%,108.00,75.56,32.44,81.31,sa3019949
Evan Taylor,CHC,AA,26,49.2,12.87,5.07,2.54,0.18,32.9%,13.0%,19.9%,.208,1.33,.333,79.0%,2.36,2.95,-0.60,3.73,sa3019950
Cameron Wagoner,MIL,AA,25,26.2,13.16,2.02,6.50,1.01,36.8%,5.7%,31.1%,.160,0.79,.231,92.1%,2.02,3.44,-1.42,3.42,sa3019952
Nick Merkel,MIL,AA,27,25.1,8.53,3.55,2.40,1.07,22.0%,9.2%,12.8%,.265,1.42,.324,57.9%,6.04,4.50,1.54,4.10,sa3019962
Jacob Miller,MIA,AA,22,63.0,7.71,4.29,1.80,1.00,19.2%,10.7%,8.5%,.245,1.44,.287,63.7%,4.71,4.81,-0.10,5.10,sa3020111
Grant Kipp,CHC,AA,26,51.1,10.52,2.81,3.75,0.88,27.9%,7.4%,20.5%,.219,1.15,.290,69.1%,4.03,3.60,0.44,4.20,sa3020185
Easton Sikorski,CIN,AA,26,24.1,7.03,2.59,2.71,2.22,17.4%,6.4%,11.0%,.287,1.48,.303,66.4%,6.66,6.19,0.47,5.03,sa3020250
Roel Garcia III,TBR,AA,27,42.1,6.17,4.25,1.45,2.13,15.4%,10.6%,4.8%,.240,1.42,.234,42.6%,7.23,6.75,0.48,6.57,sa3020253
Alex Williams,MIA,AA,26,81.0,8.89,4.11,2.16,1.44,22.3%,10.3%,12.0%,.244,1.41,.288,58.9%,6.11,5.26,0.85,4.81,sa3020314
Cedric De Grandpre,ATL,AA,24,31.0,11.32,3.48,3.25,0.29,31.2%,9.6%,21.6%,.182,1.03,.271,68.5%,3.48,2.91,0.57,3.48,sa3020315
Bryce Hubbart,CIN,AA,25,32.2,11.30,4.41,2.56,1.93,29.9%,11.7%,18.2%,.223,1.32,.274,51.2%,6.89,5.30,1.59,4.80,sa3020323
Marcus Johnson,TBR,AA,25,13.2,7.90,0.66,12.00,3.95,20.7%,1.7%,19.0%,.351,1.54,.359,71.4%,7.24,7.73,-0.48,4.40,sa3020324
Livan Reinoso,MIA,AA,27,45.0,8.20,5.40,1.52,1.40,20.1%,13.2%,6.9%,.234,1.47,.269,63.4%,6.20,6.22,-0.02,6.07,sa3020331
Shane Murphy,CHW,AA,25,53.1,7.43,2.03,3.67,0.51,20.5%,5.6%,14.9%,.240,1.13,.294,69.7%,3.21,3.48,-0.28,4.47,sa3020389
Jake Christianson,MIA,AA,26,3.2,9.82,0.00,4.00,2.45,26.7%,0.0%,26.7%,.267,1.09,.300,76.9%,4.91,4.92,-0.01,2.94,sa3020410
Joseph Menefee,CIN,AA,26,12.2,12.79,13.50,0.95,1.42,24.0%,25.3%,-1.3%,.321,2.92,.444,70.2%,9.24,7.27,1.97,6.88,sa3020443
Brody Jessee,CIN,AA,25,44.0,9.41,3.68,2.56,3.07,22.9%,9.0%,13.9%,.282,1.57,.300,76.0%,6.75,7.26,-0.51,5.09,sa3020447
Johnathan Harmon,CIN,AA,25,101.2,6.90,2.92,2.36,1.77,18.1%,7.6%,10.4%,.275,1.40,.299,70.9%,5.40,5.64,-0.24,5.10,sa3020452
Jared Lyons,CIN,AA,25,53.0,8.49,1.70,5.00,1.19,23.3%,4.7%,18.6%,.222,1.04,.260,63.6%,3.74,4.07,-0.33,4.16,sa3020483
Jacob Edwards,CIN,AA,25,5.1,6.75,3.38,2.00,3.38,17.4%,8.7%,8.7%,.238,1.31,.200,100.0%,3.38,8.06,-4.68,5.70,sa3020491
Brandon White,MIA,AA,26,33.0,10.64,1.36,7.80,0.55,30.2%,3.9%,26.4%,.211,0.94,.293,71.9%,3.00,2.53,0.47,3.31,sa3020589
Eric Adler,CHW,AA,25,7.1,4.91,11.05,0.44,6.14,7.7%,17.3%,-9.6%,.524,4.23,.515,52.0%,23.32,15.42,7.90,9.43,sa3020592
Brody McCullough,CHC,AA,26,37.1,9.16,2.89,3.17,1.21,25.3%,8.0%,17.3%,.201,1.04,.242,72.2%,3.38,4.55,-1.17,4.71,sa3020599
Connor McCullough,CHW,AA,26,98.2,9.85,2.74,3.60,0.82,25.6%,7.1%,18.5%,.251,1.30,.326,66.4%,4.29,3.53,0.76,3.93,sa3020603
Mark McLaughlin,CHW,AA,25,21.2,7.89,5.40,1.46,0.83,17.4%,11.9%,5.5%,.365,2.22,.440,57.5%,9.14,4.80,4.34,5.19,sa3020604
Karson Milbrandt,MIA,AA,22,47.0,13.40,3.26,4.12,0.77,38.3%,9.3%,29.0%,.182,1.00,.286,84.9%,1.34,2.83,-1.49,2.66,sa3020659
Mason Vinyard,MIA,AA,27,22.1,6.45,4.03,1.60,1.21,17.2%,10.8%,6.5%,.198,1.16,.210,88.2%,2.82,5.48,-2.66,5.54,sa3020753
Jackson Kelley,CHW,AA,26,68.1,9.75,3.69,2.64,0.40,26.1%,9.9%,16.3%,.204,1.16,.277,75.2%,2.24,3.41,-1.17,4.24,sa3020755
Bryce Osmond,LAA,AA,25,60.2,9.05,4.90,1.85,2.52,21.0%,11.3%,9.6%,.276,1.70,.301,56.5%,8.46,7.02,1.44,5.74,sa3020800
Nate Peterson,CIN,AA,26,75.1,8.48,4.54,1.87,1.08,21.4%,11.4%,9.9%,.246,1.46,.296,69.1%,4.30,4.78,-0.48,5.13,sa3020804
Dylan Cumming,CHW,AA,27,95.2,7.06,3.29,2.14,1.32,17.5%,8.2%,9.3%,.286,1.52,.325,64.7%,6.02,5.27,0.75,5.35,sa3020818
Luis Rujano,CHC,AA,23,28.1,7.94,7.94,1.00,0.95,17.9%,17.9%,0.0%,.274,1.98,.329,59.5%,7.62,6.03,1.60,6.07,sa3020904
Gary Gill Hill,TBR,AA,21,81.1,6.75,1.55,4.36,1.11,17.7%,4.1%,13.6%,.305,1.39,.350,73.3%,4.43,4.39,0.03,4.66,sa3020972
Jackson Lancaster,TBR,AA,27,25.1,7.46,7.11,1.05,1.78,16.7%,15.9%,0.8%,.324,2.13,.367,52.1%,9.95,6.95,3.00,6.13,sa3021468
Will Childers,MIL,AA,25,6.0,10.50,0.00,7.00,1.50,30.4%,0.0%,30.4%,.174,0.67,.200,0.0%,1.50,3.39,-1.89,2.18,sa3021720
Cameron Cotter,CIN,AA,27,6.2,10.80,4.05,2.67,1.35,26.7%,10.0%,16.7%,.296,1.65,.389,72.9%,5.40,4.46,0.94,4.23,sa3021726
Mac McCroskey,LAA,AA,26,2.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.143,0.50,.143,100.0%,0.00,5.06,-5.06,9.85,sa3022444
