Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Keagan Gillies,BAL,A,28,5.1,8.44,3.38,2.50,0.00,23.8%,9.5%,14.3%,.211,1.13,.286,83.3%,1.69,2.91,-1.22,3.17,sa3017686
Cesar De Jesus,TBR,A,22,26.2,9.79,6.07,1.61,0.00,23.2%,14.4%,8.8%,.255,1.69,.351,69.6%,2.36,3.62,-1.26,4.41,sa3017767
Mason Auer,TBR,A,25,14.2,10.43,8.59,1.21,1.23,21.8%,17.9%,3.8%,.274,2.11,.349,62.9%,8.59,6.39,2.20,6.05,sa3017791
Adam Shoemaker,HOU,A,23,26.0,12.46,7.62,1.64,0.35,31.0%,19.0%,12.1%,.141,1.35,.218,81.5%,2.08,4.16,-2.08,4.52,sa3017888
Caden Vire,BOS,A,22,13.2,11.85,16.46,0.72,0.66,23.4%,32.5%,-9.1%,.255,2.78,.375,53.2%,11.85,7.68,4.17,7.96,sa3017967
Pablo Aldonis,WSN,A,24,4.1,6.23,4.15,1.50,4.15,13.6%,9.1%,4.5%,.300,1.85,.267,57.7%,8.31,9.66,-1.35,5.60,sa3018289
Raimy Rodriguez,HOU,A,20,3.1,16.20,2.70,6.00,0.00,54.5%,9.1%,45.5%,.000,0.30,.000,100.0%,0.00,0.96,-0.96,0.96,sa3018326
Frankeli Arias,CHW,A,23,8.1,12.96,3.24,4.00,1.08,33.3%,8.3%,25.0%,.242,1.32,.350,62.5%,5.40,3.42,1.98,3.20,sa3018352
Rafael Ramirez Jr.,WSN,A,20,3.2,0.00,9.82,0.00,2.45,0.0%,16.7%,-16.7%,.313,2.45,.267,51.7%,17.18,13.75,3.43,13.26,sa3018476
Alfredo Velásquez,BAL,A,21,0.2,0.00,27.00,0.00,0.00,0.0%,25.0%,-25.0%,.667,9.00,.667,33.3%,40.50,12.66,27.84,14.76,sa3018556
Anfernny Reyes,MIL,A,22,22.0,12.68,2.86,4.43,0.41,37.3%,8.4%,28.9%,.178,0.91,.293,69.4%,2.05,2.80,-0.75,2.97,sa3018807
Luis A. Reyes,CHC,A,22,13.2,13.17,21.73,0.61,1.98,21.7%,35.9%,-14.1%,.246,3.44,.324,44.6%,18.44,11.27,7.17,9.24,sa3019049
David Bracho,CHC,A,21,71.0,9.89,6.72,1.47,1.01,23.2%,15.8%,7.4%,.260,1.77,.333,53.1%,7.23,5.25,1.97,4.87,sa3019080
Jeremy Gonzalez,CHW,A,21,7.0,2.57,9.00,0.29,0.00,5.6%,19.4%,-13.9%,.259,2.00,.280,31.3%,14.14,6.95,7.20,9.15,sa3019086
Clarence Martina,WSN,A,21,2.2,0.00,30.37,0.00,0.00,0.0%,37.5%,-37.5%,.533,6.37,.533,41.2%,33.75,13.78,19.97,17.46,sa3019099
Leomar Rosario,HOU,A,23,48.0,12.38,12.00,1.03,0.56,28.0%,27.1%,0.8%,.170,1.92,.260,73.8%,4.50,6.16,-1.66,6.49,sa3019127
Jose Meneses,MIL,A,21,38.1,11.74,3.29,3.57,0.23,32.9%,9.2%,23.7%,.178,0.99,.274,68.2%,1.88,2.72,-0.84,3.04,sa3019158
Andy Basora,KCR,A,21,59.0,9.92,4.88,2.03,0.76,23.9%,11.8%,12.1%,.267,1.59,.352,72.6%,4.73,4.59,0.14,4.82,sa3019168
Henson Leal,KCR,A,22,57.0,8.68,3.32,2.62,0.47,22.3%,8.5%,13.8%,.245,1.32,.315,63.8%,4.89,3.84,1.06,4.40,sa3019175
Cesar Espinal,MIL,A,20,8.1,10.80,14.04,0.77,0.00,26.3%,34.2%,-7.9%,.080,1.80,.133,86.7%,2.16,5.94,-3.78,6.95,sa3019192
Cesar Rojas,WSN,A,24,33.2,14.17,10.43,1.36,0.80,31.0%,22.8%,8.2%,.220,1.99,.352,67.8%,6.42,5.59,0.83,5.26,sa3019244
Luis Cohen,BOS,A,23,26.1,9.57,3.76,2.55,1.03,25.5%,10.0%,15.5%,.200,1.14,.250,80.5%,3.08,4.72,-1.65,4.68,sa3019269
Luis Valdez,KCR,A,21,13.0,9.00,8.31,1.08,2.08,20.0%,18.5%,1.5%,.302,2.15,.351,71.4%,6.23,7.43,-1.20,6.04,sa3019288
Jesus Mendez,CHW,A,21,18.0,10.00,4.00,2.50,1.00,26.7%,10.7%,16.0%,.182,1.11,.227,98.9%,1.50,4.38,-2.88,4.65,sa3019295
Jhon Cabral,CHC,A,20,5.1,13.50,11.81,1.14,3.38,23.5%,20.6%,2.9%,.320,2.81,.400,28.2%,16.88,10.60,6.28,7.30,sa3019299
Adrián Delgado,BAL,A,21,5.2,12.71,23.82,0.53,0.00,20.0%,37.5%,-17.5%,.364,4.06,.571,57.7%,12.71,10.37,2.34,10.86,sa3019379
Yeri Perez,KCR,A,21,49.0,8.08,11.20,0.72,0.55,18.3%,25.4%,-7.1%,.174,1.86,.216,68.2%,5.33,6.82,-1.50,6.94,sa3019566
Geury Rodriguez,TEX,A,21,48.0,11.06,5.81,1.90,0.75,29.2%,15.3%,13.9%,.185,1.29,.257,82.5%,2.63,4.41,-1.78,4.14,sa3019581
Jose Serrano,HOU,A,22,42.0,9.43,6.64,1.42,0.64,22.0%,15.5%,6.5%,.228,1.60,.297,55.6%,6.00,5.49,0.51,5.30,sa3019597
Davis Polo,ATL,A,21,99.2,9.57,3.34,2.86,0.72,26.2%,9.2%,17.1%,.203,1.10,.264,69.9%,3.25,3.90,-0.65,3.88,sa3019637
Julio Valdez,CHC,A,21,14.2,5.52,6.75,0.82,0.00,13.8%,16.9%,-3.1%,.204,1.50,.244,54.5%,4.91,4.68,0.23,6.21,sa3019687
Eudry Alcantara,CLE,A,21,25.1,11.37,8.88,1.28,2.13,25.4%,19.8%,5.6%,.242,1.93,.295,65.7%,7.46,7.41,0.05,5.77,sa3019701
Leodarlyn Colon,WSN,A,21,18.1,6.87,4.91,1.40,0.00,17.3%,12.3%,4.9%,.194,1.25,.245,74.1%,3.44,4.42,-0.99,6.18,sa3019719
Jose Gutierrez,KCR,A,23,114.1,7.71,2.91,2.65,0.87,20.2%,7.6%,12.6%,.255,1.32,.305,69.8%,3.62,4.22,-0.60,4.22,sa3019742
Carlos Cauro,HOU,A,21,1.2,0.00,5.40,0.00,5.40,0.0%,11.1%,-11.1%,.375,2.40,.286,100.0%,5.40,13.26,-7.86,7.98,sa3019763
Keduar Trujillo,HOU,A,22,1.1,0.00,6.75,0.00,0.00,0.0%,14.3%,-14.3%,.333,2.25,.333,100.0%,0.00,5.91,-5.91,8.01,sa3019764
Aneudis Mejia,TEX,A,22,40.1,8.93,4.24,2.11,1.56,22.2%,10.6%,11.7%,.259,1.49,.306,62.0%,5.80,5.57,0.23,4.74,sa3019960
Ike Buxton,WSN,A,25,4.1,4.15,12.46,0.33,6.23,8.0%,24.0%,-16.0%,.316,2.77,.214,76.9%,12.46,15.89,-3.43,8.83,sa3020180
Yoendris Gonzalez,CHC,A,23,20.1,15.05,3.54,4.25,0.00,42.5%,10.0%,32.5%,.155,0.93,.297,60.0%,2.21,1.64,0.57,2.61,sa3020334
Dylan Tebrake,WSN,A,26,1.0,18.00,0.00,2.00,0.00,50.0%,0.0%,50.0%,.250,1.00,.500,100.0%,0.00,-0.34,0.34,2.46,sa3020477
Jared Beck,WSN,A,25,27.2,11.06,14.64,0.76,0.65,22.7%,30.0%,-7.3%,.194,2.28,.281,66.5%,7.48,8.32,-0.84,8.14,sa3020571
Brody McCullough,CHC,A,26,8.0,10.13,1.13,9.00,0.00,31.0%,3.4%,27.6%,.148,0.63,.222,66.7%,2.25,2.16,0.09,3.21,sa3020599
Dylan Lesko,TBR,A,22,29.2,9.40,11.22,0.84,0.91,20.9%,25.0%,-4.1%,.212,1.99,.271,51.8%,9.71,7.33,2.37,7.29,sa3020677
Bradley Brehmer,BAL,A,26,5.2,15.88,1.59,10.00,0.00,47.6%,4.8%,42.9%,.250,1.06,.500,66.7%,3.18,0.66,2.52,1.40,sa3020828
Mason McGwire,CHC,A,22,30.0,13.50,3.00,4.50,0.90,36.6%,8.1%,28.5%,.198,1.07,.302,73.8%,2.40,3.16,-0.76,3.31,sa3020961
Yereny Teus,TBR,A,22,54.0,13.33,3.67,3.64,0.17,38.1%,10.5%,27.6%,.122,0.81,.210,76.6%,2.00,2.55,-0.55,3.45,sa3020978
Luis Aguilar,HOU,A,22,10.2,10.97,4.22,2.60,3.37,27.7%,10.6%,17.0%,.286,1.59,.320,70.2%,7.59,7.50,0.09,4.60,sa3020982
Rafael Gonzalez,HOU,A,21,22.1,9.27,12.49,0.74,0.40,20.0%,27.0%,-7.0%,.220,2.19,.293,56.5%,8.06,6.61,1.44,7.10,sa3020995
Lewis Sifontes,ATL,A,20,42.2,10.12,5.91,1.71,1.48,25.8%,15.1%,10.8%,.176,1.29,.204,63.7%,5.06,5.86,-0.80,4.71,sa3021016
Jeremy Reyes,ATL,A,20,10.0,8.10,5.40,1.50,2.70,18.8%,12.5%,6.3%,.238,1.60,.233,33.9%,9.00,7.56,1.44,4.92,sa3021018
Eccel Correa,BAL,A,23,14.2,7.36,5.52,1.33,1.84,18.2%,13.6%,4.5%,.263,1.64,.286,75.8%,4.30,6.52,-2.23,5.01,sa3021019
Fabian Ysalla,CHW,A,21,32.2,4.41,3.03,1.45,0.55,10.9%,7.5%,3.4%,.301,1.56,.330,74.2%,4.13,4.76,-0.63,5.12,sa3021020
German Ramirez,HOU,A,19,0.2,13.50,0.00,1.00,0.00,33.3%,0.0%,33.3%,.333,1.50,.500,100.0%,0.00,0.66,-0.66,,sa3021092
Yerlin Luis,CLE,A,20,3.0,0.00,12.00,0.00,6.00,0.0%,19.0%,-19.0%,.438,3.67,.357,54.3%,21.00,17.33,3.67,11.93,sa3021094
Félix Amparo,BAL,A,20,2.2,3.37,6.75,0.50,3.37,8.3%,16.7%,-8.3%,.400,2.25,.375,87.0%,6.75,10.03,-3.28,6.74,sa3021180
Yaikel Mijares,CLE,A,20,0.1,0.00,54.00,0.00,0.00,0.0%,66.7%,-66.7%,.000,6.00,.000,100.0%,0.00,21.66,-21.66,21.66,sa3021181
Luis Merejo,CLE,A,20,0.1,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.66,-3.66,,sa3021196
Yirer Garcia,TBR,A,20,1.0,0.00,9.00,0.00,0.00,0.0%,25.0%,-25.0%,.000,1.00,.000,100.0%,0.00,6.66,-6.66,10.86,sa3021211
Elian Soto,WSN,A,20,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.500,2.00,.500,100.0%,0.00,3.66,-3.66,6.46,sa3021228
Luis Lameda,MIL,A,20,3.0,0.00,3.00,0.00,0.00,0.0%,7.7%,-7.7%,.250,1.33,.250,75.0%,3.00,4.66,-1.66,7.46,sa3021233
Juan Ortega,BAL,A,20,1.2,0.00,21.60,0.00,0.00,0.0%,28.6%,-28.6%,.500,5.40,.500,33.3%,32.40,10.86,21.54,15.90,sa3021239
Jordi Infante,TBR,A,21,13.2,9.88,6.59,1.50,0.66,26.3%,17.5%,8.8%,.191,1.39,.258,90.9%,1.98,4.61,-2.64,4.89,sa3021482
Angel Anazco,TEX,A,24,5.2,12.71,12.71,1.00,1.59,24.2%,24.2%,0.0%,.375,3.00,.533,48.2%,14.29,7.90,6.40,6.59,sa3021494
Darwin Rodriguez,KCR,A,22,115.0,8.92,3.21,2.78,0.39,22.9%,8.2%,14.7%,.260,1.37,.338,67.3%,3.83,3.55,0.29,4.04,sa3021497
Luis Beltrán,BAL,A,22,25.0,10.08,16.20,0.62,0.72,19.7%,31.7%,-12.0%,.196,2.52,.258,58.3%,9.00,8.46,0.54,8.37,sa3021509
Leuris Portorreal,WSN,A,20,64.2,6.82,3.34,2.04,0.56,17.4%,8.5%,8.9%,.262,1.41,.310,62.5%,4.87,4.11,0.76,4.71,sa3021520
Luis Arestigueta,ATL,A,20,62.1,8.66,5.49,1.58,0.87,21.1%,13.4%,7.7%,.261,1.59,.327,59.5%,6.50,5.39,1.10,5.22,sa3021521
Wuilliams Rodriguez,BOS,A,20,66.1,9.09,3.39,2.68,1.36,23.0%,8.6%,14.4%,.227,1.28,.267,65.8%,4.07,4.82,-0.75,4.25,sa3021523
Enniel Cortez,MIL,A,20,37.1,7.71,5.79,1.33,1.45,18.2%,13.6%,4.5%,.309,1.90,.360,55.9%,7.47,5.96,1.51,5.41,sa3021525
Jose Bello,BOS,A,21,69.1,6.36,4.80,1.32,1.04,16.1%,12.1%,3.9%,.279,1.59,.317,68.7%,4.54,5.61,-1.06,5.12,sa3021530
Fermin Magallanes,BAL,A,24,3.1,10.80,32.40,0.33,2.70,15.4%,46.2%,-30.8%,.214,4.50,.222,58.8%,13.50,15.96,-2.46,13.32,sa3021544
Kevin Camacho,CHC,A,21,13.2,9.88,7.24,1.36,1.98,20.8%,15.3%,5.6%,.322,2.20,.390,64.7%,8.56,7.17,1.39,5.65,sa3021577
Junior Aybar,BAL,A,19,2.2,0.00,23.62,0.00,3.37,0.0%,33.3%,-33.3%,.385,4.50,.333,77.6%,13.50,17.53,-4.03,15.29,sa3021607
Manuel Osorio,CLE,A,20,10.2,12.66,6.75,1.88,1.69,28.8%,15.4%,13.5%,.256,1.78,.346,69.8%,5.06,5.82,-0.75,4.56,sa3021772
Eric Prado,MIL,A,20,48.2,9.25,7.21,1.28,1.85,21.4%,16.7%,4.7%,.274,1.87,.323,58.5%,7.95,6.99,0.96,5.70,sa3021780
Joshua Quezada,MIL,A,22,45.0,11.80,3.00,3.93,0.80,30.4%,7.7%,22.7%,.247,1.29,.351,57.5%,5.40,3.53,1.87,3.58,sa3021789
Nicolas De La Cruz,BOS,A,20,48.1,11.73,10.80,1.09,0.56,25.6%,23.6%,2.0%,.212,2.01,.305,73.3%,4.47,5.71,-1.24,6.12,sa3021796
Luimy Munoz,TEX,A,23,36.1,9.41,3.22,2.92,0.25,26.4%,9.0%,17.4%,.191,1.05,.261,68.3%,1.73,3.00,-1.27,3.37,sa3021803
Adrian Gil,CHW,A,20,2.0,0.00,4.50,0.00,0.00,0.0%,14.3%,-14.3%,.167,1.00,.167,100.0%,0.00,5.16,-5.16,6.56,sa3021856
Jose Varela,HOU,A,21,31.2,9.38,7.67,1.22,0.85,21.4%,17.5%,3.9%,.250,1.83,.318,47.5%,8.53,5.65,2.88,5.83,sa3021987
Brandon Herbold,KCR,A,21,30.0,11.40,9.90,1.15,0.60,24.5%,21.3%,3.2%,.252,2.10,.354,58.5%,7.50,5.59,1.91,6.36,sa3021988
Jormy Nivar,TEX,A,23,63.2,6.22,4.10,1.52,0.99,16.1%,10.6%,5.5%,.259,1.45,.292,79.3%,3.25,5.12,-1.87,4.92,sa3022022
Miguel Toscano,TBR,A,20,19.0,5.21,1.89,2.75,0.47,14.3%,5.2%,9.1%,.236,1.11,.267,63.1%,4.26,3.98,0.29,4.54,sa3022031
Jervis Alfaro,CLE,A,22,34.2,11.16,2.86,3.91,0.78,29.1%,7.4%,21.6%,.287,1.44,.400,76.9%,3.37,3.34,0.03,3.31,sa3022113
Francisco Morao,BAL,A,20,21.2,9.55,5.82,1.64,1.25,22.8%,13.9%,8.9%,.238,1.57,.293,61.0%,6.65,5.69,0.96,5.31,sa3022130
Frank Martinez,TEX,A,24,47.0,9.57,4.79,2.00,1.72,22.2%,11.1%,11.1%,.301,1.79,.365,59.7%,7.66,5.87,1.79,4.28,sa3022132
Javier González,BAL,A,20,11.1,7.15,2.38,3.00,2.38,16.1%,5.4%,10.7%,.294,1.59,.308,63.3%,5.56,6.84,-1.28,5.62,sa3022135
Styven Paez,ATL,A,21,41.0,9.44,5.71,1.65,0.44,21.9%,13.3%,8.7%,.251,1.66,.328,66.0%,5.49,4.32,1.17,5.05,sa3022155
Cristobal Abreu,ATL,A,20,30.0,6.60,13.50,0.49,0.60,14.3%,29.2%,-14.9%,.204,2.20,.241,80.9%,3.00,8.16,-5.16,8.55,sa3022169
Harrison Ruiz,CLE,A,22,9.2,12.10,2.79,4.33,0.93,28.9%,6.7%,22.2%,.317,1.66,.444,64.1%,5.59,3.56,2.03,3.08,sa3022193
Jose Perez,BAL,A,21,0.2,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.66,-3.66,3.66,sa3022198
Moises Amezquita,KCR,A,21,18.2,9.16,4.82,1.90,0.96,22.9%,12.0%,10.8%,.257,1.50,.327,74.5%,4.34,5.11,-0.77,4.76,sa3022203
Jank Pichardo,HOU,A,21,13.0,6.92,5.54,1.25,2.08,16.4%,13.1%,3.3%,.288,1.77,.308,65.7%,7.62,7.20,0.42,6.03,sa3022231
Keeler Morfe,BAL,A,20,0.0,0.00,27.00,0.00,0.00,0.0%,50.0%,-50.0%,1.000,5.00,1.000,33.3%,36.00,15.66,20.34,17.06,sa3022239
Francisco Frias,HOU,A,21,3.1,10.80,0.00,4.00,0.00,33.3%,0.0%,33.3%,.250,0.90,.375,100.0%,0.00,1.26,-1.26,2.10,sa3022278
Ismael Yanez,MIL,A,20,21.1,9.28,13.50,0.69,1.27,18.5%,26.9%,-8.4%,.326,2.81,.410,63.4%,10.55,8.07,2.48,7.68,sa3022354
Jhon Reyes,KCR,A,22,51.0,8.82,6.71,1.32,1.59,19.6%,14.9%,4.7%,.300,2.00,.357,58.9%,8.12,6.46,1.65,5.71,sa3022355
Jesus Carrera,HOU,A,21,85.1,7.80,3.80,2.06,1.27,19.9%,9.7%,10.2%,.248,1.38,.287,74.4%,4.43,5.19,-0.77,5.25,sa3022377
William Privette,TEX,A,24,12.1,13.86,4.38,3.17,0.73,44.2%,14.0%,30.2%,.054,0.65,.059,90.9%,0.73,3.09,-2.36,3.17,sa3022738
Carlton Perkins,CHW,A,23,25.1,13.50,5.33,2.53,0.36,33.3%,13.2%,20.2%,.276,1.66,.441,72.1%,3.55,3.07,0.49,3.33,sa3022740
Moises Morales,TEX,A,22,97.2,9.12,2.21,4.13,0.92,26.2%,6.3%,19.8%,.216,1.01,.272,78.0%,3.13,3.88,-0.75,3.72,sa3022803
Austin Amaral,WSN,A,24,20.1,9.74,4.43,2.20,0.00,27.2%,12.3%,14.8%,.141,0.98,.204,80.0%,1.33,2.97,-1.64,3.73,sa3022903
Travis Sthele,WSN,A,24,29.0,5.59,2.48,2.25,0.00,16.5%,7.3%,9.2%,.172,0.86,.210,92.6%,0.31,3.45,-3.14,4.27,sa3022941
Liam Sullivan,WSN,A,24,55.0,10.64,5.24,2.03,1.15,27.2%,13.4%,13.8%,.222,1.42,.289,64.5%,5.24,4.70,0.54,4.44,sa3022952
Jesus Oliveira,KCR,A,21,12.1,11.68,13.14,0.89,0.73,25.8%,29.0%,-3.2%,.143,1.95,.200,65.0%,7.30,6.98,0.31,6.61,sa3023051
Mikey Tepper,WSN,A,24,17.0,10.59,3.71,2.86,0.00,27.4%,9.6%,17.8%,.227,1.29,.326,72.7%,1.06,2.54,-1.48,3.61,sa3023065
Keegan Zinn,CLE,A,21,60.0,13.20,7.95,1.66,1.65,30.4%,18.3%,12.1%,.247,1.83,.348,58.2%,7.35,6.01,1.34,5.14,sa3023088
Adam Boucher,WSN,A,24,8.2,11.42,7.27,1.57,0.00,28.2%,17.9%,10.3%,.226,1.62,.350,66.7%,5.19,3.89,1.30,4.54,sa3023128
Kiefer Lord,BAL,A,24,20.1,15.05,3.54,4.25,0.00,38.2%,9.0%,29.2%,.215,1.23,.378,55.6%,3.98,1.79,2.19,2.69,sa3023135
Coleman Picard,KCR,A,24,49.2,7.43,2.36,3.15,1.27,20.6%,6.5%,14.1%,.223,1.09,.250,80.1%,3.26,4.75,-1.49,4.35,sa3023202
Teddy Sharkey,BAL,A,24,3.0,0.00,3.00,0.00,0.00,0.0%,7.7%,-7.7%,.167,1.00,.167,0.0%,0.00,4.66,-4.66,6.06,sa3023230
Joey Dixon,HOU,A,24,6.1,19.89,2.84,7.00,1.42,58.3%,8.3%,50.0%,.136,0.79,.286,83.3%,2.84,2.24,0.60,0.85,sa3023267
Luis Martinez-Gomez,CHC,A,23,6.0,10.50,1.50,7.00,0.00,33.3%,4.8%,28.6%,.053,0.33,.083,100.0%,0.00,2.33,-2.33,3.26,sa3023285
Joe Olsavsky,ATL,A,24,2.2,6.75,13.50,0.50,0.00,16.7%,33.3%,-16.7%,.000,1.50,.000,80.0%,3.37,7.78,-4.41,8.31,sa3023289
Jacob Cravey,BAL,A,24,2.0,13.50,18.00,0.75,0.00,30.0%,40.0%,-10.0%,.000,2.00,.000,100.0%,0.00,6.66,-6.66,7.36,sa3023423
Garrett Wright,CHW,A,24,6.2,13.50,1.35,10.00,0.00,45.5%,4.5%,40.9%,.143,0.60,.273,100.0%,0.00,1.11,-1.11,1.53,sa3023446
Kai Peterson,WSN,A,23,6.1,7.11,14.21,0.50,0.00,15.2%,30.3%,-15.2%,.182,2.21,.235,80.0%,2.84,7.29,-4.45,8.18,sa3023453
Riley Cooper,BAL,A,24,19.0,10.89,4.74,2.30,0.47,31.1%,13.5%,17.6%,.109,0.89,.150,57.7%,3.32,3.50,-0.19,3.78,sa3023503
Blake Wolters,KCR,A,21,27.1,10.87,4.28,2.54,1.32,28.2%,11.1%,17.1%,.160,1.06,.190,73.0%,1.65,5.01,-3.37,4.44,sa3023513
Trennor O'Donnell,BOS,A,25,9.0,10.00,1.00,10.00,3.00,27.8%,2.8%,25.0%,.257,1.11,.273,86.2%,4.00,6.10,-2.10,3.33,sa3023531
Hayden Robinson,MIL,A,20,58.1,8.79,5.40,1.63,0.93,21.4%,13.2%,8.3%,.248,1.56,.307,63.9%,5.40,5.10,0.30,4.75,sa3023574
Michael Trausch,TEX,A,22,57.2,12.33,6.87,1.80,0.31,33.1%,18.4%,14.6%,.145,1.25,.232,74.4%,2.65,3.76,-1.11,4.14,sa3023575
Daniel Keaney,TEX,A,21,23.1,9.26,3.86,2.40,0.77,22.4%,9.3%,13.1%,.301,1.63,.388,66.3%,6.17,4.52,1.65,4.78,sa3023598
Hiro Wyatt,KCR,A,21,28.0,7.71,5.14,1.50,0.00,19.5%,13.0%,6.5%,.245,1.46,.321,71.7%,3.21,4.20,-0.98,5.00,sa3023613
Jeremy Pilon,TBR,A,20,9.0,13.00,14.00,0.93,0.00,26.0%,28.0%,-2.0%,.286,2.67,.455,60.0%,10.00,5.77,4.23,6.39,sa3023614
Jordan Woods,KCR,A,22,35.0,13.89,2.83,4.91,0.51,39.7%,8.1%,31.6%,.156,0.86,.258,82.8%,1.80,2.52,-0.72,2.73,sa3023628
Adam Bates,BOS,A,20,43.2,9.27,8.24,1.13,1.24,20.3%,18.0%,2.3%,.281,2.06,.346,61.9%,7.83,6.41,1.42,5.97,sa3023637
Kamdyn Perry,TEX,A,20,22.1,10.88,1.21,9.00,1.21,32.1%,3.6%,28.6%,.200,0.85,.260,82.3%,2.82,3.53,-0.70,2.97,sa3023663
Nicholas Judice,BOS,A,25,12.1,9.49,10.95,0.87,0.00,20.3%,23.4%,-3.1%,.178,1.86,.250,51.9%,9.49,6.17,3.31,7.20,sa3023672
Efrailin Ramos,TBR,A,20,30.0,8.40,3.90,2.15,0.30,23.5%,10.9%,12.6%,.171,1.03,.224,65.4%,3.00,3.63,-0.63,4.36,sa3023691
Jhon Rosario,CHC,A,21,26.1,6.84,6.84,1.00,1.71,14.4%,14.4%,0.0%,.287,2.01,.311,48.0%,10.25,7.34,2.91,6.52,sa3023698
Anderson Fermin,BOS,A,19,1.2,0.00,5.40,0.00,5.40,0.0%,10.0%,-10.0%,.500,3.00,.429,65.2%,16.20,15.06,1.14,9.78,sa3023759
Givian Sirvania,BOS,A,18,0.1,0.00,27.00,0.00,0.00,0.0%,50.0%,-50.0%,.000,3.00,.000,100.0%,0.00,12.66,-12.66,16.86,sa3023765
Erigaldi Perez,CLE,A,20,51.1,8.59,4.21,2.04,0.88,22.7%,11.1%,11.6%,.237,1.34,.294,64.1%,4.56,4.54,0.02,4.50,sa3023812
Marco Barrios,CHW,A,20,52.1,9.46,2.24,4.23,0.86,24.7%,5.8%,18.8%,.243,1.20,.308,75.0%,2.75,3.77,-1.02,3.63,sa3023820
