Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Blake Treinen,LAD,A,38,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,2,12572
Joe Musgrove,SDP,A,33,0,0,3.37,1,1,0,0,0,0,0,2.2,11,2,1,1,0,2,0,0,1,0,3,12970
Blake Snell,LAD,A,33,0,1,1.13,3,3,0,0,0,0,0,8.0,31,5,2,1,0,1,0,0,0,0,15,13543
Tyler Glasnow,LAD,A,32,0,0,0.00,1,1,0,0,0,0,0,2.0,7,1,0,0,0,0,0,0,0,0,1,14374
Edwin Díaz,LAD,A,32,1,0,0.00,3,0,0,0,0,0,0,3.0,10,1,0,0,0,1,0,0,0,0,5,14710
Nick Pivetta,SDP,A,33,0,0,7.36,2,1,0,0,0,0,0,3.2,17,5,3,3,2,1,0,0,0,0,4,15454
Lucas Giolito,SDP,A,31,0,0,6.43,2,2,0,0,0,0,0,7.0,33,7,5,5,0,4,0,0,2,0,10,15474
Brock Stewart,LAD,A,34,0,0,1.59,6,0,0,0,0,0,0,5.2,23,5,1,1,0,0,0,2,0,0,8,16727
Matt Gage,SFG,A,33,0,0,0.00,1,1,0,0,0,0,0,1.2,6,1,0,0,0,0,0,0,1,0,2,17381
Jeffrey Springs,OAK,A,33,0,0,3.00,1,1,0,0,0,0,0,3.0,16,5,3,1,0,0,0,0,0,0,4,17677
Sam Hentges,SFG,A,29,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,18548
Jason Foley,SFG,A,30,0,1,13.50,1,0,0,0,0,0,0,0.2,6,2,4,1,0,1,0,0,0,0,1,19531
Nick Margevicius,SFG,A,30,0,1,14.21,2,2,0,0,0,0,0,6.1,34,15,12,10,2,1,0,0,0,0,1,20395
Yusei Kikuchi,LAA,A,35,0,1,14.09,2,2,0,0,0,0,0,7.2,40,13,14,12,4,2,0,0,1,0,13,20633
Jeremiah Estrada,SDP,A,27,1,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,22210
Keaton Winn,SFG,A,28,0,0,0.00,1,1,0,0,0,0,0,1.0,4,1,0,0,0,1,0,0,0,0,0,23499
Justin Martinez,ARI,A,24,0,0,0.00,2,2,0,0,0,0,0,2.0,7,0,0,0,0,1,0,0,0,0,3,24453
Grayson Rodriguez,LAA,A,26,0,0,3.12,2,2,0,0,0,0,0,8.2,42,12,3,3,0,3,0,1,1,0,15,24492
Erik Miller,SFG,A,28,0,0,0.00,1,1,0,0,0,0,0,1.0,4,1,0,0,0,0,0,0,0,0,2,26252
Ryne Nelson,ARI,A,28,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,2,26253
Tommy Henry,ARI,A,28,0,1,6.75,1,1,0,0,0,0,0,2.2,13,6,2,2,1,0,0,0,1,0,5,26285
Alek Manoah,LAA,A,28,0,0,10.38,1,1,0,0,0,0,0,4.1,22,7,6,5,1,2,0,0,0,0,2,26410
Sam Bachman,LAA,A,26,0,0,0.00,1,0,0,0,0,0,0,0.2,4,0,0,0,0,2,0,0,0,0,1,29754
Ben Joyce,LAA,A,25,0,0,2.25,4,0,0,0,0,0,2,4.0,21,3,2,1,0,3,0,2,2,0,5,31461
