Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Samy Natera Jr.,LAA,A,26,2.0,.000,4.00,0.0%,100.0%,0.0%,0.0%,0.0%,20.0%,20.0%,60.0%,10.7%,11,17,28,31936
Ryan Johnson,LAA,A,23,3.1,.333,0.00,60.0%,0.0%,40.0%,0.0%,0.0%,33.3%,33.3%,33.3%,21.7%,20,40,60,35325
Kirby Yates,LAA,A,39,2.0,.250,1.00,33.3%,33.3%,33.3%,100.0%,0.0%,50.0%,0.0%,50.0%,13.2%,13,25,38,9073
Teofilo Mendez,ARI,A,24,50.0,.356,0.90,21.7%,37.1%,41.3%,10.2%,16.9%,33.8%,29.7%,36.6%,15.9%,245,531,776,sa3008795
Manuel Olivares,COL,A,24,83.2,.343,1.62,19.8%,49.6%,30.6%,12.7%,14.1%,49.6%,26.9%,23.6%,13.8%,515,863,1378,sa3009471
Jose Atencio,LAA,A,24,15.0,.292,1.40,25.0%,43.8%,31.3%,33.3%,6.7%,36.7%,28.6%,34.7%,12.9%,45,141,186,sa3010304
R.J. Dabovich,SFG,A,27,3.0,.400,3.00,20.0%,60.0%,20.0%,0.0%,0.0%,80.0%,0.0%,20.0%,8.1%,11,26,37,sa3014431
Robert Puason,OAK,A,23,16.0,.277,0.52,16.3%,28.6%,55.1%,11.1%,18.5%,56.9%,21.6%,21.6%,12.0%,98,168,266,sa3014697
Victor Lizarraga,SDP,A,22,3.0,.400,0.50,50.0%,16.7%,33.3%,50.0%,50.0%,50.0%,16.7%,33.3%,20.0%,20,30,50,sa3015220
Alex Martinez,LAA,A,23,35.0,.338,1.13,22.0%,41.5%,36.6%,10.0%,10.0%,43.4%,16.9%,39.8%,13.3%,231,386,617,sa3015284
Javier Chacon,SDP,A,23,17.0,.306,0.58,18.9%,29.7%,51.4%,21.1%,10.5%,39.5%,28.9%,31.6%,17.0%,112,193,305,sa3015312
Nicolo Pinazzi,LAA,A,26,29.1,.433,6.33,27.9%,62.3%,9.8%,16.7%,16.7%,36.1%,23.0%,41.0%,18.3%,175,300,475,sa3015335
Yujanyer Herrera,COL,A,22,4.1,.429,2.33,33.3%,46.7%,20.0%,0.0%,33.3%,60.0%,20.0%,20.0%,16.5%,43,54,97,sa3015370
Brayan Restituyo,OAK,A,24,22.0,.385,0.75,27.9%,30.9%,41.2%,14.3%,21.4%,35.2%,38.0%,26.8%,15.0%,155,278,433,sa3015461
Fernando Vasquez,SFG,A,24,60.0,.240,1.31,21.1%,44.7%,34.2%,23.1%,9.6%,48.1%,24.1%,27.8%,12.1%,471,624,1095,sa3015475
Gleiner Diaz,SEA,A,22,54.2,.358,0.71,23.4%,31.9%,44.7%,22.2%,7.9%,36.6%,26.1%,37.3%,15.7%,267,579,846,sa3015501
Miguel Mendez,SFG,A,23,2.1,.000,0.25,16.7%,16.7%,66.7%,25.0%,0.0%,33.3%,33.3%,33.3%,9.3%,21,22,43,sa3015506
Diosfran Cabeza,ARI,A,23,1.0,.571,0.67,28.6%,28.6%,42.9%,0.0%,0.0%,42.9%,28.6%,28.6%,2.6%,17,21,38,sa3015517
Jose D. Hernandez,LAD,A,23,0.1,.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,1,3,4,sa3015557
Ricardo Estrada,SFG,A,24,91.2,.273,1.57,25.4%,45.6%,29.0%,18.1%,13.9%,47.9%,20.6%,31.5%,12.8%,577,936,1513,sa3016017
Dailoui Abad,LAD,A,24,26.2,.398,1.68,18.3%,51.2%,30.5%,24.0%,12.0%,37.9%,29.9%,32.2%,8.6%,236,335,571,sa3016027
Ricardo Yan,ARI,A,23,38.2,.343,1.45,24.8%,44.6%,30.7%,9.7%,9.7%,45.2%,35.6%,19.2%,12.2%,347,476,823,sa3016056
Yokelvin Reyes,LAA,A,22,80.1,.327,1.96,24.9%,49.8%,25.3%,20.0%,14.5%,46.5%,24.6%,28.9%,13.4%,522,835,1357,sa3016067
Samir Chires,SFG,A,22,24.2,.246,1.17,18.0%,44.3%,37.7%,13.0%,4.3%,40.3%,32.3%,27.4%,12.7%,138,257,395,sa3016254
Jhonny Jimenez,LAD,A,22,38.1,.352,0.87,30.0%,32.5%,37.5%,17.8%,6.7%,40.8%,32.8%,26.4%,10.0%,328,435,763,sa3016506
Jean Munoz,SEA,A,23,48.2,.403,2.00,23.1%,51.2%,25.6%,22.6%,19.4%,54.4%,25.6%,20.0%,15.8%,374,498,872,sa3016594
Redinson Gomez,COL,A,21,6.0,.294,2.00,29.4%,47.1%,23.5%,50.0%,0.0%,58.8%,11.8%,29.4%,15.4%,49,55,104,sa3016612
Moises Alcala,ARI,A,23,2.1,.143,0.67,28.6%,28.6%,42.9%,0.0%,0.0%,42.9%,28.6%,28.6%,0.0%,8,15,23,sa3016628
Michael Hobbs,SEA,A,26,8.2,.190,1.00,23.8%,38.1%,38.1%,12.5%,0.0%,42.9%,23.8%,33.3%,10.0%,49,81,130,sa3017498
Jose T. Perez,SFG,A,22,13.0,.350,0.72,26.2%,31.0%,42.9%,27.8%,11.1%,40.5%,23.8%,35.7%,8.8%,156,174,330,sa3017966
Jacob Steinmetz,ARI,A,22,9.0,.316,2.00,21.1%,52.6%,26.3%,20.0%,0.0%,26.3%,21.1%,52.6%,13.5%,76,102,178,sa3017976
Angel Jimenez,COL,A,22,62.1,.307,0.88,26.5%,34.4%,39.1%,27.1%,8.5%,37.0%,29.2%,33.8%,14.8%,372,671,1043,sa3018287
Wuillians Herrera,LAD,A,22,9.2,.280,0.55,34.6%,23.1%,42.3%,18.2%,18.2%,42.9%,28.6%,28.6%,11.4%,135,129,264,sa3018302
Luichi Casilla,COL,A,21,20.1,.372,2.10,26.2%,50.0%,23.8%,20.0%,10.0%,37.2%,32.6%,30.2%,17.2%,128,233,361,sa3018332
Felix Castro,OAK,A,22,7.2,.200,2.17,9.5%,61.9%,28.6%,33.3%,16.7%,47.6%,19.0%,33.3%,10.1%,79,79,158,sa3018361
Ricardo Montero,LAD,A,22,16.1,.255,1.23,32.6%,37.2%,30.2%,30.8%,0.0%,42.6%,27.7%,29.8%,9.8%,231,207,438,sa3018370
Accimias Morales,LAD,A,21,42.1,.370,1.81,24.8%,48.5%,26.7%,14.8%,11.1%,58.8%,28.4%,12.7%,15.8%,376,477,853,sa3018809
Melvin Pineda,SFG,A,22,22.2,.361,1.00,26.7%,36.7%,36.7%,13.6%,13.6%,38.1%,30.2%,31.7%,9.0%,212,297,509,sa3018815
Peter Bonilla,LAD,A,21,9.0,.533,0.64,43.8%,21.9%,34.4%,36.4%,18.2%,34.4%,18.8%,46.9%,12.1%,115,124,239,sa3018850
Domingo Geronimo,LAD,A,21,11.0,.538,1.21,24.4%,41.5%,34.1%,28.6%,21.4%,47.6%,21.4%,31.0%,11.6%,145,166,311,sa3018851
Mauricio Estrella,SFG,A,22,45.2,.333,1.21,27.0%,40.0%,33.0%,21.1%,7.9%,46.2%,26.5%,27.4%,13.8%,230,473,703,sa3018857
Richard Fernandez,OAK,A,23,15.2,.283,0.89,26.1%,34.8%,39.1%,33.3%,11.1%,39.6%,29.2%,31.3%,9.9%,147,167,314,sa3018898
Eliezer Rivero,LAA,A,21,1.1,.250,4.00,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,10.5%,8,11,19,sa3018937
Alejandro Manzano,OAK,A,24,37.2,.389,1.94,19.1%,53.4%,27.5%,22.2%,25.0%,47.4%,30.1%,22.6%,12.7%,253,434,687,sa3019125
Anderson Guevara,SEA,A,21,24.2,.288,0.80,29.4%,31.4%,39.2%,45.0%,10.0%,37.0%,14.8%,48.1%,13.0%,180,280,460,sa3019182
Marcos Herrera,COL,A,21,73.2,.388,1.40,20.9%,46.2%,32.9%,19.5%,18.3%,42.2%,27.3%,30.5%,12.0%,616,865,1481,sa3019261
Jholbran Herder,LAD,A,21,64.0,.325,1.24,24.1%,42.0%,34.0%,18.2%,10.9%,49.1%,20.0%,30.9%,13.0%,524,682,1206,sa3019272
Aneury Lora,SEA,A,22,58.1,.309,2.31,23.2%,53.6%,23.2%,20.5%,12.8%,55.3%,21.8%,22.9%,11.1%,359,573,932,sa3019365
Sean Hermann,SEA,A,23,65.0,.326,1.57,18.1%,50.0%,31.9%,8.6%,12.1%,49.7%,24.1%,26.2%,9.0%,385,654,1039,sa3019429
Marco Vega,LAA,A,21,12.2,.143,0.85,14.3%,39.3%,46.4%,38.5%,7.7%,46.4%,17.9%,35.7%,9.2%,93,125,218,sa3019486
Athanael Duarte,LAA,A,21,0.1,.800,0.67,16.7%,33.3%,50.0%,0.0%,33.3%,66.7%,16.7%,16.7%,0.0%,10,11,21,sa3019630
Wuilliams Rodriguez,SEA,A,22,1.2,.400,2.00,40.0%,40.0%,20.0%,100.0%,0.0%,40.0%,40.0%,20.0%,13.3%,22,23,45,sa3019672
Bjay Cooke,OAK,A,23,43.1,.256,1.39,17.6%,47.9%,34.5%,22.0%,14.6%,41.9%,19.4%,38.7%,10.7%,265,425,690,sa3019807
Alexis Liebano,ARI,A,23,32.1,.413,1.47,22.9%,45.8%,31.3%,16.7%,13.3%,42.3%,29.9%,27.8%,15.0%,233,375,608,sa3019885
Gregori Ramirez,ARI,A,21,3.1,.333,0.25,28.6%,14.3%,57.1%,25.0%,25.0%,28.6%,42.9%,28.6%,8.3%,59,50,109,sa3020412
Hayden Wynja,SFG,A,27,9.1,.167,0.36,16.7%,22.2%,61.1%,18.2%,0.0%,22.2%,33.3%,44.4%,10.1%,56,82,138,sa3020464
Caleb Franzen,SEA,A,25,2.1,.000,0.33,20.0%,20.0%,60.0%,0.0%,0.0%,16.7%,16.7%,66.7%,9.8%,23,18,41,sa3020531
Isaiah Lowe,SDP,A,23,17.1,.271,0.65,25.5%,29.4%,45.1%,34.8%,17.4%,42.3%,36.5%,21.2%,10.9%,131,182,313,sa3020864
Tyler Gough,LAD,A,22,20.1,.245,0.90,24.0%,36.0%,40.0%,60.0%,0.0%,34.0%,28.0%,38.0%,11.8%,94,203,297,sa3020865
Marcelo Perez,SEA,A,26,5.0,.444,8.00,11.1%,88.9%,0.0%,0.0%,0.0%,77.8%,11.1%,11.1%,20.3%,23,51,74,sa3020889
Angel Cruz,LAD,A,21,27.1,.383,0.88,18.3%,38.3%,43.3%,15.4%,7.7%,35.5%,30.6%,33.9%,11.9%,298,351,649,sa3020988
Wilfred Alvarado,OAK,A,20,24.1,.288,1.10,16.4%,43.8%,39.7%,31.0%,6.9%,42.7%,25.3%,32.0%,12.0%,227,316,543,sa3020990
Anderson Cardenas,ARI,A,20,19.2,.347,1.19,25.5%,40.4%,34.0%,31.3%,6.3%,38.0%,32.0%,30.0%,14.8%,132,227,359,sa3020991
Donny Troconis,OAK,A,20,87.0,.351,1.15,19.2%,43.3%,37.5%,25.5%,13.3%,42.6%,21.5%,35.8%,11.7%,620,955,1575,sa3020992
Wilkin Paredes,ARI,A,22,75.0,.323,1.59,22.5%,47.6%,29.9%,15.9%,10.1%,42.9%,25.6%,31.5%,11.0%,482,797,1279,sa3020998
Luis Carias,LAD,A,21,85.0,.298,1.08,22.8%,40.1%,37.1%,25.3%,12.0%,34.0%,25.9%,40.1%,12.5%,752,972,1724,sa3021006
Jesus Tillero,LAD,A,20,75.0,.350,1.80,22.2%,50.0%,27.8%,26.2%,13.8%,44.0%,26.1%,29.9%,10.8%,427,787,1214,sa3021010
Dylan Wilson,SEA,A,20,19.2,.365,0.78,23.8%,33.3%,42.9%,14.8%,7.4%,43.1%,23.1%,33.8%,10.7%,169,213,382,sa3021017
Francis Texido,LAA,A,21,15.2,.286,1.75,18.5%,51.9%,29.6%,12.5%,0.0%,44.8%,31.0%,24.1%,17.3%,94,149,243,sa3021028
Jose Zerpa,SEA,A,21,23.0,.304,0.64,21.7%,30.4%,47.8%,21.2%,6.1%,49.3%,25.4%,25.4%,15.4%,106,219,325,sa3021037
Sandy Ozuna,COL,A,20,19.2,.333,0.88,23.0%,36.1%,41.0%,24.0%,16.0%,42.2%,31.3%,26.6%,13.8%,139,208,347,sa3021041
Javier Herrera,LAD,A,21,3.0,.385,1.00,28.6%,35.7%,35.7%,20.0%,20.0%,21.4%,42.9%,35.7%,1.6%,29,35,64,sa3021203
Alix Hernandez,SFG,A,21,47.0,.273,0.76,12.8%,37.6%,49.6%,36.2%,13.8%,48.3%,27.6%,24.1%,17.3%,253,469,722,sa3021479
Josnier Parra,OAK,A,24,47.1,.382,1.05,24.3%,38.8%,36.8%,14.3%,16.1%,51.6%,24.2%,24.2%,13.1%,352,513,865,sa3021488
Roberto Urdaneta,OAK,A,20,11.1,.242,0.35,7.9%,23.7%,68.4%,19.2%,19.2%,36.8%,21.1%,42.1%,4.8%,123,128,251,sa3021504
Walvin Mena,ARI,A,20,24.2,.293,2.14,17.5%,56.3%,26.3%,4.8%,23.8%,43.8%,23.8%,32.5%,9.8%,156,244,400,sa3021505
Ubert Mejias,SFG,A,25,40.1,.275,0.74,17.9%,34.8%,47.3%,34.0%,9.4%,40.4%,22.8%,36.8%,15.2%,133,414,547,sa3021562
Marlon Nieves,LAD,A,21,50.0,.331,1.80,20.3%,51.2%,28.5%,20.0%,5.7%,43.1%,21.1%,35.8%,9.3%,392,526,918,sa3021567
Javier Bartolozzi,LAD,A,21,49.0,.245,1.12,19.9%,42.3%,37.8%,23.7%,11.9%,46.3%,29.0%,24.7%,10.0%,289,479,768,sa3021568
Jecsua Liborius,LAD,A,21,52.2,.282,0.56,23.6%,27.4%,49.1%,21.2%,9.6%,38.5%,24.8%,36.7%,15.9%,404,570,974,sa3021742
Erick Reynoso,ARI,A,23,31.1,.236,0.73,13.5%,36.5%,50.0%,10.8%,5.4%,41.3%,20.0%,38.7%,11.6%,305,341,646,sa3021749
Daury Vasquez,ARI,A,20,47.2,.298,0.78,20.5%,34.9%,44.5%,23.1%,13.8%,40.7%,31.3%,28.0%,12.5%,345,519,864,sa3021767
Jose Romero,SEA,A,21,106.1,.360,1.19,24.3%,41.1%,34.6%,26.4%,9.1%,44.8%,21.7%,33.5%,10.3%,558,1080,1638,sa3021791
Johan Rodriguez,SFG,A,23,0.1,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,7.7%,17,9,26,sa3021807
Wilmis Paulino,COL,A,20,14.2,.333,0.74,15.4%,35.9%,48.7%,15.8%,21.1%,42.5%,32.5%,25.0%,16.3%,99,159,258,sa3021815
Jordan Valenzuela,SDP,A,21,27.2,.297,1.17,20.6%,42.9%,36.5%,30.4%,8.7%,43.9%,15.2%,40.9%,12.4%,227,314,541,sa3021820
Zack Qin,SDP,A,20,30.0,.321,0.95,15.9%,40.9%,43.2%,21.1%,13.2%,42.7%,23.6%,33.7%,10.8%,203,344,547,sa3021986
Jesus Escobar,ARI,A,20,76.1,.272,1.17,23.0%,41.5%,35.5%,18.2%,14.8%,46.8%,22.4%,30.8%,7.6%,491,756,1247,sa3022013
Ubaldo Soto,LAA,A,19,94.2,.385,1.59,24.8%,46.2%,29.0%,13.2%,15.8%,51.7%,22.8%,25.5%,13.0%,640,1057,1697,sa3022015
Jose Vasquez,LAD,A,21,20.1,.261,1.40,23.4%,44.7%,31.9%,13.3%,6.7%,50.0%,30.4%,19.6%,13.8%,167,209,376,sa3022116
Jhon Medina,COL,A,20,45.2,.353,1.16,20.9%,42.4%,36.7%,17.6%,13.7%,46.9%,23.1%,30.1%,9.9%,405,525,930,sa3022121
Davidxon Lara,LAA,A,19,13.2,.413,1.20,26.7%,40.0%,33.3%,6.7%,26.7%,34.0%,36.0%,30.0%,11.3%,87,169,256,sa3022127
Kelvin Rosario,ARI,A,19,7.0,.250,1.33,17.6%,47.1%,35.3%,33.3%,16.7%,58.8%,23.5%,17.6%,6.7%,74,75,149,sa3022128
Jairon Digon,ARI,A,20,15.2,.356,0.67,22.2%,31.1%,46.7%,28.6%,4.8%,37.0%,28.3%,34.8%,11.2%,155,183,338,sa3022148
Mervin Fell,ARI,A,23,83.2,.381,1.39,23.6%,44.4%,31.9%,21.7%,5.8%,40.4%,21.1%,38.5%,13.6%,581,951,1532,sa3022267
Chen-Hsun Lee,SFG,A,24,19.0,.241,1.33,14.3%,49.0%,36.7%,38.9%,0.0%,52.8%,26.4%,20.8%,11.7%,153,198,351,sa3022527
Austin Emener,COL,A,24,23.1,.275,0.82,24.4%,34.1%,41.5%,41.2%,5.9%,29.3%,14.6%,56.1%,16.7%,134,249,383,sa3022799
Devin Kirby-Williams,OAK,A,26,23.2,.333,1.79,9.5%,58.1%,32.4%,16.7%,16.7%,28.6%,31.2%,40.3%,7.2%,133,242,375,sa3022908
Ethan Long,SDP,A,25,6.2,.333,1.83,15.0%,55.0%,30.0%,33.3%,0.0%,33.3%,38.1%,28.6%,11.6%,51,61,112,sa3022961
German Fajardo,SEA,A,25,19.2,.295,0.80,18.2%,36.4%,45.5%,20.0%,15.0%,36.2%,14.9%,48.9%,12.3%,163,212,375,sa3023035
Junior Ciprian,ARI,A,21,71.2,.226,0.84,20.7%,36.1%,43.2%,20.5%,8.2%,45.4%,24.1%,30.5%,15.8%,398,666,1064,sa3023107
Daniel Ouderkirk,SEA,A,26,14.2,.268,1.91,22.0%,51.2%,26.8%,27.3%,9.1%,31.0%,11.9%,57.1%,8.9%,136,169,305,sa3023154
Nathan Dettmer,OAK,A,24,27.1,.321,2.00,24.0%,50.7%,25.3%,26.3%,5.3%,44.3%,21.5%,34.2%,15.1%,116,267,383,sa3023207
Yanzel Correa,COL,A,21,53.2,.389,1.42,23.2%,45.1%,31.7%,17.8%,4.4%,45.3%,25.3%,29.3%,16.5%,397,641,1038,sa3023302
Sam Knowlton,SFG,A,26,17.1,.341,3.88,17.0%,66.0%,17.0%,12.5%,50.0%,37.5%,25.0%,37.5%,7.6%,198,182,380,sa3023467
Daniel Nunez,ARI,A,23,33.1,.313,1.25,25.0%,41.7%,33.3%,11.1%,27.8%,52.3%,27.5%,20.2%,12.5%,209,336,545,sa3023597
Adler Cecil,SDP,A,21,20.1,.286,0.35,30.3%,18.2%,51.5%,29.4%,5.9%,33.3%,25.0%,41.7%,13.7%,177,218,395,sa3023600
Hyun-Seok Jang,LAD,A,22,67.0,.341,1.01,20.8%,39.9%,39.3%,28.6%,12.9%,49.7%,27.1%,23.2%,15.2%,427,735,1162,sa3023601
Victor Garcia,LAA,A,22,36.0,.329,0.56,23.0%,27.6%,49.4%,23.3%,18.6%,48.9%,26.7%,24.4%,16.4%,270,412,682,sa3023615
Keyner Martinez,SFG,A,21,93.2,.308,0.99,25.5%,37.0%,37.5%,32.1%,14.1%,42.0%,25.5%,32.5%,15.1%,578,1007,1585,sa3023631
Joel Cruz,LAD,A,22,24.1,.324,1.94,22.1%,51.5%,26.5%,16.7%,11.1%,50.7%,27.4%,21.9%,11.7%,179,267,446,sa3023819
Josdanner Suarez,ARI,A,21,7.2,.423,1.30,14.8%,48.1%,37.0%,10.0%,30.0%,44.8%,20.7%,34.5%,9.7%,64,112,176,sa3023843
Alexander Fuentes,SFG,A,21,2.2,.250,0.60,11.1%,33.3%,55.6%,40.0%,20.0%,33.3%,11.1%,55.6%,11.3%,25,28,53,sa3024072
Jose Cabrera,LAD,A,21,11.1,.480,1.44,18.5%,48.1%,33.3%,11.1%,22.2%,48.1%,22.2%,29.6%,13.8%,169,149,318,sa3024078
Brayan Vergara,LAA,A,20,81.0,.319,1.06,24.7%,38.8%,36.5%,25.0%,15.0%,38.8%,26.3%,34.8%,14.8%,466,859,1325,sa3024211
Luis Maracara,SDP,A,18,28.2,.304,0.67,23.6%,30.6%,45.8%,24.2%,12.1%,43.8%,20.5%,35.6%,11.3%,219,312,531,sa3024260
Jaitoine Kelly,ARI,A,19,8.1,.400,0.69,21.4%,32.1%,46.4%,7.7%,23.1%,35.7%,32.1%,32.1%,12.6%,69,98,167,sa3024275
Josehp Marte,LAD,A,21,7.2,.238,5.33,5.0%,80.0%,15.0%,33.3%,33.3%,42.9%,23.8%,33.3%,8.1%,71,89,160,sa3024284
Luis Burgos,OAK,A,20,46.0,.391,1.36,21.9%,45.0%,33.1%,17.9%,8.9%,48.3%,22.4%,29.3%,10.4%,348,509,857,sa3024292
Joseph Herrera,SDP,A,20,36.2,.327,1.56,21.2%,48.1%,30.8%,28.1%,15.6%,43.9%,21.5%,34.6%,11.9%,288,361,649,sa3024471
Andres Cova,LAA,A,21,6.2,.316,0.70,19.0%,33.3%,47.6%,10.0%,20.0%,33.3%,42.9%,23.8%,11.5%,54,77,131,sa3024530
Yohandri Contreras,OAK,A,19,1.2,.000,0.33,0.0%,25.0%,75.0%,0.0%,33.3%,25.0%,50.0%,25.0%,10.6%,30,17,47,sa3024545
Angel Rivero,LAA,A,19,12.2,.333,0.94,25.0%,36.4%,38.6%,5.9%,29.4%,45.5%,31.8%,22.7%,8.5%,84,151,235,sa3024548
Winyer Chourio,SDP,A,22,51.2,.321,1.41,19.8%,46.8%,33.3%,32.4%,8.1%,46.8%,19.8%,33.3%,15.7%,339,539,878,sa3024615
Rordy Mejia,SDP,A,21,62.1,.316,1.78,22.3%,49.7%,27.9%,10.0%,26.0%,56.5%,20.7%,22.8%,13.1%,367,631,998,sa3024772
David Sanchez,ARI,A,19,4.1,.600,8.00,35.7%,57.1%,7.1%,0.0%,0.0%,60.0%,13.3%,26.7%,4.7%,56,50,106,sa3024845
Yoesmerli Beltre,SDP,A,20,23.0,.310,1.30,15.1%,47.9%,37.0%,18.5%,14.8%,42.7%,25.3%,32.0%,9.5%,149,249,398,sa3024876
Argenis Cayama,SFG,A,19,57.1,.354,2.14,26.2%,50.3%,23.5%,8.6%,17.1%,44.0%,24.7%,31.3%,15.4%,309,583,892,sa3025006
Grayson Hitt,ARI,A,24,16.1,.333,2.10,24.4%,51.2%,24.4%,30.0%,20.0%,46.5%,30.2%,23.3%,11.0%,191,200,391,sa3025020
Bryan Balzer,SDP,A,21,60.1,.290,1.93,19.5%,53.0%,27.4%,22.2%,15.6%,44.6%,25.0%,30.4%,10.9%,337,577,914,sa3025047
Samuel Gonzalez,ARI,A,21,53.1,.371,0.88,25.7%,34.7%,39.5%,28.8%,21.2%,35.5%,34.9%,29.7%,10.4%,314,603,917,sa3025098
Jaren Warwick,LAA,A,24,46.1,.350,2.74,17.2%,60.7%,22.1%,18.5%,7.4%,46.4%,20.8%,32.8%,15.3%,366,524,890,sa3025164
Derek Clark,LAA,A,24,123.0,.333,1.10,20.5%,41.6%,37.9%,18.3%,16.0%,43.9%,29.6%,26.5%,14.2%,532,1282,1814,sa3025183
Teddy McGraw,SEA,A,24,3.0,.333,6.00,22.2%,66.7%,11.1%,0.0%,0.0%,55.6%,0.0%,44.4%,8.1%,8,29,37,sa3025220
Fulton Lockhart,LAA,A,22,43.2,.153,1.26,14.1%,47.9%,38.0%,37.0%,3.7%,47.9%,17.8%,34.2%,20.5%,302,438,740,sa3025301
Seamus Barrett,LAD,A,25,18.2,.516,1.67,26.2%,46.2%,27.7%,16.7%,11.1%,47.0%,16.7%,36.4%,13.3%,161,254,415,sa3025477
Sean Barnett,SDP,A,23,36.1,.337,1.78,28.1%,46.1%,25.8%,8.7%,0.0%,33.7%,15.2%,51.1%,11.7%,366,421,787,sa3025496
Rocco Reid,ARI,A,23,6.0,.429,1.00,25.0%,37.5%,37.5%,0.0%,33.3%,50.0%,25.0%,25.0%,18.1%,38,67,105,sa3025546
Stone Hewlett,LAA,A,24,1.0,.667,1.33,22.2%,44.4%,33.3%,66.7%,0.0%,22.2%,55.6%,22.2%,3.0%,15,18,33,sa3025562
