Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Austin Warren,NYM,A+,30,2.0,.000,0.25,0.0%,20.0%,80.0%,50.0%,0.0%,20.0%,0.0%,80.0%,8.7%,8,15,23,24937
Joe Jacques,NYM,A+,31,5.2,.200,3.00,27.3%,54.5%,18.2%,0.0%,50.0%,45.5%,0.0%,54.5%,10.5%,45,60,105,25178
Yaramil Hiraldo,BAL,A+,30,1.0,.000,0.00,50.0%,0.0%,50.0%,0.0%,50.0%,50.0%,25.0%,25.0%,15.0%,11,9,20,25215
Connor Thomas,ATL,A+,28,11.1,.333,2.43,14.3%,60.7%,25.0%,28.6%,14.3%,46.4%,28.6%,25.0%,17.1%,61,114,175,25873
Wikelman González,CHW,A+,24,2.1,.000,0.00,0.0%,0.0%,100.0%,50.0%,0.0%,33.3%,33.3%,33.3%,17.1%,12,23,35,26641
Spencer Strider,ATL,A+,27,3.1,.125,0.75,12.5%,37.5%,50.0%,25.0%,0.0%,37.5%,25.0%,37.5%,18.8%,21,27,48,27498
Tanner McDougal,CHW,A+,23,2.0,.500,0.00,20.0%,0.0%,80.0%,25.0%,25.0%,60.0%,40.0%,0.0%,17.1%,14,27,41,29887
Tyler Uberstine,BOS,A+,27,7.0,.438,1.50,11.8%,52.9%,35.3%,0.0%,16.7%,64.7%,23.5%,11.8%,12.3%,55,91,146,29961
Nate Lavender,NYM,A+,26,3.0,.500,0.50,50.0%,16.7%,33.3%,100.0%,0.0%,0.0%,50.0%,50.0%,12.7%,18,45,63,30109
Mason Adams,CHW,A+,26,11.0,.370,3.60,20.7%,62.1%,17.2%,0.0%,40.0%,51.7%,20.7%,27.6%,12.1%,62,112,174,31663
Shane Smith,CHW,A+,26,4.2,.400,2.50,30.0%,50.0%,20.0%,0.0%,0.0%,40.0%,50.0%,10.0%,12.8%,29,57,86,31687
David Sandlin,CHW,A+,25,4.1,.375,3.00,42.9%,42.9%,14.3%,0.0%,0.0%,50.0%,25.0%,25.0%,17.9%,34,61,95,31743
Blake Burkhalter,ATL,A+,25,4.0,.500,0.50,33.3%,22.2%,44.4%,50.0%,25.0%,44.4%,44.4%,11.1%,20.6%,18,50,68,31809
Cameron Foster,BAL,A+,27,3.0,.167,0.60,11.1%,33.3%,55.6%,0.0%,60.0%,55.6%,33.3%,11.1%,16.4%,18,37,55,31942
Drew Thorpe,CHW,A+,25,2.0,.200,0.50,0.0%,33.3%,66.7%,50.0%,25.0%,50.0%,16.7%,33.3%,19.5%,20,21,41,31967
Dylan Ross,NYM,A+,25,2.0,.000,0.33,20.0%,20.0%,60.0%,0.0%,0.0%,40.0%,0.0%,60.0%,17.4%,7,16,23,35309
Robert Stock,NYM,A+,36,14.0,.323,2.50,12.5%,62.5%,25.0%,16.7%,0.0%,56.0%,28.0%,16.0%,19.3%,55,111,166,6576
Freuddy Batista,HOU,A+,26,1.0,.600,0.50,40.0%,20.0%,40.0%,50.0%,0.0%,40.0%,40.0%,20.0%,0.0%,19,12,31,sa3002866
Danis Correa,NYM,A+,26,8.2,.222,0.88,6.3%,43.8%,50.0%,12.5%,0.0%,31.3%,31.3%,37.5%,16.2%,48,94,142,sa3002980
Osvaldo Berrios,BOS,A+,26,10.1,.345,2.80,36.7%,46.7%,16.7%,60.0%,20.0%,76.7%,6.7%,16.7%,13.7%,79,118,197,sa3004702
Blayne Enlow,ATL,A+,27,11.0,.367,1.71,34.5%,41.4%,24.1%,28.6%,0.0%,43.3%,23.3%,33.3%,11.2%,55,114,169,sa3005117
Felix Cepeda,NYM,A+,25,7.1,.320,0.80,28.0%,32.0%,40.0%,0.0%,10.0%,42.3%,34.6%,23.1%,8.8%,36,66,102,sa3005445
Yeuris Jimenez,WSN,A+,25,52.1,.295,1.89,20.5%,52.0%,27.6%,40.0%,2.9%,54.6%,16.2%,29.2%,13.0%,358,566,924,sa3006386
Aaron Shortridge,WSN,A+,29,7.1,.346,2.50,12.5%,62.5%,25.0%,16.7%,0.0%,20.0%,16.0%,64.0%,13.7%,35,82,117,sa3006759
Eiker Huizi,WSN,A+,25,54.1,.350,1.45,26.4%,43.6%,30.0%,16.7%,11.9%,53.9%,17.7%,28.4%,13.7%,380,569,949,sa3007842
Richard Guasch,BAL,A+,28,3.2,.167,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,50.0%,16.7%,33.3%,16.1%,24,38,62,sa3008434
Juan Carela,CHW,A+,24,13.0,.343,1.78,28.6%,45.7%,25.7%,22.2%,0.0%,48.6%,18.9%,32.4%,15.6%,66,133,199,sa3009237
Gabriel Barbosa,PHI,A+,24,15.1,.385,0.87,24.3%,35.1%,40.5%,20.0%,0.0%,48.7%,33.3%,17.9%,14.5%,73,183,256,sa3009593
Luis Velasquez,NYY,A+,24,12.0,.333,3.33,13.3%,66.7%,20.0%,33.3%,0.0%,46.7%,20.0%,33.3%,19.1%,68,115,183,sa3010135
Jacob Wallace,ATL,A+,27,3.0,.222,0.33,11.1%,22.2%,66.7%,16.7%,0.0%,33.3%,33.3%,33.3%,19.4%,11,25,36,sa3010374
Michael Cuevas,HOU,A+,25,22.2,.254,1.85,12.3%,56.9%,30.8%,10.0%,35.0%,39.4%,25.8%,34.8%,10.9%,153,231,384,sa3011437
D.J. McCarty,TEX,A+,23,64.1,.273,0.73,22.2%,32.9%,44.9%,19.7%,19.7%,39.0%,29.9%,31.1%,12.0%,441,676,1117,sa3015222
Anthony Hoopii-Tuionetoa,TEX,A+,25,9.0,.120,1.00,16.7%,41.7%,41.7%,20.0%,0.0%,44.0%,24.0%,32.0%,11.9%,45,73,118,sa3015298
Elison Joseph,ATL,A+,25,6.0,.200,1.20,26.7%,40.0%,33.3%,0.0%,0.0%,60.0%,20.0%,20.0%,10.2%,60,67,127,sa3015306
Kai Wynyard,TEX,A+,24,50.2,.331,0.83,27.5%,32.8%,39.7%,21.2%,26.9%,36.8%,34.6%,28.6%,13.3%,350,553,903,sa3015311
Aidan Curry,TEX,A+,23,31.0,.314,0.50,23.0%,25.7%,51.4%,21.1%,13.2%,38.7%,33.3%,28.0%,13.9%,209,343,552,sa3015334
Adrian Rodriguez,TEX,A+,25,14.0,.324,1.62,8.1%,56.8%,35.1%,30.8%,23.1%,32.5%,22.5%,45.0%,12.8%,138,167,305,sa3015385
Hansel Rincon,NYY,A+,23,44.0,.302,1.42,23.1%,45.2%,31.7%,33.3%,9.1%,49.5%,20.6%,29.9%,13.6%,301,450,751,sa3015450
Yordanny Monegro,BOS,A+,23,3.2,.200,0.67,16.7%,33.3%,50.0%,0.0%,33.3%,50.0%,16.7%,33.3%,18.2%,27,39,66,sa3015476
Junior Flores,PIT,A+,24,4.0,.000,1.00,33.3%,33.3%,33.3%,50.0%,0.0%,33.3%,0.0%,66.7%,15.7%,30,40,70,sa3015479
Jose Garces,PIT,A+,22,46.0,.325,0.79,23.0%,34.1%,43.0%,17.2%,25.9%,48.6%,26.8%,24.6%,12.1%,387,528,915,sa3015490
Joel Díaz,NYM,A+,22,47.2,.356,0.89,27.5%,34.1%,38.4%,22.6%,5.7%,49.3%,28.3%,22.5%,10.2%,351,481,832,sa3015500
Danyony Pulido,PHI,A+,23,38.0,.239,0.83,16.7%,37.8%,45.6%,22.0%,9.8%,43.5%,34.8%,21.7%,10.9%,383,427,810,sa3015502
Eurys Martich,HOU,A+,23,15.2,.444,0.50,23.4%,25.5%,51.1%,16.7%,12.5%,33.3%,22.9%,43.8%,10.8%,231,223,454,sa3015933
Estibenzon Jimenez,PHI,A+,24,6.2,.133,2.00,20.0%,53.3%,26.7%,25.0%,0.0%,53.3%,20.0%,26.7%,13.5%,38,66,104,sa3015983
Euri Montero,WSN,A+,24,40.2,.330,2.14,18.0%,55.9%,26.1%,20.7%,27.6%,39.7%,32.8%,27.6%,12.5%,319,454,773,sa3015989
Henry Lalane,NYY,A+,22,15.2,.231,1.06,14.6%,43.9%,41.5%,17.6%,17.6%,62.8%,20.9%,16.3%,13.0%,97,157,254,sa3016066
Allen Facundo,NYY,A+,23,99.1,.291,1.22,24.4%,41.6%,34.0%,22.2%,7.4%,41.6%,28.0%,30.5%,13.0%,742,984,1726,sa3016071
Junior William,TBR,A+,26,33.2,.306,1.06,22.0%,40.2%,37.8%,35.5%,6.5%,42.5%,25.3%,32.2%,12.7%,184,381,565,sa3016072
Jose Perez,TBR,A+,22,1.0,.000,1.00,33.3%,33.3%,33.3%,0.0%,100.0%,66.7%,33.3%,0.0%,0.0%,7,6,13,sa3016162
Jaydenn Estanista,PHI,A+,24,6.1,.440,0.57,24.1%,27.6%,48.3%,14.3%,28.6%,51.7%,31.0%,17.2%,9.0%,62,94,156,sa3016230
Juan Rojas,BAL,A+,22,14.2,.326,1.19,22.2%,42.2%,35.6%,25.0%,12.5%,45.8%,27.1%,27.1%,15.3%,130,177,307,sa3016285
Giussepe Velasquez,PHI,A+,23,50.1,.309,1.11,20.3%,42.0%,37.8%,14.8%,20.4%,42.6%,37.2%,20.3%,10.9%,328,547,875,sa3016463
Isaias Uribe,PIT,A+,23,8.2,.111,11.00,20.0%,73.3%,6.7%,100.0%,0.0%,52.6%,15.8%,31.6%,11.5%,41,72,113,sa3016486
Jarold Rosado,CHW,A+,23,8.1,.118,1.17,13.3%,46.7%,40.0%,50.0%,0.0%,20.0%,33.3%,46.7%,14.0%,65,85,150,sa3016502
Luis Serna,NYY,A+,21,118.2,.296,1.10,24.4%,39.6%,36.0%,32.4%,10.8%,45.5%,22.8%,31.7%,14.6%,728,1204,1932,sa3016528
Bryan Mena,PIT,A+,22,88.2,.278,1.68,22.6%,48.5%,28.8%,15.2%,24.1%,50.9%,26.9%,22.2%,12.6%,531,865,1396,sa3016613
Diego Mosquera,NYM,A+,22,1.0,.000,0.50,0.0%,33.3%,66.7%,0.0%,0.0%,66.7%,33.3%,0.0%,0.0%,6,8,14,sa3016825
Bryan Polanco,WSN,A+,24,90.1,.309,1.04,25.9%,37.8%,36.3%,25.3%,14.3%,48.6%,29.0%,22.4%,13.5%,589,910,1499,sa3016915
Andrew Marrero,HOU,A+,26,6.0,.368,0.36,28.6%,19.0%,52.4%,9.1%,18.2%,38.1%,42.9%,19.0%,15.1%,42,51,93,sa3016941
Ismael Agreda,TEX,A+,22,95.0,.328,1.37,22.9%,44.6%,32.5%,15.4%,16.7%,44.8%,28.6%,26.6%,15.5%,693,1014,1707,sa3017010
Austin Vernon,TBR,A+,27,2.2,.000,0.25,0.0%,20.0%,80.0%,50.0%,25.0%,40.0%,0.0%,60.0%,25.0%,18,26,44,sa3017138
Luis R. Rodriguez,NYM,A+,23,10.2,.333,6.00,12.5%,75.0%,12.5%,33.3%,0.0%,33.3%,33.3%,33.3%,10.3%,112,130,242,sa3017275
Tyler Schoff,ATL,A+,27,25.2,.316,0.88,21.0%,37.0%,42.0%,11.8%,8.8%,37.8%,34.1%,28.0%,8.1%,210,270,480,sa3017545
Justin Armbruester,NYM,A+,27,4.0,.333,0.67,44.4%,22.2%,33.3%,33.3%,0.0%,33.3%,55.6%,11.1%,13.6%,23,43,66,sa3017548
Andy Rodriguez,TBR,A+,23,30.1,.325,2.00,24.1%,50.6%,25.3%,27.3%,18.2%,52.9%,21.8%,25.3%,9.4%,217,296,513,sa3017620
Raimon Gomez,BAL,A+,24,8.1,.550,0.40,39.1%,17.4%,43.5%,20.0%,30.0%,26.1%,39.1%,34.8%,12.2%,131,132,263,sa3017645
Keagan Gillies,BAL,A+,28,8.1,.200,1.75,26.7%,46.7%,26.7%,0.0%,0.0%,86.7%,6.7%,6.7%,15.3%,52,79,131,sa3017686
Jordan Carr,HOU,A+,28,46.2,.342,1.32,23.7%,43.4%,32.9%,16.0%,18.0%,51.9%,25.0%,23.1%,6.2%,341,465,806,sa3017769
Jose Pena Jr.,PHI,A+,22,24.1,.208,0.65,20.8%,31.3%,47.9%,34.8%,4.3%,40.8%,20.4%,38.8%,18.5%,151,228,379,sa3017821
Micah Ottenbreit,PHI,A+,23,22.1,.333,2.07,28.3%,48.3%,23.3%,42.9%,7.1%,59.0%,23.0%,18.0%,16.7%,155,259,414,sa3017860
Adam Shoemaker,HOU,A+,23,17.2,.273,2.10,27.9%,48.8%,23.3%,0.0%,20.0%,55.6%,26.7%,17.8%,9.3%,184,193,377,sa3017888
Christian McGowan,PHI,A+,26,2.0,.571,5.00,14.3%,71.4%,14.3%,0.0%,0.0%,57.1%,42.9%,0.0%,2.6%,14,25,39,sa3017896
Greiber Mendez,PIT,A+,22,20.0,.236,0.64,19.3%,31.6%,49.1%,17.9%,17.9%,27.1%,37.3%,35.6%,7.6%,92,197,289,sa3018041
Calvin Ziegler,NYM,A+,23,9.0,.250,1.57,10.0%,55.0%,35.0%,14.3%,14.3%,50.0%,25.0%,25.0%,8.2%,112,107,219,sa3018142
Madison Jeffrey,CHW,A+,26,18.2,.273,1.76,19.0%,51.7%,29.3%,17.6%,17.6%,49.2%,22.0%,28.8%,8.5%,145,195,340,sa3018206
Pablo Aldonis,WSN,A+,24,27.1,.300,0.86,26.0%,34.2%,39.7%,24.1%,10.3%,43.8%,20.5%,35.6%,12.1%,187,327,514,sa3018289
Juan Arnaud,NYM,A+,23,51.2,.302,1.10,22.8%,40.4%,36.8%,9.5%,16.7%,44.2%,21.7%,34.2%,12.7%,396,556,952,sa3018294
Saul Teran,PHI,A+,24,4.0,.400,3.00,40.0%,60.0%,0.0%,0.0%,0.0%,40.0%,40.0%,20.0%,28.1%,21,43,64,sa3018296
Raimy Rodriguez,HOU,A+,20,47.0,.313,1.48,21.8%,46.6%,31.6%,31.0%,11.9%,47.8%,27.2%,25.0%,11.4%,428,517,945,sa3018326
Victor Cabreja,PIT,A+,24,73.2,.309,0.84,27.1%,33.3%,39.6%,24.7%,15.7%,45.4%,26.2%,28.4%,9.2%,442,765,1207,sa3018342
Frankeli Arias,CHW,A+,23,35.2,.330,0.95,28.2%,35.0%,36.9%,31.6%,18.4%,54.3%,20.0%,25.7%,14.1%,260,416,676,sa3018352
Diomedes Hernandez,NYY,A+,21,0.1,.000,0.00,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,2,1,3,sa3018504
Alfredo Velásquez,BAL,A+,21,0.2,.000,0.00,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,0.0%,50.0%,0.0%,2,2,4,sa3018556
Andrés Nolaya,BAL,A+,21,1.0,.333,0.00,0.0%,0.0%,100.0%,25.0%,25.0%,0.0%,50.0%,50.0%,4.2%,13,11,24,sa3018563
Luis Sanchez,ATL,A+,22,1.0,.400,0.25,0.0%,20.0%,80.0%,0.0%,0.0%,0.0%,60.0%,40.0%,6.7%,5,10,15,sa3018578
Owen Kellington,PIT,A+,23,27.0,.324,0.71,21.1%,32.9%,46.1%,22.9%,22.9%,49.4%,30.4%,20.3%,10.2%,259,321,580,sa3018801
Jarlin Susana,WSN,A+,22,6.1,.444,1.00,11.1%,44.4%,44.4%,0.0%,0.0%,55.6%,22.2%,22.2%,19.3%,41,68,109,sa3018808
Adilson Peralta,PHI,A+,23,32.0,.338,0.72,34.2%,27.6%,38.2%,17.2%,20.7%,46.9%,24.7%,28.4%,13.5%,249,364,613,sa3018816
Ernesto Mercedes,NYM,A+,22,2.0,.000,2.00,0.0%,66.7%,33.3%,0.0%,0.0%,33.3%,33.3%,33.3%,25.9%,8,19,27,sa3018835
Jose Chirinos,NYM,A+,21,72.0,.311,0.86,27.8%,33.3%,38.9%,23.4%,11.7%,47.2%,22.1%,30.7%,11.4%,467,740,1207,sa3018859
Adolfo Oviedo,PIT,A+,21,34.0,.266,1.30,21.3%,44.4%,34.3%,16.2%,10.8%,43.4%,27.4%,29.2%,9.3%,217,351,568,sa3018882
Yeriel Santos,HOU,A+,22,82.1,.295,1.17,19.0%,43.7%,37.2%,11.6%,20.9%,45.5%,24.3%,30.2%,11.6%,675,832,1507,sa3018891
Juan Amarante,PHI,A+,22,49.1,.254,1.59,15.8%,51.7%,32.5%,15.4%,10.3%,53.3%,26.2%,20.5%,12.9%,319,512,831,sa3019048
Alain Pena,HOU,A+,23,22.1,.352,1.11,25.3%,39.2%,35.4%,10.7%,32.1%,51.2%,31.3%,17.5%,11.2%,185,262,447,sa3019050
Adonis Villavicencio,TEX,A+,25,1.1,.667,1.00,33.3%,33.3%,33.3%,100.0%,0.0%,66.7%,33.3%,0.0%,11.9%,20,22,42,sa3019070
Enrique Segura,TEX,A+,21,75.1,.249,0.76,23.9%,33.0%,43.1%,30.6%,20.0%,47.5%,24.8%,27.7%,9.7%,574,810,1384,sa3019147
Inmer Lobo,PIT,A+,22,25.0,.308,0.60,29.4%,26.5%,44.1%,36.7%,16.7%,38.6%,24.3%,37.1%,12.6%,188,296,484,sa3019151
Wilmer Blanco,PHI,A+,22,3.0,.300,0.67,50.0%,20.0%,30.0%,33.3%,0.0%,30.0%,30.0%,40.0%,10.9%,29,35,64,sa3019184
Luis Cohen,BOS,A+,23,31.2,.382,1.18,24.3%,40.9%,34.8%,15.0%,20.0%,40.7%,28.0%,31.4%,11.5%,244,392,636,sa3019269
Sean Paul Liñan,NYY,A+,21,83.1,.301,0.87,23.5%,35.5%,41.0%,14.6%,13.5%,49.5%,28.2%,22.3%,14.0%,561,834,1395,sa3019270
Jesus Mendez,CHW,A+,21,12.1,.361,2.57,28.6%,51.4%,20.0%,14.3%,0.0%,48.6%,22.9%,28.6%,13.7%,86,148,234,sa3019295
Alexis Torres,PIT,A+,23,15.2,.378,4.75,36.1%,52.8%,11.1%,50.0%,0.0%,51.4%,24.3%,24.3%,13.4%,100,169,269,sa3019375
Wilmy Sanchez,NYY,A+,22,36.0,.351,1.52,22.7%,46.7%,30.7%,26.1%,8.7%,43.4%,26.3%,30.3%,16.7%,242,387,629,sa3019396
Hung-Leng Chang,PIT,A+,24,90.2,.357,1.05,20.4%,40.7%,38.9%,28.4%,20.2%,41.4%,24.2%,34.4%,11.2%,744,1066,1810,sa3019518
Franyer Herrera,NYY,A+,21,92.1,.284,0.79,23.4%,33.9%,42.7%,26.5%,16.7%,45.2%,26.2%,28.6%,16.1%,585,1012,1597,sa3019520
Anthony Cruz,HOU,A+,23,72.0,.356,1.05,25.8%,38.0%,36.2%,22.5%,18.8%,48.7%,25.9%,25.4%,11.6%,531,754,1285,sa3019534
Cristofer Gomez,NYM,A+,23,38.1,.319,0.83,27.4%,32.9%,39.7%,24.1%,6.9%,40.5%,14.9%,44.6%,15.5%,279,420,699,sa3019567
Jose Serrano,HOU,A+,22,7.1,.320,1.67,17.2%,51.7%,31.0%,11.1%,55.6%,36.7%,26.7%,36.7%,12.9%,57,83,140,sa3019597
Yeiber Cartaya,BAL,A+,23,72.0,.256,1.11,22.2%,40.9%,36.9%,21.5%,9.2%,53.3%,24.7%,22.0%,13.5%,515,786,1301,sa3019599
Davis Polo,ATL,A+,21,11.0,.211,1.00,23.8%,38.1%,38.1%,12.5%,25.0%,61.9%,23.8%,14.3%,19.4%,59,106,165,sa3019637
Jose Guedez,HOU,A+,24,15.2,.244,0.81,20.8%,35.4%,43.8%,23.8%,19.0%,46.9%,24.5%,28.6%,8.5%,91,169,260,sa3019682
Gregori Louis,NYM,A+,23,44.2,.313,1.09,19.3%,42.1%,38.6%,25.0%,2.3%,41.7%,28.7%,29.6%,12.7%,366,489,855,sa3019699
Keduar Trujillo,HOU,A+,22,2.0,.375,0.17,22.2%,11.1%,66.7%,33.3%,16.7%,22.2%,22.2%,55.6%,7.5%,17,23,40,sa3019764
Ian Mejia,ATL,A+,26,10.2,.200,0.58,26.9%,26.9%,46.2%,33.3%,16.7%,33.3%,29.6%,37.0%,13.1%,74,117,191,sa3019911
Aneudis Mejia,TEX,A+,22,1.1,.500,0.67,44.4%,22.2%,33.3%,66.7%,33.3%,62.5%,0.0%,37.5%,6.1%,22,27,49,sa3019960
Juanfel Peguero,TBR,A+,21,1.0,.000,0.50,0.0%,33.3%,66.7%,50.0%,0.0%,0.0%,66.7%,33.3%,0.0%,3,5,8,sa3020282
Cedric De Grandpre,ATL,A+,24,55.0,.331,1.94,27.8%,47.6%,24.6%,12.9%,22.6%,43.1%,20.0%,36.9%,13.0%,351,586,937,sa3020315
Chance Huff,WSN,A+,26,7.1,.250,6.00,30.0%,60.0%,10.0%,0.0%,0.0%,35.0%,35.0%,30.0%,7.2%,82,84,166,sa3020317
Jaycob Deese,PIT,A+,26,2.0,.444,8.00,10.0%,80.0%,10.0%,0.0%,100.0%,33.3%,33.3%,33.3%,7.7%,18,34,52,sa3020376
Drew McDaniel,CHW,A+,25,90.2,.265,1.00,21.8%,39.1%,39.1%,17.2%,16.1%,40.1%,28.3%,31.6%,13.4%,526,913,1439,sa3020384
David Davalillo,TEX,A+,25,2.1,.429,4.00,28.6%,57.1%,14.3%,0.0%,100.0%,50.0%,37.5%,12.5%,14.3%,22,34,56,sa3020448
Nolan DeVos,HOU,A+,25,61.2,.339,1.18,26.1%,40.0%,33.9%,23.0%,23.0%,42.2%,23.8%,34.1%,12.7%,441,701,1142,sa3020453
Brady Hill,WSN,A+,25,38.2,.244,0.79,20.9%,34.9%,44.2%,26.3%,10.5%,35.6%,31.1%,33.3%,14.1%,276,426,702,sa3020559
Kevin Stevens,NYY,A+,28,3.2,.500,1.40,14.3%,50.0%,35.7%,20.0%,0.0%,57.1%,21.4%,21.4%,10.3%,21,37,58,sa3020613
Seth Clark,TEX,A+,26,5.0,.400,0.29,25.0%,16.7%,58.3%,28.6%,28.6%,41.7%,16.7%,41.7%,10.8%,90,76,166,sa3020630
Chase Hampton,NYY,A+,24,10.2,.300,1.00,10.3%,44.8%,44.8%,23.1%,7.7%,45.2%,25.8%,29.0%,15.4%,74,108,182,sa3020682
Brock Porter,TEX,A+,23,59.0,.288,0.80,29.3%,31.3%,39.3%,32.2%,11.9%,47.1%,26.8%,26.1%,13.8%,470,644,1114,sa3020708
Dylan Cumming,CHW,A+,27,22.0,.351,1.93,25.4%,49.2%,25.4%,26.7%,26.7%,47.5%,26.2%,26.2%,13.3%,119,228,347,sa3020818
Garrett Apker,HOU,A+,26,11.0,.321,1.42,6.5%,54.8%,38.7%,16.7%,25.0%,38.7%,32.3%,29.0%,10.6%,104,122,226,sa3020821
Bradley Brehmer,BAL,A+,26,28.1,.222,1.77,16.4%,53.4%,30.1%,18.2%,9.1%,56.8%,18.9%,24.3%,14.2%,146,270,416,sa3020828
Thomas Balboni Jr.,NYY,A+,25,35.0,.299,1.08,23.9%,39.4%,36.6%,15.4%,15.4%,32.9%,28.6%,38.6%,14.4%,230,382,612,sa3020861
Andrew Taylor,HOU,A+,24,20.0,.191,0.90,18.4%,38.8%,42.9%,19.0%,9.5%,38.8%,22.4%,38.8%,12.9%,100,186,286,sa3020873
Wen-Hui Pan,PHI,A+,23,11.0,.240,0.75,16.0%,36.0%,48.0%,25.0%,0.0%,32.0%,44.0%,24.0%,12.4%,53,108,161,sa3020878
Baron Stuart,NYY,A+,26,36.1,.203,0.74,21.8%,33.3%,44.9%,31.4%,11.4%,51.3%,25.6%,23.1%,15.0%,249,369,618,sa3020888
Jarret Whorff,ATL,A+,27,24.0,.400,1.74,25.7%,47.1%,27.1%,21.1%,10.5%,36.1%,27.8%,36.1%,13.5%,161,277,438,sa3020905
Gary Gill Hill,TBR,A+,21,27.0,.307,1.25,18.2%,45.5%,36.4%,21.4%,17.9%,51.2%,20.0%,28.7%,12.3%,128,272,400,sa3020972
Elwis Mijares,NYM,A+,20,15.1,.429,4.71,18.4%,67.3%,14.3%,42.9%,0.0%,51.0%,16.3%,32.7%,10.5%,109,197,306,sa3021009
Jeremy Reyes,ATL,A+,20,53.0,.285,1.57,18.2%,50.0%,31.8%,21.3%,10.6%,47.7%,23.2%,29.0%,12.2%,394,538,932,sa3021018
Eccel Correa,BAL,A+,23,17.1,.302,1.44,25.0%,44.2%,30.8%,18.8%,6.3%,53.7%,18.5%,27.8%,11.1%,123,175,298,sa3021019
Jesus Gamez,TEX,A+,23,43.1,.288,0.56,24.7%,27.2%,48.1%,30.8%,5.1%,46.3%,22.0%,31.7%,16.2%,394,481,875,sa3021056
Carlos Caro,PIT,A+,21,0.2,.500,1.00,66.7%,33.3%,0.0%,0.0%,0.0%,50.0%,25.0%,25.0%,0.0%,6,6,12,sa3021325
Jackson Lancaster,TBR,A+,27,15.0,.361,0.69,32.5%,27.5%,40.0%,12.5%,25.0%,42.5%,30.0%,27.5%,16.0%,102,186,288,sa3021468
