Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Luke Jackson,NYM,A,34,3.0,15.00,3.00,5.00,0.00,41.7%,8.3%,33.3%,.364,1.67,.667,80.0%,0.00,1.44,-1.44,1.44,11752
Yimi García,TOR,A,35,3.0,9.00,3.00,3.00,0.00,27.3%,9.1%,18.2%,.100,0.67,.143,100.0%,0.00,2.77,-2.77,4.45,12095
Chris Devenski,PIT,A,35,6.2,6.75,2.70,2.50,0.00,21.7%,8.7%,13.0%,.143,0.75,.188,100.0%,0.00,3.17,-3.17,5.43,12763
Burch Smith,DET,A,36,1.0,0.00,9.00,0.00,0.00,0.0%,20.0%,-20.0%,.250,2.00,.250,0.0%,18.00,6.77,11.23,10.12,12784
Mike Clevinger,PIT,A,35,3.0,9.00,6.00,1.50,0.00,27.3%,18.2%,9.1%,.111,1.00,.167,100.0%,0.00,3.77,-3.77,4.33,12808
Clay Holmes,NYM,A,33,4.0,6.75,4.50,1.50,0.00,20.0%,13.3%,6.7%,.154,1.00,.200,100.0%,0.00,3.77,-3.77,4.19,13649
José Berríos,TOR,A,32,6.2,10.80,1.35,8.00,1.35,28.6%,3.6%,25.0%,.296,1.35,.389,52.6%,6.75,3.77,2.98,2.83,14168
Joe Mantiply,TOR,A,35,1.2,10.80,0.00,2.00,0.00,20.0%,0.0%,20.0%,.400,2.40,.500,-25.0%,27.00,1.37,25.63,2.38,14857
Kevin Herget,NYM,A,35,2.0,9.00,0.00,2.00,0.00,28.6%,0.0%,28.6%,.143,0.50,.200,100.0%,0.00,1.77,-1.77,3.45,15369
Julian Merryweather,MIN,A,34,4.1,18.69,2.08,9.00,2.08,45.0%,5.0%,40.0%,.316,1.62,.556,53.6%,4.15,3.31,0.84,1.08,16703
Adbert Alzolay,NYM,A,31,2.0,4.50,0.00,1.00,4.50,11.1%,0.0%,11.1%,.333,1.50,.286,62.5%,9.00,9.27,-0.27,6.12,17859
Scott Effross,DET,A,32,2.1,11.57,3.86,3.00,0.00,42.9%,14.3%,28.6%,.000,0.43,.000,100.0%,0.00,2.49,-2.49,3.20,18384
A.J. Minter,NYM,A,32,2.0,9.00,0.00,2.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,0.00,1.77,-1.77,1.77,18655
Shane Bieber,TOR,A,31,2.1,7.71,0.00,2.00,3.86,15.4%,0.0%,15.4%,.462,2.57,.500,21.7%,19.29,7.63,11.66,4.93,19427
Jorge Alcala,TOR,A,30,3.0,12.00,0.00,4.00,0.00,36.4%,0.0%,36.4%,.091,0.33,.143,0.0%,0.00,1.10,-1.10,2.78,19459
Connor Seabold,DET,A,30,1.0,18.00,0.00,2.00,0.00,50.0%,0.0%,50.0%,.250,1.00,.500,100.0%,0.00,-0.23,0.23,-0.23,19695
Casey Mize,DET,A,29,5.0,9.00,1.80,5.00,1.80,27.8%,5.6%,22.2%,.176,0.80,.182,100.0%,1.80,4.97,-3.17,3.71,20492
Peter Strzelecki,STL,A,31,1.0,9.00,0.00,1.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,0.00,1.77,-1.77,1.77,21367
Justin Hagenman,NYM,A,29,2.1,11.57,3.86,3.00,0.00,27.3%,9.1%,18.2%,.300,1.71,.429,75.0%,3.86,2.49,1.37,3.92,21546
José Marte,NYM,A,30,2.0,13.50,4.50,3.00,4.50,30.0%,10.0%,20.0%,.333,2.00,.400,76.9%,9.00,8.77,0.23,3.11,21761
Yerry Rodríguez,NYY,A,28,8.0,7.88,1.13,7.00,0.00,21.2%,3.0%,18.2%,.258,1.13,.333,80.0%,2.25,2.77,-0.52,4.03,21955
Josh Winckowski,TOR,A,28,6.1,11.37,4.26,2.67,1.42,29.6%,11.1%,18.5%,.174,1.11,.214,100.0%,1.42,5.19,-3.77,3.67,22387
Dedniel Núñez,NYM,A,30,1.2,16.20,0.00,3.00,0.00,30.0%,0.0%,30.0%,.400,2.40,.571,25.0%,5.40,0.17,5.23,4.19,23055
Eduardo Salazar,MIN,A,28,2.2,3.37,0.00,1.00,0.00,8.3%,0.0%,8.3%,.417,1.87,.455,60.0%,6.75,3.02,3.73,4.90,23135
Michael Mercado,PHI,A,27,2.1,15.43,3.86,4.00,0.00,44.4%,11.1%,33.3%,.000,0.43,.000,100.0%,0.00,2.91,-2.91,3.63,23223
Joey Gerber,NYM,A,29,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.77,-3.77,5.45,24591
Lazaro Estrada,TOR,A,27,2.0,9.00,4.50,2.00,0.00,20.0%,10.0%,10.0%,.333,2.00,.429,25.0%,13.50,3.27,10.23,4.95,24914
Austin Warren,NYM,A,30,1.0,9.00,9.00,1.00,0.00,33.3%,33.3%,0.0%,.000,1.00,.000,100.0%,0.00,4.77,-4.77,4.77,24937
Cole Waites,DET,A,28,2.0,0.00,4.50,0.00,0.00,0.0%,12.5%,-12.5%,.143,1.00,.143,100.0%,0.00,5.27,-5.27,6.95,25665
Tyler Owens,DET,A,25,5.1,5.06,1.69,3.00,0.00,15.0%,5.0%,10.0%,.211,0.94,.250,80.0%,1.69,3.21,-1.52,4.15,26030
Sawyer Gipson-Long,DET,A,28,1.2,10.80,0.00,2.00,0.00,22.2%,0.0%,22.2%,.250,1.20,.333,-33.3%,0.00,3.17,-3.17,5.18,26048
Beau Brieske,DET,A,28,2.0,9.00,4.50,2.00,0.00,28.6%,14.3%,14.3%,.000,0.50,.000,100.0%,0.00,3.27,-3.27,5.78,26079
Jackson Rutledge,PHI,A,27,3.0,12.00,6.00,2.00,0.00,28.6%,14.3%,14.3%,.250,1.67,.375,80.0%,0.00,3.10,-3.10,4.22,26215
Nick Lodolo,CIN,A,28,2.2,13.50,0.00,4.00,0.00,50.0%,0.0%,50.0%,.000,0.00,.000,100.0%,0.00,0.77,-0.77,1.40,26378
Garrett Acton,MIN,A,28,3.0,6.00,0.00,2.00,0.00,22.2%,0.0%,22.2%,.000,0.00,.000,100.0%,0.00,2.44,-2.44,4.67,27583
Bailey Horn,DET,A,28,1.2,10.80,0.00,2.00,0.00,33.3%,0.0%,33.3%,.167,0.60,.250,0.0%,0.00,1.37,-1.37,4.39,27753
Jared Jones,PIT,A,24,3.0,15.00,0.00,5.00,0.00,55.6%,0.0%,55.6%,.000,0.00,.000,100.0%,0.00,0.44,-0.44,2.11,27863
Noah Murdock,PIT,A,27,4.1,8.31,0.00,4.00,0.00,22.2%,0.0%,22.2%,.250,0.92,.333,83.3%,2.08,3.31,-1.23,4.47,27908
Kendry Rojas,MIN,A,23,1.1,13.50,13.50,1.00,0.00,28.6%,28.6%,0.0%,.400,3.00,.667,50.0%,0.00,5.27,-5.27,5.27,29423
Andrew Hoffmann,PHI,A,26,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.77,-3.77,7.12,29633
Grant Holman,PHI,A,26,2.0,18.00,0.00,4.00,4.50,44.4%,0.0%,44.4%,.333,1.50,.500,100.0%,4.50,6.27,-1.77,1.45,30002
Nate Lavender,NYM,A,26,7.0,14.14,5.14,2.75,0.00,37.9%,13.8%,24.1%,.200,1.29,.357,44.4%,6.43,2.34,4.09,3.30,30109
Brant Hurter,DET,A,27,0.1,27.00,27.00,1.00,0.00,25.0%,25.0%,0.0%,.333,6.00,.500,-50.0%,81.00,6.77,74.23,6.77,30133
Ricky Tiedemann,TOR,A,23,2.0,13.50,0.00,3.00,0.00,42.9%,0.0%,42.9%,.143,0.50,.250,100.0%,0.00,0.77,-0.77,0.77,30165
Travis Adams,MIN,A,26,2.0,13.50,0.00,3.00,0.00,50.0%,0.0%,50.0%,.000,0.00,.000,100.0%,0.00,0.77,-0.77,1.61,30180
Jackson Jobe,DET,A,23,1.1,6.75,0.00,1.00,0.00,16.7%,0.0%,16.7%,.333,1.50,.400,50.0%,6.75,2.27,4.48,3.53,30203
Michael Darrell-Hicks,PIT,A,28,2.2,6.75,3.37,2.00,0.00,16.7%,8.3%,8.3%,.273,1.50,.333,25.0%,10.12,3.40,6.73,4.65,31501
Troy Melton,DET,A,25,9.2,12.10,0.00,13.00,0.00,38.2%,0.0%,38.2%,.118,0.41,.190,25.0%,1.86,1.08,0.78,1.60,31807
Kodai Senga,NYM,A,33,3.1,5.40,2.70,2.00,0.00,13.3%,6.7%,6.7%,.286,1.50,.333,60.0%,5.40,3.47,1.93,3.97,31838
Cooper Hjerpe,STL,A,25,4.2,7.71,3.86,2.00,1.93,21.1%,10.5%,10.5%,.188,1.07,.182,43.5%,7.71,6.77,0.94,5.42,31853
Jake Bloss,TOR,A,25,11.1,11.12,1.59,7.00,2.38,30.4%,4.3%,26.1%,.273,1.24,.333,91.8%,3.97,5.27,-1.30,2.86,33168
Dylan Ross,NYM,A,25,2.0,9.00,4.50,2.00,0.00,22.2%,11.1%,11.1%,.125,1.00,.167,50.0%,0.00,3.27,-3.27,4.95,35309
Trey Yesavage,TOR,A,22,5.1,15.19,3.38,4.50,1.69,39.1%,8.7%,30.4%,.238,1.31,.364,35.7%,8.44,3.96,4.48,2.46,35456
Craig Kimbrel,NYM,A,38,1.0,9.00,0.00,1.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,0.00,1.77,-1.77,,6655
