Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Frank Rodriguez,LAD,AA,24,0,0,0.00,2,0,0,0,0,0,0,3.0,13,4,0,0,0,1,0,0,0,0,1,sa3009330
Railin Perez,HOU,AA,24,5,5,3.72,43,0,0,0,4,4,7,48.1,215,41,23,20,3,29,0,7,5,0,64,sa3009622
J.T. Arruda,SEA,AA,28,0,0,13.50,1,0,0,0,0,0,0,1.1,8,3,2,2,0,1,0,0,1,0,0,sa3010036
Blake Townsend,TEX,AA,25,4,5,5.06,20,18,0,0,0,0,1,90.2,397,81,55,51,15,43,0,10,1,1,77,sa3010125
Fernando Sanchez,SDP,AA,25,2,3,5.08,14,9,0,0,0,0,0,44.1,202,39,27,25,3,32,0,5,4,2,52,sa3010134
Austin Roberts,TEX,AA,27,3,3,3.04,33,1,0,0,2,2,2,47.1,200,31,24,16,8,26,1,4,7,4,72,sa3010254
Nick Mikolajchak,MIN,AA,28,1,0,7.71,9,0,0,0,0,0,1,11.2,55,18,10,10,5,3,0,1,1,0,4,sa3010303
Zach Vennaro,MIN,AA,30,0,1,10.57,8,0,0,0,0,0,0,7.2,41,9,9,9,0,9,0,0,1,1,11,sa3010326
Ben Anderson,TEX,AA,28,3,6,6.85,14,11,0,0,0,0,0,67.0,307,90,56,51,10,31,0,1,1,2,44,sa3010560
Sam Ryan,MIN,AA,27,3,5,7.34,25,0,0,0,2,2,0,38.0,182,47,35,31,5,22,1,4,5,1,32,sa3010627
Andrew Schultz,STL,AA,28,4,1,3.26,20,0,0,0,2,1,2,19.1,84,12,8,7,1,9,0,6,3,0,28,sa3010782
Austin Bergner,TEX,AA,29,0,1,8.31,2,2,0,0,0,0,0,4.1,25,5,4,4,0,7,0,0,0,0,3,sa3011122
Grant Gambrell,KCR,AA,28,1,3,6.23,10,6,0,0,1,0,1,34.2,153,38,24,24,7,11,0,3,1,0,34,sa3011129
Josh Hejka,TEX,AA,29,0,0,8.31,6,0,0,0,0,0,0,8.2,43,13,8,8,4,3,0,2,0,0,9,sa3011152
Aidan Anderson,TEX,AA,29,0,0,27.00,1,0,0,0,0,1,0,0.2,5,3,2,2,0,0,0,0,0,0,1,sa3011250
Zach Bryant,TEX,AA,28,3,3,5.40,37,0,0,0,3,2,4,53.1,241,59,36,32,7,27,1,3,2,2,40,sa3011368
JJ Goss,OAK,AA,25,2,3,5.23,33,2,0,0,0,0,2,51.2,231,55,34,30,5,25,0,6,0,0,36,sa3011420
Michael Cuevas,HOU,AA,25,0,0,5.84,11,0,0,0,1,0,1,12.1,67,12,9,8,2,15,0,4,3,0,12,sa3011437
Yehizon Sanchez,MIN,AA,25,0,0,10.38,4,0,0,0,0,0,0,4.1,24,5,5,5,0,7,0,0,0,0,4,sa3011574
James Gonzalez,OAK,AA,25,3,2,6.00,13,2,0,0,0,0,2,18.0,84,22,13,12,1,11,0,1,0,1,18,sa3011609
Jared Johnson,OAK,AA,25,3,0,6.75,30,0,0,0,1,2,4,34.2,161,47,26,26,8,13,2,0,3,0,30,sa3011626
Avery Short,ARI,AA,25,4,3,4.76,21,21,0,0,0,0,0,87.0,385,92,60,46,18,29,0,9,4,0,61,sa3011712
Indigo Diaz,ARI,AA,27,4,2,13.69,23,0,0,0,1,1,0,23.2,130,37,37,36,8,20,1,2,6,0,24,sa3011726
Andrew Dalquist,SDP,AA,25,1,2,7.71,15,0,0,0,1,0,2,21.0,102,15,19,18,4,23,0,3,3,0,28,sa3011841
Christian Chamberlain,KCR,AA,26,0,0,8.53,7,0,0,0,1,0,1,6.1,36,4,7,6,2,10,0,4,4,0,4,sa3014486
Nick Garcia,SEA,AA,27,0,0,0.00,2,0,0,0,0,0,0,3.0,12,1,0,0,0,1,0,0,1,0,3,sa3014501
Dylan MacLean,TEX,AA,23,7,4,4.76,20,17,0,0,0,0,0,90.2,388,96,53,48,16,30,1,2,2,3,76,sa3014508
Alex Santos II,HOU,AA,24,4,2,3.38,39,0,0,0,3,2,3,53.1,234,45,23,20,3,33,0,1,4,1,82,sa3014684
Jose Salas,MIN,AA,23,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,sa3014690
Stevie Emanuels,OAK,AA,27,2,2,3.63,31,0,0,0,3,1,5,34.2,145,23,14,14,4,18,2,1,10,0,46,sa3014698
Shohei Tomioka,OAK,AA,30,2,4,5.95,40,0,0,0,9,6,2,42.1,191,47,34,28,10,20,1,3,4,6,44,sa3014808
Edwin Núñez,STL,AA,24,1,0,10.17,24,0,0,0,0,1,3,23.0,131,30,26,26,3,25,0,9,12,0,26,sa3014813
Ryan Murphy,STL,AA,26,2,0,5.02,10,0,0,0,2,0,0,14.1,58,11,9,8,3,4,0,1,1,0,19,sa3014871
Jack Dashwood,HOU,AA,28,1,1,11.57,11,0,0,0,0,2,3,11.2,62,21,19,15,5,4,0,1,0,1,13,sa3015035
José Davila,STL,AA,23,2,1,0.00,11,0,0,0,0,1,3,14.1,58,10,4,0,0,6,0,1,0,0,19,sa3015092
Alejandro Hidalgo,MIN,AA,23,1,1,6.10,12,0,0,0,0,3,1,20.2,93,20,15,14,7,11,0,1,0,0,34,sa3015151
Yeiner Fernandez,LAD,AA,23,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,sa3015182
Victor Lizarraga,SDP,AA,22,4,9,7.24,20,17,0,0,0,0,0,78.1,381,93,68,63,10,53,1,15,4,2,64,sa3015220
D.J. McCarty,TEX,AA,23,0,3,7.13,7,6,0,0,0,0,0,24.0,124,30,21,19,2,17,0,5,1,1,25,sa3015222
Aaron Rozek,MIN,AA,30,2,1,2.45,6,2,0,0,1,1,0,14.2,65,15,4,4,2,3,0,3,1,1,14,sa3015224
Kai Wynyard,TEX,AA,24,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,sa3015311
Aidan Curry,TEX,AA,23,3,3,5.64,14,13,0,0,0,0,0,67.0,284,57,46,42,4,34,0,1,7,0,83,sa3015334
Roque Gutierrez,LAD,AA,23,7,3,5.59,24,7,0,0,1,0,2,77.1,340,84,53,48,16,34,0,3,2,2,61,sa3015440
Kelvin Ramirez,LAD,AA,25,9,3,2.39,46,0,0,0,6,3,1,64.0,263,40,27,17,7,33,0,2,5,2,79,sa3015492
Miguel Mendez,SDP,AA,23,2,2,4.93,11,11,0,0,0,0,0,34.2,153,33,19,19,0,17,0,3,4,0,38,sa3015506
Darlin Saladin,STL,AA,23,5,1,5.53,40,0,0,0,2,0,1,53.2,241,52,35,33,2,33,0,5,7,3,67,sa3015949
Randel Clemente,STL,AA,24,4,2,4.94,41,0,0,0,6,3,3,47.1,216,33,28,26,4,44,0,2,3,2,88,sa3016003
Jose Olivares,MIN,AA,23,0,6,7.41,16,12,0,0,0,0,0,37.2,186,46,31,31,6,30,0,1,4,1,29,sa3016267
Carlos Linarez,STL,AA,24,0,0,0.00,1,0,0,0,0,0,0,1.0,5,1,0,0,0,1,0,0,0,0,0,sa3016346
Luis Gutierrez,SDP,AA,22,1,2,4.19,6,6,0,0,0,0,0,19.1,81,18,9,9,1,7,0,1,0,1,22,sa3016469
Bryan Magdaleno,TEX,AA,25,5,1,2.95,43,1,0,0,3,1,1,55.0,224,28,22,18,1,38,0,2,7,3,75,sa3016478
Felix Arronde,KCR,AA,23,6,6,6.13,23,21,0,0,0,0,0,101.1,461,112,74,69,23,51,0,9,9,0,86,sa3016526
Henry Baez,OAK,AA,23,1,8,7.09,14,14,0,0,0,0,0,53.1,253,61,47,42,6,32,0,9,4,2,51,sa3016584
Leandro Lopez,TEX,AA,24,2,2,6.12,15,8,0,0,0,1,1,50.0,228,62,35,34,6,25,0,3,1,1,60,sa3016748
Oscar Rayo,KCR,AA,24,2,3,4.15,22,1,0,0,1,1,1,47.2,186,36,22,22,9,8,0,4,1,0,46,sa3016749
Andrew Moore,SDP,AA,26,0,1,1.85,20,0,0,0,1,1,5,24.1,102,9,8,5,0,24,0,0,2,0,45,sa3016795
Jimmy Kingsbury,SEA,AA,27,4,3,4.17,39,0,0,0,4,6,3,58.1,249,52,29,27,4,19,1,4,3,1,60,sa3016838
Peyton Alford,SEA,AA,28,6,2,1.42,13,0,0,0,2,1,1,19.0,73,14,4,3,0,2,0,1,0,0,30,sa3016843
Andrew Marrero,HOU,AA,26,0,0,4.32,8,0,0,0,0,0,0,8.1,40,11,5,4,3,4,0,0,1,0,11,sa3016941
Tyson Guerrero,KCR,AA,27,0,0,6.23,12,0,0,0,0,0,2,17.1,71,12,12,12,3,11,0,0,0,1,19,sa3017140
Ryan Och,SDP,AA,27,0,0,16.20,2,0,0,0,0,0,1,1.2,9,3,3,3,0,2,0,0,0,0,0,sa3017146
Adam Smith,SEA,AA,26,3,4,5.00,16,1,0,0,1,1,1,27.0,121,28,21,15,3,11,1,2,0,0,20,sa3017147
Amilcar Chirinos,HOU,AA,24,5,1,3.29,47,0,0,0,8,2,5,54.2,231,29,20,20,4,41,0,2,11,0,73,sa3017149
Jason Ruffcorn,SEA,AA,27,0,4,6.27,32,6,0,0,0,2,4,66.0,306,87,48,46,7,24,0,4,1,0,58,sa3017193
Trey McLoughlin,HOU,AA,27,4,1,4.00,17,0,0,0,0,0,1,27.0,118,27,12,12,6,12,0,1,1,0,27,sa3017277
Caden Monke,KCR,AA,26,3,0,5.48,35,0,0,0,0,3,7,44.1,212,39,29,27,1,42,0,4,13,1,58,sa3017305
Anthony Simonelli,KCR,AA,27,0,1,6.33,18,0,0,0,0,0,3,21.1,96,17,15,15,3,15,0,2,0,0,21,sa3017312
William Fleming,MIN,AA,27,1,1,6.13,28,0,0,0,1,1,3,39.2,186,48,30,27,5,20,1,4,3,0,31,sa3017314
Garrett Hawkins,SDP,AA,26,1,1,5.48,17,0,0,0,2,2,2,23.0,99,25,14,14,4,7,0,0,3,1,35,sa3017383
Antonio Knowles,LAD,AA,26,2,1,2.45,20,0,0,0,3,0,3,22.0,94,15,7,6,0,12,1,3,5,0,19,sa3017387
Manuel Castro,SDP,AA,24,1,0,5.06,6,0,0,0,0,0,0,5.1,24,8,3,3,0,3,0,0,0,0,3,sa3017493
Michael Hobbs,SEA,AA,26,1,0,3.60,3,0,0,0,0,0,0,5.0,23,6,5,2,0,1,0,0,0,0,4,sa3017498
Lael Lockhart,SEA,AA,28,1,1,4.86,5,3,0,0,0,0,0,16.2,77,20,10,9,1,7,0,3,1,2,17,sa3017502
Jacob Webb,MIN,AA,27,1,0,7.88,14,0,0,0,0,1,2,16.0,82,19,14,14,2,13,0,3,2,1,20,sa3017547
Nic Swanson,HOU,AA,26,3,8,4.94,36,3,0,0,2,3,3,71.0,310,58,40,39,12,40,0,2,6,3,86,sa3017551
Ricardo Velez,TEX,AA,27,3,2,5.18,17,0,0,0,1,1,1,24.1,113,28,14,14,3,11,0,4,3,0,18,sa3017602
Austin Love,STL,AA,27,1,3,4.26,20,0,0,0,1,1,4,25.1,108,22,16,12,4,12,0,1,2,0,28,sa3017609
Dustin Saenz,TEX,AA,27,1,1,3.20,12,0,0,0,2,1,1,19.2,92,25,10,7,1,10,0,1,1,0,16,sa3017610
Hunter Gregory,MIN,AA,27,2,3,9.76,23,0,0,0,0,2,1,27.2,140,48,36,30,9,8,0,3,2,1,32,sa3017754
Maddux Bruns,LAD,AA,24,2,2,14.94,15,0,0,0,0,3,1,15.2,99,17,27,26,1,30,0,7,5,1,20,sa3017782
Michael Morales,SEA,AA,23,2,4,6.11,17,17,0,0,0,0,0,66.1,294,58,46,45,11,42,0,5,6,3,59,sa3017783
Peter Heubeck,LAD,AA,23,0,3,11.64,9,9,0,0,0,0,0,19.1,106,27,27,25,6,22,0,1,3,0,29,sa3017936
Jaylen Nowlin,MIN,AA,25,1,3,6.07,39,0,0,0,1,2,3,46.0,218,38,37,31,3,37,1,8,9,0,61,sa3017978
Jorge Marcheco,OAK,AA,23,0,0,16.20,1,0,0,0,0,0,0,1.2,10,4,3,3,0,1,0,0,0,0,2,sa3018025
Conor Larkin,SEA,AA,27,0,2,25.58,8,0,0,0,0,2,0,6.1,48,17,20,18,1,7,0,2,0,0,8,sa3018092
Chen Zhong-Ao Zhuang,OAK,AA,25,2,1,2.74,4,4,0,0,0,0,0,23.0,92,21,7,7,4,5,0,0,1,0,21,sa3018174
Mitch Myers,OAK,AA,27,0,2,6.94,8,7,0,0,0,0,0,35.0,166,48,27,27,9,16,1,1,2,1,37,sa3018179
Wyatt Hoffman,SDP,AA,27,0,0,7.71,3,0,0,0,0,0,0,2.1,14,5,2,2,0,2,0,0,0,0,1,sa3018219
Frank Mozzicato,KCR,AA,23,2,6,7.86,35,11,0,0,0,1,5,68.2,339,67,64,60,13,68,0,5,14,0,92,sa3018242
Shane Panzini,KCR,AA,24,1,0,7.11,5,0,0,0,0,1,1,6.1,31,7,6,5,0,6,0,2,0,0,10,sa3018257
Antonio Menendez,ARI,AA,27,3,0,2.43,26,0,0,0,0,0,1,37.0,143,22,11,10,4,11,0,1,2,1,37,sa3018799
Christian Zazueta,LAD,AA,21,3,2,3.42,11,11,0,0,0,0,0,50.0,199,42,20,19,8,7,0,4,0,3,74,sa3018867
Alfred Morillo,ARI,AA,24,4,5,5.96,45,0,0,0,3,5,6,48.1,231,58,44,32,6,29,0,1,4,1,55,sa3018870
Nelfy Ynfante,STL,AA,21,0,2,6.92,7,0,0,0,0,0,0,13.0,57,9,10,10,4,9,0,0,2,1,7,sa3019149
Wellington Aracena,ARI,AA,21,0,0,7.66,5,5,0,0,0,0,0,22.1,104,28,21,19,4,10,0,1,3,1,23,sa3019265
Francis Peña,SDP,AA,25,4,3,3.00,41,1,0,0,3,2,3,57.0,254,48,25,19,2,36,0,5,3,2,70,sa3019374
Wilmy Sanchez,HOU,AA,22,0,0,1.29,5,0,0,0,0,0,2,7.0,27,3,1,1,0,4,0,0,1,0,8,sa3019396
Jose Guedez,HOU,AA,24,1,4,5.83,32,0,0,0,1,2,4,41.2,190,45,31,27,4,19,0,4,2,2,43,sa3019682
Blake Rambusch,SEA,AA,26,0,1,9.00,1,0,0,0,0,0,0,1.0,5,2,2,1,0,1,0,0,0,0,0,sa3020008
Jake Garland,OAK,AA,25,5,0,2.48,19,0,0,0,0,0,3,29.0,120,27,10,8,1,6,0,1,3,1,23,sa3020077
Jorel Ortega,MIN,AA,25,0,0,0.00,2,0,0,0,0,0,0,2.0,7,2,0,0,0,0,0,0,0,0,0,sa3020090
Brett Gillis,HOU,AA,26,5,3,3.64,19,17,0,0,0,0,0,89.0,371,73,39,36,13,30,0,6,4,1,74,sa3020110
Adonys Perez,ARI,AA,22,0,2,5.79,7,6,0,0,0,0,0,23.1,107,29,18,15,6,9,0,2,0,1,11,sa3020114
Billy Corcoran,ARI,AA,26,1,0,5.72,22,5,0,0,1,0,2,50.1,224,60,32,32,15,21,0,2,1,0,50,sa3020172
Ben Sears,KCR,AA,26,0,0,5.40,2,0,0,0,0,0,0,3.1,13,3,2,2,2,0,0,0,0,0,2,sa3020178
Josh Hood,SEA,AA,25,0,0,54.00,2,0,0,0,0,0,0,1.1,14,10,8,8,2,0,0,0,0,0,0,sa3020268
Murphy Stehly,MIN,AA,27,0,0,27.00,1,0,0,0,0,0,0,1.0,7,4,3,3,0,0,0,0,0,0,0,sa3020276
Wilian Bormie,TEX,AA,25,6,1,2.43,22,0,0,0,3,3,0,29.2,119,19,9,8,3,11,1,2,1,0,40,sa3020327
Braden Nett,OAK,AA,24,0,2,10.24,4,4,0,0,0,0,0,9.2,49,15,11,11,4,6,0,1,0,0,14,sa3020336
Micah Dallas,OAK,AA,26,3,3,4.47,46,0,0,0,1,3,13,52.1,242,60,35,26,8,25,2,1,3,2,55,sa3020391
Max Wagner,TEX,AA,24,0,0,0.00,1,0,0,0,0,0,0,1.0,3,1,0,0,0,0,0,0,0,0,0,sa3020415
D.J. Carpenter,STL,AA,26,2,1,11.90,20,0,0,0,3,0,1,19.2,109,31,30,26,10,19,0,3,0,0,15,sa3020444
David Davalillo,TEX,AA,25,1,3,3.34,7,7,0,0,0,0,0,32.1,141,38,15,12,3,11,0,3,2,3,44,sa3020448
Hunter Hayes,STL,AA,25,7,3,6.64,28,0,0,0,0,0,5,39.1,197,54,29,29,5,32,0,0,3,0,30,sa3020450
Nolan DeVos,HOU,AA,25,3,1,3.21,8,6,0,0,0,0,0,33.2,137,23,17,12,5,9,0,1,7,0,38,sa3020453
Blaze Pontes,OAK,AA,26,2,2,4.80,28,0,0,0,4,2,2,30.0,133,30,18,16,1,19,1,0,0,0,24,sa3020486
Stefan Raeth,SEA,AA,25,1,0,5.06,16,0,0,0,0,1,0,21.1,92,22,12,12,3,10,0,1,0,0,16,sa3020487
C.J. Culpepper,MIN,AA,24,0,1,3.22,6,6,0,0,0,0,0,22.1,96,18,10,8,1,10,0,1,4,0,26,sa3020563
Preston Johnson,MIN,AA,26,1,3,3.86,22,16,0,0,0,0,0,81.2,329,62,35,35,13,29,0,3,1,1,102,sa3020565
Jonathan Brand,TEX,AA,26,4,2,5.04,39,0,0,0,3,2,3,60.2,261,61,39,34,13,30,1,2,3,2,73,sa3020567
Ian Koenig,SDP,AA,25,5,10,4.60,24,24,0,0,0,0,0,121.1,518,121,75,62,20,33,0,11,2,2,98,sa3020568
Kenya Huggins,OAK,AA,23,3,5,6.29,29,10,0,0,3,2,2,87.1,412,107,70,61,7,47,1,3,12,1,97,sa3020609
Brandon Johnson,KCR,AA,27,2,2,4.30,43,1,0,0,4,1,7,58.2,240,42,30,28,6,27,1,3,7,0,64,sa3020610
Adam Serwinowski,LAD,AA,22,9,6,5.25,25,25,0,0,0,0,0,123.1,539,108,78,72,19,65,0,7,9,3,146,sa3020626
Cory Lewis,MIN,AA,25,2,9,3.89,23,19,0,0,1,0,0,85.2,366,70,45,37,12,43,0,1,8,0,99,sa3020702
Lucas Wepf,LAD,AA,26,3,1,2.68,40,0,0,0,3,6,7,50.1,201,30,19,15,7,22,0,0,4,1,65,sa3020704
Brock Porter,TEX,AA,23,1,2,5.40,4,0,0,0,0,0,0,13.1,64,12,8,8,2,13,0,0,1,0,17,sa3020708
Will Mabrey,ARI,AA,25,2,2,3.60,13,0,0,0,0,0,1,15.0,68,13,8,6,1,10,1,1,1,0,16,sa3020709
Trey Dombroski,HOU,AA,25,2,5,4.67,22,19,0,0,0,0,1,88.2,388,83,48,46,15,46,0,6,2,0,82,sa3020833
Reid VanScoter,SEA,AA,27,2,2,2.73,28,0,0,0,2,1,5,33.0,144,27,15,10,0,13,1,3,1,0,42,sa3020839
Tyler Cleveland,SEA,AA,26,1,1,4.95,44,0,0,0,1,0,1,56.1,261,52,33,31,7,36,0,8,3,1,50,sa3020840
Joseph King,STL,AA,25,0,0,9.00,6,0,0,0,0,0,3,6.0,29,8,6,6,2,4,0,1,0,0,7,sa3020857
Joey Mancini,HOU,AA,26,3,3,4.19,19,3,0,0,1,1,1,43.0,178,34,21,20,3,17,0,4,1,0,47,sa3020858
Payton Martin,LAD,AA,22,5,3,5.73,22,21,0,0,0,0,0,99.0,437,113,66,63,9,45,0,2,7,1,81,sa3020869
Andrew Taylor,HOU,AA,24,2,1,5.30,4,4,0,0,0,0,0,18.2,80,21,11,11,4,8,0,0,2,0,18,sa3020873
Steven Zobac,KCR,AA,25,1,6,4.99,12,12,0,0,0,0,0,39.2,167,35,24,22,8,17,0,3,3,3,39,sa3020875
Jagger Haynes,SDP,AA,23,3,3,4.37,18,18,0,0,0,0,0,94.2,401,79,48,46,9,41,0,12,6,5,85,sa3020876
Marcelo Perez,SEA,AA,26,2,2,4.39,31,0,0,0,0,2,3,41.0,179,40,25,20,5,16,0,1,2,0,41,sa3020889
Christian Ruebeck,LAD,AA,25,0,1,5.12,26,1,0,0,0,0,0,31.2,155,22,18,18,1,28,0,14,2,0,38,sa3020900
Henry Williams,KCR,AA,24,2,1,4.72,7,7,0,0,0,0,0,34.1,146,35,19,18,6,12,0,2,1,1,24,sa3020901
Jarret Whorff,MIN,AA,27,1,1,11.28,19,0,0,0,0,1,0,26.1,130,41,34,33,8,9,0,1,2,0,22,sa3020905
Darren Bowen,MIN,AA,25,5,2,5.65,39,0,0,0,1,0,2,65.1,291,55,45,41,10,34,0,3,4,1,61,sa3020945
Hunter Patteson,KCR,AA,26,7,5,4.52,22,21,0,0,0,0,0,99.2,426,89,55,50,21,48,0,4,2,4,83,sa3020954
Johan Moreno,SDP,AA,23,1,1,3.97,34,0,0,0,5,1,2,45.1,191,35,22,20,5,20,0,3,5,0,52,sa3020999
Sandro Santana,STL,AA,21,2,0,0.74,19,0,0,0,3,0,4,24.1,88,8,2,2,1,9,0,0,1,0,39,sa3021030
Thomas Ireland,TEX,AA,24,1,0,8.51,14,2,0,0,0,0,1,24.1,119,31,23,23,4,15,0,0,0,0,27,sa3021469
Augusto Mendieta,KCR,AA,21,5,8,5.13,37,0,0,0,1,7,3,59.2,264,58,38,34,8,28,0,6,5,0,76,sa3021473
Adrian Bohorquez,MIN,AA,21,0,1,1.50,3,3,0,0,0,0,0,12.0,52,8,8,2,2,6,0,1,1,1,14,sa3021501
