Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Scott Alexander,KCR,CPX,36,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,10591
Taijuan Walker,LAA,CPX,33,0,0,1.42,2,2,0,0,0,0,0,6.1,26,6,2,1,0,1,0,0,1,0,6,11836
Derek Law,ARI,CPX,35,0,0,4.50,2,0,0,0,0,0,0,2.0,8,2,1,1,1,0,0,0,0,0,4,13133
José Leclerc,SDP,CPX,32,1,0,3.38,6,2,0,0,0,0,0,5.1,22,5,2,2,1,1,0,0,0,0,9,14524
Edwin Díaz,LAD,CPX,32,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,2,14710
Rob Zastryzny,MIL,CPX,34,0,1,10.80,2,2,0,0,0,0,0,1.2,8,2,2,2,0,1,0,0,2,0,2,15094
Rob Kaminsky,LAA,CPX,31,0,0,2.84,4,1,0,0,0,0,0,6.1,30,5,3,2,0,5,0,0,3,0,8,15792
Jordan Romano,COL,CPX,33,1,0,0.00,1,0,0,0,0,0,0,1.0,4,0,0,0,0,1,0,0,0,2,0,16122
Brandon Woodruff,MIL,CPX,33,0,1,7.36,1,1,0,0,0,0,0,3.2,17,5,3,3,0,2,0,0,0,0,5,16162
Aaron Bummer,CHC,CPX,32,1,0,0.00,2,1,0,0,0,0,0,2.0,7,2,0,0,0,0,0,0,0,0,3,16258
Josh Staumont,CIN,CPX,32,0,0,2.45,4,2,0,0,0,0,0,3.2,18,3,5,1,0,2,0,1,0,0,6,18335
Matt Moore,KCR,CPX,37,0,0,0.00,2,2,0,0,0,0,0,3.0,10,0,0,0,0,0,0,1,0,0,4,1890
A.J. Puk,ARI,CPX,31,0,0,0.00,3,3,0,0,0,0,0,3.0,9,2,0,0,0,0,0,0,0,0,2,19343
