Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Frankeli Mesta,PIT,DSL,19,0,0,0.00,1,0,0,0,1,0,0,0.2,2,0,0,0,0,0,0,0,0,0,0,sa3023756
Omar Mejia,KCR,DSL,19,0,0,0.00,1,0,0,0,0,0,0,0.1,4,1,0,0,0,2,0,0,0,0,0,sa3023773
Jeyson Moya,SFG,DSL,19,0,1,3.37,1,0,0,0,0,1,0,2.2,14,4,3,1,0,1,0,0,1,0,0,sa3023779
Junior Tavera,NYY,DSL,19,3,4,6.33,12,9,0,0,0,0,0,48.1,223,50,36,34,5,33,0,2,12,2,60,sa3023813
Jose Meza,SFG,DSL,20,0,0,9.00,4,0,0,0,1,0,1,4.0,24,7,4,4,0,5,0,0,0,0,5,sa3023816
Charlie Zink,BOS,DSL,20,1,2,16.36,16,0,0,0,0,1,0,11.0,83,4,20,20,0,42,0,4,28,0,15,sa3023827
Ricardo Guzman,TBR,DSL,21,3,1,3.31,19,0,0,0,2,0,2,32.2,137,22,14,12,0,14,0,5,6,0,38,sa3023830
Franniel Reynoso,WSN,DSL,19,0,5,12.60,11,10,0,0,0,0,0,25.0,148,21,39,35,0,40,0,17,12,2,25,sa3023832
Victor Espiritu,TOR,DSL,21,1,1,3.07,4,3,0,0,0,0,0,14.2,56,13,5,5,0,4,0,0,2,0,12,sa3023847
Jose Silvestre,TEX,DSL,19,0,1,2.66,11,11,0,0,0,0,0,40.2,167,24,16,12,1,20,0,2,7,1,51,sa3023849
Elkyns Villarreal,SFG,DSL,19,1,2,16.36,10,2,0,0,0,1,0,11.0,67,8,21,20,0,22,0,7,12,0,11,sa3023850
Josue Henrique,COL,DSL,19,2,0,5.14,17,0,0,0,0,2,0,21.0,91,23,17,12,0,7,0,1,3,2,27,sa3023853
Oscar Melgarejo,CLE,DSL,20,0,1,16.20,2,1,0,0,0,0,0,1.2,9,0,3,3,0,4,0,0,0,0,1,sa3023855
Robert Terrero,ARI,DSL,19,1,1,10.12,13,1,0,0,1,0,2,10.2,66,15,16,12,2,17,0,3,3,0,7,sa3023858
Lender Bracho,SFG,DSL,21,3,1,2.10,17,0,0,0,2,0,2,34.1,138,34,10,8,2,12,0,2,2,0,24,sa3023866
Danny Martinez,TOR,DSL,20,0,0,18.90,5,0,0,0,0,0,0,3.1,26,5,7,7,0,9,0,1,2,0,3,sa3023870
Brayan Amoroso,STL,DSL,18,1,1,8.57,16,0,0,0,3,1,0,21.0,105,23,24,20,3,21,0,2,6,0,25,sa3023910
Samuel Estevez,MIA,DSL,19,0,0,11.81,5,0,0,0,0,0,0,5.1,29,5,7,7,0,7,0,1,0,0,4,sa3023924
Jose Marcano,TEX,DSL,19,0,1,9.00,1,0,0,0,0,1,0,0.0,2,2,1,1,0,0,0,0,0,0,0,sa3023953
Juan Colorado,SFG,DSL,19,1,0,9.17,14,0,0,0,1,0,1,17.2,97,18,20,18,3,21,0,6,4,0,13,sa3023954
Johan Cabeza,CIN,DSL,19,0,0,1.08,2,2,0,0,0,0,0,8.1,31,6,1,1,0,2,0,0,2,0,9,sa3024075
Carlos Canales,MIL,DSL,20,1,2,10.93,13,0,0,0,0,1,0,14.0,76,17,20,17,0,19,0,2,9,0,13,sa3024076
Oliver Sirotti,OAK,DSL,19,0,1,6.43,5,0,0,0,1,0,0,7.0,30,8,5,5,1,6,1,0,1,2,3,sa3024082
Jhostin Betances,LAA,DSL,19,2,4,9.49,10,8,0,0,0,0,0,30.1,162,44,36,32,1,27,0,7,8,1,29,sa3024083
Oniel Diaz,CIN,DSL,20,5,1,3.38,14,12,0,0,0,0,0,56.0,237,53,23,21,3,21,0,4,3,1,42,sa3024089
Rubens Romero,PIT,DSL,19,0,0,0.00,2,1,0,0,0,0,0,1.1,7,2,0,0,0,2,0,0,0,0,1,sa3024093
Yohandy Cruz,DET,DSL,19,0,0,0.00,1,0,0,0,0,0,0,2.0,8,2,0,0,0,0,0,0,0,0,1,sa3024131
Boris Sarduy,SFG,DSL,19,0,0,0.00,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,sa3024141
Wilmer Lugo,NYM,DSL,20,0,0,0.00,2,0,0,0,1,0,1,2.1,10,0,0,0,0,3,0,0,1,0,3,sa3024204
Daniel Nolasco,WSN,DSL,20,0,1,7.71,5,0,0,0,0,1,0,4.2,25,5,4,4,1,4,0,1,4,0,8,sa3024206
Oscar Pujols,COL,DSL,19,0,0,6.75,3,1,0,0,0,0,1,4.0,19,5,3,3,0,2,0,0,0,0,3,sa3024212
Ricardo Ramirez,TBR,DSL,20,1,0,7.36,14,1,0,0,0,0,0,14.2,79,11,16,12,0,25,0,3,10,0,22,sa3024216
Mendry Solano,DET,DSL,22,1,1,1.59,4,0,0,0,0,0,0,5.2,27,4,2,1,0,7,0,1,0,0,3,sa3024221
Neftali Taveras,KCR,DSL,21,2,0,3.27,14,0,0,0,5,1,1,22.0,90,19,10,8,0,10,0,0,6,0,14,sa3024224
Carlos Beras,KCR,DSL,21,3,1,4.74,14,0,0,0,1,4,1,19.0,88,14,16,10,2,18,0,0,8,0,19,sa3024233
Abraham Hernandez,MIA,DSL,19,0,5,14.81,15,7,0,0,0,1,0,20.2,143,37,55,34,3,36,0,5,24,0,26,sa3024236
Nathan Arends,OAK,DSL,19,1,0,9.00,7,0,0,0,0,1,0,8.0,40,11,8,8,1,5,0,0,1,0,9,sa3024238
Maxgregori Harvey,NYM,DSL,19,0,1,1.82,11,11,0,0,0,0,0,29.2,126,14,9,6,1,24,0,4,8,1,47,sa3024258
Jhonny Aranguren,TBR,DSL,19,4,1,4.50,21,0,0,0,0,0,2,30.0,142,30,28,15,2,20,0,3,7,0,26,sa3024259
Christopher Peralta,MIL,DSL,19,2,0,10.80,8,0,0,0,0,1,0,6.2,39,8,9,8,0,11,0,1,11,0,9,sa3024261
Kendry Castro,SFG,DSL,19,0,0,1.64,5,5,0,0,0,0,0,11.0,41,6,2,2,0,2,0,2,1,0,8,sa3024263
Carlos Rangel,CHC,DSL,20,4,1,3.90,16,0,0,0,3,1,0,27.2,127,28,14,12,0,18,0,2,4,0,30,sa3024283
Ariel De La Cruz,CIN,DSL,20,2,1,4.28,13,2,0,0,3,1,2,27.1,124,22,17,13,2,22,0,1,5,1,34,sa3024287
Armando Lao,DET,DSL,19,0,0,0.00,1,0,0,0,0,0,0,1.0,4,0,0,0,0,0,0,1,0,0,1,sa3024343
Juan Martinez,CHW,DSL,19,1,1,15.75,6,0,0,0,0,1,0,4.0,31,6,11,7,0,10,0,1,2,1,4,sa3024370
Jeiker Gudino,DET,DSL,19,0,0,4.50,1,0,0,0,0,0,0,2.0,8,2,1,1,0,1,0,0,0,0,1,sa3024371
Raul Trujillo,CLE,DSL,19,3,2,8.07,14,0,0,0,0,0,0,32.1,157,42,33,29,4,20,0,5,3,0,29,sa3024458
Eric Veras,COL,DSL,19,1,0,3.14,5,2,0,0,0,0,0,14.1,68,14,12,5,0,6,0,2,2,1,13,sa3024462
Delvis Heredia,SFG,DSL,21,3,0,5.25,18,0,0,0,0,0,3,24.0,108,17,16,14,2,21,0,3,7,0,22,sa3024524
Jhon Leon,SFG,DSL,22,3,0,3.98,19,0,0,0,3,1,2,31.2,153,31,19,14,0,26,0,3,9,0,49,sa3024525
Wandy Cabrera,MIL,DSL,20,5,1,2.28,16,0,0,0,5,1,0,23.2,98,14,8,6,0,14,0,2,7,1,25,sa3024527
Jordin Jhonni,KCR,DSL,21,2,0,3.89,11,11,0,0,0,0,0,37.0,161,27,21,16,1,22,0,1,10,0,24,sa3024534
Maximo Gonzalez,COL,DSL,19,5,1,4.50,15,0,0,0,2,0,0,32.0,131,35,19,16,2,6,0,1,2,0,34,sa3024541
Franyer Mendez,CIN,DSL,19,1,5,8.51,13,12,0,0,0,0,0,37.0,177,41,35,35,1,30,0,2,4,4,26,sa3024544
Jhoan Thomas,WSN,DSL,19,0,3,8.71,9,9,0,0,0,0,0,20.2,99,15,22,20,2,21,0,3,9,0,20,sa3024546
Stiven Rogers,ARI,DSL,19,3,0,5.40,13,3,0,0,3,0,0,40.0,173,42,26,24,3,15,0,5,8,2,20,sa3024560
Carlos Ochoa,MIA,DSL,19,0,2,5.84,10,10,0,0,0,0,0,24.2,111,26,18,16,2,11,0,2,4,0,29,sa3024561
Leyvi Rodriguez,NYM,DSL,20,1,6,6.59,11,8,0,0,0,0,0,28.2,143,20,27,21,1,32,0,12,11,2,28,sa3024563
Lonell Downs,MIL,DSL,19,1,0,1.13,8,0,0,0,0,0,1,8.0,37,4,4,1,1,7,0,3,1,1,8,sa3024564
Wilinyer Ardiles,CLE,DSL,18,4,2,7.92,11,0,0,0,0,0,0,30.2,150,33,31,27,4,30,0,2,10,1,28,sa3024566
Manuel Moreno,MIL,DSL,19,1,0,1.69,3,1,0,0,0,0,0,5.1,17,1,1,1,0,1,0,0,1,0,6,sa3024567
Anderson Jimenez,SEA,DSL,18,5,0,5.74,19,1,0,0,1,1,2,26.2,132,20,21,17,1,27,0,5,9,0,25,sa3024571
Albert Ramos,DET,DSL,20,1,0,3.71,11,10,0,0,0,0,0,34.0,147,31,17,14,2,13,0,5,6,0,30,sa3024581
Franyerson Reyes,DET,DSL,19,4,2,5.90,17,3,0,0,2,0,0,29.0,131,34,21,19,1,12,0,2,5,2,24,sa3024586
Erick Lanza,SEA,DSL,19,4,1,2.15,11,11,0,0,0,0,0,46.0,185,33,14,11,5,18,0,1,3,0,50,sa3024589
Danery Meyer,SEA,DSL,19,1,2,9.58,14,0,0,0,0,0,0,10.1,61,18,12,11,0,12,0,1,3,0,12,sa3024598
Yadiel Ramon,COL,DSL,18,4,1,3.13,14,0,0,0,1,0,0,31.2,131,24,16,11,5,12,0,5,3,0,20,sa3024600
Justin Lugo,MIL,DSL,20,1,0,5.89,12,0,0,0,1,0,1,18.1,83,11,12,12,1,19,0,3,11,0,29,sa3024601
Marlon Quintana,PIT,DSL,20,4,2,3.18,14,5,0,0,1,1,1,34.0,141,23,15,12,1,19,0,2,4,0,37,sa3024603
Chaury Gomez,NYY,DSL,19,0,0,60.75,3,0,0,0,0,0,1,1.1,15,2,9,9,0,8,0,2,2,0,0,sa3024621
Varis Villarreal,NYY,DSL,20,1,2,6.23,17,0,0,0,1,2,0,17.1,82,20,13,12,3,12,0,1,3,0,20,sa3024622
Fabian Reyes,DET,DSL,21,0,0,7.20,5,0,0,0,0,0,0,5.0,23,8,5,4,0,3,0,0,3,0,6,sa3024623
Yunny Tovar,SDP,DSL,19,4,1,3.92,11,9,0,0,0,0,0,39.0,170,34,22,17,3,25,0,9,1,2,35,sa3024648
Darling Reyes,WSN,DSL,21,2,0,7.04,14,0,0,0,1,2,0,15.1,76,21,12,12,0,13,0,1,7,0,18,sa3024770
Rene Yrish,PHI,DSL,19,2,2,16.68,12,0,0,0,0,1,0,11.1,75,15,24,21,0,20,0,5,14,0,18,sa3024774
Paul Hoff,MIL,DSL,19,6,0,2.01,10,4,0,0,1,0,0,44.2,188,30,15,10,1,21,0,0,7,1,45,sa3024777
Lukas Gonzalez,MIL,DSL,19,4,0,2.10,14,0,0,0,3,0,0,25.2,109,16,6,6,1,13,0,3,11,0,22,sa3024778
Jean Rodriguez,MIL,DSL,19,1,0,3.79,15,0,0,0,3,0,2,19.0,84,10,8,8,0,17,0,4,7,0,20,sa3024779
Manuel Davila,MIL,DSL,18,1,1,6.75,9,0,0,0,1,1,0,9.1,48,14,12,7,1,3,0,2,0,1,10,sa3024787
Jose Mejia,KCR,DSL,19,2,1,5.02,11,0,0,0,1,0,1,14.1,71,10,14,8,1,19,0,1,5,0,8,sa3024842
Jose Cruz,CLE,DSL,21,5,1,5.76,18,0,0,0,1,3,0,25.0,125,28,27,16,3,18,0,3,6,1,33,sa3024843
Edinson Hernandez,WSN,DSL,20,0,1,19.13,10,0,0,0,1,1,0,8.0,57,7,19,17,0,23,0,5,6,0,9,sa3024844
Jonaikel Meza,CLE,DSL,19,0,1,9.45,3,0,0,0,0,0,0,6.2,36,11,7,7,0,4,0,2,0,0,8,sa3024849
Juan Ramirez,TOR,DSL,20,4,1,1.16,15,0,0,0,1,0,1,23.1,97,6,7,3,0,21,1,2,2,1,39,sa3024851
Manuel Marchan,CIN,DSL,19,1,4,6.93,14,10,0,0,0,0,0,37.2,186,45,41,29,2,24,0,5,16,0,30,sa3024869
Erich Tovar,CLE,DSL,19,2,1,4.22,7,0,0,0,2,1,1,10.2,45,10,8,5,0,4,0,2,1,1,7,sa3024871
Rey Feliz,CLE,DSL,19,1,0,9.75,12,0,0,0,1,0,0,12.0,64,12,15,13,1,16,0,0,8,0,7,sa3024874
Josue Silvestre,NYY,DSL,21,1,1,4.50,17,0,0,0,0,2,1,22.0,104,11,12,11,0,23,0,4,6,0,33,sa3024875
Oliver Del Rosario,KCR,DSL,21,5,1,2.51,15,0,0,0,2,2,0,28.2,117,22,9,8,0,13,0,3,11,1,24,sa3024888
Dariel Florentino,PIT,DSL,20,6,1,3.94,17,2,0,0,1,1,2,32.0,142,25,17,14,2,21,0,3,13,2,30,sa3024894
Mauricio Vargas,NYY,DSL,19,0,0,23.14,8,0,0,0,0,0,0,7.0,53,10,23,18,1,16,0,6,15,0,6,sa3024895
Juan Rivera,KCR,DSL,19,0,1,4.79,7,7,0,0,0,0,0,20.2,95,25,14,11,2,10,0,1,2,0,13,sa3024917
Kevin Santana,HOU,DSL,19,0,0,17.05,6,4,0,0,0,0,0,6.1,46,6,14,12,0,18,0,5,3,1,4,sa3024923
Luis Plicet,OAK,DSL,19,1,1,4.30,16,0,0,0,1,2,3,14.2,67,9,9,7,0,12,1,3,4,0,16,sa3024924
Oscar Echegarreta,ARI,DSL,22,1,2,6.75,17,0,0,0,1,1,1,17.1,90,19,17,13,0,17,0,3,8,1,18,sa3024952
Christian Sáez,STL,DSL,19,0,0,11.57,2,0,0,0,1,0,0,2.1,14,6,3,3,0,1,0,0,0,0,0,sa3024955
Enmanuel Carela,WSN,DSL,19,1,5,5.86,13,8,0,0,0,0,0,35.1,157,31,27,23,5,22,0,3,10,1,21,sa3024966
Oscar Vasquez,NYY,DSL,21,1,1,4.96,14,0,0,0,0,1,0,16.1,92,23,18,9,2,16,0,2,4,0,17,sa3024969
Ransel Cruz,TBR,DSL,20,2,1,1.10,12,0,0,0,0,0,1,16.1,61,11,2,2,0,6,0,1,5,0,7,sa3025011
Luis Ilarraza,NYY,DSL,19,1,1,3.86,10,0,0,0,0,1,2,11.2,65,12,10,5,0,14,0,3,9,0,15,sa3025014
Emanuel Vargas,NYY,DSL,20,0,0,4.24,12,0,0,0,2,0,1,17.0,85,13,10,8,0,17,0,4,7,0,24,sa3025022
Luis Carrasco,ARI,DSL,21,2,0,1.74,19,0,0,0,1,2,1,20.2,87,10,9,4,0,12,0,2,3,2,31,sa3025023
Omar Calcurian,SFG,DSL,21,8,0,3.63,20,0,0,0,0,0,0,39.2,166,33,17,16,2,16,0,5,6,0,33,sa3025025
Marco Eluscat,SDP,DSL,19,1,0,2.45,4,1,0,0,0,0,1,11.0,53,6,5,3,0,12,0,2,0,0,10,sa3025026
Nomar Jimenez,KCR,DSL,19,0,0,0.00,1,0,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,sa3025027
Edwyn Hernandez,SDP,DSL,18,1,0,4.32,8,0,0,0,0,0,1,8.1,40,11,5,4,1,4,0,0,1,0,11,sa3025028
Henry Ramirez,BAL,DSL,20,1,1,11.42,10,3,0,0,1,0,0,17.1,100,23,22,22,1,18,0,6,9,1,16,sa3025037
Gregg Ferrera,LAD,DSL,20,3,3,4.95,12,8,0,0,0,0,0,40.0,172,34,28,22,3,21,0,2,6,1,49,sa3025038
Yeisy Celesten,TEX,DSL,21,1,0,0.00,1,0,0,0,0,0,0,0.1,2,0,0,0,0,0,0,1,0,0,0,sa3025069
Yunier De Jesus,TEX,DSL,20,1,0,18.00,13,0,0,0,0,1,0,14.0,90,23,31,28,1,18,0,9,9,3,15,sa3025074
Dalvin Bodre,MIL,DSL,19,2,2,8.41,15,0,0,0,2,2,0,20.1,103,24,23,19,2,18,0,5,7,0,20,sa3025081
Michael Gil,CIN,DSL,21,5,2,6.29,14,0,0,0,0,0,1,24.1,124,37,23,17,1,4,0,3,5,0,25,sa3025082
David De Los Santos,BAL,DSL,20,2,0,5.11,12,0,0,0,0,1,0,24.2,114,22,15,14,4,16,0,7,5,1,24,sa3025094
Ruben Saldana,MIL,DSL,20,1,0,4.26,12,0,0,0,3,0,0,25.1,110,28,14,12,1,9,0,1,4,1,25,sa3025095
Anthony Aquino,CIN,DSL,20,2,0,5.16,13,0,0,0,0,1,0,22.2,104,13,17,13,1,19,0,4,8,0,19,sa3025108
Nomar Meza,HOU,DSL,19,0,2,3.98,10,2,0,0,1,0,0,20.1,91,14,10,9,1,17,0,0,10,1,17,sa3025125
Alvaro Carrillo,NYM,DSL,21,2,2,2.49,14,0,0,0,2,2,0,21.2,103,9,12,6,0,22,0,6,5,0,33,sa3025127
Gabriel Paez,TBR,DSL,19,0,1,6.97,4,4,0,0,0,0,0,10.1,51,16,8,8,1,6,0,0,0,0,14,sa3025143
Samuel Bello,ARI,DSL,21,4,2,6.65,21,0,0,0,4,2,1,21.2,100,21,17,16,2,15,0,3,4,1,21,sa3025144
Gustavo De La Cruz,ARI,DSL,20,2,2,4.87,20,0,0,0,4,2,4,20.1,95,12,16,11,1,19,0,2,7,0,30,sa3025150
Allen Ajoti,LAD,DSL,20,3,2,8.68,14,1,0,0,1,1,0,18.2,90,22,21,18,1,13,0,1,7,1,14,sa3025172
Geremias Pena,ARI,DSL,19,3,0,2.42,8,3,0,0,0,0,0,26.0,111,18,13,7,1,13,0,5,5,0,33,sa3025191
Alberto Toribio,KCR,DSL,19,0,1,3.48,3,3,0,0,0,0,0,10.1,44,11,5,4,0,7,0,0,1,1,11,sa3025239
Luis Hernandez,SFG,DSL,20,2,1,5.08,12,10,0,0,0,0,0,39.0,186,36,24,22,2,32,0,11,9,1,23,sa3025447
Luis Yepes,CIN,DSL,20,1,2,8.42,13,1,0,0,0,3,1,25.2,139,30,30,24,2,24,0,3,9,0,11,sa3025464
Christopher Rochin,NYM,DSL,19,0,0,4.97,10,6,0,0,0,0,1,29.0,124,29,20,16,2,18,0,0,7,1,24,sa3025466
Shai Romero,LAD,DSL,18,1,2,22.50,10,1,0,0,0,1,2,8.0,57,10,22,20,0,22,0,1,14,0,8,sa3067273
Joseph Deng Thon,LAD,DSL,18,0,1,17.47,13,0,0,0,0,0,1,11.1,72,12,28,22,1,25,0,3,8,1,7,sa3067274
Dani Richar,BOS,DSL,20,2,2,9.50,11,1,0,0,0,1,0,18.0,97,17,21,19,0,26,0,3,9,2,18,sa3067561
Kauriel Leon,LAA,DSL,19,0,0,8.64,12,1,0,0,1,1,2,16.2,89,22,19,16,1,18,1,1,9,1,14,sa3067562
Daniel Gómez,STL,DSL,18,1,3,4.10,11,10,0,0,0,0,1,37.1,160,34,22,17,4,12,0,3,5,0,37,sa3067564
Ranci Castillo,BOS,DSL,19,1,2,4.03,15,1,0,0,0,0,1,22.1,110,24,15,10,1,22,0,5,3,0,21,sa3067568
Maickol Reyes,PIT,DSL,18,1,1,3.57,12,8,0,0,0,0,0,35.1,154,26,20,14,1,21,0,3,3,1,21,sa3067569
Asael Arias,BAL,DSL,20,3,1,5.79,9,0,0,0,0,0,1,14.0,69,9,13,9,0,19,1,0,4,1,15,sa3067570
Laurens Sosa,BAL,DSL,18,0,0,16.05,11,0,0,0,0,1,1,12.1,90,27,24,22,0,24,0,4,6,0,14,sa3067571
Carlos Luces,KCR,DSL,19,4,1,5.40,13,0,0,0,1,0,1,18.1,89,11,12,11,0,24,0,3,6,0,18,sa3067573
Jorge Mitre,PHI,DSL,20,1,0,3.18,12,0,0,0,6,1,2,17.0,73,14,8,6,0,10,0,1,1,1,24,sa3067575
Fernando Figuera,PIT,DSL,20,1,0,3.65,13,0,0,0,0,0,0,12.1,60,3,8,5,0,21,0,2,10,0,11,sa3067584
Manuel Ruiz,WSN,DSL,20,1,0,4.41,14,2,0,0,0,2,1,32.2,156,25,22,16,0,21,0,15,12,0,34,sa3067585
Juan Quinones,MIN,DSL,18,0,0,9.18,11,0,0,0,1,1,1,16.2,93,22,18,17,2,19,0,1,6,0,19,sa3067587
Keyner Cedeno,MIA,DSL,18,5,2,2.54,18,1,0,0,3,0,0,39.0,162,24,14,11,1,17,0,4,11,0,63,sa3067588
Yerlin Burgos,OAK,DSL,18,1,0,10.80,11,0,0,0,0,0,0,8.1,56,12,13,10,0,16,0,2,2,1,10,sa3067591
Henry Alcantara,SEA,DSL,18,1,3,7.49,11,10,0,0,0,0,0,33.2,165,30,30,28,3,33,0,5,3,2,22,sa3067592
Starlin Alberto,CIN,DSL,18,2,2,5.16,12,0,0,0,0,2,0,22.2,104,18,14,13,0,20,0,1,9,1,23,sa3067594
