Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Jeremy Pilon,TBR,CPX,20,3,3,2.96,12,7,0,0,0,0,0,48.2,211,41,19,16,0,28,0,4,7,0,59,sa3023614
Cristian Hernandez,MIN,CPX,21,3,4,6.08,12,4,0,0,0,2,0,47.1,219,50,39,32,7,29,0,2,5,1,58,sa3021788
Adrian Ardines,HOU,CPX,19,5,1,3.42,12,8,1,1,1,1,0,52.2,211,43,22,20,5,14,0,2,6,3,56,sa3024257
Camden Lohman,NYM,CPX,19,2,3,6.28,13,10,0,0,0,0,0,43.0,204,44,36,30,4,33,0,1,7,1,53,sa3069289
Yohanfer Santana,MIA,CPX,20,0,3,8.49,16,12,0,0,0,0,1,29.2,142,19,30,28,4,31,0,5,15,2,52,sa3022143
Angel Rivero,TOR,CPX,19,0,1,2.36,12,9,0,0,1,0,0,42.0,181,35,16,11,3,23,0,2,6,1,52,sa3024548
Juan Reyes,WSN,CPX,21,2,2,3.95,11,9,1,0,1,0,0,41.0,169,32,21,18,2,19,0,2,3,3,50,sa3025021
Yordanis Guerra,PHI,CPX,19,2,0,5.15,14,7,0,0,0,0,0,36.2,172,37,25,21,0,24,0,2,5,2,50,sa3068469
Luis Gonzalez,PHI,CPX,20,0,7,7.64,13,12,0,0,0,0,0,53.0,256,67,57,45,11,20,0,10,3,1,49,sa3019164
Jhonan Coba,DET,CPX,19,1,4,5.72,12,12,0,0,0,0,0,39.1,169,31,26,25,6,27,0,2,5,3,49,sa3025048
Gabriel Chinchilla,STL,CPX,19,1,3,5.36,11,6,0,0,1,0,0,42.0,182,42,27,25,4,21,0,0,6,0,48,sa3024773
Juan Lopez,WSN,CPX,21,3,2,4.38,13,6,0,0,0,0,0,37.0,166,29,19,18,5,33,0,2,3,2,46,sa3068105
Jan Cabrera,STL,CPX,21,2,4,2.95,12,6,0,0,1,0,1,42.2,186,48,15,14,4,15,0,2,3,2,46,sa3068371
Brody Fowler,ATL,CPX,22,0,4,4.91,10,7,0,0,0,0,0,40.1,177,39,27,22,9,13,0,3,3,0,46,sa3069402
Angel Liranzo,PHI,CPX,19,0,5,6.41,11,10,0,0,0,0,0,39.1,191,56,38,28,6,22,0,1,1,0,45,sa3022217
Gensi Angeles,ATL,CPX,18,4,2,2.26,12,10,0,0,0,0,0,55.2,233,40,16,14,2,27,0,3,2,2,45,sa3068154
Deiry Gonzalez,PHI,CPX,18,2,2,6.42,12,4,0,0,0,1,0,40.2,188,54,33,29,5,16,0,1,5,1,45,sa3068468
David Hernandez,PHI,CPX,19,1,3,6.23,14,9,0,0,0,0,0,30.1,137,29,23,21,7,17,0,2,2,1,45,sa3076302
Francisco Morao,BAL,CPX,20,1,0,3.15,10,7,0,0,0,0,0,34.1,139,23,13,12,2,19,0,2,5,2,44,sa3022130
Aleiman Cruz,DET,CPX,20,4,1,2.06,12,5,0,0,0,0,1,39.1,167,28,14,9,3,16,0,4,3,1,44,sa3069120
Pedro Peralta,PHI,CPX,19,2,4,12.34,17,2,0,0,0,0,0,35.0,187,50,52,48,8,34,0,3,8,5,43,sa3022182
