Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Jared Johnson,OAK,AA,25,34.2,7.79,3.37,2.31,2.08,18.6%,8.1%,10.6%,.318,1.73,.355,69.7%,6.75,6.09,0.66,5.26,sa3011626
Avery Short,ARI,AA,25,87.0,6.31,3.00,2.10,1.86,15.8%,7.5%,8.3%,.265,1.39,.276,66.8%,4.76,6.30,-1.54,6.08,sa3011712
Indigo Diaz,ARI,AA,27,23.2,9.13,7.61,1.20,3.04,18.5%,15.4%,3.1%,.343,2.41,.382,46.0%,13.69,8.86,4.83,6.71,sa3011726
Andrew Dalquist,SDP,AA,25,21.0,12.00,9.86,1.22,1.71,27.5%,22.5%,4.9%,.197,1.81,.250,62.1%,7.71,7.22,0.49,6.53,sa3011841
Christian Chamberlain,KCR,AA,26,6.1,5.68,14.21,0.40,2.84,11.1%,27.8%,-16.7%,.182,2.21,.125,72.4%,8.53,13.17,-4.65,11.25,sa3014486
Nick Garcia,SEA,AA,27,3.0,9.00,3.00,3.00,0.00,25.0%,8.3%,16.7%,.091,0.67,.125,100.0%,0.00,2.70,-2.70,4.02,sa3014501
Dylan MacLean,TEX,AA,23,90.2,7.54,2.98,2.53,1.59,19.6%,7.7%,11.9%,.270,1.39,.303,71.0%,4.76,5.38,-0.61,5.26,sa3014508
Alex Santos II,HOU,AA,24,53.1,13.84,5.57,2.48,0.51,35.0%,14.1%,20.9%,.225,1.46,.365,74.9%,3.38,3.27,0.11,3.83,sa3014684
Jose Salas,MIN,AA,23,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.70,-3.70,5.67,sa3014690
Stevie Emanuels,OAK,AA,27,34.2,11.94,4.67,2.56,1.04,31.7%,12.4%,19.3%,.183,1.18,.250,76.9%,3.63,4.19,-0.56,4.46,sa3014698
Shohei Tomioka,OAK,AA,30,42.1,9.35,4.25,2.20,2.13,23.0%,10.5%,12.6%,.280,1.58,.325,64.3%,5.95,6.32,-0.37,4.65,sa3014808
Edwin Núñez,STL,AA,24,23.0,10.17,9.78,1.04,1.17,19.8%,19.1%,0.8%,.309,2.39,.397,63.5%,10.17,7.57,2.60,7.59,sa3014813
Ryan Murphy,STL,AA,26,14.1,11.93,2.51,4.75,1.88,32.8%,6.9%,25.9%,.208,1.05,.258,59.3%,5.02,4.82,0.21,3.89,sa3014871
Jack Dashwood,HOU,AA,28,11.2,10.03,3.09,3.25,3.86,21.0%,6.5%,14.5%,.368,2.14,.410,36.8%,11.57,8.33,3.24,5.80,sa3015035
José Davila,STL,AA,23,14.1,11.93,3.77,3.17,0.00,32.8%,10.3%,22.4%,.196,1.12,.313,76.5%,0.00,2.51,-2.51,3.48,sa3015092
Alejandro Hidalgo,MIN,AA,23,20.2,14.81,4.79,3.09,3.05,36.6%,11.8%,24.7%,.247,1.50,.325,76.6%,6.10,6.56,-0.46,4.06,sa3015151
Yeiner Fernandez,LAD,AA,23,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.70,-3.70,7.65,sa3015182
Victor Lizarraga,SDP,AA,22,78.1,7.35,6.09,1.21,1.15,16.8%,13.9%,2.9%,.297,1.86,.347,63.3%,7.24,6.33,0.91,6.48,sa3015220
D.J. McCarty,TEX,AA,23,24.0,9.38,6.38,1.47,0.75,20.2%,13.7%,6.5%,.294,1.96,.373,63.0%,7.13,5.45,1.67,7.49,sa3015222
Aaron Rozek,MIN,AA,30,14.2,8.59,1.84,4.67,1.23,21.5%,4.6%,16.9%,.254,1.23,.302,93.4%,2.45,4.79,-2.34,4.50,sa3015224
Kai Wynyard,TEX,AA,24,1.0,9.00,0.00,1.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,0.00,1.70,-1.70,3.67,sa3015311
Aidan Curry,TEX,AA,23,67.0,11.15,4.57,2.44,0.54,29.2%,12.0%,17.3%,.229,1.36,.327,53.2%,5.64,3.57,2.08,4.35,sa3015334
Roque Gutierrez,LAD,AA,23,77.1,7.10,3.96,1.79,1.86,17.9%,10.0%,7.9%,.277,1.53,.301,69.0%,5.59,6.25,-0.66,5.98,sa3015440
Kelvin Ramirez,LAD,AA,25,64.0,11.11,4.64,2.39,0.98,30.0%,12.5%,17.5%,.175,1.14,.232,73.6%,2.39,4.29,-1.90,4.26,sa3015492
Miguel Mendez,SDP,AA,23,34.2,9.87,4.41,2.24,0.00,24.8%,11.1%,13.7%,.248,1.44,.347,64.2%,4.93,3.24,1.69,5.29,sa3015506
Darlin Saladin,STL,AA,23,53.2,11.24,5.53,2.03,0.34,27.8%,13.7%,14.1%,.256,1.58,.373,63.1%,5.53,3.81,1.72,4.47,sa3015949
Randel Clemente,STL,AA,24,47.1,16.73,8.37,2.00,0.76,40.7%,20.4%,20.4%,.194,1.63,.372,69.5%,4.94,4.00,0.95,3.86,sa3016003
Jose Olivares,MIN,AA,23,37.2,6.93,7.17,0.97,1.43,15.6%,16.1%,-0.5%,.297,2.02,.333,67.1%,7.41,6.70,0.71,7.62,sa3016267
Carlos Linarez,STL,AA,24,1.0,0.00,9.00,0.00,0.00,0.0%,20.0%,-20.0%,.250,2.00,.250,100.0%,0.00,6.70,-6.70,10.65,sa3016346
Luis Gutierrez,SDP,AA,22,19.1,10.24,3.26,3.14,0.47,27.2%,8.6%,18.5%,.247,1.29,.340,69.1%,4.19,3.34,0.85,3.89,sa3016469
Bryan Magdaleno,TEX,AA,25,55.0,12.27,6.22,1.97,0.16,33.5%,17.0%,16.5%,.152,1.20,.250,69.1%,2.95,3.39,-0.45,4.20,sa3016478
Felix Arronde,KCR,AA,23,101.1,7.64,4.53,1.69,2.04,18.7%,11.1%,7.6%,.279,1.61,.305,70.1%,6.13,6.73,-0.60,5.65,sa3016526
Henry Baez,OAK,AA,23,53.1,8.61,5.40,1.59,1.01,20.2%,12.6%,7.5%,.288,1.74,.355,58.8%,7.09,5.56,1.53,5.72,sa3016584
Leandro Lopez,TEX,AA,24,50.0,10.80,4.50,2.40,1.08,26.3%,11.0%,15.4%,.310,1.74,.418,67.4%,6.12,4.54,1.58,3.81,sa3016748
Oscar Rayo,KCR,AA,24,47.2,8.69,1.51,5.75,1.70,24.7%,4.3%,20.4%,.207,0.92,.227,73.4%,4.15,4.98,-0.83,4.22,sa3016749
Andrew Moore,SDP,AA,26,24.1,16.64,8.88,1.88,0.00,44.1%,23.5%,20.6%,.115,1.36,.273,75.8%,1.85,2.96,-1.11,3.69,sa3016795
Jimmy Kingsbury,SEA,AA,27,58.1,9.26,2.93,3.16,0.62,24.1%,7.6%,16.5%,.230,1.22,.296,66.3%,4.17,3.72,0.45,4.58,sa3016838
Peyton Alford,SEA,AA,28,19.0,14.21,0.95,15.00,0.00,41.1%,2.7%,38.4%,.200,0.84,.350,76.5%,1.42,1.02,0.40,2.37,sa3016843
Andrew Marrero,HOU,AA,26,8.1,11.88,4.32,2.75,3.24,27.5%,10.0%,17.5%,.306,1.80,.364,92.6%,4.32,7.18,-2.86,5.34,sa3016941
Tyson Guerrero,KCR,AA,27,17.1,9.87,5.71,1.73,1.56,26.8%,15.5%,11.3%,.200,1.33,.237,58.5%,6.23,5.66,0.57,5.12,sa3017140
Ryan Och,SDP,AA,27,1.2,0.00,10.80,0.00,0.00,0.0%,22.2%,-22.2%,.429,3.00,.429,40.0%,16.20,7.30,8.90,8.48,sa3017146
Adam Smith,SEA,AA,26,27.0,6.67,3.67,1.82,1.00,16.5%,9.1%,7.4%,.259,1.44,.294,54.3%,5.00,5.11,-0.11,6.00,sa3017147
Amilcar Chirinos,HOU,AA,24,54.2,12.02,6.75,1.78,0.66,31.6%,17.7%,13.9%,.154,1.28,.225,78.3%,3.29,4.34,-1.05,5.27,sa3017149
Jason Ruffcorn,SEA,AA,27,66.0,7.91,3.27,2.42,0.95,19.0%,7.8%,11.1%,.313,1.68,.376,63.7%,6.27,4.59,1.68,5.37,sa3017193
Trey McLoughlin,HOU,AA,27,27.0,9.00,4.00,2.25,2.00,22.9%,10.2%,12.7%,.257,1.44,.292,88.6%,4.00,6.03,-2.03,5.63,sa3017277
Caden Monke,KCR,AA,26,44.1,11.77,8.53,1.38,0.20,27.4%,19.8%,7.5%,.235,1.83,.355,67.0%,5.48,4.49,0.99,5.44,sa3017305
Anthony Simonelli,KCR,AA,27,21.1,8.86,6.33,1.40,1.27,21.9%,15.6%,6.3%,.215,1.50,.255,63.8%,6.33,5.95,0.38,5.97,sa3017312
William Fleming,MIN,AA,27,39.2,7.03,4.54,1.55,1.13,16.7%,10.8%,5.9%,.296,1.71,.341,64.6%,6.13,5.59,0.53,5.84,sa3017314
Garrett Hawkins,SDP,AA,26,23.0,13.70,2.74,5.00,1.57,35.4%,7.1%,28.3%,.272,1.39,.396,68.2%,5.48,3.83,1.65,3.11,sa3017383
Antonio Knowles,LAD,AA,26,22.0,7.77,4.91,1.58,0.00,20.2%,12.8%,7.4%,.190,1.23,.250,76.7%,2.45,4.02,-1.56,5.72,sa3017387
Manuel Castro,SDP,AA,24,5.1,5.06,5.06,1.00,0.00,12.5%,12.5%,0.0%,.381,2.06,.444,72.7%,5.06,4.26,0.80,6.11,sa3017493
Michael Hobbs,SEA,AA,26,5.0,7.20,1.80,4.00,0.00,17.4%,4.3%,13.0%,.273,1.40,.333,28.6%,3.60,2.70,0.90,5.07,sa3017498
Lael Lockhart,SEA,AA,28,16.2,9.18,3.78,2.43,0.54,22.1%,9.1%,13.0%,.299,1.62,.388,69.9%,4.86,4.24,0.62,5.71,sa3017502
Jacob Webb,MIN,AA,27,16.0,11.25,7.31,1.54,1.13,24.4%,15.9%,8.5%,.288,2.00,.386,65.2%,7.88,5.83,2.05,5.93,sa3017547
Nic Swanson,HOU,AA,26,71.0,10.90,5.07,2.15,1.52,27.7%,12.9%,14.8%,.216,1.38,.271,72.1%,4.94,5.25,-0.31,4.75,sa3017551
Ricardo Velez,TEX,AA,27,24.1,6.66,4.07,1.64,1.11,15.9%,9.7%,6.2%,.286,1.60,.325,74.7%,5.18,5.67,-0.50,6.26,sa3017602
Austin Love,STL,AA,27,25.1,9.95,4.26,2.33,1.42,25.9%,11.1%,14.8%,.232,1.34,.286,64.6%,4.26,5.08,-0.82,4.66,sa3017609
Dustin Saenz,TEX,AA,27,19.2,7.32,4.58,1.60,0.46,17.4%,10.9%,6.5%,.309,1.78,.375,75.1%,3.20,4.41,-1.21,5.26,sa3017610
Hunter Gregory,MIN,AA,27,27.2,10.41,2.60,4.00,2.93,22.9%,5.7%,17.1%,.372,2.02,.443,49.6%,9.76,6.81,2.95,4.58,sa3017754
Maddux Bruns,LAD,AA,24,15.2,11.49,17.23,0.67,0.57,20.2%,30.3%,-10.1%,.274,3.00,.390,51.3%,14.94,9.06,5.87,10.00,sa3017782
Michael Morales,SEA,AA,23,66.1,8.01,5.70,1.40,1.49,20.1%,14.3%,5.8%,.235,1.51,.266,65.8%,6.11,6.20,-0.10,5.95,sa3017783
Peter Heubeck,LAD,AA,23,19.1,13.50,10.24,1.32,2.79,27.4%,20.8%,6.6%,.325,2.53,.438,55.3%,11.64,8.30,3.33,5.90,sa3017936
Jaylen Nowlin,MIN,AA,25,46.0,11.93,7.24,1.65,0.59,28.0%,17.0%,11.0%,.220,1.63,.321,58.4%,6.07,4.83,1.23,5.70,sa3017978
Jorge Marcheco,OAK,AA,23,1.2,10.80,5.40,2.00,0.00,20.0%,10.0%,10.0%,.444,3.00,.571,40.0%,16.20,3.10,13.10,6.65,sa3018025
Conor Larkin,SEA,AA,27,6.1,11.37,9.95,1.14,1.42,16.7%,14.6%,2.1%,.436,3.79,.533,24.4%,25.58,7.49,18.09,8.24,sa3018092
Chen Zhong-Ao Zhuang,OAK,AA,25,23.0,8.22,1.96,4.20,1.57,22.8%,5.4%,17.4%,.241,1.13,.274,93.1%,2.74,4.79,-2.05,5.19,sa3018174
Mitch Myers,OAK,AA,27,35.0,9.51,4.11,2.31,2.31,22.3%,9.6%,12.7%,.322,1.83,.379,72.5%,6.94,6.39,0.56,5.58,sa3018179
Wyatt Hoffman,SDP,AA,27,2.1,3.86,7.71,0.50,0.00,7.1%,14.3%,-7.1%,.417,3.00,.455,71.4%,7.71,5.41,2.30,5.41,sa3018219
Frank Mozzicato,KCR,AA,23,68.2,12.06,8.91,1.35,1.70,27.1%,20.1%,7.1%,.252,1.97,.335,62.4%,7.86,6.67,1.19,6.14,sa3018242
Shane Panzini,KCR,AA,24,6.1,14.21,8.53,1.67,0.00,32.3%,19.4%,12.9%,.304,2.05,.538,60.0%,7.11,4.33,2.77,5.58,sa3018257
Antonio Menendez,ARI,AA,27,37.0,9.00,2.68,3.36,0.97,25.9%,7.7%,18.2%,.168,0.89,.200,81.0%,2.43,4.08,-1.65,4.22,sa3018799
Christian Zazueta,LAD,AA,21,50.0,13.32,1.26,10.57,1.44,37.2%,3.5%,33.7%,.223,0.98,.321,78.9%,3.42,3.48,-0.06,3.33,sa3018867
Alfred Morillo,ARI,AA,24,48.1,10.24,5.40,1.90,1.12,23.8%,12.6%,11.3%,.289,1.80,.371,55.3%,5.96,4.90,1.06,4.88,sa3018870
Nelfy Ynfante,STL,AA,21,13.0,4.85,6.23,0.78,2.77,12.3%,15.8%,-3.5%,.188,1.38,.135,64.5%,6.92,8.70,-1.78,7.89,sa3019149
Wellington Aracena,ARI,AA,21,22.1,9.27,4.03,2.30,1.61,22.1%,9.6%,12.5%,.301,1.70,.364,53.9%,7.66,5.45,2.21,4.27,sa3019265
Francis Peña,SDP,AA,25,57.0,11.05,5.68,1.94,0.32,27.6%,14.2%,13.4%,.225,1.47,.326,74.2%,3.00,3.86,-0.86,4.27,sa3019374
Wilmy Sanchez,HOU,AA,22,7.0,10.29,5.14,2.00,0.00,29.6%,14.8%,14.8%,.130,1.00,.200,85.7%,1.29,3.13,-1.84,4.26,sa3019396
Jose Guedez,HOU,AA,24,41.2,9.29,4.10,2.26,0.86,22.6%,10.0%,12.6%,.269,1.54,.342,59.3%,5.83,4.54,1.29,4.86,sa3019682
Blake Rambusch,SEA,AA,26,1.0,0.00,9.00,0.00,0.00,0.0%,20.0%,-20.0%,.500,3.00,.500,33.3%,9.00,6.70,2.30,8.67,sa3020008
Jake Garland,OAK,AA,25,29.0,7.14,1.86,3.83,0.31,19.2%,5.0%,14.2%,.239,1.14,.292,73.6%,2.48,3.29,-0.80,4.61,sa3020077
Jorel Ortega,MIN,AA,25,2.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.286,1.00,.286,100.0%,0.00,3.70,-3.70,5.67,sa3020090
Brett Gillis,HOU,AA,26,89.0,7.48,3.03,2.47,1.31,19.9%,8.1%,11.9%,.218,1.16,.242,77.1%,3.64,5.15,-1.51,5.05,sa3020110
Adonys Perez,ARI,AA,22,23.1,4.24,3.47,1.22,2.31,10.3%,8.4%,1.9%,.302,1.63,.291,69.6%,5.79,7.51,-1.73,5.86,sa3020114
Billy Corcoran,ARI,AA,26,50.1,8.94,3.75,2.38,2.68,22.3%,9.4%,12.9%,.299,1.61,.331,82.3%,5.72,6.96,-1.24,5.12,sa3020172
Ben Sears,KCR,AA,26,3.1,5.40,0.00,2.00,5.40,15.4%,0.0%,15.4%,.231,0.90,.111,100.0%,5.40,10.30,-4.90,6.64,sa3020178
Josh Hood,SEA,AA,25,1.1,0.00,0.00,0.00,13.50,0.0%,0.0%,0.0%,.714,7.50,.667,27.8%,54.00,23.20,30.80,12.58,sa3020268
Murphy Stehly,MIN,AA,27,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.571,4.00,.571,25.0%,27.00,3.70,23.30,9.62,sa3020276
