Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Julio Valdez,CHC,A,21,14.2,.244,1.13,22.7%,40.9%,36.4%,37.5%,0.0%,54.5%,13.6%,31.8%,7.3%,93,153,246,sa3019687
Eudry Alcantara,CLE,A,21,25.1,.295,0.85,27.3%,33.3%,39.4%,50.0%,23.1%,50.7%,19.4%,29.9%,13.6%,242,301,543,sa3019701
Leodarlyn Colon,WSN,A,21,18.1,.245,1.00,11.5%,44.2%,44.2%,34.8%,0.0%,52.8%,18.9%,28.3%,9.6%,113,168,281,sa3019719
Jose Gutierrez,KCR,A,23,114.1,.305,1.36,28.7%,41.1%,30.2%,21.6%,10.8%,38.7%,27.8%,33.5%,9.7%,618,1137,1755,sa3019742
Carlos Cauro,HOU,A,21,1.2,.286,0.33,50.0%,12.5%,37.5%,0.0%,33.3%,50.0%,25.0%,25.0%,3.7%,11,16,27,sa3019763
Keduar Trujillo,HOU,A,22,1.1,.333,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,33.3%,16.7%,50.0%,0.0%,15,12,27,sa3019764
Aneudis Mejia,TEX,A,22,40.1,.306,1.05,26.3%,37.7%,36.0%,19.5%,17.1%,54.3%,32.8%,12.9%,13.1%,269,431,700,sa3019960
Ike Buxton,WSN,A,25,4.1,.214,1.17,23.5%,41.2%,35.3%,0.0%,50.0%,29.4%,29.4%,41.2%,6.0%,51,49,100,sa3020180
Yoendris Gonzalez,CHC,A,23,20.1,.297,0.79,30.6%,30.6%,38.9%,35.7%,0.0%,45.9%,21.6%,32.4%,17.3%,126,203,329,sa3020334
Dylan Tebrake,WSN,A,26,1.0,.500,0.00,0.0%,0.0%,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,26.7%,5,10,15,sa3020477
Jared Beck,WSN,A,25,27.2,.281,1.80,23.6%,49.1%,27.3%,20.0%,13.3%,59.3%,18.6%,22.0%,11.1%,331,319,650,sa3020571
Brody McCullough,CHC,A,26,8.0,.222,1.17,23.5%,41.2%,35.3%,66.7%,0.0%,33.3%,38.9%,27.8%,15.3%,45,79,124,sa3020599
Dylan Lesko,TBR,A,22,29.2,.271,0.96,25.4%,36.6%,38.0%,37.0%,11.1%,53.5%,19.7%,26.8%,10.9%,309,307,616,sa3020677
Bradley Brehmer,BAL,A,26,5.2,.500,0.67,50.0%,20.0%,30.0%,0.0%,0.0%,54.5%,36.4%,9.1%,7.1%,36,62,98,sa3020828
Mason McGwire,CHC,A,22,30.0,.302,0.65,20.3%,31.3%,48.4%,32.3%,9.7%,31.8%,33.3%,34.8%,17.4%,165,312,477,sa3020961
Yereny Teus,TBR,A,22,54.0,.210,0.77,21.2%,34.3%,44.4%,22.7%,2.3%,38.6%,28.7%,32.7%,20.6%,337,526,863,sa3020978
Luis Aguilar,HOU,A,22,10.2,.320,0.67,10.7%,35.7%,53.6%,26.7%,26.7%,46.7%,16.7%,36.7%,10.3%,74,110,184,sa3020982
Rafael Gonzalez,HOU,A,21,22.1,.293,1.12,35.7%,33.9%,30.4%,17.6%,5.9%,45.8%,20.3%,33.9%,11.3%,232,244,476,sa3020995
Lewis Sifontes,ATL,A,20,42.2,.204,1.63,23.3%,47.6%,29.1%,13.3%,23.3%,41.7%,25.2%,33.0%,12.1%,326,437,763,sa3021016
Jeremy Reyes,ATL,A,20,10.0,.233,1.67,20.0%,50.0%,30.0%,33.3%,33.3%,48.5%,30.3%,21.2%,9.8%,83,121,204,sa3021018
Eccel Correa,BAL,A,23,14.2,.286,1.42,34.1%,38.6%,27.3%,0.0%,25.0%,34.1%,29.5%,36.4%,13.9%,91,154,245,sa3021019
Fabian Ysalla,CHW,A,21,32.2,.330,2.22,23.7%,52.6%,23.7%,11.1%,7.4%,45.2%,27.8%,27.0%,7.1%,205,318,523,sa3021020
German Ramirez,HOU,A,19,0.2,.500,,,,,,,,,,,,,,sa3021092
Yerlin Luis,CLE,A,20,3.0,.357,0.57,31.3%,25.0%,43.8%,14.3%,28.6%,68.8%,18.8%,12.5%,0.0%,41,42,83,sa3021094
Félix Amparo,BAL,A,20,2.2,.375,0.67,44.4%,22.2%,33.3%,33.3%,33.3%,33.3%,44.4%,22.2%,2.2%,22,24,46,sa3021180
Yaikel Mijares,CLE,A,20,0.1,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,8,4,12,sa3021181
Luis Merejo,CLE,A,20,0.1,.000,,,,,,,,,,,,,,sa3021196
Yirer Garcia,TBR,A,20,1.0,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,5,5,10,sa3021211
Elian Soto,WSN,A,20,1.0,.500,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,25.0%,25.0%,50.0%,0.0%,5,7,12,sa3021228
Luis Lameda,MIL,A,20,3.0,.250,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,58.3%,33.3%,8.3%,2.8%,14,22,36,sa3021233
Juan Ortega,BAL,A,20,1.2,.500,0.33,20.0%,20.0%,60.0%,16.7%,0.0%,30.0%,60.0%,10.0%,4.4%,23,22,45,sa3021239
Jordi Infante,TBR,A,21,13.2,.258,1.17,18.8%,43.8%,37.5%,0.0%,8.3%,37.5%,31.3%,31.3%,9.7%,114,145,259,sa3021482
Angel Anazco,TEX,A,24,5.2,.533,1.50,37.5%,37.5%,25.0%,25.0%,25.0%,43.8%,12.5%,43.8%,11.2%,68,75,143,sa3021494
Darwin Rodriguez,KCR,A,22,115.0,.338,1.77,26.5%,47.0%,26.5%,21.8%,5.7%,45.2%,22.2%,32.6%,10.5%,634,1163,1797,sa3021497
Luis Beltrán,BAL,A,22,25.0,.258,1.65,25.0%,46.7%,28.3%,11.8%,11.8%,43.8%,18.8%,37.5%,10.4%,319,277,596,sa3021509
Leuris Portorreal,WSN,A,20,64.2,.310,1.31,26.1%,41.9%,32.0%,27.7%,6.2%,39.1%,29.0%,31.9%,9.9%,391,646,1037,sa3021520
Luis Arestigueta,ATL,A,20,62.1,.327,1.65,25.7%,46.2%,28.1%,27.1%,12.5%,44.6%,24.0%,31.4%,11.0%,437,622,1059,sa3021521
Wuilliams Rodriguez,BOS,A,20,66.1,.267,1.20,23.7%,41.6%,34.7%,30.3%,15.2%,46.7%,20.3%,33.0%,14.8%,382,715,1097,sa3021523
Enniel Cortez,MIL,A,20,37.1,.360,1.07,27.4%,37.6%,35.0%,26.8%,14.6%,52.1%,22.3%,25.6%,11.1%,248,385,633,sa3021525
Jose Bello,BOS,A,21,69.1,.317,2.18,23.2%,52.7%,24.2%,10.0%,16.0%,49.5%,22.6%,27.8%,8.8%,449,661,1110,sa3021530
Fermin Magallanes,BAL,A,24,3.1,.222,1.33,30.0%,40.0%,30.0%,0.0%,33.3%,33.3%,33.3%,33.3%,8.4%,58,49,107,sa3021544
Kevin Camacho,CHC,A,21,13.2,.390,1.62,22.7%,47.7%,29.5%,15.4%,23.1%,40.9%,20.5%,38.6%,10.1%,116,162,278,sa3021577
Junior Aybar,BAL,A,19,2.2,.333,1.40,7.7%,53.8%,38.5%,20.0%,20.0%,38.5%,53.8%,7.7%,2.7%,45,30,75,sa3021607
Manuel Osorio,CLE,A,20,10.2,.346,1.33,25.0%,42.9%,32.1%,22.2%,22.2%,40.7%,29.6%,29.6%,12.5%,88,120,208,sa3021772
Eric Prado,MIL,A,20,48.2,.323,0.98,29.6%,34.8%,35.6%,22.9%,20.8%,50.0%,27.1%,22.9%,14.2%,374,542,916,sa3021780
Joshua Quezada,MIL,A,22,45.0,.351,1.03,28.8%,36.0%,35.1%,17.9%,10.3%,50.4%,21.7%,27.8%,16.3%,280,475,755,sa3021789
Nicolas De La Cruz,BOS,A,20,48.1,.305,1.05,25.2%,38.3%,36.5%,21.4%,7.1%,43.0%,30.6%,26.4%,11.0%,472,581,1053,sa3021796
Luimy Munoz,TEX,A,23,36.1,.261,2.89,16.9%,61.8%,21.3%,15.8%,5.3%,50.5%,18.3%,31.2%,17.1%,188,344,532,sa3021803
Adrian Gil,CHW,A,20,2.0,.167,1.50,16.7%,50.0%,33.3%,50.0%,0.0%,83.3%,16.7%,0.0%,8.7%,8,15,23,sa3021856
Jose Varela,HOU,A,21,31.2,.318,1.13,23.6%,40.4%,36.0%,21.9%,9.4%,36.3%,30.8%,33.0%,11.9%,267,364,631,sa3021987
Brandon Herbold,KCR,A,21,30.0,.354,0.77,21.5%,34.2%,44.3%,37.1%,5.7%,39.5%,23.5%,37.0%,10.3%,302,377,679,sa3021988
Jormy Nivar,TEX,A,23,63.2,.292,1.96,14.4%,56.7%,28.9%,23.2%,12.5%,47.7%,23.1%,29.1%,10.3%,359,612,971,sa3022022
Miguel Toscano,TBR,A,20,19.0,.267,1.94,16.7%,55.0%,28.3%,11.8%,5.9%,42.6%,13.1%,44.3%,5.9%,84,169,253,sa3022031
Jervis Alfaro,CLE,A,22,34.2,.400,1.70,20.7%,50.0%,29.3%,44.4%,11.1%,48.4%,19.4%,32.3%,15.4%,194,376,570,sa3022113
Francisco Morao,BAL,A,20,21.2,.293,1.18,18.6%,44.1%,37.3%,27.3%,13.6%,53.2%,24.2%,22.6%,10.5%,163,229,392,sa3022130
Frank Martinez,TEX,A,24,47.0,.365,2.10,31.6%,46.3%,22.1%,16.7%,30.0%,50.0%,21.7%,28.3%,13.1%,315,501,816,sa3022132
Javier González,BAL,A,20,11.1,.308,1.00,10.0%,45.0%,45.0%,22.2%,16.7%,47.5%,27.5%,25.0%,6.8%,69,121,190,sa3022135
Styven Paez,ATL,A,21,41.0,.328,1.15,28.3%,38.3%,33.3%,35.0%,5.0%,39.0%,22.8%,38.2%,13.5%,300,457,757,sa3022155
Cristobal Abreu,ATL,A,20,30.0,.241,1.15,24.7%,40.3%,35.1%,25.9%,7.4%,40.7%,29.6%,29.6%,9.1%,333,325,658,sa3022169
Harrison Ruiz,CLE,A,22,9.2,.444,1.67,40.7%,37.0%,22.2%,16.7%,16.7%,32.1%,25.0%,42.9%,16.6%,56,107,163,sa3022193
Jose Perez,BAL,A,21,0.2,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,1,1,2,sa3022198
Moises Amezquita,KCR,A,21,18.2,.327,1.79,22.0%,50.0%,28.0%,7.1%,14.3%,29.4%,35.3%,35.3%,10.0%,119,191,310,sa3022203
Jank Pichardo,HOU,A,21,13.0,.308,0.71,31.0%,28.6%,40.5%,5.9%,17.6%,50.0%,19.0%,31.0%,10.7%,105,147,252,sa3022231
Keeler Morfe,BAL,A,20,0.0,1.000,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,15,9,24,sa3022239
Francisco Frias,HOU,A,21,3.1,.375,2.00,25.0%,50.0%,25.0%,0.0%,0.0%,50.0%,12.5%,37.5%,18.8%,13,35,48,sa3022278
Ismael Yanez,MIL,A,20,21.1,.410,1.27,21.9%,43.8%,34.4%,18.2%,13.6%,51.6%,17.2%,31.3%,9.7%,236,281,517,sa3022354
Jhon Reyes,KCR,A,22,51.0,.357,1.21,23.0%,42.2%,34.8%,23.2%,16.1%,52.4%,22.6%,25.0%,13.7%,406,578,984,sa3022355
Jesus Carrera,HOU,A,21,85.1,.287,0.70,22.6%,31.7%,45.6%,32.2%,10.4%,45.3%,26.6%,28.1%,10.7%,533,864,1397,sa3022377
William Privette,TEX,A,24,12.1,.059,0.60,11.1%,33.3%,55.6%,50.0%,10.0%,44.4%,11.1%,44.4%,14.3%,73,123,196,sa3022738
Carlton Perkins,CHW,A,23,25.1,.441,2.29,22.0%,54.2%,23.7%,28.6%,7.1%,40.0%,30.0%,30.0%,14.0%,178,280,458,sa3022740
Moises Morales,TEX,A,22,97.2,.272,1.44,20.5%,47.0%,32.5%,27.2%,12.3%,54.4%,18.8%,26.8%,12.9%,431,883,1314,sa3022803
Austin Amaral,WSN,A,24,20.1,.204,2.45,19.1%,57.4%,23.4%,36.4%,0.0%,42.9%,20.4%,36.7%,11.2%,133,196,329,sa3022903
Travis Sthele,WSN,A,24,29.0,.210,2.94,16.3%,62.5%,21.3%,17.6%,0.0%,46.9%,17.3%,35.8%,8.1%,153,240,393,sa3022941
Liam Sullivan,WSN,A,24,55.0,.289,1.04,19.4%,41.0%,39.6%,25.5%,12.7%,47.5%,23.4%,29.1%,11.7%,358,564,922,sa3022952
Jesus Oliveira,KCR,A,21,12.1,.200,1.83,34.6%,42.3%,23.1%,0.0%,16.7%,50.0%,23.1%,26.9%,11.1%,134,136,270,sa3023051
Mikey Tepper,WSN,A,24,17.0,.326,2.00,13.3%,57.8%,28.9%,23.1%,0.0%,32.6%,28.3%,39.1%,14.6%,91,163,254,sa3023065
Keegan Zinn,CLE,A,21,60.0,.348,0.58,26.4%,27.1%,46.4%,18.5%,16.9%,38.5%,25.9%,35.7%,16.4%,538,714,1252,sa3023088
Adam Boucher,WSN,A,24,8.2,.350,3.50,10.0%,70.0%,20.0%,0.0%,0.0%,40.0%,45.0%,15.0%,15.2%,66,98,164,sa3023128
Kiefer Lord,BAL,A,24,20.1,.378,1.69,22.2%,48.9%,28.9%,7.7%,0.0%,45.5%,20.5%,34.1%,12.9%,117,232,349,sa3023135
Coleman Picard,KCR,A,24,49.2,.250,1.25,19.0%,45.1%,35.9%,17.6%,13.7%,50.0%,24.6%,25.4%,7.3%,242,443,685,sa3023202
Teddy Sharkey,BAL,A,24,3.0,.167,1.33,30.0%,40.0%,30.0%,66.7%,0.0%,41.7%,16.7%,41.7%,10.2%,24,35,59,sa3023230
Joey Dixon,HOU,A,24,6.1,.286,1.33,12.5%,50.0%,37.5%,33.3%,33.3%,50.0%,12.5%,37.5%,22.4%,40,58,98,sa3023267
Luis Martinez-Gomez,CHC,A,23,6.0,.083,1.75,8.3%,58.3%,33.3%,75.0%,0.0%,50.0%,25.0%,25.0%,12.3%,19,46,65,sa3023285
Joe Olsavsky,ATL,A,24,2.2,.000,4.00,0.0%,80.0%,20.0%,100.0%,0.0%,60.0%,20.0%,20.0%,3.8%,31,21,52,sa3023289
Jacob Cravey,BAL,A,24,2.0,.000,2.00,0.0%,66.7%,33.3%,100.0%,0.0%,0.0%,0.0%,100.0%,13.3%,22,23,45,sa3023423
Garrett Wright,CHW,A,24,6.2,.273,3.00,27.3%,54.5%,18.2%,0.0%,0.0%,63.6%,9.1%,27.3%,26.5%,26,57,83,sa3023446
Kai Peterson,WSN,A,23,6.1,.235,1.25,43.8%,31.3%,25.0%,0.0%,0.0%,35.3%,17.6%,47.1%,7.9%,65,62,127,sa3023453
Riley Cooper,BAL,A,24,19.0,.150,1.46,15.8%,50.0%,34.2%,30.8%,7.7%,48.8%,22.0%,29.3%,14.5%,112,177,289,sa3023503
Blake Wolters,KCR,A,21,27.1,.190,0.88,21.0%,37.1%,41.9%,19.2%,15.4%,42.4%,16.7%,40.9%,13.0%,164,281,445,sa3023513
Trennor O'Donnell,BOS,A,25,9.0,.273,0.90,24.0%,36.0%,40.0%,30.0%,30.0%,56.0%,24.0%,20.0%,16.0%,51,93,144,sa3023531
Hayden Robinson,MIL,A,20,58.1,.307,1.95,21.9%,51.6%,26.5%,22.0%,14.6%,47.2%,23.9%,28.9%,12.4%,355,541,896,sa3023574
Michael Trausch,TEX,A,22,57.2,.232,1.71,17.9%,51.8%,30.4%,32.4%,5.9%,46.5%,22.8%,30.7%,15.2%,436,595,1031,sa3023575
Daniel Keaney,TEX,A,21,23.1,.388,1.00,30.3%,34.8%,34.8%,30.4%,8.7%,44.8%,26.9%,28.4%,17.1%,135,239,374,sa3023598
Hiro Wyatt,KCR,A,21,28.0,.321,2.63,24.7%,54.5%,20.8%,12.5%,0.0%,38.5%,23.1%,38.5%,7.1%,193,256,449,sa3023613
Jeremy Pilon,TBR,A,20,9.0,.455,3.25,22.7%,59.1%,18.2%,25.0%,0.0%,59.1%,18.2%,22.7%,10.2%,101,105,206,sa3023614
Jordan Woods,KCR,A,22,35.0,.258,1.29,17.9%,46.3%,35.8%,37.5%,8.3%,50.7%,22.4%,26.9%,16.6%,188,360,548,sa3023628
Adam Bates,BOS,A,20,43.2,.346,1.33,23.4%,43.8%,32.8%,19.0%,14.3%,43.9%,31.1%,25.0%,10.8%,373,503,876,sa3023637
Kamdyn Perry,TEX,A,20,22.1,.260,1.21,20.8%,43.4%,35.8%,21.1%,15.8%,45.3%,24.5%,30.2%,14.0%,93,199,292,sa3023663
Nicholas Judice,BOS,A,25,12.1,.250,1.56,28.1%,43.8%,28.1%,44.4%,0.0%,34.4%,34.4%,31.3%,7.3%,122,139,261,sa3023672
Efrailin Ramos,TBR,A,20,30.0,.224,1.20,26.7%,40.0%,33.3%,28.0%,4.0%,53.9%,28.9%,17.1%,11.8%,182,291,473,sa3023691
Jhon Rosario,CHC,A,21,26.1,.311,1.06,30.4%,35.9%,33.7%,9.7%,16.1%,44.7%,26.6%,28.7%,8.7%,224,316,540,sa3023698
Anderson Fermin,BOS,A,19,1.2,.429,0.00,57.1%,0.0%,42.9%,33.3%,33.3%,25.0%,37.5%,37.5%,3.4%,12,17,29,sa3023759
Givian Sirvania,BOS,A,18,0.1,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,12.5%,5,3,8,sa3023765
Erigaldi Perez,CLE,A,20,51.1,.294,1.22,28.6%,39.3%,32.1%,24.4%,11.1%,38.3%,24.1%,37.6%,10.2%,306,528,834,sa3023812
Marco Barrios,CHW,A,20,52.1,.308,1.49,29.2%,42.4%,28.5%,34.1%,12.2%,48.0%,20.0%,32.0%,13.7%,285,540,825,sa3023820
Marlon De La Cruz,WSN,A,20,51.0,.353,1.35,19.7%,46.1%,34.2%,26.9%,7.7%,52.2%,15.7%,32.1%,7.9%,491,564,1055,sa3023833
Gilbel Galvan,BOS,A,19,9.2,.320,4.00,37.5%,50.0%,12.5%,66.7%,0.0%,68.0%,8.0%,24.0%,13.1%,79,119,198,sa3023835
Dalvinson Reyes,BOS,A,19,16.0,.135,2.38,25.0%,52.8%,22.2%,12.5%,12.5%,52.6%,13.2%,34.2%,12.0%,99,151,250,sa3023837
Alejandro Rivera,CLE,A,19,5.0,.167,0.80,10.0%,40.0%,50.0%,40.0%,20.0%,35.0%,45.0%,20.0%,13.5%,30,44,74,sa3023840
Yander Bonaci,BOS,A,19,4.1,.250,0.57,26.7%,26.7%,46.7%,28.6%,0.0%,60.0%,26.7%,13.3%,11.1%,43,47,90,sa3023841
Keiber Armas,TEX,A,23,4.1,.333,2.50,36.4%,45.5%,18.2%,0.0%,0.0%,25.0%,25.0%,50.0%,4.6%,72,59,131,sa3023848
Geovanny Vasquez,CHC,A,22,7.2,.438,1.00,29.4%,35.3%,35.3%,0.0%,16.7%,47.1%,35.3%,17.6%,12.0%,110,99,209,sa3023865
Jordan Henriquez,CHC,A,22,68.1,.303,1.34,25.5%,42.6%,31.9%,21.5%,12.3%,48.1%,23.3%,28.6%,11.7%,399,754,1153,sa3023867
Ayendy Bravo,MIL,A,19,6.1,.316,4.00,21.1%,63.2%,15.8%,33.3%,0.0%,21.1%,15.8%,63.2%,13.0%,57,66,123,sa3024090
