Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Ismael Obregon,HOU,CPX,18,28.1,.357,1.40,31.8%,39.8%,28.4%,44.0%,20.0%,58.4%,21.3%,20.2%,10.2%,193,307,500,sa3067604
Yoelvin Chirino,BOS,CPX,21,23.0,.338,0.54,15.5%,29.6%,54.9%,25.6%,5.1%,46.7%,26.7%,26.7%,7.6%,261,237,498,sa3022303
Luisberth Valdez,ATL,CPX,18,26.0,.385,1.67,15.8%,52.6%,31.6%,25.0%,20.8%,59.0%,12.0%,28.9%,9.5%,230,266,496,sa3067602
Angel Soriano,PIT,CPX,19,29.2,.300,1.40,15.3%,49.4%,35.3%,30.0%,0.0%,55.7%,18.2%,26.1%,11.3%,233,263,496,sa3068680
David Hernandez,PHI,CPX,19,30.1,.333,0.65,18.8%,31.9%,49.3%,29.4%,20.6%,45.8%,33.3%,20.8%,17.1%,201,295,496,sa3076302
Omar Gonzalez,NYY,CPX,20,35.2,.263,1.09,22.1%,40.7%,37.2%,9.4%,18.8%,49.5%,23.1%,27.5%,13.2%,171,322,493,sa3019380
Melvin Rodriguez,MIN,CPX,20,33.2,.256,0.45,11.3%,27.5%,61.3%,18.4%,12.2%,54.9%,18.3%,26.8%,18.4%,211,277,488,sa3024087
Merlin Bido,BOS,CPX,20,25.0,.226,0.95,20.4%,38.9%,40.7%,22.7%,9.1%,43.6%,21.8%,34.5%,10.7%,241,243,484,sa3023821
Ty Bothwell,WSN,CPX,26,25.2,.448,2.54,34.3%,47.1%,18.6%,30.8%,38.5%,56.3%,23.9%,19.7%,17.0%,191,286,477,sa3076385
Aneury Montilla,PHI,CPX,19,30.0,.341,1.31,25.6%,42.2%,32.2%,17.2%,10.3%,52.2%,27.8%,20.0%,9.7%,205,271,476,sa3068144
Christopher Cordero,BOS,CPX,17,30.0,.369,1.21,18.4%,44.7%,36.9%,21.1%,2.6%,45.3%,24.5%,30.2%,6.9%,224,252,476,sa3068486
Jake Dykhoff,BAL,CPX,27,34.2,.244,1.23,17.9%,45.2%,36.9%,29.0%,3.2%,44.3%,26.1%,29.5%,14.1%,163,312,475,sa3076437
Nick Borquez,HOU,CPX,19,22.1,.225,0.50,21.7%,26.1%,52.2%,22.2%,5.6%,57.5%,16.4%,26.0%,9.7%,241,233,474,sa3024926
Frenny Grant,DET,CPX,22,31.0,.286,0.97,18.5%,40.2%,41.3%,23.7%,10.5%,46.3%,26.3%,27.4%,12.5%,167,305,472,sa3021572
Raymond Sosa,BAL,CPX,20,29.2,.319,0.82,24.4%,34.1%,41.5%,17.6%,0.0%,44.7%,30.6%,24.7%,7.6%,227,244,471,sa3021516
Juan Olmos,ATL,CPX,21,24.0,.361,2.07,27.1%,49.2%,23.7%,0.0%,7.1%,41.0%,24.6%,34.4%,9.0%,228,239,467,sa3019778
Will Eldridge,ATL,CPX,22,21.0,.393,1.53,18.9%,49.1%,32.1%,23.5%,5.9%,34.5%,27.3%,38.2%,9.0%,241,226,467,sa3076272
Andres Silvera,PIT,CPX,21,25.0,.368,0.79,10.3%,39.7%,50.0%,29.4%,11.8%,54.2%,16.7%,29.2%,11.8%,202,264,466,sa3016284
Jonas Uzcategui,MIA,CPX,21,26.0,.327,0.95,30.2%,34.0%,35.8%,57.9%,5.3%,48.1%,16.7%,35.2%,16.4%,181,283,464,sa3019281
Denison Sanchez,BOS,CPX,20,21.1,.246,0.77,23.3%,33.3%,43.3%,19.2%,7.7%,42.9%,27.0%,30.2%,8.6%,234,229,463,sa3018907
Branneli Franco,STL,CPX,19,22.0,.426,2.33,26.5%,51.5%,22.1%,40.0%,20.0%,49.3%,19.7%,31.0%,10.6%,220,241,461,sa3023818
Claudio Estelie,PIT,CPX,22,31.2,.341,0.97,22.6%,38.1%,39.3%,27.3%,6.1%,42.5%,26.4%,31.0%,18.7%,165,295,460,sa3068992
Noah Millikan,WSN,CPX,23,32.1,.280,1.93,25.4%,49.2%,25.4%,53.3%,0.0%,58.7%,19.0%,22.2%,12.1%,180,276,456,sa3076425
Alexander Campos,TBR,CPX,23,32.1,.322,0.88,21.0%,37.0%,42.0%,6.0%,10.0%,49.2%,25.0%,25.8%,10.5%,141,314,455,sa3022221
Andrew Bolívar,STL,CPX,20,28.1,.254,1.24,21.7%,43.3%,35.0%,33.3%,9.5%,50.0%,25.8%,24.2%,10.8%,226,229,455,sa3024521
Starlin Savinon,TBR,CPX,21,26.1,.355,1.16,30.5%,37.3%,32.2%,26.3%,0.0%,37.1%,25.8%,37.1%,15.2%,192,262,454,sa3021735
Victor Rodriguez,MIA,CPX,19,29.0,.263,1.27,24.2%,42.4%,33.3%,27.3%,4.5%,50.0%,25.8%,24.2%,12.6%,203,251,454,sa3025066
Sann Omosako,TOR,CPX,20,34.2,.348,1.12,23.3%,40.5%,36.2%,38.1%,11.9%,50.8%,22.5%,26.7%,13.3%,139,313,452,sa3022315
Gerardo Lopez,PHI,CPX,20,32.0,.330,1.43,25.3%,44.0%,30.8%,17.9%,21.4%,52.1%,21.3%,26.6%,12.2%,163,289,452,sa3024891
Enixon Sanchez,NYY,CPX,18,24.2,.381,1.05,27.1%,37.3%,35.6%,9.5%,14.3%,44.3%,23.0%,32.8%,12.5%,205,244,449,sa3024569
Jean Robles,WSN,CPX,19,24.0,.270,1.40,9.1%,53.0%,37.9%,36.0%,16.0%,50.7%,16.4%,32.8%,11.0%,192,253,445,sa3023831
Luis Gomez,MIA,CPX,21,27.0,.338,3.56,25.5%,58.2%,16.4%,22.2%,22.2%,67.9%,10.7%,21.4%,13.3%,212,233,445,sa3068813
Deiker Pineda,TOR,CPX,20,33.0,.273,0.60,16.7%,31.1%,52.2%,21.3%,12.8%,50.0%,26.6%,23.4%,12.6%,167,277,444,sa3068163
Jake Covey,MIN,CPX,24,25.2,.288,1.28,19.6%,45.1%,35.3%,27.8%,0.0%,44.2%,23.1%,32.7%,14.2%,181,262,443,sa3077360
Esteban Luna,BAL,CPX,19,27.1,.305,1.36,21.4%,45.2%,33.3%,39.3%,7.1%,51.2%,13.1%,35.7%,10.4%,199,242,441,sa3024100
Juan Muniz,PIT,CPX,18,31.2,.269,0.70,14.3%,35.2%,50.5%,17.4%,0.0%,52.7%,23.7%,23.7%,13.9%,165,274,439,sa3068684
Santiago Rojas,MIN,CPX,19,29.2,.235,0.58,13.6%,31.8%,54.5%,11.1%,19.4%,54.9%,23.9%,21.1%,11.9%,190,248,438,sa3024585
Rony Calderon,BOS,CPX,18,20.1,.302,0.37,14.0%,23.3%,62.8%,37.0%,7.4%,48.9%,22.2%,28.9%,13.3%,213,224,437,sa3068997
Stainer Valdez,PIT,CPX,19,30.1,.233,1.17,15.6%,45.6%,38.9%,31.4%,5.7%,51.1%,25.6%,23.3%,11.7%,197,239,436,sa3068786
Jordi Infante,TBR,CPX,21,26.0,.344,1.36,21.2%,45.5%,33.3%,40.9%,18.2%,49.3%,23.2%,27.5%,18.5%,147,286,433,sa3021482
Robinson Smith,PIT,CPX,18,30.1,.289,1.59,16.7%,51.2%,32.1%,18.5%,7.4%,52.9%,22.4%,24.7%,15.0%,163,269,432,sa3068778
Holden deJong,BAL,CPX,22,21.0,.475,1.75,24.1%,48.3%,27.6%,18.8%,6.3%,40.0%,31.7%,28.3%,15.1%,172,258,430,sa3030040
Raymon Rosario,PHI,CPX,21,24.0,.286,2.17,16.2%,57.4%,26.5%,33.3%,11.1%,43.7%,11.3%,45.1%,7.7%,197,230,427,sa3022801
Irwin Ramirez,PIT,CPX,19,27.0,.200,1.94,20.6%,52.4%,27.0%,11.8%,5.9%,40.9%,27.3%,31.8%,12.0%,182,234,416,sa3024088
Noah Palmese,TOR,CPX,22,25.1,.319,0.93,23.5%,36.8%,39.7%,18.5%,7.4%,34.2%,34.2%,31.5%,12.3%,148,265,413,sa3069393
Edinzo Marquez,NYY,CPX,21,28.2,.250,0.75,18.8%,34.8%,46.4%,25.0%,9.4%,45.9%,17.6%,36.5%,19.2%,140,271,411,sa3019300
Jack Bushell,DET,CPX,20,26.2,.271,0.77,14.5%,37.1%,48.4%,20.0%,20.0%,41.5%,26.2%,32.3%,17.8%,141,269,410,sa3023577
Edward Cedano,ATL,CPX,20,20.1,.328,1.72,22.2%,49.2%,28.6%,5.6%,5.6%,40.0%,27.7%,32.3%,10.1%,201,206,407,sa3021792
Dillon Stiltner,NYM,CPX,19,26.0,.368,2.00,27.3%,48.5%,24.2%,25.0%,18.8%,50.7%,14.9%,34.3%,12.3%,165,242,407,sa3069316
Brad Rudis,MIN,CPX,23,26.1,.276,0.84,14.8%,38.9%,46.3%,28.0%,0.0%,45.6%,26.3%,28.1%,13.9%,164,239,403,sa3076359
Rafael Arias,NYY,CPX,22,24.1,.344,1.58,16.9%,50.8%,32.2%,31.6%,42.1%,43.3%,18.3%,38.3%,18.4%,161,236,397,sa3025007
Carter Rasmussen,BOS,CPX,22,16.0,.353,0.31,34.4%,15.6%,50.0%,25.0%,6.3%,42.9%,37.1%,20.0%,11.4%,234,161,395,sa3040470
Luis Sotillo,NYM,CPX,21,18.2,.333,1.14,16.7%,44.4%,38.9%,35.7%,7.1%,37.8%,29.7%,32.4%,10.9%,194,200,394,sa3021804
Halton Hardy,MIN,CPX,24,29.1,.263,1.06,14.7%,44.0%,41.3%,12.9%,12.9%,52.5%,22.5%,25.0%,13.2%,120,274,394,sa3077565
Omari Daniel,DET,CPX,22,19.0,.340,1.11,16.7%,43.8%,39.6%,10.5%,21.1%,35.3%,31.4%,33.3%,9.7%,205,188,393,sa3021050
Edgar Gallegos,TOR,CPX,20,20.2,.400,1.00,28.4%,35.8%,35.8%,13.8%,20.7%,48.1%,27.2%,24.7%,12.2%,138,254,392,sa3023857
Gerinton Mendez,MIA,CPX,19,21.0,.306,1.24,20.8%,43.8%,35.4%,17.6%,11.8%,45.8%,25.0%,29.2%,16.7%,176,214,390,sa3024543
Ramon Sanchez,MIA,CPX,24,15.1,.500,1.70,35.7%,40.5%,23.8%,30.0%,0.0%,34.9%,46.5%,18.6%,16.0%,181,206,387,sa3019132
Giovanni Vargas,STL,CPX,20,22.1,.400,1.35,26.6%,42.2%,31.3%,30.0%,10.0%,47.0%,21.2%,31.8%,14.5%,151,236,387,sa3021515
Williams Montero,BOS,CPX,18,29.0,.412,0.87,9.7%,41.9%,48.4%,20.0%,3.3%,43.8%,21.9%,34.4%,15.8%,145,241,386,sa3068359
Jarol Baéz,STL,CPX,20,18.0,.440,0.68,40.7%,24.1%,35.2%,15.8%,31.6%,51.8%,19.6%,28.6%,11.5%,170,214,384,sa3022010
Ronaldys Jimenez,PIT,CPX,20,20.0,.333,1.39,18.9%,47.2%,34.0%,27.8%,11.1%,45.6%,8.8%,45.6%,12.5%,172,211,383,sa3025092
Marco Manzano,NYY,CPX,22,21.0,.367,1.44,21.4%,46.4%,32.1%,11.1%,11.1%,44.8%,20.7%,34.5%,21.3%,168,212,380,sa3024246
Alexander Almonte,NYY,CPX,19,22.2,.308,1.48,20.5%,47.4%,32.1%,28.0%,4.0%,54.4%,29.1%,16.5%,8.7%,161,219,380,sa3024593
Jack Walker,MIN,CPX,25,19.1,.414,2.14,21.4%,53.6%,25.0%,42.9%,0.0%,39.3%,17.9%,42.9%,17.9%,175,205,380,sa3076384
Sunayro Martina,NYY,CPX,22,22.1,.392,1.26,30.7%,38.7%,30.7%,21.7%,17.4%,42.9%,24.7%,32.5%,12.4%,153,226,379,sa3022106
Efrailin Ramos,TBR,CPX,20,23.2,.254,1.38,23.1%,44.6%,32.3%,19.0%,0.0%,53.0%,21.2%,25.8%,11.3%,137,242,379,sa3023691
Yeison Martinez,PIT,CPX,18,24.2,.353,1.44,27.4%,42.9%,29.8%,24.0%,8.0%,43.2%,21.6%,35.2%,8.2%,159,220,379,sa3025227
Luis Amador,HOU,CPX,18,19.0,.259,1.04,11.7%,45.0%,43.3%,15.4%,15.4%,46.8%,27.4%,25.8%,9.0%,183,196,379,sa3067615
Yoralbert Cadiz,NYM,CPX,21,20.0,.352,1.25,30.8%,38.5%,30.8%,18.8%,18.8%,52.7%,29.1%,18.2%,11.9%,165,213,378,sa3021822
Jakson Gamboa,BOS,CPX,19,23.0,.368,0.65,25.9%,29.3%,44.8%,19.2%,7.7%,33.3%,30.0%,36.7%,12.7%,155,222,377,sa3068090
McLane Moody,PIT,CPX,19,15.1,.429,1.50,23.1%,46.2%,30.8%,8.3%,16.7%,58.1%,23.3%,18.6%,13.0%,201,176,377,sa3069306
Carter Holjes,MIN,CPX,25,28.2,.253,2.15,22.2%,53.1%,24.7%,20.0%,15.0%,43.0%,22.1%,34.9%,13.6%,142,234,376,sa3076275
Leonardo Leon,DET,CPX,20,21.0,.341,1.27,27.7%,40.4%,31.9%,33.3%,20.0%,44.7%,19.1%,36.2%,10.9%,177,198,375,sa3025347
Alain Pena,HOU,CPX,23,24.2,.246,1.27,24.2%,42.4%,33.3%,36.4%,9.1%,53.7%,26.9%,19.4%,13.7%,153,219,372,sa3019050
Cesar Rodriguez,ATL,CPX,21,17.0,.300,1.00,24.0%,38.0%,38.0%,21.1%,15.8%,37.7%,28.3%,34.0%,7.6%,190,178,368,sa3068896
Jun-Seok Shim,NYM,CPX,22,20.0,.212,1.25,12.2%,48.8%,39.0%,25.0%,6.3%,41.9%,18.6%,39.5%,10.9%,194,173,367,sa3022110
Danny Flatt,NYY,CPX,22,19.1,.390,1.32,22.8%,43.9%,33.3%,10.5%,10.5%,41.0%,23.0%,36.1%,11.3%,144,220,364,sa3023618
Jeison Payano,BOS,CPX,20,13.0,.235,0.53,14.7%,29.4%,55.9%,31.6%,10.5%,47.2%,19.4%,33.3%,11.3%,193,171,364,sa3024609
Alejandro Lóaiza,STL,CPX,22,18.0,.357,1.16,30.5%,37.3%,32.2%,21.1%,36.8%,59.7%,21.0%,19.4%,14.1%,157,205,362,sa3016195
Bryce Alewine,DET,CPX,21,20.0,.333,1.19,14.9%,46.3%,38.8%,23.1%,3.8%,50.7%,22.4%,26.9%,10.3%,158,201,359,sa3067422
Victor Duarte,ATL,CPX,18,21.0,.435,1.27,19.0%,45.2%,35.7%,26.7%,6.7%,29.5%,22.7%,47.7%,14.5%,145,213,358,sa3068959
Robinson Narciso,ATL,CPX,21,13.2,.313,2.70,21.3%,57.4%,21.3%,0.0%,30.0%,47.9%,18.8%,33.3%,5.0%,213,145,358,sa3069142
Omar Victorino,NYM,CPX,21,20.0,.458,1.85,28.8%,46.2%,25.0%,30.8%,7.7%,37.0%,24.1%,38.9%,10.4%,155,200,355,sa3019273
Colby Frieda,WSN,CPX,23,20.2,.391,1.00,22.6%,38.7%,38.7%,33.3%,0.0%,30.8%,23.1%,46.2%,15.2%,129,226,355,sa3076365
Juanyerlin Duran,BOS,CPX,18,18.1,.302,1.71,17.4%,52.2%,30.4%,21.4%,21.4%,41.3%,21.7%,37.0%,13.4%,157,195,352,sa3068494
Dioris Martinez,PIT,CPX,20,21.1,.315,2.42,24.1%,53.7%,22.2%,8.3%,0.0%,38.9%,14.8%,46.3%,10.5%,173,178,351,sa3022376
Camilo Sanchez,WSN,CPX,23,19.0,.357,1.23,16.9%,45.8%,37.3%,36.4%,18.2%,55.7%,24.6%,19.7%,12.0%,138,212,350,sa3018834
Johnathan Rogers,DET,CPX,21,21.1,.321,1.18,28.8%,38.5%,32.7%,11.8%,0.0%,51.9%,23.1%,25.0%,9.4%,153,197,350,sa3023182
Victor Santos,BAL,CPX,19,19.1,.308,3.75,22.4%,61.2%,16.3%,25.0%,0.0%,33.3%,31.5%,35.2%,9.7%,163,187,350,sa3025107
Janzen Keisel,TBR,CPX,23,13.2,.333,1.00,29.7%,35.1%,35.1%,38.5%,7.7%,27.0%,27.0%,45.9%,10.3%,186,164,350,sa3035165
Yomar De La Rosa,BOS,CPX,21,24.0,.229,1.28,16.2%,47.1%,36.8%,24.0%,4.0%,49.3%,23.9%,26.8%,10.9%,132,217,349,sa3068080
Roberto Medina,TBR,CPX,21,20.0,.260,0.84,16.4%,38.2%,45.5%,24.0%,20.0%,58.9%,17.9%,23.2%,11.5%,150,197,347,sa3021498
Austin Breedlove,NYY,CPX,22,23.0,.250,2.90,20.4%,59.2%,20.4%,50.0%,0.0%,50.0%,10.0%,40.0%,14.2%,115,231,346,sa3076309
Yoan Valdez,DET,CPX,20,17.1,.395,0.63,31.1%,26.7%,42.2%,15.8%,36.8%,44.0%,28.0%,28.0%,16.0%,141,203,344,sa3019292
Edrwin Veras,TOR,CPX,23,24.1,.309,1.24,17.6%,45.6%,36.8%,32.0%,4.0%,50.7%,18.8%,30.4%,13.1%,129,215,344,sa3068378
Melvin Hidalgo,ATL,CPX,20,21.0,.246,0.96,16.1%,41.1%,42.9%,16.7%,12.5%,50.0%,24.1%,25.9%,6.7%,173,171,344,sa3068822
Hendry Chivilli,MIN,CPX,20,25.0,.262,1.39,12.7%,50.8%,36.5%,8.7%,4.3%,30.3%,28.8%,40.9%,10.3%,127,202,329,sa3021095
Mason Davenport,TOR,CPX,21,21.1,.309,1.11,25.9%,38.9%,35.2%,21.1%,10.5%,38.2%,34.5%,27.3%,11.6%,136,192,328,sa3076087
Giacomo Taschin,TOR,CPX,19,22.2,.298,0.67,16.7%,33.3%,50.0%,29.2%,8.3%,51.0%,26.5%,22.4%,21.0%,116,212,328,sa3076300
Jose Paulino,MIA,CPX,19,16.0,.229,2.50,15.2%,60.6%,24.2%,12.5%,0.0%,51.4%,17.1%,31.4%,13.6%,151,172,323,sa3024557
Victor Trejo,PIT,CPX,20,22.2,.268,3.07,16.2%,63.2%,20.6%,7.1%,14.3%,47.9%,21.9%,30.1%,6.0%,129,189,318,sa3024218
Freigher Barco,TOR,CPX,20,17.1,.286,0.72,17.3%,34.6%,48.1%,16.0%,20.0%,44.4%,20.4%,35.2%,13.2%,133,184,317,sa3068518
Blake Gillespie,NYY,CPX,22,25.1,.262,0.83,19.7%,36.4%,43.9%,13.8%,13.8%,42.9%,24.3%,32.9%,19.8%,77,236,313,sa3032227
Rubender Pena,TBR,CPX,21,21.1,.328,1.15,29.5%,37.7%,32.8%,30.0%,15.0%,53.1%,23.4%,23.4%,9.0%,106,204,310,sa3024097
Alonso Carrera,TBR,CPX,21,18.1,.389,1.18,22.9%,41.7%,35.4%,23.5%,5.9%,40.8%,22.4%,36.7%,16.6%,125,183,308,sa3068165
Carlos Mateo,PIT,CPX,20,15.0,.364,1.80,36.4%,40.9%,22.7%,0.0%,0.0%,40.9%,45.5%,13.6%,17.6%,145,161,306,sa3022011
Javier González,BAL,CPX,20,18.0,.293,1.31,26.8%,41.5%,31.7%,15.4%,0.0%,46.3%,34.1%,19.5%,14.6%,124,178,302,sa3022135
Yordy Herrera,STL,CPX,21,17.0,.250,0.78,15.8%,36.8%,47.4%,27.8%,5.6%,52.5%,17.5%,30.0%,14.3%,128,173,301,sa3019643
Salvador Casado,BAL,CPX,20,19.1,.271,2.62,16.1%,60.7%,23.2%,23.1%,0.0%,59.3%,15.3%,25.4%,12.7%,131,169,300,sa3024103
