Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Blake Treinen,LAD,A,38,1.0,18.00,0.00,2.00,0.00,66.7%,0.0%,66.7%,.000,0.00,.000,100.0%,0.00,0.41,-0.41,0.41,12572
Joe Musgrove,SDP,A,33,2.2,10.12,6.75,1.50,0.00,27.3%,18.2%,9.1%,.222,1.50,.333,75.0%,3.37,4.41,-1.04,5.03,12970
Blake Snell,LAD,A,33,8.0,16.88,1.13,15.00,0.00,48.4%,3.2%,45.2%,.167,0.75,.333,66.7%,1.13,1.04,0.09,1.45,13543
Tyler Glasnow,LAD,A,32,2.0,4.50,0.00,1.00,0.00,14.3%,0.0%,14.3%,.143,0.50,.167,100.0%,0.00,3.41,-3.41,5.05,14374
Edwin Díaz,LAD,A,32,3.0,15.00,3.00,5.00,0.00,50.0%,10.0%,40.0%,.111,0.67,.250,100.0%,0.00,2.08,-2.08,2.62,14710
Nick Pivetta,SDP,A,33,3.2,9.82,2.45,4.00,4.91,23.5%,5.9%,17.6%,.313,1.64,.300,93.8%,7.36,10.14,-2.77,5.28,15454
Lucas Giolito,SDP,A,31,7.0,12.86,5.14,2.50,0.00,30.3%,12.1%,18.2%,.241,1.57,.368,54.5%,6.43,3.27,3.16,5.14,15474
Brock Stewart,LAD,A,34,5.2,12.71,0.00,8.00,0.00,34.8%,0.0%,34.8%,.238,0.88,.385,85.7%,1.59,2.65,-1.06,3.22,16727
Matt Gage,SFG,A,33,1.2,10.80,0.00,2.00,0.00,33.3%,0.0%,33.3%,.167,0.60,.250,100.0%,0.00,2.01,-2.01,2.99,17381
Jeffrey Springs,OAK,A,33,3.0,12.00,0.00,4.00,0.00,25.0%,0.0%,25.0%,.313,1.67,.417,40.0%,3.00,1.74,1.26,5.02,17677
Sam Hentges,SFG,A,29,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,4.41,-4.41,6.05,18548
Jason Foley,SFG,A,30,0.2,13.50,13.50,1.00,0.00,16.7%,16.7%,0.0%,.400,4.50,.500,-33.3%,13.50,5.91,7.59,5.91,19531
Nick Margevicius,SFG,A,30,6.1,1.42,1.42,1.00,2.84,2.9%,2.9%,0.0%,.455,2.53,.433,30.3%,14.21,8.67,5.54,6.90,20395
Yusei Kikuchi,LAA,A,35,7.2,15.26,2.35,6.50,4.70,32.5%,5.0%,27.5%,.342,1.96,.429,10.6%,14.09,8.59,5.50,3.51,20633
Jeremiah Estrada,SDP,A,27,1.0,9.00,0.00,1.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,0.00,2.41,-2.41,5.69,22210
Keaton Winn,SFG,A,28,1.0,0.00,9.00,0.00,0.00,0.0%,25.0%,-25.0%,.333,2.00,.333,100.0%,0.00,7.41,-7.41,9.05,23499
Justin Martinez,ARI,A,24,2.0,13.50,4.50,3.00,0.00,42.9%,14.3%,28.6%,.000,0.50,.000,100.0%,0.00,2.91,-2.91,4.55,24453
Grayson Rodriguez,LAA,A,26,8.2,15.58,3.12,5.00,0.00,35.7%,7.1%,28.6%,.316,1.73,.522,81.3%,3.12,2.33,0.78,3.28,24492
Erik Miller,SFG,A,28,1.0,18.00,0.00,2.00,0.00,50.0%,0.0%,50.0%,.250,1.00,.500,100.0%,0.00,0.41,-0.41,3.69,26252
Ryne Nelson,ARI,A,28,1.0,18.00,0.00,2.00,0.00,66.7%,0.0%,66.7%,.000,0.00,.000,100.0%,0.00,0.41,-0.41,2.05,26253
Tommy Henry,ARI,A,28,2.2,16.87,0.00,5.00,3.37,38.5%,0.0%,38.5%,.462,2.25,.714,87.0%,6.75,5.54,1.21,1.89,26285
Alek Manoah,LAA,A,28,4.1,4.15,4.15,1.00,2.08,9.1%,9.1%,0.0%,.350,2.08,.353,39.5%,10.38,7.87,2.51,7.52,26410
Sam Bachman,LAA,A,26,0.2,13.50,27.00,0.50,0.00,25.0%,50.0%,-25.0%,.000,3.00,.000,100.0%,0.00,10.41,-10.41,10.41,29754
Ben Joyce,LAA,A,25,4.0,11.25,6.75,1.67,0.00,23.8%,14.3%,9.5%,.188,1.50,.273,75.0%,2.25,5.66,-3.41,7.71,31461
Samy Natera Jr.,LAA,A,26,2.0,4.50,4.50,1.00,0.00,14.3%,14.3%,0.0%,.000,0.50,.000,100.0%,0.00,4.91,-4.91,4.91,31936
Ryan Johnson,LAA,A,23,3.1,18.90,2.70,7.00,0.00,43.8%,6.3%,37.5%,.154,0.90,.333,100.0%,0.00,2.91,-2.91,3.89,35325
Kirby Yates,LAA,A,39,2.0,18.00,4.50,4.00,0.00,44.4%,11.1%,33.3%,.125,1.00,.250,50.0%,0.00,1.91,-1.91,2.73,9073
Teofilo Mendez,ARI,A,24,50.0,10.26,1.80,5.70,1.80,26.4%,4.6%,21.8%,.287,1.36,.356,67.2%,5.94,5.57,0.37,4.91,sa3008795
Manuel Olivares,COL,A,24,83.2,9.47,4.30,2.20,1.08,23.4%,10.6%,12.8%,.272,1.55,.343,63.6%,5.27,5.47,-0.20,5.31,sa3009471
Jose Atencio,LAA,A,24,15.0,7.20,0.00,12.00,0.60,19.7%,0.0%,19.7%,.246,1.00,.292,66.2%,2.40,3.68,-1.28,4.45,sa3010304
R.J. Dabovich,SFG,A,27,3.0,15.00,0.00,5.00,0.00,50.0%,0.0%,50.0%,.200,0.67,.400,100.0%,0.00,1.08,-1.08,1.62,sa3014431
Robert Puason,OAK,A,23,16.0,6.75,3.38,2.00,2.81,16.4%,8.2%,8.2%,.281,1.50,.277,80.0%,4.50,8.66,-4.16,7.36,sa3014697
Victor Lizarraga,SDP,A,22,3.0,18.00,0.00,6.00,3.00,50.0%,0.0%,50.0%,.250,1.00,.400,0.0%,9.00,4.74,4.26,1.50,sa3015220
Alex Martinez,LAA,A,23,35.0,12.09,4.11,2.94,0.77,30.9%,10.5%,20.4%,.231,1.31,.338,69.0%,4.37,4.73,-0.35,5.02,sa3015284
Javier Chacon,SDP,A,23,17.0,12.71,3.71,3.43,1.06,34.8%,10.1%,24.6%,.210,1.18,.306,81.4%,1.59,4.35,-2.76,4.65,sa3015312
Nicolo Pinazzi,LAA,A,26,29.1,14.73,3.68,4.00,0.31,38.7%,9.7%,29.0%,.248,1.33,.433,83.7%,1.53,3.12,-1.58,3.01,sa3015335
Yujanyer Herrera,COL,A,22,4.1,8.31,12.46,0.67,2.08,16.0%,24.0%,-8.0%,.368,3.00,.429,51.7%,14.54,9.72,4.82,7.85,sa3015370
Brayan Restituyo,OAK,A,24,22.0,10.23,6.14,1.67,2.45,22.3%,13.4%,8.9%,.323,2.09,.385,54.4%,8.59,7.87,0.73,6.41,sa3015461
Fernando Vasquez,SFG,A,24,60.0,9.75,7.35,1.33,0.75,23.5%,17.7%,5.8%,.188,1.52,.240,61.4%,4.95,5.98,-1.03,6.32,sa3015475
Gleiner Diaz,SEA,A,22,54.2,11.52,1.98,5.83,0.82,30.8%,5.3%,25.6%,.255,1.21,.358,64.5%,4.28,3.86,0.42,4.56,sa3015501
Miguel Mendez,SFG,A,23,2.1,3.86,7.71,0.50,0.00,10.0%,20.0%,-10.0%,.000,0.86,.000,66.7%,3.86,7.41,-3.55,10.22,sa3015506
Diosfran Cabeza,ARI,A,23,1.0,0.00,18.00,0.00,0.00,0.0%,20.0%,-20.0%,.571,6.00,.571,28.6%,36.00,13.41,22.59,18.33,sa3015517
Jose D. Hernandez,LAD,A,23,0.1,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,4.41,-4.41,4.41,sa3015557
Ricardo Estrada,SFG,A,24,91.2,8.35,5.11,1.63,0.98,21.5%,13.2%,8.4%,.226,1.41,.273,70.3%,4.12,5.77,-1.65,5.64,sa3016017
Dailoui Abad,LAD,A,24,26.2,8.77,8.10,1.08,1.01,18.4%,17.0%,1.4%,.321,2.25,.398,54.3%,9.79,7.19,2.60,7.26,sa3016027
