Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Trevor Williams,WSN,A,34,0,1,27.00,1,1,0,0,0,0,0,0.2,7,4,4,2,0,0,0,0,0,0,1,16977
Alex Young,WSN,A,32,1,0,2.70,3,0,0,0,0,1,0,3.1,13,4,1,1,0,0,0,0,0,0,4,18333
Richard Lovelady,WSN,A,30,1,0,9.00,1,0,0,0,0,0,0,1.0,4,1,1,1,1,0,0,0,0,0,1,19337
Manuel Rodríguez,TBR,A,29,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,20794
Bryce Montes de Oca,WSN,A,30,1,0,4.50,2,0,0,0,0,0,0,2.0,9,0,1,1,0,3,0,0,0,0,3,21319
Max Kranick,WSN,A,28,0,0,6.75,2,1,0,0,0,0,0,2.2,11,2,3,2,1,0,0,0,0,0,5,22175
Josiah Gray,WSN,A,28,0,0,3.00,2,0,0,0,0,0,0,3.0,13,4,1,1,0,1,0,0,1,0,3,24580
DJ Herz,WSN,A,25,0,0,2.45,2,2,0,0,0,0,0,3.2,18,6,1,1,0,1,0,0,0,0,6,26389
AJ Smith-Shawver,ATL,A,23,0,0,1.29,2,2,0,0,0,0,0,7.0,24,5,1,1,1,0,0,0,0,0,9,29960
Ethan Pecko,HOU,A,23,0,0,1.13,3,3,0,0,0,0,0,8.0,30,6,1,1,1,0,0,0,0,0,15,33515
Johan Otanez,WSN,A,24,3,2,5.24,18,0,0,0,0,2,0,22.1,108,22,13,13,1,19,0,4,5,0,25,sa3009782
Blake Brown,WSN,A,27,1,0,0.00,3,0,0,0,0,0,0,3.2,14,1,0,0,0,3,0,0,0,0,4,sa3014847
Ettore Giulianelli,CLE,A,23,1,1,6.20,23,0,0,0,1,1,1,24.2,136,26,22,17,1,36,0,2,11,1,34,sa3015281
Juan Nuñez,BAL,A,25,0,0,0.00,1,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,2,sa3015464
Fidel Montero,CHW,A,22,2,0,3.37,4,0,0,0,0,0,0,10.2,45,11,4,4,1,1,0,2,1,0,8,sa3015856
Gabriel Silva,KCR,A,22,0,0,0.00,1,0,0,0,0,0,0,0.2,5,1,0,0,0,2,0,0,0,0,0,sa3015865
Gabriel Rodriguez,CHW,A,22,2,3,5.07,21,13,0,0,0,0,1,65.2,281,58,37,37,12,30,0,6,5,3,55,sa3016784
Eric Martinez,MIL,A,22,0,0,2.08,3,0,0,0,0,0,0,4.1,24,8,1,1,0,2,0,1,0,0,0,sa3017023
Alvaro Mejias,TBR,A,22,0,0,4.82,6,0,0,0,0,0,1,9.1,42,9,5,5,1,5,0,0,0,0,13,sa3017657
Keagan Gillies,BAL,A,28,0,0,1.69,5,0,0,0,0,0,1,5.1,21,4,1,1,0,2,0,0,0,0,5,sa3017686
Cesar De Jesus,TBR,A,22,4,3,2.36,20,0,0,0,0,2,2,26.2,125,27,14,7,0,18,0,1,4,2,29,sa3017767
Mason Auer,TBR,A,25,1,3,8.59,14,0,0,0,0,1,1,14.2,78,17,14,14,2,14,0,2,4,0,17,sa3017791
Adam Shoemaker,HOU,A,23,0,0,2.08,8,3,0,0,2,0,1,26.0,116,13,8,6,1,22,0,2,1,1,36,sa3017888
Caden Vire,BOS,A,22,2,1,11.85,12,0,0,0,0,1,1,13.2,77,13,19,18,1,25,0,1,4,0,18,sa3017967
Pablo Aldonis,WSN,A,24,0,0,8.31,3,0,0,0,0,1,0,4.1,22,6,5,4,2,2,0,0,0,0,3,sa3018289
Raimy Rodriguez,HOU,A,20,0,0,0.00,1,0,0,0,0,0,0,3.1,11,0,0,0,0,1,0,0,0,0,6,sa3018326
Frankeli Arias,CHW,A,23,0,0,5.40,5,0,0,0,0,0,1,8.1,36,8,5,5,1,3,0,0,0,0,12,sa3018352
Rafael Ramirez Jr.,WSN,A,20,0,0,17.18,3,0,0,0,0,0,0,3.2,24,5,7,7,1,4,0,4,0,0,0,sa3018476
Alfredo Velásquez,BAL,A,21,0,1,40.50,1,0,0,0,0,0,0,0.2,8,4,4,3,0,2,0,0,0,0,0,sa3018556
