Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Zack Wheeler,PHI,AA,36,0,0,6.52,2,2,0,0,0,0,0,9.2,38,10,7,7,2,1,0,0,0,0,13,10310
Shawn Armstrong,CLE,AA,35,1,0,4.50,2,0,0,0,0,1,1,2.0,9,2,1,1,0,1,0,0,0,0,3,12857
Gerrit Cole,NYY,AA,35,0,1,4.80,3,3,0,0,0,0,0,15.0,56,10,9,8,3,2,0,0,0,0,14,13125
Danny Coulombe,BOS,AA,36,0,0,0.00,1,1,0,0,0,0,0,1.0,4,1,0,0,0,0,0,0,0,0,0,13293
Erick Mejia,WSN,AA,31,3,0,1.50,22,0,0,0,6,1,5,24.0,107,20,9,4,2,13,0,1,2,1,32,15817
Carlos Rodón,NYY,AA,33,0,0,0.93,2,2,0,0,0,0,0,9.2,36,7,1,1,1,1,0,0,1,0,15,16137
Trevor Williams,WSN,AA,34,0,0,0.00,1,1,0,0,0,0,0,2.1,8,1,0,0,0,0,0,0,0,0,2,16977
Jack Flaherty,DET,AA,30,1,0,3.18,1,1,0,0,0,0,0,5.2,22,3,2,2,2,1,0,0,0,0,7,17479
Alex Young,WSN,AA,32,1,0,0.00,2,1,0,0,0,0,0,2.1,8,2,0,0,0,0,0,0,0,0,5,18333
Richard Lovelady,WSN,AA,30,0,0,13.50,1,0,0,0,0,0,1,1.1,7,2,2,2,0,1,0,0,0,0,0,19337
Patrick Sandoval,BOS,AA,29,0,0,1.13,2,2,0,0,0,0,0,8.0,27,2,1,1,1,2,0,0,0,0,11,19447
Guillo Zuñiga,NYM,AA,27,0,0,1.93,9,0,0,0,1,2,2,9.1,40,6,2,2,0,7,0,0,3,1,12,19588
Clarke Schmidt,NYY,AA,30,0,0,27.00,1,1,0,0,0,0,0,0.2,4,2,2,2,1,0,0,0,0,0,2,19899
Félix Bautista,BAL,AA,31,0,0,81.00,1,1,0,0,0,0,0,0.1,5,1,3,3,0,3,0,0,0,0,0,20666
Jose Espada,BAL,AA,29,0,0,13.50,1,0,0,0,0,1,0,1.1,7,2,2,2,1,1,0,0,0,0,1,21131
