Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Eli Morgan,NYY,AAA,30,33.0,.289,0.75,28.2%,30.8%,41.0%,18.8%,6.3%,51.3%,28.2%,20.5%,12.8%,218,338,556,20203
Mike Baumann,NYM,AAA,30,11.0,.333,1.42,21.6%,45.9%,32.4%,16.7%,8.3%,35.1%,35.1%,29.7%,10.5%,67,124,191,20206
Griffin Jax,TBR,AAA,31,3.0,.300,2.00,40.0%,40.0%,20.0%,50.0%,0.0%,30.0%,30.0%,40.0%,16.7%,17,25,42,20253
Daysbel Hernández,ATL,AAA,29,21.1,.352,2.42,26.8%,51.8%,21.4%,0.0%,16.7%,36.4%,41.8%,21.8%,9.1%,187,254,441,20271
Nick Raquet,STL,AAA,30,44.0,.372,1.37,30.8%,40.0%,29.2%,28.6%,5.7%,35.8%,26.8%,37.4%,13.2%,240,472,712,20333
Zack Kelly,BOS,AAA,31,17.1,.288,1.63,19.2%,50.0%,30.8%,25.0%,12.5%,48.1%,16.7%,35.2%,11.2%,113,172,285,20349
Steven Wilson,TBR,AAA,31,15.2,.268,0.67,28.6%,28.6%,42.9%,33.3%,5.6%,40.5%,23.8%,35.7%,11.0%,102,162,264,20353
Bruce Zimmermann,STL,AAA,31,78.2,.314,1.24,22.4%,42.9%,34.7%,14.5%,18.4%,45.0%,27.0%,27.9%,13.8%,400,825,1225,20370
Tyler Zuber,MIA,AAA,31,27.2,.373,0.72,31.7%,28.6%,39.7%,16.0%,24.0%,49.2%,16.9%,33.8%,14.2%,202,354,556,20379
Isaac Mattson,PIT,AAA,30,20.1,.292,1.47,21.3%,46.8%,31.9%,6.7%,0.0%,37.5%,20.8%,41.7%,17.1%,118,204,322,20385
Josh Fleming,STL,AAA,30,98.1,.295,1.66,21.1%,49.2%,29.7%,21.1%,13.3%,40.8%,27.8%,31.3%,8.9%,522,986,1508,20418
Jovani Morán,BOS,AAA,29,3.0,.167,0.67,16.7%,33.3%,50.0%,33.3%,0.0%,66.7%,16.7%,16.7%,16.1%,9,22,31,20422
Enoli Paredes,BAL,AAA,30,41.1,.300,1.10,22.1%,40.7%,37.2%,23.8%,14.3%,37.9%,32.8%,29.3%,8.9%,319,454,773,20447
Bryan Sammons,DET,AAA,31,41.0,.272,0.72,26.5%,30.8%,42.7%,28.0%,16.0%,46.0%,28.2%,25.8%,9.9%,285,430,715,20462
J.B. Bukauskas,MIL,AAA,29,7.0,.348,8.50,13.6%,77.3%,9.1%,50.0%,0.0%,52.2%,17.4%,30.4%,8.1%,74,86,160,20491
Nick Sandlin,DET,AAA,29,40.0,.236,0.97,19.8%,39.6%,40.7%,24.3%,10.8%,46.7%,20.7%,32.6%,17.4%,264,427,691,20517
Kutter Crawford,BOS,AAA,30,3.0,.429,0.50,40.0%,20.0%,40.0%,0.0%,75.0%,60.0%,10.0%,30.0%,15.0%,17,43,60,20531
Edwin Uceta,TBR,AAA,28,1.1,1.000,1.00,60.0%,20.0%,20.0%,0.0%,0.0%,20.0%,20.0%,60.0%,21.9%,11,21,32,20539
Grant Anderson,MIL,AAA,29,3.0,.400,0.20,45.5%,9.1%,45.5%,40.0%,20.0%,27.3%,36.4%,36.4%,5.3%,23,34,57,20546
Anderson Severino,NYM,AAA,31,20.2,.229,1.85,21.3%,51.1%,27.7%,23.1%,0.0%,50.0%,22.9%,27.1%,12.5%,122,175,297,20582
Félix Bautista,BAL,AAA,31,3.2,.250,1.33,12.5%,50.0%,37.5%,0.0%,0.0%,62.5%,25.0%,12.5%,13.3%,30,45,75,20666
Manuel Rodríguez,TBR,AAA,29,6.0,.438,0.83,35.3%,29.4%,35.3%,0.0%,33.3%,55.6%,33.3%,11.1%,10.9%,60,96,156,20794
Seth Martinez,BOS,AAA,31,70.0,.264,1.28,16.8%,46.6%,36.5%,28.9%,22.4%,46.7%,24.8%,28.6%,8.6%,392,711,1103,21045
Luis Gil,NYY,AAA,28,9.0,.286,0.43,9.1%,27.3%,63.6%,28.6%,7.1%,40.9%,22.7%,36.4%,10.5%,73,99,172,21052
Jose Espada,BAL,AAA,29,45.0,.256,0.96,18.3%,40.0%,41.7%,16.0%,12.0%,48.8%,28.5%,22.8%,14.5%,305,482,787,21131
Connor Brogdon,CLE,AAA,31,10.1,.095,1.25,18.2%,45.5%,36.4%,62.5%,12.5%,59.1%,13.6%,27.3%,13.8%,87,108,195,21205
Bailey Ober,MIN,AAA,30,5.0,.400,1.75,26.7%,46.7%,26.7%,25.0%,0.0%,33.3%,53.3%,13.3%,6.6%,26,50,76,21224
Jake Bird,NYY,AAA,30,13.0,.120,1.00,15.4%,42.3%,42.3%,36.4%,9.1%,46.2%,19.2%,34.6%,15.5%,62,119,181,21267
Bryce Montes de Oca,WSN,AAA,30,2.2,.000,1.00,0.0%,50.0%,50.0%,33.3%,33.3%,66.7%,16.7%,16.7%,15.7%,28,23,51,21319
Peter Strzelecki,NYY,AAA,31,31.0,.325,1.25,23.2%,42.7%,34.1%,14.3%,14.3%,45.2%,20.2%,34.5%,10.3%,174,321,495,21367
Joe Ryan,MIN,AAA,30,3.0,.000,0.50,0.0%,33.3%,66.7%,25.0%,25.0%,50.0%,33.3%,16.7%,7.1%,13,29,42,21390
Yerry De los Santos,NYY,AAA,28,42.1,.313,2.07,25.9%,50.0%,24.1%,14.3%,7.1%,41.7%,23.5%,34.8%,10.5%,250,426,676,21420
Davis Martin,CHW,AAA,29,5.0,.100,1.50,0.0%,60.0%,40.0%,0.0%,0.0%,60.0%,10.0%,30.0%,11.9%,19,40,59,21448
Konnor Pilkington,WSN,AAA,28,41.1,.235,1.20,22.4%,42.2%,35.3%,9.8%,12.2%,41.2%,26.9%,31.9%,10.4%,331,430,761,21453
Kris Bubic,KCR,AAA,28,4.1,.429,2.40,19.0%,57.1%,23.8%,60.0%,0.0%,52.4%,19.0%,28.6%,5.1%,29,50,79,21455
Cole Sands,MIN,AAA,28,7.0,.188,0.29,43.8%,12.5%,43.8%,14.3%,0.0%,37.5%,50.0%,12.5%,13.9%,43,72,115,21461
Shane McClanahan,TBR,AAA,29,3.0,.000,3.00,42.9%,42.9%,14.3%,0.0%,0.0%,57.1%,0.0%,42.9%,16.7%,10,20,30,21483
Stephen Kolek,KCR,AAA,29,19.0,.400,3.09,25.0%,56.7%,18.3%,27.3%,9.1%,52.5%,23.0%,24.6%,7.2%,111,209,320,21487
Connor Kaiser,KCR,AAA,29,1.0,.000,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,5,7,12,21535
Reiss Knehr,MIL,AAA,29,38.0,.316,1.55,20.2%,48.5%,31.3%,12.9%,9.7%,40.6%,27.7%,31.7%,11.0%,226,404,630,21541
Chase Shugart,PHI,AAA,29,8.0,.238,1.71,5.0%,60.0%,35.0%,0.0%,0.0%,42.9%,28.6%,28.6%,15.7%,32,83,115,21544
Justin Hagenman,NYM,AAA,29,4.0,.100,0.75,30.0%,30.0%,40.0%,0.0%,25.0%,81.8%,9.1%,9.1%,15.6%,17,47,64,21546
Jackson Kowar,BAL,AAA,29,5.0,.250,1.20,8.3%,50.0%,41.7%,0.0%,20.0%,42.9%,21.4%,35.7%,10.6%,35,50,85,21549
Brendon Little,TOR,AAA,29,32.0,.292,4.09,11.1%,71.4%,17.5%,18.2%,18.2%,46.3%,20.9%,32.8%,13.3%,243,327,570,21574
Kervin Castro,NYY,AAA,27,30.0,.250,1.50,22.5%,46.5%,31.0%,22.7%,9.1%,40.5%,23.0%,36.5%,13.0%,139,299,438,21656
Edward Cabrera,CHC,AAA,28,7.1,.400,1.17,18.8%,43.8%,37.5%,50.0%,16.7%,62.5%,12.5%,25.0%,15.0%,54,93,147,21690
Javier Assad,CHC,AAA,28,25.0,.358,1.33,31.7%,39.0%,29.3%,25.0%,12.5%,45.2%,22.6%,32.1%,6.8%,155,272,427,21741
Braxton Garrett,CHC,AAA,28,98.1,.222,1.62,16.2%,51.9%,32.0%,23.4%,15.6%,44.5%,27.5%,27.9%,15.1%,574,967,1541,21844
Cole Ragans,KCR,AAA,28,4.1,.167,0.83,15.4%,38.5%,46.2%,33.3%,16.7%,38.5%,30.8%,30.8%,13.2%,24,44,68,21846
Hagen Danner,CIN,AAA,27,32.2,.430,2.05,31.9%,45.7%,22.3%,9.5%,14.3%,42.7%,28.1%,29.2%,11.5%,259,369,628,22116
Max Kranick,WSN,AAA,28,4.2,.438,1.00,25.0%,37.5%,37.5%,33.3%,0.0%,56.3%,0.0%,43.8%,12.8%,26,60,86,22175
Easton McGee,MIL,AAA,28,55.2,.369,1.29,24.3%,42.6%,33.1%,16.1%,21.4%,46.2%,27.2%,26.6%,10.9%,313,640,953,22176
Hunter Greene,CIN,AAA,26,10.1,.111,0.57,18.5%,29.6%,51.9%,14.3%,0.0%,42.3%,42.3%,15.4%,12.3%,56,90,146,22182
Tobias Myers,NYM,AAA,27,36.1,.228,0.70,15.2%,34.8%,50.0%,28.3%,6.5%,43.2%,25.3%,31.6%,13.9%,186,355,541,22191
Hans Crouse,BAL,AAA,27,26.1,.279,1.89,23.5%,50.0%,26.5%,38.9%,16.7%,57.7%,18.3%,23.9%,14.7%,172,271,443,22192
Ryan Rolison,CHC,AAA,28,7.1,.450,3.67,30.0%,55.0%,15.0%,0.0%,0.0%,55.0%,15.0%,30.0%,14.3%,64,90,154,22200
DL Hall,MIL,AAA,27,3.2,.143,1.00,14.3%,42.9%,42.9%,33.3%,0.0%,42.9%,0.0%,57.1%,11.5%,31,30,61,22207
Jonathan Heasley,TBR,AAA,29,27.2,.279,1.52,22.7%,46.6%,30.7%,14.8%,11.1%,42.5%,28.7%,28.7%,10.5%,119,273,392,22224
Paul Campbell,CHC,AAA,30,66.1,.333,0.89,22.1%,36.8%,41.2%,20.2%,17.9%,47.6%,20.0%,32.4%,8.0%,373,709,1082,22248
Dylan Coleman,NYY,AAA,29,21.0,.222,0.90,15.6%,40.0%,44.4%,50.0%,10.0%,51.1%,12.8%,36.2%,12.4%,172,222,394,22276
Mason Englert,TBR,AAA,26,69.2,.349,1.16,25.2%,40.1%,34.7%,14.3%,18.6%,44.1%,29.9%,26.0%,12.0%,344,713,1057,22288
Brenan Hanifee,DET,AAA,28,34.2,.330,2.22,22.3%,53.6%,24.1%,14.8%,14.8%,34.5%,31.0%,34.5%,10.7%,208,369,577,22304
Colin Holderman,CLE,AAA,30,9.2,.429,2.33,28.6%,50.0%,21.4%,0.0%,16.7%,51.7%,31.0%,17.2%,12.1%,65,109,174,22361
Julian Garcia,CIN,AAA,31,35.2,.310,1.04,27.4%,37.0%,35.6%,23.1%,15.4%,41.3%,26.7%,32.0%,15.7%,201,397,598,22362
Raymond Burgos,BOS,AAA,27,70.0,.347,1.66,18.5%,50.9%,30.6%,20.6%,10.3%,44.4%,28.9%,26.7%,9.9%,425,731,1156,22370
Cal Stevenson,DET,AAA,29,2.0,.429,0.20,33.3%,11.1%,55.6%,20.0%,40.0%,44.4%,22.2%,33.3%,4.4%,20,25,45,22411
Taj Bradley,MIN,AAA,25,1.2,.500,3.00,25.0%,75.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,14.3%,17,25,42,22543
Yovanny Cruz,WSN,AAA,26,42.2,.324,1.24,22.4%,42.9%,34.7%,8.8%,11.8%,45.5%,27.7%,26.7%,18.2%,243,442,685,22622
Keider Montero,DET,AAA,25,4.0,.111,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,66.7%,11.1%,22.2%,8.3%,18,30,48,22630
Carlos Hernández,CLE,AAA,29,13.1,.269,0.79,16.7%,36.7%,46.7%,28.6%,28.6%,43.3%,13.3%,43.3%,16.6%,98,155,253,22713
Steward Berroa,PHI,AAA,27,1.1,.429,0.25,37.5%,12.5%,50.0%,0.0%,25.0%,50.0%,37.5%,12.5%,2.9%,20,15,35,22766
Dedniel Núñez,NYM,AAA,30,9.0,.190,1.13,19.0%,42.9%,38.1%,25.0%,0.0%,47.6%,23.8%,28.6%,22.0%,45,87,132,23055
Eduardo Salazar,MIN,AAA,28,22.0,.224,0.83,28.8%,32.2%,39.0%,26.1%,8.7%,48.3%,28.3%,23.3%,7.5%,150,211,361,23135
Eduarniel Núñez,CHC,AAA,27,22.1,.259,0.64,29.3%,27.6%,43.1%,32.0%,20.0%,40.7%,27.1%,32.2%,11.2%,192,256,448,23162
Steven Cruz,KCR,AAA,27,7.0,.429,1.00,30.0%,35.0%,35.0%,28.6%,14.3%,31.8%,27.3%,40.9%,17.2%,45,83,128,23165
Michael Plassmeyer,TOR,AAA,29,24.2,.111,1.37,16.7%,48.1%,35.2%,10.5%,10.5%,42.6%,31.5%,25.9%,12.4%,159,235,394,23191
Michael Grove,TBR,AAA,29,31.0,.316,1.62,31.3%,42.5%,26.3%,42.9%,9.5%,53.1%,21.0%,25.9%,13.4%,182,327,509,23221
Michael Mercado,PHI,AAA,27,49.1,.333,1.37,16.5%,48.2%,35.3%,22.4%,12.2%,47.3%,21.9%,30.8%,12.4%,338,507,845,23223
David Bañuelos,MIN,AAA,29,1.1,.429,0.60,11.1%,33.3%,55.6%,20.0%,40.0%,33.3%,44.4%,22.2%,3.7%,12,15,27,23250
Packy Naughton,STL,AAA,30,2.1,.333,3.00,33.3%,50.0%,16.7%,100.0%,0.0%,33.3%,16.7%,50.0%,21.1%,11,27,38,23292
Codi Heuer,CLE,AAA,29,38.2,.272,1.93,24.0%,50.0%,26.0%,18.5%,11.1%,46.2%,18.9%,34.9%,16.2%,200,373,573,23293
Janson Junk,MIA,AAA,30,5.2,.389,1.00,26.3%,36.8%,36.8%,14.3%,14.3%,42.1%,26.3%,31.6%,5.8%,36,67,103,23301
Collin Snider,CHC,AAA,30,40.1,.352,0.74,26.8%,31.2%,42.0%,22.4%,24.1%,46.0%,26.6%,27.3%,10.7%,302,484,786,23307
Nolan Hoffman,KCR,AAA,28,43.0,.393,2.04,23.4%,51.4%,25.2%,22.2%,7.4%,38.5%,32.1%,29.4%,11.6%,304,471,775,23381
Ricky Vanasco,DET,AAA,27,49.1,.310,1.81,23.7%,49.1%,27.2%,12.9%,3.2%,36.3%,23.9%,39.8%,8.4%,346,507,853,23391
PJ Poulin,WSN,AAA,29,6.0,.118,1.40,29.4%,41.2%,29.4%,20.0%,20.0%,44.4%,16.7%,38.9%,8.0%,44,56,100,23394
Max Lazar,PHI,AAA,27,32.2,.310,1.65,28.2%,44.7%,27.1%,26.1%,17.4%,52.2%,31.1%,16.7%,11.8%,224,384,608,23426
Tom Cosgrove,WSN,AAA,30,1.0,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,13.0%,8,15,23,23443
Hunter Stratton,ATL,AAA,29,32.2,.273,1.79,23.0%,49.4%,27.6%,16.7%,8.3%,28.4%,29.5%,42.0%,9.1%,205,331,536,23455
Cam Sanders,PIT,AAA,29,30.2,.309,1.26,23.2%,42.9%,33.9%,5.3%,21.1%,51.7%,20.7%,27.6%,18.0%,197,324,521,23479
Ron Marinaccio,MIN,AAA,30,1.0,.500,1.00,20.0%,40.0%,40.0%,0.0%,50.0%,20.0%,40.0%,40.0%,3.7%,12,15,27,23488
Matt Seelinger,DET,AAA,31,58.2,.296,0.71,25.5%,31.0%,43.4%,19.0%,17.5%,45.2%,28.8%,26.0%,12.3%,412,592,1004,23563
Josh Walker,BAL,AAA,31,31.1,.270,1.04,25.7%,37.8%,36.5%,29.6%,11.1%,40.3%,26.0%,33.8%,12.2%,165,293,458,23617
Randy Dobnak,KCR,AAA,31,10.2,.364,2.25,23.5%,52.9%,23.5%,12.5%,25.0%,60.0%,17.1%,22.9%,11.7%,62,117,179,23798
Ray Kerr,ATL,AAA,31,4.0,.000,1.33,12.5%,50.0%,37.5%,0.0%,66.7%,87.5%,12.5%,0.0%,20.0%,27,38,65,23809
Brayan Bello,BOS,AAA,27,18.2,.400,1.69,20.4%,50.0%,29.6%,12.5%,0.0%,40.7%,38.9%,20.4%,13.0%,131,199,330,23920
Luis Peralta,CHC,AAA,25,33.2,.338,0.79,30.6%,30.6%,38.9%,14.3%,14.3%,31.9%,27.8%,40.3%,14.7%,277,374,651,24203
Eddy Yean,WSN,AAA,25,58.0,.247,2.31,21.6%,54.7%,23.6%,14.3%,14.3%,50.7%,19.3%,30.0%,13.1%,339,577,916,24248
Luinder Avila,KCR,AAA,24,10.2,.333,1.27,16.7%,46.7%,36.7%,18.2%,9.1%,58.6%,24.1%,17.2%,10.9%,79,105,184,24452
Carlos Duran,KCR,AAA,24,8.2,.304,0.80,21.7%,34.8%,43.5%,50.0%,0.0%,54.5%,18.2%,27.3%,13.2%,57,95,152,24458
Adam Kloffenstein,NYY,AAA,25,112.1,.260,1.69,20.5%,50.0%,29.5%,20.0%,18.8%,52.4%,22.3%,25.3%,11.8%,720,1070,1790,24493
Simeon Woods Richardson,TOR,AAA,25,24.1,.265,0.53,19.4%,27.8%,52.8%,18.4%,13.2%,45.2%,27.4%,27.4%,12.5%,135,249,384,24494
Lyon Richardson,MIL,AAA,26,69.0,.288,2.29,24.6%,52.5%,22.9%,26.8%,17.1%,48.9%,24.2%,26.9%,10.7%,489,699,1188,24581
John Rooney,TBR,AAA,29,22.1,.269,1.69,17.3%,51.9%,30.8%,12.5%,18.8%,44.6%,21.4%,33.9%,9.5%,168,233,401,24590
Joey Gerber,NYM,AAA,29,26.2,.361,0.91,28.2%,34.1%,37.6%,31.3%,9.4%,50.0%,16.3%,33.7%,10.7%,170,317,487,24591
Drew Rom,MIL,AAA,26,41.0,.355,1.12,23.9%,40.2%,35.9%,18.2%,3.0%,29.3%,29.3%,41.3%,12.1%,257,460,717,24602
Jonathan Bowlan,PHI,AAA,29,1.0,.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,25.0%,5,11,16,24607
Tanner Andrews,TOR,AAA,30,44.0,.259,1.31,24.5%,42.7%,32.7%,33.3%,8.3%,50.5%,19.3%,30.3%,13.8%,330,451,781,24698
Gus Varland,WSN,AAA,29,24.0,.291,1.11,28.6%,37.5%,33.9%,26.3%,15.8%,53.4%,15.5%,31.0%,13.2%,155,254,409,24737
Ryan Fernandez,STL,AAA,28,33.0,.286,1.54,29.0%,43.0%,28.0%,15.4%,11.5%,52.1%,19.1%,28.7%,11.2%,214,359,573,24862
Lazaro Estrada,TOR,AAA,27,30.1,.195,0.76,19.8%,34.6%,45.7%,29.7%,10.8%,40.7%,25.9%,33.3%,11.8%,152,290,442,24914
Ethan Roberts,CHC,AAA,28,25.0,.262,1.04,26.9%,37.3%,35.8%,33.3%,12.5%,40.6%,26.1%,33.3%,10.8%,149,266,415,24930
Andrew Wantz,TBR,AAA,30,64.0,.346,1.25,31.2%,38.2%,30.6%,19.3%,7.0%,51.6%,20.7%,27.7%,10.1%,438,698,1136,24933
Austin Warren,NYM,AAA,30,14.1,.242,1.63,34.4%,40.6%,25.0%,25.0%,25.0%,42.9%,25.7%,31.4%,9.9%,75,147,222,24937
Shawn Dubin,WSN,AAA,30,3.1,.455,3.00,27.3%,54.5%,18.2%,0.0%,0.0%,36.4%,18.2%,45.5%,6.6%,29,47,76,24977
Kody Funderburk,MIN,AAA,29,12.0,.421,4.17,22.5%,62.5%,15.0%,33.3%,33.3%,42.5%,22.5%,35.0%,6.9%,66,136,202,24993
Evan Sisk,PIT,AAA,29,16.0,.275,1.60,27.8%,44.4%,27.8%,30.0%,0.0%,52.5%,22.5%,25.0%,15.3%,107,174,281,24995
Tim Herrin,CLE,AAA,29,1.0,.000,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,,,,46.7%,5,10,15,25139
Jayvien Sandridge,BAL,AAA,27,5.1,.471,1.80,12.5%,56.3%,31.3%,40.0%,0.0%,37.5%,18.8%,43.8%,12.5%,68,84,152,25158
Joe Jacques,NYM,AAA,31,24.1,.299,2.25,20.0%,55.4%,24.6%,18.8%,6.3%,39.7%,20.6%,39.7%,6.7%,178,270,448,25178
Yaramil Hiraldo,BAL,AAA,30,14.2,.143,0.36,18.9%,21.6%,59.5%,36.4%,9.1%,37.8%,27.0%,35.1%,16.9%,89,147,236,25215
Devin Sweet,BOS,AAA,29,59.1,.302,0.76,21.7%,33.7%,44.6%,20.7%,12.2%,44.1%,31.4%,24.5%,10.9%,399,650,1049,25348
Zach Penrod,WSN,AAA,29,46.1,.310,0.91,23.1%,36.6%,40.3%,20.4%,11.1%,45.6%,22.1%,32.4%,12.2%,331,471,802,25368
Gavin Hollowell,CHC,AAA,28,18.1,.250,1.07,21.6%,40.5%,37.8%,14.3%,7.1%,29.7%,24.3%,45.9%,14.7%,140,206,346,25427
Brandon Williamson,CIN,AAA,28,14.2,.367,1.71,22.4%,49.0%,28.6%,14.3%,7.1%,48.0%,22.0%,30.0%,8.5%,107,174,281,25463
Chase Solesky,CIN,AAA,28,70.2,.336,1.39,23.7%,44.3%,32.0%,27.1%,14.3%,37.2%,26.9%,35.9%,8.2%,422,757,1179,25480
Joe La Sorsa,PIT,AAA,28,32.1,.281,1.38,22.5%,44.9%,32.6%,27.6%,6.9%,39.6%,23.1%,37.4%,10.8%,144,320,464,25481
Paxton Schultz,WSN,AAA,28,23.2,.222,0.64,20.7%,31.0%,48.3%,21.4%,14.3%,36.2%,29.3%,34.5%,11.2%,152,257,409,25501
Aaron Schunk,ATL,AAA,28,0.1,.000,0.00,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0,1,1,25524
Sammy Peralta,MIL,AAA,28,1.0,.500,2.00,50.0%,50.0%,0.0%,0.0%,0.0%,50.0%,25.0%,25.0%,13.0%,10,13,23,25589
Adam Macko,TOR,AAA,25,24.1,.311,1.04,21.0%,40.3%,38.7%,25.0%,12.5%,34.4%,26.6%,39.1%,12.7%,150,275,425,25590
Xzavion Curry,NYM,AAA,27,65.2,.254,0.67,27.3%,29.2%,43.5%,28.6%,11.0%,49.3%,24.2%,26.5%,8.9%,353,624,977,25595
Antoine Kelly,CHC,AAA,26,27.1,.333,2.25,24.6%,52.2%,23.2%,31.3%,12.5%,36.0%,21.3%,42.7%,11.5%,221,317,538,25611
Luis Mey,CIN,AAA,25,37.1,.355,2.80,20.8%,58.3%,20.8%,15.0%,15.0%,45.8%,19.8%,34.4%,10.7%,299,428,727,25620
Daniel Espino,CLE,AAA,25,36.2,.275,0.84,20.0%,36.5%,43.5%,32.4%,13.5%,40.0%,23.5%,36.5%,15.9%,263,417,680,25625
Hunter Gaddis,CLE,AAA,28,4.1,.429,0.67,28.6%,28.6%,42.9%,50.0%,0.0%,71.4%,21.4%,7.1%,14.3%,39,59,98,25636
Justin Slaten,BOS,AAA,28,1.0,.500,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,16.7%,7,11,18,25648
Levi Stoudt,PHI,AAA,28,11.0,.154,1.44,15.4%,50.0%,34.6%,33.3%,0.0%,42.3%,26.9%,30.8%,9.8%,48,105,153,25650
Cole Waites,DET,AAA,28,9.1,.308,0.69,18.5%,33.3%,48.1%,30.8%,23.1%,48.3%,13.8%,37.9%,7.9%,86,104,190,25665
Zak Kent,WSN,AAA,28,49.2,.307,1.20,22.2%,42.4%,35.4%,21.6%,11.8%,48.6%,25.3%,26.0%,9.6%,292,534,826,25703
Anthony Nunez,BAL,AAA,24,13.0,.357,0.73,32.1%,28.6%,39.3%,18.2%,18.2%,50.0%,30.0%,20.0%,20.4%,93,147,240,25796
Blake Sabol,TBR,AAA,28,1.0,.250,1.00,75.0%,25.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,8.3%,3,9,12,25805
Braden Shewmake,NYY,AAA,28,0.1,.667,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,0.0%,66.7%,33.3%,0.0%,4,6,10,25817
Logan Davidson,TBR,AAA,28,1.0,.250,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,0.0%,8,13,21,25844
Noah Davis,PIT,AAA,29,119.0,.316,1.06,23.2%,39.5%,37.3%,24.1%,14.6%,48.1%,23.1%,28.8%,9.5%,851,1295,2146,25862
Connor Thomas,ATL,AAA,28,30.0,.238,3.06,19.8%,60.5%,19.8%,18.8%,12.5%,43.4%,19.3%,37.3%,9.0%,146,278,424,25873
Darius Vines,CIN,AAA,28,8.2,.296,1.88,17.9%,53.6%,28.6%,25.0%,12.5%,50.0%,17.9%,32.1%,13.2%,54,82,136,25928
Quinn Priester,MIL,AAA,25,8.2,.448,2.13,16.7%,56.7%,26.7%,37.5%,12.5%,56.7%,16.7%,26.7%,9.5%,123,119,242,25977
Seth Johnson,PHI,AAA,27,29.0,.284,1.55,20.3%,48.4%,31.3%,30.0%,10.0%,38.2%,19.1%,42.6%,15.7%,179,323,502,26020
Sawyer Gipson-Long,DET,AAA,28,98.2,.324,1.37,24.6%,43.6%,31.8%,20.7%,17.4%,51.9%,25.6%,22.5%,12.4%,650,1029,1679,26048
Beau Brieske,DET,AAA,28,30.0,.247,0.77,32.1%,29.6%,38.3%,41.9%,25.8%,47.5%,25.0%,27.5%,12.7%,164,276,440,26079
Bradley Hanner,NYY,AAA,27,54.2,.306,0.86,29.0%,32.8%,38.2%,32.0%,4.0%,35.6%,30.4%,34.1%,12.4%,339,578,917,26097
Jack Ralston,MIA,AAA,28,59.2,.208,1.02,17.7%,41.5%,40.8%,28.3%,11.3%,46.7%,28.1%,25.2%,14.3%,391,614,1005,26104
Amos Willingham,MIA,AAA,27,33.2,.296,0.84,20.2%,36.5%,43.3%,20.0%,13.3%,45.2%,26.0%,28.8%,14.0%,268,390,658,26128
Austin Pope,ATL,AAA,27,12.0,.347,1.77,28.0%,46.0%,26.0%,23.1%,23.1%,46.2%,23.1%,30.8%,5.0%,86,155,241,26136
Dominic Fletcher,PIT,AAA,28,1.0,.333,0.00,33.3%,0.0%,66.7%,50.0%,0.0%,33.3%,33.3%,33.3%,7.4%,14,13,27,26149
Jack Little,DET,AAA,28,57.2,.312,0.98,25.2%,37.1%,37.7%,26.7%,11.7%,45.3%,20.5%,34.2%,11.1%,376,616,992,26152
Connor Gillispie,PHI,AAA,28,17.1,.200,1.00,22.0%,39.0%,39.0%,31.3%,12.5%,50.0%,26.2%,23.8%,12.5%,97,167,264,26171
Chris Murphy,CHW,AAA,28,20.1,.294,1.06,35.3%,33.3%,31.4%,25.0%,6.3%,51.9%,21.2%,26.9%,11.2%,119,212,331,26214
Jackson Rutledge,WSN,AAA,27,20.1,.262,1.09,22.6%,40.3%,37.1%,13.0%,8.7%,44.4%,23.8%,31.7%,10.6%,135,194,329,26215
Alec Gamboa,BOS,AAA,29,51.1,.296,2.03,22.8%,51.7%,25.5%,18.9%,18.9%,41.9%,25.7%,32.4%,12.8%,226,514,740,26227
Orlando Ribalta,WSN,AAA,28,8.0,.200,0.60,20.0%,30.0%,50.0%,40.0%,0.0%,50.0%,20.0%,30.0%,16.3%,45,84,129,26247
Caleb Freeman,TOR,AAA,28,1.1,.667,0.50,0.0%,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,66.7%,11.4%,15,20,35,26255
Hunter Bigge,TBR,AAA,28,29.1,.271,1.03,13.7%,43.8%,42.5%,9.7%,22.6%,35.9%,33.3%,30.8%,12.4%,206,312,518,26259
Jack Weisenburger,NYM,AAA,28,59.1,.285,1.35,27.1%,41.8%,31.1%,16.4%,14.5%,39.4%,25.0%,35.6%,7.4%,395,637,1032,26333
Taylor Rashi,MIN,AAA,30,17.0,.372,1.77,18.2%,52.3%,29.5%,15.4%,23.1%,47.8%,30.4%,21.7%,9.6%,144,221,365,26344
