Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,AB/G,Age+,FG/G+,Approach+,Speed+,LD%+,HR/FB+,wRC+,5 Tool+,Hitter+,Est FB,AB,H,HR,R,RBI,SB,CS,BA,OBP,SLP,OPS,BABIP,BB%,K%,LD%,GB%,FB%,IFFB%,HR/FB%
Chase Heath,Available,STL,Texas League,AA,Yes,22.0,,5.0,3.1,3.8,108.5,42.4,26.4,99.7,112.5,0.0,49.0,96.9,89.0,3.3,19.0,5.0,0.0,2.0,0.0,1.0,0.0,0.263,0.3,0.263,0.563,0.417,0.05,0.35,0.273,0.455,0.273,0.333,0.0
Justin Lamkin,Available,KC,Texas League,AA,Yes,22.0,,3.0,0.0,0.0,108.5,0.0,100.0,1.8,100.0,100.0,-100.0,96.9,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Carlos Pérez,Available,DET,International League,AAA,Yes,35.0,,5.0,22.1,3.0,74.8,330.1,403.0,45.1,32.5,352.1,407.0,96.8,120.0,6.2,15.0,8.0,5.0,8.0,10.0,0.0,0.0,0.533,0.65,1.533,2.183,0.375,0.2,0.1,0.077,0.154,0.769,0.3,0.5
Braden Shewmake,Available,HOU,Florida Complex League,CPX,No,28.0,,2.0,13.2,3.0,69.2,191.3,100.0,121.7,183.7,0.0,260.0,96.8,113.1,1.2,6.0,3.0,0.0,2.0,1.0,1.0,0.0,0.5,0.625,0.833,1.458,0.5,0.125,0.0,0.4,0.4,0.2,0.0,0.0
Jesus Castillo,Available,PIT,Florida State League,A,No,22.0,,2.0,5.0,2.5,95.2,71.9,0.0,47.2,141.2,100.0,157.0,96.8,105.5,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,0.4,0.9,0.667,0.0,0.333,0.333,0.667,0.0,0.0,0.0
Brooks Bryan,Available,KC,Carolina League,A,Yes,21.0,,33.0,8.4,3.6,96.6,122.1,104.4,65.3,96.0,100.6,138.0,96.8,102.0,24.2,119.0,38.0,3.0,11.0,24.0,6.0,1.0,0.319,0.406,0.496,0.902,0.389,0.116,0.196,0.226,0.505,0.269,0.16,0.12
Brendan Summerhill,Available,TB,Florida Complex League,CPX,No,22.0,,5.0,13.4,3.6,88.0,193.5,239.1,102.2,80.8,0.0,114.0,96.8,102.7,4.0,18.0,6.0,0.0,3.0,6.0,3.0,0.0,0.333,0.409,0.444,0.854,0.353,0.136,0.091,0.176,0.588,0.235,0.0,0.0
Derek Cerda,Available,CHW,Carolina League,A,No,23.0,,32.0,7.5,3.6,88.2,109.0,111.6,72.2,103.6,115.7,111.0,96.8,106.9,28.7,114.0,31.0,4.0,16.0,19.0,5.0,2.0,0.272,0.364,0.421,0.785,0.303,0.098,0.165,0.244,0.433,0.322,0.345,0.138
Dean Toigo,Available,NYY,South Atlantic League,A+,Yes,23.0,,22.0,5.8,3.6,95.5,77.5,63.4,101.0,124.9,0.0,110.0,96.8,97.6,13.2,80.0,24.0,0.0,10.0,9.0,2.0,2.0,0.3,0.378,0.4,0.778,0.429,0.089,0.267,0.291,0.473,0.236,0.308,0.0
Diego Alambarrio,Not in Fantrax,SFG,Dominican Summer League,R,Yes,18.0,,40.0,7.3,3.0,97.9,97.8,130.1,102.7,90.0,26.7,108.0,96.8,95.8,48.7,120.0,33.0,1.0,27.0,23.0,3.0,0.0,0.275,0.405,0.4,0.805,0.294,0.092,0.092,0.165,0.388,0.447,0.239,0.022
David McCann,Available,NYY,South Atlantic League,A+,Yes,22.0,,23.0,8.6,3.9,99.9,115.3,33.3,74.4,83.3,195.9,101.0,96.8,98.4,23.5,89.0,20.0,8.0,12.0,20.0,2.0,0.0,0.225,0.296,0.506,0.802,0.214,0.041,0.255,0.194,0.387,0.419,0.154,0.308
Kervin Pichardo,Available,WSH,Eastern League,AA,Yes,24.0,,105.0,5.8,3.4,98.0,92.4,110.8,83.7,79.1,116.3,95.0,96.8,98.3,76.1,356.0,84.0,11.0,59.0,40.0,8.0,1.0,0.236,0.341,0.36,0.701,0.296,0.134,0.243,0.182,0.51,0.308,0.205,0.141
Miguel Palma,Available,NYY,Eastern League,AA,No,24.0,,55.0,6.2,3.2,98.0,99.7,102.0,40.9,89.9,151.8,94.0,96.8,104.5,46.1,178.0,40.0,9.0,30.0,33.0,0.0,0.0,0.225,0.313,0.399,0.712,0.244,0.095,0.209,0.207,0.43,0.363,0.245,0.184
Nick Peoples,Available,WSH,Carolina League,A,Yes,21.0,,66.0,5.8,3.2,96.6,83.4,57.7,111.8,84.9,129.1,88.0,96.8,95.4,48.9,210.0,38.0,8.0,37.0,30.0,10.0,8.0,0.181,0.335,0.338,0.673,0.265,0.159,0.348,0.2,0.367,0.433,0.288,0.154
Adriel Radney,Available,ARI,Arizona Complex League,CPX,No,19.0,,53.0,5.9,3.0,103.2,84.9,75.2,122.9,79.5,63.1,84.0,96.8,89.2,33.6,159.0,39.0,3.0,33.0,25.0,4.0,1.0,0.245,0.347,0.384,0.731,0.333,0.132,0.274,0.16,0.528,0.311,0.152,0.091
Tre' Morgan,Available,TB,International League,AAA,Yes,23.0,,50.0,5.5,3.9,113.8,81.4,32.4,32.8,92.8,121.8,80.0,96.8,94.5,48.7,194.0,46.0,9.0,22.0,24.0,0.0,1.0,0.237,0.3,0.407,0.708,0.311,0.056,0.315,0.22,0.37,0.409,0.154,0.173
Kennew Blanco,Available,TOR,Florida Complex League,CPX,Yes,20.0,,50.0,7.0,3.3,96.8,100.9,97.0,134.6,91.9,21.5,70.0,96.8,92.1,38.3,164.0,38.0,1.0,27.0,25.0,14.0,0.0,0.232,0.326,0.311,0.637,0.282,0.112,0.171,0.2,0.508,0.292,0.457,0.029
Ramcell Medina,Available,KC,Arizona Complex League,CPX,Yes,18.0,,46.0,5.5,3.3,108.9,78.8,85.7,31.1,108.3,38.8,65.0,96.8,98.2,36.4,152.0,38.0,2.0,22.0,23.0,0.0,0.0,0.25,0.324,0.342,0.666,0.3,0.09,0.198,0.218,0.479,0.303,0.278,0.056
Diego Tornes,Available,ATL,Florida Complex League,CPX,Yes,17.0,,30.0,6.1,3.7,113.9,87.6,43.8,128.1,84.1,0.0,47.0,96.8,81.2,33.1,112.0,22.0,0.0,11.0,15.0,8.0,4.0,0.196,0.274,0.304,0.578,0.259,0.065,0.218,0.183,0.427,0.39,0.406,0.0
Mark Vientos,Available,NYM,Eastern League,AA,No,26.0,,2.0,-0.5,2.5,90.5,-8.0,36.0,1.9,217.2,100.0,-31.0,96.8,115.2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.167,0.0,0.167,0.5,0.5,0.0,0.5,0.0,0.0
Mike Antico,Available,COL,Arizona Complex League,CPX,No,28.0,,3.0,10.7,1.7,70.0,153.4,439.1,42.6,124.2,0.0,250.0,96.7,123.4,3.0,5.0,2.0,0.0,3.0,3.0,0.0,0.0,0.4,0.667,0.8,1.467,0.5,0.333,0.111,0.25,0.0,0.75,0.0,0.0
Reece Moroney,Available,PHI,Florida State League,A,Yes,21.0,,14.0,8.9,4.0,99.7,127.3,87.1,85.3,114.5,0.0,178.0,96.7,96.8,9.2,56.0,24.0,0.0,12.0,8.0,0.0,1.0,0.429,0.515,0.518,1.033,0.632,0.152,0.273,0.27,0.486,0.243,0.222,0.0
David McCann,Available,NYY,Florida State League,A,No,22.0,,35.0,7.3,3.2,95.2,105.3,65.2,72.6,99.2,134.5,129.0,96.7,101.8,24.3,111.0,32.0,5.0,18.0,26.0,0.0,0.0,0.288,0.377,0.514,0.89,0.375,0.108,0.277,0.234,0.429,0.338,0.192,0.192
Willy Montero,Available,NYY,Florida State League,A,No,21.0,,78.0,8.1,3.7,99.7,117.0,65.9,114.3,79.7,110.7,113.0,96.7,92.8,71.6,288.0,80.0,12.0,42.0,49.0,18.0,3.0,0.278,0.35,0.472,0.822,0.349,0.096,0.257,0.188,0.444,0.367,0.211,0.158
Chase Adkison,Available,LAD,Midwest League,A+,No,26.0,,19.0,5.3,2.9,84.8,71.6,181.1,83.7,113.5,0.0,98.0,96.7,107.4,19.4,56.0,16.0,0.0,11.0,5.0,1.0,0.0,0.286,0.382,0.339,0.722,0.333,0.13,0.145,0.255,0.34,0.404,0.263,0.0
Daniel Flames,Available,TEX,Carolina League,A,Yes,19.0,,88.0,5.5,3.5,106.8,79.5,70.0,80.8,100.2,28.5,86.0,96.7,92.5,30.1,312.0,80.0,1.0,48.0,36.0,6.0,3.0,0.256,0.341,0.321,0.661,0.351,0.104,0.246,0.236,0.63,0.134,0.138,0.034
Matthew Boughton,Available,CHW,Carolina League,A,Yes,20.0,,106.0,6.5,3.7,101.4,94.1,88.9,137.6,82.0,27.7,73.0,96.7,88.3,121.9,393.0,88.0,4.0,68.0,34.0,30.0,9.0,0.224,0.315,0.316,0.63,0.279,0.102,0.204,0.193,0.402,0.405,0.205,0.033
Jesus Galiz,Available,LAD,Midwest League,A+,Yes,22.0,,16.0,5.6,3.6,100.2,76.2,130.1,5.5,131.4,0.0,71.0,96.7,107.6,15.7,58.0,14.0,0.0,3.0,11.0,0.0,0.0,0.241,0.338,0.276,0.614,0.304,0.132,0.191,0.295,0.364,0.341,0.333,0.0
Quinn McDaniel,Available,MIN,Texas League,AA,Yes,23.0,,26.0,4.9,3.2,103.7,67.1,172.1,88.6,76.6,0.0,66.0,96.7,93.5,18.3,82.0,15.0,0.0,14.0,5.0,4.0,1.0,0.183,0.356,0.207,0.563,0.25,0.202,0.212,0.186,0.508,0.305,0.333,0.0
Wallace Clark,Available,ARI,Northwest League,A+,Yes,24.0,,90.0,4.4,3.2,93.5,62.3,93.1,90.9,107.1,57.7,62.0,96.7,100.4,68.7,285.0,58.0,6.0,42.0,26.0,7.0,8.0,0.204,0.301,0.305,0.606,0.255,0.108,0.235,0.245,0.418,0.337,0.329,0.086
Juan Benjamin,Available,CLE,Eastern League,AA,No,23.0,,47.0,4.8,2.9,102.3,76.5,117.6,146.1,61.7,47.0,59.0,96.7,86.4,34.6,138.0,25.0,2.0,23.0,13.0,8.0,2.0,0.181,0.276,0.29,0.565,0.219,0.101,0.196,0.142,0.528,0.33,0.2,0.057
Willy Montero,Available,NYY,South Atlantic League,A+,Yes,21.0,,20.0,6.7,3.4,104.6,89.6,39.9,120.5,96.2,37.5,57.0,96.7,88.5,16.7,68.0,16.0,1.0,9.0,11.0,7.0,0.0,0.235,0.284,0.309,0.593,0.313,0.054,0.27,0.224,0.429,0.347,0.118,0.059
Payton Green,Available,MIA,International League,AAA,Yes,23.0,,8.0,2.8,2.9,113.8,42.0,115.1,67.7,84.3,0.0,55.0,96.7,89.5,5.0,23.0,3.0,0.0,4.0,1.0,0.0,1.0,0.13,0.333,0.13,0.464,0.2,0.2,0.267,0.2,0.467,0.333,0.4,0.0
Samir Guerrero,Not in Fantrax,CHC,Dominican Summer League,R,Yes,17.0,,27.0,3.2,2.1,103.7,43.3,107.3,84.3,100.4,0.0,39.0,96.7,94.2,12.4,56.0,7.0,0.0,9.0,5.0,4.0,1.0,0.125,0.319,0.125,0.444,0.163,0.194,0.181,0.184,0.526,0.289,0.364,0.0
Yoeilin Cespedes,Daddy Yankee (MINORS),BOS,Eastern League,AA,Yes,20.0,,22.0,4.4,4.0,117.6,70.2,41.9,64.3,84.3,66.0,38.0,96.7,87.3,24.6,89.0,17.0,2.0,7.0,9.0,1.0,0.0,0.191,0.234,0.303,0.537,0.246,0.053,0.274,0.194,0.403,0.403,0.48,0.08
Cristhian Vaquero,Available,WSH,Florida Complex League,CPX,No,21.0,,12.0,3.2,2.7,92.2,46.3,12.3,111.9,143.8,0.0,-5.0,96.7,98.3,3.9,32.0,5.0,0.0,4.0,2.0,4.0,1.0,0.156,0.206,0.156,0.362,0.238,0.029,0.314,0.313,0.5,0.188,0.333,0.0
Wyatt Langford,Third Degree Burnes (ACTIVE),TEX,Texas League,AA,No,24.0,,2.0,15.8,2.5,99.4,215.6,173.1,96.0,0.0,635.2,280.0,96.6,95.4,0.7,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.4,0.625,1.0,1.625,0.5,0.375,0.25,0.0,0.667,0.333,0.0,1.0
Peyton Williams,Available,TOR,Florida State League,A,No,25.0,,9.0,9.9,3.2,83.7,142.1,129.0,88.9,92.0,140.1,162.0,96.6,107.2,4.8,29.0,10.0,1.0,8.0,8.0,0.0,0.0,0.345,0.447,0.586,1.034,0.409,0.158,0.211,0.217,0.565,0.217,0.2,0.2
Diego Conseción,Not in Fantrax,STL,Dominican Summer League,R,Yes,18.0,,41.0,9.0,2.9,97.9,120.0,75.6,114.9,90.0,71.7,138.0,96.6,93.8,33.5,119.0,35.0,2.0,34.0,28.0,6.0,2.0,0.294,0.462,0.496,0.958,0.423,0.234,0.253,0.165,0.405,0.43,0.294,0.059
Henry Ford,Available,SEA,California League,A,Yes,21.0,,13.0,10.1,3.6,100.0,130.5,77.3,47.0,85.8,170.0,121.0,96.6,101.9,15.7,47.0,12.0,4.0,8.0,15.0,1.0,1.0,0.255,0.375,0.511,0.886,0.296,0.125,0.286,0.194,0.226,0.581,0.222,0.222
Corey Julks,Available,DET,International League,AAA,Yes,30.0,,93.0,7.7,3.7,87.2,114.3,98.9,94.3,99.5,116.2,111.0,96.6,104.0,93.7,347.0,93.0,16.0,51.0,58.0,9.0,3.0,0.268,0.341,0.455,0.796,0.298,0.097,0.198,0.236,0.401,0.363,0.227,0.165
Braylen Wimmer,Available,COL,Eastern League,AA,Yes,25.0,,76.0,7.2,3.3,94.1,116.0,71.1,163.6,80.8,67.6,103.0,96.6,89.7,49.9,250.0,65.0,4.0,49.0,29.0,29.0,3.0,0.26,0.361,0.388,0.749,0.384,0.115,0.304,0.186,0.5,0.314,0.082,0.082
Cam Clayton,Available,MIA,Midwest League,A+,Yes,23.0,,79.0,6.3,2.7,95.9,85.8,148.0,131.0,68.6,53.5,102.0,96.6,93.0,65.6,215.0,46.0,5.0,45.0,23.0,24.0,6.0,0.214,0.371,0.353,0.725,0.265,0.183,0.209,0.154,0.423,0.423,0.348,0.076
Colby Jones,Available,ATL,Southern League,AA,Yes,22.0,,4.0,7.2,2.8,107.6,105.0,39.6,154.9,86.1,0.0,98.0,96.6,81.4,2.0,11.0,2.0,0.0,1.0,1.0,3.0,0.0,0.182,0.308,0.455,0.762,0.4,0.154,0.462,0.2,0.4,0.4,0.0,0.0
Eloy Jiménez,Available,TOR,International League,AAA,Yes,29.0,,33.0,5.4,3.6,90.3,81.3,114.5,28.7,136.2,39.4,96.0,96.6,111.3,18.4,119.0,34.0,1.0,14.0,13.0,0.0,0.0,0.286,0.353,0.361,0.715,0.337,0.083,0.158,0.323,0.49,0.188,0.056,0.056
Corey Joyce,Available,TEX,Texas League,AA,Yes,27.0,,87.0,6.9,3.4,88.4,94.7,88.0,97.8,103.8,101.0,92.0,96.6,102.8,79.7,298.0,74.0,13.0,55.0,47.0,11.0,2.0,0.248,0.332,0.409,0.742,0.293,0.096,0.228,0.252,0.364,0.383,0.171,0.159
Jordan Sanchez,Available,BAL,Carolina League,A,No,20.0,,66.0,7.1,3.9,101.4,102.7,61.3,70.5,97.2,101.4,90.0,96.6,97.5,63.6,255.0,63.0,8.0,29.0,47.0,5.0,2.0,0.247,0.312,0.392,0.704,0.297,0.081,0.232,0.229,0.427,0.344,0.197,0.121
Carlos Matias,Available,TB,Florida Complex League,CPX,Yes,19.0,,19.0,8.3,3.7,101.9,119.3,62.2,105.4,97.8,43.8,87.0,96.6,92.3,18.8,71.0,19.0,1.0,12.0,10.0,7.0,0.0,0.268,0.358,0.366,0.724,0.346,0.099,0.222,0.213,0.426,0.362,0.353,0.059
Anderson Areinamo,Available,HOU,Florida Complex League,CPX,Yes,19.0,,46.0,7.4,2.9,101.9,107.5,97.6,110.3,79.0,61.6,83.0,96.6,91.5,48.0,135.0,27.0,4.0,31.0,26.0,12.0,1.0,0.2,0.339,0.348,0.687,0.232,0.155,0.208,0.172,0.343,0.485,0.229,0.083
Nate Mondou,Available,SD,Pacific Coast League,AAA,Yes,31.0,,42.0,7.1,3.3,86.4,92.9,72.4,110.3,112.6,84.3,83.0,96.6,102.5,40.0,138.0,35.0,5.0,23.0,29.0,1.0,0.0,0.254,0.333,0.442,0.775,0.306,0.106,0.238,0.282,0.311,0.408,0.19,0.119
Manuel Beltre,Available,TOR,Northwest League,A+,Yes,22.0,,58.0,5.8,3.5,102.0,80.8,71.3,90.9,93.1,70.4,83.0,96.6,94.2,55.2,201.0,49.0,6.0,30.0,25.0,6.0,3.0,0.244,0.307,0.393,0.7,0.287,0.071,0.218,0.213,0.419,0.368,0.386,0.105
Ramón Rodríguez,Available,MIL,International League,AAA,Yes,27.0,,49.0,4.9,3.4,96.9,72.7,111.8,49.2,110.9,54.2,81.0,96.6,103.6,39.3,168.0,43.0,3.0,16.0,17.0,1.0,0.0,0.256,0.326,0.339,0.665,0.29,0.074,0.149,0.263,0.453,0.285,0.282,0.077
Joe Lampe,Available,CLE,Eastern League,AA,No,25.0,,41.0,5.6,3.5,94.1,89.2,88.6,140.2,103.0,0.0,78.0,96.6,92.9,29.6,142.0,32.0,0.0,24.0,12.0,9.0,2.0,0.225,0.325,0.296,0.621,0.323,0.117,0.264,0.237,0.464,0.299,0.414,0.0
Bryan Andrade,Available,ATH,California League,A,Yes,21.0,,101.0,7.5,4.0,100.0,97.1,88.3,119.1,80.0,70.5,75.0,96.6,91.7,108.1,404.0,99.0,10.0,68.0,60.0,13.0,1.0,0.245,0.324,0.381,0.705,0.296,0.091,0.215,0.181,0.461,0.359,0.211,0.092
Luis Mendez,Available,COL,California League,A,Yes,23.0,,68.0,5.1,3.3,91.3,66.2,119.0,102.3,101.7,42.9,69.0,96.6,100.1,36.6,223.0,50.0,2.0,40.0,16.0,9.0,4.0,0.224,0.326,0.296,0.622,0.286,0.123,0.207,0.23,0.552,0.218,0.333,0.056
Aeverson Arteaga,Available,SF,Pacific Coast League,AAA,Yes,23.0,,68.0,5.1,3.4,116.5,66.4,53.2,60.0,91.8,37.6,66.0,96.6,88.5,57.1,232.0,56.0,3.0,25.0,34.0,1.0,2.0,0.241,0.297,0.336,0.633,0.305,0.069,0.225,0.23,0.443,0.328,0.298,0.053
Jesús Bastidas,Available,MIA,International League,AAA,Yes,27.0,,41.0,6.3,3.4,96.9,94.5,33.9,149.7,88.5,83.8,65.0,96.6,89.6,40.7,139.0,30.0,5.0,18.0,26.0,5.0,0.0,0.216,0.261,0.388,0.65,0.258,0.045,0.266,0.21,0.37,0.42,0.167,0.119
Tyler Spangler,Available,PHI,Florida State League,A,Yes,18.0,,9.0,7.3,3.8,116.3,105.4,101.2,47.2,53.0,140.1,64.0,96.6,90.4,5.0,34.0,6.0,1.0,9.0,6.0,0.0,0.0,0.176,0.31,0.294,0.604,0.208,0.143,0.238,0.125,0.667,0.208,0.0,0.2
Daunte Stuart,Available,PHI,South Atlantic League,A+,Yes,25.0,,56.0,5.9,3.6,87.9,78.6,96.2,115.2,110.3,44.5,63.0,96.6,100.6,43.3,202.0,43.0,3.0,23.0,17.0,19.0,6.0,0.213,0.295,0.302,0.597,0.261,0.097,0.207,0.257,0.461,0.283,0.279,0.07
Wyatt Young,Available,NYM,Eastern League,AA,Yes,26.0,,88.0,4.4,3.2,90.5,70.1,114.8,91.5,117.7,11.5,61.0,96.6,102.2,69.9,278.0,59.0,1.0,29.0,20.0,16.0,3.0,0.212,0.305,0.255,0.561,0.276,0.118,0.22,0.271,0.396,0.333,0.13,0.014
Patrick Wisdom,Available,SEA,Pacific Coast League,AAA,Yes,34.0,,69.0,11.7,3.8,78.8,153.7,69.8,85.2,103.4,211.9,163.0,96.5,111.1,89.0,261.0,78.0,32.0,58.0,72.0,4.0,2.0,0.299,0.385,0.724,1.109,0.299,0.114,0.254,0.259,0.162,0.578,0.159,0.299
Ethan Petry,Available,WSH,South Atlantic League,A+,No,22.0,,43.0,9.0,3.8,99.9,120.5,89.2,60.3,90.2,119.6,136.0,96.5,100.0,44.7,165.0,49.0,9.0,24.0,34.0,4.0,1.0,0.297,0.392,0.521,0.913,0.36,0.113,0.242,0.21,0.387,0.403,0.146,0.188
Yeferson Portolatin,Available,STL,Dominican Summer League,R,No,18.0,,20.0,9.6,3.1,97.9,127.7,115.6,125.7,64.9,97.3,134.0,96.5,92.1,25.0,62.0,14.0,2.0,22.0,7.0,7.0,4.0,0.226,0.467,0.435,0.902,0.286,0.278,0.2,0.119,0.286,0.595,0.28,0.08
Juan Duran,Available,WSN,Dominican Summer League,R,Yes,16.0,,43.0,7.2,3.1,110.2,96.6,97.6,64.4,81.8,57.1,126.0,96.5,92.1,44.2,133.0,44.0,2.0,16.0,18.0,11.0,5.0,0.331,0.438,0.474,0.912,0.382,0.117,0.142,0.15,0.449,0.402,0.116,0.047
Victor Marquez,Available,PIT,Dominican Summer League,R,Yes,18.0,,36.0,8.0,2.8,97.9,106.4,154.3,99.6,88.9,0.0,97.0,96.5,95.7,29.1,100.0,22.0,0.0,23.0,21.0,12.0,1.0,0.22,0.412,0.25,0.662,0.265,0.204,0.139,0.163,0.488,0.35,0.464,0.0
Vimael Machín,Available,COL,Pacific Coast League,AAA,Yes,32.0,,110.0,8.1,3.9,83.7,106.4,144.7,91.0,103.0,78.0,96.0,96.5,106.9,107.1,427.0,124.0,12.0,61.0,73.0,7.0,3.0,0.29,0.371,0.445,0.816,0.319,0.109,0.139,0.258,0.437,0.305,0.101,0.11
Zach Levenson,Available,STL,Texas League,AA,No,24.0,,86.0,5.7,3.4,99.4,78.0,94.6,49.8,102.6,86.4,86.0,96.5,101.8,76.6,291.0,64.0,11.0,39.0,41.0,3.0,2.0,0.22,0.33,0.385,0.715,0.273,0.128,0.257,0.249,0.356,0.395,0.259,0.136
Ronald Acuña Jr.,Daddy Yankee (ACTIVE),ATL,International League,AAA,Yes,28.0,,6.0,5.2,3.2,93.5,78.4,191.7,102.5,84.3,0.0,84.0,96.5,98.4,5.3,19.0,5.0,0.0,3.0,1.0,1.0,0.0,0.263,0.375,0.263,0.638,0.313,0.167,0.167,0.2,0.467,0.333,0.0,0.0
Ariel Armas,Available,CHC,Southern League,AA,Yes,23.0,,103.0,5.3,3.5,102.9,76.9,106.3,81.2,85.3,62.1,84.0,96.5,94.8,64.6,364.0,85.0,6.0,49.0,36.0,7.0,2.0,0.234,0.32,0.338,0.658,0.286,0.101,0.204,0.198,0.568,0.234,0.297,0.094
Diosfran Cabeza,Available,ARI,Northwest League,A+,Yes,23.0,,17.0,4.2,2.9,97.5,59.0,162.0,30.3,115.0,0.0,80.0,96.5,105.7,7.0,49.0,12.0,0.0,7.0,5.0,0.0,0.0,0.245,0.367,0.265,0.632,0.316,0.167,0.2,0.263,0.553,0.184,0.429,0.0
Wuilfredo Antunez,Available,PHI,Eastern League,AA,Yes,24.0,,81.0,5.8,3.7,98.0,93.5,46.3,107.1,82.1,144.4,73.0,96.5,94.6,74.3,300.0,60.0,14.0,37.0,47.0,5.0,3.0,0.2,0.261,0.403,0.664,0.253,0.079,0.327,0.189,0.403,0.408,0.138,0.175
Adonanfer Reyes,Available,LAA,Dominican Summer League,R,Yes,17.0,,43.0,4.9,2.3,103.7,65.8,79.1,111.9,97.6,0.0,69.0,96.5,90.0,35.9,101.0,17.0,0.0,22.0,15.0,7.0,4.0,0.168,0.365,0.218,0.583,0.227,0.165,0.209,0.179,0.343,0.478,0.438,0.0
Jan Luis Reyes,Available,CHC,Arizona Complex League,CPX,No,20.0,,35.0,6.5,3.4,98.0,93.7,139.0,127.8,71.0,42.3,68.0,96.5,91.7,33.0,120.0,27.0,2.0,19.0,13.0,9.0,5.0,0.225,0.314,0.367,0.681,0.255,0.109,0.152,0.143,0.52,0.337,0.182,0.061
Luis Arias,Available,WSH,Florida Complex League,CPX,Yes,20.0,,48.0,4.3,2.7,96.8,62.1,31.4,42.2,114.8,148.6,68.0,96.5,104.6,19.7,129.0,30.0,4.0,17.0,23.0,1.0,1.0,0.233,0.315,0.349,0.664,0.347,0.096,0.349,0.25,0.487,0.263,0.25,0.2
Cameron Decker,Available,LAD,Arizona Complex League,CPX,No,22.0,,10.0,5.0,3.0,89.1,72.6,57.0,42.6,130.6,115.8,61.0,96.5,109.9,5.7,30.0,5.0,1.0,9.0,3.0,0.0,0.0,0.167,0.286,0.367,0.652,0.222,0.108,0.297,0.263,0.421,0.316,0.667,0.167
Imanol Feliz,Available,HOU,Dominican Summer League,R,Yes,17.0,,37.0,4.5,2.5,103.7,60.4,94.7,75.1,107.5,0.0,54.0,96.5,95.2,26.9,94.0,15.0,0.0,15.0,10.0,7.0,3.0,0.16,0.341,0.191,0.533,0.211,0.203,0.203,0.197,0.424,0.379,0.44,0.0
Dylan Fien,Available,ATH,Midwest League,A+,Yes,20.0,,71.0,5.0,3.9,110.2,68.0,57.9,80.1,96.2,29.5,36.0,96.5,89.8,71.4,275.0,55.0,3.0,27.0,37.0,1.0,1.0,0.2,0.275,0.295,0.569,0.272,0.088,0.271,0.216,0.411,0.374,0.338,0.042
Enixon Sanchez,Available,NYY,Florida Complex League,CPX,Yes,18.0,,12.0,0.0,0.0,107.6,0.0,100.0,1.6,100.0,100.0,-100.0,96.5,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Angel Rodriguez,Available,DET,Dominican Summer League,R,Yes,19.0,,29.0,6.4,1.8,92.8,85.1,118.5,62.8,78.0,173.9,180.0,96.4,104.3,7.0,51.0,18.0,1.0,14.0,14.0,3.0,1.0,0.353,0.56,0.49,1.05,0.486,0.293,0.2,0.143,0.657,0.2,0.0,0.143
Jose Camacho,Available,LAA,Dominican Summer League,R,Yes,19.0,,44.0,7.4,2.5,92.8,98.8,132.8,102.7,88.9,57.1,136.0,96.4,98.6,44.7,112.0,28.0,2.0,31.0,19.0,6.0,1.0,0.25,0.479,0.402,0.88,0.313,0.245,0.172,0.163,0.3,0.538,0.302,0.047
Caleb Bartolero,Available,LAA,Northwest League,A+,No,26.0,,40.0,6.5,3.6,86.3,91.5,114.2,78.7,107.1,95.9,132.0,96.4,106.5,34.0,144.0,44.0,5.0,34.0,10.0,0.0,0.0,0.306,0.387,0.479,0.866,0.364,0.104,0.196,0.245,0.436,0.318,0.257,0.143
TJ Friedl,Available,CIN,International League,AAA,Yes,30.0,,18.0,7.2,3.9,87.2,107.5,93.6,106.6,95.3,117.6,122.0,96.4,102.1,17.0,70.0,19.0,3.0,13.0,5.0,2.0,0.0,0.271,0.37,0.471,0.842,0.32,0.099,0.21,0.226,0.434,0.34,0.222,0.167
Canon Reeder,Available,PIT,Florida Complex League,CPX,No,23.0,,5.0,3.4,2.4,84.2,49.1,135.6,50.3,114.8,100.0,118.0,96.4,112.1,0.0,12.0,2.0,0.0,2.0,1.0,0.0,2.0,0.167,0.474,0.167,0.64,0.25,0.263,0.211,0.25,0.75,0.0,0.0,0.0
Jeral Perez,Available,CHW,South Atlantic League,A+,No,21.0,,54.0,8.0,4.0,104.6,107.6,158.1,58.5,73.0,64.2,117.0,96.4,96.7,67.5,215.0,60.0,7.0,36.0,32.0,1.0,1.0,0.279,0.378,0.442,0.82,0.317,0.134,0.173,0.17,0.427,0.404,0.275,0.101
Larry Martinez,Available,TB,Carolina League,A,No,20.0,,24.0,6.1,4.0,101.4,88.6,19.9,51.6,122.7,83.8,111.0,96.4,99.8,19.5,96.0,31.0,2.0,9.0,11.0,1.0,0.0,0.323,0.343,0.438,0.781,0.392,0.02,0.202,0.289,0.447,0.263,0.25,0.1
