Player Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Source Report,Source League ID,Level_advanced,PA_advanced,BB%,K%,BB/K,AVG_advanced,OBP_advanced,SLG,OPS_advanced,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,Source Report_advanced,Level_batted,PA_batted,BABIP_batted,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB%,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,Source Report_batted,League Name,League Level,FGPts_est,Fantasy Points Formula,FGPts_per_game,AB_per_game,BA,OBP,SLP,OPS,BB_K_ratio,BB_pct,K_pct,Approach_score,Speed_score,HR_FB_pct,Estimated BIP,Estimated FB,Team League Max G,Player Team Game Share
Ashly Andujar,COL,A,18,9,31,34,5,2,2,0,1,4,3,3,0,5,0,0,0,2,1,0,0.161290322,sa3023890,standard,8,A,34,0.088235294,0.147058823,0.6,0.161290322,0.235294117,0.322580645,0.557874762,0.161290323,5.83930699707971,0.16,0.1679746066220104,1.9574718545608052,-3.3265686858959667,0.2535178030238432,38.95217700400381,advanced,A,34,0.16,1.5,0.166666666,0.5,0.333333333,0.75,0.125,0.42307692,0.23076923,0.34615385,0.14529915,35.0,82.0,117.0,batted,California League,A,45.0,fantrax_hitting_categories,5.0,3.4444444444444446,0.16129032258064516,0.23529411764705882,0.3225806451612903,0.5578747628083491,0.6,0.088235294,0.147058823,0.45882352979999996,5.83930699707971,0.125,25.0,8.333333325,53,0.16981132075471697
Breyson Guedez,OAK,A,18,49,209,224,54,43,7,2,2,26,22,13,1,63,1,1,0,5,0,0,0.258373205,sa3067688,standard,8,A,224,0.058035714,0.28125,0.206349206,0.258373205,0.303571428,0.339712918,0.643284346,0.081339713,3.57554944625,0.358620689,-0.3586844392120838,21.855976514453335,-12.956525869732456,0.2971895278302008,59.11594576807051,advanced,A,224,0.358620689,2.533333333,0.278911564,0.517006802,0.204081632,0.066666666,0.066666666,0.42176871,0.21768707,0.36054422,0.16281896,256.0,567.0,823.0,batted,California League,A,262.5,fantrax_hitting_categories,5.357142857142857,4.26530612244898,0.2583732057416268,0.30357142857142855,0.3397129186602871,0.6432843472317156,0.20634920634920634,0.058035714,0.28125,0.13633786853968255,3.57554944625,0.066666666,145.0,29.59183664,49,1.0
Gabriel Davalillo,LAA,A,18,43,151,177,40,29,7,0,4,17,22,20,0,49,2,4,0,3,0,0,0.264900662,sa3068659,standard,8,A,177,0.11299435,0.276836158,0.408163265,0.264900662,0.350282485,0.390728476,0.741010961,0.125827814,0.96874999625,0.352941176,-0.326659042853862,24.711508698756344,-2.7965847030333193,0.3430919694361714,88.46815253107764,advanced,A,177,0.352941176,1.135135135,0.225490196,0.411764705,0.362745098,0.162162162,0.108108108,0.5047619,0.2,0.2952381,0.14723032,250.0,436.0,686.0,batted,California League,A,244.5,fantrax_hitting_categories,5.686046511627907,3.511627906976744,0.26490066225165565,0.3502824858757062,0.39072847682119205,0.7410109626968983,0.40816326530612246,0.11299435,0.276836158,0.249048772244898,0.96874999625,0.108108108,102.0,36.999999996,51,0.8431372549019608
Jose Verdugo,SDP,A,18,44,156,179,44,35,5,2,2,27,20,15,0,30,1,1,6,3,14,4,0.282051282,sa3067649,standard,8,A,179,0.083798882,0.167597765,0.5,0.282051282,0.346820809,0.378205128,0.725025937,0.096153846,7.966460968861795,0.336,0.2826531040482223,24.20631259734112,-3.6126067185930593,0.3383072976432095,87.67630853207147,advanced,A,179,0.336,0.977777777,0.264462809,0.363636363,0.371900826,0.266666666,0.044444444,0.32575758,0.29545455,0.37878788,0.09516616,237.0,425.0,662.0,batted,California League,A,341.5,fantrax_hitting_categories,7.761363636363637,3.5454545454545454,0.28205128205128205,0.3468208092485549,0.3782051282051282,0.7250259374536832,0.5,0.083798882,0.167597765,0.3743016765,7.966460968861795,0.044444444,125.0,46.48760325,52,0.8461538461538461
Carlos Renzullo,COL,A,19,23,87,96,23,17,3,2,1,16,15,7,0,15,0,2,0,2,1,2,0.264367816,sa3024879,standard,8,A,96,0.072916666,0.15625,0.466666666,0.264367816,0.3125,0.379310344,0.691810344,0.114942528,6.262690680690263,0.301369863,-1.0490658469498158,10.901050679287025,-4.018593199649743,0.3146383886535962,75.01221194166035,advanced,A,96,0.301369863,1.727272727,0.166666666,0.527777777,0.305555555,0.181818181,0.045454545,0.39189189,0.22972973,0.37837838,0.06774194,103.0,207.0,310.0,batted,California League,A,164.5,fantrax_hitting_categories,7.1521739130434785,3.782608695652174,0.26436781609195403,0.3125,0.3793103448275862,0.6918103448275862,0.4666666666666667,0.072916666,0.15625,0.35972222253333336,6.262690680690263,0.045454545,73.0,22.305555514999998,53,0.4339622641509434
Chase Harlan,LAD,A,19,44,165,207,55,36,8,3,8,32,35,35,0,38,4,2,0,5,0,0,0.333333333,sa3067256,standard,8,A,207,0.169082125,0.183574879,0.921052631,0.333333333,0.456310679,0.563636363,1.019947042,0.23030303,3.8471254275,0.388429752,-0.4803809453733265,50.3542555441129,18.183773430155497,0.4562539244161069,156.6966761064126,advanced,A,207,0.388429752,1.325581395,0.206349206,0.452380952,0.341269841,0.139534883,0.186046511,0.43410853,0.2248062,0.34108527,0.09937107,352.0,443.0,795.0,batted,California League,A,439.0,fantrax_hitting_categories,9.977272727272727,3.75,0.3333333333333333,0.4563106796116505,0.5636363636363636,1.0199470432480142,0.9210526315789473,0.169082125,0.183574879,0.59623697,3.8471254275,0.186046511,121.0,41.293650761,49,0.8979591836734694
Ching-Hsien Ko,LAD,A,19,40,150,186,41,26,7,0,8,29,37,32,0,47,2,2,0,3,1,1,0.273333333,sa3025230,standard,8,A,186,0.17204301,0.252688172,0.680851063,0.273333333,0.403225806,0.48,0.883225806,0.206666667,2.3715770801829907,0.340206185,-0.7319767270237207,35.952390726745016,7.045580711305024,0.4017007658558507,124.51130380715342,advanced,A,186,0.340206185,1.433333333,0.298076923,0.413461538,0.288461538,0.1,0.266666666,0.33333333,0.3047619,0.36190476,0.12694301,321.0,451.0,772.0,batted,California League,A,382.0,fantrax_hitting_categories,9.55,3.75,0.2733333333333333,0.4032258064516129,0.48,0.8832258064516129,0.6808510638297872,0.17204301,0.252688172,0.3916723867234043,2.3715770801829907,0.266666666,97.0,27.980769186000003,49,0.8163265306122449
Edgar Montero,OAK,A,19,35,122,152,23,19,2,0,2,17,14,25,0,58,2,3,0,3,0,1,0.18852459,sa3024109,standard,8,A,152,0.164473684,0.381578947,0.431034482,0.18852459,0.328947368,0.25409836,0.583045728,0.06557377,1.951456581702825,0.323076923,-0.842305620200932,14.728284851216708,-8.894484623766507,0.2964528555932798,58.68132253389709,advanced,A,152,0.323076923,2.0,0.149253731,0.567164179,0.283582089,0.157894736,0.105263157,0.43939394,0.27272727,0.28787879,0.16133942,286.0,371.0,657.0,batted,California League,A,150.5,fantrax_hitting_categories,4.3,3.4857142857142858,0.1885245901639344,0.32894736842105265,0.2540983606557377,0.5830457290767903,0.43103448275862066,0.164473684,0.381578947,0.19566696939655168,1.951456581702825,0.105263157,65.0,18.432835784999998,49,0.7142857142857143
Emil Morales,LAD,A,19,36,158,179,51,27,15,3,6,29,35,15,0,47,3,3,0,2,2,1,0.32278481,sa3023887,standard,8,A,179,0.083798882,0.262569832,0.319148936,0.32278481,0.38547486,0.569620253,0.955095113,0.246835443,6.070080639969673,0.416666666,-0.4359005349688232,36.88419193481803,9.06527261888385,0.4156374555060317,132.73369746589745,advanced,A,179,0.416666666,0.906976744,0.274336283,0.345132743,0.380530973,0.069767441,0.139534883,0.50877193,0.24561404,0.24561404,0.14200299,242.0,427.0,669.0,batted,California League,A,383.5,fantrax_hitting_categories,10.652777777777779,4.388888888888889,0.3227848101265823,0.3854748603351955,0.569620253164557,0.9550951134997525,0.3191489361702128,0.083798882,0.262569832,0.2086057295744681,6.070080639969673,0.139534883,108.0,41.097345084,49,0.7346938775510204
Ethan Holliday,COL,A,19,33,122,152,32,16,5,2,9,29,32,23,0,43,5,2,0,1,1,1,0.262295081,sa3069100,standard,8,A,152,0.151315789,0.282894736,0.53488372,0.262295081,0.394736842,0.557377049,0.952113891,0.295081968,5.733316085028027,0.319444444,-0.6294954586774111,31.38264731019122,7.759877835208005,0.4160827551233141,134.8625448767187,advanced,A,152,0.319444444,1.333333333,0.2125,0.45,0.3375,0.074074074,0.333333333,0.46341463,0.25609756,0.2804878,0.11532385,258.0,375.0,633.0,batted,California League,A,340.0,fantrax_hitting_categories,10.303030303030303,3.696969696969697,0.26229508196721313,0.39473684210526316,0.5573770491803278,0.952113891285591,0.5348837209302325,0.151315789,0.282894736,0.30263157965116283,5.733316085028027,0.333333333,72.0,24.3,53,0.6226415094339622
Francisco Espinoza,LAD,A,19,6,18,21,2,2,0,0,0,3,2,3,0,6,0,0,0,0,0,0,0.111111111,sa3024357,standard,8,A,21,0.142857142,0.285714285,0.5,0.111111111,0.238095238,0.111111111,0.349206349,0.0,2.64285714,0.166666666,-0.0320253963582217,0.1747854478788071,-3.0888866506386106,0.1997455926168532,5.361421197166445,advanced,A,21,0.166666666,10.0,0.0,0.909090909,0.09090909,1.0,0.0,0.41666667,0.25,0.33333333,0.14634146,33.0,49.0,82.0,batted,California League,A,19.0,fantrax_hitting_categories,3.1666666666666665,3.0,0.1111111111111111,0.23809523809523808,0.1111111111111111,0.3492063492063492,0.5,0.142857142,0.285714285,0.28571428649999997,2.64285714,0.0,12.0,1.0909090799999999,49,0.12244897959183673
Hayden Alvarez,LAA,A,19,49,192,228,56,39,11,1,5,45,25,34,0,54,1,1,0,2,26,5,0.291666666,sa3023906,standard,8,A,228,0.149122807,0.236842105,0.629629629,0.291666666,0.399122807,0.4375,0.836622807,0.145833334,7.675016168018874,0.380597014,1.9876643428578973,41.38419804942539,5.950043836950568,0.3888359616200129,115.45627673409962,advanced,A,228,0.380597014,1.404255319,0.169117647,0.485294117,0.345588235,0.319148936,0.106382978,0.45323741,0.27338129,0.27338129,0.1027027,368.0,557.0,925.0,batted,California League,A,510.5,fantrax_hitting_categories,10.418367346938776,3.9183673469387754,0.2916666666666667,0.3991228070175439,0.4375,0.8366228070175439,0.6296296296296297,0.149122807,0.236842105,0.386614685037037,7.675016168018874,0.106382978,134.0,46.30882349,51,0.9607843137254902
Ivan Luciano,ARI,A,19,40,146,176,31,20,8,2,1,24,15,23,0,34,3,3,1,6,0,0,0.212328767,sa3067397,standard,8,A,176,0.130681818,0.193181818,0.676470588,0.212328767,0.325714285,0.315068493,0.640782778,0.102739726,4.23012129,0.263157894,-0.2946336464956403,19.101435200804275,-8.251245243913132,0.3091555101530892,71.05755602007889,advanced,A,176,0.263157894,1.93548387,0.194690265,0.530973451,0.274336283,0.129032258,0.032258064,0.38793103,0.1637931,0.44827586,0.09295352,238.0,429.0,667.0,batted,California League,A,221.0,fantrax_hitting_categories,5.525,3.65,0.21232876712328766,0.32571428571428573,0.3150684931506849,0.6407827788649707,0.6764705882352942,0.130681818,0.193181818,0.457386363882353,4.23012129,0.032258064,114.0,31.274336262000002,46,0.8695652173913043
Jeremy Ciriaco,COL,A,19,37,135,155,32,23,7,1,1,16,17,11,0,45,4,1,4,0,4,4,0.237037037,sa3021133,standard,8,A,155,0.070967741,0.29032258,0.244444444,0.237037037,0.311258278,0.325925925,0.637184203,0.088888888,5.273694806041656,0.344444444,-1.6340808952227237,15.838874598905685,-8.250133747294308,0.3022282873557892,67.69047767213576,advanced,A,155,0.344444444,1.29032258,0.211111111,0.444444444,0.344444444,0.225806451,0.032258064,0.5,0.28723404,0.21276596,0.13080895,204.0,377.0,581.0,batted,California League,A,200.5,fantrax_hitting_categories,5.418918918918919,3.6486486486486487,0.23703703703703705,0.31125827814569534,0.32592592592592595,0.6371842040716214,0.24444444444444444,0.070967741,0.29032258,0.15612903264444444,5.273694806041656,0.032258064,90.0,30.99999996,53,0.6981132075471698
Jhonny Level,SFG,A,19,44,191,217,62,36,14,2,10,38,47,17,1,36,6,3,0,4,11,2,0.324607329,sa3023898,standard,8,A,217,0.078341013,0.165898617,0.472222222,0.324607329,0.391705069,0.57591623,0.967621299,0.251308901,7.320458468880024,0.351351351,0.7331614876165986,45.613589254884815,11.888977570204828,0.4201619299473585,133.243416287028,advanced,A,217,0.351351351,1.358490566,0.183006535,0.470588235,0.346405228,0.150943396,0.188679245,0.42405063,0.24683544,0.32911392,0.09102564,304.0,476.0,780.0,batted,California League,A,553.0,fantrax_hitting_categories,12.568181818181818,4.340909090909091,0.32460732984293195,0.391705069124424,0.5759162303664922,0.9676212994909161,0.4722222222222222,0.078341013,0.165898617,0.35688684138888893,7.320458468880024,0.188679245,148.0,51.267973744,49,0.8979591836734694
Jorge Quintana,SDP,A,19,42,157,178,36,27,8,0,1,20,13,18,0,58,0,0,3,3,7,3,0.229299363,sa3024107,standard,8,A,178,0.101123595,0.325842696,0.310344827,0.229299363,0.308571428,0.299363057,0.607934485,0.070063694,4.5657834760991065,0.357142857,-0.5312444674782455,16.715512447526585,-10.947993911335338,0.2931891141619001,61.057400092365334,advanced,A,178,0.357142857,2.0,0.204081632,0.530612244,0.265306122,0.269230769,0.038461538,0.2970297,0.24752475,0.45544554,0.1517341,261.0,431.0,692.0,batted,California League,A,209.5,fantrax_hitting_categories,4.988095238095238,3.738095238095238,0.22929936305732485,0.30857142857142855,0.29936305732484075,0.6079344858962693,0.3103448275862069,0.101123595,0.325842696,0.17783804762068964,4.5657834760991065,0.038461538,98.0,25.999999955999996,52,0.8076923076923077
Kyle Sinzza,ARI,A,19,12,38,46,6,5,1,0,0,8,5,6,0,12,0,0,2,1,3,0,0.157894736,sa3023908,standard,8,A,46,0.130434782,0.260869565,0.5,0.157894736,0.272727272,0.184210526,0.456937798,0.02631579,6.865117739895653,0.23076923,0.5295441369526088,2.115026473071196,-5.033969552252672,0.2408592646772211,30.76401215763729,advanced,A,46,0.23076923,1.714285714,0.173913043,0.52173913,0.304347826,0.428571428,0.0,0.32142857,0.21428571,0.46428571,0.11282051,75.0,120.0,195.0,batted,California League,A,70.5,fantrax_hitting_categories,5.875,3.1666666666666665,0.15789473684210525,0.2727272727272727,0.18421052631578946,0.4569377990430622,0.5,0.130434782,0.260869565,0.3043478265,6.865117739895653,0.0,26.0,7.9130434759999995,46,0.2608695652173913
Marlon Quintero,LAA,A,19,38,144,154,37,25,8,1,3,15,28,7,0,24,0,2,1,4,1,0,0.256944444,sa3023936,standard,8,A,154,0.045454545,0.155844155,0.291666666,0.256944444,0.287581699,0.388888888,0.676470587,0.131944444,4.250095155175613,0.285714285,-0.004962533712387,15.77654380678219,-8.157051582345542,0.3025108552446552,64.52603253210381,advanced,A,154,0.285714285,1.170731707,0.245762711,0.406779661,0.347457627,0.097560975,0.073170731,0.48780488,0.26829268,0.24390244,0.10159363,166.0,336.0,502.0,batted,California League,A,259.5,fantrax_hitting_categories,6.828947368421052,3.789473684210526,0.2569444444444444,0.2875816993464052,0.3888888888888889,0.6764705882352942,0.2916666666666667,0.045454545,0.155844155,0.23295454583333333,4.250095155175613,0.073170731,119.0,41.347457612999996,51,0.7450980392156863
Max Durrington,OAK,A,19,34,122,147,30,24,4,1,1,23,14,23,0,30,0,2,0,1,10,2,0.245901639,sa3067341,standard,8,A,147,0.156462585,0.204081632,0.766666666,0.245901639,0.360544217,0.319672131,0.680216348,0.073770492,7.237440274960941,0.311827956,0.6036173566244543,19.05684740919428,-3.788857280427646,0.3322013665218742,79.77229441795565,advanced,A,147,0.311827956,1.851851851,0.180851063,0.531914893,0.287234042,0.259259259,0.037037037,0.38297872,0.27659574,0.34042553,0.07973422,254.0,348.0,602.0,batted,California League,A,253.0,fantrax_hitting_categories,7.4411764705882355,3.588235294117647,0.2459016393442623,0.36054421768707484,0.319672131147541,0.6802163488346158,0.7666666666666667,0.156462585,0.204081632,0.4902494336333334,7.237440274960941,0.037037037,93.0,26.712765906,49,0.6938775510204082
Pedro Blanco,ARI,A,19,39,139,158,33,19,7,2,5,20,22,14,0,58,5,0,0,0,3,0,0.237410071,sa3023945,standard,8,A,158,0.088607594,0.367088607,0.24137931,0.237410071,0.329113924,0.424460431,0.753574355,0.18705036,7.096563714149615,0.368421052,0.3566069966182112,21.964285435813217,-2.5909617816035486,0.3424384228036373,90.69386972093284,advanced,A,158,0.368421052,0.90625,0.24691358,0.358024691,0.395061728,0.28125,0.15625,0.5375,0.225,0.2375,0.18923328,214.0,399.0,613.0,batted,California League,A,245.5,fantrax_hitting_categories,6.294871794871795,3.5641025641025643,0.23741007194244604,0.3291139240506329,0.4244604316546763,0.7535743557053092,0.2413793103448276,0.088607594,0.367088607,0.13138367562068967,7.096563714149615,0.15625,76.0,30.024691328,46,0.8478260869565217
Roldy Brito,COL,A,19,49,220,242,72,49,13,4,6,46,48,16,0,38,1,4,1,2,9,6,0.327272727,sa3023917,standard,8,A,242,0.066115702,0.157024793,0.421052631,0.327272727,0.369294605,0.504545454,0.873840059,0.177272727,7.503662204248887,0.366666666,-1.9087670473381877,43.539945224025,5.93000961253856,0.3870972085790515,117.76159909382405,advanced,A,242,0.366666666,1.803921568,0.201117318,0.51396648,0.284916201,0.176470588,0.117647058,0.42245989,0.19786096,0.37967914,0.12577065,273.0,538.0,811.0,batted,California League,A,558.5,fantrax_hitting_categories,11.39795918367347,4.489795918367347,0.32727272727272727,0.36929460580912865,0.5045454545454545,0.8738400603545832,0.42105263157894735,0.066115702,0.157024793,0.3270987389473684,7.503662204248887,0.117647058,180.0,51.284916179999996,53,0.9245283018867925
Shotaro Morii,OAK,A,19,15,42,48,8,5,2,1,0,8,4,3,0,18,1,1,1,1,2,0,0.19047619,sa3067343,standard,8,A,48,0.0625,0.375,0.166666666,0.19047619,0.255319148,0.285714285,0.541033433,0.095238095,9.160714285714285,0.32,0.3423542925156653,2.7617377376776804,-4.698084201790703,0.2534779525817708,33.32691062716558,advanced,A,48,0.32,0.583333333,0.24,0.28,0.48,0.083333333,0.0,0.48,0.24,0.28,0.14210526,67.0,123.0,190.0,batted,California League,A,58.5,fantrax_hitting_categories,3.9,2.8,0.19047619047619047,0.2553191489361702,0.2857142857142857,0.541033434650456,0.16666666666666666,0.0625,0.375,0.09375,9.160714285714285,0.0,25.0,12.0,49,0.30612244897959184
Truitt Madonna,SDP,A,19,47,171,203,42,25,13,3,1,31,28,27,0,57,2,2,0,5,11,4,0.245614035,sa3069152,standard,8,A,203,0.133004926,0.280788177,0.47368421,0.245614035,0.351485148,0.374269005,0.725754153,0.12865497,8.009398882779449,0.356521739,-0.3365621427074075,28.055502156253425,-3.493328129414949,0.3415540173502251,89.59181416509948,advanced,A,203,0.356521739,1.153846153,0.256637168,0.398230088,0.345132743,0.102564102,0.025641025,0.51304348,0.17391304,0.31304348,0.15074024,287.0,456.0,743.0,batted,California League,A,355.5,fantrax_hitting_categories,7.5638297872340425,3.6382978723404253,0.24561403508771928,0.35148514851485146,0.3742690058479532,0.7257541543628047,0.47368421052631576,0.133004926,0.280788177,0.27767695121052627,8.009398882779449,0.025641025,115.0,39.690265445,52,0.9038461538461539
Ty Harvey,SDP,A,19,15,47,58,16,11,5,0,0,6,6,11,0,14,0,0,0,1,5,1,0.340425531,sa3069181,standard,8,A,58,0.189655172,0.24137931,0.785714285,0.340425531,0.465517241,0.44680851,0.912325751,0.106382979,4.59056429217158,0.484848484,0.3114162972196936,12.923925371795036,3.909973861604072,0.4339467595363485,144.1018532442353,advanced,A,58,0.484848484,1.5,0.264705882,0.44117647,0.294117647,0.0,0.0,0.35294118,0.23529412,0.41176471,0.10126582,96.0,141.0,237.0,batted,California League,A,113.5,fantrax_hitting_categories,7.566666666666666,3.1333333333333333,0.3404255319148936,0.46551724137931033,0.44680851063829785,0.9123257520176082,0.7857142857142857,0.189655172,0.24137931,0.44704433557142853,4.59056429217158,0.0,33.0,9.705882351,52,0.28846153846153844
Wilder Dalis,COL,A,19,21,85,101,16,9,3,0,4,16,13,13,0,30,2,1,0,0,4,1,0.188235294,sa3022347,standard,8,A,101,0.128712871,0.297029702,0.433333333,0.188235294,0.306930693,0.364705882,0.671636575,0.176470588,5.723416999398354,0.23076923,0.0986061356961727,11.165301700173387,-4.5314069641246695,0.3113573612553058,73.07646539416383,advanced,A,101,0.23076923,1.529411764,0.218181818,0.472727272,0.309090909,0.176470588,0.235294117,0.41071429,0.26785714,0.32142857,0.10617284,161.0,244.0,405.0,batted,California League,A,166.5,fantrax_hitting_categories,7.928571428571429,4.0476190476190474,0.18823529411764706,0.3069306930693069,0.36470588235294116,0.6716365754222481,0.43333333333333335,0.128712871,0.297029702,0.24884488503333332,5.723416999398354,0.235294117,52.0,16.072727268,53,0.39622641509433965
Anyelo Marquez,LAA,A,20,47,164,186,40,22,9,1,8,27,27,17,0,62,3,1,1,1,4,4,0.243902439,sa3021178,standard,8,A,186,0.091397849,0.333333333,0.274193548,0.243902439,0.324324324,0.457317073,0.781641397,0.213414634,5.339803484093906,0.336842105,-1.659701212309301,26.715072029001217,-2.1917379864387714,0.3474771721943004,91.0553424775998,advanced,A,186,0.336842105,0.818181818,0.207920792,0.356435643,0.435643564,0.25,0.181818181,0.56730769,0.24038462,0.19230769,0.14804845,291.0,452.0,743.0,batted,California League,A,311.0,fantrax_hitting_categories,6.617021276595745,3.4893617021276597,0.24390243902439024,0.32432432432432434,0.4573170731707317,0.781641397495056,0.27419354838709675,0.091397849,0.333333333,0.15773499848387093,5.339803484093906,0.181818181,95.0,41.38613858,51,0.9215686274509803
Brendan Tunink,LAD,A,20,20,79,90,20,7,10,0,3,14,14,9,0,33,1,1,0,0,3,0,0.253164556,sa3067275,standard,8,A,90,0.1,0.366666666,0.272727272,0.253164556,0.333333333,0.493670886,0.827004219,0.24050633,5.824963963338614,0.386363636,0.4911136613227427,14.206113361837156,0.2189472253339357,0.3629989484945933,101.677934790506,advanced,A,90,0.386363636,1.384615384,0.311111111,0.4,0.288888888,0.0,0.23076923,0.36170213,0.23404255,0.40425532,0.13978495,144.0,228.0,372.0,batted,California League,A,166.5,fantrax_hitting_categories,8.325,3.95,0.25316455696202533,0.3333333333333333,0.4936708860759494,0.8270042194092827,0.2727272727272727,0.1,0.366666666,0.14545454563636365,5.824963963338614,0.23076923,44.0,12.711111072000001,49,0.40816326530612246
Carlos Virahonda,ARI,A,20,41,159,188,41,23,7,2,9,24,47,14,0,37,12,3,0,2,3,0,0.257861635,sa3021144,standard,8,A,188,0.074468085,0.19680851,0.378378378,0.257861635,0.356382978,0.496855345,0.853238323,0.23899371,6.223323246035191,0.275862068,0.2861511246301234,32.21083896399678,2.9932030344122773,0.3777261572949429,111.51299187947112,advanced,A,188,0.275862068,0.6,0.20661157,0.297520661,0.495867768,0.283333333,0.15,0.408,0.264,0.328,0.10755814,229.0,459.0,688.0,batted,California League,A,421.5,fantrax_hitting_categories,10.28048780487805,3.8780487804878048,0.2578616352201258,0.35638297872340424,0.4968553459119497,0.8532383246353539,0.3783783783783784,0.074468085,0.19680851,0.2757331802702703,6.223323246035191,0.15,116.0,57.520661088,46,0.8913043478260869
Derek Bernard,COL,A,20,48,185,212,56,39,10,1,6,40,34,24,0,51,1,2,0,5,6,3,0.302702702,sa3018477,standard,8,A,212,0.113207547,0.240566037,0.470588235,0.302702702,0.382075471,0.464864864,0.846940335,0.162162162,5.673194326040126,0.384615384,-0.8529409766197205,37.68310761922733,4.735560719908637,0.3847316247674654,116.36594762853068,advanced,A,212,0.384615384,2.354838709,0.20610687,0.557251908,0.236641221,0.129032258,0.193548387,0.39705882,0.22794118,0.375,0.12911392,278.0,512.0,790.0,batted,California League,A,424.5,fantrax_hitting_categories,8.84375,3.8541666666666665,0.3027027027027027,0.38207547169811323,0.4648648648648649,0.8469403365629782,0.47058823529411764,0.113207547,0.240566037,0.30410654870588233,5.673194326040126,0.193548387,130.0,30.76335873,53,0.9056603773584906
Easton Shelton,LAD,A,20,47,180,206,47,22,11,1,13,40,43,23,0,75,1,2,0,5,2,0,0.261111111,sa3023287,standard,8,A,206,0.111650485,0.364077669,0.306666666,0.261111111,0.344660194,0.55,0.894660194,0.288888889,6.029024883570054,0.361702127,0.1053663594648242,36.65277674095055,4.637707584065401,0.3849233426515338,114.6129289686602,advanced,A,206,0.361702127,0.66,0.201923076,0.317307692,0.48076923,0.26,0.26,0.35514019,0.31775701,0.3271028,0.21006289,306.0,489.0,795.0,batted,California League,A,438.0,fantrax_hitting_categories,9.319148936170214,3.8297872340425534,0.2611111111111111,0.3446601941747573,0.55,0.8946601941747574,0.30666666666666664,0.111650485,0.364077669,0.16077669943999998,6.029024883570054,0.26,94.0,45.19230762,49,0.9591836734693877
Eliesbert Alejos,ARI,A,20,39,134,151,27,22,3,0,2,11,15,13,0,32,3,1,0,6,0,1,0.201492537,sa3021195,standard,8,A,151,0.086092715,0.211920529,0.40625,0.201492537,0.284768211,0.268656716,0.553424927,0.067164179,1.4589447607335528,0.247524752,-0.7910649860277772,10.903307839788814,-12.564048678122145,0.2694963473357901,47.65937057969189,advanced,A,151,0.247524752,2.076923076,0.183673469,0.551020408,0.265306122,0.192307692,0.076923076,0.41176471,0.20588235,0.38235294,0.14391144,163.0,379.0,542.0,batted,California League,A,154.0,fantrax_hitting_categories,3.948717948717949,3.4358974358974357,0.20149253731343283,0.2847682119205298,0.26865671641791045,0.5534249283384403,0.40625,0.086092715,0.211920529,0.28518211962499995,1.4589447607335528,0.076923076,101.0,26.795918322,46,0.8478260869565217
Enyervert Perez,ARI,A,20,41,136,164,32,15,11,0,6,17,26,18,0,47,4,2,0,2,0,1,0.235294117,sa3022379,standard,8,A,164,0.109756097,0.286585365,0.382978723,0.235294117,0.3375,0.448529411,0.786029411,0.213235294,1.5592059110189629,0.305882352,-0.7846599067561328,24.370858439270425,-1.116866520579889,0.3529072567820549,96.87029154557088,advanced,A,164,0.305882352,1.272727272,0.166666666,0.466666666,0.366666666,0.242424242,0.181818181,0.49450549,0.21978022,0.28571429,0.16233766,227.0,389.0,616.0,batted,California League,A,256.5,fantrax_hitting_categories,6.2560975609756095,3.317073170731707,0.23529411764705882,0.3375,0.4485294117647059,0.786029411764706,0.3829787234042553,0.109756097,0.286585365,0.23118837625531916,1.5592059110189629,0.181818181,85.0,31.166666609999996,46,0.8913043478260869
Felix Morrobel,LAA,A,20,12,27,29,3,3,0,0,0,4,0,2,0,8,0,0,0,0,1,2,0.111111111,sa3021103,standard,8,A,29,0.068965517,0.275862068,0.25,0.111111111,0.172413793,0.111111111,0.283524904,0.0,5.0,0.157894736,-0.927369340788573,-1.0671941270087788,-5.57416988210426,0.150479008411539,-25.16999462392348,advanced,A,29,0.157894736,4.333333333,0.111111111,0.722222222,0.166666666,0.0,0.0,0.21052632,0.36842105,0.42105263,0.11504425,37.0,76.0,113.0,batted,California League,A,12.5,fantrax_hitting_categories,1.0416666666666667,2.25,0.1111111111111111,0.1724137931034483,0.1111111111111111,0.2835249042145594,0.25,0.068965517,0.275862068,0.16379310375,5.0,0.0,19.0,3.1666666539999997,51,0.23529411764705882
