Source League ID,League Name,League Level,Players,Total G,Total PA,Total AB,Average Age,FGPts_per_game,BB_K_ratio,BB_pct,K_pct,Approach_score,Speed_score,LD%,HR_FB_pct,wRC+
2,International League,AAA,1186.0,47428.0,187325.0,162170.0,26.18565594554918,6.718591031505151,0.5249831030835094,0.11047898854514192,0.23146968390419134,0.3503891465115251,4.878536129586253,0.23723340849784338,0.14227037995639766,100.06162939939402
4,Pacific Coast League,AAA,614.0,23774.0,98869.0,84967.0,26.856264349796195,7.643206672056508,0.5934298258694947,0.11397924873293024,0.21273069655336466,0.40669436458565805,5.147517320406162,0.24980055502854018,0.14198660596221915,99.57977342075792
5,Eastern League,AA,609.0,26262.0,102740.0,89431.0,23.571082343780418,6.130664710877789,0.4687487766823668,0.10396941465882835,0.24239970364424987,0.3110380009699431,5.097721900539294,0.2298691141758792,0.11801724195080257,100.03424498428669
6,Southern League,AA,374.0,17209.0,67668.0,58594.0,23.734571732576697,6.09781718164794,0.4981322064103934,0.10751840183381012,0.23816540703606548,0.33153723706200977,5.082879859612346,0.2256251323093507,0.11562182161527922,99.44759447991886
7,Texas League,AA,489.0,21525.0,88157.0,76218.0,23.92503147793142,6.685195556800149,0.5133420135434856,0.10968107554805404,0.23471735645343,0.3414738185602471,5.226971986847587,0.23600085201570042,0.12632486115142788,99.8460060961483
8,California League,A,382.0,17022.0,71767.0,61151.0,21.19050538548358,7.154378015770272,0.5289201883916193,0.11674106241832741,0.23881370268977434,0.34361057832910696,5.822323903725516,0.21225831626785766,0.10032131500461106,99.86132366332484
9,Carolina League,A,624.0,25215.0,101147.0,85711.0,20.35610547025616,6.431157818591006,0.5686409589496795,0.12306800345493861,0.24092754282912116,0.3681329840335011,5.718053704784105,0.22983916387583522,0.09674372804982967,99.88651863656825
10,Florida State League,A,639.0,20963.0,84739.0,71721.0,20.987703418732814,6.580530339225992,0.572774510549449,0.12307449916649248,0.2401992459206229,0.370699724406168,5.559612145933655,0.23506946380982868,0.11040229114410165,100.05940480259511
11,Midwest League,A+,557.0,25036.0,101764.0,86745.0,22.18749263000668,6.745889748549323,0.5554069626420968,0.11904456557005315,0.2315947281897616,0.3626435298470776,5.435933916191554,0.21871062220652598,0.1072968751508267,100.10615068616607
13,Northwest League,A+,270.0,12738.0,52235.0,44924.0,22.37348521106538,6.612877771640496,0.4973332322930346,0.1114179596935753,0.2410022014036223,0.3235193514598734,4.845404846597562,0.21442909369483146,0.13016890851338925,99.77637858954654
14,South Atlantic League,A+,630.0,24851.0,100417.0,86161.0,22.026021490385094,6.486077530625403,0.4923922938268344,0.11263907226120053,0.24791636920043433,0.3177488828835093,5.469595856657637,0.22377198767453554,0.12120838794283542,100.03088793484206
16,Arizona Complex League,CPX,773.0,17785.0,65373.0,54810.0,19.624263839811544,6.681599229287091,0.5847381268463149,0.12601141106140512,0.24626621161795184,0.3737018135157718,5.964725081391044,0.19744129175551084,0.11672718745702347,100.20782251315062
17,Florida Complex League,CPX,803.0,16881.0,59254.0,48778.0,19.42231748067641,6.272634547309054,0.7065170621197803,0.14184733345398587,0.2337457765512632,0.4455779971317686,5.861136801636533,0.20600570406586477,0.11553586998397261,99.96078537842428
30,Dominican Summer League,R,1722.0,47211.0,174704.0,140099.0,17.638153677076655,7.050926222678034,0.9060545893238341,0.15596909105531806,0.19816348297896427,0.5994261382681926,6.321782047769988,0.18481371069085767,0.08534764683007909,102.82357248635543
