Player,Position,Status,FPts,FP/G,GP,AB_per_Game,hitter_score,batters_eye_score,barrel_batted_rate,oz_swing_percent,meatball_swing_percent,FPts_7d,FP/G_7d,hitter_score_7d,batters_eye_score_7d,barrel_batted_rate_7d,barrels_7d,oz_swing_percent_7d,meatball_swing_percent_7d,GP_7d,AB_per_Game_7d,Runs_7d,FPts_14d,FP/G_14d,hitter_score_14d,batters_eye_score_14d,barrel_batted_rate_14d,barrels_14d,oz_swing_percent_14d,meatball_swing_percent_14d,GP_14d,AB_per_Game_14d,Runs_14d,FPts_30d,FP/G_30d,hitter_score_30d,batters_eye_score_30d,barrel_batted_rate_30d,barrels_30d,oz_swing_percent_30d,meatball_swing_percent_30d,GP_30d,AB_per_Game_30d,Runs_30d,hitter_score_2025,batters_eye_score_2025,barrel_batted_rate_2025,oz_swing_percent_2025,meatball_swing_percent_2025
Tyler Tolbert,CF,FA,306.5,4.2,72.97619047619047,1.5895595432300165,0.26,1.41,3.1,26.1,84.4,-3.0,-1.0,,,0.0,0.0,,,3.0,0.67,0.0,4.5,0.64,,,0.0,0.0,28.57,50.0,7.0,0.86,1.0,56.5,3.14,0.02,1.03,0.0,0.0,19.64,76.92,18.0,1.5,7.0,0.33,1.72,2.4,31.3,100.0
Cristian Pache,RF,FA,2.5,0.19,13.157894736842104,,,,,,,0.0,0.0,,,,,,,,,,4.5,1.5,,,0.0,0.0,33.33,100.0,3.0,0.33,1.0,6.5,0.81,,,0.0,0.0,33.33,100.0,8.0,0.25,2.0,,,,,
Bo Naylor,C,FA,73.5,2.45,29.999999999999996,2.9333333333333336,0.84,0.12,12.3,26.9,70.6,4.5,2.25,,,50.0,1.0,55.56,0.0,2.0,2.0,0.0,4.5,2.25,,,50.0,1.0,55.56,0.0,2.0,2.0,0.0,4.5,2.25,,,50.0,1.0,55.56,0.0,2.0,2.0,0.0,0.47,0.35,9.7,25.5,76.5
Denzel Clarke,CF,FA,59.5,2.05,29.02439024390244,2.2394957983193273,-1.24,-0.67,2.4,27.2,61.9,-2.0,-0.67,,,,0.0,25.0,0.0,3.0,0.67,0.0,4.5,0.64,,,0.0,0.0,15.0,50.0,7.0,1.71,1.0,4.5,0.64,,,0.0,0.0,15.0,50.0,7.0,1.71,1.0,-1.08,-1.32,6.7,30.2,63.6
Jesus Sanchez,RF,FA,400.0,4.04,99.00990099009901,2.7169,0.31,-0.33,10.8,37.7,79.7,-0.5,-0.17,-2.17,-2.53,0.0,0.0,58.82,33.33,3.0,2.0,0.0,4.0,0.67,-2.41,-2.52,0.0,0.0,53.57,50.0,6.0,1.83,0.0,29.0,1.81,-0.94,-1.08,5.0,1.0,36.84,61.54,16.0,2.0,1.0,0.47,0.05,11.1,30.6,79.8
Edgar Quero,C,FA,219.0,3.17,69.08517350157729,2.677853881278539,0.04,1.17,2.7,26.1,81.7,4.0,1.0,,,0.0,0.0,25.0,0.0,4.0,1.0,0.0,4.0,1.0,,,0.0,0.0,25.0,0.0,4.0,1.0,0.0,4.0,1.0,,,0.0,0.0,25.0,0.0,4.0,1.0,0.0,0.41,1.55,3.7,19.1,81.8
Matthew Lugo,CF,FA,4.0,0.57,7.017543859649123,,,,,,,4.5,2.25,,,0.0,0.0,20.0,,2.0,2.0,0.0,3.5,0.7,,,0.0,0.0,33.33,,5.0,1.0,0.0,4.0,0.57,,,0.0,0.0,33.33,66.67,7.0,1.14,0.0,-0.36,-1.68,13.3,39.2,71.4
Daniel Schneemann,2B,FA,339.0,3.85,88.05194805194805,2.918731563421829,0.29,0.43,7.5,33.3,82.6,6.5,6.5,,,0.0,0.0,0.0,,1.0,1.0,0.0,3.5,0.7,,,0.0,0.0,27.27,100.0,5.0,1.0,0.0,3.5,0.7,,,0.0,0.0,27.27,100.0,5.0,1.0,0.0,1.19,1.03,11.5,26.0,85.0
Jase Bowen,CF,FA,111.5,1.59,70.12578616352201,1.240627802690583,-1.39,-2.57,9.6,43.1,60.9,2.0,0.4,,,0.0,0.0,40.0,,5.0,0.8,0.0,3.0,0.33,,,0.0,0.0,34.62,0.0,9.0,1.0,0.0,28.5,1.5,,,0.0,0.0,39.39,83.33,19.0,0.68,3.0,,,,,
Brandon Valenzuela,C,FA,303.5,3.61,84.07202216066483,2.652487644151565,0.21,0.45,6.9,28.9,77.0,-2.0,-0.67,-0.05,0.64,0.0,0.0,31.25,100.0,3.0,2.0,0.0,3.0,0.75,0.11,1.07,0.0,0.0,28.12,100.0,4.0,2.25,1.0,17.5,1.35,-0.29,0.58,0.0,0.0,24.0,75.0,13.0,2.0,3.0,,,,,
Deyvison De Los Santos,3B,FA,9.0,1.0,9.0,,,,,,,-1.0,-0.5,,,0.0,0.0,20.0,,2.0,1.5,0.0,3.0,0.6,,,0.0,0.0,41.67,,5.0,1.2,0.0,5.5,0.92,,,0.0,0.0,47.06,,6.0,1.33,0.0,,,,,
Luke Maile,C,FA,35.5,2.37,14.978902953586497,2.3366197183098594,-2.39,-2.81,4.3,29.4,40.0,3.0,3.0,,,0.0,0.0,8.33,,1.0,2.0,0.0,3.0,1.5,,,0.0,0.0,8.33,,2.0,1.0,0.0,-4.0,-0.57,,,0.0,0.0,14.29,50.0,7.0,2.29,0.0,-0.28,-0.08,6.5,23.0,68.2
Pedro Pages,C,FA,181.0,2.32,78.01724137931035,2.2943646408839777,-0.89,-0.63,4.5,35.7,73.6,0.0,0.0,,,,,,,,,,2.5,1.25,,,0.0,0.0,14.29,,2.0,1.0,0.0,12.5,1.14,-0.12,0.83,0.0,0.0,23.73,80.0,11.0,1.91,0.0,-0.91,-1.21,7.4,35.9,72.4
Victor Robles,RF,FA,207.5,3.19,65.04702194357367,2.0139277108433733,0.06,1.42,1.8,36.0,97.6,0.0,0.0,,,,,,,,,,2.0,0.5,,,0.0,0.0,50.0,,4.0,0.25,0.0,72.0,6.55,,,0.0,0.0,24.39,85.71,11.0,1.36,4.0,-0.76,-0.44,4.9,42.9,90.6
Ryan Kreidler,CF,FA,327.0,3.52,92.89772727272727,2.325137614678899,0.9,1.23,7.9,29.3,86.6,1.0,0.33,,,,0.0,40.0,,3.0,0.33,0.0,2.0,0.25,,,0.0,0.0,32.14,,8.0,0.88,0.0,19.0,1.12,0.97,0.95,10.0,1.0,33.33,100.0,17.0,1.0,2.0,0.17,0.96,4.8,30.4,90.0
Brett Harris,3B,FA,3.0,0.38,7.894736842105263,,,,,,,2.0,1.0,,,,0.0,33.33,,2.0,0.5,1.0,2.0,1.0,,,,0.0,33.33,,2.0,0.5,1.0,2.0,1.0,,,,0.0,33.33,,2.0,0.5,1.0,0.31,1.41,3.7,22.7,85.0
DaShawn Keirsey,RF,FA,2.0,2.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,0.45,1.15,5.8,28.7,90.0
Lane Thomas,CF,FA,537.5,4.56,117.87280701754386,2.765693023255814,0.49,0.98,6.4,20.6,72.2,-2.0,-2.0,,,0.0,0.0,50.0,,1.0,3.0,0.0,1.0,0.5,,,0.0,0.0,25.0,50.0,2.0,2.5,1.0,31.5,2.25,-0.87,-0.24,0.0,0.0,20.31,50.0,14.0,2.14,3.0,0.41,1.31,4.8,22.3,83.3
Leo Jimenez,SS,FA,197.5,2.99,66.05351170568561,2.5131139240506335,-1.09,-0.79,3.9,26.2,59.2,,,,,,,,,,,,1.0,0.5,,,0.0,0.0,23.53,,2.0,3.5,1.0,21.0,1.91,-0.96,-0.37,0.0,0.0,27.4,60.0,11.0,2.27,3.0,,,,,
Jorge Barrosa,CF,FA,221.5,2.26,98.00884955752214,1.3876297968397289,-1.14,-1.1,4.9,30.4,61.1,1.0,1.0,,,0.0,0.0,42.86,,1.0,2.0,0.0,1.0,0.5,,,0.0,0.0,42.86,,2.0,1.0,0.0,12.5,1.04,,,0.0,0.0,45.83,0.0,12.0,0.75,2.0,-2.15,-1.45,0.0,34.8,68.2
Dominic Smith,1B,FA,474.0,4.56,103.94736842105264,2.520506329113924,0.05,0.53,5.5,31.5,81.4,-1.0,-0.5,,,0.0,0.0,,,2.0,1.5,0.0,1.0,0.33,,,0.0,0.0,22.22,,3.0,1.67,0.0,4.0,0.44,,,0.0,0.0,30.3,100.0,9.0,2.0,1.0,-1.48,-1.36,4.2,32.9,66.7
Ben Rortvedt,C,FA,9.5,0.59,16.10169491525424,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.0,0.0,20.0,66.67,1.0,4.0,0.0,3.5,0.35,,,0.0,0.0,48.28,58.33,10.0,1.8,0.0,-0.88,-0.27,3.3,28.4,73.2
Vimael Machin,3B,FA,0.5,0.25,2.0,,,,,,,0.5,0.25,,,0.0,0.0,25.0,,2.0,1.5,0.0,0.5,0.25,,,0.0,0.0,25.0,,2.0,1.5,0.0,0.5,0.25,,,0.0,0.0,25.0,,2.0,1.5,0.0,,,,,
Will Banfield,C,FA,-0.5,-0.1,5.0,,,,,,,0.5,0.25,,,0.0,0.0,100.0,50.0,2.0,2.5,0.0,0.5,0.25,,,0.0,0.0,100.0,50.0,2.0,2.5,0.0,-0.5,-0.1,,,0.0,0.0,60.0,50.0,5.0,1.8,0.0,,,,,
Darell Hernaiz,SS,FA,172.0,3.07,56.02605863192183,2.4452906976744186,-1.18,-0.23,0.9,36.2,78.9,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,66.67,,4.0,1.0,0.0,18.0,2.0,-1.39,-0.99,0.0,0.0,38.6,66.67,9.0,2.11,1.0,-0.69,0.03,3.2,30.9,80.0
Yohel Pozo,C,FA,62.0,2.0,31.0,1.5483870967741935,-2.78,-2.93,2.3,53.1,70.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,6.5,0.93,,,0.0,0.0,50.0,50.0,7.0,0.71,1.0,-2.04,-1.77,2.2,48.0,82.1
Ivan Johnson,LF,FA,11.5,0.72,15.972222222222223,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.25,,,0.0,0.0,16.67,50.0,4.0,1.0,0.0,,,,,
Nick Madrigal,3B,FA,67.5,4.22,15.99526066350711,2.93837037037037,-0.82,0.53,0.0,31.4,81.3,0.0,0.0,,,0.0,0.0,25.0,50.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0.0,25.0,50.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0.0,25.0,50.0,1.0,3.0,0.0,,,,,
Jake Meyers,CF,FA,164.0,2.88,56.94444444444445,2.4760975609756097,0.01,0.28,6.3,32.6,80.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.62,1.59,5.0,23.7,88.3
Rudy Martin,CF,FA,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Tommy Pham,LF,FA,-3.0,-0.3,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.41,0.92,6.6,19.9,75.6
Ali Sanchez,C,FA,68.5,1.59,43.081761006289305,1.5783941605839418,-0.09,1.12,2.1,32.8,90.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,28.57,100.0,4.0,0.75,0.0,-2.0,-0.22,,,0.0,0.0,36.0,100.0,9.0,1.0,1.0,,,,,
Christian Franklin,CF,FA,33.5,2.09,16.028708133971293,2.1211940298507463,1.58,0.92,13.6,18.9,69.2,,,,,,,,,,,,-1.0,-1.0,,,0.0,0.0,16.67,100.0,1.0,3.0,0.0,18.0,2.25,1.78,1.32,15.38,2.0,19.64,83.33,8.0,2.5,2.0,,,,,
Ryan Ritter,SS,FA,10.5,0.66,15.909090909090908,,,,,,,,,,,,,,,,,,-1.0,-0.2,,,0.0,0.0,33.33,,5.0,0.8,0.0,9.0,0.9,,,0.0,0.0,23.08,0.0,10.0,1.2,1.0,-1.11,-0.24,1.5,33.4,80.3
Adrian Del Castillo,C,FA,231.0,3.73,61.93029490616622,2.8903463203463207,0.2,0.58,6.3,29.8,79.7,-1.0,-0.33,,,0.0,0.0,40.0,,3.0,1.0,0.0,-1.0,-0.33,,,0.0,0.0,40.0,,3.0,1.0,0.0,-1.0,-0.33,,,0.0,0.0,40.0,,3.0,1.0,0.0,-1.04,-1.26,6.7,30.3,64.4
Ben Ross,SS,FA,-1.0,-0.33,3.0303030303030303,,,,,,,-1.0,-1.0,,,,0.0,33.33,,1.0,1.0,0.0,-1.0,-0.33,,,0.0,0.0,37.5,100.0,3.0,1.33,1.0,-1.0,-0.33,,,0.0,0.0,37.5,100.0,3.0,1.33,1.0,,,,,
Rafael Marchan,C,FA,56.5,1.71,33.04093567251462,2.7238938053097344,-1.06,-0.46,2.7,33.3,72.4,-1.0,-1.0,,,0.0,0.0,66.67,,1.0,2.0,0.0,-1.0,-1.0,,,0.0,0.0,66.67,,1.0,2.0,0.0,-1.0,-1.0,,,0.0,0.0,66.67,,1.0,2.0,0.0,0.08,1.39,2.2,24.0,86.5
Eliezer Alfonzo,C,FA,34.5,2.65,13.018867924528303,,,,,,,-1.0,-1.0,,,,0.0,66.67,,1.0,1.0,0.0,-1.0,-1.0,,,,0.0,66.67,,1.0,1.0,0.0,-1.0,-1.0,,,,0.0,66.67,,1.0,1.0,0.0,,,,,
BJ Murray Jr.,1B,FA,-1.5,-0.25,6.0,,,,,,,-2.0,-0.5,,,0.0,0.0,0.0,,4.0,1.5,0.0,-1.5,-0.25,,,0.0,0.0,14.29,100.0,6.0,1.83,0.0,-1.5,-0.25,,,0.0,0.0,14.29,100.0,6.0,1.83,0.0,,,,,
Andruw Monasterio,SS,FA,475.5,4.8,99.0625,2.9779179810725553,0.36,0.72,6.7,26.5,77.0,-1.0,-0.5,-0.5,-0.03,0.0,0.0,36.84,85.71,2.0,4.0,1.0,-2.0,-0.5,-0.74,-0.15,0.0,0.0,38.1,85.71,4.0,2.5,1.0,61.0,3.39,-0.08,0.61,1.85,1.0,30.23,86.96,18.0,3.39,5.0,-0.54,-0.21,5.3,26.7,71.7
TJ Friedl,CF,FA,232.5,2.7,86.1111111111111,2.71741935483871,-0.19,0.79,2.9,24.6,75.3,-2.0,-0.67,,,0.0,0.0,25.0,,3.0,1.33,0.0,-2.0,-0.25,,,0.0,0.0,6.25,75.0,8.0,1.0,0.0,14.5,0.85,0.66,1.1,5.88,1.0,19.23,77.78,17.0,1.53,1.0,-0.33,0.67,2.7,18.1,70.3
Max Kepler,LF,FA,158.0,3.85,41.03896103896104,3.2164556962025315,0.32,0.39,7.8,37.3,87.5,,,,,,,,,,,,-2.0,-1.0,,,0.0,0.0,38.46,100.0,2.0,3.0,0.0,13.0,1.44,0.14,-0.06,8.7,2.0,37.74,85.71,9.0,3.33,3.0,0.97,0.68,11.6,26.7,81.9
Kyren Paris,CF,FA,-2.0,-0.33,6.0606060606060606,,,,,,,-2.0,-0.4,0.57,1.57,0.0,0.0,12.0,100.0,5.0,2.0,0.0,-2.0,-0.33,,,0.0,0.0,12.0,100.0,6.0,1.67,0.0,-2.0,-0.33,,,0.0,0.0,12.0,100.0,6.0,1.67,0.0,1.29,0.04,16.7,30.1,79.1
Patrick Wisdom,3B,FA,26.5,1.39,19.06474820143885,2.4652830188679244,1.02,-1.24,19.2,40.4,72.7,,,,,,,,,,,,-2.0,-1.0,,,,0.0,42.86,,2.0,1.0,0.0,-3.0,-0.75,,,0.0,0.0,43.75,100.0,4.0,1.5,0.0,,,,,
Willi Castro,2B,FA,740.5,6.17,120.0162074554295,3.5578528021607023,0.2,0.17,8.0,37.7,85.4,,,,,,,,,,,,-2.5,-1.25,,,0.0,0.0,66.67,100.0,2.0,4.0,0.0,99.0,5.82,-0.4,-0.21,4.44,2.0,35.5,78.26,17.0,3.59,10.0,-0.13,0.15,6.5,31.8,82.6
KeBryan Hayes,3B,FA,163.5,2.02,80.94059405940594,2.49565749235474,-0.43,-0.73,7.8,30.9,66.1,-2.5,-0.83,,,0.0,0.0,60.0,100.0,3.0,3.0,0.0,-2.5,-0.83,,,0.0,0.0,60.0,100.0,3.0,3.0,0.0,32.0,2.13,-0.49,-0.36,4.55,1.0,34.25,72.73,15.0,2.27,4.0,-0.58,-0.11,4.6,27.0,73.2
Brenton Doyle,CF,FA,234.0,3.21,72.89719626168224,2.345769230769231,0.08,0.36,6.4,34.1,82.9,-1.5,-0.75,,,,0.0,50.0,,2.0,1.5,0.0,-5.5,-0.92,,,0.0,0.0,60.0,,6.0,1.5,0.0,31.0,1.63,-0.01,-0.83,12.5,2.0,43.9,80.0,19.0,1.63,1.0,0.51,0.14,10.9,30.2,80.4
Nolan Schanuel,1B,FA,650.5,6.08,106.99013157894737,3.6638893159108377,-1.02,-0.33,2.4,27.2,65.8,,,,,,,,,,,,,,,,,,,,,,,54.0,10.8,,,0.0,0.0,27.78,80.0,5.0,3.8,3.0,0.06,0.86,4.5,24.0,80.4
Luis Rengifo,3B,FA,493.5,5.19,95.08670520231213,3.281215805471125,-0.41,0.18,4.1,30.6,76.2,,,,,,,,,,,,,,,,,,,,,,,52.0,4.0,-1.14,-1.1,3.23,1.0,28.26,45.45,13.0,3.23,4.0,-0.64,-0.28,5.0,30.6,76.0
Jose Fernandez,SS,FA,295.0,4.54,64.97797356828194,2.939457627118644,-1.55,-1.51,4.0,36.8,64.9,,,,,,,,,,,,,,,,,,,,,,,45.0,4.5,-0.25,-0.06,4.76,1.0,36.36,83.33,10.0,2.6,3.0,,,,,
Daz Cameron,RF,FA,30.5,3.81,8.005249343832022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,3.81,-0.08,-0.73,11.11,2.0,30.23,57.14,8.0,3.0,3.0,0.28,0.63,7.1,29.2,84.6
Jimmy Crooks,C,FA,145.5,2.8,51.964285714285715,2.5786941580756015,0.18,-0.7,11.6,36.3,73.5,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,2.33,0.47,26.67,4.0,22.64,70.0,10.0,2.4,3.0,0.57,1.05,7.1,27.7,87.5
Gavin Sheets,LF,FA,601.0,4.89,122.90388548057261,2.8965723793677203,-0.74,-0.97,6.9,31.0,63.4,,,,,,,,,,,,,,,,,,,,,,,29.0,2.9,-1.76,-1.53,0.0,0.0,36.0,50.0,10.0,2.4,2.0,-0.68,-1.35,9.6,31.4,64.8
Anthony Seigler,C,FA,244.5,5.09,48.03536345776032,3.081063394683026,0.78,1.59,5.6,26.2,86.7,,,,,,,,,,,,,,,,,,,,,,,28.5,4.07,1.0,2.44,0.0,0.0,15.22,100.0,7.0,1.71,2.0,-0.52,0.53,2.1,17.9,68.4
Alek Thomas,CF,FA,156.5,4.47,35.01118568232663,3.227539936102236,-0.51,-0.68,7.1,41.6,80.8,,,,,,,,,,,,,,,,,,,,,,,21.5,3.07,,,0.0,0.0,36.36,75.0,7.0,2.71,1.0,-0.79,-1.13,7.8,35.0,72.2
Leo Rivas,2B,FA,115.5,2.41,47.9253112033195,2.4204329004329006,0.59,2.32,1.3,16.3,82.0,,,,,,,,,,,,,,,,,,,,,,,19.0,4.75,,,0.0,0.0,6.67,50.0,4.0,2.0,1.0,1.25,2.96,3.0,8.1,83.3
Tyler ONeill,RF,FA,327.5,3.85,85.06493506493506,2.71557251908397,0.18,-0.05,8.8,27.9,70.0,,,,,,,,,,,,,,,,,,,,,,,17.0,2.43,-0.66,-0.8,5.88,1.0,29.63,54.55,7.0,3.29,2.0,1.14,-0.14,16.5,28.3,74.6
Gustavo Campero,RF,FA,15.5,3.88,3.9948453608247423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,3.88,,,0.0,0.0,36.67,83.33,4.0,2.75,0.0,0.48,0.99,6.8,29.3,88.9
Alan Roden,LF,FA,108.5,3.88,27.963917525773198,2.3959447004608294,-0.52,-0.23,5.1,25.7,65.0,,,,,,,,,,,,,,,,,,,,,,,13.5,3.38,,,0.0,0.0,21.05,66.67,4.0,3.0,0.0,-2.18,-1.93,2.0,32.8,60.0
Masataka Yoshida,DH,FA,450.0,5.17,87.04061895551257,3.021577777777778,-0.82,-0.28,3.4,28.1,67.6,,,,,,,,,,,,,,,,,,,,,,,11.0,5.5,,,0.0,0.0,45.45,66.67,2.0,3.5,0.0,-0.66,-0.67,6.6,27.3,67.2
Victor Bericoto,1B,FA,117.0,3.55,32.95774647887324,2.6094017094017095,0.11,-1.12,12.9,42.8,77.3,,,,,,,,,,,,,,,,,,,,,,,10.5,1.5,,,13.33,2.0,48.57,33.33,7.0,2.86,0.0,,,,,
Jorge Polanco,DH,FA,88.5,2.39,37.029288702928866,3.6457627118644074,-1.24,-1.03,4.0,30.1,61.5,,,,,,,,,,,,,,,,,,,,,,,8.5,2.83,,,0.0,0.0,37.5,50.0,3.0,3.67,0.0,0.42,0.14,10.3,26.9,76.0
Kevin Alcantara,CF,FA,46.5,1.94,23.969072164948454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,2.12,,,0.0,0.0,44.44,,4.0,1.0,2.0,,,,,
Michael Toglia,1B,FA,9.5,0.95,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,-1.02,-0.47,0.0,0.0,23.08,50.0,8.0,2.62,1.0,0.15,-0.28,10.4,30.8,76.3
Eric Wagaman,1B,FA,59.5,2.29,25.982532751091703,1.80890756302521,-0.83,-0.83,5.7,28.3,61.5,,,,,,,,,,,,,,,,,,,,,,,7.5,2.5,,,0.0,0.0,45.45,50.0,3.0,1.67,1.0,-0.07,0.17,6.8,25.7,74.7
Corey Julks,LF,FA,7.5,1.88,3.9893617021276597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,2.5,,,0.0,0.0,16.67,50.0,3.0,1.67,1.0,,,,,
Jonathan Ornelas,SS,FA,6.0,0.67,8.955223880597014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.33,,,0.0,0.0,36.84,75.0,3.0,3.0,1.0,,,,,
Jarred Kelenic,LF,FA,69.5,1.93,36.01036269430052,2.0271942446043165,1.56,-0.39,19.0,29.4,68.0,,,,,,,,,,,,,,,,,,,,,,,6.5,0.93,,,0.0,0.0,35.0,50.0,7.0,0.86,0.0,1.05,0.38,13.5,27.0,78.9
Brandon Lockridge,LF,FA,165.5,4.36,37.95871559633027,2.6080966767371603,-1.21,-0.41,1.5,31.9,71.1,,,,,,,,,,,,,,,,,,,,,,,5.5,1.38,,,0.0,0.0,57.14,50.0,4.0,1.5,2.0,-1.04,-0.43,2.9,33.6,78.3
Everson Pereira,CF,FA,144.5,3.8,38.026315789473685,2.5771626297577854,0.75,-0.11,12.7,37.4,81.8,,,,,,,,,,,,,,,,,,,,,,,5.5,0.79,,,0.0,0.0,33.33,75.0,7.0,1.71,0.0,0.65,1.0,7.9,23.5,81.3
Jim Jarvis,SS,FA,138.0,3.63,38.01652892561984,2.9197826086956518,-0.15,0.76,3.3,28.0,79.4,,,,,,,,,,,,,,,,,,,,,,,5.5,1.1,,,0.0,0.0,16.67,80.0,5.0,2.4,0.0,,,,,
Austin Wynns,C,FA,37.5,1.1,34.090909090909086,2.4053333333333335,-1.36,-1.05,3.3,40.5,75.0,,,,,,,,,,,,,,,,,,,,,,,5.5,2.75,,,0.0,0.0,20.0,100.0,2.0,1.5,0.0,0.35,0.19,9.6,29.5,80.0
James Triantos,2B,FA,6.5,0.93,6.989247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,0.0,0.0,28.57,,1.0,3.0,1.0,,,,,
Rhys Hoskins,1B,FA,424.5,4.47,94.96644295302013,2.7693992932862193,1.63,1.22,12.6,22.2,77.1,,,,,,,,,,,,,,,,,,,,,,,2.5,1.25,,,0.0,0.0,27.78,100.0,2.0,3.0,0.0,0.51,0.27,10.3,19.9,68.1
Braxton Fulford,C,FA,97.5,2.27,42.951541850220266,1.6064615384615384,0.37,0.55,7.5,29.0,78.3,,,,,,,,,,,,,,,,,,,,,,,2.5,0.83,,,0.0,0.0,31.82,33.33,3.0,2.33,0.0,0.36,1.13,5.3,27.4,88.0
Bryce Teodosio,CF,FA,55.0,1.57,35.031847133757964,1.3987272727272726,0.14,0.48,6.3,36.5,87.5,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.64,-0.14,4.3,38.4,88.0
Raynel Delgado,2B,FA,54.5,2.87,18.989547038327526,1.948440366972477,0.12,1.17,3.2,29.9,86.7,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,0.0,0.0,21.43,50.0,2.0,2.0,1.0,,,,,
Luis Vazquez,SS,FA,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,-0.62,-1.59,11.1,39.8,73.3
Davis Schneider,LF,FA,158.5,2.56,61.9140625,1.8251104100946371,0.91,0.66,10.4,20.2,68.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.78,1.36,14.0,20.8,81.8
Max Schuemann,2B,FA,138.0,3.29,41.94528875379939,1.7165217391304348,1.74,2.04,9.8,21.9,86.2,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.2,1.48,2.6,19.0,80.8
Owen Miller,1B,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Tyler Locklear,1B,FA,77.0,5.13,15.009746588693957,2.3984415584415584,1.61,0.79,14.3,27.1,78.6,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,0.0,0.0,0.0,,1.0,2.0,0.0,-1.02,-1.22,6.7,33.6,69.2
Starling Marte,DH,FA,180.0,3.05,59.016393442622956,2.5925,0.27,-0.1,9.6,35.3,79.2,,,,,,,,,,,,,,,,,,,,,,,-3.0,-3.0,,,0.0,0.0,42.86,100.0,1.0,3.0,0.0,-0.22,-0.29,7.9,29.7,74.7
Jared Jones,1B,FA,512.0,28.44,18.0028129395218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Soler,RF,FA,469.5,5.46,85.98901098901099,3.6748881789137378,0.96,0.63,10.9,27.4,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.6,12.8,24.5,78.1
Kyle Manzardo,DH,FA,452.5,4.44,101.91441441441441,3.0613922651933705,1.2,0.72,12.0,30.7,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,-0.42,11.8,27.4,70.2
Luke Raley,RF,FA,407.0,4.28,95.09345794392523,2.7551842751842752,1.53,0.34,15.7,34.6,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.46,10.6,27.2,80.0
Ben Williamson,3B,FA,378.5,4.51,83.92461197339246,2.943117569352708,-1.96,-1.52,1.5,31.5,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.45,-1.13,3.3,33.5,70.2
Matt Vierling,CF,FA,369.0,4.01,92.01995012468828,2.890677506775068,-0.53,-0.21,5.0,32.4,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.25,12.1,25.2,86.4
Kerry Carpenter,RF,FA,368.0,4.54,81.05726872246696,2.8498369565217394,-0.1,-0.65,9.6,36.3,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.13,12.6,34.1,85.4
Tyler Freeman,RF,FA,360.5,4.56,79.05701754385966,3.225520110957004,-0.19,1.16,1.3,30.2,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-0.15,2.1,25.8,71.2
