Player,Position,Status,FPts,FP/G,GP,AB_per_Game,hitter_score,batters_eye_score,barrel_batted_rate,oz_swing_percent,meatball_swing_percent,FPts_7d,FP/G_7d,hitter_score_7d,batters_eye_score_7d,barrel_batted_rate_7d,barrels_7d,oz_swing_percent_7d,meatball_swing_percent_7d,GP_7d,AB_per_Game_7d,Runs_7d,FPts_14d,FP/G_14d,hitter_score_14d,batters_eye_score_14d,barrel_batted_rate_14d,barrels_14d,oz_swing_percent_14d,meatball_swing_percent_14d,GP_14d,AB_per_Game_14d,Runs_14d,FPts_30d,FP/G_30d,hitter_score_30d,batters_eye_score_30d,barrel_batted_rate_30d,barrels_30d,oz_swing_percent_30d,meatball_swing_percent_30d,GP_30d,AB_per_Game_30d,Runs_30d,hitter_score_2025,batters_eye_score_2025,barrel_batted_rate_2025,oz_swing_percent_2025,meatball_swing_percent_2025
Trevor Larnach,DH,FA,666.0,5.5,121.0909090909091,3.12987987987988,-0.35,-0.49,7.3,29.8,67.4,20.5,4.1,-0.44,0.05,0.0,0.0,29.17,75.0,5.0,2.6,2.0,47.5,4.32,-0.25,-0.1,5.26,1.0,30.51,72.73,11.0,2.73,4.0,72.0,3.6,-0.54,-0.47,4.76,2.0,32.28,66.67,20.0,2.85,6.0,-0.53,-0.6,7.2,27.5,68.2
Paul Goldschmidt,1B,FA,579.0,5.85,98.97435897435898,3.293782383419689,0.53,0.03,10.7,32.5,77.0,4.0,2.0,,,,0.0,0.0,,2.0,0.0,1.0,47.5,6.79,1.24,0.62,16.67,2.0,34.62,100.0,7.0,2.0,3.0,65.0,5.42,1.63,1.27,14.29,3.0,29.41,100.0,12.0,2.17,4.0,-0.26,-0.37,8.0,27.4,70.7
Jorbit Vivas,2B,FA,425.5,3.8,111.97368421052632,2.45593419506463,0.15,1.2,3.3,28.2,84.8,18.5,6.17,,,0.0,0.0,50.0,100.0,3.0,2.67,0.0,47.0,5.88,-1.0,-1.33,6.67,1.0,23.08,25.0,8.0,2.5,1.0,101.0,4.81,-0.12,0.26,3.92,2.0,30.16,78.95,21.0,2.86,3.0,1.45,2.89,4.7,18.0,95.7
Nick Loftin,LF,FA,566.0,5.24,108.01526717557252,3.110671378091873,-0.3,0.29,4.3,24.7,69.6,16.0,3.2,0.51,0.78,8.33,1.0,17.07,80.0,5.0,4.0,1.0,46.5,4.23,0.38,0.5,7.69,2.0,21.84,72.73,11.0,3.64,3.0,113.5,4.73,-0.08,0.17,5.0,3.0,24.5,66.67,24.0,3.58,8.0,0.46,1.06,6.3,24.9,83.9
Jared Young,1B,FA,503.0,5.19,96.91714836223505,2.961292246520875,0.38,0.67,7.0,27.7,78.0,22.5,5.62,1.18,1.55,11.11,1.0,12.5,100.0,4.0,3.0,4.0,46.0,4.6,0.43,0.93,4.76,1.0,26.25,92.86,10.0,3.2,10.0,145.5,6.06,-0.19,0.27,3.17,2.0,30.56,80.0,24.0,3.46,17.0,1.43,0.78,14.3,28.7,85.7
Jake Mangum,LF,FA,642.5,5.27,121.91650853889944,3.2317198443579764,-1.86,-1.47,1.9,45.6,76.9,21.0,7.0,,,0.0,0.0,53.85,,3.0,4.0,1.0,44.5,4.94,-0.59,0.07,0.0,0.0,42.55,100.0,9.0,3.22,3.0,67.5,3.07,-1.05,-0.8,2.0,1.0,44.06,80.95,22.0,3.14,8.0,-1.5,-1.07,2.7,43.8,84.6
Anthony Volpe,SS,FA,311.5,5.37,58.00744878957169,3.01685393258427,0.1,0.82,4.6,24.1,75.0,44.5,22.25,,,25.0,1.0,27.27,80.0,2.0,4.0,2.0,44.5,22.25,,,25.0,1.0,27.27,80.0,2.0,4.0,2.0,44.5,22.25,,,25.0,1.0,27.27,80.0,2.0,4.0,2.0,0.57,0.31,10.5,24.0,74.1
Patrick Bailey,C,FA,383.5,3.76,101.99468085106383,2.7256323337679267,0.03,0.19,6.8,31.1,77.0,19.5,3.9,-0.52,-0.07,0.0,0.0,36.36,83.33,5.0,2.4,0.0,43.5,4.35,0.08,0.29,5.88,1.0,34.04,90.0,10.0,2.2,2.0,115.0,5.75,0.69,1.21,5.41,2.0,27.03,94.44,20.0,2.5,5.0,0.26,0.92,5.6,29.1,87.8
Derek Hill,CF,FA,382.5,3.54,108.05084745762711,1.7306666666666668,0.31,-0.09,9.8,34.8,78.6,31.0,6.2,,,33.33,1.0,25.0,100.0,5.0,1.2,1.0,43.5,4.35,0.45,0.61,7.69,1.0,34.78,100.0,10.0,1.9,2.0,73.0,3.84,0.03,0.38,4.55,1.0,33.33,87.5,19.0,1.58,3.0,-0.55,-1.5,11.2,39.1,73.3
Mark Vientos,3B,FA,387.0,4.9,78.97959183673468,3.152713178294574,0.25,-0.37,10.6,35.8,76.7,4.0,2.0,,,0.0,0.0,33.33,,2.0,2.0,1.0,43.0,7.17,,,20.0,2.0,20.83,66.67,6.0,2.33,3.0,43.0,7.17,,,20.0,2.0,20.83,66.67,6.0,2.33,3.0,0.64,0.21,11.5,32.9,84.7
Jorge Mateo,SS,FA,326.0,3.7,88.1081081081081,2.0315950920245403,-1.14,-1.82,8.0,42.0,68.1,14.0,2.8,-0.44,0.05,0.0,0.0,43.33,100.0,5.0,3.4,2.0,42.5,3.86,-1.1,-0.66,0.0,0.0,41.38,77.78,11.0,2.73,4.0,94.5,4.5,-1.25,-1.19,2.7,1.0,42.4,69.23,21.0,2.48,10.0,-1.79,-1.81,4.1,39.3,70.0
Myles Straw,CF,FA,430.0,3.21,133.95638629283488,1.963325581395349,-0.48,0.33,3.0,23.0,67.9,3.5,0.88,,,0.0,0.0,16.67,100.0,4.0,1.25,0.0,42.0,4.2,0.01,0.92,0.0,0.0,19.61,80.0,10.0,2.1,4.0,82.5,3.44,0.35,1.16,2.38,1.0,22.31,84.62,24.0,2.04,8.0,-0.86,-0.37,3.9,27.4,70.7
Blaze Alexander,3B,FA,462.0,4.97,92.95774647887325,2.8077272727272726,0.59,1.08,6.6,30.2,86.1,10.0,3.33,0.52,0.09,16.67,1.0,31.25,80.0,3.0,3.33,1.0,42.0,4.2,-0.2,0.14,3.85,1.0,30.86,80.0,10.0,3.5,4.0,44.5,4.05,-0.34,0.04,3.23,1.0,33.33,80.0,11.0,3.64,4.0,0.59,-0.15,12.8,25.2,70.3
Danny Jansen,C,FA,219.0,3.98,55.02512562814071,2.88958904109589,-0.28,-0.34,7.1,25.1,62.9,35.5,8.88,,,14.29,1.0,33.33,,4.0,2.25,1.0,40.5,5.79,0.17,0.27,7.14,1.0,26.47,75.0,7.0,2.57,1.0,76.5,5.46,0.37,-0.02,10.71,3.0,30.43,73.33,14.0,2.71,4.0,1.26,1.72,8.8,20.0,84.9
David Hamilton,2B,FA,564.0,5.13,109.94152046783626,2.810585106382979,-0.94,-0.42,3.3,29.4,67.6,5.0,1.67,,,0.0,0.0,12.5,100.0,3.0,1.67,2.0,39.5,4.94,0.18,1.17,0.0,0.0,19.05,85.71,8.0,2.75,3.0,122.5,6.45,-0.49,-0.01,2.17,1.0,26.67,66.67,19.0,3.0,8.0,-0.76,-0.69,6.0,26.0,65.2
Jonny DeLuca,CF,FA,542.0,5.59,96.95885509838999,3.114723247232472,-0.98,-0.48,3.3,36.0,75.7,14.0,3.5,,,0.0,0.0,21.74,,4.0,3.25,1.0,39.5,4.39,0.12,1.08,0.0,0.0,27.87,100.0,9.0,3.22,2.0,84.5,3.67,-0.97,-0.39,0.0,0.0,36.88,76.92,23.0,3.26,4.0,-2.92,-3.1,2.3,37.3,52.6
Dustin Harris,LF,FA,155.5,5.18,30.019305019305023,2.365144694533762,-2.0,-1.22,0.0,32.9,63.0,23.0,5.75,-0.59,-0.16,0.0,0.0,23.53,57.14,4.0,3.0,2.0,39.5,4.39,-1.0,-0.51,0.0,0.0,30.56,61.54,9.0,2.33,3.0,65.5,5.04,-1.28,-0.84,0.0,0.0,35.42,64.29,13.0,2.38,6.0,-1.11,-0.71,3.7,32.2,73.3
Edmundo Sosa,2B,FA,397.0,5.09,77.99607072691552,2.743727959697733,-2.01,-2.91,7.1,52.5,69.4,22.0,4.4,,,0.0,0.0,62.5,60.0,5.0,1.6,2.0,39.0,4.33,-1.12,-1.72,8.33,1.0,41.94,50.0,9.0,2.33,3.0,121.5,8.1,-1.26,-1.92,7.69,2.0,46.27,60.0,15.0,2.53,8.0,-1.64,-2.06,6.3,45.5,75.4
Mauricio Dubon,LF,FA,860.0,6.14,140.06514657980458,3.7054186046511624,-0.58,0.02,3.7,37.8,83.9,16.0,2.67,-1.49,-1.52,0.0,0.0,59.46,71.43,6.0,3.5,0.0,39.0,3.55,-1.01,-0.91,3.03,1.0,44.44,76.92,11.0,3.64,2.0,106.5,4.26,-1.04,-0.85,2.47,2.0,42.55,76.92,25.0,3.6,6.0,-1.47,-0.7,1.2,35.2,77.3
Cody Freeman,2B,FA,112.0,3.5,32.0,2.5625,-1.65,-1.04,1.4,28.0,58.6,1.5,0.3,,,0.0,0.0,57.14,100.0,5.0,1.0,0.0,39.0,3.25,-1.22,-0.83,0.0,0.0,31.48,54.55,12.0,2.5,2.0,103.0,4.12,-1.09,-0.81,1.69,1.0,28.29,52.0,25.0,2.6,7.0,-1.35,-1.17,4.2,34.8,71.4
Rafael Flores,1B,FA,206.5,5.74,35.97560975609756,2.974237288135593,0.84,-0.5,14.9,29.4,66.7,27.5,6.88,0.1,-0.68,18.18,2.0,35.71,60.0,4.0,4.25,1.0,38.5,4.28,-0.15,-0.34,8.33,2.0,27.27,60.0,9.0,3.78,2.0,128.0,5.57,0.15,-0.71,13.21,7.0,32.9,62.5,23.0,3.52,9.0,,,,,
Bryan Torres,2B,FA,247.5,3.75,66.0,2.212121212121212,-0.55,0.14,3.4,27.6,71.7,19.0,4.75,-0.29,0.28,0.0,0.0,27.27,80.0,4.0,3.5,1.0,37.5,4.69,-0.2,0.62,0.0,0.0,22.81,77.78,8.0,2.88,3.0,76.5,4.78,-0.43,0.39,0.0,0.0,20.88,65.0,16.0,2.69,4.0,,,,,
Enrique Hernandez,1B,FA,100.0,3.23,30.959752321981423,2.0349,-0.6,-1.44,9.8,35.8,64.3,29.0,7.25,0.82,0.25,20.0,1.0,25.0,75.0,4.0,3.0,2.0,37.5,3.75,0.31,0.4,7.69,1.0,24.53,75.0,10.0,2.7,5.0,67.5,3.55,0.15,0.01,8.33,2.0,29.76,72.73,19.0,2.26,8.0,0.24,0.05,9.5,32.0,81.7
Michael Massey,2B,FA,620.0,5.25,118.0952380952381,3.1076612903225804,-0.9,-0.95,5.8,38.5,73.6,12.0,3.0,-0.26,0.33,0.0,0.0,37.5,100.0,4.0,4.25,0.0,37.0,4.62,0.53,1.15,4.17,1.0,26.92,100.0,8.0,3.88,0.0,122.0,7.18,-0.29,-0.25,5.77,3.0,34.17,75.0,17.0,3.59,6.0,-1.53,-1.39,4.0,37.6,72.6
Jose Caballero,SS,FA,683.5,5.47,124.95429616087752,3.057117776152158,-0.91,-0.6,4.2,36.2,74.6,0.0,0.0,,,0.0,0.0,33.33,,4.0,0.75,1.0,36.5,3.65,0.33,0.61,6.25,1.0,25.93,83.33,10.0,2.2,6.0,78.5,3.27,-0.06,0.26,4.44,2.0,30.66,80.0,24.0,2.42,8.0,-0.6,-0.43,5.9,28.4,71.4
Nolan Gorman,3B,FA,309.5,4.07,76.04422604422604,3.234959612277868,0.77,0.41,10.6,32.8,81.7,28.0,7.0,,,16.67,2.0,34.21,,4.0,3.75,2.0,36.5,4.06,0.53,-0.01,13.64,3.0,34.92,83.33,9.0,3.44,2.0,52.5,3.75,0.81,-0.26,16.67,5.0,38.04,81.82,14.0,3.21,4.0,0.31,0.22,9.2,27.7,77.9
Nick Morabito,CF,FA,26.5,2.41,10.995850622406639,,,,,,,14.0,4.67,,,0.0,0.0,27.27,100.0,3.0,2.0,0.0,36.5,6.08,,,0.0,0.0,25.0,50.0,6.0,2.0,1.0,36.5,6.08,,,0.0,0.0,25.0,50.0,6.0,2.0,1.0,,,,,
Ha-seong Kim,SS,FA,86.5,2.06,41.99029126213592,2.452947976878613,-1.55,-1.21,2.8,27.0,55.3,19.5,6.5,-0.79,-0.46,0.0,0.0,53.85,100.0,3.0,2.33,1.0,36.0,4.5,-1.24,-0.85,0.0,0.0,36.0,62.5,8.0,2.62,2.0,53.0,4.08,-1.33,-0.9,0.0,0.0,33.85,60.0,13.0,2.23,2.0,-1.24,-1.22,5.2,21.2,52.7
Gary Sanchez,C,FA,426.5,5.27,80.92979127134726,2.5330597889800703,-0.03,-0.28,8.5,22.2,59.7,5.0,2.5,,,0.0,0.0,8.33,,2.0,1.0,0.0,35.5,5.92,,,20.0,1.0,21.05,0.0,6.0,1.67,1.0,45.5,3.03,-1.21,-1.34,4.17,1.0,33.72,50.0,15.0,2.4,2.0,-0.65,-1.59,10.9,24.3,52.6
Isiah Kiner-Falefa,SS,FA,261.0,4.75,54.94736842105263,2.4386973180076628,-1.3,-0.8,2.6,32.0,66.7,15.0,3.75,0.15,0.94,0.0,0.0,6.25,66.67,4.0,2.5,1.0,35.5,4.44,0.24,1.26,0.0,0.0,12.12,75.0,8.0,2.38,1.0,35.5,4.44,,,0.0,0.0,12.12,75.0,8.0,2.38,1.0,-1.63,-0.98,1.4,32.2,70.1
Christopher Morel,LF,FA,74.0,2.24,33.035714285714285,2.6637837837837837,-0.86,-0.37,3.6,33.7,73.9,34.5,11.5,,,33.33,1.0,33.33,,3.0,2.0,3.0,35.0,5.83,,,14.29,1.0,41.18,100.0,6.0,2.0,3.0,46.0,4.18,-0.05,-0.05,6.67,1.0,27.08,66.67,11.0,2.0,3.0,1.53,0.81,14.8,30.9,89.0
Henry Davis,C,FA,368.0,4.09,89.97555012224939,2.634048913043478,0.72,0.78,8.7,32.5,85.6,14.0,7.0,,,33.33,1.0,0.0,,2.0,2.5,1.0,34.5,8.62,,,12.5,1.0,31.58,100.0,4.0,2.5,2.0,44.0,3.67,-0.04,0.26,4.76,1.0,35.59,88.89,12.0,2.17,2.0,0.33,-0.26,11.5,34.6,81.6
Josh Lowe,RF,FA,386.0,3.86,100.0,2.71,0.24,0.11,8.5,36.1,82.6,11.0,3.67,,,50.0,1.0,23.81,100.0,3.0,2.0,0.0,33.5,4.19,1.94,1.2,20.0,2.0,26.23,100.0,8.0,2.38,1.0,97.0,4.41,0.41,0.47,7.69,3.0,29.61,82.61,22.0,2.68,7.0,-0.7,-0.58,5.9,37.1,81.3
Cedric Mullins,CF,FA,682.5,5.37,127.09497206703911,3.2338021978021976,-0.35,0.22,4.3,31.1,77.3,5.5,1.83,,,0.0,0.0,25.0,50.0,3.0,3.33,1.0,33.0,3.67,-0.78,-0.82,5.0,1.0,37.7,66.67,9.0,2.89,2.0,98.5,4.28,-0.33,-0.55,7.41,4.0,32.32,65.0,23.0,2.87,7.0,0.22,0.74,6.2,26.6,82.4
Lars Nootbaar,LF,FA,401.0,5.21,76.96737044145874,3.079226932668329,0.43,0.0,10.2,19.4,59.3,15.0,3.0,-0.08,-0.82,16.67,1.0,18.75,25.0,5.0,1.2,0.0,32.0,3.56,-0.83,-1.04,6.25,1.0,21.57,30.0,9.0,2.0,0.0,135.5,6.45,0.03,-1.17,15.22,7.0,22.4,33.33,21.0,2.57,5.0,0.24,-0.11,10.2,22.0,66.5
Ildemaro Vargas,2B,FA,768.5,5.87,130.9199318568995,3.2844502277163303,-1.61,-1.37,3.1,40.4,71.2,29.5,5.9,-0.34,0.21,0.0,0.0,40.0,100.0,5.0,4.0,3.0,31.5,3.5,-0.69,-0.08,0.0,0.0,44.68,100.0,9.0,3.56,4.0,129.0,5.16,-1.25,-1.15,2.44,2.0,45.73,76.19,25.0,3.8,12.0,-2.32,-2.55,3.9,37.4,59.0
J.T. Realmuto,C,FA,551.0,5.01,109.98003992015968,3.3369691470054446,-0.06,0.41,5.3,29.7,77.7,2.5,0.62,1.04,0.86,16.67,1.0,26.67,100.0,4.0,3.5,2.0,31.5,3.5,1.6,1.14,16.67,3.0,27.12,100.0,9.0,3.33,5.0,104.0,5.2,0.94,1.19,8.0,4.0,23.9,88.24,20.0,3.3,12.0,-0.5,-0.91,8.8,32.3,71.1
Nicky Lopez,2B,FA,320.5,3.68,87.09239130434783,2.4341965678627147,-0.69,0.72,0.0,33.2,85.9,29.5,5.9,,,0.0,0.0,22.22,100.0,5.0,2.0,2.0,31.5,3.5,,,0.0,0.0,33.33,100.0,9.0,1.33,2.0,46.5,2.58,-0.74,-0.06,0.0,0.0,31.82,75.0,18.0,1.39,3.0,,,,,
Taylor Trammell,CF,FA,303.5,3.41,89.00293255131965,2.5392421746293246,1.19,0.69,12.1,28.9,79.8,11.0,2.75,0.88,0.33,20.0,1.0,37.5,100.0,4.0,2.75,0.0,31.5,2.86,0.7,0.37,12.5,2.0,38.24,100.0,11.0,2.45,1.0,24.5,0.98,0.35,-0.02,10.53,4.0,33.56,78.95,25.0,2.52,1.0,0.28,0.48,7.8,21.9,73.2
Carlos Cortes,RF,FA,492.0,4.39,112.0728929384966,2.757134146341463,-0.13,0.08,6.3,27.2,70.5,23.5,4.7,-0.64,-0.95,8.33,1.0,35.71,50.0,5.0,3.0,1.0,31.0,3.44,-0.52,-0.45,5.0,1.0,34.88,71.43,9.0,3.0,3.0,86.5,3.93,-1.04,-1.06,3.92,2.0,35.11,58.82,22.0,3.09,5.0,0.4,0.35,9.2,30.6,83.3
Samad Taylor,2B,FA,210.0,6.18,33.980582524271846,3.2077142857142857,-2.24,-2.23,2.7,30.7,48.5,14.0,4.67,,,0.0,0.0,60.0,100.0,3.0,3.0,1.0,31.0,3.88,-1.33,-0.98,0.0,0.0,37.93,62.5,8.0,3.12,3.0,31.0,3.88,-1.48,-1.13,0.0,0.0,37.93,62.5,8.0,3.12,3.0,,,,,
Mike Yastrzemski,RF,FA,485.5,3.85,126.1038961038961,2.5455200823892894,-0.44,-0.51,6.8,26.1,62.3,22.0,4.4,-0.59,-1.23,12.5,1.0,32.0,33.33,5.0,2.6,3.0,30.5,3.39,-0.33,-0.38,6.67,1.0,31.37,66.67,9.0,2.56,5.0,41.0,1.86,0.26,0.99,2.7,1.0,23.7,83.33,22.0,2.5,6.0,0.04,-0.03,8.5,22.1,67.6
Brian Serven,C,FA,121.0,5.26,23.003802281368824,2.8690909090909087,0.06,-0.6,10.4,31.5,68.4,-2.0,-0.67,,,0.0,0.0,44.44,100.0,3.0,2.0,0.0,30.0,5.0,-0.06,-0.07,7.14,1.0,31.25,75.0,6.0,3.0,3.0,78.5,6.54,-0.19,-0.34,7.41,2.0,38.03,80.0,12.0,3.25,6.0,,,,,
Keibert Ruiz,C,FA,577.5,6.08,94.98355263157895,3.2005541125541126,-1.18,-1.13,4.8,37.3,69.9,14.0,4.67,,,14.29,1.0,50.0,50.0,3.0,2.33,1.0,29.5,4.92,-0.31,-0.48,7.69,1.0,41.67,83.33,6.0,2.5,2.0,104.5,6.53,-0.33,-0.44,6.67,3.0,39.24,80.0,16.0,3.06,6.0,-1.3,-0.66,2.2,35.4,78.1
Amed Rosario,3B,FA,351.5,4.29,81.93473193473193,2.5630156472261736,0.15,-0.56,10.8,40.3,80.4,6.5,6.5,,,0.0,0.0,,,1.0,1.0,0.0,29.5,5.9,-0.47,-0.64,7.14,1.0,44.0,83.33,5.0,3.4,2.0,46.5,4.23,-0.25,-0.68,9.09,2.0,43.18,81.82,11.0,2.36,3.0,-0.7,-0.6,6.0,36.7,80.5
Andres Chaparro,1B,FA,376.0,5.15,73.00970873786407,2.2736702127659574,0.95,0.26,12.4,32.0,78.9,10.5,2.62,-1.42,-1.41,0.0,0.0,73.33,100.0,4.0,3.0,1.0,29.0,2.9,-1.41,-1.1,0.0,0.0,52.83,87.5,10.0,3.1,2.0,116.0,5.52,0.92,0.34,13.64,6.0,36.51,92.31,21.0,3.0,10.0,0.38,-0.09,11.1,34.4,83.3
Luis Torrens,C,FA,412.5,4.85,85.05154639175258,2.7395151515151515,0.06,0.55,5.5,32.1,82.4,29.0,14.5,-0.04,0.66,0.0,0.0,30.77,100.0,2.0,3.5,2.0,29.0,5.8,-0.14,0.71,0.0,0.0,33.33,100.0,5.0,2.6,2.0,87.0,6.69,0.37,-0.02,10.71,3.0,33.33,78.57,13.0,2.69,6.0,0.66,0.41,10.7,25.9,77.7
Shay Whitcomb,2B,FA,82.0,2.34,35.042735042735046,2.1117073170731704,-0.06,-1.44,13.2,37.6,66.7,17.5,3.5,-0.19,-0.28,8.33,1.0,36.0,75.0,5.0,3.2,0.0,28.5,2.59,0.04,-0.07,8.33,2.0,32.76,77.78,11.0,2.55,0.0,48.5,2.69,-0.12,-0.94,12.2,5.0,36.89,64.71,18.0,3.0,2.0,-0.18,0.51,4.5,29.9,84.2
Jacob Young,CF,FA,699.5,5.38,130.0185873605948,2.991879914224446,-0.51,-0.39,5.9,27.3,65.2,8.5,1.7,-0.16,0.48,0.0,0.0,34.48,100.0,5.0,2.6,0.0,28.0,2.8,-0.35,0.41,0.0,0.0,26.98,80.0,10.0,2.2,2.0,89.5,3.89,0.05,0.51,3.85,2.0,26.43,77.78,23.0,2.78,7.0,-0.83,0.1,1.9,23.9,71.5
Jonah Heim,C,FA,475.0,5.0,95.0,3.389473684210526,-0.44,-0.45,6.6,33.8,73.1,-0.5,-0.17,,,0.0,0.0,66.67,,3.0,3.67,0.0,28.0,2.8,-1.12,-1.15,3.7,1.0,46.03,73.33,10.0,3.7,2.0,73.0,3.32,-0.4,-0.07,3.39,2.0,31.41,74.07,22.0,3.41,7.0,-0.58,-0.43,6.1,30.0,73.5
Taylor Walls,SS,FA,579.0,4.95,116.96969696969697,2.983678756476684,-0.64,0.35,1.9,25.5,71.4,,,,,,,,,,,,27.5,4.58,-0.78,-0.21,0.0,0.0,28.89,66.67,6.0,3.0,2.0,92.5,4.87,-1.47,-1.11,0.0,0.0,25.37,40.0,19.0,3.11,8.0,0.01,1.07,3.2,21.2,79.0
Grant McCray,RF,FA,100.5,2.96,33.9527027027027,1.8849751243781094,0.3,-0.48,11.4,27.2,64.0,5.5,1.83,0.26,1.1,0.0,0.0,21.74,100.0,3.0,2.67,0.0,27.0,3.86,1.09,0.92,12.5,1.0,22.73,85.71,7.0,1.86,3.0,40.5,3.68,0.6,0.16,11.76,2.0,27.94,72.73,11.0,2.45,5.0,,,,,
Ryan McMahon,3B,FA,400.0,3.48,114.94252873563218,2.6013,0.51,0.31,9.4,28.6,75.0,18.0,3.6,0.51,0.63,10.0,1.0,20.0,80.0,5.0,3.6,2.0,27.0,3.0,0.28,0.58,5.88,1.0,21.95,75.0,9.0,2.78,2.0,32.0,2.29,-0.18,0.11,4.35,1.0,20.0,57.14,14.0,2.64,2.0,0.75,0.24,12.1,25.1,74.7
Isaac Collins,LF,FA,598.5,4.5,133.0,3.0902255639097747,0.28,0.95,5.2,21.5,73.0,23.5,4.7,-0.68,-0.3,0.0,0.0,22.22,50.0,5.0,2.4,3.0,26.5,2.65,-1.15,-0.73,0.0,0.0,23.81,42.86,10.0,2.6,4.0,76.5,3.19,-0.3,0.28,1.96,1.0,22.47,65.52,24.0,2.92,5.0,0.69,1.71,4.9,18.4,82.7
Nelson Velazquez,RF,FA,150.5,3.34,45.05988023952096,2.086112956810631,0.3,-0.87,13.1,31.5,65.2,-2.0,-2.0,,,0.0,0.0,50.0,,1.0,3.0,0.0,26.5,5.3,,,20.0,1.0,38.1,0.0,5.0,1.8,1.0,21.5,2.39,,,12.5,1.0,33.33,50.0,9.0,1.89,1.0,,,,,
Denzer Guzman,SS,FA,301.0,4.18,72.00956937799043,3.1245847176079735,0.25,0.69,6.1,33.8,86.3,22.5,4.5,,,12.5,1.0,44.44,100.0,5.0,2.6,3.0,26.0,3.25,0.16,0.18,7.69,1.0,33.33,85.71,8.0,2.5,4.0,78.0,3.55,0.21,-0.03,9.09,4.0,33.59,78.95,22.0,3.0,9.0,2.63,2.4,15.0,19.2,91.7
Andrew Benintendi,LF,FA,720.5,5.54,130.05415162454872,3.014129077029841,0.42,0.31,8.8,33.4,81.4,16.0,3.2,0.05,-0.27,12.5,1.0,50.0,100.0,5.0,2.2,2.0,25.5,2.12,0.6,0.23,12.5,3.0,40.3,100.0,12.0,2.67,4.0,122.0,5.08,0.1,-0.15,8.93,5.0,38.82,85.71,24.0,2.96,10.0,0.76,0.47,11.1,29.0,82.5
Nasim Nunez,SS,FA,699.5,5.18,135.03861003861005,3.0287634024303074,-0.17,1.29,0.9,26.3,83.3,6.0,2.0,,,0.0,0.0,40.0,100.0,3.0,1.67,1.0,25.5,2.83,0.77,0.1,15.38,2.0,42.11,100.0,9.0,1.89,3.0,51.5,2.34,-0.01,0.41,4.0,2.0,32.41,86.36,22.0,2.77,6.0,0.07,0.84,4.7,21.6,76.9
Drew Cavanaugh,C,FA,126.5,2.58,49.031007751937985,2.5086166007905137,0.21,0.96,4.7,28.3,82.2,6.0,1.5,-0.43,0.07,0.0,0.0,42.86,100.0,4.0,2.25,1.0,25.5,3.19,-0.79,-0.22,0.0,0.0,36.17,80.0,8.0,2.75,2.0,42.5,2.12,0.28,0.6,5.56,2.0,33.61,92.86,20.0,2.8,3.0,,,,,
Miguel Amaya,C,FA,307.5,3.99,77.06766917293233,2.5561951219512196,-0.53,-0.59,6.6,30.5,67.2,-1.0,-1.0,,,,0.0,42.86,,1.0,2.0,0.0,25.5,5.1,-1.15,-0.73,0.0,0.0,43.59,80.0,5.0,2.6,4.0,37.0,3.08,-0.6,-0.67,5.56,1.0,33.33,64.29,12.0,2.42,5.0,-0.94,-1.09,6.6,36.8,75.0
Colt Keith,DH,FA,564.5,4.21,134.0855106888361,2.751975199291408,0.55,0.79,7.6,24.8,75.5,21.5,4.3,0.41,-0.09,16.67,1.0,46.15,100.0,5.0,2.6,2.0,24.5,2.45,0.08,-0.88,15.38,2.0,29.79,50.0,10.0,2.4,2.0,65.5,2.85,1.07,0.93,11.11,4.0,24.43,83.33,23.0,2.35,6.0,0.29,0.19,9.2,25.3,74.4
LaMonte Wade Jr.,1B,FA,186.5,3.97,46.97732997481108,2.341554959785523,0.26,1.21,3.9,21.5,76.1,5.5,2.75,,,0.0,0.0,60.0,,2.0,1.0,0.0,24.0,3.43,0.64,0.06,14.29,1.0,25.0,66.67,7.0,1.71,2.0,34.0,2.0,0.33,0.72,5.26,1.0,26.44,82.35,17.0,1.94,4.0,0.35,1.29,4.5,17.0,76.0
Logan OHoppe,C,FA,285.0,3.35,85.07462686567163,2.950350877192983,0.06,-0.3,9.1,34.7,76.1,10.5,3.5,,,0.0,0.0,27.27,100.0,3.0,2.0,2.0,24.0,4.0,,,0.0,0.0,26.32,66.67,6.0,1.67,4.0,26.5,2.65,,,0.0,0.0,32.35,75.0,10.0,1.7,5.0,0.68,-0.13,13.3,31.7,79.3
Ryan Vilade,RF,FA,425.5,5.07,83.92504930966469,2.5498942420681554,0.33,0.51,7.4,27.9,76.4,3.5,1.75,0.03,0.77,0.0,0.0,28.57,100.0,2.0,3.0,0.0,23.5,3.92,-0.01,-0.23,9.09,1.0,25.64,60.0,6.0,2.5,0.0,71.5,4.47,1.11,0.52,14.29,4.0,28.57,81.82,16.0,2.44,5.0,,,,,
Nate Furman,2B,FA,29.0,1.53,18.954248366013072,1.5827586206896551,-0.39,1.17,0.0,32.4,90.0,4.0,1.33,,,,,,,,,,23.5,2.94,,,0.0,0.0,41.67,100.0,8.0,1.75,2.0,26.0,1.86,-0.52,0.26,0.0,0.0,41.67,100.0,14.0,1.71,2.0,,,,,
