Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitching Score_Previous_League,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Austin Cates,Available,TOR,Eastern League,AA,Yes,23.0,,20.0,20.7,4.8,107.6,165.1,85.0,100.8,5.26,99.2,87.27222659120912,104.2,107.5,1.0,7.0,5.17,20.0,0.0,95.7,92.0,1.41,0.306,0.103,0.221,0.118,0.735,0.228,0.371,0.401,0.275,0.092
Max Lazar,Available,PHI,Eastern League,AA,No,27.0,,2.0,7.2,1.5,91.7,57.9,196.7,102.8,1.6,112.1,74.0665731367012,104.1,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.67,0.25,0.0,0.273,0.273,0.75,0.25,0.75,0.0,0.0,0.0
Niko Mazza,Available,SF,Eastern League,AA,Yes,24.0,,1.0,20.8,5.0,103.1,165.8,144.1,97.9,4.05,102.6,97.92745260424186,104.1,4.6,0.0,1.0,5.4,1.0,0.0,5.0,5.0,1.0,0.231,0.05,0.25,0.2,0.715,0.214,0.429,0.357,0.0,0.2
Wen-Hui Pan,Available,PHI,Eastern League,AA,Yes,23.0,,21.0,7.9,1.0,107.6,63.0,86.5,100.3,5.32,99.0,122.56397628891344,104.1,19.1,2.0,0.0,3.86,0.0,2.0,21.0,20.0,1.62,0.359,0.08,0.2,0.12,0.732,0.224,0.478,0.299,0.25,0.15
Michael Hobbs,Available,SEA,Texas League,AA,Yes,26.0,,3.0,9.8,1.7,94.3,83.0,102.3,111.1,5.07,109.9,91.1134791356993,104.0,7.2,1.0,0.0,3.6,0.0,0.0,5.0,4.0,1.4,0.333,0.043,0.174,0.131,0.8,0.2,0.4,0.4,0.167,0.0
Dariel Fregio,Available,DET,Eastern League,AA,No,26.0,,31.0,11.3,1.8,95.2,90.5,113.1,109.0,5.07,109.1,126.23591437037403,104.0,61.5,6.0,1.0,5.07,4.0,1.0,55.0,61.0,1.33,0.29,0.095,0.252,0.157,0.795,0.152,0.424,0.424,0.219,0.125
Ben DeTaeye,Available,TEX,Texas League,AA,Yes,25.0,,1.0,18.0,2.3,98.1,153.3,0.0,119.1,8.38,106.6,84.69130354666292,104.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3,2.0,1.71,0.286,0.167,0.167,0.0,0.858,0.143,0.429,0.429,0.0,0.0
Jonathan Todd,Available,TOR,Eastern League,AA,Yes,24.0,,11.0,3.9,1.0,103.1,31.2,25.9,111.4,6.92,102.5,93.17262324818276,104.0,16.5,0.0,1.0,5.56,0.0,0.0,11.3,11.0,1.59,0.242,0.164,0.2,0.036,0.812,0.156,0.344,0.5,0.188,0.063
Joey Volini,Available,MIA,Southern League,AA,Yes,23.0,,7.0,19.4,4.7,107.3,150.2,74.8,101.9,4.97,99.1,114.68335304303092,104.0,29.4,2.0,3.0,4.91,7.0,0.0,33.0,25.0,1.36,0.287,0.076,0.174,0.098,0.747,0.204,0.505,0.291,0.067,0.167
Danis Correa,Available,NYM,Eastern League,AA,No,26.0,,13.0,8.5,1.4,95.2,68.1,144.1,105.2,4.48,108.9,132.8272430922138,103.9,18.1,1.0,2.0,3.93,3.0,0.0,18.3,26.0,1.47,0.366,0.125,0.325,0.2,0.768,0.186,0.372,0.442,0.105,0.105
Herick Hernandez,Available,ATL,Southern League,AA,No,22.0,,11.0,25.4,4.1,112.1,196.5,128.2,90.9,4.63,94.9,110.48398190717889,103.9,40.7,0.0,2.0,2.8,11.0,0.0,45.0,64.0,1.42,0.292,0.157,0.325,0.168,0.667,0.283,0.293,0.424,0.214,0.119
Riley Quick,Available,MIN,Texas League,AA,Yes,22.0,,8.0,16.7,3.5,111.4,142.4,85.1,96.4,4.99,95.4,94.43154700829544,103.8,19.9,0.0,2.0,5.72,8.0,0.0,28.3,34.0,1.59,0.279,0.155,0.264,0.109,0.694,0.222,0.486,0.292,0.143,0.286
Luke Hayden,Available,CIN,Southern League,AA,Yes,23.0,,5.0,22.5,4.1,107.3,174.3,105.3,97.7,4.71,98.6,97.51931727901876,103.6,14.0,1.0,1.0,5.23,5.0,0.0,20.7,25.0,1.26,0.209,0.149,0.287,0.138,0.717,0.196,0.478,0.326,0.267,0.267
Christian Oppor,Available,CHW,Southern League,AA,Yes,21.0,,8.0,6.8,3.1,117.5,52.8,-106.0,112.3,9.38,90.1,35.639206618810434,103.6,27.6,0.0,4.0,9.49,8.0,0.0,24.7,18.0,2.19,0.239,0.279,0.14,-0.139,0.824,0.147,0.441,0.412,0.25,0.071
Grayson Moore,Available,CHC,Southern League,AA,Yes,24.0,,8.0,10.2,1.4,102.8,78.7,174.7,93.5,3.74,101.9,96.25181750128274,103.4,11.0,2.0,2.0,8.18,0.0,1.0,11.0,12.0,1.36,0.344,0.021,0.25,0.229,0.686,0.229,0.429,0.343,0.167,0.25
Luke Fox,Available,LAD,Texas League,AA,Yes,24.0,,8.0,17.8,3.2,102.1,151.5,153.0,96.5,4.15,102.3,50.491136760453614,103.3,18.4,1.0,0.0,3.55,8.0,0.0,25.3,28.0,0.91,0.211,0.093,0.289,0.196,0.695,0.271,0.407,0.322,0.053,0.105
Cole Stasio,Available,TEX,Texas League,AA,No,24.0,,18.0,11.1,1.8,102.1,94.5,146.8,97.0,5.29,102.1,117.81101311232804,103.2,39.5,1.0,1.0,5.34,5.0,2.0,32.0,43.0,1.47,0.333,0.111,0.299,0.188,0.699,0.241,0.253,0.506,0.167,0.119
Ryan Vanderhei,Available,SF,Eastern League,AA,Yes,25.0,,24.0,8.7,1.3,99.0,69.7,62.7,109.6,5.06,104.6,106.07501120085264,103.1,27.3,3.0,0.0,2.56,0.0,1.0,31.7,33.0,1.39,0.268,0.152,0.239,0.087,0.8,0.187,0.48,0.333,0.16,0.04
Tony Rossi,Available,NYY,Eastern League,AA,Yes,26.0,,27.0,10.7,1.2,95.2,85.8,169.3,100.6,3.98,107.4,122.95193294351893,102.9,24.3,6.0,0.0,2.78,0.0,4.0,32.3,41.0,1.05,0.299,0.066,0.301,0.235,0.734,0.241,0.443,0.316,0.12,0.08
Adonys Perez,Available,ARI,Texas League,AA,Yes,22.0,,7.0,8.4,3.3,111.4,71.2,14.8,102.9,5.86,94.0,101.94561072048816,102.9,19.5,0.0,2.0,5.79,6.0,0.0,23.3,11.0,1.63,0.291,0.084,0.103,0.019,0.741,0.185,0.568,0.247,0.2,0.3
Tyler Davis,Available,BOS,Eastern League,AA,Yes,24.0,,14.0,10.9,2.1,103.1,87.0,86.5,102.4,5.35,100.7,117.95227753621737,102.8,37.5,1.0,2.0,5.7,0.0,1.0,30.0,29.0,1.47,0.298,0.098,0.218,0.12,0.747,0.181,0.373,0.446,0.135,0.162
Isaac Gallegos,Available,ATL,Southern League,AA,Yes,23.0,,16.0,12.2,1.9,107.3,94.4,118.3,94.7,3.8,97.2,114.72064366141902,102.8,17.2,3.0,0.0,3.82,2.0,1.0,30.7,32.0,1.17,0.277,0.093,0.248,0.155,0.695,0.293,0.5,0.207,0.118,0.059
Jackson Jobe,The Hot and Steamy Boys (MINORS),DET,Eastern League,AA,Yes,23.0,,2.0,18.6,3.5,107.6,148.8,123.9,93.8,4.21,97.0,85.12968261182635,102.8,5.0,0.0,0.0,1.29,2.0,0.0,7.0,7.0,1.0,0.263,0.069,0.241,0.172,0.684,0.316,0.421,0.263,0.2,0.0
Juaron Watts-Brown,Available,BAL,Eastern League,AA,No,24.0,,14.0,21.2,4.2,103.1,169.6,136.2,96.5,4.39,100.5,133.45865925273495,102.7,59.0,1.0,7.0,5.76,14.0,0.0,59.3,74.0,1.4,0.315,0.096,0.285,0.189,0.704,0.226,0.377,0.396,0.19,0.175
Franklin Gómez,Available,CLE,Eastern League,AA,Yes,20.0,,3.0,18.8,3.9,123.7,150.5,56.2,86.1,5.18,83.5,110.13507285084545,102.7,10.4,1.0,0.0,4.63,3.0,0.0,11.7,10.0,1.54,0.303,0.118,0.196,0.078,0.628,0.314,0.371,0.314,0.364,0.182
Cory Lewis,Available,MIN,Texas League,AA,Yes,25.0,,23.0,20.1,3.7,98.1,171.0,119.5,102.8,4.5,104.4,8.335193472632369,102.5,66.5,2.0,9.0,3.89,19.0,1.0,85.7,99.0,1.32,0.275,0.117,0.27,0.153,0.741,0.204,0.481,0.315,0.191,0.176
Kevin Valdez,Available,CHC,Southern League,AA,Yes,24.0,,7.0,23.6,4.9,102.8,183.1,107.6,99.8,4.54,100.6,107.5053786192368,102.5,26.3,2.0,1.0,4.19,7.0,0.0,34.3,31.0,1.22,0.275,0.077,0.218,0.141,0.732,0.206,0.505,0.289,0.143,0.214
Duque Hebbert,Available,DET,Eastern League,AA,Yes,24.0,,5.0,10.9,2.3,103.1,87.1,78.5,102.8,6.18,100.2,89.66534856860463,102.5,17.2,1.0,1.0,6.35,0.0,1.0,11.3,9.0,1.06,0.138,0.087,0.196,0.109,0.75,0.125,0.281,0.594,0.105,0.211
Rafe Schlesinger,Available,CLE,Eastern League,AA,Yes,23.0,,15.0,21.2,4.4,107.6,169.5,72.8,99.2,5.06,96.5,110.5851694942567,102.5,58.6,4.0,4.0,4.36,15.0,0.0,66.0,62.0,1.56,0.335,0.108,0.209,0.101,0.723,0.24,0.453,0.307,0.169,0.119
Stu Flesland III,Available,COL,Eastern League,AA,No,25.0,,17.0,26.3,4.7,99.0,209.9,97.3,104.4,4.46,103.5,115.69851129921896,102.4,58.9,5.0,1.0,1.79,11.0,1.0,80.3,68.0,1.01,0.248,0.084,0.219,0.135,0.762,0.218,0.495,0.286,0.169,0.068
Eli Jones,Available,MIN,Texas League,AA,Yes,23.0,,4.0,15.4,3.8,106.6,131.0,86.7,98.3,4.35,97.2,116.9168701473889,102.4,10.6,0.0,2.0,4.2,4.0,0.0,15.0,14.0,1.73,0.373,0.083,0.194,0.111,0.708,0.271,0.521,0.208,0.1,0.1
Luis Velasquez,Available,NYY,Eastern League,AA,Yes,24.0,,11.0,7.0,1.2,103.1,55.9,49.7,105.7,5.08,99.9,123.66674293778752,102.3,9.5,0.0,0.0,2.7,0.0,1.0,13.3,12.0,1.35,0.27,0.138,0.207,0.069,0.771,0.229,0.514,0.257,0.556,0.0
Wilmy Sanchez,Available,NYY,Eastern League,AA,Yes,22.0,,2.0,3.4,1.3,112.5,27.0,55.5,95.9,5.31,92.0,109.25936343928748,102.2,3.0,0.0,0.0,10.12,0.0,0.0,2.7,2.0,1.87,0.4,0.077,0.154,0.077,0.7,0.3,0.4,0.3,0.0,0.0
Mitch Neunborn,Available,PHI,Eastern League,AA,No,29.0,,2.0,8.4,1.3,85.3,66.9,160.0,109.6,4.56,114.4,77.7649200094005,102.1,3.0,0.0,0.0,0.0,0.0,0.0,2.7,3.0,0.37,0.0,0.111,0.333,0.222,0.8,0.2,0.2,0.6,0.0,0.0
Nolan DeVos,Available,HOU,Texas League,AA,Yes,25.0,,8.0,25.6,4.2,98.1,218.3,164.7,96.9,4.68,103.8,92.15214577802894,102.1,39.1,3.0,1.0,3.21,6.0,0.0,33.7,38.0,0.95,0.214,0.066,0.277,0.211,0.698,0.244,0.291,0.465,0.25,0.125
Mason Olson,Available,TOR,Eastern League,AA,No,24.0,,30.0,14.6,2.7,103.1,116.5,135.5,95.5,4.04,99.7,105.6305334143692,102.1,60.4,4.0,4.0,4.85,8.0,0.0,81.7,89.0,1.22,0.303,0.066,0.254,0.188,0.697,0.254,0.469,0.277,0.194,0.177
Izaak Martinez,Available,CLE,Eastern League,AA,No,24.0,,10.0,14.4,1.9,103.1,115.4,170.8,91.4,3.44,99.6,112.2559172336038,102.1,13.7,3.0,2.0,1.89,1.0,0.0,19.0,25.0,1.16,0.293,0.092,0.329,0.237,0.667,0.262,0.405,0.333,0.214,0.214
Jack Seppings,Available,MIL,Southern League,AA,No,23.0,,13.0,12.6,3.2,107.3,97.9,64.9,99.7,5.18,96.2,101.00458582861025,102.1,39.0,1.0,4.0,4.39,1.0,1.0,41.0,26.0,1.1,0.233,0.073,0.158,0.085,0.731,0.228,0.447,0.325,0.25,0.125
Jack Findlay,Available,STL,Texas League,AA,Yes,23.0,,35.0,9.9,1.2,106.6,84.3,120.2,93.7,4.41,96.6,120.94452884986056,102.0,30.2,4.0,1.0,4.53,0.0,5.0,43.7,54.0,1.53,0.342,0.122,0.276,0.154,0.675,0.281,0.447,0.272,0.226,0.161
Zack Lee,Available,DET,Eastern League,AA,No,25.0,,1.0,11.8,3.0,99.0,93.9,103.1,102.8,5.41,102.7,97.55776119920183,101.9,4.0,0.0,1.0,9.0,0.0,0.0,3.0,4.0,1.67,0.375,0.143,0.286,0.143,0.75,0.25,0.25,0.5,0.0,0.0
Kendeglys Virguez,Available,WSH,Eastern League,AA,Yes,22.0,,13.0,7.0,1.1,112.5,56.1,58.4,95.2,5.75,91.7,103.90131945062484,101.9,14.2,1.0,1.0,3.14,1.0,0.0,14.3,15.0,1.33,0.206,0.161,0.242,0.081,0.695,0.25,0.333,0.417,0.267,0.133
Riley Maddox,Available,WSH,Eastern League,AA,Yes,23.0,,5.0,23.4,5.0,107.6,186.5,65.6,98.7,4.62,95.4,105.34192945472492,101.8,17.0,2.0,1.0,4.68,4.0,0.0,25.0,21.0,1.32,0.267,0.1,0.191,0.091,0.72,0.253,0.52,0.227,0.294,0.118
Jose Montero,Available,CIN,Southern League,AA,Yes,22.0,,20.0,11.1,2.8,112.1,85.6,55.7,95.6,5.34,91.7,107.28123305420932,101.8,52.4,2.0,1.0,5.2,6.0,0.0,55.3,43.0,1.52,0.302,0.101,0.174,0.073,0.701,0.253,0.437,0.31,0.185,0.148
Jake Miller,Available,DET,Eastern League,AA,Yes,25.0,,1.0,14.2,3.0,99.0,113.8,0.0,114.3,4.88,102.4,109.46783434365848,101.7,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.167,0.2,0.2,0.0,0.834,0.167,0.667,0.167,0.0,0.0
Nelfy Ynfante,Available,STL,Texas League,AA,Yes,21.0,,7.0,4.4,1.9,116.7,37.1,-27.3,100.7,7.89,87.8,114.17508211177756,101.7,19.4,0.0,2.0,6.92,0.0,0.0,13.0,7.0,1.38,0.135,0.158,0.123,-0.035,0.725,0.175,0.3,0.525,0.333,0.19
Hayden Wesneski,Daddy Yankee (ACTIVE),HOU,Texas League,AA,No,28.0,,1.0,18.2,4.0,87.6,155.4,97.6,113.6,4.69,111.6,127.30685591664415,101.5,2.0,0.0,0.0,2.25,1.0,0.0,4.0,3.0,0.75,0.182,0.063,0.188,0.125,0.818,0.182,0.636,0.182,0.0,0.0
Marco Jimenez,Available,DET,Eastern League,AA,Yes,26.0,,8.0,5.3,1.0,95.2,42.7,117.5,104.0,4.49,105.3,114.51979464482388,101.5,7.5,2.0,1.0,10.57,0.0,0.0,7.7,10.0,2.74,0.593,0.07,0.233,0.163,0.759,0.172,0.552,0.276,0.375,0.25
Tyler Owens,Available,DET,Eastern League,AA,Yes,25.0,,37.0,8.7,1.2,99.0,69.4,116.0,100.6,3.88,102.1,93.36535615679986,101.5,31.0,5.0,2.0,4.2,0.0,4.0,45.0,48.0,1.4,0.32,0.08,0.241,0.161,0.734,0.219,0.539,0.242,0.129,0.194
Kyle Robinson,Available,LAA,Eastern League,AA,Yes,22.0,,5.0,17.9,4.2,112.5,142.6,73.5,92.7,5.42,91.0,106.96980925636336,101.5,24.4,1.0,1.0,6.43,5.0,0.0,21.0,20.0,1.86,0.391,0.102,0.204,0.102,0.676,0.265,0.353,0.382,0.269,0.154
Brock Porter,Available,TEX,Texas League,AA,Yes,23.0,,4.0,18.2,3.3,106.6,154.9,49.2,101.0,6.44,95.8,88.27103285715935,101.4,15.5,1.0,2.0,5.4,0.0,0.0,13.3,17.0,1.88,0.313,0.203,0.266,0.063,0.727,0.212,0.303,0.485,0.313,0.125
Holt Jones,Available,MIA,Southern League,AA,No,27.0,,25.0,15.2,1.8,91.4,117.5,179.3,100.2,3.48,108.1,92.1372095967995,101.2,30.3,3.0,0.0,2.82,0.0,5.0,44.7,59.0,1.05,0.293,0.096,0.331,0.235,0.735,0.255,0.439,0.306,0.133,0.033
Jackson Finley,Available,ATH,Texas League,AA,Yes,25.0,,12.0,22.2,4.1,98.1,189.3,120.2,100.3,4.32,102.3,105.60541699884337,101.1,35.3,2.0,1.0,2.77,12.0,0.0,48.7,51.0,1.25,0.308,0.108,0.262,0.154,0.723,0.252,0.454,0.294,0.257,0.086
Gabe Davis,Available,NYM,Eastern League,AA,Yes,22.0,,5.0,20.9,3.3,112.5,166.6,110.3,87.8,4.62,90.4,109.38053324510368,101.1,13.6,1.0,0.0,2.7,4.0,0.0,16.7,21.0,1.38,0.289,0.139,0.292,0.153,0.641,0.308,0.333,0.359,0.071,0.143
Jeff Criswell,Available,COL,Eastern League,AA,No,27.0,,2.0,6.9,1.0,91.7,54.9,90.1,109.6,4.03,107.4,132.21175727508833,101.0,0.8,1.0,0.0,4.5,0.0,0.0,2.0,2.0,1.5,0.25,0.125,0.25,0.125,0.8,0.0,0.8,0.2,0.0,1.0
Owen Hackman,Available,ATL,Southern League,AA,Yes,24.0,,31.0,9.7,1.5,102.8,75.2,148.8,92.4,4.1,98.3,107.62933556919266,101.0,40.2,3.0,4.0,5.4,2.0,3.0,45.0,52.0,1.29,0.301,0.079,0.274,0.195,0.678,0.246,0.398,0.356,0.095,0.214
Jamie Hitt,Available,SD,Texas League,AA,Yes,23.0,,10.0,18.1,4.3,106.6,153.7,79.6,96.7,5.06,95.1,102.4231648435065,101.0,37.9,2.0,2.0,6.23,8.0,0.0,43.3,39.0,1.71,0.374,0.097,0.199,0.102,0.696,0.259,0.452,0.289,0.128,0.154
Chen Zhong-Ao Zhuang,Available,ATH,Texas League,AA,No,25.0,,4.0,31.4,5.8,98.1,267.2,135.9,98.2,5.19,102.0,90.61937959136854,100.9,29.6,2.0,1.0,2.74,4.0,0.0,23.0,21.0,1.13,0.274,0.054,0.228,0.174,0.707,0.231,0.292,0.477,0.226,0.129
Jack Kartsonas,Available,TB,Southern League,AA,Yes,25.0,,4.0,18.8,4.2,98.7,145.7,82.4,103.6,4.26,101.4,97.96129781762326,100.8,12.2,1.0,1.0,2.12,3.0,0.0,17.0,10.0,0.88,0.216,0.046,0.154,0.108,0.76,0.22,0.54,0.24,0.25,0.083
R.J. Gordon,Available,NYM,Eastern League,AA,Yes,24.0,,20.0,20.8,4.5,103.1,166.0,77.8,99.9,5.12,97.7,110.24636622555585,100.8,95.8,5.0,8.0,4.52,20.0,0.0,89.7,81.0,1.45,0.309,0.1,0.208,0.108,0.729,0.23,0.4,0.37,0.184,0.112
Kai Peterson,Available,WSH,Eastern League,AA,Yes,23.0,,15.0,7.0,1.3,107.6,56.2,74.2,96.1,5.84,94.1,55.75672285987395,100.8,22.5,1.0,0.0,5.68,0.0,0.0,19.0,24.0,1.58,0.283,0.17,0.273,0.103,0.701,0.255,0.255,0.489,0.261,0.087
Joe Miller,Available,DET,Eastern League,AA,Yes,26.0,,17.0,20.5,3.9,95.2,163.9,102.3,104.4,4.35,104.1,90.419529306829,100.7,50.2,3.0,1.0,4.09,17.0,0.0,66.0,71.0,1.47,0.346,0.103,0.245,0.142,0.762,0.215,0.508,0.276,0.24,0.08
Logan Martin,Available,SF,Eastern League,AA,No,24.0,,20.0,12.7,2.5,103.1,101.2,82.2,99.2,5.26,97.5,122.4126026386082,100.7,49.9,3.0,1.0,4.59,7.0,0.0,49.0,54.0,1.41,0.271,0.143,0.257,0.114,0.724,0.22,0.358,0.423,0.212,0.135
Luke Gabrysh,Available,NYM,Eastern League,AA,Yes,23.0,,3.0,20.4,4.6,107.6,163.1,113.9,91.4,4.24,93.9,99.20798050837068,100.7,7.2,1.0,1.0,5.93,3.0,0.0,13.7,12.0,1.1,0.229,0.053,0.211,0.158,0.666,0.231,0.564,0.205,0.5,0.5
Bryce Cunningham,Available,NYY,Eastern League,AA,Yes,23.0,,3.0,31.1,6.0,107.6,248.3,178.0,83.9,3.42,93.8,91.39099206913242,100.7,13.8,1.0,1.0,6.0,3.0,0.0,18.0,20.0,1.06,0.267,0.027,0.274,0.247,0.612,0.286,0.408,0.306,0.0,0.333
Riley Gowens,Available,CHW,Southern League,AA,No,26.0,,6.0,10.8,1.8,94.9,83.3,152.6,98.8,4.56,104.2,97.0405489740386,100.6,11.6,0.0,1.0,3.27,1.0,1.0,11.0,12.0,1.09,0.286,0.067,0.267,0.2,0.725,0.241,0.345,0.414,0.25,0.083
Bryce Hubbart,Available,CIN,Southern League,AA,No,25.0,,19.0,8.5,1.7,98.7,65.7,138.9,96.7,4.8,101.0,167.3433596492903,100.6,36.1,1.0,2.0,6.89,1.0,0.0,32.7,41.0,1.32,0.274,0.117,0.299,0.182,0.71,0.203,0.304,0.494,0.154,0.179
Aaron Combs,Available,PHI,Eastern League,AA,Yes,24.0,,32.0,6.3,1.1,103.1,50.5,108.8,96.1,4.54,97.5,99.07028530730196,100.6,31.4,0.0,2.0,5.2,0.0,0.0,36.3,44.0,1.46,0.295,0.114,0.265,0.151,0.701,0.237,0.433,0.33,0.188,0.188
Jaydenn Estanista,Available,PHI,Southern League,AA,Yes,24.0,,9.0,11.0,1.9,102.8,85.4,68.7,100.8,5.4,97.6,120.50902595867136,100.5,15.7,2.0,1.0,4.86,0.0,0.0,16.7,18.0,1.62,0.289,0.141,0.231,0.09,0.74,0.196,0.457,0.348,0.125,0.188
Luke Sinnard,Available,ATL,Southern League,AA,Yes,23.0,,2.0,18.6,4.3,107.3,144.3,42.7,99.6,5.55,93.9,106.10608741466746,100.5,8.7,0.0,0.0,2.08,2.0,0.0,8.7,6.0,1.27,0.24,0.111,0.167,0.056,0.731,0.231,0.423,0.346,0.111,0.111
Cooper Hjerpe,Available,STL,Texas League,AA,No,25.0,,5.0,19.0,2.9,98.1,161.8,161.6,94.4,4.45,101.3,91.35184270124616,100.4,10.1,0.0,1.0,5.02,5.0,0.0,14.3,25.0,1.4,0.261,0.19,0.397,0.207,0.68,0.24,0.32,0.44,0.182,0.182
Tyler Switalski,Available,SF,Eastern League,AA,Yes,23.0,,6.0,14.6,4.3,107.6,116.5,54.8,97.6,6.36,93.4,100.80324569041323,100.4,32.6,1.0,4.0,9.0,6.0,0.0,26.0,25.0,2.08,0.407,0.115,0.191,0.076,0.712,0.218,0.379,0.402,0.286,0.171
Kenyi Perez,Available,CHC,Southern League,AA,Yes,24.0,,14.0,7.6,1.2,102.8,59.1,52.6,102.2,6.13,97.2,116.6237722501314,100.3,14.2,1.0,1.0,2.76,0.0,0.0,16.3,25.0,2.14,0.395,0.218,0.287,0.069,0.75,0.219,0.406,0.375,0.167,0.083
Sean Matson,Available,CLE,Eastern League,AA,No,24.0,,28.0,9.4,2.1,103.1,74.8,76.4,99.1,5.28,96.9,88.61115869912518,100.3,67.5,1.0,8.0,6.0,4.0,2.0,60.0,60.0,1.67,0.347,0.114,0.22,0.106,0.723,0.226,0.384,0.39,0.29,0.13
Zach Root,Available,LAD,Texas League,AA,Yes,22.0,,4.0,23.5,4.1,111.4,200.2,178.8,79.4,3.68,89.9,107.0246518291856,100.2,10.9,1.0,0.0,7.71,4.0,0.0,16.3,24.0,1.71,0.447,0.095,0.324,0.229,0.572,0.333,0.381,0.286,0.083,0.333
Will Johnston,Available,ATH,Texas League,AA,Yes,25.0,,31.0,6.1,1.0,98.1,51.6,72.6,104.2,5.31,100.9,98.42941891351936,100.1,24.3,4.0,4.0,4.6,0.0,0.0,31.3,37.0,1.56,0.284,0.171,0.264,0.093,0.75,0.197,0.474,0.329,0.16,0.16
Blake Aita,Available,STL,Texas League,AA,Yes,23.0,,9.0,21.4,5.3,106.6,182.4,96.8,93.3,5.65,93.8,100.6369613032804,100.1,57.7,2.0,3.0,6.0,8.0,0.0,48.0,41.0,1.52,0.329,0.065,0.189,0.124,0.672,0.257,0.349,0.395,0.233,0.183
Tayler Montiel,Available,ARI,Texas League,AA,Yes,23.0,,10.0,8.1,1.2,106.6,68.6,29.7,100.9,5.39,93.7,109.98115834643951,100.1,7.7,1.0,0.0,3.65,0.0,1.0,12.3,11.0,1.46,0.25,0.17,0.208,0.038,0.727,0.242,0.515,0.242,0.375,0.125
Luis Quiñones,Available,MIN,Texas League,AA,Yes,28.0,,16.0,10.8,1.2,87.6,92.2,112.4,109.3,4.79,109.4,24.38541980061322,100.0,12.6,1.0,1.0,3.32,0.0,3.0,19.0,31.0,1.53,0.281,0.229,0.373,0.144,0.788,0.182,0.424,0.394,0.154,0.077
Noah Hall,Available,NYM,Eastern League,AA,Yes,25.0,,6.0,24.5,5.3,99.0,195.7,116.0,98.1,5.17,100.0,99.55219640753572,100.0,41.2,1.0,3.0,5.68,6.0,0.0,31.7,34.0,1.52,0.326,0.077,0.238,0.161,0.716,0.2,0.337,0.463,0.136,0.182
Junior William,Available,TB,Southern League,AA,Yes,26.0,,9.0,8.2,1.6,94.9,63.9,96.9,104.0,4.34,103.2,105.65710368759478,99.9,10.3,1.0,1.0,5.65,0.0,0.0,14.3,16.0,1.47,0.333,0.127,0.254,0.127,0.763,0.237,0.5,0.263,0.3,0.0
Jose Guedez,Available,HOU,Texas League,AA,Yes,24.0,,32.0,6.6,1.3,102.1,56.2,98.4,97.0,4.86,97.2,93.39261191064084,99.9,32.2,1.0,4.0,5.83,0.0,1.0,41.7,43.0,1.54,0.342,0.1,0.226,0.126,0.699,0.268,0.463,0.268,0.182,0.121
Blake Weiman,Available,LAA,Southern League,AA,Yes,30.0,,14.0,9.9,1.1,82.2,76.8,193.8,104.8,3.3,113.6,153.3282515358665,99.8,13.0,1.0,0.0,2.3,0.0,1.0,15.7,19.0,0.96,0.256,0.048,0.302,0.254,0.769,0.179,0.487,0.333,0.231,0.154
Justin Hagenman,Available,NYM,Eastern League,AA,No,29.0,,1.0,12.0,3.0,85.3,95.9,103.1,112.3,6.36,111.0,103.59734359629844,99.8,4.5,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.33,0.3,0.0,0.143,0.143,0.819,0.091,0.455,0.455,0.2,0.2
Hayden Minton,Available,DET,Eastern League,AA,No,25.0,,10.0,18.8,3.5,99.0,150.4,87.9,101.0,4.69,99.6,100.84835231800382,99.8,31.3,1.0,0.0,3.09,8.0,0.0,35.0,33.0,1.34,0.309,0.102,0.224,0.122,0.737,0.242,0.434,0.323,0.281,0.063
Jarold Rosado,Available,CHW,Southern League,AA,Yes,23.0,,32.0,4.9,1.1,107.3,37.8,25.2,100.3,6.3,92.8,118.5013053935616,99.8,33.7,4.0,4.0,8.49,0.0,0.0,35.0,37.0,2.23,0.41,0.171,0.204,0.033,0.736,0.226,0.453,0.321,0.176,0.118
Jack Cebert,Available,WSH,Eastern League,AA,No,24.0,,16.0,25.4,4.6,103.1,202.6,136.9,91.1,4.12,96.0,116.45901755131644,99.7,62.0,2.0,3.0,4.6,15.0,0.0,74.3,92.0,1.36,0.314,0.092,0.282,0.19,0.665,0.274,0.396,0.33,0.185,0.185
Matt Ager,Available,PIT,Eastern League,AA,Yes,23.0,,20.0,18.6,5.0,107.6,148.5,56.2,96.3,5.82,92.4,96.1684906622794,99.7,121.2,6.0,5.0,5.87,19.0,0.0,99.7,68.0,1.49,0.3,0.077,0.155,0.078,0.703,0.229,0.379,0.391,0.18,0.172
Victor Lizarraga,Available,SD,Texas League,AA,Yes,22.0,,20.0,13.8,3.9,111.4,117.8,22.6,96.4,6.48,89.1,82.41325937000201,99.7,71.2,4.0,9.0,7.24,17.0,0.0,78.3,64.0,1.86,0.347,0.139,0.168,0.029,0.695,0.264,0.438,0.298,0.181,0.139
