Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Jogly García,Available,CLE,Midwest League,A+,Yes,22.0,,32.0,12.4,2.3,104.4,100.6,36.9,97.0,6.51,91.1,97.1,77.7,5.0,2.0,5.99,4.0,3.0,73.7,74.0,1.66,0.269,0.176,0.218,0.042,0.722,0.216,0.366,0.418,0.309,0.148
Nelfri Payano,Available,CIN,Florida State League,A,Yes,21.0,,6.0,2.9,1.2,104.5,24.3,-118.9,114.8,9.35,91.0,97.1,8.6,0.0,0.0,12.86,0.0,0.0,7.0,6.0,3.14,0.375,0.279,0.14,-0.139,0.84,0.12,0.52,0.36,0.111,0.111
Brandon Barriera,Available,TOR,Northwest League,A+,Yes,22.0,,2.0,3.4,2.2,105.3,26.4,-53.1,106.6,9.33,90.4,97.1,5.3,0.0,0.0,12.46,0.0,0.0,4.3,3.0,3.0,0.4,0.167,0.1,-0.067,0.789,0.211,0.526,0.263,0.0,0.0
Hayden Snelsire,Available,TB,International League,AAA,Yes,25.0,,4.0,1.2,1.7,108.7,11.0,22.0,94.7,6.67,87.6,97.1,10.2,0.0,1.0,12.15,1.0,0.0,6.7,4.0,2.25,0.385,0.086,0.114,0.028,0.678,0.25,0.357,0.393,0.091,0.182
Adrian Bello,Available,MIA,Dominican Summer League,R,Yes,17.0,,8.0,4.5,1.9,109.2,46.3,-111.4,109.6,8.65,87.2,97.1,26.4,0.0,2.0,10.57,5.0,0.0,15.3,12.0,1.89,0.244,0.198,0.148,-0.05,0.87,0.087,0.326,0.587,0.333,0.074
Blake Snell,Ben the Hen (ACTIVE),LAD,California League,A,No,33.0,,3.0,21.2,2.7,66.3,172.8,369.6,94.7,1.45,122.4,97.0,2.1,0.0,1.0,1.13,3.0,0.0,8.0,15.0,0.75,0.333,0.032,0.484,0.452,0.714,0.286,0.571,0.143,0.5,0.0
Cristhian Espinosa,Not in Fantrax,TOR,Dominican Summer League,R,Yes,23.0,,7.0,12.5,2.3,80.7,129.3,169.4,104.2,5.29,110.6,97.0,21.4,2.0,1.0,1.69,0.0,1.0,16.0,8.0,0.94,0.208,0.045,0.121,0.076,0.827,0.154,0.442,0.404,0.238,0.048
Brandon Waddell,Available,NYM,International League,AAA,Yes,32.0,,4.0,14.4,2.8,84.9,133.6,138.0,103.9,3.93,107.2,97.0,11.4,2.0,0.0,7.15,2.0,0.0,11.3,10.0,1.5,0.351,0.02,0.196,0.176,0.744,0.179,0.513,0.308,0.083,0.25
Seth Martinez,Available,BOS,International League,AAA,Yes,31.0,,39.0,8.7,1.8,87.6,80.6,109.0,104.6,4.8,104.9,97.0,70.4,3.0,3.0,5.4,10.0,2.0,70.0,60.0,1.24,0.264,0.065,0.204,0.139,0.749,0.168,0.466,0.365,0.289,0.224
Reese Lumpkin,Available,SEA,California League,A,Yes,24.0,,35.0,9.9,1.5,91.2,81.2,121.8,99.7,5.09,101.9,97.0,38.2,4.0,2.0,5.68,0.0,7.0,52.3,59.0,1.39,0.32,0.095,0.244,0.149,0.751,0.234,0.51,0.255,0.27,0.054
Jonathan Clark,Available,CHW,Southern League,AA,Yes,26.0,,38.0,9.8,1.2,94.9,75.7,84.7,100.5,5.59,98.9,97.0,52.0,8.0,3.0,4.5,0.0,8.0,46.0,54.0,1.57,0.316,0.15,0.261,0.111,0.737,0.219,0.325,0.456,0.173,0.096
Alaska Abney,Available,CLE,Eastern League,AA,No,26.0,,22.0,7.1,1.3,95.2,56.7,44.0,104.8,5.47,98.6,97.0,23.3,2.0,1.0,4.4,0.0,2.0,28.7,23.0,1.47,0.279,0.115,0.176,0.061,0.765,0.2,0.529,0.271,0.261,0.13
Jawilme Ramírez,Available,STL,Midwest League,A+,Yes,24.0,,28.0,7.1,1.3,95.7,57.6,118.7,95.8,5.73,98.2,97.0,46.8,2.0,3.0,5.5,0.0,1.0,36.0,41.0,1.64,0.337,0.106,0.241,0.135,0.713,0.222,0.315,0.463,0.2,0.14
Grif Hughes,Available,COL,Northwest League,A+,Yes,24.0,,5.0,13.4,3.1,96.5,105.0,70.5,100.5,6.39,97.5,97.0,20.6,0.0,0.0,2.93,1.0,0.0,15.3,12.0,1.3,0.25,0.09,0.179,0.089,0.744,0.191,0.34,0.468,0.273,0.136
Noah Beal,Available,TB,South Atlantic League,A+,Yes,24.0,,40.0,10.4,1.4,96.7,83.4,103.9,96.4,4.75,97.3,97.0,50.3,1.0,0.0,3.76,1.0,9.0,55.0,62.0,1.4,0.303,0.122,0.261,0.139,0.708,0.259,0.388,0.354,0.327,0.096
Casey Anderson,Available,ARI,Texas League,AA,No,25.0,,24.0,9.4,1.4,98.1,80.1,86.7,97.2,4.83,96.2,97.0,22.0,5.0,2.0,5.82,0.0,3.0,34.0,38.0,1.62,0.314,0.136,0.247,0.111,0.7,0.222,0.522,0.256,0.261,0.304
Alonso Carrera,Available,TB,Florida Complex League,CPX,Yes,21.0,,13.0,9.1,1.4,98.8,85.6,75.0,97.8,5.64,95.6,97.0,19.1,5.0,1.0,4.42,0.0,0.0,18.3,18.0,1.85,0.389,0.14,0.209,0.069,0.75,0.229,0.417,0.354,0.235,0.059
Jack O'Connor,Available,LAD,California League,A,Yes,22.0,,8.0,13.7,3.2,99.5,111.7,54.0,99.5,6.55,95.0,97.0,26.6,0.0,3.0,7.11,8.0,0.0,25.3,31.0,1.82,0.333,0.192,0.258,0.066,0.75,0.219,0.359,0.422,0.259,0.074
Ethan Young,Available,STL,Florida State League,A,Yes,22.0,,10.0,13.7,3.1,99.7,114.1,119.7,91.7,4.79,94.8,97.0,32.0,0.0,2.0,7.26,10.0,0.0,31.0,38.0,1.84,0.407,0.113,0.253,0.14,0.671,0.297,0.352,0.352,0.313,0.094
Edwin Núñez,Available,STL,Texas League,AA,Yes,24.0,,24.0,4.3,1.0,102.1,36.8,5.5,102.7,7.59,92.9,97.0,19.7,1.0,0.0,10.17,0.0,0.0,23.0,26.0,2.39,0.397,0.191,0.198,0.007,0.739,0.217,0.493,0.29,0.1,0.15
Joel Garcia,Not in Fantrax,MIN,Florida State League,A,Yes,21.0,,2.0,16.1,3.7,104.5,134.6,142.8,84.6,5.37,90.9,97.0,7.0,0.0,2.0,6.14,2.0,0.0,7.3,9.0,1.5,0.381,0.083,0.25,0.167,0.619,0.381,0.286,0.333,0.571,0.0
Cash Kuiper,Available,DET,Florida State League,A,Yes,21.0,,16.0,12.3,3.2,104.5,102.3,86.4,91.1,5.32,90.9,97.0,49.4,1.0,5.0,6.06,13.0,0.0,52.0,46.0,1.56,0.331,0.093,0.194,0.101,0.667,0.283,0.396,0.321,0.275,0.157
Gregory Santos,Available,SFG,Pacific Coast League,AAA,Yes,26.0,,14.0,6.2,1.1,104.7,62.4,0.0,100.7,6.38,90.6,97.0,14.3,1.0,1.0,6.89,1.0,3.0,15.7,11.0,1.79,0.302,0.143,0.143,0.0,0.712,0.269,0.462,0.269,0.357,0.071
Luis Rodriguez,Available,HOU,South Atlantic League,A+,Yes,22.0,,14.0,16.2,4.4,105.5,130.0,53.1,93.9,6.14,90.0,97.0,78.6,3.0,4.0,5.95,14.0,0.0,62.0,44.0,1.58,0.32,0.085,0.156,0.071,0.69,0.256,0.345,0.399,0.247,0.136
Camden Lohman,Available,NYM,Florida Complex League,CPX,No,19.0,,13.0,16.8,3.3,109.2,157.3,106.5,84.3,5.04,87.0,97.0,33.1,2.0,3.0,6.28,10.0,0.0,43.0,53.0,1.79,0.354,0.162,0.26,0.098,0.647,0.313,0.394,0.293,0.414,0.138
John Reynoso,Not in Fantrax,PIT,Dominican Summer League,R,Yes,17.0,,9.0,6.8,1.8,109.2,70.3,-131.5,111.7,8.32,87.0,97.0,24.0,0.0,3.0,6.75,7.0,0.0,16.0,15.0,2.0,0.25,0.238,0.179,-0.059,0.886,0.091,0.364,0.545,0.042,0.042
Luis Perdomo,Available,BAL,Florida Complex League,CPX,Yes,19.0,,1.0,22.5,2.0,109.2,211.2,271.6,65.2,3.57,86.9,97.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.333,0.0,0.25,0.25,0.5,0.5,0.167,0.333,0.0,0.0
Kamdyn Perry,Available,TEX,South Atlantic League,A+,Yes,20.0,,14.0,8.4,3.0,116.1,67.9,-3.7,90.4,7.81,81.3,97.0,43.3,1.0,5.0,9.86,10.0,0.0,42.0,36.0,2.07,0.349,0.167,0.162,-0.005,0.664,0.29,0.366,0.344,0.244,0.133
Bruce Zimmermann,Available,STL,International League,AAA,Yes,31.0,,15.0,28.7,5.2,87.6,265.9,151.3,99.4,3.97,104.6,96.9,71.8,5.0,3.0,3.78,15.0,0.0,78.7,84.0,1.27,0.314,0.064,0.257,0.193,0.712,0.224,0.429,0.347,0.145,0.184
Richard Fernandez,Available,OAK,Arizona Complex League,CPX,No,23.0,,14.0,9.6,1.4,90.3,90.3,142.5,97.8,5.57,102.4,96.9,12.4,0.0,1.0,6.75,0.0,2.0,20.0,30.0,1.5,0.326,0.151,0.323,0.172,0.755,0.2,0.511,0.289,0.154,0.154
Brandon Johnson,Available,KC,Texas League,AA,No,27.0,,43.0,9.1,1.4,90.8,77.9,120.2,100.1,4.84,102.1,96.9,51.9,2.0,2.0,4.3,1.0,4.0,58.7,64.0,1.18,0.257,0.113,0.267,0.154,0.721,0.238,0.392,0.371,0.075,0.113
Christian Rodriguez,Available,BAL,Carolina League,A,No,24.0,,19.0,28.4,5.0,90.9,217.7,159.2,95.4,3.78,101.9,96.9,81.3,6.0,4.0,2.57,18.0,0.0,94.7,100.0,1.26,0.333,0.071,0.253,0.182,0.708,0.272,0.413,0.315,0.175,0.063
Hayden Harris,Available,COL,Southern League,AA,No,27.0,,2.0,7.4,1.3,91.4,57.1,138.9,97.3,3.15,101.6,96.9,0.9,1.0,0.0,10.12,0.0,0.0,2.7,3.0,1.12,0.167,0.091,0.273,0.182,0.714,0.143,0.714,0.143,0.0,1.0
Alexander Cornielle,Available,NYY,Florida State League,A,No,24.0,,1.0,15.0,3.7,91.4,125.2,60.7,106.2,5.14,101.5,96.9,3.0,0.0,1.0,2.45,1.0,0.0,3.7,3.0,1.09,0.222,0.143,0.214,0.071,0.777,0.222,0.444,0.333,0.0,0.0
Zach Pop,Available,MIA,International League,AAA,Yes,29.0,,29.0,6.0,1.0,93.7,55.4,55.7,104.7,4.87,99.6,96.9,20.8,3.0,4.0,5.65,0.0,4.0,28.7,22.0,1.43,0.287,0.102,0.173,0.071,0.75,0.216,0.545,0.239,0.19,0.143
Noah Palmese,Available,TOR,Florida Complex League,CPX,No,22.0,,17.0,10.7,1.5,94.3,100.4,127.1,95.9,5.1,99.2,96.9,28.6,0.0,0.0,3.55,0.0,4.0,25.3,25.0,1.46,0.319,0.108,0.225,0.117,0.736,0.235,0.368,0.397,0.185,0.074
Diego Barrera,Available,ATH,Texas League,AA,Yes,26.0,,36.0,5.9,1.2,94.3,49.9,77.3,101.6,5.32,99.2,96.9,35.7,1.0,3.0,5.82,0.0,0.0,43.3,44.0,1.62,0.32,0.119,0.218,0.099,0.732,0.211,0.496,0.293,0.056,0.194
Michael Braswell III,Available,KC,Carolina League,A,Yes,23.0,,9.0,9.4,1.7,94.9,71.7,109.4,97.4,4.59,98.7,96.9,19.4,2.0,1.0,3.45,1.0,0.0,15.7,12.0,1.21,0.313,0.063,0.188,0.125,0.723,0.277,0.319,0.404,0.211,0.0
Riley Huge,Available,ATH,Midwest League,A+,Yes,24.0,,41.0,7.4,1.3,95.7,60.1,77.4,100.3,5.78,98.0,96.9,47.0,4.0,3.0,6.29,0.0,1.0,54.3,63.0,1.73,0.345,0.154,0.242,0.088,0.747,0.218,0.451,0.331,0.234,0.106
Grant Umberger,Available,CHW,South Atlantic League,A+,Yes,24.0,,26.0,22.7,4.6,96.7,182.7,97.2,97.0,4.85,97.1,96.9,114.3,11.0,7.0,4.7,22.0,0.0,120.7,108.0,1.29,0.281,0.074,0.204,0.13,0.712,0.239,0.439,0.321,0.219,0.149
Justin Long,Available,ATL,South Atlantic League,A+,Yes,24.0,,36.0,6.7,1.2,96.7,53.5,32.2,104.5,6.02,97.1,96.9,33.8,2.0,4.0,7.44,0.0,4.0,42.3,47.0,1.91,0.33,0.183,0.226,0.043,0.767,0.181,0.517,0.302,0.143,0.171
Hector Ozuna,Not in Fantrax,ARI,Dominican Summer League,R,Yes,19.0,,10.0,8.2,1.9,97.7,84.5,75.8,98.5,6.23,96.3,96.9,23.6,0.0,1.0,3.86,0.0,0.0,18.7,15.0,1.61,0.288,0.133,0.167,0.034,0.782,0.2,0.4,0.4,0.318,0.045
Raudy Rivera,Available,CLE,Arizona Complex League,CPX,Yes,21.0,,13.0,6.8,1.1,98.9,64.2,77.9,97.2,6.78,95.4,96.9,12.3,0.0,1.0,8.79,0.0,1.0,14.3,24.0,2.02,0.286,0.23,0.324,0.094,0.751,0.125,0.438,0.438,0.143,0.286
Efrain Cubilla,Available,COL,Arizona Complex League,CPX,Yes,21.0,,18.0,9.9,2.2,98.9,92.7,79.5,96.9,6.15,95.3,96.9,43.0,4.0,1.0,5.67,3.0,0.0,39.7,35.0,1.61,0.35,0.102,0.198,0.096,0.748,0.22,0.423,0.358,0.182,0.091
Jostin Florentino,Available,CHC,Arizona Complex League,CPX,No,21.0,,1.0,7.8,3.3,98.9,72.8,0.0,106.1,7.89,95.3,96.9,4.7,0.0,1.0,2.7,1.0,0.0,3.3,1.0,1.5,0.308,0.063,0.063,0.0,0.819,0.182,0.455,0.364,0.25,0.0
Yeuris Jimenez,Available,WSH,Eastern League,AA,Yes,25.0,,3.0,5.8,0.6,99.0,45.9,-120.3,119.9,8.91,95.3,96.9,1.0,0.0,0.0,32.4,0.0,2.0,1.7,1.0,4.2,0.5,0.25,0.083,-0.167,0.875,0.125,0.75,0.125,0.0,0.0
Freddy Rodriguez,Available,CHC,Carolina League,A,Yes,22.0,,4.0,10.6,3.2,99.2,81.3,71.7,97.7,5.12,95.2,96.9,14.2,0.0,3.0,8.31,2.0,0.0,13.0,13.0,1.69,0.316,0.131,0.213,0.082,0.725,0.225,0.4,0.375,0.2,0.133
Alex Wallace,Available,TB,Carolina League,A,Yes,22.0,,25.0,16.4,3.9,99.2,125.8,92.7,95.2,4.99,95.1,96.9,96.6,2.0,8.0,5.29,17.0,0.0,97.0,91.0,1.49,0.316,0.104,0.21,0.106,0.706,0.245,0.401,0.355,0.24,0.14
Zane Petty,Available,CLE,Carolina League,A,No,22.0,,29.0,12.9,2.5,99.2,98.5,68.2,98.0,5.51,95.1,96.9,92.1,5.0,1.0,6.04,0.0,2.0,73.0,71.0,1.48,0.266,0.145,0.223,0.078,0.727,0.212,0.298,0.49,0.237,0.124
Silvano Hechavarria,Available,TOR,Northwest League,A+,Yes,23.0,,11.0,16.9,4.5,100.7,132.1,80.8,95.2,5.65,93.9,96.9,59.5,2.0,5.0,6.43,10.0,0.0,49.0,41.0,1.59,0.335,0.08,0.182,0.102,0.705,0.245,0.371,0.384,0.213,0.131
Caleb Bolden,Available,BOS,International League,AAA,Yes,27.0,,2.0,6.6,2.0,100.6,61.3,136.4,88.8,5.74,93.9,96.9,5.5,0.0,1.0,13.5,0.0,0.0,4.0,7.0,2.25,0.4,0.13,0.304,0.174,0.637,0.182,0.273,0.545,0.167,0.333
Nick Zwack,Available,SF,Pacific Coast League,AAA,Yes,27.0,,38.0,6.8,1.0,100.8,68.6,121.4,90.3,5.14,93.7,96.9,35.7,3.0,3.0,6.35,0.0,2.0,39.7,48.0,1.66,0.337,0.141,0.261,0.12,0.638,0.314,0.343,0.343,0.194,0.139
Santiago Linares,Not in Fantrax,MIA,Dominican Summer League,R,Yes,18.0,,15.0,10.8,2.4,103.2,111.8,84.7,92.4,6.01,91.8,96.9,48.6,4.0,2.0,5.65,5.0,0.0,36.7,31.0,1.94,0.37,0.13,0.168,0.038,0.733,0.267,0.35,0.383,0.196,0.0
Daniel Garcia,Available,MIL,Dominican Summer League,R,Yes,18.0,,7.0,9.3,2.6,103.2,96.3,-29.0,105.4,6.68,91.8,96.9,17.0,0.0,1.0,3.5,7.0,0.0,18.0,11.0,1.33,0.224,0.156,0.143,-0.013,0.837,0.143,0.51,0.347,0.471,0.059
Josue Toledo,Not in Fantrax,MIL,Arizona Complex League,CPX,Yes,20.0,,16.0,3.6,0.9,103.9,33.8,-11.6,102.8,8.12,91.2,96.9,8.3,0.0,1.0,7.9,0.0,0.0,13.7,17.0,1.9,0.233,0.257,0.243,-0.014,0.794,0.172,0.552,0.276,0.0,0.125
Luis Guerrero,Available,TB,International League,AAA,Yes,25.0,,29.0,4.8,1.3,108.7,44.2,36.1,92.7,5.85,87.2,96.9,39.7,1.0,5.0,8.2,1.0,2.0,37.3,32.0,1.71,0.25,0.137,0.183,0.046,0.664,0.209,0.409,0.382,0.214,0.333
Connor Gehr,Available,BAL,Carolina League,A,Yes,20.0,,5.0,9.9,3.9,109.1,76.2,35.9,92.3,5.97,86.9,96.9,27.4,0.0,2.0,7.91,0.0,0.0,19.3,13.0,1.91,0.319,0.092,0.133,0.041,0.685,0.233,0.37,0.397,0.207,0.207
Andry Batista,Available,TEX,Arizona Complex League,CPX,Yes,19.0,,2.0,3.0,1.5,109.3,28.2,-63.8,103.6,10.21,86.7,96.9,8.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.33,0.2,0.154,0.077,-0.077,0.8,0.2,0.0,0.8,0.125,0.0
Jake Dykhoff,Available,BAL,Florida Complex League,CPX,No,27.0,,7.0,31.2,5.0,76.9,293.1,185.8,105.5,4.65,113.4,96.8,31.7,4.0,0.0,1.82,3.0,1.0,34.7,30.0,0.87,0.244,0.063,0.234,0.171,0.809,0.179,0.452,0.369,0.29,0.032
Josh Winckowski,Available,TOR,Florida State League,A,Yes,28.0,,3.0,15.8,2.1,78.4,131.4,158.2,107.4,3.67,112.2,96.8,2.0,1.0,0.0,1.42,2.0,0.0,6.3,8.0,1.11,0.214,0.111,0.296,0.185,0.786,0.143,0.714,0.143,0.0,0.5
Chase Hampton,Available,NYY,Florida State League,A,No,24.0,,3.0,12.7,2.9,91.4,105.7,142.0,96.7,5.09,101.4,96.8,10.5,0.0,1.0,4.15,3.0,0.0,8.7,8.0,0.92,0.174,0.056,0.222,0.166,0.708,0.208,0.333,0.458,0.273,0.182
Blake Burkhalter,Available,ATL,South Atlantic League,A+,No,25.0,,3.0,11.8,1.3,92.9,95.1,314.8,75.6,1.78,100.3,96.8,3.6,0.0,0.0,2.25,0.0,0.0,4.0,9.0,1.5,0.5,0.053,0.474,0.421,0.555,0.333,0.222,0.444,0.5,0.25
Ryan Lambert,Available,NYM,Florida State League,A,No,23.0,,2.0,2.0,0.8,95.4,16.7,0.0,109.3,7.99,98.1,96.8,3.0,0.0,0.0,16.2,1.0,0.0,1.7,2.0,2.4,0.4,0.222,0.222,0.0,0.8,0.2,0.2,0.6,0.333,0.0
Cam Walty,Available,CLE,Midwest League,A+,No,24.0,,19.0,11.0,2.0,95.7,89.7,119.6,95.2,5.13,97.8,96.8,40.3,3.0,1.0,5.54,0.0,0.0,37.3,37.0,1.47,0.315,0.083,0.219,0.136,0.709,0.227,0.4,0.373,0.122,0.171
Brady Kirtner,Available,NYY,South Atlantic League,A+,Yes,24.0,,38.0,7.7,1.0,96.7,62.2,93.5,97.3,5.17,97.0,96.8,36.9,4.0,3.0,5.22,0.0,2.0,39.7,52.0,1.64,0.304,0.147,0.272,0.125,0.715,0.229,0.41,0.362,0.132,0.158
Euri Montero,Available,WSH,South Atlantic League,A+,Yes,24.0,,38.0,6.2,1.1,96.7,50.0,53.8,101.8,5.27,97.0,96.8,28.4,5.0,2.0,5.31,0.0,1.0,40.7,45.0,1.84,0.33,0.158,0.23,0.072,0.748,0.18,0.559,0.261,0.207,0.276
Jorge Marcheco,Available,ATH,Midwest League,A+,No,23.0,,26.0,9.9,2.3,99.9,80.2,39.6,100.5,6.82,94.4,96.8,93.3,2.0,4.0,4.57,9.0,0.0,61.0,44.0,1.49,0.258,0.119,0.164,0.045,0.748,0.182,0.294,0.524,0.265,0.133
Leandro Lopez,Available,TEX,Texas League,AA,Yes,24.0,,15.0,16.9,3.3,102.1,144.1,119.5,89.2,3.81,92.5,96.8,20.5,2.0,2.0,6.12,8.0,0.0,50.0,60.0,1.74,0.418,0.11,0.263,0.153,0.642,0.314,0.533,0.153,0.238,0.286
Corey Avant,Available,ATH,Texas League,AA,Yes,24.0,,27.0,20.4,4.1,102.1,174.1,108.5,90.3,4.68,92.4,96.8,81.1,3.0,6.0,5.87,24.0,0.0,110.3,132.0,1.56,0.33,0.128,0.267,0.139,0.651,0.287,0.419,0.294,0.188,0.212
Carlos Rodriguez,Available,DET,Florida Complex League,CPX,No,20.0,,12.0,13.1,3.2,103.8,122.8,128.2,86.6,4.72,91.2,96.8,28.5,0.0,7.0,7.75,10.0,1.0,38.3,43.0,1.88,0.395,0.114,0.232,0.118,0.664,0.284,0.466,0.25,0.241,0.207
Fabian Gallardo,Not in Fantrax,LAA,Arizona Complex League,CPX,Yes,20.0,,17.0,4.7,1.8,103.9,44.1,15.7,99.4,6.93,91.0,96.8,21.8,2.0,2.0,11.1,1.0,0.0,30.0,25.0,2.5,0.45,0.133,0.152,0.019,0.767,0.205,0.598,0.196,0.182,0.136
Luis Cesar,Available,MIA,Midwest League,A+,Yes,22.0,,2.0,8.1,1.2,104.4,66.1,0.0,100.7,6.72,90.6,96.8,1.0,0.0,0.0,7.71,0.0,0.0,2.3,5.0,3.0,0.5,0.357,0.357,0.0,0.75,0.25,0.5,0.25,0.0,0.0
Joel Díaz,Available,NYM,South Atlantic League,A+,Yes,22.0,,13.0,13.7,3.7,105.5,110.4,34.4,95.7,6.24,89.7,96.8,51.8,0.0,6.0,6.23,10.0,0.0,47.7,45.0,1.8,0.356,0.158,0.204,0.046,0.703,0.275,0.341,0.384,0.226,0.057
Gensil Rosario,Not in Fantrax,NYM,Dominican Summer League,R,Yes,17.0,,10.0,7.6,2.3,109.2,79.1,-91.4,106.7,7.65,86.7,96.8,34.7,0.0,4.0,9.39,10.0,0.0,23.0,26.0,2.39,0.375,0.252,0.211,-0.041,0.847,0.153,0.305,0.542,0.281,0.0
Kendrick Herrera,Available,PIT,Florida Complex League,CPX,Yes,19.0,,1.0,6.0,1.3,109.2,56.3,-135.8,111.7,10.49,86.6,96.8,4.0,1.0,0.0,13.5,0.0,0.0,1.3,0.0,3.0,0.429,0.125,0.0,-0.125,0.857,0.143,0.286,0.571,0.25,0.0
Carlos Rodriguez,Available,MIL,International League,AAA,Yes,24.0,,19.0,8.4,2.4,113.2,77.3,22.7,89.8,6.14,83.4,96.8,50.0,0.0,6.0,8.16,9.0,1.0,46.3,44.0,2.27,0.397,0.153,0.182,0.029,0.643,0.305,0.364,0.331,0.176,0.157
Braden Nett,Available,ATH,Pacific Coast League,AAA,Yes,24.0,,10.0,9.4,2.2,113.4,95.2,-95.1,103.2,8.76,83.2,96.8,22.6,1.0,2.0,8.59,8.0,0.0,22.0,27.0,2.68,0.31,0.307,0.213,-0.094,0.729,0.237,0.373,0.39,0.217,0.087
Gilbel Galvan,Available,BOS,Carolina League,A,Yes,19.0,,5.0,9.9,1.9,114.9,76.2,56.9,84.2,4.4,81.9,96.8,3.1,0.0,1.0,3.72,0.0,0.0,9.7,12.0,1.76,0.32,0.196,0.261,0.065,0.625,0.375,0.5,0.125,0.667,0.0
Angel Rivero,Available,LAA,California League,A,Yes,19.0,,3.0,13.3,4.2,115.2,108.8,52.3,84.5,7.16,81.7,96.8,15.1,0.0,0.0,7.82,3.0,0.0,12.7,10.0,1.89,0.333,0.095,0.159,0.064,0.637,0.25,0.364,0.386,0.059,0.294
Roberto Pena,Not in Fantrax,NYM,Florida State League,A,Yes,18.0,,1.0,5.2,2.3,121.9,43.8,-60.7,91.0,7.35,76.1,96.8,2.0,0.0,0.0,11.57,0.0,0.0,2.3,2.0,3.0,0.444,0.214,0.143,-0.071,0.666,0.333,0.444,0.222,0.0,0.0
James Karinchak,Available,ATL,International League,AAA,Yes,30.0,,33.0,10.8,1.2,90.5,100.4,202.3,90.5,3.59,102.0,96.7,31.5,3.0,3.0,2.37,0.0,7.0,38.0,56.0,1.05,0.274,0.113,0.371,0.258,0.648,0.311,0.257,0.432,0.094,0.094
Mitch Mueller,Available,MIN,Florida State League,A,No,24.0,,17.0,7.9,1.2,91.4,65.8,152.2,95.4,3.94,101.3,96.7,14.3,1.0,2.0,5.85,0.0,3.0,20.0,25.0,1.4,0.333,0.1,0.278,0.178,0.698,0.283,0.453,0.264,0.286,0.071
Jacob Wallace,Available,CHC,Southern League,AA,Yes,27.0,,16.0,7.2,1.2,91.4,55.7,172.4,93.2,3.48,101.3,96.7,16.4,1.0,1.0,6.05,0.0,1.0,19.3,23.0,1.66,0.473,0.048,0.274,0.226,0.684,0.281,0.421,0.298,0.294,0.118
Hayden Minton,Available,DET,Midwest League,A+,No,25.0,,12.0,22.5,4.3,91.9,183.5,149.5,95.3,4.54,100.8,96.7,35.8,2.0,4.0,3.86,11.0,0.0,51.3,57.0,1.09,0.222,0.1,0.27,0.17,0.709,0.218,0.476,0.306,0.211,0.237
Sam Whiting,Available,SEA,Northwest League,A+,Yes,25.0,,25.0,11.0,1.7,92.7,86.4,139.5,95.7,4.35,100.2,96.7,35.0,4.0,0.0,3.59,0.0,1.0,42.7,50.0,1.38,0.336,0.099,0.275,0.176,0.709,0.245,0.427,0.327,0.278,0.139
Marcelo Perez,Available,SEA,Texas League,AA,Yes,26.0,,31.0,6.9,1.3,94.3,59.1,109.3,97.7,4.77,98.9,96.7,38.3,2.0,2.0,4.39,0.0,0.0,41.0,41.0,1.37,0.302,0.089,0.229,0.14,0.703,0.252,0.417,0.33,0.263,0.132
Junior Flores,Available,PIT,South Atlantic League,A+,Yes,24.0,,5.0,11.8,0.8,96.7,95.2,149.6,90.7,3.82,96.9,96.7,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.75,0.0,0.2,0.4,0.2,0.666,0.333,0.333,0.333,0.5,0.0
Hunter Gaddis,Available,CLE,International League,AAA,Yes,28.0,,5.0,5.5,0.9,97.0,51.4,68.2,99.8,6.49,96.6,96.7,6.0,0.0,0.0,10.38,0.0,0.0,4.3,5.0,2.08,0.429,0.13,0.217,0.087,0.715,0.286,0.286,0.429,0.5,0.0
Cody Bolton,Available,HOU,Pacific Coast League,AAA,Yes,28.0,,8.0,5.5,1.2,97.2,55.9,187.1,85.9,4.21,96.4,96.7,8.7,0.0,1.0,4.66,1.0,0.0,9.7,8.0,1.14,0.296,0.026,0.211,0.185,0.607,0.321,0.357,0.321,0.111,0.222
Peter Bonilla,Available,LAD,Arizona Complex League,CPX,No,21.0,,15.0,10.8,1.4,98.9,101.3,150.0,88.5,5.51,95.0,96.7,17.0,4.0,0.0,3.98,0.0,0.0,20.3,35.0,1.52,0.289,0.191,0.372,0.181,0.683,0.263,0.289,0.447,0.235,0.118
Julio Gutierrez,Not in Fantrax,KCR,Arizona Complex League,CPX,Yes,21.0,,17.0,8.2,1.4,98.9,77.3,42.3,100.9,6.69,95.0,96.7,18.6,4.0,1.0,6.0,1.0,0.0,24.0,25.0,1.88,0.357,0.161,0.212,0.051,0.779,0.206,0.529,0.265,0.222,0.056
