Player Name,Team,League Name,AB,wRC+,Age+ RobustZ+,Approach+ RobustZ+,Speed+ RobustZ+,LD%+ RobustZ+,HR/FB+ RobustZ+,5 Tool RobustZ+,Hitter RobustZ+
Yoiber Ocopio,SDP,California League,42,77.13978966772561,112.64695813014552,89.35154409306622,67.41664518189252,154.9867125220009,74.61752994193085,99.8038779738072,106.31859551899932
Abdias De La Cruz,ARI,California League,352,75.10805578734832,112.64695813014552,96.82945332062306,98.28897258136138,85.28594947312166,81.29145254221024,94.86855720949238,87.80228511198499
Dario Laverde,LAA,California League,334,73.22472797976111,112.64695813014552,96.11631559954509,77.36437442143789,112.7093690413171,91.64753916970461,98.09691127243005,100.15774127018894
Oswaldo Osorio,LAD,California League,159,69.38592717028068,112.64695813014552,94.16900220395989,94.49662776328084,85.14295095792211,114.02207272567236,100.09552235619614,97.7780086291848
Carlos Pacheco,OAK,California League,115,68.71179928340796,112.64695813014552,97.86966262747914,113.28754855357457,75.00495358479576,86.56600409546198,97.07502539829139,86.48020676924563
Yendry Rojas,SDP,California League,231,59.9617219947624,112.64695813014552,104.27499656105469,93.80900247408117,101.13575630783956,74.61752994193085,97.29684868301037,93.3427609369417
German Ortiz,OAK,California League,111,57.437546933553016,112.64695813014552,92.28302266342618,71.71836593538302,77.25862711885105,74.61752994193085,85.70490075794733,81.3863932414027
Juan Perez,SFG,California League,201,54.08626254782365,112.64695813014552,91.14914093567936,85.1468066368909,98.5660827476987,74.61752994193085,92.42530367846908,88.11091787510297
Dario Reynoso,SFG,California League,47,45.160739263517215,112.64695813014552,89.28906372366792,100.7941285047349,140.6892839793776,74.61752994193085,103.60739285597136,101.53195921499213
Ryan Reckley,SFG,California League,146,43.90688833759495,112.64695813014552,96.168799363792,108.55406049903833,100.42862279021766,74.61752994193085,98.48319414502488,90.40498403198018
Cesar Gonzalez,OAK,California League,39,37.853194431605495,112.64695813014552,95.49041356240838,77.36437442143789,67.33963891335314,74.61752994193085,85.49178299385515,79.1491941392308
Eliezer Rivero,LAA,California League,15,31.005833827965123,112.64695813014552,78.94562809767936,77.36437442143789,125.20040267098025,74.61752994193085,93.75497865243477,92.92118690353016
Emil Turbi,SDP,California League,7,-23.140356568601497,112.64695813014552,69.76393751351449,77.36437442143789,168.22507279998518,103.26217721157413,106.25250401533144,113.75039584169127
Charles Davalan,LAD,California League,34,243.4431381789957,102.10098129422755,115.82128272678753,116.75327496772712,125.20040267098025,136.3513138093138,119.24545109380725,125.79099973569386
Korbyn Dickerson,SEA,California League,7,219.17796346950936,102.10098129422755,102.40994849575704,77.36437442143789,99.38560049031808,74.61752994193085,91.17568692873428,92.13769297600199
Carlos Avila,LAD,California League,18,188.93995635222808,102.10098129422755,118.73295406033182,58.79527990285019,106.76125810870839,74.61752994193085,92.20160066160976,100.0372473703237
Edgar Alfonso,LAA,California League,12,154.68827963561742,102.10098129422755,170.76253393932805,69.75010318581212,99.38560049031808,74.61752994193085,103.32334977032333,114.92188812385899
Trevor Cohen,SFG,California League,107,139.173398078297,102.10098129422755,165.19073895922887,108.04837317735993,129.36408037543595,101.07486583218031,121.15580792768654,131.8765617222817
Devin Taylor,OAK,California League,106,134.68421137781243,102.10098129422755,100.35803081806284,88.00730771211036,79.64486895543284,141.96347594540293,102.4149329450473,107.32212523963288
Aiden Taurek,SEA,California League,110,130.38467078312502,102.10098129422755,126.63118246691036,102.79458170154001,112.7093690413171,74.61752994193085,103.7707288891852,104.65269381671943
Raudi Rodriguez,LAA,California League,481,130.262226358694,102.10098129422755,100.86868008388103,120.38063882353828,103.81099485483387,113.31631963545308,108.09552293838676,105.99866485805599
Landyn Vidourek,LAD,California League,67,130.1173897318645,102.10098129422755,85.3281438619529,106.10532515909793,119.05402115022295,94.1124087850182,101.3401760501039,99.49819126573135
Victor Figueroa,SDP,California League,195,129.18352648186735,102.10098129422755,115.8767274709858,80.56402219849487,105.75089411504759,122.63269513096174,105.3850640419435,114.75343890566505
Jean Carlos Sio,SFG,California League,334,128.6656316607722,102.10098129422755,144.29859641034653,105.4609351341382,125.65649446553982,97.48189440585097,114.99978034202061,122.47899509391243
Gio Cueto,LAD,California League,88,123.52583354819636,102.10098129422755,100.03569320969618,89.58050169500855,165.0960059002865,96.40592418270082,110.64382125638392,120.51254109756117
